年度,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,決算額
2020,1,一般会計,4,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,"67,138,000"
2020,1,一般会計,5,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,"78,045,000"
2020,1,一般会計,6,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,"18,693,000"
2020,1,一般会計,7,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,"1,520,325,000"
2020,1,一般会計,8,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,"21,577,137"
2020,1,一般会計,8,環境性能割交付金,1,環境性能割交付金,2,旧法による自動車取得税交付金,1,旧法による自動車取得税交付金,1,旧法による自動車取得税交付金,"10,389"
2020,1,一般会計,9,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,"40,477,000"
2020,1,一般会計,10,地方特例交付金,1,地方特例交付金,1,地方特例交付金,1,地方特例交付金,1,地方特例交付金,"88,779,000"
2020,1,一般会計,11,地方交付税,1,地方交付税,1,地方交付税,1,地方交付税,1,普通交付税,"3,827,734,000"
2020,1,一般会計,11,地方交付税,1,地方交付税,1,地方交付税,1,地方交付税,2,特別交付税,"130,732,000"
2020,1,一般会計,12,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,"6,600,000"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,1,老人福祉費負担金,1,老人保護措置被措置者等（現年度分）,"3,947,418"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,1,老人福祉費負担金,2,老人保護措置被措置者等（滞納繰越分）,"155,400"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,1,公立保育園入園児童保護者（現年度分）,"18,341,740"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,2,公立保育園入園児童保護者（滞納繰越分）,"722,000"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,3,私立保育園入園児童保護者（現年度分）,"89,358,910"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,4,私立保育園入園児童保護者（滞納繰越分）,"534,360"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,5,管外委託保育園入園児童保護者（現年度分）,"371,000"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,6,管外委託保育園入園児童保護者（滞納繰越分）,0
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,7,管外受託児分,"5,698,820"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,8,一時保育料（現年度分）,"88,000"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,9,一時保育料（滞納繰越分）,0
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,10,延長保育料（現年度分）,"918,650"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,11,延長保育料（滞納繰越分）,"27,500"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,12,ショートステイ事業費,"150,500"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,14,管外受託児分（滞納繰越分）,"1,775,250"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,6,母子福祉費負担金,1,母子生活支援施設等入所措置者,"84,000"
2020,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,6,母子福祉費負担金,2,ひとり親家庭ホームヘルプサービス事業費,"19,900"
2020,1,一般会計,13,分担金及び負担金,1,負担金,2,衛生費負担金,1,保健衛生費負担金,1,養育医療費,"738,850"
2020,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,2,野塩市民センター使用料,1,会議室等,"1,106,690"
2020,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,3,松山市民センター使用料,1,会議室等,"552,220"
2020,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,6,行政財産使用料,1,市役所等,"985,840"
2020,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,9,男女共同参画センター使用料,1,会議室等,"140,790"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,1,高齢者住宅使用料,1,高齢者民間アパート使用料,"5,621,800"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,1,高齢者住宅使用料,2,高齢者民間アパート使用料（滞納繰越分）,"257,800"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,2,学童育成使用料,1,育成料（現年度分）,"31,006,840"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,2,学童育成使用料,2,育成料（滞納繰越分）,"77,000"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,3,児童センター使用料,1,ホール等,"508,900"
2020,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,4,緊急通報システム利用者負担金,1,利用者負担金,"50,205"
2020,1,一般会計,14,使用料及び手数料,1,使用料,3,衛生使用料,1,健康センター使用料,1,健康増進室等,"1,455,000"
2020,1,一般会計,14,使用料及び手数料,1,使用料,4,農林業使用料,1,市民農園使用料,1,市民農園,"2,971,500"
2020,1,一般会計,14,使用料及び手数料,1,使用料,5,商工使用料,1,消費生活センター使用料,1,消費生活センター,"331,790"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,1,道路橋梁等使用料,1,道路占用料等,"54,379,893"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,3,公園使用料,1,公園使用料,"387,275"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,1,市営住宅,"37,116,500"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,2,駐車場,"1,355,000"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,3,市営住宅（滞納繰越分）,"118,300"
2020,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,4,駐車場（滞納繰越分）,"5,000"
2020,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,2,行政財産使用料,1,学校施設等,"108,828"
2020,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,2,行政財産使用料,2,コミュニティプラザ駐車場,"1,202,460"
2020,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,3,博物館使用料,1,ギャラリー等,"203,520"
2020,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,5,生涯学習施設使用料,1,生涯学習センター,"3,266,280"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,1,印鑑証明,"5,980,500"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,2,印鑑登録証交付,"430,050"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,3,戸籍関係証明,"5,774,950"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,4,住民基本台帳関係証明,"12,376,800"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,5,住民票閲覧,"396,600"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,6,諸証明,"574,600"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,7,自動車臨時運行取扱,"324,000"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,8,税関係証明,"6,042,000"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,11,通知カード再発行,"26,000"
2020,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,12,個人番号カード再発行,"86,400"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,2,犬・猫等死体処理,"40,000"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,3,一般廃棄物処理業許可申請,"120,000"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,4,粗大ごみ処理,"18,896,300"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,5,し尿処理,"2,507,200"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,6,ごみ処理等,"208,314,507"
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,2,公害対策手数料,1,工場認可申請,0
2020,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,3,畜犬登録手数料,1,畜犬登録,"1,939,690"
2020,1,一般会計,14,使用料及び手数料,2,手数料,3,土木手数料,1,土木手数料,1,屋外広告物申請,"453,050"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,1,中国残留邦人等生活支援給付費（３／４）,"16,541,852"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,2,自立相談支援事業（３／４）,"13,780,800"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,3,住居確保給付金事業（３／４）,"25,780,500"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,4,配偶者支援給付金事業（１０／１０）,"1,042,248"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,障害者福祉費負担金,1,自立支援給付費（１／２）,"1,012,380,000"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,障害者福祉費負担金,2,特別障害者手当等（３／４）,"31,488,221"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,6,児童措置費負担金,1,児童手当等,"724,653,665"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,6,児童措置費負担金,6,児童扶養手当給付費（１／３）,"91,620,750"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,7,母子福祉費負担金,1,母子生活支援施設等（１／２）,"3,250,945"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,7,母子福祉費負担金,2,入院助産費（１／２）,"1,156,086"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,9,生活保護費負担金,1,生活保護費（３／４）,"2,831,303,999"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,9,生活保護費負担金,2,被保護者就労支援事業（３／４）,"8,959,500"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,9,生活保護費負担金,3,被保護者健康管理支援事業（３／４）,"3,353,587"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,10,国民健康保険基盤安定負担金,1,保険基盤安定（１／２）,"53,207,792"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,12,低所得者保険料軽減負担金,1,低所得者保険料軽減負担金（１／２）,"46,747,750"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,13,児童福祉費負担金,1,子どものための教育・保育給付交付金（１／２）,"807,320,241"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,13,児童福祉費負担金,2,子育てのための施設等利用給付交付金（１／２）,"154,014,000"
2020,1,一般会計,15,国庫支出金,1,国庫負担金,2,衛生費国庫負担金,1,保健衛生費負担金,1,養育医療費（１／２）,"1,501,650"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,1,社会保障・税番号制度,"7,997,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,3,通知カード・個人番号カード関連経費（１０／１０）,"36,121,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,4,地方創生推進交付金（１／２）,"1,595,150"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,5,社会保障・税番号制度システム整備費補助金（１０／１０）,"8,437,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,7,マイナポイント事業費補助金（１０／１０）,"5,607,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,8,特別定額給付金給付事業（１０／１０）,"7,517,363,287"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,9,新型コロナウイルス感染症対応地方創生臨時交付金,"823,737,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,1,老人福祉費補助金,1,高齢者住宅借上事業費（１／２）,"1,253,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,1,老人福祉費補助金,4,法改正に伴うシステム改修補助（１／２）,"3,407,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,2,社会福祉費補助金,4,地域における生活支援等のための基盤づくり事業（１／２）,"3,000,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,3,障害者福祉費補助金,9,地域生活支援事業費（１／２）,"27,077,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,5,生活保護費補助金,1,生活困窮者就労準備支援等事業費（３／４・１０／１０）,"49,224,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,9,子ども・子育て支援交付金,"128,662,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,11,保育対策総合支援事業費（１／２・２／３・１０／１０）,"42,035,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,12,子ども・子育て支援体制整備総合推進事業（１／２）,"990,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,17,子育て世帯への臨時特別給付金給付事業（１０／１０）,"91,308,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,18,子育て世帯への臨時特別給付金事務費（１０／１０）,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,19,新型コロナウイルス感染症緊急包括支援交付金（１０／１０）,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,20,私立幼稚園新型コロナウイルス感染症対策事業費（１０／１０）,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,21,子ども・子育て支援事業補助金,"404,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,母子福祉費補助金,1,児童虐待・ＤＶ防止対策等支援事業費（１／２）,"21,683,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,母子福祉費補助金,2,母子家庭等対策総合支援事業費（３／４）,"9,285,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,母子福祉費補助金,3,ひとり親世帯臨時特別給付金給付事業（１０／１０）,"113,004,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,4,感染症予防等事業費（１／２）,"4,740,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,6,母子保健衛生費国庫補助金（１／２）,"3,342,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,8,新型コロナウイルスワクチン接種体制確保事業費（１０／１０）,"23,000,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,9,新型コロナウイルスワクチン接種事業費（１０／１０）,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,4,土木費国庫補助金,2,都市計画費補助金,2,社会資本整備総合交付金（１／３・１／２・５．５／１０）,"239,999,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,2,理科教育等設備費（１／２）,"615,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,5,修学旅行費,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,8,特別支援学級就学奨励費（１／２）,"233,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,20,清瀬小学校トイレ改修事業（１／３）,"5,424,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,2,理科教育等設備費（１／２）,"760,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,4,修学旅行費,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,7,特別支援学級就学奨励費（１／２）,"280,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,17,中学校体育館空調設備整備事業（１／３）,0
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,1,学校保健特別対策事業費,"6,117,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,2,学校臨時休業対策費補助金（３／４）,"1,089,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,4,公立学校情報機器整備費,"142,396,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,5,公立学校情報通信ネットワーク環境施設整備費（１／２）,"51,610,000"
2020,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,7,小中学校費補助金,2,教育支援体制整備事業費補助金,"798,000"
2020,1,一般会計,15,国庫支出金,3,委託金,1,総務費委託金,2,戸籍住民基本台帳費委託金,2,自衛官募集事務費,"22,000"
2020,1,一般会計,15,国庫支出金,3,委託金,1,総務費委託金,2,戸籍住民基本台帳費委託金,3,中長期在留者住居地届出等事務費,"470,000"
2020,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,1,国民年金費委託金,1,国民年金事務費,"21,482,398"
2020,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,1,国民年金費委託金,2,年金生活者支援給付金事務費,"440,295"
2020,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,2,児童措置費委託金,1,特別児童扶養手当事務費,"173,793"
2020,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,3,社会福祉費委託金,1,生活支援相談事務費,"3,502,664"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,1,民生委員推薦会,0
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,2,民生・児童委員活動費（１０／１０）,"5,139,600"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,3,民生委員協議会（１０／１０）,"691,200"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,4,民生委員協議会特別強化費（１０／１０）,"33,600"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,5,戦傷病者特別援護法事務費,0
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,6,行旅病人・死亡人等取扱費（１０／１０）,0
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,7,民生・児童委員会長協議会費（１０／１０）,"14,400"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,9,特別弔慰金受付事務費交付金,"58,383"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,2,老人福祉費負担金,2,介護保険サービス利用者負担軽減措置対策費（３／４）,"965,000"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,1,心身障害者福祉手当（１０／１０）,"147,653,000"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,2,重度心身障害者手当事務費,"364,650"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,3,心身障害者扶養年金事務費,"305,634"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,4,自立支援給付費（１／４）,"506,070,318"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,6,身体障害者等無料乗車券発行事務費,"24,100"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,1,児童手当等,"161,665,665"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,5,児童育成手当（１０／１０）,"188,338,500"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,6,児童育成手当（障害）（１０／１０）,"11,687,000"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,7,母子福祉費負担金,1,母子生活支援施設等（１／４）,"1,625,472"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,7,母子福祉費負担金,2,入院助産費（１／４）,"578,042"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,9,生活保護費負担金,1,生活保護費（１／４）,"82,479,000"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,10,国民健康保険基盤安定負担金,2,保険基盤安定（１／４・３／４）,"154,514,446"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,11,後期高齢者医療保険基盤安定負担金,1,保険基盤安定負担金（３／４）,"132,843,457"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,13,低所得者保険料軽減負担金,1,低所得者保険料軽減負担金（１／４）,"23,373,875"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,14,児童福祉費負担金,1,子どものための教育・保育給付費（１／４・１／２）,"346,846,320"
2020,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,14,児童福祉費負担金,2,子育てのための施設等利用費（１／４）,"77,007,000"
2020,1,一般会計,16,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,1,養育医療費（１／４）,"750,825"
2020,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,1,市町村総合交付金,"1,740,982,000"
2020,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,2,人権の花事業（１０／１０）,"54,780"
2020,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,6,区市町村庁舎の非常用電源設置等補助金（１／２）,"24,189,000"
2020,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,8,市町村新型コロナウイルス感染症緊急対策特別交付金,"185,612,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,1,地域福祉推進事業費（１／２）,"2,500,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,4,地域福祉推進区市町村包括補助事業費,"45,065,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,8,ユニバーサルデザインのまちづくり緊急推進事業費（２／３）,"5,106,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,9,介護予防・フレイル予防推進員配置事業（１０／１０）,"1,030,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,10,新型コロナウイルス感染症緊急包括支援事業費（１０／１０）,"327,000"
2020,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,1,シルバー人材センター運営費（１／２）,"10,297,000"
