全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132021,132021GMLT001332,立川市,全域,アコーディオン（楽器）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001333,立川市,全域,アコーディオンカーテン（90cm×180cm以内）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001334,立川市,全域,足拭きマット（天然・化学繊維）,,,燃やせるごみ,,,
132021,132021GMLT001335,立川市,全域,足踏みミシン,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT000524,立川市,全域,足温器（指定収集袋に入れ、口が結べるもの）,,,燃やせないごみ,,,
132021,132021GMLT000525,立川市,全域,足温器（指定収集袋に入らないもの）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001336,立川市,全域,アタッシュケース,,,燃やせないごみ,,,
132021,132021GMLT001337,立川市,全域,アダプター（電気充電器）,,,燃やせないごみ,,又は使用済小型家電回収ボックスへ,
132021,132021GMLT001338,立川市,全域,圧着ハガキ,,,燃やせるごみ,,,
132021,132021GMLT001339,立川市,全域,厚紙,,,雑誌・本・雑がみ,,,
132021,132021GMLT001340,立川市,全域,圧力鍋,,,燃やせないごみ,,,
132021,132021GMLT001341,立川市,全域,油（食用）,,,燃やせるごみ,,凝固剤使用又は紙・布類に染み込ませる,
132021,132021GMLT001343,立川市,全域,油こし容器,,,燃やせないごみ,,,
132021,132021GMLT001344,立川市,全域,油とり紙,,,燃やせるごみ,,,
132021,132021GMLT001345,立川市,全域,油のカン（食用）,,,缶,,,
132021,132021GMLT001346,立川市,全域,油のビン,,,びん,,,
132021,132021GMLT001349,立川市,全域,雨戸（金属製）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001350,立川市,全域,雨戸（木製）,,,粗大ごみ,,金具等は燃やせないごみへ●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001352,立川市,全域,編み機,,,粗大ごみ,,足付きは300円●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001353,立川市,全域,網戸,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001354,立川市,全域,網戸（アコーディオン型）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001355,立川市,全域,網戸の網（プラスチック製）,,,燃やせないごみ,,,
132021,132021GMLT001347,立川市,全域,雨ガッパ（ビニール製）,,,製品プラスチック,,金具等は燃やせないごみへ,
132021,132021GMLT001348,立川市,全域,雨ガッパ（ビニール以外の素材）,,,燃やせないごみ,,,
132021,132021GMLT001351,立川市,全域,雨どい（2．7m以内）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001356,立川市,全域,アメの包み袋,,,容器包装プラスチック,,,
132021,132021GMLT001357,立川市,全域,アルカリ乾電池,,,有害ごみ,,,
132021,132021GMLT001358,立川市,全域,アルバム（紙製：写真付き）,,,燃やせるごみ,,金具等は燃やせないごみへ,
132021,132021GMLT001359,立川市,全域,アルバム（プラスチック製：写真は別）,,,製品プラスチック,,金具等は燃やせないごみへ,
132021,132021GMLT001360,立川市,全域,アルミ缶,,,缶,,必ず水ですすぐ,
132021,132021GMLT001361,立川市,全域,アルミコーティングの包装紙（シップ薬の袋など）,,,燃やせるごみ,,,
132021,132021GMLT001362,立川市,全域,アルミサッシ,,,粗大ごみ,,個人で取り替えたものに限る●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001363,立川市,全域,アルミ鍋,,,燃やせないごみ,,,
132021,132021GMLT001364,立川市,全域,アルミ箔容器（うどん等）,,,燃やせないごみ,,必ず水ですすぐ,
132021,132021GMLT001365,立川市,全域,アルミホイル,,,燃やせないごみ,,,
132021,132021GMLT001366,立川市,全域,アルミホイール（車用）,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001367,立川市,全域,アルミやかん,,,燃やせないごみ,,,
132021,132021GMLT001368,立川市,全域,アルミ・鉄フェンス（120cm×100cm以内）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001369,立川市,全域,泡立器,,,燃やせないごみ,,,
132021,132021GMLT001370,立川市,全域,あんか（電気式含む）,,,燃やせないごみ,,,
132021,132021GMLT001371,立川市,全域,安全靴,,,燃やせないごみ,,,
132021,132021GMLT001372,立川市,全域,安全ピン,,,燃やせないごみ,,,
132021,132021GMLT001373,立川市,全域,アンテナ（パラボラ含む）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001728,立川市,全域,アンプ（50cm未満）,,,粗大ごみ,,指定収集袋に入り、口が結べるものは燃やせないごみ●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001729,立川市,全域,アンプ（50cm以上100cm未満）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001730,立川市,全域,アンプ（100cm以上）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001731,立川市,全域,育毛剤の容器（ガラス製）,,,びん,,水で洗う,
132021,132021GMLT001732,立川市,全域,育毛剤の容器（プラスチック製）,,,容器包装プラスチック,,水で洗う,
132021,132021GMLT001733,立川市,全域,衣桁（いこう）：和服掛け（二つ折りの家具）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001734,立川市,全域,石,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001735,立川市,全域,衣装ケース（金属・プラスチック製）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001736,立川市,全域,衣装ケース（布・紙製）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001737,立川市,全域,衣装ケース（プラスチック製：2段以上）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001738,立川市,全域,椅子（介護用風呂いす）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001739,立川市,全域,椅子（介護用風呂いす：車輪付）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001740,立川市,全域,椅子（金属・プラスチック製）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001741,立川市,全域,椅子（ピアノ・エレクトーン用）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001742,立川市,全域,椅子（木製・籐製）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001743,立川市,全域,板（金属製・プラスチック製・ガラス製）,,,燃やせないごみ,,,
132021,132021GMLT001744,立川市,全域,板（木製）（50cm×50cm以内）,,,燃やせるごみ,,指定収集袋に入る大きさに切って口を縛って出す,
132021,132021GMLT001745,立川市,全域,板（木製）（100cm×100cm以内）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001746,立川市,全域,板（木製）（100cm×200cm以内）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001747,立川市,全域,板（木製）（100cm×200cmを超えるもの）,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001748,立川市,全域,板ガラス（指定収集袋に入れ、口が結べるもの）,,,燃やせないごみ,,,
132021,132021GMLT001749,立川市,全域,板ガラス（100cm×100cm以内）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001750,立川市,全域,板ガラス（100cm×200cm以内）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001751,立川市,全域,板ガラス（100cm×200cmを超えるもの）,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001755,立川市,全域,一升ビン,,,びん,,,
132021,132021GMLT001756,立川市,全域,一斗缶（家庭用に限る）,,,粗大ごみ,,必ず水ですすぐ●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001752,立川市,全域,一面鏡・姿見（縦横の長さを足して200cmを超えるもの）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001753,立川市,全域,一輪車（作業用台車）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001754,立川市,全域,一輪車（遊具）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001757,立川市,全域,糸,,,燃やせるごみ,,,
132021,132021GMLT001758,立川市,全域,糸ようじ（ピック型）,,,燃やせないごみ,,,
132021,132021GMLT001759,立川市,全域,犬小屋（プラスチック製・金属製）,,,粗大ごみ,,●粗大ごみ2～5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001760,立川市,全域,犬小屋（木製）,,,粗大ごみ,,●粗大ごみ2～5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001761,立川市,全域,鋳物（いもの）類,,,燃やせないごみ,,,
132021,132021GMLT001762,立川市,全域,医薬品（処方薬・市販薬：容器を除く）,,,燃やせるごみ,,劇・毒性のものは医師・薬剤師に相談,
132021,132021GMLT001763,立川市,全域,イヤホン,,,燃やせないごみ,,,
132021,132021GMLT001764,立川市,全域,医療廃棄物,,,処理困難物【市での収集は不可】,,医療機関に返還,
132021,132021GMLT001765,立川市,全域,衣類（古着）,,,古布,,洗濯して乾かす,
132021,132021GMLT001766,立川市,全域,衣類乾燥機,,,家電リサイクル法対象品【市での収集は不可】,,家電リサイクル法対象品,
132021,132021GMLT001767,立川市,全域,衣類乾燥機用ラック（ランドリーラック）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001768,立川市,全域,入れ歯,,,燃やせないごみ,,入れ歯のリサイクル：社会福祉協議会 042ー529ー8300,
132021,132021GMLT001769,立川市,全域,色鉛筆,,,燃やせるごみ,,,
132021,132021GMLT001770,立川市,全域,色つきトレー（プラスチック・発泡スチロール製）,,,容器包装プラスチック,,水で洗う,
132021,132021GMLT001771,立川市,全域,印鑑（象牙・木製）,,,燃やせるごみ,,,
132021,132021GMLT001772,立川市,全域,印鑑（プラスチック製）,,,製品プラスチック,,水で洗う,
132021,132021GMLT001773,立川市,全域,インクカートリッジ（ワープロ用・パソコン用）,,,燃やせないごみ,,,
132021,132021GMLT001774,立川市,全域,インクジェット紙（写真プリント紙以外）,,,雑誌・本・雑がみ,,,
132021,132021GMLT001775,立川市,全域,インクリボン（ワープロ等：本体）,,,燃やせないごみ,,,
132021,132021GMLT001776,立川市,全域,インスタント麺の小袋類,,,容器包装プラスチック,,必ず水ですすぐ,
132021,132021GMLT001777,立川市,全域,インターホン,,,燃やせないごみ,,,
132021,132021GMLT001778,立川市,全域,飲料容器（紙パック：内側がアルミコートされたもの）,,,雑誌・本・雑がみ,,,
132021,132021GMLT001779,立川市,全域,飲料容器（ペットボトル）,,,ペットボトル,,キャップ・ラベルは容器包装プラスチックへ,
132021,132021GMLT001780,立川市,全域,飲料容器（ペットボトル等のキャップ・ラベル）,,,容器包装プラスチック,,キャップは汚れていれば水で洗う,
132021,132021GMLT001781,立川市,全域,イーゼル（画材台）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001782,立川市,全域,ウィンドファン（送風機）,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001783,立川市,全域,ウイスキーのビン,,,びん,,,
132021,132021GMLT001784,立川市,全域,ウインドサーフィンの帆（270cmまでに切断）,,,粗大ごみ,,総合リサイクルセンターへの持込みはそのままでも可●粗大ごみ5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,500
132021,132021GMLT001785,立川市,全域,ウインドサーフィンのボード（270cmまでに切断）,,,粗大ごみ,,総合リサイクルセンターへの持込みはそのままでも可●粗大ごみ5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,500
132021,132021GMLT001786,立川市,全域,ウインドブレーカー,,,古布,,,
132021,132021GMLT001787,立川市,全域,ウェットスーツ,,,燃やせないごみ,,,
132021,132021GMLT001788,立川市,全域,ウェットティッシュ,,,燃やせるごみ,,,
132021,132021GMLT001789,立川市,全域,植木支柱（被覆金属：切断して指定収集袋に入るもの）,,,燃やせないごみ,,,
132021,132021GMLT001790,立川市,全域,植木支柱（被覆金属：5本単位）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001791,立川市,全域,植木台（幅100cm未満）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001792,立川市,全域,植木台（幅100cm以上）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001793,立川市,全域,植木ばさみ,,,燃やせないごみ,,,
132021,132021GMLT001794,立川市,全域,植木鉢（せともの：指定収集袋に入れ、口が結べるもの）,,,燃やせないごみ,,,
132021,132021GMLT001795,立川市,全域,植木鉢（せともの：指定収集袋に入らないもの）,,,粗大ごみ,,●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001796,立川市,全域,植木鉢（プラ製：45Lの袋に入れ、口が結べるもの）,,,製品プラスチック,,水で洗う,
132021,132021GMLT001797,立川市,全域,植木鉢（プラ製：45Lの袋に入らないもの）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001798,立川市,全域,植木ポット・苗ポット（プラスチック製）,,,容器包装プラスチック,,水ですすぐ,
132021,132021GMLT001799,立川市,全域,ウォシュレット（温水洗浄便座）,,,粗大ごみ,,必ず透明又は半透明の袋に入れる●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001800,立川市,全域,ウォータータンク,,,燃やせないごみ,,,
132021,132021GMLT001801,立川市,全域,ウォーターベッド,,,粗大ごみ,,●粗大ごみ5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,500
132021,132021GMLT001802,立川市,全域,浮き輪,,,製品プラスチック,,金具等は燃やせないごみへ,
132021,132021GMLT001803,立川市,全域,臼（石・木製）,,,粗大ごみ,,●粗大ごみ5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,500
132021,132021GMLT001804,立川市,全域,うちわ,,,燃やせるごみ,,,
132021,132021GMLT001805,立川市,全域,ウッドカーペット：4．5畳まで,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001806,立川市,全域,ウッドカーペット：5?6畳まで,,,粗大ごみ,,●粗大ごみ3ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,300
132021,132021GMLT001807,立川市,全域,ウッドカーペット：7?8畳まで,,,粗大ごみ,,●粗大ごみ5ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,500
132021,132021GMLT001808,立川市,全域,ウッドカーペット：9畳以上,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001809,立川市,全域,ウッドタイルカーペット：30cm×30cm以下（5枚単位）,,,粗大ごみ,,個人で取り替えたものに限る●粗大ごみ1ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001810,立川市,全域,ウッドタイルカーペット：30cm×30cm超（5枚単位）,,,粗大ごみ,,個人で取り替えたものに限る●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001811,立川市,全域,ウッドデッキ,,,処理困難物【市での収集は不可】,,販売店又は専門業者に依頼,
132021,132021GMLT001812,立川市,全域,腕時計,,,燃やせないごみ,,,
