"業務内容","施設・事業","対象・費用","定員・利用期間","申込方法等"
"一時預かり","神明保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】1日1人3000円　5時間以内1人1500円（給食・おやつ含む）※生活保護・住民税非課税世帯・多胎児（双子・三つ子等）世帯の利用料免除制度あり※本事業は幼児教育・保育の無償化の対象","【利用期間】月8回以内（日曜、祝日、年末年始を除く）7時15分～18時15分","要事前登録　直接各保育園へお問い合わせ　神明保育園 03-6809-1099（一時保育専用）"
"一時預かり","たかはま保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】1日1人3000円　5時間以内1人1500円（給食・おやつ含む）※生活保護・住民税非課税世帯・多胎児（双子・三つ子等）世帯の利用料免除制度あり※本事業は幼児教育・保育の無償化の対象","【利用期間】月8回以内（日曜、祝日、年末年始を除く）7時15分～18時15分","要事前登録　直接各保育園へお問い合わせ　たかはま保育園 03-5781-0255"
"一時預かり","元麻布保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】1日1人3000円　5時間以内1人1500円（給食・おやつ含む）※生活保護・住民税非課税世帯・多胎児（双子・三つ子等）世帯の利用料免除制度あり※本事業は幼児教育・保育の無償化の対象","【利用期間】月8回以内（日曜、祝日、年末年始を除く）7時15分～18時15分","要事前登録　直接各保育園へお問い合わせ　元麻布保育園 03-5422-7338"
"一時預かり","神応保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】1日1人3000円　5時間以内1人1500円（給食・おやつ含む）※生活保護・住民税非課税世帯・多胎児（双子・三つ子等）世帯の利用料免除制度あり※本事業は幼児教育・保育の無償化の対象","【利用期間】月8回以内（日曜、祝日、年末年始を除く）7時15分～18時15分","要事前登録　直接各保育園へお問い合わせ　神応保育園 03-5422-6363"
"一時預かり","愛星保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】別途お問い合わせ※本事業は幼児教育・保育の無償化の対象","【利用期間】原則月8回以内（日曜、祝日、年末年始除く）生後4カ月～満1歳未満：9時～17時　満1歳～未就学児：7時～20時15分※土曜は18時まで","直接保育園へ　利用月前月の1日～7日（8日以降は要相談）愛星保育園 03-3441-5410"
"一時預かり","ベネッセ港南保育園","【対象】区内在住で認可保育園等に入園していない生後4か月～未就学児【費用】別途お問い合わせ※本事業は幼児教育・保育の無償化の対象","【利用期間】一時保育は月8回以内　緊急一時保育は1か月以内（日曜、祝日、年末年始を除く）生後4か月～満1歳未満：8時～18時　満1歳～未就学児：7時～18時※緊急一時保育は22時まで","直接保育園へ　利用月前月の5日～利用日の10日前（緊急一時保育は利用日の前日の午後4時まで）ベネッセ港南保育園 03-5783-5874（一時保育専用）"
"一時預かり（小規模保育事業所）","ふらわぁきっず保育園三田","【対象】区内在住で認可保育園等に入園していない生後6か月～2歳児クラスに相当する児童【費用】6時間以上1人3000円　4時間以上6時間未満1人2250円　4時間未満1人1500円　2時間未満1人700円（慣らし保育のみ）（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）8時30分～17時30分","直接保育園へ　初回のみ：登録面談が必要。利用希望日の20日前までに面談日を予約。　２回目以降：利用希望日の原則10日前までに予約。ふらわぁきっず保育園三田 03-6809-5303"
"一時預かり（小規模保育事業所）","にじのそら保育園芝浦","【対象】区内在住で認可保育園等に入園していない生後4か月～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円 （給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）8時15分～18時15分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の14日前までに面談日を予約。　２回目以降：利用希望前日までに予約。にじのそら保育園芝浦 03-6722-0425"
"一時預かり（小規模保育事業所）","こころナーサリー新橋","【対象】区内在住で認可保育園等に入園していない生後57日～2歳児クラスに相当する児童【費用】4時間以上1人2800円　4時間未満1人1300円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）7時30分～18時15分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の10日前までに面談日を予約。　2回目以降：利用希望日3日前までに予約。こころナーサリー新橋 03-6435-8377"
"一時預かり（小規模保育事業所）","ふらわぁきっず保育園新橋","【対象】区内在住で認可保育園等に入園していない生後6か月～2歳児クラスに相当する児童【費用】6時間以上1人3000円　4時間以上6時間未満1人2250円　4時間未満1人1500円　2時間未満1人700円（慣らし保育のみ）（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）8時30分～17時30分","直接保育園へ　初回のみ：登録面談が必要。利用希望日の20日前までに面談日を予約。　２回目以降：利用希望日の原則10日前までに予約。ふらわぁきっず保育園新橋 03-6550-8800"
"一時預かり（小規模保育事業所）","ちゃいるど・はっぴっぴ！！白金保育園","【対象】区内在住で認可保育園等に入園していない生後57日～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時00分～17時00分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の7日前までに面談日を予約。　2回目以降：利用希望日3日前までに予約。ちゃいるど・はっぴっぴ！！白金保育園 080-5875-9716"
"一時預かり（小規模保育事業所）","sakura保育園","【対象】区内在住で認可保育園等に入園していない生後3ヶ月～2歳児クラスに相当する児童【費用】6時間以上8時間以内1人3000円　4時間以上6時間未満1人2200円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時30分～17時30分","直接保育園へ　初回のみ：事前面談が必要。利用月前月の1日～7日（8日以降は要相談）に予約。　2回目以降：利用月前月の1日～7日（8日以降は要相談）に予約。sakura保育園 03-6426-5097"
"一時預かり（小規模保育事業所）","港南あおぞら保育園","【対象】区内在住で認可保育園等に入園していない生後57日～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時00分～17時00分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の4日前までに面談日を予約。　2回目以降：利用希望日2日前までに予約。港南あおぞら保育園 03-6712-1988"
"一時預かり（小規模保育事業所）","デイジー保育園麻布十番","【対象】区内在住で認可保育園等に入園していない生後3か月～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時00分～17時00分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の14日前までに面談日を予約。　2回目以降：利用希望日の14日前までに予約。デイジー保育園麻布十番 03-6809-6353"
"一時預かり（小規模保育事業所）","デイジー保育園麻布十番フォレスト","【対象】区内在住で認可保育園等に入園していない生後3か月～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時00分～17時00分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の14日前までに面談日を予約。　2回目以降：利用希望日の14日前までに予約。デイジー保育園麻布十番フォレスト 03-5439-9241"
"一時預かり（小規模保育事業所）","ここいく保育園西麻布","【対象】区内在住で認可保育園等に入園していない生後3か月～2歳児クラスに相当する児童【費用】4時間以上1人3000円　4時間未満1人1500円（給食・おやつ含む）多胎児（双子・三つ子等）世帯の利用料免除制度あり","【定員】保育定員の空きがある場合利用可【利用可能時間】事業所の開所日（月曜日から金曜日を基本）9時00分～17時00分","直接保育園へ　初回のみ：事前面談が必要。利用希望日の20日前までに面談日を予約。　2回目以降：利用希望日の14日前までに予約。ここいく保育園西麻布 03-6419-7333"
"みなと保育サポート事業","みなと保育サポート白金","【対象】生後4か月～未就学児（区内在住者）／パートタイム勤務や短時間勤務等の要件【費用】4時間未満1100円　4時間～6時間未満1650円　6時間～8時間以内2200円 ※生活保護世帯・非課税世帯は定期利用保育及びスポット利用保育の利用料が免除※第2子以降で定期利用保育を利用している場合利用料が免除※本事業は幼児教育・保育の無償化の対象","【定員】27人程度【利用期間】月曜～土曜（祝日、1月1日～3日を除く）7時15分～18時15分（1日8時間まで利用可能）【利用形態】・定期利用（週1回以上）・スポット利用（不定期）","みなと保育サポート白金 03-5423-4909"
"みなと保育サポート事業","みなと保育サポート港南四丁目","【対象】生後4か月～未就学児（区内在住者）／パートタイム勤務や短時間勤務等の要件【費用】4時間未満1100円　4時間～6時間未満1650円　6時間～8時間以内2200円 ※生活保護世帯・非課税世帯は定期利用保育及びスポット利用保育の利用料が免除※第2子以降で定期利用保育を利用している場合利用料が免除※本事業は幼児教育・保育の無償化の対象","【定員】20人程度【利用期間】月曜～土曜（祝日、1月1日～3日を除く）7時15分～18時15分（1日8時間まで利用可能）【利用形態】・定期利用（週1回以上）・スポット利用（不定期）","みなと保育サポート港南四丁目 03-5796-8861"
"みなと保育サポート事業","みなと保育サポート東麻布","【対象】生後4か月～未就学児（区内在住者）／パートタイム勤務や短時間勤務等の要件【費用】4時間未満1100円　4時間～6時間未満1650円　6時間～8時間以内2200円 ※生活保護世帯・非課税世帯は定期利用保育及びスポット利用保育の利用料が免除※第2子以降で定期利用保育を利用している場合利用料が免除※本事業は幼児教育・保育の無償化の対象","【定員】20人程度【利用期間】月曜～土曜（祝日、1月1日～3日を除く）7時15分～18時15分（1日8時間まで利用可能）【利用形態】・定期利用（週1回以上）・スポット利用（不定期）","みなと保育サポート東麻布 03-5544-8461"
"みなと保育サポート事業","みなと保育サポート赤坂","【対象】生後4か月～未就学児（区内在住者）／パートタイム勤務や短時間勤務等の要件【費用】4時間未満1100円　4時間～6時間未満1650円　6時間～8時間以内2200円 ※生活保護世帯・非課税世帯は定期利用保育及びスポット利用保育の利用料が免除※第2子以降で定期利用保育を利用している場合利用料が免除※本事業は幼児教育・保育の無償化の対象","【定員】20人程度【利用期間】月曜～土曜（祝日、1月1日～3日を除く）7時15分～18時15分（1日8時間まで利用可能）【利用形態】・定期利用（週1回以上）・スポット利用（不定期）","みなと保育サポート赤坂 03-3475-3902"
"みなと保育サポート事業","みなと保育サポート白金台","【対象】生後4か月～未就学児（区内在住者）／パートタイム勤務や短時間勤務等の要件【費用】4時間未満1100円　4時間～6時間未満1650円　6時間～8時間以内2200円 ※生活保護世帯・非課税世帯は定期利用保育及びスポット利用保育の利用料が免除※第2子以降で定期利用保育を利用している場合利用料が免除※本事業は幼児教育・保育の無償化の対象","【定員】20人程度【利用期間】月曜～土曜（祝日、1月1日～3日を除く）7時15分～18時15分（1日8時間まで利用可能）【利用形態】・定期利用（週1回以上）・スポット利用（不定期）","みなと保育サポート白金台 03-6450-4298"
"ショートステイ","慶福育児会麻布乳児院","【対象】区内在住の4歳未満の乳幼児【費用】3000円／日（1泊2日6000円）住民税非課税世帯は1500円。生活保護世帯は免除。","【定員】1日3人まで【利用期間】7日以内","港区立子ども家庭支援センター 03-5962-7201"
"ショートステイ","東京都済生会中央病院附属乳児院","【対象】区内在住の1歳未満の乳幼児【費用】3000円／日（1泊2日6000円）住民税非課税世帯は1500円。生活保護世帯は免除。","【定員】1日2人まで【利用期間】7日以内","港区立子ども家庭支援センター 03-5962-7201"
"ショートステイ","みなと子育て応援プラザPokke","【対象】区内在住の生後10か月～中学3年生【費用】3000円／日（1泊2日6000円）食事代500円、おやつ代100円　住民税非課税世帯は1500円。生活保護世帯は免除。【送迎】交通費実費※送迎は区内の学校・保育施設に限る。詳細は事前に施設へお問い合わせ。","【定員】１日10人まで【利用期間】7日以内","みなと子育て応援プラザPokke 03-6435-0411　事前に会員登録が必要"
"トワイライトステイ","みなと子育て応援プラザPokkeトワイライトステイ","保護者が残業などで夜間に育児ができないときに、夕食を提供しお子さんをお預かり【対象】区内在住の生後6か月から中学3年生【費用】2000円（月曜～土曜）　2500円（日曜・祝日）※夕食代1食500円","【定員】10人【休業日】臨時休業日、年末年始【実施時間】17時～22時","みなと子育て応援プラザPokke 03-6435-0411"
"派遣型一時保育事業","派遣型一時保育事業","派遣の理由を問わず、子育て支援員が出向き、一時的な保育を行います。【対象】区内在住で、生後7日以降の乳幼児から原則として小学6年生までのお子さんを持つ保護者。【費用】900円～1600円／1時間（病後児、新生児は＋100円）宿泊を伴う場合は、21時から翌朝7時までの間の1泊当たり5000円（病後児、新生児は＋5000円）※多胎児（双子・三つ子等）世帯の利用料免除制度あり※本事業は幼児教育・保育の無償化の対象","【利用方法】利用者、保育者ともに登録による会員制。あい・ぽーとで行われる利用会員登録説明会に参加をお願いします。登録申し込みの後、保育を必要とする家庭の状況やお子さんの様子を伺い、保育者（支援会員）を紹介します。【支援会員】子育て・家族支援者が支援会員となり、保育者となります。","子育てひろば「あい・ぽーと」03-5786-3250"
"育児サポート子むすび","育児サポート「子むすび」（ファミリー・サポート・センター事業）","【対象】0歳～小学6年生【サポート料】1時間800円（きょうだいの場合は、2人目から半額の400円加算）その他、協力会員の交通費や、子どもの食事・おやつ代等は利用会員の負担※本事業は幼児教育・保育の無償化の対象","【定員】【活動日時】月曜～日曜（年末年始、祝日含む）※1回の活動時間は原則2時間以内【活動場所】利用会員または協力会員の自宅（近隣の児童館・公園等も可能）【活動内容】保育施設等への送迎や時間外の保育保護者の通院等外出時の保育など","利用会員・協力会員ともに、事前に会員登録が必要（無料）。業務時間：8時30分～17時15分（土曜・日曜、祝日、年末年始は休み）港区社会福祉協議会 03-6230-0284"

"一時預かり一覧","Ver202305",,,
