区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,6.8,5.8,1,,7,6,1,,6.6,5.7,0.9,
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.7,5.1,-0.4,,4.7,4.8,-0.1,,4.7,5.5,-0.8,
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.9,3,0.9,,3,2.7,0.3,,5.3,3.4,1.9,
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.8,3,-0.2,,2.5,2,0.5,,3.3,4.5,-1.2,
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.9,3.5,-0.6,,3.4,3.6,-0.2,,2,3.3,-1.3,
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.4,2.3,1.1,,4,3.1,0.9,,1.9,0.9,1,
〔労働力人口比率(%)〕／総数,63.1,63.5,-0.4,,76.2,76.8,-0.6,,50.3,50.4,-0.1,
,,,,,,,,,,,,
東京の労働力統計データ（平成20年４～６月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成20年４～６月期平均,,,,,,,,,,,,
注1)15歳以上人口及び就業者数には、不詳を含む。,,,,,,,,,,,,
注2)非農林業雇用者の従業者規模別内訳の総数には、官公・従業者規模不詳を含むため、規模別内訳を積み上げても、総数と一致しない。,,,,,,,,,,,,
