区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／卸売・小売業,1204,1311,-107,-8.2,641,683,-42,-6.1,563,628,-65,-10.4
〔就業者の主な産業別内訳〕／金融・保険業,286,269,17,6.3,153,145,8,5.5,132,124,8,6.5
〔就業者の主な産業別内訳〕／不動産業,180,180,0,0,116,117,-1,-0.9,64,63,1,1.6
〔就業者の主な産業別内訳〕／飲食店，宿泊業,440,500,-60,-12,210,245,-35,-14.3,230,255,-25,-9.8
〔就業者の主な産業別内訳〕／医療，福祉,580,528,52,9.8,163,150,13,8.7,417,378,39,10.3
〔就業者の主な産業別内訳〕／教育，学習支援業,323,311,12,3.9,124,143,-19,-13.3,199,169,30,17.8
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,1330,1359,-29,-2.1,750,766,-16,-2.1,580,593,-13,-2.2
〔雇用者の主な産業別内訳〕／建設業,419,405,14,3.5,356,348,8,2.3,62,57,5,8.8
〔雇用者の主な産業別内訳〕／製造業,787,751,36,4.8,585,548,37,6.8,202,204,-2,-1
〔雇用者の主な産業別内訳〕／情報通信業,526,512,14,2.7,399,358,41,11.5,126,154,-28,-18.2
〔雇用者の主な産業別内訳〕／運輸業,286,282,4,1.4,238,222,16,7.2,48,60,-12,-20
〔雇用者の主な産業別内訳〕／卸売・小売業,1092,1224,-132,-10.8,579,634,-55,-8.7,513,590,-77,-13.1
〔雇用者の主な産業別内訳〕／金融・保険業,284,267,17,6.4,153,143,10,7,131,124,7,5.6
〔雇用者の主な産業別内訳〕／不動産業,162,147,15,10.2,106,99,7,7.1,56,49,7,14.3
〔雇用者の主な産業別内訳〕／飲食店，宿泊業,361,388,-27,-7,170,193,-23,-11.9,192,196,-4,-2
〔雇用者の主な産業別内訳〕／医療，福祉,540,490,50,10.2,141,128,13,10.2,399,362,37,10.2
〔雇用者の主な産業別内訳〕／教育，学習支援業,280,279,1,0.4,118,137,-19,-13.9,162,142,20,14.1
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,1106,1133,-27,-2.4,612,631,-19,-3,495,502,-7,-1.4
〔非農林業雇用者の従業者規模別内訳〕／総数,6157,6174,-17,-0.3,3673,3632,41,1.1,2484,2542,-58,-2.3
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1897,2051,-154,-7.5,1108,1187,-79,-6.7,790,865,-75,-8.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1950,1974,-24,-1.2,1133,1125,8,0.7,818,849,-31,-3.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,1840,1680,160,9.5,1177,1065,112,10.5,663,615,48,7.8
〔完全失業率（年齢階級別）(%)〕／総数,3.9,3.4,0.5,,3.8,3.7,0.1,,4.1,3,1.1,
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,7,6.6,0.4,,7.3,4.5,2.8,,6.6,8.8,-2.2,
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5.3,4.2,1.1,,5,4.8,0.2,,5.7,3.3,2.4,
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.9,3.3,-0.4,,2.5,3.7,-1.2,,3.6,2.7,0.9,
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.7,2.3,0.4,,2.9,2.8,0.1,,2.4,1.5,0.9,
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.3,2.7,0.6,,3.3,3.2,0.1,,3.3,1.9,1.4,
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.5,2.2,1.3,,3.5,2.8,0.7,,3.3,1.3,2,
〔労働力人口比率(%)〕／総数,63.3,63.7,-0.4,,76.2,76,0.2,,50.6,51.6,-1,
,,,,,,,,,,,,
東京の労働力統計データ（平成20年７～９月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成20年７～９月期平均,,,,,,,,,,,,
注1)15歳以上人口及び就業者数には、不詳を含む。,,,,,,,,,,,,
注2)非農林業雇用者の従業者規模別内訳の総数には、官公・従業者規模不詳を含むため、規模別内訳を積み上げても、総数と一致しない。,,,,,,,,,,,,
