区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔非農林業雇用者の従業者規模別内訳〕／総数,6333,6325,8,0.1,3624,3602,22,0.6,2710,2723,-13,-0.5
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1723,1771,-48,-2.7,995,995,0,0,727,776,-49,-6.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1999,2014,-15,-0.7,1075,1127,-52,-4.6,925,887,38,4.3
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2103,2043,60,2.9,1270,1200,70,5.8,834,843,-9,-1.1
〔完全失業率（年齢階級別）(%)〕／総数,4.4,4.4,0,-,4.9,4.8,0.1,-,3.8,3.8,0,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.9,7.2,-1.3,-,7.4,10,-2.6,-,4.4,5,-0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5.1,4.5,0.6,-,6.6,4.5,2.1,-,3.2,4.3,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4,3.7,0.3,-,3.8,4.1,-0.3,-,4.2,3.1,1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,4.1,4.1,0,-,4,3.9,0.1,-,4.1,4.4,-0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,4.5,5.5,-1,-,4.7,6.4,-1.7,-,4.1,4,0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.5,2.8,0.7,-,4.1,3.6,0.5,-,2.6,1.1,1.5,-
〔労働力人口比率(%)〕／総数,63.2,63.2,0,-,74.8,74.5,0.3,-,52,52.2,-0.2,-
,,,,,,,,,,,,
東京の労働力統計データ（平成25年1～3月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成25年1～3月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
