区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／卸売業，小売業,1237,1204,33,2.7,625,629,-4,-0.6,611,576,35,6.1
〔就業者の主な産業別内訳〕／金融業，保険業,258,252,6,2.4,124,132,-8,-6.1,134,120,14,11.7
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,204,235,-31,-13.2,119,150,-31,-20.7,86,85,1,1.2
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,461,442,19,4.3,294,288,6,2.1,167,155,12,7.7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,507,527,-20,-3.8,242,242,0,0,265,286,-21,-7.3
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,253,299,-46,-15.4,108,132,-24,-18.2,145,167,-22,-13.2
〔就業者の主な産業別内訳〕／教育，学習支援業,351,293,58,19.8,178,132,46,34.8,172,161,11,6.8
〔就業者の主な産業別内訳〕／医療，福祉,707,634,73,11.5,203,181,22,12.2,504,452,52,11.5
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,521,648,-127,-19.6,304,359,-55,-15.3,217,290,-73,-25.2
〔雇用者の主な産業別内訳〕／建設業,303,366,-63,-17.2,249,297,-48,-16.2,54,69,-15,-21.7
〔雇用者の主な産業別内訳〕／製造業,691,677,14,2.1,497,494,3,0.6,193,183,10,5.5
〔雇用者の主な産業別内訳〕／情報通信業,638,595,43,7.2,456,418,38,9.1,182,177,5,2.8
〔雇用者の主な産業別内訳〕／運輸業，郵便業,342,317,25,7.9,269,253,16,6.3,72,64,8,12.5
〔雇用者の主な産業別内訳〕／卸売業，小売業,1161,1117,44,3.9,590,581,9,1.5,571,536,35,6.5
〔雇用者の主な産業別内訳〕／金融業，保険業,254,251,3,1.2,123,131,-8,-6.1,132,120,12,10
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,178,194,-16,-8.2,103,129,-26,-20.2,74,65,9,13.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,325,321,4,1.2,202,200,2,1,124,121,3,2.5
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,435,445,-10,-2.2,201,203,-2,-1,234,242,-8,-3.3
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,202,239,-37,-15.5,86,104,-18,-17.3,116,135,-19,-14.1
〔雇用者の主な産業別内訳〕／教育，学習支援業,321,263,58,22.1,171,127,44,34.6,150,136,14,10.3
〔雇用者の主な産業別内訳〕／医療，福祉,659,595,64,10.8,173,157,16,10.2,486,438,48,11
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,483,616,-133,-21.6,281,337,-56,-16.6,203,279,-76,-27.2
〔非農林業雇用者の従業者規模別内訳〕／総数,6399,6327,72,1.1,3651,3647,4,0.1,2749,2680,69,2.6
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1697,1764,-67,-3.8,930,1028,-98,-9.5,768,736,32,4.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1959,1995,-36,-1.8,1137,1104,33,3,822,891,-69,-7.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2185,2076,109,5.3,1293,1244,49,3.9,892,833,59,7.1
〔完全失業率（年齢階級別）(%)〕／総数,4.3,4.8,-0.5,-,4.4,4.9,-0.5,-,4,4.6,-0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.8,6.9,-2.1,-,6.9,6.4,0.5,-,3,7.3,-4.3,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.9,5.4,-0.5,-,5.3,6.3,-1,-,4.3,4.2,0.1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4.4,5.4,-1,-,4.5,5.5,-1,-,4.3,5.4,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.5,4,-0.5,-,2.9,3,-0.1,-,4.4,5.3,-0.9,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,4.7,4,0.7,-,4.8,4.7,0.1,-,4.2,3.1,1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3,2.9,0.1,-,3.7,3.4,0.3,-,1.9,1.6,0.3,-
〔労働力人口比率(%)〕／総数,62.9,63,-0.1,-,73.9,74.5,-0.6,-,52.3,51.9,0.4,-
,,,,,,,,,,,,
東京の労働力統計データ（平成25年7～9月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成25年7～9月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
