区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,504,498,6,1.2,206,234,-28,-12,298,264,34,12.9
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,272,280,-8,-2.9,109,122,-13,-10.7,163,158,5,3.2
〔就業者の主な産業別内訳〕／教育，学習支援業,338,348,-10,-2.9,156,157,-1,-0.6,182,192,-10,-5.2
〔就業者の主な産業別内訳〕／医療，福祉,707,632,75,11.9,225,189,36,19,482,443,39,8.8
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,592,646,-54,-8.4,363,376,-13,-3.5,229,270,-41,-15.2
〔雇用者の主な産業別内訳〕／建設業,330,364,-34,-9.3,271,296,-25,-8.4,59,68,-9,-13.2
〔雇用者の主な産業別内訳〕／製造業,737,762,-25,-3.3,523,544,-21,-3.9,214,218,-4,-1.8
〔雇用者の主な産業別内訳〕／情報通信業,613,562,51,9.1,432,410,22,5.4,180,152,28,18.4
〔雇用者の主な産業別内訳〕／運輸業，郵便業,354,307,47,15.3,282,242,40,16.5,72,65,7,10.8
〔雇用者の主な産業別内訳〕／卸売業，小売業,1150,1012,138,13.6,563,492,71,14.4,587,520,67,12.9
〔雇用者の主な産業別内訳〕／金融業，保険業,273,300,-27,-9,131,158,-27,-17.1,142,142,0,0
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,174,192,-18,-9.4,108,126,-18,-14.3,66,65,1,1.5
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,307,301,6,2,171,182,-11,-6,136,118,18,15.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,445,435,10,2.3,182,208,-26,-12.5,263,228,35,15.4
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,207,221,-14,-6.3,83,98,-15,-15.3,124,123,1,0.8
〔雇用者の主な産業別内訳〕／教育，学習支援業,306,314,-8,-2.5,147,150,-3,-2,159,165,-6,-3.6
〔雇用者の主な産業別内訳〕／医療，福祉,680,604,76,12.6,201,168,33,19.6,478,436,42,9.6
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,537,596,-59,-9.9,322,340,-18,-5.3,215,256,-41,-16
〔非農林業雇用者の従業者規模別内訳〕／総数,6502,6314,188,3,3674,3663,11,0.3,2829,2651,178,6.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1749,1655,94,5.7,977,977,0,0,772,679,93,13.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2093,1983,110,5.5,1161,1119,42,3.8,931,865,66,7.6
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2140,2156,-16,-0.7,1254,1260,-6,-0.5,886,896,-10,-1.1
〔完全失業率（年齢階級別）(%)〕／総数,3.8,4.2,-0.4,-,3.8,4,-0.2,-,3.9,4.3,-0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5,5.5,-0.5,-,6.3,4,2.3,-,3.8,6.9,-3.1,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.7,3.8,0.9,-,4.7,3.4,1.3,-,4.7,4.3,0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.8,4.6,-0.8,-,3.8,4.2,-0.4,-,3.8,5.3,-1.5,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.3,3.8,-0.5,-,2.5,3.6,-1.1,-,4.4,3.9,0.5,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.4,4.6,-1.2,-,3.7,5.3,-1.6,-,2.9,3.4,-0.5,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.9,3.2,-0.3,-,3.3,3.8,-0.5,-,2.6,2.2,0.4,-
〔労働力人口比率(%)〕／総数,63.6,62.4,1.2,-,73.8,74.2,-0.4,-,53.7,51.1,2.6,-
,,,,,,,,,,,,
東京の労働力統計データ（平成25年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成25年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
