年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／男／平成23年７～９月平均,2011,07～09,352,535,440,306,613,158,138,264,236,140,147,152,342
実数／男／平成23年10～12月平均,2011,10～12,363,510,472,282,584,134,149,287,247,142,168,187,348
実数／男／平成24年１～３月平均,2012,01～03,349,532,436,272,616,147,151,244,216,147,138,208,378
実数／男／平成24年４～６月平均,2012,04～06,397,553,399,299,602,151,164,274,221,129,152,180,329
実数／男／平成24年７～９月平均,2012,07～09,362,519,436,271,629,132,150,288,242,132,132,181,359
実数／男／平成24年10～12月平均,2012,10～12,363,564,435,273,534,161,141,264,234,122,157,189,376
実数／男／平成25年１～３月平均,2013,01～03,362,529,400,300,598,158,135,250,255,123,166,208,349
実数／男／平成25年４～６月平均,2013,04～06,400,562,454,349,546,135,151,313,234,124,163,184,307
実数／女／平成22年平均,2010,,56,219,154,83,525,134,80,146,254,147,181,416,276
実数／女／平成23年平均,2011,,75,237,174,70,587,136,85,138,255,152,191,437,283
実数／女／平成24年平均,2012,,73,208,168,66,575,129,83,148,274,148,184,451,295
実数／女／平成23年１～３月平均,2011,01～03,74,220,162,92,616,128,85,148,288,157,200,439,265
実数／女／平成23年４～６月平均,2011,04～06,75,252,170,68,596,140,89,137,232,134,191,434,309
実数／女／平成23年７～９月平均,2011,07～09,78,230,184,55,576,142,82,124,258,148,166,446,264
実数／女／平成23年10～12月平均,2011,10～12,73,248,179,65,559,134,82,142,243,169,206,429,296
実数／女／平成24年１～３月平均,2012,01～03,77,200,160,68,603,129,88,156,283,132,187,476,303
実数／女／平成24年４～６月平均,2012,04～06,66,212,167,64,569,126,77,132,260,135,195,431,318
実数／女／平成24年７～９月平均,2012,07～09,76,192,186,68,576,120,85,155,286,167,161,452,290
実数／女／平成24年10～12月平均,2012,10～12,73,230,158,66,553,142,81,152,264,158,192,443,270
実数／女／平成25年１～３月平均,2013,01～03,73,183,182,77,577,156,95,150,261,131,205,515,215
実数／女／平成25年４～６月平均,2013,04～06,67,157,186,54,602,147,88,154,268,166,232,484,238
対前年・前年同期増減数／男女計／平成22年平均,2010,,-46,-52,37,21,-33,-3,-5,9,-9,-10,8,29,-12
対前年・前年同期増減数／男女計／平成23年平均,2011,,23,15,5,-10,74,18,32,12,-9,24,11,32,44
対前年・前年同期増減数／男女計／平成24年平均,2012,,1,-20,-9,-29,-22,-6,0,8,24,-8,-11,25,29
対前年・前年同期増減数／男女計／平成23年１～３月平均,2011,01～03,-10,12,-15,-3,67,17,22,3,24,58,17,73,37
対前年・前年同期増減数／男女計／平成23年４～６月平均,2011,04～06,41,34,-40,43,129,26,55,14,-69,-16,3,21,70
対前年・前年同期増減数／男女計／平成23年７～９月平均,2011,07～09,36,11,42,-41,115,5,19,26,9,10,-9,-9,38
対前年・前年同期増減数／男女計／平成23年10～12月平均,2011,10～12,28,1,32,-40,-12,24,30,9,-1,42,32,44,29
対前年・前年同期増減数／男女計／平成24年１～３月平均,2012,01～03,-26,-29,16,-61,-3,18,10,0,18,-7,-17,34,75
対前年・前年同期増減数／男女計／平成24年４～６月平均,2012,04～06,20,-33,8,-23,-44,-27,-17,-12,36,-6,19,16,1
対前年・前年同期増減数／男女計／平成24年７～９月平均,2012,07～09,9,-52,-1,-22,15,-49,15,54,33,12,-20,36,42
対前年・前年同期増減数／男女計／平成24年10～12月平均,2012,10～12,0,35,-58,-7,-56,34,-9,-13,7,-31,-26,16,2
対前年・前年同期増減数／男女計／平成25年１～３月平均,2013,01～03,8,-19,-14,37,-43,38,-8,0,17,-27,45,39,-117
対前年・前年同期増減数／男女計／平成25年４～６月平均,2013,04～06,4,-46,75,40,-23,5,-3,61,20,26,48,57,-103
対前年・前年同期増減数／男／平成22年平均,2010,,-35,-52,30,15,-25,-13,-3,6,-4,-6,4,9,-7
対前年・前年同期増減数／男／平成23年平均,2011,,5,-4,-15,3,14,17,27,21,-10,19,2,12,36
対前年・前年同期増減数／男／平成24年平均,2012,,3,9,-3,-25,-11,1,2,-3,5,-4,-4,12,18
対前年・前年同期増減数／男／平成23年１～３月平均,2011,01～03,-25,-14,-14,11,-16,19,28,11,-14,36,-3,29,39
対前年・前年同期増減数／男／平成23年４～６月平均,2011,04～06,31,5,-60,32,61,23,47,27,-45,12,3,8,33
対前年・前年同期増減数／男／平成23年７～９月平均,2011,07～09,8,21,4,-37,25,1,20,28,2,17,2,-24,45
対前年・前年同期増減数／男／平成23年10～12月平均,2011,10～12,5,-27,10,5,-18,23,14,21,14,11,3,31,27
対前年・前年同期増減数／男／平成24年１～３月平均,2012,01～03,-29,-9,19,-37,9,16,7,-8,23,17,-5,-2,37
対前年・前年同期増減数／男／平成24年４～６月平均,2012,04～06,29,6,12,-19,-17,-13,-6,-7,7,-7,15,19,-8
対前年・前年同期増減数／男／平成24年７～９月平均,2012,07～09,10,-16,-4,-35,16,-26,12,24,6,-8,-15,29,17
対前年・前年同期増減数／男／平成24年10～12月平均,2012,10～12,0,54,-37,-9,-50,27,-8,-23,-13,-20,-11,2,28
対前年・前年同期増減数／男／平成25年１～３月平均,2013,01～03,13,-3,-36,28,-18,11,-16,6,39,-24,28,0,-29
対前年・前年同期増減数／男／平成25年４～６月平均,2013,04～06,3,9,55,50,-56,-16,-13,39,13,-5,11,4,-22
対前年・前年同期増減数／女／平成22年平均,2010,,-12,0,7,6,-9,9,-2,3,-5,-5,3,19,-5
対前年・前年同期増減数／女／平成23年平均,2011,,19,18,20,-13,62,2,5,-8,1,5,10,21,7
対前年・前年同期増減数／女／平成24年平均,2012,,-2,-29,-6,-4,-12,-7,-2,10,19,-4,-7,14,12
対前年・前年同期増減数／女／平成23年１～３月平均,2011,01～03,14,26,-3,-15,83,-1,-6,-8,38,22,20,43,-2
対前年・前年同期増減数／女／平成23年４～６月平均,2011,04～06,10,30,20,11,67,4,8,-13,-25,-28,0,13,37
対前年・前年同期増減数／女／平成23年７～９月平均,2011,07～09,28,-9,38,-3,89,3,-2,-1,7,-6,-12,15,-7
対前年・前年同期増減数／女／平成23年10～12月平均,2011,10～12,23,28,22,-44,6,0,16,-11,-16,32,29,13,2
対前年・前年同期増減数／女／平成24年１～３月平均,2012,01～03,3,-20,-2,-24,-13,1,3,8,-5,-25,-13,37,38
対前年・前年同期増減数／女／平成24年４～６月平均,2012,04～06,-9,-40,-3,-4,-27,-14,-12,-5,28,1,4,-3,9
対前年・前年同期増減数／女／平成24年７～９月平均,2012,07～09,-2,-38,2,13,0,-22,3,31,28,19,-5,6,26
対前年・前年同期増減数／女／平成24年10～12月平均,2012,10～12,0,-18,-21,1,-6,8,-1,10,21,-11,-14,14,-26
対前年・前年同期増減数／女／平成25年１～３月平均,2013,01～03,-4,-17,22,9,-26,27,7,-6,-22,-1,18,39,-88
対前年・前年同期増減数／女／平成25年４～６月平均,2013,04～06,1,-55,19,-10,33,21,11,22,8,31,37,53,-80
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成25年４～６月平均）,,,,,,,,,,,,,,,
第４表　主な産業別就業者数  ,,,,,,,,,,,,,,,
