"年月[西暦]","調査項目","設問","政策目標","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","運河沿いにおいて、にぎわいやうるおいを感じることができる","あまりそう思わない","290","44.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","運河沿いにおいて、にぎわいやうるおいを感じることができる","全くそう思わない","62","9.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","運河沿いにおいて、にぎわいやうるおいを感じることができる","無回答","29","4.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域における交流の機会が充実している","強くそう思う","38","5.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域における交流の機会が充実している","どちらかといえばそう思う","215","32.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域における交流の機会が充実している","あまりそう思わない","314","47.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域における交流の機会が充実している","全くそう思わない","72","10.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域における交流の機会が充実している","無回答","19","2.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","外国人が日本の習慣に馴染んで生活している","強くそう思う","80","12.2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","外国人が日本の習慣に馴染んで生活している","どちらかといえばそう思う","372","56.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","外国人が日本の習慣に馴染んで生活している","あまりそう思わない","160","24.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","外国人が日本の習慣に馴染んで生活している","全くそう思わない","29","4.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","外国人が日本の習慣に馴染んで生活している","無回答","17","2.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","文化芸術に触れられる機会が充実している","強くそう思う","94","14.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","文化芸術に触れられる機会が充実している","どちらかといえばそう思う","305","46.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","文化芸術に触れられる機会が充実している","あまりそう思わない","214","32.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","文化芸術に触れられる機会が充実している","全くそう思わない","28","4.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","文化芸術に触れられる機会が充実している","無回答","17","2.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","食料や日用品の店舗が充実している","強くそう思う","99","15.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","食料や日用品の店舗が充実している","どちらかといえばそう思う","234","35.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","食料や日用品の店舗が充実している","あまりそう思わない","227","34.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","食料や日用品の店舗が充実している","全くそう思わない","84","12.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","食料や日用品の店舗が充実している","無回答","14","2.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","商店街に活気がある","強くそう思う","59","9.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","商店街に活気がある","どちらかといえばそう思う","189","28.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","商店街に活気がある","あまりそう思わない","298","45.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","商店街に活気がある","全くそう思わない","96","14.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","商店街に活気がある","無回答","16","2.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子どもが放課後に遊べる場所が充実している","強くそう思う","37","5.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子どもが放課後に遊べる場所が充実している","どちらかといえばそう思う","170","25.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子どもが放課後に遊べる場所が充実している","あまりそう思わない","327","49.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子どもが放課後に遊べる場所が充実している","全くそう思わない","100","15.2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子どもが放課後に遊べる場所が充実している","無回答","24","3.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子育て家庭に対する支援が充実している","強くそう思う","64","9.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子育て家庭に対する支援が充実している","どちらかといえばそう思う","250","38.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子育て家庭に対する支援が充実している","あまりそう思わない","250","38.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子育て家庭に対する支援が充実している","全くそう思わない","45","6.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","子育て家庭に対する支援が充実している","無回答","49","7.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","学校教育が充実している","強くそう思う","68","10.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","学校教育が充実している","どちらかといえばそう思う","331","50.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","学校教育が充実している","あまりそう思わない","176","26.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","学校教育が充実している","全くそう思わない","29","4.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","学校教育が充実している","無回答","54","8.2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","スポーツをできる環境が充実している","強くそう思う","66","10.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","スポーツをできる環境が充実している","どちらかといえばそう思う","255","38.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","スポーツをできる環境が充実している","あまりそう思わない","255","38.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","スポーツをできる環境が充実している","全くそう思わない","52","7.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","スポーツをできる環境が充実している","無回答","30","4.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","健康でいきいきと暮らす高齢者が増えている","強くそう思う","84","12.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","健康でいきいきと暮らす高齢者が増えている","どちらかといえばそう思う","328","49.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","健康でいきいきと暮らす高齢者が増えている","あまりそう思わない","196","29.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","健康でいきいきと暮らす高齢者が増えている","全くそう思わない","27","4.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","健康でいきいきと暮らす高齢者が増えている","無回答","23","3.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","高齢者福祉が充実している","強くそう思う","62","9.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","高齢者福祉が充実している","どちらかといえばそう思う","276","41.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","高齢者福祉が充実している","あまりそう思わない","259","39.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","高齢者福祉が充実している","全くそう思わない","31","4.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","高齢者福祉が充実している","無回答","30","4.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","障害者福祉が充実している","強くそう思う","46","7.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","障害者福祉が充実している","どちらかといえばそう思う","241","36.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","障害者福祉が充実している","あまりそう思わない","285","43.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","障害者福祉が充実している","全くそう思わない","36","5.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","障害者福祉が充実している","無回答","50","7.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区政に関する情報が十分に提供されている","強くそう思う","37","5.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区政に関する情報が十分に提供されている","どちらかといえばそう思う","281","42.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区政に関する情報が十分に提供されている","あまりそう思わない","265","40.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区政に関する情報が十分に提供されている","全くそう思わない","50","7.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区政に関する情報が十分に提供されている","無回答","25","3.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区の政策や事業の検討に参加する機会が充実している","強くそう思う","31","4.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区の政策や事業の検討に参加する機会が充実している","どちらかといえばそう思う","204","31.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区の政策や事業の検討に参加する機会が充実している","あまりそう思わない","325","49.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区の政策や事業の検討に参加する機会が充実している","全くそう思わない","65","9.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","区の政策や事業の検討に参加する機会が充実している","無回答","33","5.0"

"第32回港区民世論調査単純集計表・区基本計画Q14","Ver202003",,,,,
