区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2272,2138,134,6.3,1193,1136,57,5,1079,1002,77,7.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2652,2642,10,0.4,1507,1523,-16,-1.1,1145,1118,27,2.4
〔完全失業率（年齢階級別）(%)〕／総数,2.3,2.9,-0.6,…,2.2,3.2,-1,…,2.4,2.5,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,2.1,2.5,-0.4,…,2.1,2.2,-0.1,…,2.1,2.8,-0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.3,3.1,0.2,…,2.6,3.5,-0.9,…,4.1,2.5,1.6,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.8,3.2,-0.4,…,3.1,3.8,-0.7,…,2.4,2.6,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.1,2.6,-0.5,…,1.8,2.8,-1,…,2.4,2.4,0,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,1.6,3,-1.4,…,1.6,3.6,-2,…,1.6,2.4,-0.8,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.1,2.6,-1.5,…,1.5,2.3,-0.8,…,0.6,2.9,-2.3,…
〔就業率（%）〕／総数,64.7,63.4,1.3,…,73.8,72.2,1.6,…,56,54.9,1.1,…
〔労働力人口比率(%)〕／総数,66.3,65.2,1.1,…,75.5,74.6,0.9,…,57.4,56.3,1.1,…
,,,,,,,,,,,,
東京の労働力統計データ（平成30年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成30年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
