区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／情報通信業,775,772,3,0.4,544,559,-15,-2.7,231,213,18,8.5
〔就業者の主な産業別内訳〕／運輸業，郵便業,413,354,59,16.7,326,267,59,22.1,87,88,-1,-1.1
〔就業者の主な産業別内訳〕／卸売業，小売業,1235,1234,1,0.1,640,601,39,6.5,594,633,-39,-6.2
〔就業者の主な産業別内訳〕／金融業，保険業,338,335,3,0.9,154,170,-16,-9.4,185,165,20,12.1
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,253,234,19,8.1,159,145,14,9.7,94,89,5,5.6
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,624,567,57,10.1,377,338,39,11.5,246,229,17,7.4
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,538,502,36,7.2,233,238,-5,-2.1,306,263,43,16.3
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,283,272,11,4,111,133,-22,-16.5,171,140,31,22.1
〔就業者の主な産業別内訳〕／教育，学習支援業,352,388,-36,-9.3,131,150,-19,-12.7,220,238,-18,-7.6
〔就業者の主な産業別内訳〕／医療，福祉,795,795,0,0,208,241,-33,-13.7,587,554,33,6
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,638,550,88,16,358,315,43,13.7,280,236,44,18.6
〔雇用者の主な産業別内訳〕／建設業,409,373,36,9.7,328,304,24,7.9,81,69,12,17.4
〔雇用者の主な産業別内訳〕／製造業,671,712,-41,-5.8,486,512,-26,-5.1,185,199,-14,-7
〔雇用者の主な産業別内訳〕／情報通信業,730,735,-5,-0.7,511,525,-14,-2.7,220,210,10,4.8
〔雇用者の主な産業別内訳〕／運輸業，郵便業,383,335,48,14.3,295,249,46,18.5,87,86,1,1.2
〔雇用者の主な産業別内訳〕／卸売業，小売業,1176,1148,28,2.4,607,557,50,9,569,591,-22,-3.7
〔雇用者の主な産業別内訳〕／金融業，保険業,338,334,4,1.2,153,170,-17,-10,185,165,20,12.1
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,219,216,3,1.4,138,134,4,3,81,82,-1,-1.2
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,436,412,24,5.8,253,238,15,6.3,183,174,9,5.2
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,464,459,5,1.1,195,213,-18,-8.5,269,246,23,9.3
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,227,215,12,5.6,90,103,-13,-12.6,137,113,24,21.2
〔雇用者の主な産業別内訳〕／教育，学習支援業,317,344,-27,-7.8,122,135,-13,-9.6,195,209,-14,-6.7
〔雇用者の主な産業別内訳〕／医療，福祉,752,751,1,0.1,186,216,-30,-13.9,566,535,31,5.8
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,583,506,77,15.2,321,284,37,13,262,222,40,18
〔非農林業雇用者の従業者規模別内訳〕／総数,7171,6977,194,2.8,3949,3905,44,1.1,3222,3071,151,4.9
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1778,1766,12,0.7,988,986,2,0.2,791,780,11,1.4
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2158,2064,94,4.6,1145,1103,42,3.8,1014,961,53,5.5
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2668,2556,112,4.4,1531,1516,15,1,1138,1040,98,9.4
〔完全失業率（年齢階級別）(%)〕／総数,2.9,2.9,0,…,3,3,0,…,2.7,2.7,0,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4,4.1,-0.1,…,3.7,3.8,-0.1,…,4.2,4.7,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.6,3.6,0,…,4,3.5,0.5,…,3.1,3.6,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.4,2.7,-0.3,…,2.7,3.1,-0.4,…,2.1,2.2,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.3,2.3,0,…,2,2.5,-0.5,…,2.6,2.1,0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3,2.7,0.3,…,3.4,2.9,0.5,…,2.5,2.2,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.5,2.2,0.3,…,3,2.2,0.8,…,1.9,1.8,0.1,…
〔就業率（%）〕／総数,65,63.2,1.8,…,74.1,73,1.1,…,56.2,53.8,2.4,…
〔労働力人口比率(%)〕／総数,66.9,65.1,1.8,…,76.4,75.2,1.2,…,57.8,55.3,2.5,…
,,,,,,,,,,,,
東京の労働力統計データ（平成30年4～6月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成30年4～6月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
