市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,説明,URL,備考
132217,0000000012,東京都,清瀬市,介護老人福祉施設 すずらん※,コイゴロウジンホケンシセツ スズラン,長野県北佐久郡立科町大字芦田720-1,,36.27413,138.32288,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000013,東京都,清瀬市, 障害者福祉センター,ショウガイシャフクシセンター,東京都清瀬市上清戸1-16-62,,35.773273,139.527679,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s035/map/010/010/hpg000002662.html,問い合わせは清瀬市防災防犯課へ
132217,0000000014,東京都,清瀬市, 子どもの発達支援・交流センターとことこ,コドモノハッタツシエン・コウリュウセンタートコトコ,東京都清瀬市竹丘1-15-8,,35.768108,139.511079,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000015,東京都,清瀬市,東京都立 清瀬特別支援学校,トウキョウトリツ キヨセトクベツシエンガッコウ,東京都清瀬市松山3-1-97,,35.76896,139.511529,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/010/020/hpg000002685.html,問い合わせは清瀬市防災防犯課へ
132217,0000000016,東京都,清瀬市,ヒューマンライフケア清瀬,ヒューマンライフケアキヨセ,東京都清瀬市元町1-8-25,,35.77412,139.519828,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000017,東京都,清瀬市,ツクイ秋津,ツクイアキツ,東京都清瀬市野塩1-303-2,,35.779016,139.497067,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000018,東京都,清瀬市,グループホーム清瀬,グループホームキヨセ,東京都清瀬市中清戸5-132-1,,35.779676,139.532555,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/140/20170310162544.html,問い合わせは清瀬市防災防犯課へ
132217,0000000019,東京都,清瀬市,グループホームさくらの苑,グループホームサクラノソノ,東京都清瀬市中清戸5-27-3,,35.779659,139.532564,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000020,東京都,清瀬市,しんあい清戸の里,シンアイキヨトノサト,東京都清瀬市下清戸1-305-1,,35.780341,139.536013,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/160/20170310163512.html,問い合わせは清瀬市防災防犯課へ
132217,0000000021,東京都,清瀬市,ホームステーションらいふ清瀬,ホームステーションライフキヨセ,東京都清瀬市松山1-4-16,,35.770683,139.5207,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000022,東京都,清瀬市,みどりの樹清瀬,ミドリノキキヨセ,東京都清瀬市下清戸4-709-17,,35.786527,139.539276,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000023,東京都,清瀬市,平成あおば上宮園,ヘイセイアオバジョウグウエン,東京都東村山市青葉町1-7-75,,35.75954,139.49255,042-306-4477,,,,,,問い合わせは清瀬市防災防犯課へ
