"全国地方公共団体コード","ID","地方公共団体名","分別区分","ゴミ区分","ゴミ分類区分","回収区分","指定ゴミ袋","ゴミ区分別説明URL"
"132152","132152GMKB000020","国立市","集団回収","新聞紙","資源ごみ","拠点回収","",""
"132152","132152GMKB000021","国立市","集団回収","雑誌","資源ごみ","拠点回収","",""
"132152","132152GMKB000022","国立市","集団回収","段ボール","資源ごみ","拠点回収","",""
"132152","132152GMKB000023","国立市","集団回収","衣類・古布","資源ごみ","拠点回収","",""
"132152","132152GMKB000024","国立市","集団回収","缶","資源ごみ","拠点回収","",""
"132152","132152GMKB000025","国立市","集団回収","金属類","資源ごみ","拠点回収","",""
"132152","132152GMKB000026","国立市","集団回収","びん","資源ごみ","拠点回収","",""
"132152","132152GMKB000027","国立市","集団回収","ガラス類","資源ごみ","拠点回収","",""
"132152","132152GMKB000028","国立市","拠点回収","発泡スチロールトレイ","資源ごみ","拠点回収","",""
"132152","132152GMKB000029","国立市","拠点回収","食用油","資源ごみ","拠点回収","",""
"132152","132152GMKB000030","国立市","拠点回収","インクカートリッジ","資源ごみ","拠点回収","",""
"132152","132152GMKB000031","国立市","有害ごみ","蛍光管","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000032","国立市","有害ごみ","乾電池","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000033","国立市","有害ごみ","スプレー缶","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000034","国立市","有害ごみ","カセットボンベ","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000035","国立市","有害ごみ","水銀体温計","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000036","国立市","危険物","ライター","有害ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000037","国立市","有害ごみ","乾電池","有害ごみ","拠点回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000038","国立市","市では収集不可","エアコン・テレビ（液晶・プラズマ含む）・冷蔵庫（H16．4．1から冷凍庫も含む）・洗濯機（衣類乾燥機含む）","家電リサイクル対象","その他","",""
"132152","132152GMKB000039","国立市","市では収集不可","パソコン","家電リサイクル対象","その他","",""
"132152","132152GMKB000040","国立市","その他","","動物の死体","その他","",""
"132152","132152GMKB000041","国立市","その他","","し尿","その他","",""
