"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","高輪地区","155","0","40","96","16","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","芝浦港南地区","164","16","55","73","16","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","無回答","4","0","1","2","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","持家（一戸建）","95","3","26","49","15","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","持家（マンション）","302","15","69","156","55","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","借家（一戸建）","7","1","1","2","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","民間の賃貸マンション・アパート","171","13","47","85","19","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","3","8","10","3","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","7","9","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","社宅・公務員宿舎","20","1","8","8","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","4","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","その他","5","1","0","3","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","住居形態別","無回答","6","0","0","3","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","ずっと住み続けていたい","366","18","87","188","55","18"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","当分は住んでいたい","224","14","73","103","31","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","3","7","21","8","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","近いうちに区外に転居する予定である","9","2","0","5","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","わからない","14","0","3","7","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-17","Ver202003",,,,,,,,,,
