【用途中分類】,施設名称,コード,所在地,階,担当所管,開設年度,用途別面積,運営形態（直営・委託・指定管理）,期間（指定管理）,開館時間,休館日,施設構成（機能）,設置根拠条例,備考,建物名称,建物番号,構成施設,建物所有者,建築年度(和暦),建築年度(西暦),施設形態,延床面積,構造,規模,耐震診断,耐震補強,バリアフリー適合状況,建物備考,土地面積,土地所有者,建ぺい率,用途地域,容積率,土地備考,27年度-建-光熱水費,27年度-建-委託料（合計）,27年度-建-清掃,27年度-建-警備,27年度-建-設備保守,27年度-建-施設運営,27年度-建-その他委託料,27年度-建-使用料及び賃貸料,27年度-建-役務費,27年度-建-工事請負費,27年度-建-修繕費,27年度-建-その他経費,27年度-建-計画修繕,27年度-建-合計,28年度-建-光熱水費,28年度-建-委託料（合計）,28年度-建-清掃,28年度-建-警備,28年度-建-設備保守,28年度-建-施設運営,28年度-建-その他委託料,28年度-建-使用料及び賃貸料,28年度-建-役務費,28年度-建-工事請負費,28年度-建-修繕費,28年度-建-その他経費,28年度-建-計画修繕,28年度-建-合計,29年度-建-光熱水費,29年度-建-委託料（合計）,29年度-建-清掃,29年度-建-警備,29年度-建-設備保守,29年度-建-施設運営,29年度-建-その他委託料,29年度-建-使用料及び賃貸料,29年度-建-役務費,29年度-建-工事請負費,29年度-建-修繕費,29年度-建-その他経費,29年度-建-計画修繕,29年度-建-合計,30年度-建-光熱水費,30年度-建-委託料（合計）,30年度-建-清掃,30年度-建-警備,30年度-建-設備保守,30年度-建-施設運営,30年度-建-その他委託料,30年度-建-使用料及び賃貸料,30年度-建-役務費,30年度-建-工事請負費,30年度-建-修繕費,30年度-建-その他経費,30年度-建-計画修繕,30年度-建-合計,令和元年度-建-光熱水費,令和元年度-建-委託料（合計）,令和元年度-建-清掃,令和元年度-建-警備,令和元年度-建-設備保守,令和元年度-建-施設運営,令和元年度-建-その他委託料,令和元年度-建-使用料及び賃貸料,令和元年度-建-役務費,令和元年度-建-工事請負費,令和元年度-建-修繕費,令和元年度-建-その他経費,令和元年度-建-計画修繕,令和元年度-建-合計,建-備考,27年度-事-委託料,27年度-事-その他経費,27年度-事-合計,28年度-事-委託料,28年度-事-その他経費,28年度-事-合計,29年度-事-委託料,29年度-事-その他経費,29年度-事-合計,30年度-事-委託料,30年度-事-その他経費,30年度-事-合計,令和元年度-事-委託料,令和元年度-事-その他経費,令和元年度-事-合計,事-備考,27年度-人件費（合計）,27年度-専務的非常勤以外人件費,27年度-専務的非常勤人件費,27年度-運営人員（合計）,27年度-常勤人員,27年度-再任用人員（フルタイム）,27年度-再任用人員（短時間）,27年度-非常勤人員（新再雇用）,27年度-非常勤人員（専務的）,28年度-人件費（合計）,28年度-専務的非常勤以外人件費,28年度-専務的非常勤人件費,28年度-運営人員（合計）,28年度-常勤人員,28年度-再任用人員（フルタイム）,28年度-再任用人員（短時間）,28年度-非常勤人員（新再雇用）,28年度-非常勤人員（専務的）,29年度-人件費（合計）,29年度-専務的非常勤以外人件費,29年度-専務的非常勤人件費,29年度-運営人員（合計）,29年度-常勤人員,29年度-再任用人員（フルタイム）,29年度-再任用人員（短時間）,29年度-非常勤人員（新再雇用）,29年度-非常勤人員（専務的）,30年度-人件費（合計）,30年度-専務的非常勤以外人件費,30年度-専務的非常勤人件費,30年度-運営人員（合計）,30年度-常勤人員,30年度-再任用人員（フルタイム）,30年度-再任用人員（短時間）,30年度-非常勤人員（新再雇用）,30年度-非常勤人員（専務的）,令和元年度-人件費（合計）,令和元年度-専務的非常勤以外人件費,令和元年度-専務的非常勤人件費,令和元年度-運営人員（合計）,令和元年度-常勤人員,令和元年度-再任用人員（フルタイム）,令和元年度-再任用人員（短時間）,令和元年度-非常勤人員（新再雇用）,令和元年度-非常勤人員（専務的）,人件費-備考,27年度-利用料収入等,27年度-国補助金等,27年度-都補助金等,27年度-その他収入,27年度-収-合計,28年度-利用料収入等,28年度-国補助金等,28年度-都補助金等,28年度-その他収入,28年度-収-合計,29年度-利用料収入等,29年度-国補助金等,29年度-都補助金等,29年度-その他収入,29年度-収-合計,30年度-利用料収入等,30年度-国補助金等,30年度-都補助金等,30年度-その他収入,30年度-収-合計,令和元年度-利用料収入等,令和元年度-国補助金等,令和元年度-都補助金等,令和元年度-その他収入,令和元年度-収-合計,収入-備考,築年数
08 学童保育クラブ,東根学童保育クラブ,L042,目黒区東が丘1-20-1,"1,2",子育て支援課,H11,-,委託,-,下校時～18：15（平日）、8：15～18：15（夏休みなど）、8：30～18：00（土曜日）,日曜日、祝祭日、年末年始,育成室、学習室,-,用途別面積は「東根小学校」に含まれる。,東根小学校,118,東根小学校、東根学童保育クラブ,目黒区,S38,1963,複合,"6,681.55",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上4階,校舎：H13年度　体育館：H13年度,校舎：H14年度　体育館：H14年度,だれでもトイレ、スロープ,-,"8,581.65",目黒区,60%,第一種中高層住居専用地域,200%,-,0 ,"20,721,720 ","495,720 ",0 ,0 ,"20,226,000 ",0 ,0 ,"187,528 ",0 ,0 ,0 ,0 ,"20,909,248 ",0 ,"21,311,120 ","495,720 ",0 ,0 ,"20,815,400 ",0 ,0 ,"200,775 ",0 ,0 ,0 ,0 ,"21,511,895 ",0 ,"21,242,040 ","495,720 ",0 ,0 ,"20,746,320 ",0 ,"35,640 ","60,940 ",0 ,0 ,"9,504 ","6,858,000 ","28,206,124 ",0 ,"24,018,876 ","571,320 ",0 ,"15,556 ","23,432,000 ",0 ,0 ,"58,187 ",0 ,0 ,0 ,0 ,"24,077,063 ",0 ,"24,199,144 ","576,860 ",0 ,"94,284 ","23,528,000 ",0 ,0 ,"144,823 ",0 ,0 ,"760,888 ",0 ,"25,104,855 ",維持管理経費のうち、光熱水費や警備委託などは「東根小学校」に含まれる。,"24,608 ",0 ,"24,608 ","25,704 ",0 ,"25,704 ","65,192 ",0 ,"65,192 ","63,961 ",0 ,"63,961 ","19,206,890 ","361,500 ","19,568,390 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,56
08 学童保育クラブ,平町児童館学童保育クラブ,L043,目黒区平町1-5-3,3,子育て支援課,H30,-,委託,-,学校休業日以外：下校時～19：00　　学校休業日：8：00～19：00,日曜日、祝祭日、年末年始,育成室、静養室,目黒区立児童館条例,"平成30年4月開設（旧平町エコプラザを改修して開設。）
用途別面積は「平町児童館」に含まれる。",平町児童館,58,平町児童館、平町児童館学童保育クラブ,目黒区,H9,1997,複合,"1,553.05",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上4階・地下1階,新耐震以降,不要,エレベーター、だれでもトイレ、段差解消、自動ドア、手摺、点字ブロック,-,724.59,目黒区,50･60%,第一種低層住居専用地域・第二種住居地域,100･300%,-,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,維持管理経費は「平町児童館」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,「平町児童館」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,「平町児童館」に含まれる。,22
08 学童保育クラブ,烏森住区センター児童館第二学童保育クラブ,L044,目黒区上目黒5-18-9,-,子育て支援課,H30,146.97,委託,-,学校休業日以外：下校時～19：00　　学校休業日：8：00～19：00,日曜日、祝祭日、年末年始,育成室、静養室,目黒区立児童館条例,平成30年4月開設（民間事業者への委託により運営。）,烏森住区センター児童館第二学童保育クラブ,59,烏森住区センター児童館第二学童保育クラブ,目黒区,H29,2017,単独,146.97,Ｓ（鉄骨造）,地上2階,新耐震以降,不要,エレベーター、だれでもトイレ、手摺、点字ブロック、段差解消,-,117.31,目黒区,60%,第一種低層住居専用地域,150%,-,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"450,594 ","23,242,145 ","502,200 ","89,424 ","873,001 ","21,760,000 ","17,520 ",0 ,"131,959 ","25,456 ",0 ,0 ,"163,404 ","24,013,558 ","515,811 ","25,217,155 ","552,630 ","90,252 ","1,135,636 ","22,095,940 ","1,342,697 ",0 ,"132,157 ","41,233 ",0 ,0 ,"791,640 ","26,697,996 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"37,152 ","81,586 ","118,738 ","64,102 ","75,633 ","139,735 ",,0 ,0 ,0 ,0 ,0人,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0人,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1302482 ,453436 ,677270 ,0 ,2433188 ,1255749 ,891323 ,677270 ,0 ,2824342 ,,2
08 学童保育クラブ,油面小学校内学童保育クラブ,L045,目黒区中町1-5-4,1,子育て支援課,H30,-,直営,-,下校時～18：15（平日）、8：15～18：15（夏休みなど）、8：30～18：00（土曜日）,日曜日、祝祭日、年末年始,育成室,目黒区立児童館条例,用途別面積は「油面小学校」に含まれる。,油面小学校,105,油面小学校、油面小学校内学童保育クラブ,目黒区,S37,1962,複合,"7,166.55",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上4階,校舎：H14年度　体育館：H14年度,校舎：H15年度　体育館：H15年度,エレベーター、だれでもトイレ、スロープ、段差解消、手摺,-,"11,286.44",目黒区,60･80%,第一種中高層住居専用地域・近隣商業地域,200%,-,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"466,560 ","466,560 ",0 ,0 ,0 ,0 ,0 ,"713,880 ","291,660 ",0 ,0 ,0 ,"1,472,100 ",0 ,"1,119,212 ","1,119,212 ",0 ,0 ,0 ,0 ,0 ,"100,303 ",0 ,0 ,0 ,0 ,"1,219,515 ",維持管理経費のうち、光熱水費や警備委託などは「油面小学校」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,610,288 ","1,610,288 ",0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"33,385,539 ","24,336,504 ","9,049,035 ",5 ,3 ,0 ,0 ,0 ,2 ,"22,217,525 ","19,248,425 ","2,969,100 ",4 ,2 ,0 ,1 ,0 ,1 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,「油面住区センター児童館」に含まれる。,57
09 保育園,駒場保育園,M001,目黒区駒場1-22-1,-,保育課,S51,674.51,直営,-,-,-,-,目黒区立保育所条例,-,駒場保育園,62,駒場保育園,目黒区,S50,1975,単独,674.51,RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上2階,H9年度　耐震性あり,不要,スロープ、手摺,-,"1,061.02",目黒区,60%,第一種中高層住居専用地域,200%,-,"3,736,892 ","1,577,464 ","252,008 ","570,240 ","484,189 ",0 ,"271,027 ","256,694 ","175,803 ","628,944 ","110,105 ",0 ,"591,840 ","7,077,742 ","2,995,804 ","1,913,093 ","233,928 ","570,240 ","519,798 ",0 ,"589,127 ","271,940 ","177,466 ","552,452 ","58,559 ",0 ,"1,587,330 ","7,556,644 ","3,160,555 ","1,749,819 ","169,966 ","570,240 ","638,374 ",0 ,"371,239 ","262,423 ","177,848 ","556,750 ","60,399 ",0 ,0 ,"5,967,794 ","3,058,411 ","1,771,282 ","99,764 ","570,240 ","717,135 ",0 ,"384,143 ","237,892 ","178,483 ","473,042 ","57,927 ",0 ,"8,290,080 ","14,067,117 ","3,274,575 ","2,009,913 ","114,325 ","575,520 ","818,847 ",0 ,"501,221 ","280,582 ","200,408 ","707,966 ","43,635 ",0 ,"2,471,700 ","8,988,779 ",,"3,012,098 ","8,223,562 ","11,235,660 ","3,469,666 ","8,875,847 ","12,345,513 ","3,358,960 ","8,988,186 ","12,347,146 ","3,612,528 ","9,077,719 ","12,690,247 ","3,655,593 ","9,520,645 ","13,176,238 ",,"189,587,203 ","175,428,271 ","14,158,932 ",35 ,20 ,0 ,3 ,0 ,12 ,"185,988,213 ","167,956,308 ","18,031,905 ",36 ,20 ,0 ,1 ,0 ,15 ,"186,106,773 ","167,450,133 ","18,656,640 ",36 ,20 ,0 ,1 ,0 ,15 ,"175,654,884 ","159,047,345 ","16,607,539 ",34 ,17 ,3 ,1 ,0 ,13 ,"182,296,870 ","164,757,670 ","17,539,200 ",36 ,17 ,4 ,1 ,0 ,14 ,,16058610 ,0 ,0 ,0 ,16058610 ,15447153 ,0 ,0 ,0 ,15447153 ,17556907 ,0 ,0 ,0 ,17556907 ,19456885 ,0 ,0 ,0 ,19456885 ,13711673 ,0 ,0 ,0 ,13711673 ,,44
09 保育園,菅刈保育園,M002,目黒区青葉台2-10-27,"1,2",保育課,S56,"1,031.48",直営,-,-,-,-,目黒区立保育所条例,-,菅刈保育園,63,菅刈保育園、北部地区備蓄倉庫,目黒区,S55,1980,複合,"1,413.26",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上2階・地下1階,H9年度　耐震性あり,不要,手摺,延床面積には菅刈住区センター防災器具置場（37.10㎡）を含む。,"3,279.72",目黒区,50%,第一種低層住居専用地域,100%,面積には「菅刈住区センター」の土地を含む。,"4,181,502 ","2,110,516 ","385,377 ","570,240 ","740,436 ",0 ,"414,463 ","392,544 ","268,843 ","961,800 ","168,376 ",0 ,"8,456,918 ","16,540,499 ","4,581,270 ","2,623,767 ","357,729 ","570,240 ","794,889 ",0 ,"900,909 ","415,859 ","271,386 ","844,825 ","89,551 ",0 ,"19,461,870 ","28,288,528 ","4,833,211 ","2,374,086 ","259,917 ","570,240 ","976,219 ",0 ,"567,710 ","401,305 ","271,970 ","851,397 ","92,363 ",0 ,"1,066,764 ","9,891,096 ","4,677,010 ","2,406,908 ","152,562 ","570,240 ","1,096,663 ",0 ,"587,443 ","363,792 ","272,941 ","723,390 ","88,584 ",0 ,"124,200 ","8,656,825 ","5,007,574 ","2,769,035 ","174,829 ","575,520 ","1,252,204 ",0 ,"766,482 ","429,074 ","306,470 ","1,082,642 ","66,729 ",0 ,"10,863,720 ","20,525,244 ",維持管理経費は、「北部地区備蓄倉庫」分を含む。,"4,535,679 ","14,143,298 ","18,678,977 ","5,235,406 ","13,573,199 ","18,808,605 ","5,066,110 ","13,744,991 ","18,811,101 ","5,453,873 ","13,881,908 ","19,335,781 ","5,519,078 ","14,559,242 ","20,078,320 ",,"255,326,620 ","230,548,489 ","24,778,131 ",50 ,27 ,0 ,2 ,0 ,21 ,"259,972,765 ","228,717,463 ","31,255,302 ",55 ,27 ,0 ,2 ,0 ,26 ,"264,978,219 ","236,371,371 ","28,606,848 ",52 ,28 ,1 ,0 ,0 ,23 ,"259,078,279 ","227,140,704 ","31,937,575 ",53 ,28 ,0 ,0 ,0 ,25 ,"252,268,321 ","223,453,921 ","28,814,400 ",52 ,25 ,3 ,1 ,0 ,23 ,,28359920 ,0 ,0 ,0 ,28359920 ,27378613 ,0 ,0 ,0 ,27378613 ,30380507 ,0 ,0 ,0 ,30380507 ,34026685 ,0 ,0 ,0 ,34026685 ,25054923 ,0 ,0 ,0 ,25054923 ,,39
09 保育園,東山保育園,M003,目黒区東山2-10-17,-,保育課,S47,974.04,直営,-,-,-,-,目黒区立保育所条例,-,東山保育園,64,東山保育園,目黒区,S47,1972,単独,974.04,RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階,H9年度,H18年度,スロープ、手摺,-,834.20,目黒区,60%,第一種低層住居専用地域,150%,-,"5,214,735 ","2,024,743 ","363,917 ","570,240 ","699,204 ",0 ,"391,382 ","370,685 ","253,871 ","908,240 ","159,000 ",0 ,"744,202 ","9,675,476 ","4,326,153 ","2,509,412 ","337,808 ","570,240 ","750,624 ",0 ,"850,740 ","392,701 ","256,274 ","797,779 ","84,564 ",0 ,"129,060 ","8,495,943 ","4,564,064 ","2,273,636 ","245,443 ","570,240 ","921,857 ",0 ,"536,096 ","378,957 ","256,825 ","803,986 ","87,220 ",0 ,"876,960 ","9,241,648 ","4,416,561 ","2,304,629 ","144,066 ","570,240 ","1,035,593 ",0 ,"554,730 ","343,533 ","257,741 ","683,106 ","83,651 ",0 ,"2,133,982 ","10,223,203 ","4,728,717 ","2,646,886 ","165,094 ","575,520 ","1,182,473 ",0 ,"723,799 ","405,180 ","289,404 ","1,022,353 ","63,013 ",0 ,0 ,"9,155,553 ",,"4,290,519 ","17,524,962 ","21,815,481 ","4,951,281 ","12,817,349 ","17,768,630 ","4,791,412 ","12,979,574 ","17,770,986 ","5,157,583 ","13,108,866 ","18,266,449 ","5,219,225 ","13,748,482 ","18,967,707 ",,"278,855,525 ","249,357,750 ","29,497,775 ",55 ,30 ,0 ,0 ,0 ,25 ,"276,464,327 ","245,209,025 ","31,255,302 ",57 ,29 ,0 ,2 ,0 ,26 ,"278,175,167 ","244,593,102 ","33,582,065 ",57 ,29 ,1 ,0 ,0 ,27 ,"263,854,846 ","233,194,774 ","30,660,072 ",54 ,28 ,0 ,2 ,0 ,24 ,"278,842,895 ","248,775,695 ","30,067,200 ",55 ,30 ,1 ,0 ,0 ,24 ,,32422270 ,0 ,0 ,0 ,32422270 ,33185563 ,0 ,0 ,0 ,33185563 ,36517987 ,0 ,0 ,0 ,36517987 ,41307635 ,0 ,0 ,0 ,41307635 ,31137673 ,0 ,0 ,0 ,31137673 ,,47
09 保育園,第二上目黒保育園,M004,目黒区上目黒2-15-8,"1,2",保育課,S61,"1,356.04",直営,-,-,-,-,目黒区立保育所条例,-,（借上建物）,-,第二上目黒保育園,民間,S60,1985,-,"1,356.04",SRC（鉄骨鉄筋ｺﾝｸﾘｰﾄ造）,地上10階,新耐震以降,不要,-,"賃貸借面積　1,356.04㎡（借上床面積）　土地専用使用面積　126.87㎡（無償借受）",-,民間,80%,商業地域,400%,-,"3,554,358 ","2,595,171 ","506,638 ","570,240 ","973,418 ",0 ,"544,875 ","72,184,860 ","353,435 ","1,264,434 ","227,327 ",0 ,"4,425,840 ","84,605,425 ","6,022,788 ","3,269,920 ","470,290 ","570,240 ","1,045,005 ",0 ,"1,184,385 ","72,215,511 ","356,779 ","1,110,653 ","117,728 ",0 ,"512,190 ","83,605,569 ","6,354,003 ","2,941,674 ","341,701 ","570,240 ","1,283,391 ",0 ,"746,342 ","72,196,377 ","357,547 ","1,119,294 ","121,426 ",0 ,0 ,"83,090,321 ","6,148,653 ","2,984,824 ","200,566 ","570,240 ","1,441,733 ",0 ,"772,285 ","72,147,060 ","358,823 ","951,007 ","116,457 ",0 ,"5,432,292 ","88,139,116 ","6,583,231 ","3,459,236 ","229,840 ","575,520 ","1,646,216 ",0 ,"1,007,660 ","72,896,483 ","402,902 ","1,423,301 ","87,726 ",0 ,"3,979,470 ","88,832,349 ",,"5,920,931 ","20,550,986 ","26,471,917 ","6,840,830 ","17,844,070 ","24,684,900 ","6,618,264 ","18,069,917 ","24,688,181 ","7,128,039 ","18,249,915 ","25,377,954 ","7,213,374 ","19,140,376 ","26,353,750 ",,"233,808,715 ","216,110,050 ","17,698,665 ",41 ,26 ,0 ,0 ,0 ,15 ,"234,826,465 ","214,390,306 ","20,436,159 ",43 ,26 ,0 ,0 ,0 ,17 ,"246,146,442 ","225,002,250 ","21,144,192 ",45 ,27 ,0 ,1 ,0 ,17 ,"240,770,966 ","213,943,403 ","26,827,563 ",48 ,26 ,0 ,1 ,0 ,21 ,"234,627,660 ","208,318,860 ","26,308,800 ",47 ,25 ,1 ,0 ,0 ,21 ,,21527560 ,0 ,0 ,0 ,21527560 ,22958433 ,0 ,0 ,0 ,22958433 ,27804607 ,0 ,0 ,0 ,27804607 ,28084635 ,0 ,0 ,0 ,28084635 ,18035923 ,0 ,0 ,0 ,18035923 ,,34
09 保育園,田道保育園,M007,目黒区目黒3-4-4,"1,2",保育課,S27（H6改築）,"1,246.01",直営,-,-,-,-,目黒区立保育所条例,-,田道保育園,65,田道保育園、東部地区下目黒備蓄倉庫、のぞみ寮、身体障害者福祉住宅田道ハイム,目黒区,H5,1993,複合,"2,076.89",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階・地下1階,新耐震以降,不要,手摺,-,"1,729.00",目黒区,60%,第一種低層住居専用地域,150%,-,"5,882,251 ","2,528,067 ","465,529 ","667,440 ","894,434 ",0 ,"500,664 ","474,187 ","324,757 ","1,161,837 ","203,395 ",0 ,"2,843,640 ","13,418,134 ","5,534,095 ","3,148,066 ","432,130 ","667,440 ","960,213 ",0 ,"1,088,283 ","502,351 ","327,830 ","1,020,534 ","108,176 ",0 ,"39,189,150 ","49,830,202 ","5,838,435 ","2,846,455 ","313,975 ","667,440 ","1,179,256 ",0 ,"685,784 ","484,769 ","328,535 ","1,028,473 ","111,573 ",0 ,"12,336,300 ","22,974,540 ","5,649,747 ","2,886,103 ","184,292 ","667,440 ","1,324,750 ",0 ,"709,621 ","439,454 ","329,708 ","873,842 ","107,008 ",0 ,"93,960 ","10,379,822 ","6,049,063 ","3,323,349 ","211,191 ","673,620 ","1,512,641 ",0 ,"925,897 ","518,314 ","370,210 ","1,307,813 ","80,607 ",0 ,0 ,"11,649,356 ",維持管理経費は「東部地区下目黒備蓄倉庫」分を含む。,"5,451,312 ","16,267,361 ","21,718,673 ","6,296,571 ","16,396,190 ","22,692,761 ","6,092,064 ","16,603,712 ","22,695,776 ","6,560,476 ","16,769,104 ","23,329,580 ","6,638,985 ","17,587,313 ","24,226,298 ",,"274,786,658 ","244,109,082 ","30,677,576 ",56 ,29 ,0 ,1 ,0 ,26 ,"267,978,697 ","239,127,649 ","28,851,048 ",53 ,29 ,0 ,0 ,0 ,24 ,"273,628,674 ","242,534,274 ","31,094,400 ",55 ,28 ,2 ,0 ,0 ,25 ,"265,116,097 ","233,178,522 ","31,937,575 ",54 ,28 ,1 ,0 ,0 ,25 ,"274,621,101 ","245,806,701 ","28,814,400 ",54 ,30 ,0 ,1 ,0 ,23 ,,32129460 ,0 ,0 ,0 ,32129460 ,33932663 ,0 ,0 ,0 ,33932663 ,30481517 ,0 ,0 ,0 ,30481517 ,34515285 ,0 ,0 ,0 ,34515285 ,24948823 ,0 ,0 ,0 ,24948823 ,,26
09 保育園,不動保育園,M008,目黒区下目黒6-11-20,-,保育課,S57,604.82,直営,-,-,-,-,目黒区立保育所条例,-,不動保育園,66,不動保育園,目黒区,S56,1981,単独,604.82,RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階・地下1階,未,未,手摺,-,630.04,目黒区,60%,第一種低層住居専用地域,150%,-,"3,004,931 ","1,473,398 ","225,970 ","570,240 ","434,163 ",0 ,"243,025 ","230,173 ","157,639 ","563,962 ","98,729 ",0 ,"29,160 ","5,557,992 ","2,686,280 ","1,774,348 ","209,758 ","570,240 ","466,092 ",0 ,"528,258 ","243,844 ","159,130 ","495,373 ","52,509 ",0 ,"1,006,830 ","6,418,314 ","2,834,008 ","1,627,945 ","152,405 ","570,240 ","572,417 ",0 ,"332,883 ","235,310 ","159,473 ","499,227 ","54,158 ",0 ,"5,170,650 ","10,580,771 ","2,742,418 ","1,647,191 ","89,456 ","570,240 ","643,041 ",0 ,"344,454 ","213,313 ","160,042 ","424,168 ","51,942 ",0 ,"7,308,360 ","12,547,434 ","2,936,248 ","1,861,712 ","102,513 ","575,520 ","734,244 ",0 ,"449,435 ","251,592 ","179,702 ","634,819 ","39,127 ",0 ,0 ,"5,903,200 ",,"2,714,654 ","7,713,034 ","10,427,688 ","3,124,947 ","7,958,799 ","11,083,746 ","3,025,679 ","8,059,532 ","11,085,211 ","3,253,048 ","8,139,814 ","11,392,862 ","8,057,401 ","8,536,977 ","16,594,378 ",,"185,820,511 ","169,301,757 ","16,518,754 ",35 ,20 ,0 ,1 ,0 ,14 ,"176,540,305 ","159,710,527 ","16,829,778 ",34 ,19 ,0 ,1 ,0 ,14 ,"177,885,042 ","159,228,402 ","18,656,640 ",35 ,19 ,0 ,1 ,0 ,15 ,"174,571,240 ","154,131,192 ","20,440,048 ",35 ,19 ,0 ,0 ,0 ,16 ,"172,747,576 ","157,713,976 ","15,033,600 ",32 ,18 ,2 ,0 ,0 ,12 ,,17781620 ,0 ,0 ,0 ,17781620 ,16601623 ,0 ,0 ,0 ,16601623 ,14426047 ,0 ,0 ,0 ,14426047 ,16698035 ,0 ,0 ,0 ,16698035 ,11556123 ,0 ,0 ,0 ,11556123 ,,38
