大分類,小分類,名称,郵便番号,所在地,設置場所,曜日,時間,情報,X座標,Y座標
２４時間対応可能,協力施設,アパホテル＜浅草駅前＞,,東京都台東区駒形１－１２ー１６,一階フロント内カウンター,全日,２４時間可能,深夜帯は入口がオートロックの為インターホンでスタッフの呼出が必要,139.7955007,35.70827172
２４時間対応可能,協力施設,アパホテル＜浅草雷門南＞,,東京都台東区雷門２ー９ー１,１階フロント,全日,,２４時間可能,139.7950492,35.7095793
２４時間対応可能,協力施設,イチホテル浅草橋,,台東区浅草橋1-26-6,1階事務所内,全日,24時間可能,24時～5時まで入口施錠の為、インターフォンで呼出必要,139.7836567,35.69832065
２４時間対応可能,協力施設,カプセルネット　おもてなしのお宿,,台東区上野6-8-20　TC第39上野タジマビル,1階フロント裏,全日,24時間可能,,139.7756756,35.70938048
２４時間対応可能,協力施設,サウナホテルニュー大泉,,台東区東上野6-2-8,1階フロント前の公衆電話横,全日,24時間可能,,139.7832086,35.71176433
２４時間対応可能,協力施設,ベストウェスタンホテルフィーノ東京秋葉原,,台東区上野5-1-6,1階フロント前,全日,24時間可能,夜間はインターフォンでフロント呼出,139.7754882,35.70317884
２４時間対応可能,協力施設,ホテル　丸谷,,台東区上野6-7-6,ロビー（１階）,全日,24時間可能,,139.7759186,35.7094304
２４時間対応可能,協力施設,ホテルグレイスリー浅草,,台東区雷門2-10-2,1階ロビー脇,全日,24時間可能,夜間24時～6時まで防犯上、施錠しておりますのでインターフォンで呼出,139.7953585,35.70953491
２４時間対応可能,協力施設,ホテルサンルート゛ステラ゛上野,,台東区上野7-7-1,１階フロント脇,全日,24時間可能,,139.7781426,35.7135555
２４時間対応可能,協力施設,ホテルマイステイズ浅草橋,,台東区浅草橋1-5-5,1階ロビー,全日,24時間可能,,139.7835081,35.69709248
２４時間対応可能,協力施設,ホテルライフツリー上野,,台東区東上野2-16-1　上野イーストタワー,20階ラウンジ,全日,24時間可能,夜間は1階エントランスを施錠するため、インターフォンでフロント呼出,139.7769201,35.70927527
２４時間対応可能,協力施設,ユニゾイン浅草,,台東区浅草1-9-2,二階ロビー,全日,24時間可能,,139.7926632,35.71163102
２４時間対応可能,協力施設,リッチモンドホテル浅草,,台東区浅草2-7-10,1階フロント,全日,24時間可能,24時～6時はオートロックの為インターフォンで呼出,139.7943479,35.714312
２４時間対応可能,協力施設,ルートインＧｒａｎｄ東京浅草橋,,台東区浅草橋2-29-14,フロント,全日,24時間可能,,139.7871385,35.69938505
２４時間対応可能,協力施設,レジデンシャルホテル　ビーコンテ浅草,,台東区浅草2-4-2,エントランス入口,全日,24時間可能,夜間は警備員対応のためインターフォンで管理室呼出,139.7940811,35.71322161
２４時間対応可能,協力施設,京急ＥＸイン　浅草橋駅前,,台東区浅草橋1-27-9,1階ホテルフロント,全日,24時間,夜間オートロックの為、インターフォン呼び出し,139.7850228,35.69801907
２４時間対応可能,協力施設,御宿野乃浅草,,台東区浅草2-7-20,1階ロビー,全日,24時間可能,,139.7941275,35.71501629
２４時間対応可能,協力施設,御宿野乃浅草,,台東区浅草2-7-20,地下1階自販機コーナー,全日,24時間可能,,139.7941897,35.71503321
２４時間対応可能,協力施設,三井ガーデンホテル上野,,台東区東上野3-19-7,1階フロントカウンター,全日,24時間可能,,139.7780136,35.71177939
２４時間対応可能,協力施設,松坂屋パークプレイス24,,台東区上野3-25-10,1階東側エレベーターホール,全日,24時間,,139.7737563,35.70676568
２４時間対応可能,協力施設,上野ホテル,,台東区上野7-12-9,1階フロント後デスク上,全日,24時間可能,夜間（24：00～5：00）はオートロックの為、インターフォンでスタッフ呼出。 スタッフは24時間常駐。,139.780497,35.7161085
２４時間対応可能,協力施設,浅草セントラルホテル　本館,,台東区浅草1-5-3,1階事務所,全日,24時間可能,,139.7941638,35.71140537
２４時間対応可能,協力施設,相鉄フレッサイン上野御徒町,,台東区上野1-20-8,２階フロント,全日,24時間可能,AM1:00~AM5:00　インターフォンでフロント呼出,139.7724662,35.70782023
２４時間対応可能,協力施設,東横INN　上野田原町駅,,台東区寿3-19-5,1階風除室,全日,24時間可能,,139.7913691,35.70770779
２４時間対応可能,協力施設,東横INN　浅草千束つくばエクスプレス,,台東区千束1-15-1,1階入口脇,全日,24時間可能,,139.7923243,35.71841968
２４時間対応可能,協力施設,東横INNアキバ浅草橋駅東口,,台東区柳橋2-14-4,1階風除室,全日,24時間可能,,139.7879685,35.69939374
２４時間対応可能,区施設,やなか高齢者在宅サービスセンター,,台東区谷中2-17-20,1階ロビー,月～土,8：00～17：30,夜間・日曜日は警備員受付で対応可能,139.764251,35.72407707
２４時間対応可能,区施設,浅草中学校,,台東区蔵前1-3-4,1階外壁　水飲み場,全日,24時間可能,校庭設置のため常時利用可能,139.7899562,35.69992648
利用時間制限有,協力施設,（株）ライフコーポレーション　浅草店,,台東区西浅草3-18-17,1階惣菜売場側　出入口付近,全日 ＊店休日（1/1）除く,9：30～22：00,営業時間中,139.7921616,35.7158917
利用時間制限有,協力施設,アイン薬局,,台東区浅草2-29-14,1階入り口脇,月～土,9：00～18：00,,139.7958408,35.71600674
利用時間制限有,協力施設,アゼアス株式会社,,台東区蔵前4-13-7,1階エレベーターホール,月～金,9：00～17：45,オートロックのためインターフォンで総務部呼出,139.7896597,35.70313139
利用時間制限有,協力施設,オーケー橋場店,,台東区橋場1-1-15,3階サービスカウンター,全日,8：30～21：00,営業時間中,139.8078785,35.72373199
利用時間制限有,協力施設,ケイ薬局,,台東区浅草3-4-1,薬局店内　待ち合い場所,月～土,月～金　9：00～18：30 土　　　9：00～17：00,,139.7972936,35.71626285
利用時間制限有,協力施設,ミキ薬局　上野店,,台東区東上野3-11-3,1階待合室,月～土,月～金　9：00～18：00 土　　　9：00～13：30,,139.7793797,35.71012161
利用時間制限有,協力施設,恩賜上野動物園　西園ジャイアントパンダ舎　出口付近,,東京都台東区上野公園９-８３,西園ジャイアントパンダ舎　出口付近,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、翌日休園。また１２月２９日から翌１月１日の期間は使用不可）,9:30~17:00,AEDは動物園内にあるため、入園する必要あり。一般の方の利用不可,139.7729162,35.71621984
利用時間制限有,協力施設,恩賜上野動物園　東園無料休憩所　１階ホール,,東京都台東区上野公園９-８８,東園無料休憩所　１階ホール,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、翌日休園。また１２月２９日から翌１月１日の期間は使用不可）,9:30~17:00,AEDは動物園内にあるため、入園する必要あり。一般の方の利用不可,139.770388,35.71607116
利用時間制限有,協力施設,第一下谷ビル,,東京都台東区上野７ー６ー１１,1階エレベータ脇,月～土,月～金　8:00~18:00　土　8:30~18:00,管理人不在の場合有り,139.7786393,35.71349034
利用時間制限有,協力施設,東京都立産業貿易センター台東館　５階,,東京都台東区花川戸２丁目６番５号,エレベーターボール,全日,9:00~17:00,開館中使用可・使用の際は職員にお声掛けください,139.7987346,35.71440104
利用時間制限有,協力施設,東京都立産業貿易センター台東館　７階,,東京都台東区花川戸２丁目６番５号,エレベーターホール,全日,9:00~17:00,開館中使用可・使用の際は職員にお声掛けください,139.7987208,35.71438414
利用時間制限有,協力施設,東京都立浅草高等学校,,東京都台東区今戸１丁目８番１３号,２階自販機エリア向かって右側,月～金,8:30~17:00,,139.8025425,35.71936008
利用時間制限有,協力施設,特別養護老人ホームフレスコ浅草　1階,,台東区浅草5-33-7,1階事務所脇,全日,9：00～18：00,夜間は出入口施錠の為、花園通り側の夜間受付のインターフォンを押す。3、5、7階へは事務室に備え置きの通行証（ICカード）を利用して移動。,139.7961821,35.72189151
利用時間制限有,協力施設,特別養護老人ホームフレスコ浅草　3階,,台東区浅草5-33-7,3階エレベータホール,全日,9：00～18：00,夜間は出入口施錠の為、花園通り側のインターフォンを押す。3、5、7階へは事務室に備え置き通行証（ICカード）を利用して移動。,139.7961821,35.72189151
利用時間制限有,協力施設,特別養護老人ホームフレスコ浅草　5階,,台東区浅草5-33-7,5階エレベータホール,全日,9：00～18：00,夜間は出入口施錠の為、花園通り側の夜間受付のインターフォンを押す。3、5、7階へは事務室に備え置きの通行証（ICカード）を利用して移動。,139.7961821,35.72189151
利用時間制限有,協力施設,特別養護老人ホームフレスコ浅草　7階,,台東区浅草5-33-7,7階地域交流室,全日,9：00～18：00,夜間は出入口施錠の為、花園通り側の夜間受付のインターフォンを押す。3、5、7階へは事務室に備え置きの通行証（ICカード）を利用して移動。,139.7961821,35.72189151
利用時間制限有,区施設,育英幼稚園,,台東区浅草橋5-1-35,1階職員室横,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7824695,35.69955528
利用時間制限有,区施設,旧東京音楽学校奏楽堂,,上野公園８－４３,１階事務室内,火～日,9:30～16:30,休館日（使用不可）：月曜日（祝休日と重なる場合は翌平日）、年末年始（12/29～1/3）、特別整理期間等,139.7731439,35.71802873
利用時間制限有,区施設,金竜こどもクラブ,,台東区千束1-9-14（金竜小学校敷地内）,1階入口付近,こどもクラブ開設日 （休所日は日曜日・祝祭日・年末年始）,9：30～19：00　 土曜日、夏休み等学校休業日は8：00～19：00,,139.7905048,35.71864705
利用時間制限有,区施設,金竜幼稚園,,台東区千束1-9-21,1階玄関入口右,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7906154,35.71862906
利用時間制限有,区施設,御徒町保育室,,台東区上野5-21-5,1階玄関左側,月～土 ＊祝日、12/29～1/3を除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7750052,35.70625795
利用時間制限有,区施設,荒川河川敷運動公園運動場,,足立区千住大川町12-1号先,管理人小屋,月～日 年末年始、利用不可日を除く,3～10月 6：00～18：00 11～2月 8：00～16：00,現地受付にて貸出,139.8113613,35.74021618
利用時間制限有,区施設,根岸こどもクラブ,,台東区根岸3-9-2,1階玄関右側,月～土 ＊日祝日、12/29～1/3除く,学校登校日　9：15～19：15 学校休業日　7：00～19：15,開所時　オートロック　インターフォン対応,139.7791025,35.72321403
利用時間制限有,区施設,根岸定期利用保育室,,台東区根岸5-14-15,1階事務室,月～土　＊祝日、12/29～1/3除く,7：30～18：30,延長保育時間 18：30～19：30,139.7888432,35.72766357
利用時間制限有,区施設,根岸幼稚園,,台東区根岸３-９-７,1階職員室,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7786664,35.72351565
利用時間制限有,区施設,清島幼稚園,,台東区東上野6-16-8,1階玄関内右,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7832899,35.71358275
利用時間制限有,区施設,千束幼稚園,,台東区浅草4-24-15,2階玄関内左,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7944019,35.71934193
利用時間制限有,区施設,蔵前こどもクラブ,,台東区蔵前4-19-6,1階事務室,月～土 ＊日祝日、12/29～1/3除く,学校登校日　9：30～19：00 学校休業日　8：00～19：00,開所時　オートロック　インターフォン対応,139.7893568,35.70434981
利用時間制限有,区施設,台桜幼稚園,,台東区谷中2-9-4,1階玄関入口,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7651125,35.72338816
利用時間制限有,区施設,大正幼稚園,,台東区入谷2-23-8,1階職員室,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7879734,35.72094762
利用時間制限有,区施設,竹町幼稚園,,台東区台東4-21-9,1階玄関,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7799996,35.70607146
利用時間制限有,区施設,田原幼稚園,,台東区雷門1-5-17,1階玄関内左,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門及び玄関扉が施錠されているため、インターフォン対応,139.7931353,35.71008278
利用時間制限有,区施設,東武浅草駅観光バス待合所,,台東区花川戸1-4-1,1階待合所内,全日 エキミセ休業時は休業,12：30～16：30(4/1～9/30) 10：00～18：00(10/1～3/31),,139.7985786,35.71212083
利用時間制限有,区施設,日本堤子ども家庭支援センター谷中分室,,台東区谷中2-9-21,1階いっとき保育室,月～日（1月1日から1月3日を除く）,9：00～17：00,,139.7654598,35.72360518
利用時間制限有,区施設,富士幼稚園,,台東区浅草4-48-18,1階玄関内右,月～金,8：15～17：00,幼稚園保育日　職員在勤時　利用可能 門が施錠されているため、インターフォン対応,139.7985629,35.71877795
利用時間制限有,区施設,北上野保育室,,北上野2-24-13,1階事務室内,月～土 ＊祝日、12/29～1/3除く,7：30～19：30,開園時　オートロック インターフォン対応,139.784519,35.71865503
利用時間制限有,協力施設,株式会社バンビ　バンビビル新館,110-0016,台東区台東4‐32‐5,１階エレベータ前受付カウンター,月～金,8：00～18：30,,139.7768987,35.70733019
利用時間制限有,協力施設,清川保育園,111-0022,台東区清川1‐15‐11,１階教室,月～土,7：30～18：30,,139.802765,35.72503036
利用時間制限有,協力施設,宗教法人 世尊寺,110-0003,台東区根岸3‐13‐22,1階玄関,全日,参詣時間以外は閉門だが使用は可能,参詣時間以外は閉門だが使用は可能,139.7824281,35.72348429
２４時間対応可能,協力施設,ドーミーイン 浅草,111-0033,台東区花川戸1‐3‐4,1階ロビー脇,全日,24時間可能,,139.7989614,35.71189041
利用時間制限有,協力施設,大本東京本部・東京宣教センター,110-0008,台東区池之端2‐1‐44,1階ロビーの書棚,全日,9：00～22：00,,139.7676148,35.71312335
利用時間制限有,協力施設,公益社団法人　全国私立保育連盟,111-0051,台東区蔵前4‐11‐10 全国保育会館,1階エントランス,月～土,9：00～17：00,,139.7883761,35.70320031
利用時間制限有,協力施設,岡三証券株式会社 浅草支店,111-0034,台東区雷門 2‐4‐8,1階店頭カウンター,月～金,9：00～15：00,,139.7957426,35.70935481
２４時間対応可能,協力施設,ベルモントホテル,111-0052,台東区柳橋1‐2‐8,地下1階フロント内,全日,24時間可能,,139.7867058,35.69581339
利用時間制限有,協力施設,公益社団法人　日本助産師会,111-0054,台東区鳥越2‐12‐2,１階エレベータホール横,月～金,9：00～17：00,上記は定時　事務局始業～終業まで使用可,139.7863028,35.70229052
利用時間制限有,協力施設,東京都立産業貿易センター台東館　1階,111-0033,台東区花川戸2‐6‐5,1階ロビー,全日,9：00～17：00,開館中使用可・使用の際は職員にお声掛け下さい,139.7987952,35.71440109
利用時間制限有,協力施設,株式会社モリタ,110-0005,台東区上野2‐11‐15,4階受付脇,月～金,9：00～17：20,,139.7703731,35.70913405
利用時間制限有,協力施設,株式会社中立,110-0008,台東区池之端4‐16‐9,1階玄関入って左脇,月～金,9：00～17：30　,営業時間内　土日祝日他会社休業日は使用不可,139.7692943,35.71802642
利用時間制限有,協力施設,旧岩崎邸庭園,110-0008,台東区池之端1‐3‐45,サービスセンター前,全日,9：00～17：00,年末・年始 (12/29～翌年1/1まで) 休園,139.7672029,35.70979233
利用時間制限有,協力施設,株式会社ＳＡＮＫＹＯ 東京支店,110-0015,台東区東上野2‐11‐8,1階受付ブース内,月～金,9：00～18：00,,139.7786007,35.70959646
２４時間対応可能,協力施設,グループホームふれやか浅草,111-0032,台東区浅草6‐29‐3　YANAGINUM浅草ビル,4階非常口前,全日,24時間可能,玄関扉、施錠している為、ＴＥＬ03-5824-9833に連絡を入れて下さい,139.7992964,35.7174489
利用時間制限有,協力施設,東京都立白鴎高等学校,111-0041,台東区元浅草1‐6‐22,1階経営企画室前,月～金,8：30～17：00,,139.783031,35.70829028
利用時間制限有,協力施設,東京都立白鴎高等学校付属中学校,111-0041,台東区元浅草3‐12‐12,1階職員玄関,月～金,8：30～17：00,,139.787728,35.70724012
利用時間制限有,協力施設,国際空手道連盟 極真会館 本部直轄　浅草道場,111-0033,台東区花川戸1‐3‐6 花川戸ビル1F,入口付近,月～日,月～土9：00～21：00　日　9：00～12：00,祝祭日休館,139.7991989,35.71212043
利用時間制限有,協力施設,育英クリニック,111-0053,台東区浅草橋2‐26‐13,1階処置室,月～土,9：00～17：00　木・土9：00～12：00,,139.786074,35.70021502
利用時間制限有,協力施設,下谷針灸整骨院,110-0004,台東区下谷2‐19‐2  大木ビル1F,玄関正面　待合室,月～土,9：10～21：00頃　土9：00～18：00頃,,139.7834327,35.72259137
利用時間制限有,協力施設,株式会社ベイシア東京情報センター,110-0005,台東区上野7‐6‐1,1階ロビー脇,月～土,9：00～19：00,,139.7784725,35.71342097
利用時間制限有,協力施設,株式会社　丸山医療器械,111-0036,台東区松が谷4‐2‐6 ハイコーポ松が谷101,１階入口受付,月～金,9：00～18：00,,139.7880495,35.71711875
利用時間制限有,協力施設,東京薬業健康保険組合　東薬健保健康開発センター,110-0015,台東区東上野1‐27‐2,１階ロビー,月～金,9：00～17：00,,139.7813394,35.70845623
利用時間制限有,協力施設,株式会社蔵前駐車場,111-0051,台東区蔵前3‐12‐8,1階ロビー　エレベーターフロア,全日,6：00～21：00,,139.7918534,35.70433573
利用時間制限有,協力施設,在宅リハビリ訪問看護ステーションＴＯＭＯ,111-0032,台東区浅草3‐36‐9 小宮ビル1F,１階入口付近,月～土,8：30～18：00,（祝日除く）,139.7957506,35.71791521
利用時間制限有,協力施設,株式会社　國光 東京事業所,110-0011,台東区三ノ輪1‐5‐3,１階事務所ロビーのテーブルの上,月～土,8：00～17：30,日曜日、祝日及び平日18時以降は不在,139.7927033,35.72697228
利用時間制限有,協力施設,安田歯科医院,111-0032,台東区花川戸1‐15‐1　フェスタ花川戸201,院内,月・火・水・金・土（祝日はお休み）,月・火・水・金　9：00～19：00　　土　9：00～17：00,8：00以前、19：00以降はオートロックにより入館不可,139.7983407,35.71347883
利用時間制限有,協力施設,独立行政法人 国立科学博物館,110-0007,台東区上野公園7‐20,日本館地下１階総合案内前,火～日,9：00～17：00,（開館日・開館時間中のみ）,139.7764966,35.71632106
利用時間制限有,協力施設,ジェクサーフィットネス＆スパ上野,110-0005,台東区上野7‐1‐1,１階受付カウンター前,月～日,7：00～23：00　土7：00～22：00・日8：00～20：00,毎月休館日が2日、10日、18日、26日となります。,139.7777966,35.71359068
利用時間制限有,協力施設,東京都観光汽船株式会社,111-0033,台東区花川戸1‐1‐1,2階事務所,全日,9:00～18：00,,139.7985003,35.71081303
利用時間制限有,協力施設,医療法人財団　神経科　土田病院,110-0002,台東区上野桜木1‐12‐12,2階看護室,月～土,9：00～17：00,,139.7725843,35.7215006
利用時間制限有,協力施設,なかむら歯科医院,110-0015,台東区東上野4‐6‐7シティコープ上野広徳1Ｆ,院内レントゲン室,月～土,月～金　9：30～18：30　　土　9：30～18：00,,139.780674,35.71285901
利用時間制限有,協力施設,社会福祉法人　愛隣団愛隣保育園,110-0003,東京都台東区根岸5‐15‐3,1階玄関,月～土,7：15～20：15,,139.7881119,35.72765492
２４時間対応可能,協力施設,サービス付高齢者向け賃貸住宅　グレイプス浅草,111-0032,台東区浅草2‐34‐7,1階フロント,全日,24時間可能,,139.7980564,35.71484374
利用時間制限有,協力施設,日本年金機構　上野年金事務所,110-0008,台東区池之端1‐2‐18 いちご池之端ビル,１階入口総合案内,月～金（平日）,8：30～17：15,,139.7683625,35.71018204
利用時間制限有,協力施設,医療法人社団 イノコシ歯科医院,110-0005,台東区上野6‐3‐4 フタバビル4F,４階院内　診療室,月・火・木・金・土　,10：00～17：00,＊祝日を除く,139.7752557,35.70826839
２４時間対応可能,協力施設,東横INN浅草蔵前１,111-0043,台東区駒形１‐３‐１３,風除室,全日,24時間可能,,139.7938388,35.70617585
利用時間制限有,協力施設,東京保健生活協同組合 竜泉協立診療所,110-0012,台東区竜泉3‐1‐2,１階受付カウンター,月～土,月・木・金9：00～17:00　火9：00～19：50　水・土9：00～13：00,,139.7955285,35.72606843
２４時間対応可能,協力施設,東京芸術大学 　保健管理センター,110-0007,台東区上野公園12‐8,入口,全日,7：30～20：00　,上記以外閉門時は警備員が対応可能,139.773027,35.7195487
２４時間対応可能,協力施設,有限会社　今半別館,111-0032,台東区浅草2‐2‐5,店舗入り口,全日,24時間可能,,139.7969086,35.71313918
利用時間制限有,協力施設,株式会社ＳＡＮＫＹＯ パーラー事業部,110-0015,台東区東上野2‐22‐8,１階エレベータホール脇,月～金,9：00～18：00,,139.7787212,35.71006083
利用時間制限有,協力施設,クミアイ化学工業ビル,110-0008,台東区池之端1‐4‐26,正面1階入口　ロビー右脇,月～金,8：30～18：00,,139.7682268,35.71181599
利用時間制限有,協力施設,康保会保育園,111-0021,台東区日本堤1-6-2,1階玄関,月～土,月～土7：00～20：00,,139.7978313,35.72504233
利用時間制限有,協力施設,社会福祉法人花川戸保育園,111-0033,台東区花川戸2‐11‐13,１階事務室,月～金,8：30～18：30,,139.8002763,35.71471365
利用時間制限有,協力施設,上野恩賜公園管理所,110-0007,台東区上野公園5‐20,1階受付窓口脇,全日,9：00～17：00,窓口開設時間のみ利用可能,139.7741541,35.71410657
利用時間制限有,協力施設,東京都立浅草高等学校,111-0024,台東区今戸1‐8‐13,1階保健室前廊下,月～金,8：30～17：00,,139.8025147,35.71938164
利用時間制限有,協力施設,谷中霊園管理所,110-0001,台東区谷中7‐5‐24,１階事務所入口,全日,8：30～17：30,,139.7701556,35.72399058
利用時間制限有,協力施設,東京都立忍岡高等学校,111-0053,台東区浅草橋5‐1‐24,1階経営企画室入口扉前,月～金,8：30～17：00,,139.7824554,35.7004417
２４時間対応可能,協力施設,株式会社上野パーキングセンター,110-0007,台東区上野公園1‐50,1階管理センター,全日,24時間可能,,139.774789,35.71278292
利用時間制限有,協力施設,東京都立上野高等学校,110-0007,台東区上野公園10‐14,校舎棟内　1階　玄関脇,月～金,9：00～17：00,＊学校開校日のみ,139.7699898,35.718557
利用時間制限有,協力施設,第一工業大学　東京上野キャンパス,110-0005,台東区上野7‐7‐4,１階ロビー脇,月～金,8：00～18：00,,139.7781958,35.71376164
利用時間制限有,協力施設,医療法人社団　悠和会マツザカヤデンタルクリニック,110-0005,台東区上野3‐29‐5  上野松坂屋8F,歯科診療所待合室,月～日,10:00～20：00,上野松坂屋デパート内の為、デパートの営業時間中は可能,139.7733105,35.70700879
利用時間制限有,協力施設,医療法人社団 博樹会 西クリニック,111-0053,台東区浅草橋5‐5‐10,三階透析室脇通路,月～土,9：00～20：00,一般の方使用不可,139.7809797,35.69988508
利用時間制限有,協力施設,医療法人社団　博腎会 野中医院,111-0042,台東区寿1‐10‐20,1階廊下脇,月～土,9：00～17：00,,139.7892872,35.70652732
利用時間制限有,協力施設,社会福祉法人康保会　康保会乳児保育所,111-0021,台東区日本堤2‐7‐1,3階こりす組保育室入口右側の棚の上,月～土,7：00～18：00,インターフォンで呼出,139.7975367,35.72708831
２４時間対応可能,協力施設,セブンイレブン台東三ノ輪1丁目店,110-0011,台東区三ノ輪1‐9‐4,バックカウンター壁面,全日,24時間可能,,139.791027,35.72750506
利用時間制限有,協力施設,公益財団法人中国残留孤児援護基金　中国帰国者支援・交流センター,110-0015,台東区東上野1‐2‐13 カーニープレイス新御徒町7階,7階事務室,火～日,9：30～17：45,祝日　年末年始　月曜日休館,139.7812234,35.707406
２４時間対応可能,協力施設,上原ネームプレート工業株式会社,111-0041,台東区元浅草3‐13‐14,1階エレベーターホール内　エレベータ前,全日,24時間可能,,139.7877952,35.70761443
利用時間制限有,協力施設,パティシュショコラティエイナムラショウゾウ,110-0001,台東区谷中7‐19‐5,1階店舗,火～日,10：00～18：00,,139.7693191,35.72739086
利用時間制限有,協力施設,日本生命保険相互会社 日本生命浅草ビル,111-0043,台東区駒形1‐12‐14,1階エントランス,月～金,8：00～19：00,,139.7956353,35.70850637
利用時間制限有,協力施設,日本生命保険相互会社 日本生命東上野ビル,110-0015,台東区東上野5‐2‐2,1階エントランス,月～土,8：00～19：00　土8：00～12：00,,139.7812882,35.71183047
利用時間制限有,協力施設,上野グリーンサロン,110-0007,台東区上野公園7‐47,店内出入口正面,全日,9：00～19：00　（12月～3月）9:00～17:00,月曜不定休　年末年始休業,139.7763752,35.71499956
２４時間対応可能,協力施設,ドラゴンマンション浅草壱番館,111-0033,台東区花川戸2‐19‐5,1階エントランス,全日,24時間可能,,139.7995927,35.7153733
利用時間制限有,協力施設,中冨歯科,110-0005,台東区上野3‐23‐11  松田ビル2F,技工コーナー奥のラック,月～土,火・水・木・金9：00～18：00　　月9：00～19：00　　土9：00～16：30,,139.7732767,35.70633927
利用時間制限有,協力施設,東京都水道局 東部建設事務所,111-0055,台東区三筋2‐15‐16,１階ロビー,月～金,8：30～17：15　,祝日及び年末年始休業,139.7877054,35.70579712
２４時間対応可能,協力施設,ホテルサンルート浅草,111-0034,台東区雷門1‐8‐5,1階玄関　風除室,全日,24時間可能,,139.792047,35.71068384
利用時間制限有,協力施設,東京都交通局大江戸線新御徒町駅,111-0041,台東区元浅草1‐5‐2,改札口付近,全日,5：00～1：00,,139.7818777,35.70705177
利用時間制限有,協力施設,マツモトキヨシ浅草店,111-0032,台東区浅草1‐30‐2,１階レジ入口側,全日,9：00～21：30,,139.7962806,35.71194443
２４時間対応可能,協力施設,三ノ輪交番,110-0012,台東区竜泉2‐20‐12,1階事務室,全日,24時間可能,,139.7905258,35.72842188
２４時間対応可能,協力施設,初音交番,110-0001,台東区谷中2‐18‐9,1階事務室,全日,24時間可能,,139.7647718,35.72433749
２４時間対応可能,協力施設,清水坂地域安全センター,110-0007,台東区上野公園9‐83,1階事務室,全日,24時間可能,,139.7699058,35.7171312
