大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
保育施設,保育施設,ポピンズナーサリースクール駒形,駒形1丁目4番7号バンダイアネックスビル2階,03-5830-2115,認証保育所,139.7944208,35.70713559
保育施設,保育施設,アスク浅草橋保育園,浅草橋3丁目19番2号富士ビル2階,03-5833-4835,認証保育所,139.7875485,35.70061813
保育施設,保育施設,ぽけっとランド雷門,雷門2丁目15番4号雷門ハイツ2階,03-3841-8305,認証保育所,139.7946609,35.71028737
保育施設,保育施設,ぽけっとランド入谷,台東区北上野２丁目２９番６号パルナシウス北上野１・２階,03-3844-0126,認証保育所,139.7840589,35.71926152
保育施設,保育施設,スターキッズ谷中保育園,台東区谷中１丁目２番１２号メゾンティーナ根津１階,03-3827-5200,認証保育所,139.766716,35.71880729
保育施設,保育施設,ぽけっとランド浅草タワー,西浅草3丁目22番3号,5827-3431,認証保育所,139.7901741,35.71585716
保育施設,保育施設,はぐはぐキッズ浅草橋アネックス,台東区浅草橋２丁目６番４号サンブリヤ浅草橋１階,03-5823-4556,小規模保育所,139.7842879,35.69913522
保育施設,保育施設,ウィズブック保育園　入谷,台東区松が谷４丁目１番３号高松ハイム１階,03-6231-6719,小規模保育所,139.7885749,35.71698022
保育施設,保育施設,おうち保育園新おかちまち,台東区三筋２丁目１７番１０号バムタイガー２階,03-5823-4928,共同型家庭的保育施設,139.7866231,35.70587553
保育施設,保育施設,はぐはぐキッズ浅草橋,浅草橋2丁目7番1号山口ビル1階,03-5829-8024,共同型家庭的保育施設,139.7840247,35.6989857
私立保育園,私立保育園,ゆらりん竹町保育園,台東区台東４丁目１６番８号偕楽ビル新御徒町１・２階,03-5812-4028,,139.7797353,35.70626173
私立保育園,私立保育園,ぽけっとランド浅草橋保育園,台東区浅草橋５丁目２５番１０号浅草橋１stビル１～３階,03-5833-4511,,139.782972,35.70157712
私立保育園,私立保育園,チェリッシュ上野の森保育園,上野桜木2丁目1番3号,03-5809-0667,,139.7751166,35.72343206
私立保育園,私立保育園,AIAI NURSERY　入谷,台東区竜泉１丁目１９番７号K・Kビル１・２階,03-3871-7192,,139.78958,35.72362314
私立保育園,私立保育園,アスクりゅうほく保育園,浅草橋1丁目26番8号,03-3863-8505,,139.7837614,35.6983945
私立保育園,私立保育園,AIAI NURSERY　浅草,台東区駒形１丁目７番１１号東部浅草駒形１・２階,03-6231-7690,,139.7951276,35.70775882
私立保育園,私立保育園,スターキッズ保育園　本園,上野桜木2丁目1番8号　フラッツ上野桜木1階,03-5842-1746,,139.7747577,35.72310513
保育施設,保育施設,ベベ・ア・パリ保育園東上野,東上野3丁目8番7号矢口ビル1階,03-5826-4421,,139.7806036,35.71052222
保育施設,保育施設,うれしい保育園谷中,台東区谷中７丁目１３番２号,03-5815-3451,,139.7723919,35.7261639
保育施設,保育施設,ビーフェア上野御徒町保育園,台東区台東２丁目２１番１１号レ・ベント御徒町１階,03-6240-1771,,139.780325,35.70378434
保育施設,保育施設,蔵前らる小規模保育園,蔵前4丁目32番7号グレイス蔵前1階,03-5825-4388,,139.7902491,35.70599657
保育施設,保育施設,ヤクルト浅草松が谷保育園,松が谷2丁目16番3号ユーコート松が谷1階,03-3845-8960,,139.7867148,35.71362319
保育施設,保育施設,ことぶきクローバーズ保育園,寿2丁目3番6号松本ビル1階,03-5830-3300,,139.789757,35.70885826
私立保育園,私立保育園,LIFE SCHOOL 根岸 こどものいえ,台東区根岸4丁目15番13号,03-6458-1451,,139.7846123,35.72646527
私立保育園,私立保育園,レイモンド鳥越保育園,台東区鳥越2丁目6番2号,03-5829-8431,,139.7845203,35.70202259
私立保育園,私立保育園,ソラスト竜泉保育園,台東区竜泉3丁目13番4号,03-5808-2050,病後児保育室は竜泉3丁目13番3号,139.7912308,35.72434452
保育施設,保育施設,ふくろう保育園,台東区蔵前１丁目３番３３号ＢＬＥＳＳ蔵前１階,03-5846-9768,,139.7913135,35.70092356
保育施設,保育施設,かるがもハウス浅草橋,台東区浅草橋4丁目14番4号リブラン今井1階,03-5823-4222,,139.7809635,35.69841063
保育施設,保育施設,御徒町保育室,台東区上野5丁目21番5号,03-3834-9110,緊急保育室,139.7749775,35.70634808
私立保育園,私立保育園,ミアヘルサ保育園ひびき浅草,台東区西浅草3丁目19番3号,03-6231-7607,,139.7910083,35.71604466
私立保育園,私立保育園,クオリスキッズ浅草橋保育園,台東区柳橋2丁目5番3号,03-6240-9201,,139.7879772,35.69847587
私立保育園,私立保育園,さくらさくみらい　入谷,台東区入谷2丁目12番2号,03-6458-1939,,139.7890823,35.71966519
私立保育園,私立保育園,えがおの森保育園・あさくさ,台東区寿3丁目15番12号,03-5811-1200,,139.7936064,35.70754073
私立保育園,私立保育園,こどもヶ丘保育園 根岸園,台東区根岸3丁目1番10号アルス鶯谷1階,03-5808-9152,,139.78161,35.7217385
私立保育園,私立保育園,あさくさあおぞらナーサリースクール,台東区清川1丁目5番10号,03-3873-4191,,139.8021283,35.72323101
私立保育園,私立保育園,チェリッシュおひさま保育園,台東区浅草橋3丁目19番4号,03-5829-5263,,139.7871861,35.70074014
私立保育園,私立保育園,ポピンズナーサリースクール蔵前,台東区三筋1丁目7番9号,03-5829-3920,,139.7851785,35.70335918
保育施設,保育施設,みつな保育園,台東区雷門2丁目1番10号若山ビル1階,03-3841-7707,,139.7977193,35.70995373
保育施設,保育施設,フレンドキッズランド三ノ輪園,台東区三ノ輪1丁目22番10号岩出ビル1階,03-5808-9127,,139.7914468,35.72880703
私立保育園,私立保育園,さくらさくみらい　下谷,台東区下谷３丁目９番２号,03-5808-9739,,139.7864978,35.72446622
私立保育園,私立保育園,さくらさくみらい　蔵前,台東区蔵前１丁目７番１０号,03-5829-8739,,139.7896369,35.70124682
私立保育園,私立保育園,さくらさくみらい　谷中,台東区谷中２丁目１番１２号,03-5834-7939,,139.7655097,35.72098931
私立保育園,私立保育園,うれしい保育園上野駅前,台東区上野７丁目８番１３号,03-5830-1321,,139.7792016,35.71477395
私立保育園,私立保育園,北上野クローバー保育園,台東区北上野２丁目１８番８号,03-5830-7473,,139.7840014,35.71802031
保育施設,保育施設,ベベ・ア・パリ保育園未来,台東区台東３丁目３４番５号島田ビル１階,03-6803-2210,,139.7794972,35.70546604
保育施設,保育施設,北上野保育室,台東区北上野２丁目２４番１３号,03-5246-4002,緊急保育室,139.7845331,35.71864526
保育施設,保育施設,シンシア保育園,台東区台東４丁目１７番２号偕楽ビル１階,03-5817-8169,小規模保育所,139.7795992,35.70646746
私立保育園,私立保育園,スターキッズ保育園　分園,台東区上野桜木１丁目４番６号エアリーアベニュー上野桜木１階,03-5834-2720,,139.7723323,35.72088328
私立保育園,私立保育園,ミアヘルサ保育園ひびき御徒町,台東区東上野１丁目１１番１１号,03-6240-1919,,139.7785205,35.70805364
