市区町村コード,都道府県名,市区町村名,地域名,可燃ごみ（週2回）,不燃ごみ,容器包装プラスチック,ペットボトル,古紙・古布,びん・かん,説明
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里4丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里5丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里6丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,野塩1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,野塩2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,野塩3丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,野塩4丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,野塩5丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,松山1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,松山2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,松山3丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,竹丘1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,竹丘2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,竹丘3丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,金曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,梅園1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,梅園2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,梅園3丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
