"番号","所管部","所管課","支援名称","支援内容","対象者種別_個人_事業者_自治体","対象者詳細","最低支給額","最高支給額","制限・条件","受付時期","根拠法令","制度名","詳細URL","備考","GIS搭載用住所","経度","緯度","分類"
"11","区民部","保険医療課","後期高齢者医療　入院時負担軽減支援金の支給","後期高齢者医療被保険者の方と同じ世帯の方全員の住民税が非課税で、医療保険適用の医療機関への入院期間が31日を超えた場合に支援金を給付","個人","後期高齢者医療保険加入者","20,000円","同左","入院した日の翌年度初日から起算して、2年を経過すると時効となり支給不可。","随時","中野区後期高齢者医療入院時負担軽減事業実施要綱","中野区後期高齢者医療入院時負担軽減事業","","","中野区中野4-11-19","139.662904755454","35.7096225942072","支援制度_給付金_情報"
"12","区民部","保険医療課","産前産後期間の保険料軽減","産前産後期間の保険料が免除される。","個人","国民健康保険加入者","該当月保険料全額","同左","単胎妊娠の場合は出産予定日または出産日が属する月の前月から４か月、多胎妊娠の場合は出産予定日または出産日が属する月の３か月前から６か月","随時","国民健康保険条例","産前産後期間の保険料軽減","","申請されない場合は職権にて適用される。","中野区中野4-11-19","139.662904755454","35.7096225942072","支援制度_給付金_情報"
"13","区民部","保険医療課","未就学児均等割保険料の減額","未就学児の均等割額を５割とする","個人","国民健康保険加入者","均等割減額割合２割のさらに５割","均等割の５割","均等割保険料の減額該当の場合は減額後さらに５割","申請不要","国民健康保険条例","未就学児均等割保険料の減額","","","中野区中野4-11-19","139.662904755454","35.7096225942072","支援制度_給付金_情報"
"14","区民部","産業振興課","中野区産業経済融資","低利な融資のあっ旋と金利の一部補助（利子補給）の実施","事業者","中小企業者（詳細な条件あり）","利子補給率
0.6%","利子補給率
1.9%","","随時","中野区産業経済融資規則","中野区産業経済融資制度","https://www.city.tokyo-nakano.lg.jp/jigyosha/sangyoshinko/yushi/sangyou-yushi.html","","中野区中野4-11-19","139.662904755454","35.7096225942072","支援制度_給付金_情報"
"15","区民部","産業振興課","小規模事業者経営改善資金（マル経融資）に対する利子補給","小規模事業者経営改善資金（マル経融資）に係る利子を一部補助","事業者","小規模事業者経営改善資金（マル経融資）の融資を受けた小規模事業者","利子の100%","利子の100%","初回の利子支払日の属する月から起算して36ヶ月補給","随時","中野区小規模事業者経営改善資金利子補給金交付要綱","中野区小規模事業者経営改善資金利子補給金交付制度","https://www.city.tokyo-nakano.lg.jp/jigyosha/sangyoshinko/josei/marukei-yushi.html","","中野区中野4-11-19","139.662904755454","35.7096225942072","支援制度_給付金_情報"
"16","区民部","産業振興課","中野区商店街チャレンジ戦略支援事業費補助金","商店街等が行うイベント事業及び活性化事業に対し一部補助","事業者","商店街、商店街の連合会、商工会、商工会連合会及び商工会議所","イベント事業：補助率1/6　活性化事業：補助率1/3","イベント事業：300万円　活性化事業：5,000万円","","年2回","中野区商店街チャレンジ戦略支援事業費補助金交付要綱","中野区商店街チャレンジ戦略支援事業費補助金","","","","139.667025450392","35.7041170503146","支援制度_給付金_情報"
"17","区民部","産業振興課","中野区経営力強化支援事業補助金","中小企業者の経営力の強化に資する取組に要する経費の一部を補助","事業者","主たる事業所または本店の所在地が区内にある法人。主たる事業所が区内にある個人事業主。","補助率1/2","補助率1/2","補助メニューにより異なる。","随時（予算が上限に達した時点で受付終了）","中野区経営力強化支援事業補助金交付要綱","中野区経営力強化支援事業補助金","https://www.city.tokyo-nakano.lg.jp/jigyosha/sangyoshinko/josei/0686212820240626130942342.html","","","139.667025450392","35.7041170503146","支援制度_給付金_情報"
"18","区民部","産業振興課","中野区人材確保総合支援事業補助金","中小企業者の人材の確保に資する取組に要する経費の一部を補助","事業者","主たる事業所または本店の所在地が区内にある法人。主たる事業所が区内にある個人事業主。","補助率1/2","補助率3/4","補助メニューにより異なる。","随時（予算が上限に達した時点で受付終了）","中野区人材確保総合支援事業補助金交付要綱","中野区人材確保総合支援事業補助金","https://www.city.tokyo-nakano.lg.jp/jigyosha/sangyoshinko/josei/0237195220240701181443750.html","","","139.667025450392","35.7041170503146","支援制度_給付金_情報"
"19","区民部","産業振興課","中野区信用保証料補助","中野区産業経済融の創業支援資金を利用する際の信用保証料を補助","事業者","中野区産業経済融の創業支援資金を利用する者","信用保証料の1/3","信用保証料の1/3","","随時","中野区信用保証料補助要綱","中野区信用保証料補助","https://www.city.tokyo-nakano.lg.jp/jigyosha/osirase/sougyousiensikin.html","","","139.667025450392","35.7041170503146","支援制度_給付金_情報"
"20","子ども教育部","子育て支援課","児童手当","中学校3学年修了前の児童を対象に手当を支給。","個人","中学校3学年修了前の児童を養育する方。","5,000円/1人","1.5万円/1人","所得制限あり。","随時","児童手当法","児童手当制度","","令和６年度制度改正を予定","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"21","子ども教育部","子育て支援課","児童扶養手当","ひとり親家庭等へ手当を支給。国制度。","個人","18歳に達する日以後の最初の3月31日までの間にある(障害がある場合は20歳未満)児童を養育するひとり親等。","3,230円/1人。第3子の場合。","45,500円/1人","所得制限、その他要件あり。
障害に一定程度の基準あり。","随時","児童扶養手当法","児童扶養手当制度","","令和６年度制度改正を予定","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"22","子ども教育部","子育て支援課","児童育成手当/障害手当","ひとり親家庭等や障害がある児童を対象に手当を支給。都制度。","個人","育成手当：18歳に達する日以後の最初の3月31日までの間にある児童を養育するひとり親等。障害手当：20未満で障害がある児童を養育する方。","育成手当：13,500円/1人。障害手当：15,500円/1人。","育成手当：13,500円/1人。障害手当：15,500円/1人。","所得制限、その他要件あり。
障害に一定程度の基準あり。","随時","東京都児童育成手当に関する条例","児童育成手当制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"23","子ども教育部","子育て支援課","特別児童扶養手当","障害がある児童を対象に手当を支給。国制度。","個人","20歳未満で障害がある児童を養育する方。","36,860円/1 人","55,350円/1人","所得制限、その他要件あり。
障害に一定程度の基準あり。","随時","特別児童扶養手当等の支給に関する法律","特別児童扶養手当制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"24","子ども教育部","子育て支援課","実質ひとり親家庭への子育て支援給付金","離婚調停中の実質ひとり親家庭の児童を対象に給付金を支給。区制度。","個人","18歳に達する日以後の最初の3月31日までの間にある児童を養育する方。","10万円/1人。","10万円/1人。","所得制限、その他要件あり。","随時","中野区実質ひとり親家庭への子育て支援給付事業実施要綱","中野区実質ひとり親家庭への子育て支援給付事業","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"25","子ども教育部","子育て支援課","子ども医療費助成（マル乳・マル子・マル青）","０歳から１８歳に達する日以後最初の３月３１日までの間にある児童に対し、医療費を助成する","個人","０歳から１８歳に達する日以後の最初の３月３１日までの間にある児童（生活保護受給者等を除く）","マル乳：医療費の２割
マル子・マル青：医療費の３割","マル乳：医療費の２割
マル子・マル青：医療費の３割","","随時","中野区子どもの医療費の助成に関する条例","子どもの医療費助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"26","子ども教育部","子育て支援課","ひとり親家庭等医療費助成（マル親）","１８歳未満の子どものいるひとり親家庭等に対し、医療費を助成する","個人","１８歳未満の子どものいるひとり親家庭等（生活保護受給者等を除く）","非課税：医療費の３割
課税：医療費の２割","非課税：医療費の３割
課税：医療費の２割","所得制限、その他要件あり。
障害に一定程度の基準あり。","随時","中野区ひとり親家庭等の医療費の助成に関する条例","ひとり親家庭等医療費助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"27","子ども教育部","子育て支援課","自立支援医療(育成医療)","児童福祉法第4条第2項に規定する身体に障害のある児童（障害に係る医療を行わないときは将来障害を残すと認めれる疾患がある児童を含む）で、入院・手術によって確実に機能回復が見込まれるものに対して、必要な医療（自立支援医療）費の支給を行う","個人","満18歳未満の方で、現在下記の機能障害があり（治療をしないと将来機能障害がみこまれるものも含む）、入院・手術により機能回復が見込まれる方
1　肢体不自由　2　視覚障害　3　聴覚・平衡機能障害　4　音声・言語・そしゃく機能障害　5　心臓機能障害　6　腎臓機能障害　7　小腸機能障害　8　肝臓機能障害　9　その他内臓機能障害　10　ヒト免疫不全ウイルスによる免疫機能の障害","対象となる医療のうち、1割を除く額","","所得制限あり（課税状況等により、月あたり負担額の上限額を設定）","随時","障害者の日常生活及び社会生活を総合的に支援するための法律","自立支援医療(育成医療)制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"28","子ども教育部","子育て支援課","療育給付","骨関節結核、またはその他の結核にかかっている18歳未満の方が入院した場合に、必要な医療給付及び日用品・学用品の給付","個人","骨関節結核、またはその他の結核にかかっている18歳未満の方で、その治療のため医師が長期入院を認めた方。","","","所得制限あり（課税状況等により、月あたり負担額の上限額を設定）","随時","児童福祉法","療育給付制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"29","子ども教育部","子育て支援課","養育医療","赤ちゃんの出生時体重が2000グラム以下などで、医師が認め、指定医療機関で受療されている方に必要な医療給付を行うもの","個人","指定医療機関に入院し、次の(1)または(2)に該当する方。
 (1)出生時体重が2,000グラム以下の者。(2)生活力が特に薄弱であって、運動不安・けいれん・チアノーゼ・呼吸数の異常・嘔吐・血性吐物・血性便・強い黄疸等の症状を示す者。
※既に医療機関窓口での精算が済んでいる場合は対象となりません。","","","所得制限あり（課税状況等により、月あたり負担額の上限額を設定）","随時","母子保健法・中野区未熟児養育事業実施要綱","未熟児養育医療制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"30","子ども教育部","子育て支援課","小児慢性特定疾病医療費助成","区内に在住している18歳未満の厚生労働大臣が指定する小児慢性特定疾病にり患している方に対する医療費助成。
ただし、18歳に達した時点で医療券を有し、引き続き医療を受ける必要がある場合（継続して医療券を有する者）に限り、20歳未満の方も対象になります。","個人","次の2つの条件を両方満たす方
（1）申請者が中野区内に在住（住民登録がされていること。）している満18歳未満の方
※18歳に達した時点で小児慢性特定疾病医療受給者証を有し、かつ引き続き有効な医療受給者証を有する方に限り満20歳未満まで延長可能。
（2）小児慢性特定疾病医療支援事業の対象疾患にかかっており、かつ、別に定める認定基準に該当する方","","","・所得制限あり（課税状況等により、月あたり負担額の上限額を設定）
・疾病ごとに国が定める認定基準
・成長ホルモン認定基準
・重症認定基準
・人工呼吸器等装着者認定基準","随時","児童福祉法","小児慢性特定疾病医療費助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"31","子ども教育部","子育て支援課","妊娠高血圧症候群等の医療費助成","妊娠高血圧症候群及のの療養に要する医療費(保険適用時の自己負担分)を助成","個人","妊娠高血圧症候群及びその関連疾患、糖尿病及び妊娠糖尿病、貧血、参加出血または心疾患に係っている妊産婦であって、認定基準を満たし、母体または胎児の保護のため医療機関に入院して治療を受ける必要のある者で次のいずれかに該当する人（１）前年の所得税額が3万円以下の世帯に属する人（２）入院見込み期間が26日以上の者","入院治療に要する医療保険の自己負担分(食事代は自己負担）","","所得制限あり","随時","東京都妊娠高血圧症候群等に係る医療費助成実施要項","妊娠高血圧症候群等に係る医療費助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"32","子ども教育部","子育て支援課","特定不妊治療費助成（先進医療）","東京都特定不妊治療（先進医療）助成事業の承認決定を令和6年4月以降に受けた方に対し、保険診療の特定不妊治療と併せて実施された先進医療に係る医療費の一部を助成","個人","東京都特定不妊治療（先進医療）費助成事業の給付を受けた夫婦","","50,000円","申請時、中野区に住民票のある夫婦（事実婚含む）","東京都の決定から1年以内。","中野区特定不妊治療費（先進医療）助成金交付要綱","中野区特定不妊治療費（先進医療）助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"33","子ども教育部","子育て支援課","不妊検査等助成","不妊検査・一般不妊治療等（タイミング指導、薬物療法、人工授精等）に係る医療費の一部を助成","個人","東京都不妊検査等治療費助成事業の給付を受けた夫婦","","25,000円","申請時、中野区に住民票のある夫婦（事実婚含む）","東京都の決定から１年以内","中野区不妊検査等助成金交付要綱","中野区不妊検査等助成制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"34","子ども教育部","子育て支援課","母子家庭等自立支援訓教育練給付金","母子家庭の母及び父子家庭の父が、就業につながる能力開発のために教育訓練指定講座を受講した場合、入学料及び受講料の6割相当額を受講後に支給する。","個人","20歳未満の子どもを養育している区内在住のひとり親で、教育訓練講座を受講することが、適職に就くために必要と認められる方","","","・所得制限あり
・事前相談により対象者を決定","随時","中野区母子家庭等自立支援教育訓練給付金事業実施要綱","母子家庭等自立支援訓教育練給付金事業","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"35","子ども教育部","子育て支援課","母子家庭等高等職業訓練促進給付金","母子家庭の母及び父子家庭の父が、就業に結びつきやすい資格を取得するため、養成機関において修業する場合、給付金を支給する。","個人","20歳未満の子どもを養育している区内在住のひとり親で、養成機関において６カ月以上の養成課程を修業し資格の取得が見込まれる方","月額70,500円","月額100,000円","・所得制限あり
・事前相談により対象者を決定","随時","中野区母子家庭等高等職業訓練促進給付金等事業実施要綱","母子家庭等高等職業訓練促進給付金等事業","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"36","子ども教育部","子育て支援課","ひとり親家庭住宅支援補助金交付事業","区内転居をした際にかかった引越費用や初期費用等の一部を補助","個人","18歳（高校3年生等）までの子を養育している区内在住のひとり親または実質ひとり親の方","","30万円/1人","所得制限、その他要件あり。","随時","中野区ひとり親家庭住宅支援補助金交付要綱","中野区ひとり親家庭住宅支援補助金交付事業","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"37","地域支えあい推進部","地域活動推進課","政策助成","区民団体の行う公益活動を推進するため区が行う政策に合致し、区政目標の実現に貢献する活動について助成","個人","区内の公益的団体","","補助率２／３
１事業２０万円まで","１団体あたり年間２事業まで申請可能","４月","中野区区民公益活動の推進に関する条例","政策助成","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"38","地域支えあい推進部","地域活動推進課","業務委託の提案制度","区民団体の活動の経験から、区の業務として実施することが望ましいと考える業務を区に提案できる制度","個人","区内の公益的団体","","なし","１団体あたり年間１業務応募可能","６月","中野区区民公益活動の推進に関する条例","業務委託の提案制度","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"39","地域支えあい推進部","地域活動推進課","チャレンジ基金助成","区民の新たな公益活動を推進するため、立ち上げ後１年未満の区内公益活動団体が実施する事業について助成","個人","区内の公益的団体（活動実績１年未満）","","補助率１０／１０
２０万円まで","１団体あたり年間１事業まで申請可能","４月","中野区区民公益活動の推進に関する条例","区民公益活動推進基金からの助成
（チャレンジ基金助成）","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"40","地域支えあい推進部","地域包括ケア推進課","中野区住民主体サービス事業補助金","介護予防・日常生活支援総合事業の住民主体サービスを担う「住民主体サービス事業実施団体」として登録した団体の立ち上げ支援費、運営費の経費の一部を補助","個人","住民主体サービス事業実施団体に登録した団体","各区分の上限額までは全額","1.立ち上げ支援費：100,000円
2.運営費：528,000円","「住民主体サービス事業実施団体」に登録していること
1.立ち上げ支援費
1団体につき1事業1回
2.運営費
開始月と「住民主体対象者」の参加延べ人数によって金額が異なる。
例1：4月スタート（12か月）の場合
481人以上　528,000円
241人以上480人以下　432,000円
48人以上240人以下　336,000円
例2：３月スタート（1か月）の場合
41人以上　44,000円
21人以上40人以下　36,000円
4人以上20人以下　28,000円","4月1日から２月末まで随時","1.中野区介護予防・日常生活支援総合事業実施要綱
2.中野区住民主体サービス事業実施要綱
3.中野区住民主体サービス事業補助金交付要綱","中野区住民主体サービス事業補助金","https://www.city.tokyo-nakano.lg.jp/kenko_hukushi/kourei/kaigoyobo/jyuminsyutai.html","「住民主体対象者」とは以下の３つのいずれかに該当すること
1.要支援1･2の認定を受けた人
2.基本チェックリストで介護予防・生活支援サービス事業対象者と判定された人
3.継続的にサービスを利用していて新たに要介護認定を受けた人","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"41","地域支えあい推進部","地域包括ケア推進課","中野区家事育児支援サポーター養成講座受講費用助成金","区が定める講座を受講した家事育児支援サポーターに対し受講費要の一部を助成","個人","区が指定する委託事業者と雇用関係にある家事育児支援サポーター","対象経費の1/2","20万円","1申請当たり上限額20万円","随時","・とうきょうママパパ応援事業実施要綱
・中野区家事育児支援サポーター養成講座受講費要助成金要綱","中野区家事育児支援サポーター養成講座受講費用助成金","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"42","地域支えあい推進部","地域包括ケア推進課","育児パッケージ「子ども商品券」","妊娠中に面接を受けた妊婦に対して、１万円相当の子ども商品券を配布","個人","次のいずれかに該当する方
対象者1　かんがるー面接（妊産期相談支援事業）でかんがるープラン（支援プラン）を作成された方
対象者2　妊娠届出後、かんがるー面接（妊産期相談支援事業）を行う前に出産された方（早産）
対象者3　妊娠届出後、面接（妊産期相談支援事業）を行う前に流産・死産された方　※子ども商品券とは別の商品券を支給。","１万円
相当","１万円
相当","妊婦一人あたり1万円
※多胎児を妊娠している妊婦は胎児の数分１万円加算","随時","・とうきょうママパパ応援事業実施要綱
・中野区出産・子育て応援事業実施要綱","妊産期相談支援事業","https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/ninshin/teate_zyosei/0686121120240129162751361.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"43","地域支えあい推進部","地域包括ケア推進課","出産・子育て応援ギフト","妊娠中に面接（かんがるー面接）を受けた方には「出産応援ギフト」、新生児訪問（こんにちは赤ちゃん訪問）を受けた方には「子育て応援ギフト」を配布","個人","妊娠中に面接（かんがるー面接）を受けた方、新生児訪問（こんにちは赤ちゃん訪問）を受けた方
また、下記1.2を両方満たす方です。
1.令和5年4月1日以降に中野区に住民登録のある方
2.転入前の自治体で受け取っていない方","5万円
相当","1０万円
相当","出産応援ギフト 妊婦一人あたり5万円
子育て応援ギフト お子さん1人あたり10万円相当 ※多胎児を妊娠している妊婦は胎児の数分１万円加算","随時","・とうきょうママパパ応援事業実施要綱
・中野区出産・子育て応援事業実施要綱","妊産期相談支援事業","https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/ninshin/teate_zyosei/gift.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"44","地域支えあい推進部","地域包括ケア推進課","ファーストバースデーサポート事業","１歳前後の子どものいる家庭に対し、
ファーストバースデーサポート用カタログギフト及び子ども商品券","個人","健診など行政が関わる機会が少ない１歳前後の子どもがいる家庭に事前アンケートを実施。そのアンケートの回答があった世帯","１万円
相当","3万円
相当","・第１子カタログギフト１万円分
・第２子１万円分＋子ども商品券１万円分
・カタログギフト１万円分＋子ども商品券２万円分
養育する児童の人数により、上限額は異なる","随時","・とうきょうママパパ応援事業実施要綱","ファーストバースデーサポート事業","https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/mokuteki/teate/shien/1sai.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"45","地域支えあい推進部","地域包括ケア推進課","多胎児家庭移動経費補助事業","３歳未満の多胎児を育てる家庭へ１世帯あたり年１回こども商品券を支給","個人","3歳未満の多胎児家庭","2万４千円","2万４千円","1申請当たり上限額２万４千円","随時","・とうきょうママパパ応援事業実施要綱","多胎児家庭支援事業","https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/syussan/sangoshien/tataijikazoku.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"46","地域支えあい推進部","地域包括ケア推進課","母子保健衛生費国庫補助金","近年の少子化、核家族化、女性の社会進出等に伴い、子どもが健やかに生まれ育つための環境づくりの推進を図ることは重要な課題であり、このような課題に対応し、次世代育成支援対策
の推進等に必要な総合的な施策を実施する。","自治体","都道府県、市区町村が行う妊娠・出産包括支援事業など","対象事業による","対象事業による","対象事業による","国が決定","母子保健医療対策総合支援事業実施要綱","母子保健衛生費国庫補助金","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"47","地域支えあい推進部","地域包括ケア推進課","とうきょうママパパ応援事業","全ての子育て家庭に対して妊娠期から行政の専門 職が関わることにより、 出産・ 子育て に関する不安を軽減するとともに、各家庭のニーズに応じた支援を 妊娠期から 子育て期にわたって切れ目なく 行うことにより、 妊婦並びに 乳幼児及び その保護者 の心身の健康の保持及び増進を図る。","自治体","区市町村が行うとうきょうママパパ応援事業","対象事業による","対象事業による","対象事業による","都が決定","とうきょうママパパ応援事業実施要項","とうきょうママパパ
応援事業補助金交付要綱","","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"48","環境部","環境課","中野区省エネルギー設備等の設置に係る補助金","省エネルギー設備等の設置費の一部を補助","個人","区民以外にも管理組合等、地縁団体、法人事業者（大企業除く）、個人事業主が対象","","15万円","補助金額の詳細
・太陽光発電システム：上限15万円
・蓄電システム：上限10万円
・高断熱窓とドア：経費の1/2（上限15万円）
・家庭用燃料電池システム（エネファーム）：10万円
・自然冷媒ヒートポンプ給湯機（エコキュート）：5万円","令和６年４月～令和７年２月","中野区地球温暖化防止条例","中野区省エネルギー設備等の設置に係る補助金交付制度","https://www.city.tokyo-nakano.lg.jp/kurashi/kankyo/ondankataisaku/0686241120240301112636655.html","予算がなくなり次第終了","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"49","環境部","環境課","保護指定樹木等の維持管理に係る補助金","保護指定樹木等に係る剪定等の維持管理の経費の一部を補助","所有者（管理者）","保護指定樹木等における所有者・管理者","保護樹木：１万円/１本
保護樹林：3万～８万円
生け垣：1,000円/１ｍ","","各種保護指定要件あり","随時","中野区みどりの保護と育成に関する条例","保護指定樹木・樹林・生け垣助成制度","https://www.city.tokyo-nakano.lg.jp/kurashi/kankyo/ondankataisaku/ryokka/jyumoku-hogo.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
"50","環境部","環境課","生け垣・植樹帯設置助成","生け垣・植樹帯の設置に係る経費の一部を補助","個人","生け垣・植樹帯を新たに設置する区民","1万円/１ｍ","３０万円","延長２ｍ以上の連続した生け垣・植樹帯の設置","随時","中野区みどりの保護と育成に関する条例","生け垣・植樹帯設置助成制度","https://www.city.tokyo-nakano.lg.jp/kurashi/kankyo/ondankataisaku/ryokka/ikegaki-jyosei.html","","中野区中野4-8-1","139.663737226103","35.7068716920706","支援制度_給付金_情報"
