年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／女／平成15年１～３月平均,2003,01～03,69,260,‐,‐,‐,82,‐,‐,‐,‐,‐,298,‐
実数／女／平成15年４～６月平均,2003,04～06,103,242,‐,‐,‐,85,‐,‐,‐,‐,‐,328,‐
実数／女／平成15年７～９月平均,2003,07～09,71,222,‐,‐,‐,115,‐,‐,‐,‐,‐,361,‐
実数／女／平成15年10～12月平均,2003,10～12,70,269,‐,‐,‐,108,‐,‐,‐,‐,‐,344,‐
実数／女／平成16年１～３月平均,2004,01～03,75,245,‐,‐,‐,112,‐,‐,‐,‐,‐,304,‐
実数／女／平成16年４～６月平均,2004,04～06,114,231,‐,‐,‐,107,‐,‐,‐,‐,‐,330,‐
実数／女／平成16年７～９月平均,2004,07～09,82,218,‐,‐,‐,125,‐,‐,‐,‐,‐,356,‐
実数／女／平成16年10～12月平均,2004,10～12,79,233,‐,‐,‐,130,‐,‐,‐,‐,‐,396,‐
実数／女／平成17年１～３月平均,2005,01～03,82,233,‐,‐,‐,106,‐,‐,‐,‐,‐,349,‐
実数／女／平成17年４～６月平均,2005,04～06,70,247,‐,‐,‐,87,‐,‐,‐,‐,‐,414,‐
実数／女／平成17年７～９月平均,2005,07～09,54,240,‐,‐,‐,120,‐,‐,‐,‐,‐,398,‐
実数／女／平成17年10～12月平均,2005,10～12,58,259,‐,‐,‐,122,‐,‐,‐,‐,‐,405,‐
実数／女／平成18年１～３月平均,2006,01～03,82,259,‐,‐,‐,97,‐,‐,‐,‐,‐,335,‐
実数／女／平成18年４～６月平均,2006,04～06,74,248,‐,‐,‐,85,‐,‐,‐,‐,‐,411,‐
実数／女／平成18年７～９月平均,2006,07～09,55,256,‐,‐,‐,108,‐,‐,‐,‐,‐,406,‐
実数／女／平成18年10～12月平均,2006,10～12,65,243,‐,‐,‐,104,‐,‐,‐,‐,‐,394,‐
実数／女／平成19年１～３月平均,2007,01～03,80,274,‐,‐,‐,95,‐,‐,‐,‐,‐,351,‐
実数／女／平成19年４～６月平均,2007,04～06,73,247,‐,‐,‐,93,‐,‐,‐,‐,‐,368,‐
実数／女／平成19年７～９月平均,2007,07～09,62,226,‐,‐,‐,124,‐,‐,‐,‐,‐,378,‐
実数／女／平成19年10～12月平均,2007,10～12,61,221,‐,‐,‐,123,‐,‐,‐,‐,‐,395,‐
実数／女／平成20年１～３月平均,2008,01～03,83,253,139,69,550,126,99,126,271,124,166,352,274
実数／女／平成20年４～６月平均,2008,04～06,74,226,116,56,601,125,86,117,246,140,168,387,272
実数／女／平成20年７～９月平均,2008,07～09,67,218,139,52,538,132,76,127,256,156,194,417,283
実数／女／平成20年10～12月平均,2008,10～12,72,233,171,57,510,111,75,183,230,160,165,415,313
実数／女／平成21年１～３月平均,2009,01～03,72,242,165,65,528,125,91,152,258,140,160,355,281
実数／女／平成21年４～６月平均,2009,04～06,76,221,136,64,545,135,81,137,267,159,185,400,268
実数／女／平成21年７～９月平均,2009,07～09,68,211,134,51,532,129,76,127,267,160,188,426,279
実数／女／平成21年10～12月平均,2009,10～12,58,202,154,129,530,111,78,156,245,147,179,406,298
実数／女／平成22年１～３月平均,2010,01～03,60,194,165,107,533,129,91,156,250,135,180,396,267
実数／女／平成22年４～６月平均,2010,04～06,65,222,150,57,529,136,81,150,257,162,191,421,272
実数／女／平成22年７～９月平均,2010,07～09,50,239,146,58,487,139,84,125,251,154,178,431,271
対前年・前年同期増減数／男女計／平成15年平均,2003,,-9,-66,‐,‐,‐,-2,‐,‐,‐,‐,‐,53,‐
対前年・前年同期増減数／男女計／平成16年平均,2004,,11,-40,‐,‐,‐,25,‐,‐,‐,‐,‐,10,‐
対前年・前年同期増減数／男女計／平成17年平均,2005,,-22,28,‐,‐,‐,-13,‐,‐,‐,‐,‐,58,‐
対前年・前年同期増減数／男女計／平成18年平均,2006,,-9,-1,‐,‐,‐,-8,‐,‐,‐,‐,‐,-7,‐
対前年・前年同期増減数／男女計／平成19年平均,2007,,24,39,‐,‐,‐,25,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男女計／平成20年平均,2008,,10,-9,‐,‐,‐,30,‐,‐,‐,‐,‐,21,‐
対前年・前年同期増減数／男女計／平成21年平均,2009,,-31,-58,23,29,-42,-7,-9,7,13,4,19,18,-49
対前年・前年同期増減数／男女計／平成15年１～３月平均,2003,01～03,-2,-49,‐,‐,‐,-25,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男女計／平成15年４～６月平均,2003,04～06,15,-106,‐,‐,‐,-5,‐,‐,‐,‐,‐,18,‐
対前年・前年同期増減数／男女計／平成15年７～９月平均,2003,07～09,-11,-72,‐,‐,‐,-12,‐,‐,‐,‐,‐,77,‐
対前年・前年同期増減数／男女計／平成15年10～12月平均,2003,10～12,-37,-35,‐,‐,‐,32,‐,‐,‐,‐,‐,102,‐
対前年・前年同期増減数／男女計／平成16年１～３月平均,2004,01～03,0,-46,‐,‐,‐,51,‐,‐,‐,‐,‐,3,‐
対前年・前年同期増減数／男女計／平成16年４～６月平均,2004,04～06,9,-78,‐,‐,‐,-1,‐,‐,‐,‐,‐,-2,‐
対前年・前年同期増減数／男女計／平成16年７～９月平均,2004,07～09,25,11,‐,‐,‐,8,‐,‐,‐,‐,‐,-2,‐
対前年・前年同期増減数／男女計／平成16年10～12月平均,2004,10～12,8,-47,‐,‐,‐,43,‐,‐,‐,‐,‐,41,‐
対前年・前年同期増減数／男女計／平成17年１～３月平均,2005,01～03,-28,-61,‐,‐,‐,-25,‐,‐,‐,‐,‐,52,‐
対前年・前年同期増減数／男女計／平成17年４～６月平均,2005,04～06,-48,79,‐,‐,‐,-5,‐,‐,‐,‐,‐,104,‐
対前年・前年同期増減数／男女計／平成17年７～９月平均,2005,07～09,-9,69,‐,‐,‐,1,‐,‐,‐,‐,‐,64,‐
対前年・前年同期増減数／男女計／平成17年10～12月平均,2005,10～12,-2,23,‐,‐,‐,-24,‐,‐,‐,‐,‐,14,‐
対前年・前年同期増減数／男女計／平成18年１～３月平均,2006,01～03,-13,59,‐,‐,‐,-6,‐,‐,‐,‐,‐,-27,‐
対前年・前年同期増減数／男女計／平成18年４～６月平均,2006,04～06,26,17,‐,‐,‐,-7,‐,‐,‐,‐,‐,1,‐
対前年・前年同期増減数／男女計／平成18年７～９月平均,2006,07～09,-22,-39,‐,‐,‐,8,‐,‐,‐,‐,‐,10,‐
対前年・前年同期増減数／男女計／平成18年10～12月平均,2006,10～12,-27,-42,‐,‐,‐,-24,‐,‐,‐,‐,‐,-14,‐
対前年・前年同期増減数／男女計／平成19年１～３月平均,2007,01～03,11,61,‐,‐,‐,9,‐,‐,‐,‐,‐,32,‐
対前年・前年同期増減数／男女計／平成19年４～６月平均,2007,04～06,37,29,‐,‐,‐,14,‐,‐,‐,‐,‐,-34,‐
対前年・前年同期増減数／男女計／平成19年７～９月平均,2007,07～09,17,-8,‐,‐,‐,37,‐,‐,‐,‐,‐,-21,‐
対前年・前年同期増減数／男女計／平成19年10～12月平均,2007,10～12,28,74,‐,‐,‐,38,‐,‐,‐,‐,‐,23,‐
対前年・前年同期増減数／男女計／平成20年１～３月平均,2008,01～03,39,-11,‐,‐,‐,65,‐,‐,‐,‐,‐,-10,‐
対前年・前年同期増減数／男女計／平成20年４～６月平均,2008,04～06,-52,-81,‐,‐,‐,70,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男女計／平成20年７～９月平均,2008,07～09,12,15,‐,‐,‐,17,‐,‐,‐,‐,‐,52,‐
対前年・前年同期増減数／男女計／平成20年10～12月平均,2008,10～12,42,43,‐,‐,‐,-32,‐,‐,‐,‐,‐,39,‐
対前年・前年同期増減数／男女計／平成21年１～３月平均,2009,01～03,-25,-5,60,-31,-18,-18,-6,17,-11,9,-8,28,-23
対前年・前年同期増減数／男女計／平成21年４～６月平均,2009,04～06,-31,-48,62,5,-105,-8,-10,27,40,30,24,46,-41
対前年・前年同期増減数／男女計／平成21年７～９月平均,2009,07～09,-35,-72,-28,50,-9,-10,-3,17,27,-1,-4,14,-76
対前年・前年同期増減数／男女計／平成21年10～12月平均,2009,10～12,-32,-110,-3,91,-36,10,-17,-32,-4,-18,65,-14,-57
対前年・前年同期増減数／男女計／平成22年１～３月平均,2010,01～03,-23,-146,-1,58,-22,-23,-22,7,-22,-10,44,69,-17
対前年・前年同期増減数／男女計／平成22年４～６月平均,2010,04～06,-42,-31,67,17,-87,-5,-6,10,-8,-5,-15,23,-23
対前年・前年同期増減数／男女計／平成22年７～９月平均,2010,07～09,-54,-9,54,22,-76,20,-8,10,-27,-17,12,13,-18
対前年・前年同期増減数／男／平成15年平均,2003,,-11,-42,‐,‐,‐,16,‐,‐,‐,‐,‐,12,‐
対前年・前年同期増減数／男／平成16年平均,2004,,2,-23,‐,‐,‐,4,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成17年平均,2005,,-1,14,‐,‐,‐,-3,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男／平成18年平均,2006,,-12,-8,‐,‐,‐,3,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成19年平均,2007,,24,49,‐,‐,‐,14,‐,‐,‐,‐,‐,14,‐
対前年・前年同期増減数／男／平成20年平均,2008,,5,0,‐,‐,‐,15,‐,‐,‐,‐,‐,1,‐
対前年・前年同期増減数／男／平成21年平均,2009,,-25,-44,17,10,-26,-8,-7,3,5,-2,15,14,-45
対前年・前年同期増減数／男／平成15年１～３月平均,2003,01～03,8,-25,‐,‐,‐,-3,‐,‐,‐,‐,‐,6,‐
対前年・前年同期増減数／男／平成15年４～６月平均,2003,04～06,-5,-59,‐,‐,‐,25,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成15年７～９月平均,2003,07～09,-14,-51,‐,‐,‐,4,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男／平成15年10～12月平均,2003,10～12,-34,-32,‐,‐,‐,41,‐,‐,‐,‐,‐,33,‐
対前年・前年同期増減数／男／平成16年１～３月平均,2004,01～03,-6,-32,‐,‐,‐,21,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成16年４～６月平均,2004,04～06,-2,-66,‐,‐,‐,-24,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成16年７～９月平均,2004,07～09,14,15,‐,‐,‐,-3,‐,‐,‐,‐,‐,4,‐
対前年・前年同期増減数／男／平成16年10～12月平均,2004,10～12,-1,-11,‐,‐,‐,20,‐,‐,‐,‐,‐,-11,‐
対前年・前年同期増減数／男／平成17年１～３月平均,2005,01～03,-35,-48,‐,‐,‐,-19,‐,‐,‐,‐,‐,7,‐
対前年・前年同期増減数／男／平成17年４～６月平均,2005,04～06,-4,62,‐,‐,‐,14,‐,‐,‐,‐,‐,19,‐
対前年・前年同期増減数／男／平成17年７～９月平均,2005,07～09,19,47,‐,‐,‐,7,‐,‐,‐,‐,‐,22,‐
対前年・前年同期増減数／男／平成17年10～12月平均,2005,10～12,18,-3,‐,‐,‐,-15,‐,‐,‐,‐,‐,5,‐
対前年・前年同期増減数／男／平成18年１～３月平均,2006,01～03,-14,33,‐,‐,‐,3,‐,‐,‐,‐,‐,-14,‐
対前年・前年同期増減数／男／平成18年４～６月平均,2006,04～06,22,17,‐,‐,‐,-4,‐,‐,‐,‐,‐,4,‐
対前年・前年同期増減数／男／平成18年７～９月平均,2006,07～09,-23,-55,‐,‐,‐,20,‐,‐,‐,‐,‐,2,‐
対前年・前年同期増減数／男／平成18年10～12月平均,2006,10～12,-33,-25,‐,‐,‐,-6,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成19年１～３月平均,2007,01～03,15,47,‐,‐,‐,12,‐,‐,‐,‐,‐,18,‐
対前年・前年同期増減数／男／平成19年４～６月平均,2007,04～06,38,30,‐,‐,‐,6,‐,‐,‐,‐,‐,9,‐
対前年・前年同期増減数／男／平成19年７～９月平均,2007,07～09,10,22,‐,‐,‐,21,‐,‐,‐,‐,‐,7,‐
対前年・前年同期増減数／男／平成19年10～12月平均,2007,10～12,32,95,‐,‐,‐,19,‐,‐,‐,‐,‐,22,‐
対前年・前年同期増減数／男／平成20年１～３月平均,2008,01～03,34,9,‐,‐,‐,33,‐,‐,‐,‐,‐,-11,‐
対前年・前年同期増減数／男／平成20年４～６月平均,2008,04～06,-52,-60,‐,‐,‐,37,‐,‐,‐,‐,‐,-18,‐
対前年・前年同期増減数／男／平成20年７～９月平均,2008,07～09,7,22,‐,‐,‐,8,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男／平成20年10～12月平均,2008,10～12,31,31,‐,‐,‐,-20,‐,‐,‐,‐,‐,19,‐
対前年・前年同期増減数／男／平成21年１～３月平均,2009,01～03,-12,6,34,-27,4,-17,1,-11,2,-7,-1,24,-30
対前年・前年同期増減数／男／平成21年４～６月平均,2009,04～06,-34,-43,42,-3,-49,-17,-6,8,19,10,7,32,-36
対前年・前年同期増減数／男／平成21年７～９月平均,2009,07～09,-36,-64,-23,51,-3,-7,-4,18,17,-5,3,6,-71
対前年・前年同期増減数／男／平成21年10～12月平均,2009,10～12,-18,-79,15,20,-57,10,-20,-4,-18,-5,51,-4,-42
対前年・前年同期増減数／男／平成22年１～３月平均,2010,01～03,-12,-98,0,17,-26,-27,-21,4,-14,-5,24,28,-3
対前年・前年同期増減数／男／平成22年４～６月平均,2010,04～06,-31,-32,53,24,-70,-7,-5,-3,3,-8,-21,2,-27
対前年・前年同期増減数／男／平成22年７～９月平均,2010,07～09,-36,-37,42,14,-30,11,-14,10,-12,-11,22,7,-10
対前年・前年同期増減数／女／平成15年平均,2003,,2,-23,‐,‐,‐,-20,‐,‐,‐,‐,‐,40,‐
対前年・前年同期増減数／女／平成16年平均,2004,,10,-17,‐,‐,‐,22,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／女／平成17年平均,2005,,-22,13,‐,‐,‐,-10,‐,‐,‐,‐,‐,46,‐
対前年・前年同期増減数／女／平成18年平均,2006,,3,6,‐,‐,‐,-10,‐,‐,‐,‐,‐,-5,‐
対前年・前年同期増減数／女／平成19年平均,2007,,0,-9,‐,‐,‐,10,‐,‐,‐,‐,‐,-14,‐
対前年・前年同期増減数／女／平成20年平均,2008,,5,-9,‐,‐,‐,15,‐,‐,‐,‐,‐,20,‐
対前年・前年同期増減数／女／平成21年平均,2009,,-6,-14,6,18,-16,1,-2,4,8,7,5,4,-5
対前年・前年同期増減数／女／平成15年１～３月平均,2003,01～03,-11,-23,‐,‐,‐,-23,‐,‐,‐,‐,‐,7,‐
対前年・前年同期増減数／女／平成15年４～６月平均,2003,04～06,21,-49,‐,‐,‐,-30,‐,‐,‐,‐,‐,21,‐
対前年・前年同期増減数／女／平成15年７～９月平均,2003,07～09,3,-20,‐,‐,‐,-17,‐,‐,‐,‐,‐,63,‐
対前年・前年同期増減数／女／平成15年10～12月平均,2003,10～12,-3,-3,‐,‐,‐,-9,‐,‐,‐,‐,‐,70,‐
対前年・前年同期増減数／女／平成16年１～３月平均,2004,01～03,6,-15,‐,‐,‐,30,‐,‐,‐,‐,‐,6,‐
対前年・前年同期増減数／女／平成16年４～６月平均,2004,04～06,11,-11,‐,‐,‐,22,‐,‐,‐,‐,‐,2,‐
対前年・前年同期増減数／女／平成16年７～９月平均,2004,07～09,11,-4,‐,‐,‐,10,‐,‐,‐,‐,‐,-5,‐
対前年・前年同期増減数／女／平成16年10～12月平均,2004,10～12,9,-36,‐,‐,‐,22,‐,‐,‐,‐,‐,52,‐
対前年・前年同期増減数／女／平成17年１～３月平均,2005,01～03,7,-12,‐,‐,‐,-6,‐,‐,‐,‐,‐,45,‐
対前年・前年同期増減数／女／平成17年４～６月平均,2005,04～06,-44,16,‐,‐,‐,-20,‐,‐,‐,‐,‐,84,‐
対前年・前年同期増減数／女／平成17年７～９月平均,2005,07～09,-28,22,‐,‐,‐,-5,‐,‐,‐,‐,‐,42,‐
対前年・前年同期増減数／女／平成17年10～12月平均,2005,10～12,-21,26,‐,‐,‐,-8,‐,‐,‐,‐,‐,9,‐
