年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／男／平成17年７～９月平均,2005,07～09,342,581,‐,‐,‐,98,‐,‐,‐,‐,‐,113,‐
実数／男／平成17年10～12月平均,2005,10～12,329,492,‐,‐,‐,131,‐,‐,‐,‐,‐,99,‐
実数／男／平成18年１～３月平均,2006,01～03,305,548,‐,‐,‐,110,‐,‐,‐,‐,‐,90,‐
実数／男／平成18年４～６月平均,2006,04～06,353,606,‐,‐,‐,117,‐,‐,‐,‐,‐,102,‐
実数／男／平成18年７～９月平均,2006,07～09,331,526,‐,‐,‐,120,‐,‐,‐,‐,‐,125,‐
実数／男／平成18年10～12月平均,2006,10～12,299,489,‐,‐,‐,128,‐,‐,‐,‐,‐,99,‐
実数／男／平成19年１～３月平均,2007,01～03,328,593,‐,‐,‐,120,‐,‐,‐,‐,‐,109,‐
実数／男／平成19年４～６月平均,2007,04～06,375,637,‐,‐,‐,127,‐,‐,‐,‐,‐,113,‐
実数／男／平成19年７～９月平均,2007,07～09,348,548,‐,‐,‐,143,‐,‐,‐,‐,‐,128,‐
実数／男／平成19年10～12月平均,2007,10～12,339,578,‐,‐,‐,149,‐,‐,‐,‐,‐,115,‐
実数／男／平成20年１～３月平均,2008,01～03,344,614,382,275,589,149,118,180,181,83,122,104,309
実数／男／平成20年４～６月平均,2008,04～06,335,593,340,229,623,165,116,173,187,97,139,100,331
実数／男／平成20年７～９月平均,2008,07～09,356,585,398,246,559,153,126,146,189,97,114,141,345
実数／男／平成20年10～12月平均,2008,10～12,374,605,392,236,583,130,113,188,200,104,119,138,322
実数／男／平成21年１～３月平均,2009,01～03,342,629,416,260,593,132,118,163,171,80,119,123,281
実数／男／平成21年４～６月平均,2009,04～06,309,556,378,234,570,147,112,170,210,99,149,122,295
実数／男／平成21年７～９月平均,2009,07～09,317,536,379,302,543,142,123,168,202,96,117,140,279
実数／男／平成21年10～12月平均,2009,10～12,346,541,422,248,524,137,86,184,179,97,158,125,281
実数／男／平成22年１～３月平均,2010,01～03,339,530,411,265,572,111,101,179,166,75,137,147,270
実数／男／平成22年４～６月平均,2010,04～06,275,516,433,247,498,141,105,175,228,92,128,125,280
実数／男／平成22年７～９月平均,2010,07～09,279,496,425,319,522,154,104,172,196,91,130,151,277
実数／男／平成22年10～12月平均,2010,10～12,300,509,443,257,533,109,119,191,188,100,156,124,297
実数／女／平成14年平均,2002,,67,244,‐,‐,‐,114,‐,‐,‐,‐,‐,276,‐
実数／女／平成15年平均,2003,,66,221,‐,‐,‐,95,‐,‐,‐,‐,‐,313,‐
実数／女／平成16年平均,2004,,78,208,‐,‐,‐,116,‐,‐,‐,‐,‐,330,‐
実数／女／平成17年平均,2005,,58,219,‐,‐,‐,107,‐,‐,‐,‐,‐,374,‐
実数／女／平成18年平均,2006,,59,225,‐,‐,‐,98,‐,‐,‐,‐,‐,373,‐
実数／女／平成19年平均,2007,,62,218,‐,‐,‐,108,‐,‐,‐,‐,‐,356,‐
実数／女／平成20年平均,2008,,67,212,134,58,505,122,71,106,214,113,148,377,271
実数／女／平成21年平均,2009,,63,200,141,75,493,124,65,102,214,119,150,380,268
実数／女／平成14年１～３月平均,2002,01～03,74,259,‐,‐,‐,104,‐,‐,‐,‐,‐,276,‐
実数／女／平成14年４～６月平均,2002,04～06,75,261,‐,‐,‐,109,‐,‐,‐,‐,‐,290,‐
実数／女／平成14年７～９月平均,2002,07～09,55,214,‐,‐,‐,129,‐,‐,‐,‐,‐,278,‐
実数／女／平成14年10～12月平均,2002,10～12,65,241,‐,‐,‐,113,‐,‐,‐,‐,‐,260,‐
実数／女／平成15年１～３月平均,2003,01～03,59,231,‐,‐,‐,81,‐,‐,‐,‐,‐,282,‐
実数／女／平成15年４～６月平均,2003,04～06,75,219,‐,‐,‐,83,‐,‐,‐,‐,‐,313,‐
実数／女／平成15年７～９月平均,2003,07～09,65,196,‐,‐,‐,113,‐,‐,‐,‐,‐,341,‐
実数／女／平成15年10～12月平均,2003,10～12,64,240,‐,‐,‐,102,‐,‐,‐,‐,‐,317,‐
実数／女／平成16年１～３月平均,2004,01～03,62,218,‐,‐,‐,109,‐,‐,‐,‐,‐,292,‐
実数／女／平成16年４～６月平均,2004,04～06,106,214,‐,‐,‐,105,‐,‐,‐,‐,‐,316,‐
実数／女／平成16年７～９月平均,2004,07～09,75,198,‐,‐,‐,121,‐,‐,‐,‐,‐,338,‐
実数／女／平成16年10～12月平均,2004,10～12,70,201,‐,‐,‐,128,‐,‐,‐,‐,‐,373,‐
実数／女／平成17年１～３月平均,2005,01～03,68,208,‐,‐,‐,103,‐,‐,‐,‐,‐,337,‐
実数／女／平成17年４～６月平均,2005,04～06,63,227,‐,‐,‐,86,‐,‐,‐,‐,‐,398,‐
実数／女／平成17年７～９月平均,2005,07～09,47,213,‐,‐,‐,117,‐,‐,‐,‐,‐,382,‐
実数／女／平成17年10～12月平均,2005,10～12,53,230,‐,‐,‐,121,‐,‐,‐,‐,‐,381,‐
実数／女／平成18年１～３月平均,2006,01～03,70,235,‐,‐,‐,96,‐,‐,‐,‐,‐,321,‐
実数／女／平成18年４～６月平均,2006,04～06,64,222,‐,‐,‐,85,‐,‐,‐,‐,‐,396,‐
実数／女／平成18年７～９月平均,2006,07～09,46,224,‐,‐,‐,108,‐,‐,‐,‐,‐,395,‐
実数／女／平成18年10～12月平均,2006,10～12,57,220,‐,‐,‐,103,‐,‐,‐,‐,‐,379,‐
実数／女／平成19年１～３月平均,2007,01～03,71,250,‐,‐,‐,93,‐,‐,‐,‐,‐,330,‐
実数／女／平成19年４～６月平均,2007,04～06,63,220,‐,‐,‐,92,‐,‐,‐,‐,‐,354,‐
実数／女／平成19年７～９月平均,2007,07～09,57,204,‐,‐,‐,124,‐,‐,‐,‐,‐,362,‐
実数／女／平成19年10～12月平均,2007,10～12,56,199,‐,‐,‐,122,‐,‐,‐,‐,‐,378,‐
実数／女／平成20年１～３月平均,2008,01～03,72,230,137,68,507,124,77,83,232,99,146,339,259
実数／女／平成20年４～６月平均,2008,04～06,66,209,112,56,561,125,74,96,213,108,150,377,261
実数／女／平成20年７～９月平均,2008,07～09,62,202,126,52,488,131,68,97,217,120,157,399,266
実数／女／平成20年10～12月平均,2008,10～12,68,207,161,55,466,110,67,147,195,123,140,394,298
実数／女／平成21年１～３月平均,2009,01～03,67,223,161,64,488,124,68,103,213,126,138,338,270
実数／女／平成21年４～６月平均,2009,04～06,72,206,131,63,507,135,64,94,226,120,159,383,254
実数／女／平成21年７～９月平均,2009,07～09,61,198,127,49,478,129,66,97,212,120,156,412,267
実数／女／平成21年10～12月平均,2009,10～12,53,174,143,126,497,107,62,113,204,111,145,386,280
実数／女／平成22年１～３月平均,2010,01～03,53,178,155,103,500,126,72,122,215,110,151,371,251
実数／女／平成22年４～６月平均,2010,04～06,58,204,142,55,481,136,63,110,226,116,154,395,261
実数／女／平成22年７～９月平均,2010,07～09,45,223,140,56,454,136,63,92,205,123,149,415,262
実数／女／平成22年10～12月平均,2010,10～12,46,202,153,109,495,130,54,107,217,109,149,395,280
対前年・前年同期増減数／男女計／平成15年平均,2003,,-14,-67,‐,‐,‐,-2,‐,‐,‐,‐,‐,45,‐
対前年・前年同期増減数／男女計／平成16年平均,2004,,11,-33,‐,‐,‐,23,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／男女計／平成17年平均,2005,,-26,25,‐,‐,‐,-10,‐,‐,‐,‐,‐,53,‐
対前年・前年同期増減数／男女計／平成18年平均,2006,,-4,1,‐,‐,‐,-3,‐,‐,‐,‐,‐,1,‐
対前年・前年同期増減数／男女計／平成19年平均,2007,,28,39,‐,‐,‐,26,‐,‐,‐,‐,‐,-5,‐
対前年・前年同期増減数／男女計／平成20年平均,2008,,10,4,‐,‐,‐,29,‐,‐,‐,‐,‐,26,‐
対前年・前年同期増減数／男女計／平成21年平均,2009,,-27,-45,27,32,-44,-9,-15,-4,1,4,13,9,-46
対前年・前年同期増減数／男女計／平成15年１～３月平均,2003,01～03,-19,-80,‐,‐,‐,-28,‐,‐,‐,‐,‐,6,‐
対前年・前年同期増減数／男女計／平成15年４～６月平均,2003,04～06,2,-88,‐,‐,‐,6,‐,‐,‐,‐,‐,18,‐
対前年・前年同期増減数／男女計／平成15年７～９月平均,2003,07～09,2,-70,‐,‐,‐,-10,‐,‐,‐,‐,‐,78,‐
対前年・前年同期増減数／男女計／平成15年10～12月平均,2003,10～12,-39,-32,‐,‐,‐,25,‐,‐,‐,‐,‐,80,‐
対前年・前年同期増減数／男女計／平成16年１～３月平均,2004,01～03,-7,-39,‐,‐,‐,47,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／男女計／平成16年４～６月平均,2004,04～06,21,-50,‐,‐,‐,0,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男女計／平成16年７～９月平均,2004,07～09,31,9,‐,‐,‐,2,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男女計／平成16年10～12月平均,2004,10～12,0,-51,‐,‐,‐,43,‐,‐,‐,‐,‐,51,‐
対前年・前年同期増減数／男女計／平成17年１～３月平均,2005,01～03,-29,-46,‐,‐,‐,-24,‐,‐,‐,‐,‐,42,‐
対前年・前年同期増減数／男女計／平成17年４～６月平均,2005,04～06,-58,70,‐,‐,‐,-5,‐,‐,‐,‐,‐,95,‐
対前年・前年同期増減数／男女計／平成17年７～９月平均,2005,07～09,-22,63,‐,‐,‐,3,‐,‐,‐,‐,‐,61,‐
対前年・前年同期増減数／男女計／平成17年10～12月平均,2005,10～12,3,13,‐,‐,‐,-17,‐,‐,‐,‐,‐,14,‐
対前年・前年同期増減数／男女計／平成18年１～３月平均,2006,01～03,-9,59,‐,‐,‐,4,‐,‐,‐,‐,‐,-30,‐
対前年・前年同期増減数／男女計／平成18年４～６月平均,2006,04～06,31,0,‐,‐,‐,-7,‐,‐,‐,‐,‐,9,‐
対前年・前年同期増減数／男女計／平成18年７～９月平均,2006,07～09,-12,-44,‐,‐,‐,13,‐,‐,‐,‐,‐,25,‐
対前年・前年同期増減数／男女計／平成18年10～12月平均,2006,10～12,-27,-12,‐,‐,‐,-21,‐,‐,‐,‐,‐,-2,‐
対前年・前年同期増減数／男女計／平成19年１～３月平均,2007,01～03,25,59,‐,‐,‐,7,‐,‐,‐,‐,‐,29,‐
対前年・前年同期増減数／男女計／平成19年４～６月平均,2007,04～06,22,30,‐,‐,‐,16,‐,‐,‐,‐,‐,-31,‐
対前年・前年同期増減数／男女計／平成19年７～９月平均,2007,07～09,28,1,‐,‐,‐,39,‐,‐,‐,‐,‐,-30,‐
対前年・前年同期増減数／男女計／平成19年10～12月平均,2007,10～12,40,67,‐,‐,‐,40,‐,‐,‐,‐,‐,15,‐
対前年・前年同期増減数／男女計／平成20年１～３月平均,2008,01～03,18,2,‐,‐,‐,60,‐,‐,‐,‐,‐,4,‐
対前年・前年同期増減数／男女計／平成20年４～６月平均,2008,04～06,-38,-56,‐,‐,‐,72,‐,‐,‐,‐,‐,9,‐
対前年・前年同期増減数／男女計／平成20年７～９月平均,2008,07～09,14,36,‐,‐,‐,17,‐,‐,‐,‐,‐,50,‐
対前年・前年同期増減数／男女計／平成20年10～12月平均,2008,10～12,47,35,‐,‐,‐,-31,‐,‐,‐,‐,‐,40,‐
対前年・前年同期増減数／男女計／平成21年１～３月平均,2009,01～03,-7,7,57,-20,-13,-16,-8,2,-30,22,-10,17,-18
対前年・前年同期増減数／男女計／平成21年４～６月平均,2009,04～06,-21,-39,58,13,-107,-8,-13,-5,36,14,19,29,-43
対前年・前年同期増減数／男女計／平成21年７～９月平均,2009,07～09,-41,-52,-18,52,-27,-13,-5,22,9,-1,1,12,-65
対前年・前年同期増減数／男女計／平成21年10～12月平均,2009,10～12,-44,-97,13,83,-27,4,-32,-38,-12,-19,44,-23,-59
対前年・前年同期増減数／男女計／平成22年１～３月平均,2010,01～03,-18,-143,-11,44,-10,-21,-13,36,-2,-20,30,57,-30
対前年・前年同期増減数／男女計／平成22年４～６月平均,2010,04～06,-48,-42,65,4,-98,-5,-9,22,18,-10,-26,15,-7
対前年・前年同期増減数／男女計／平成22年７～９月平均,2010,07～09,-54,-43,56,76,-101,8,-11,0,-34,-6,-30,61,-10
対前年・前年同期増減数／男女計／平成22年10～12月平均,2010,10～12,-52,-4,30,-8,7,-5,25,0,22,2,1,9,16
対前年・前年同期増減数／男／平成15年平均,2003,,-12,-45,‐,‐,‐,17,‐,‐,‐,‐,‐,8,‐
対前年・前年同期増減数／男／平成16年平均,2004,,-1,-19,‐,‐,‐,3,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男／平成17年平均,2005,,-5,13,‐,‐,‐,-2,‐,‐,‐,‐,‐,8,‐
対前年・前年同期増減数／男／平成18年平均,2006,,-6,-5,‐,‐,‐,6,‐,‐,‐,‐,‐,2,‐
対前年・前年同期増減数／男／平成19年平均,2007,,26,47,‐,‐,‐,16,‐,‐,‐,‐,‐,12,‐
対前年・前年同期増減数／男／平成20年平均,2008,,4,10,‐,‐,‐,14,‐,‐,‐,‐,‐,5,‐
対前年・前年同期増減数／男／平成21年平均,2009,,-24,-33,21,14,-30,-9,-8,-1,2,-2,12,6,-43
対前年・前年同期増減数／男／平成15年１～３月平均,2003,01～03,-5,-52,‐,‐,‐,-6,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男／平成15年４～６月平均,2003,04～06,0,-45,‐,‐,‐,32,‐,‐,‐,‐,‐,-4,‐
対前年・前年同期増減数／男／平成15年７～９月平均,2003,07～09,-8,-52,‐,‐,‐,7,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／男／平成15年10～12月平均,2003,10～12,-37,-31,‐,‐,‐,36,‐,‐,‐,‐,‐,23,‐
対前年・前年同期増減数／男／平成16年１～３月平均,2004,01～03,-9,-26,‐,‐,‐,19,‐,‐,‐,‐,‐,7,‐
対前年・前年同期増減数／男／平成16年４～６月平均,2004,04～06,-10,-46,‐,‐,‐,-23,‐,‐,‐,‐,‐,-7,‐
対前年・前年同期増減数／男／平成16年７～９月平均,2004,07～09,21,8,‐,‐,‐,-6,‐,‐,‐,‐,‐,2,‐
対前年・前年同期増減数／男／平成16年10～12月平均,2004,10～12,-6,-13,‐,‐,‐,18,‐,‐,‐,‐,‐,-5,‐
対前年・前年同期増減数／男／平成17年１～３月平均,2005,01～03,-35,-36,‐,‐,‐,-18,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／男／平成17年４～６月平均,2005,04～06,-13,57,‐,‐,‐,15,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男／平成17年７～９月平均,2005,07～09,6,47,‐,‐,‐,6,‐,‐,‐,‐,‐,17,‐
対前年・前年同期増減数／男／平成17年10～12月平均,2005,10～12,20,-15,‐,‐,‐,-10,‐,‐,‐,‐,‐,6,‐
対前年・前年同期増減数／男／平成18年１～３月平均,2006,01～03,-10,32,‐,‐,‐,11,‐,‐,‐,‐,‐,-15,‐
対前年・前年同期増減数／男／平成18年４～６月平均,2006,04～06,29,6,‐,‐,‐,-6,‐,‐,‐,‐,‐,11,‐
対前年・前年同期増減数／男／平成18年７～９月平均,2006,07～09,-11,-55,‐,‐,‐,22,‐,‐,‐,‐,‐,12,‐
対前年・前年同期増減数／男／平成18年10～12月平均,2006,10～12,-30,-3,‐,‐,‐,-3,‐,‐,‐,‐,‐,0,‐
対前年・前年同期増減数／男／平成19年１～３月平均,2007,01～03,23,45,‐,‐,‐,10,‐,‐,‐,‐,‐,19,‐
対前年・前年同期増減数／男／平成19年４～６月平均,2007,04～06,22,31,‐,‐,‐,10,‐,‐,‐,‐,‐,11,‐
対前年・前年同期増減数／男／平成19年７～９月平均,2007,07～09,17,22,‐,‐,‐,23,‐,‐,‐,‐,‐,3,‐
対前年・前年同期増減数／男／平成19年10～12月平均,2007,10～12,40,89,‐,‐,‐,21,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／男／平成20年１～３月平均,2008,01～03,16,21,‐,‐,‐,29,‐,‐,‐,‐,‐,-5,‐
対前年・前年同期増減数／男／平成20年４～６月平均,2008,04～06,-40,-44,‐,‐,‐,38,‐,‐,‐,‐,‐,-13,‐
対前年・前年同期増減数／男／平成20年７～９月平均,2008,07～09,8,37,‐,‐,‐,10,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／男／平成20年10～12月平均,2008,10～12,35,27,‐,‐,‐,-19,‐,‐,‐,‐,‐,23,‐
対前年・前年同期増減数／男／平成21年１～３月平均,2009,01～03,-2,15,34,-15,4,-17,0,-17,-10,-3,-3,19,-28
対前年・前年同期増減数／男／平成21年４～６月平均,2009,04～06,-26,-37,38,5,-53,-18,-4,-3,23,2,10,22,-36
対前年・前年同期増減数／男／平成21年７～９月平均,2009,07～09,-39,-49,-19,56,-16,-11,-3,22,13,-1,3,-1,-66
対前年・前年同期増減数／男／平成21年10～12月平均,2009,10～12,-28,-64,30,12,-59,7,-27,-4,-21,-7,39,-13,-41
対前年・前年同期増減数／男／平成22年１～３月平均,2010,01～03,-3,-99,-5,5,-21,-21,-17,16,-5,-5,18,24,-11
対前年・前年同期増減数／男／平成22年４～６月平均,2010,04～06,-34,-40,55,13,-72,-6,-7,5,18,-7,-21,3,-15
対前年・前年同期増減数／男／平成22年７～９月平均,2010,07～09,-38,-40,46,17,-21,12,-19,4,-6,-5,13,11,-2
対前年・前年同期増減数／男／平成22年10～12月平均,2010,10～12,-46,-32,21,9,9,-28,33,7,9,3,-2,-1,16
対前年・前年同期増減数／女／平成15年平均,2003,,-1,-23,‐,‐,‐,-19,‐,‐,‐,‐,‐,37,‐
対前年・前年同期増減数／女／平成16年平均,2004,,12,-13,‐,‐,‐,21,‐,‐,‐,‐,‐,17,‐
対前年・前年同期増減数／女／平成17年平均,2005,,-20,11,‐,‐,‐,-9,‐,‐,‐,‐,‐,44,‐
対前年・前年同期増減数／女／平成18年平均,2006,,1,6,‐,‐,‐,-9,‐,‐,‐,‐,‐,-1,‐
対前年・前年同期増減数／女／平成19年平均,2007,,3,-7,‐,‐,‐,10,‐,‐,‐,‐,‐,-17,‐
対前年・前年同期増減数／女／平成20年平均,2008,,5,-6,‐,‐,‐,14,‐,‐,‐,‐,‐,21,‐
対前年・前年同期増減数／女／平成21年平均,2009,,-4,-12,7,17,-12,2,-6,-4,0,6,2,3,-3
対前年・前年同期増減数／女／平成15年１～３月平均,2003,01～03,-15,-28,‐,‐,‐,-23,‐,‐,‐,‐,‐,6,‐
対前年・前年同期増減数／女／平成15年４～６月平均,2003,04～06,0,-42,‐,‐,‐,-26,‐,‐,‐,‐,‐,23,‐
対前年・前年同期増減数／女／平成15年７～９月平均,2003,07～09,10,-18,‐,‐,‐,-16,‐,‐,‐,‐,‐,63,‐
対前年・前年同期増減数／女／平成15年10～12月平均,2003,10～12,-1,-1,‐,‐,‐,-11,‐,‐,‐,‐,‐,57,‐
対前年・前年同期増減数／女／平成16年１～３月平均,2004,01～03,3,-13,‐,‐,‐,28,‐,‐,‐,‐,‐,10,‐
対前年・前年同期増減数／女／平成16年４～６月平均,2004,04～06,31,-5,‐,‐,‐,22,‐,‐,‐,‐,‐,3,‐
対前年・前年同期増減数／女／平成16年７～９月平均,2004,07～09,10,2,‐,‐,‐,8,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／女／平成16年10～12月平均,2004,10～12,6,-39,‐,‐,‐,26,‐,‐,‐,‐,‐,56,‐
