市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,住所,方書,緯度,経度,電話番号,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細
132284,12,東京都,あきる野市,増戸会館,マスコカイカン,,あきる野市伊奈1157-5,,35.727458,139.247564,,,"①19:30
②9:00","①22:00
②22:00",左記①は平日・土曜、左記②は日曜・祝日に適用。月曜日、年末年始は利用不可,集会室,多目的トイレ有り,,,190-0142,,有,6台,要,400,1室1時間　500円,無,,無,
132284,13,東京都,あきる野市,御堂会館,ミドウカイカン,,あきる野市草花3482-16,,35.73893,139.300373,,,9:00,22:00,木曜日、年末年始は利用不可,会議室、調理学習室、保育室、休養室、集会室,多目的トイレ有り,,,197-0802,,有,15台,要,400,1室1時間　400円または500円,無,,無,
132284,14,東京都,あきる野市,代継会館,ヨツギカイカン,,あきる野市上代継693-1,,35.718851,139.280212,,,9:00,22:00,水曜日、年末年始は利用不可,会議室、和室、休憩室,多目的トイレ有り,,,197-0832,,有,6台,要,400,1室1時間　200円、400円または500円,無,,無,
132284,15,東京都,あきる野市,五日市出張所,イツカイチシュッチョウジョ,,あきる野市五日市411,,35.729354,139.21992,042-558-1111,月火水木金,8:30,17:15,日曜日及び土曜日、国民の祝日に関する法律に規定する休日、12月29日から翌年の1月3日までは利用不可。,詳しくはホームページをご覧ください。,多目的トイレ有り、車椅子貸出有り,http://www.city.akiruno.tokyo.jp/soshiki_list.html,,190-0164,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約15分,有,敷地内に有り,否,,詳しくはホームページをご覧ください。,無,,無,
132284,16,東京都,あきる野市,五日市会館,イツカイチカイカン,,あきる野市五日市412,,35.729779,139.22012,042-558-1111,月火水木金土日,9:00,22:00,12月28日から翌年の1月4日まで利用不可。,詳しくはホームページをご覧ください。,多目的トイレ有り、車椅子貸出有り,http://www.city.akiruno.tokyo.jp/0000007283.html,,190-0164 ,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約15分,有,敷地内に有り,要,,詳しくはホームページをご覧ください。,有,詳しくはホームページをご覧ください。,無,
132284,17,東京都,あきる野市,五日市地域交流センター,イツカイチチイキコウリュウセンター,,あきる野市五日市411,,35.729354,139.21992,042-558-1111,火水木金土日,9:00,22:00,12月28日から翌年の1月4日まで利用不可、月曜日が休日の場合は火曜日が利用不可。,詳しくはホームページをご覧ください。,多目的トイレ有り、車椅子貸出有り,http://www.city.akiruno.tokyo.jp/0000007282.html,,190-0164,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約15分,有,敷地内に有り,要,,詳しくはホームページをご覧ください。,有,詳しくはホームページをご覧ください。,無,
132284,18,東京都,あきる野市,五日市保健センター,イツカイチホケンセンター,,あきる野市五日市414-5,,35.72966,139.21947,042-558-1112,火水木金土日,9:00,22:00,12月28日から翌年の1月4日まで利用不可、月曜日及び祝日は利用不可。,詳しくはホームページをご覧ください。,多目的トイレ有り、車椅子貸出有り,,,190-0164 ,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約15分,有,敷地内に有り,要,,,有,詳しくはホームページをご覧ください。,無,
132284,19,東京都,あきる野市,小宮ふるさと自然体験学校,コミヤフルサトシゼンタイケンガッコウ,,あきる野市乙津1984,,35.734101,139.183363,042-596-0414 ,火水木金土日,9:30,16:30,月曜日が祝日の場合は、翌日が休校日。年末年始（12/28～1/4）は終日利用不可。,自然体験（有料）、展示（無料）、施設開放（有料）,多目的トイレ無し、車椅子貸出無し,http://www.city.akiruno.tokyo.jp/0000013217.html,,190-0174 ,JR五日市線「武蔵五日市駅」下車　上養沢行きバスで20分（軍道下車）／圏央道あきる野IC・日の出ICから自動車で30分,有,校舎裏に5台、校舎表に9台駐車可能,要,1600,"指導員等1人につき1,600円/h（あきる野市民は800円/h）",有,10人以上の団体（任意団体可）,無,
132284,20,東京都,あきる野市,農業会館,ノウギョウカイカン,,あきる野市平沢300-2,,35.731834,139.309203,,月火水木金土日,9:00,22:00,12/28から1/3の間は終日利用不可,"毎月第１、第３月曜日
休館日",,https://www.city.akiruno.tokyo.jp/0000000101.html,,197-0812,,有,,,,,,,,
132284,21,東京都,あきる野市,秋川ファーマーズセンター,アキガワファーマーズセンター,,あきる野市二宮811,,35.72859,139.307698,042-559-1600,月火水木金土日,9:00,17:00,12/31から1/3の間は休業日,,,https://www.city.akiruno.tokyo.jp/0000003556.html,,197-0814,,有,,,,,,,,
132284,22,東京都,あきる野市,五日市ファーマーズセンター,イツカイチファーマーズセンター,,あきる野市高尾3-1,,35.728575,139.240093,042-596-1280,月火水木金土日,9:00,17:00,12/31から1/3の間は休業日,,,https://www.city.akiruno.tokyo.jp/0000003487.html,,190-0154,,有,,,,,,,,
132284,23,東京都,あきる野市,あきる野商工会,アキルノショウコウカイ,,あきる野市秋川1-8,あきる野ルピア3階,35.730153,139.287103,042-559-4511,,,,,,,,,197-0804,,,,,,,,,,
132284,24,東京都,あきる野市,あきる野商工会　五日市支所,アキルノショウコウカイ　イツカイチシショ,,あきる野市五日市411,,35.729898,139.226419,042-596-2511,,,,,,,,,190-0164,,,,,,,,,,
132284,25,東京都,あきる野市,秋川ふれあいセンター,アキガワフレアイセンター,,あきる野市平沢175-4,,35.732525,139.301915,042-550-3311,月火水木金土日,9:00,22:00,第１・第３水曜日、年末年始（12/28～1/4）は休館日,ホール・会議室・和室の貸出。ピアノ・カラオケの貸出。,多目的トイレ有り、車椅子貸出有り,http://www.akiruno-shakyo.or.jp/fureai-center/index.html,,197-0812,JR五日市線「東秋留駅」北口下車　五日市街道を西へ約25分。都立秋留台公園を目標にしてください。,有,,,,ホール：7800円から（詳細はホームページ）、会議室：1時間500円　和室：1時間900円、ピアノ・カラオケ：1回2000円,有,事前に申込みが必要。,無,
132284,26,東京都,あきる野市,菅生交流会館,スガオコウリュウカイカン,,あきる野市菅生582,,35.743846,139.289488,042-518-7250,月火水木金土日,9:00,22:00,,ホール・会議室・和室の貸出。,,http://www.city.akiruno.tokyo.jp/0000003152.html,,197-0801 ,西東京バス「菅瀬橋」バス停から徒歩５分,有,,,,ホール・会議室：1時間500円、和室は：1時間300円。,有,事前に市役所で申込みが必要。,無,
132284,27,東京都,あきる野市,あきる野市社会福祉協議会　秋川事務所,アキルノシシャカイフクシキョウギカイ　アキガワジムショ,,あきる野市平沢175-4,,35.732525,139.301915,042-559-6711,,,,,,,,,197-0812,,,,,,,,,,
132284,28,東京都,あきる野市,あきる野市社会福祉協議会　五日市事務所,アキルノシシャカイフクシキョウギカイ　イツカイチジムショ,,あきる野市五日市411,,35.729354,139.21992,042-595-0818,,,,,,,,,190-0164,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約13分,,,,,,,,,
132284,29,東京都,あきる野市,あきる野市障がい者就労・生活支援センター「あすく」,アキルノシショウガイシャシュウロウ・セイカツシエンセンター「アスク」,,あきる野市秋川1-7-6　,リヴェール麗2階,35.729561,139.28698,042-532-1793,,,,,,,,,197-0804,,,,,,,,,,
132284,30,東京都,あきる野市,地域生活支援センター「フィレ」,チイキセイカツシエンセンター「フィレ」,,あきる野市二宮670-5,秋川健康会館2階,35.729398,139.30241,042-518-2826,,,,,,,,,197-0814,,,,,,,,,,
132284,31,東京都,あきる野市,あきる野市障害者通所支援施設「希望の家」,アキルノシショウガイシャツウショシエンシセツ「キボウノイエ」,,あきる野市五日市374-5,,35.72994,139.223148,042-595-2324,,,,,,,,,190-0164,,,,,,,,,,
132284,32,東京都,あきる野市,あきる野市障害者通所支援施設「ひばり分室」,アキルノシショウガイシャツウショシエンシセツ「ヒバリブンシツ」,,あきる野市平沢175-4,秋川ふれあいセンター2階,35.732525,139.301915,042-559-6714,,,,,,,,,197-0812,,,,,,,,,,
132284,33,東京都,あきる野市,東部高齢者はつらつセンター,トウブコウレイシャハツラツセンター,,あきる野市秋留1-1-10,あきる野クリニックタウンA号1階,35.723057,139.299041,042-559-1320,,,,,,,,,197-0828,ＪＲ五日市線「東秋留駅」下車　徒歩約17分,,,,,,,,,
132284,34,東京都,あきる野市,中部高齢者はつらつセンター,チュウブコウレイシャハツラツセンター,,あきる野市秋川5-1-8,あきる台在宅医療福祉センター2階,35.731028,139.28828,042-550-6101,,,,,,,,,197-0804,ＪＲ五日市線「秋川駅」下車　徒歩約9分,,,,,,,,,
132284,35,東京都,あきる野市,五日市はつらつセンター,イツカイチハツラツセンター,,あきる野市五日市411,五日市出張所1階 ,35.729354,139.21992,042-569-8108,,,,,,,,,190-0164,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約13分,,,,,,,,,
132284,36,東京都,あきる野市,あきる野市シルバー人材センター,アキルノシシルバージンザイセンター,,あきる野市平沢32-1,,35.731222,139.292263,042-558-1414,,,,,,,,,197-0812,,,,,,,,,,
132284,37,東京都,あきる野市,五日市センター,イツカイチセンター,,あきる野市舘谷台17,,35.731984,139.227327,042-533-0330,,,,,,,,,190-0166,,,,,,,,,,
132284,38,東京都,あきる野市,萩野センター,ハギノセンター,,あきる野市雨間533-1,,35.725487,139.294077,042-550-2722,,,,,,,,,197-0825,,,,,,,,,,
132284,39,東京都,あきる野市,開戸センター,カイトセンター,,あきる野市渕上332-1,,35.722606,139.273771,042-550-2755,,,,,,,,,197-0833 ,,,,,,,,,,
132284,40,東京都,あきる野市,子ども家庭支援センター,コドモカテイシエンセンター,,あきる野市秋川1-8,あきる野ﾙﾋﾟｱ2階,35.730153,139.287103,042-550-3361,月火水木金土,8:30,18:30,窓口の受付は10：00から。　祝日、第2水曜日、年末年始（12/29～1/3）は利用不可,,,http://www.city-akiruno-kosodate.tokyo.jp/scene/2/3/58.html,,197-0804,ＪＲ五日市線「秋川駅」下車　徒歩約3分,有,,,,,,,,
132284,41,東京都,あきる野市,ファミリー・サポート・センター,ファミリー・サポート・センター,,あきる野市秋川1-8,あきる野ﾙﾋﾟｱ2階,35.730153,139.287103,042-550-3855,月火水木金土,10:00,18:30,祝日、第2水曜日、年末年始（12/29～1/3）は利用不可,,,http://www.city-akiruno-kosodate.tokyo.jp/scene/2/3/51.html,,197-0804,ＪＲ五日市線「秋川駅」下車　徒歩約3分,有,,,,,,,,
132284,42,東京都,あきる野市,子育て支援総合窓口,コソダテシエンソウゴウマドグチ,,あきる野市秋川1-8,あきる野ﾙﾋﾟｱ2階,35.730153,139.287103,042-550-3355,月火水木金土,10:00,18:30,祝日、第2水曜日、年末年始（12/29～1/3）は利用不可,,,http://www.city-akiruno-kosodate.tokyo.jp/scene/2/3/649.html,,197-0804,ＪＲ五日市線「秋川駅」下車　徒歩約3分,有,,,,,,,,
132284,43,東京都,あきる野市,秋川流域病児・病後児保育室ぬくもり,アキガワリュウイキビョウジ・ビョウゴジホイクシツヌクモリ,,あきる野市引田79-1,,35.7333,139.272559,042-518-7078,月火水木金,8:00,18:00,祝日、年末年始（12/29～1/3）は利用不可,,,http://www.city-akiruno-kosodate.tokyo.jp/scene/2/3/1126.html,,197-0834,ＪＲ五日市線「武蔵引田駅」下車　徒歩約5分,有,,要,2000,2000円（あきる野市、日の出町、檜原村の児童）、4000円（3市町村以外の児童）,有,病気のため集団保育ができず、保護者がけがや病気、勤務などの都合により家庭で保育を行うことができない、生後6か月から小学校3年生までの児童,,
132284,44,東京都,あきる野市,あきる野市立東秋留小学校,アキルノシリツヒガシアキルショウガッコウ,,あきる野市野辺1123,,35.724376,139.305548,042-558-1126,,,,,,,,,197-0823,,,,,,,,,,
132284,45,東京都,あきる野市,あきる野市立多西小学校,アキルノシリツタサイショウガッコウ,,あきる野市草花2885,,35.742052,139.300204,042-558-1128,,,,,,,,,197-0802,,,,,,,,,,
132284,46,東京都,あきる野市,あきる野市立西秋留小学校,アキルノシリツニシアキルショウガッコウ,,あきる野市上代継292,,35.723545,139.276515,042-558-1127,,,,,,,,,197-0832,,,,,,,,,,
132284,47,東京都,あきる野市,あきる野市立屋城小学校,アキルノシリツヤシロショウガッコウ,,あきる野市二宮東1-12-1,,35.723891,139.323125,042-558-1129,,,,,,,,,197-0815 ,,,,,,,,,,
132284,48,東京都,あきる野市,あきる野市立南秋留小学校,アキルノシリツミナミアキルショウガッコウ,,あきる野市雨間810,,35.720957,139.292755,042-558-1136,,,,,,,,,197-0825,,,,,,,,,,
132284,49,東京都,あきる野市,あきる野市立草花小学校,アキルノシリツクサハナショウガッコウ,,あきる野市草花3130,,35.736064,139.304945,042-558-1133,,,,,,,,,197-0802,,,,,,,,,,
132284,50,東京都,あきる野市,あきる野市立一の谷小学校,アキルノシリツイチノタニショウガッコウ,,あきる野市引田980,,35.720245,139.271915,042-559-4501,,,,,,,,,197-0834,,,,,,,,,,
132284,51,東京都,あきる野市,あきる野市立前田小学校,アキルノシリツマエダショウガッコウ,,あきる野市野辺92,,35.723507,139.314667,042-559-7611,,,,,,,,,197-0823,,,,,,,,,,
132284,52,東京都,あきる野市,あきる野市立増戸小学校,アキルノシリツマスコショウガッコウ,,あきる野市伊奈1173,,35.728021,139.24782,042-596-0240,,,,,,,,,190-0142,,,,,,,,,,
132284,53,東京都,あきる野市,あきる野市立五日市小学校,アキルノシリツイツカイチショウガッコウ,,あきる野市五日市315,,35.731965,139.221989,042-596-0017,,,,,,,,,190-0164,,,,,,,,,,
132284,54,東京都,あきる野市,あきる野市立秋多中学校,アキルノシリツアキタチュウガッコウ,,あきる野市二宮334,,35.730989,139.29378,042-558-1124,,,,,,,,,197-0814,,,,,,,,,,
132284,55,東京都,あきる野市,あきる野市立東中学校,アキルノシリツヒガシチュウガッコウ,,あきる野市平沢200,,35.732309,139.302787,042-558-1125,,,,,,,,,197-0812,,,,,,,,,,
132284,56,東京都,あきる野市,あきる野市立西中学校,アキルノシリツニシチュウガッコウ,,あきる野市上代継190,,35.729927,139.277978,042-558-6260,,,,,,,,,197-0832,,,,,,,,,,
132284,57,東京都,あきる野市,あきる野市立御堂中学校,アキルノシリツミドウチュウガッコウ,,あきる野市草花3322,,35.740913,139.296235,042-559-6211,,,,,,,,,197-0802,,,,,,,,,,
132284,58,東京都,あきる野市,あきる野市立増戸中学校,アキルノシリツマスコチュウガッコウ,,あきる野市伊奈1181,,35.728241,139.249695,042-596-0241,,,,,,,,,190-0142 ,,,,,,,,,,
132284,59,東京都,あきる野市,あきる野市立五日市中学校,アキルノシリツイツカイチチュウガッコウ,,あきる野市五日市400,,35.730357,139.221028,042-596-0173,,,,,,,,,190-0164,,,,,,,,,,
132284,60,東京都,あきる野市,私立菅生学園初等学校,シリツスガオガクエンショトウガッコウ,,あきる野市菅生1468,,35.756155,139.287121,042-559-9101,,,,,,,,,197-0801 ,,,,,,,,,,
132284,61,東京都,あきる野市,私立東海大学菅生高等学校中等部,シリツトウカイダイガクスガオコウトウガッコウチュウトウブ,,あきる野市菅生1468,,35.75683,139.277772,042-559-2411,,,,,,,,,197-0801 ,,,,,,,,,,
132284,62,東京都,あきる野市,都立秋留台高等学校,トリツアキルダイコウトウガッコウ,,あきる野市平沢153-4,,35.732203,139.300676,042-559-6821,,,,,,,,,197-0812,,,,,,,,,,
132284,63,東京都,あきる野市,都立五日市高等学校,トリツイツカイチコウトウガッコウ,,あきる野市五日市894,,35.729401,139.217807,042-596-0176,,,,,,,,,190-0164,,,,,,,,,,
132284,64,東京都,あきる野市,私立東海大学菅生高等学校,シリツトウカイダイガクスガオコウトウガッコウ,,あきる野市菅生1817,,35.75683,139.277772,042-559-2200,,,,,,,,,197-0801 ,,,,,,,,,,
132284,65,東京都,あきる野市,都立あきる野学園,トリツアキルノガクエン,,あきる野市上代継123-1,,35.730658,139.276565,042-558-0222,,,,,,,,,197-0832,,,,,,,,,,
132284,66,東京都,あきる野市,秋川学校給食センター,アキガワガッコウキュウショクセンター,,あきる野市草花2892,,35.741654,139.299218,042-558-1123,,,,,,,https://www.city.akiruno.tokyo.jp/category/14-2-6-0-0.html,,197-0802,,,,,,,,,,
132284,67,東京都,あきる野市,五日市学校給食センター,イツカイチガッコウキュウショクセンター,,あきる野市五日市319,,35.73229,139.2224,042-595-0817,,,,,,,https://www.city.akiruno.tokyo.jp/category/14-2-6-0-0.html,,190-0164,,,,,,,,,,
132284,68,東京都,あきる野市,秋川キララホール,アキガワキララホール,,あきる野市秋川1-16-1,,35.731028,139.28828,042-559-7500,火水木金土日,9:00,22:00,▽休館日　毎週月曜日（休日の場合、その翌日）、年末年始（12月28日～1月4日）,▽客席数　702席（うち車椅子用2席）　▽楽屋（3室）、リハーサル室（1室）,,,受付窓口18:00,197-0814,JR五日市線「秋川」北口　徒歩5分,,,,,,,,,
132284,69,東京都,あきる野市,あきる野ルピア,アキルノルピア,,あきる野市秋川1-8,,35.730153,139.287103,042-550-4700,月火水木金土日,9:00,22:00,▽休館日　年末年始,▽ルピアホール、展示室、ルピア会議室、ルピア集会室、ルピア産業情報研修室 レセプションルーム4階会議室　学習室1～5,,,受付窓口18:00,197-0804,,,,,,,,,,
132284,70,東京都,あきる野市,アートスタジオ五日市,アートスタジオイツカイチ,,あきる野市戸倉300,,35.726977,139.203992,042-595-2649,,,,,▽版画制作工房 他,,,,190-0173 ,,,,,,,,,,
132284,71,東京都,あきる野市,五日市郷土館,イツカイチキョウドカン,,あきる野市五日市920-1,,35.728429,139.216982,042-596-4069,火水木金土日,9:30,16:30,▽休館日　月曜日（祝日の場合開館、翌日休館）、年末年始（12月27日～1月4日）,▽展示室　他,車椅子使用者対応トイレ有り；車椅子貸出有り,https://www.city.akiruno.tokyo.jp/0000001285.html,,190-0164 ,JR五日市線「武蔵五日市駅」徒歩15分,有,,,,,無,,無,
132284,72,東京都,あきる野市,二宮考古館,ニノミヤコウコカン,,あきる野市二宮1151,,35.727373,139.313475,042-559-8400,水木金土日,10:00,16:00,▽休館日　月曜日、火曜日、祝日（火曜日が祝日の場合、水曜日も休館）、年末年始（12月27日～1月4日）,▽展示室　他,,https://www.city.akiruno.tokyo.jp/0000001066.html,,197-0814,JR五日市線「東秋留駅」徒歩5分,有,,,,,無,,無,
132284,73,東京都,あきる野市,中央公民館,チュウオウコウミンカン,,あきる野市二宮683　,,35.73054,139.302321,042-559-1221,月火水木金土日,9:00,22:00,▽休館日　毎月第１・第３・第５火曜日（祝日の場合は開館となります）、年末年始,▽本館：団体活動室、ロビー、市民ギャラリー、研修室（4室）、和室（2室）、実習室、集会室、準備室、小会議室　▽別館：研修室（5室）、第2工作室、音楽室、保育室▽別棟：第1工作室,別館１階・２階・３階に各１箇所、誰でもトイレ有り。車椅子貸出有り,,▽公民館施設受付窓口042-559-1163　▽公民館事業・学習文化活動案内042-559-1221,197-0814,①ＪＲ五日市線「東秋留駅」より徒歩15分、②ＪＲ青梅線「拝島駅」よりバス（二宮経由秋川駅行約15分）にて「東中学校入口」下車、徒歩１分、③ＪＲ青梅線「福生駅」よりバス（市役所経由秋川駅行・五日市駅行、約15分）にて「東中学校入口」下車、徒歩１分,有,191台,否,,,無,,有,保育室が必要な場合は、無料で貸し出しを行っています。※保育室のみの貸し出しは不可です。（ただし、保育士等の配置なし）
132284,74,東京都,あきる野市,秋川体育館,アキガワタイイクカン,,あきる野市二宮683,,35.73054,139.302321,042-559-1163,月火水木金土日,9:00,21:30,▽休館日　第1・3・5火曜日(祝日の場合は開館)、年末年始,▽大体育室、小体育室、第1トレーニング室、第2トレーニング室、剣道場、柔道場、弓道場、幼児コーナー,,,,197-0814,①ＪＲ五日市線「東秋留駅」より徒歩20分、②ＪＲ青梅線「拝島駅」よりバス（二宮経由秋川駅行約15分）にて「東中学校入口」下車、徒歩１分、③ＪＲ青梅線「福生駅」よりバス（市役所経由秋川駅行・五日市駅行、約15分）にて「東中学校入口」下車、徒歩１分,有,191台,,,,,,,
132284,75,東京都,あきる野市,五日市ファインプラザ,イツカイチファインプラザ,,あきる野市伊奈859-3,,35.729316,139.255422,042-596-5611,月火水木金土日,9:00,21:30,▽休館日　第1・3水曜日(祝日の場合は開館、翌日休館)、年末年始▽利用時間　プールは21:00まで,▽室内プール、体育室、武道場、トレーニング室、第1研修室、第2研修室、第3研修室、幼児体育室,,,,190-0142,JR五日市線「武蔵増戸駅」から徒歩5分,有,120台,,,,,,,
132284,76,東京都,あきる野市,あきる野市民プール（屋内）,アキルノシミンプール（オクナイ）,,あきる野市原小宮353,,35.737308,139.298954,042-550-1711,月火水木金土日,9:00,21:00,▽屋内　25ｍ温水プール　休館日　第2・4火曜日(祝日の場合は開館、翌日休館)、年末年始　※屋外プール開催期間中は無休▽利用時間4～9月10:00～21:00、10～3月10:00～20:00、1月3、4日10:00～17:00,▽屋内　25ｍ温水プール,,,,197-0811,?JR五日市線秋川駅よりバス（瀬戸岡経由「福生駅」行にて「あきる野市民球場」下車、徒歩4分）、②JR五日市線福生駅よりバス（草花・菅瀬橋経由「武蔵五日市駅」行、「日の出折り返し場」行、秋川駅・イオンモール経由「阿伎留医療センター」行、秋川駅経由「イオンモール日の出」行、草花・瀬戸岡上多賀方面「小宮久保橋循環」行、「秋川駅」行にて「あきる野市民球場」下車、徒歩4分）,有,150台,,,,,,,
132284,77,東京都,あきる野市,あきる野市民プール（屋外）,アキルノシミンプール（オクガイ）,,あきる野市原小宮353,,35.737308,139.298954,042-550-1711,月火水木金土日,9:00,18:00,▽屋外　流水プール、25ｍプール、スライダープール、幼児プール▽開催期間　海の日（7月の第3月曜日）の前々日（土曜日）から9月の第1日曜日まで▽利用時間　9:00～18:00　9月の平日は13:00～18:00）　※開催期間中は無休(天候により休場の場合あり),▽屋外　流水プール、25ｍプール、スライダープール、幼児プール,,,,197-0811,?JR五日市線秋川駅よりバス（瀬戸岡経由「福生駅」行にて「あきる野市民球場」下車、徒歩4分）、②JR五日市線福生駅よりバス（草花・菅瀬橋経由「武蔵五日市駅」行、「日の出折り返し場」行、秋川駅・イオンモール経由「阿伎留医療センター」行、秋川駅経由「イオンモール日の出」行、草花・瀬戸岡上多賀方面「小宮久保橋循環」行、「秋川駅」行にて「あきる野市民球場」下車、徒歩4分）,有,150台,,,,,,,
132284,78,東京都,あきる野市,いきいきセンター,イキイキセンター,,あきる野市雨間1946,,35.716627,139.2915,042-558-3344,月水木金土日,10:00,18:00,▽休館日　毎週火曜日(祝日の場合は開館、翌日休館)、年末年始　▽利用時間　集会室　9:00～21:30（※集会室の利用がない場合には、運営時間が18:00までとなります。）　水着リフレッシュゾーン、 トレーニング室、サウナ室、男女小浴場　10:00～18:00（※12月から2月は運営休止）　,,,,,197-0825,?JR五日市線東秋留駅より徒歩約30分、②秋川駅より徒歩40分,有,20台,,,,,,,
132284,79,東京都,あきる野市,油平クラブハウス,アブラダイクラブハウス,,あきる野市油平92-7,,35.72662,139.287536,042-559-7531,月火水木金土日,7:00,22:00,▽休館日　年末年始,▽和室(大)、和室(小)、第1会議室、第2会議室,,,,197-0827,JR五日市線秋川駅より徒歩約3分,有,10台,,,,,,,
132284,80,東京都,あきる野市,総合グラウンド,ソウゴウグラウンド,,あきる野市二宮東1-11-2先,,35.724124,139.318545,042-558-9281,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始(野球場、ソフトボール場、テニスコートは12月20日から3月20日まで)　▽利用時間　クラブハウスは9:00～21:30,▽野球場 2面、ソフトボール場 3面、少年野球場 1面、テニスコート(砂入り人工芝)6面、クラブハウス,,,,197-0814,?JR五日市線東秋留駅より徒歩約20分、②青梅線福生駅よりバス（あきる野市役所経由秋川駅行・武蔵五日市行、または二の宮経由純心女子学園行にて「多摩橋」下車、徒歩10分）,,,,,,,,,
132284,81,東京都,あきる野市,玉見ヶ崎レクリエーション広場,タマミガサキレクリエーションヒロバ,,あきる野市小川東1-5先,,35.717967,139.326403,042-558-9281,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、12月20日から3月20日まで,▽テニスコート(クレー) 4面、運動広場,,,,197-0822,JR五日市線東秋留駅より徒歩約25分,,,,,,,,,
