市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,種別,住所,方書,緯度,経度,アクセス方法,駐車場情報,電話番号,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,備考
132284,16,東京都,あきる野市,ほうりんじ幼稚園,ホウリンジヨウチエン,認定こども園（幼稚園型）,あきる野市小川東2-12-24,,35.719597,139.3192,,,042-558-9067,2号：20(1号：72）,4月1日の年齢が満3歳から,月火水木金,7:30,18:30,,,延長保育なし。２号の情報のみです。１号については園へ直接お問合せ下さい。
132284,17,東京都,あきる野市,多摩川幼稚園,タマガワヨウチエン,認定こども園（幼稚園型）,あきる野市雨間430,,35.724556,139.291572,,,042-558-0218,2号･3号：90(1号：294),4月1日の年齢が満1歳から,月火水木金,7:30,18:30,,,延長保育なし。２号･３号の情報のみです。１号については園へ直接お問合せ下さい。
132284,18,東京都,あきる野市,草花幼稚園,クサバナヨウチエン,認定こども園（幼稚園型）,あきる野市草花3060,,35.739063,139.304098,,,042-558-3018,2号：10(1号：90）,4月1日の年齢が満3歳から,月火水木金,7:40,18:40,,,延長保育なし。２号の情報のみです。１号については園へ直接お問合せ下さい。
132284,19,東京都,あきる野市,すもも木幼稚園,スモモギヨウチエン,認定こども園（幼稚園型）,あきる野市秋川6-17-10,,35.731403,139.291805,,,042-558-8593,2号：30(1号：60),4月1日の年齢が満3歳から,月火水木金,7:30,18:30,,,延長保育なし。２号の情報のみです。１号については園へ直接お問合せ下さい。
132284,20,東京都,あきる野市,秋川幼稚園,アキガワヨウチエン,私立幼稚園,あきる野市山田951,,35.725483,139.25708,,,042-596-0630,80,満3歳児から,月火水木金,8:45,14:00,,,詳しくは園へ直接お問合せ下さい。
132284,21,東京都,あきる野市,秋川文化幼稚園,アキガワブンカヨウチエン,私立幼稚園,あきる野市引田388,,35.726564,139.268263,,,042-558-5773,260,満3歳児から,月火水木金,8:45,14：00（水のみ12：00）,,,詳しくは園へ直接お問合せ下さい。
132284,22,東京都,あきる野市,秋川文化保育園,アキガワブンカホイクエン,小規模保育施設,あきる野市引田399-5,,35.726241,139.268588,,,042-558-5773,12,4月1日の年齢が満1歳から2歳児まで,月火水木金,8:30,16:30,短時間のみ,,延長保育なし
132284,23,東京都,あきる野市,たまがわベビーハウス,タマガワベビーハウス,小規模保育施設,あきる野市雨間429-8,,35.724265,139.291294,,,042-558-0218,12,4月1日の年齢が満1歳から2歳児まで,月火水木金,8:30,16:30,短時間のみ,,延長保育なし
132284,24,東京都,あきる野市,よつぎっ子えん西,ヨツギッコエンニシ,小規模保育施設,あきる野市秋川2-7-4,丸昌ビル1階,35.729289,139.286519,,,042-595-5704,12,生後57日目から2歳児まで,月火水木金土,7:00,18:00,,,延長保育18：00～19：00
132284,25,東京都,あきる野市,よつぎっ子えん東,ヨツギッコエンヒガシ,小規模保育施設,あきる野市野辺462-17,,35.726351,139.310773,,,042-532-5442,18,生後57日目から2歳児まで,月火水木金土,7:00,18:00,,,延長保育18：00～19：00
132284,26,東京都,あきる野市,家庭保育室ひまわり,カテイホイクシツヒマワリ,小規模保育施設,あきる野市草花686-5,,35.735611,139.309153,,,042-518-7322,10,生後57日目から2歳児まで,月火水木金土,7:30,18:30,,,延長保育なし
132284,27,東京都,あきる野市,みどりの園,ミドリノソノ,認証保育所,あきる野市秋留2-8-15,,35.723701,139.295249,,,042-550-9570,38,生後57日目から,月火水木金土,7:00,21:00,,有（保育課へ申請）,延長保育19：00から、詳しくは園へ直接お問合せ下さい。
132284,28,東京都,あきる野市,ウッディキッズ,ウッディキッズ,認証保育所,あきる野市秋川6-18-8,,35.731231,139.292574,,,042-550-0330,31,生後57日目から,月火水木金土,7:00,20:00,,有（保育課へ申請）,延長保育19：00から、詳しくは園へ直接お問合せ下さい。
132284,29,東京都,あきる野市,ころりん村幼児園,コロリンムラヨウジエン,幼稚園類似施設,あきる野市菅生1250,,35.752359,139.288299,,,042-559-4522,105,満3歳児から,月火水木金,8:30,14：30（水のみ11：30）,,,詳しくは園へ直接お問合せ下さい。
132284,30,東京都,あきる野市,キッズガーデンあきるの,キッズガーデンアキルノ,企業主導型保育施設,あきる野市牛沼171-1,,35.723554,139.291244,,,042-533-3927,38（うち地域枠：10）,生後6ヶ月から,月火水木金土,7:30,18:30,,,詳しくは園へ直接お問合せ下さい。
132284,31,東京都,あきる野市,あきる台病院保育所パレット,アキルダイビョウインホイクショパレット,企業主導型保育施設,あきる野市秋川6-5-15,シャンボールパレス101号室,35.72946,139.292518,,,080-7749-8577,6（うち地域枠：2）,生後57日目から2歳児まで,月火水木金土・祝日,8:15,18:00,,,詳しくは園へ直接お問合せ下さい。
132284,32,東京都,あきる野市,若竹児童館,ワカタケジドウカン,児童館,あきる野市野辺1123,,35.724376,139.305548,,,042-558-6231,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,33,東京都,あきる野市,若葉児童館,ワカバジドウカン,児童館,あきる野市上代継303-5,,35.724178,139.278059,,,042-559-3967,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,34,東京都,あきる野市,南秋留児童館,ミナミアキルジドウカン,児童館,あきる野市雨間801-2,,35.720737,139.292086,,,042-559-4646,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,35,東京都,あきる野市,一の谷児童館,イチノタニジドウカン,児童館,あきる野市引田928,,35.720103,139.27096,,,042-558-0266,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,36,東京都,あきる野市,多西児童館,タサイジドウカン,児童館,あきる野市草花2572,,35.743132,139.299248,,,042-558-6230,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,37,東京都,あきる野市,五日市児童館,イツカイチジドウカン,児童館,あきる野市五日市315,,35.731965,139.221989,,,042-596-6753,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,38,東京都,あきる野市,五日市児童館増戸分館,イツカイチジドウカンマスコブンカン,児童館,あきる野市伊奈1173,,35.728021,139.24782,,,042-596-6999,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,39,東京都,あきる野市,前田児童館,マエダジドウカン,児童館類似施設,あきる野市野辺126-4,,35.723102,139.313656,,,042-558-7331,,①市内に居住する18歳未満の児童、②児童関係の指導者及びこれに準ずる者,月火水木金土※祝日を除く,9:00,17:30,12/29から1/3までは終日休館,無,
132284,40,東京都,あきる野市,屋城学童クラブ（屋城児童館）,ヤシロガクドウクラブ（ヤシロジドウカン）,放課後児童クラブ,あきる野市二宮1-13-1,,35.724124,139.318545,,,042-558-5288,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館※学童クラブ専用の施設のため、利用については直接お問い合わせください。,無,
132284,41,東京都,あきる野市,草花第１・第２学童クラブ（草花児童センター）,クサバナダイイチ・ダイニガクドウクラブ（クサバナジドウセンター）,放課後児童クラブ,あきる野市草花3130,,35.736064,139.304945,,,042-558-3112,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館※学童クラブ専用の施設のため、利用については直接お問い合わせください。,無,
132284,42,東京都,あきる野市,若竹学童クラブ,ワカタケガクドウクラブ,放課後児童クラブ,あきる野市野辺1123,,35.724376,139.305548,,,042-558-6231,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,43,東京都,あきる野市,若葉学童クラブ,ワカバガクドウクラブ,放課後児童クラブ,あきる野市上代継303-5,,35.724178,139.278059,,,042-559-3967,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,44,東京都,あきる野市,南秋留第１学童クラブ,ミナミアキルダイイチガクドウクラブ,放課後児童クラブ,あきる野市雨間801-2,,35.720737,139.292086,,,042-559-4646,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,45,東京都,あきる野市,南秋留第２学童クラブ,ミナミアキルダイ二ガクドウクラブ,放課後児童クラブ,あきる野市雨間801-2,,35.720737,139.292086,,,042-559-4646,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,46,東京都,あきる野市,一の谷学童クラブ,イチノタニガクドウクラブ,放課後児童クラブ,あきる野市引田928,,35.720103,139.27096,,,042-558-0266,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,47,東京都,あきる野市,前田学童クラブ,マエダガクドウクラブ,放課後児童クラブ,あきる野市野辺126-4,,35.723102,139.313656,,,042-558-7331,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,48,東京都,あきる野市,多西第１・第２学童クラブ,タサイダイイチ・ダイ二ガクドウクラブ,放課後児童クラブ,あきる野市草花2572,,35.743132,139.299248,,,042-558-6230,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,49,東京都,あきる野市,五日市第１学童クラブ,イツカイチダイイチガクドウクラブ,放課後児童クラブ,あきる野市五日市315,,35.731965,139.221989,,,042-595-5800,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,50,東京都,あきる野市,五日市第２学童クラブ,イツカイチダイニガクドウクラブ,放課後児童クラブ,あきる野市五日市414-5,,35.729676,139.219487,,,042-595-1360,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,51,東京都,あきる野市,増戸第１学童クラブ,マスコダイイチガクドウクラブ,放課後児童クラブ,あきる野市伊奈1157-5,,35.727458,139.247564,,,042-595-1361,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,52,東京都,あきる野市,増戸第２学童クラブ,マスコダイニガクドウクラブ,放課後児童クラブ,あきる野市伊奈1157-5,,35.727458,139.247564,,,042-596-1232,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
132284,53,東京都,あきる野市,秋留台学童クラブ,アキルダイガクドウクラブ,放課後児童クラブ,あきる野市二宮350,,35.731028,139.28828,,,042-558-1504,,①市内に存する小学校に就学している児童又は市の区域外に存する小学校に就学している市の区域内に住所を有する児童、②保護者の労働、疾病等の理由により、昼間家庭において適切な監護を受けられない児童,月火水木金土※祝日を除く,放課後※ただし、土曜日・学校休業日は8：00から,18：00※ただし、延長育成時間は19：00まで,12/29から1/3までは終日休館,無,
