ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
1,東京都,調布市,小島町2-32-23,株式会社日産カーレンタルソリューション,35.65188192,139.5422879,日産レンタカー調布駅南口店,その他,無料,平日8:00～20:00、土曜日・日曜日・祝日8:00～22:00,無休,可,,1,0,1,0,0,不明,設備無し,設備無し,現地特記事項無し,設備無し,NQC44-A-1,設備無し,設備無し,不明,CHAdeMO,1,0,0,DC500V最大/DC125A最大,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、スーパー、電気店、銀行,なし,0,0,0,0,情報無し,情報無し
2,東京都,調布市,深大寺東町8-33-1,東京日産自動車販売株式会社,35.68134585,139.5572945,東京日産新車のひろば三鷹店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,2,1,2,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,最大利用可能時間30分,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、公園,あり,0,1,0,0,情報無し,情報無し
3,東京都,調布市,富士見町2-12-2,東日本三菱自動車販売株式会社,35.65617848,139.5419949,東日本三菱自動車販売　調布店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,2,0,0,会員はプランによる。会員以外1分ごと30円（税込）最大料金900円,設備無し,設備無し,現地特記事項無し,設備無し,QC03 （HASETIC）／RAPIDAS-R（JFEテクノス）,設備無し,設備無し,不明,CHAdeMO,1,0,0,【JFEテクノス】200V/125A／【ハセテック】不明,設備無し,設備無し,株式会社ハセテック/JFEテクノス株式会社,設備無し,設備無し,スーパー、飲食店,あり,0,1,0,0,情報無し,情報無し
4,東京都,東久留米市,前沢5-31-10,日産プリンス西東京販売株式会社,35.73967906,139.5078395,日産プリンス西東京久留米店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,100円ショップ、ディスカウントショップ、ホームセンター,あり,0,1,0,0,情報無し,情報無し
5,東京都,八王子市,北野町593-7,東日本三菱自動車販売株式会社,35.65313625,139.3533594,東日本三菱自動車販売　八王子北野店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,1,2,0,0,会員カードをお持ちの方はプランによる,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,不明,1,0,0,500V/125A,設備無し,設備無し,株式会社ハセテック/JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,高さ：2.1ｍ,情報無し
6,東京都,八王子市,大和田町5-5-10,東京日産自動車販売株式会社,35.66235177,139.3482985,東京日産八王子店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,ビジネスホテル,あり,0,1,0,0,高さ：2.0ｍ,情報無し
7,東京都,多摩市,愛宕4-18-16,日産プリンス西東京販売株式会社,35.62723947,139.4253924,日産プリンス西東京多摩センター店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,飲食店,あり,0,1,0,0,高さ：2.1ｍ,情報無し
8,東京都,立川市,富士見町6-49-22,東日本三菱自動車販売株式会社,35.6920759,139.3931472,東日本三菱自動車販売　立川店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,2,0,0,1分ごと30円、最大900円,設備無し,設備無し,充電中に離れるときは鍵を預けるか、30分以内に戻ること,設備無し,RAPIDAS-R-AE（JFEテクノス）／QC03（HASETEC）,設備無し,設備無し,5年,CHAdeMO,1,0,0,【JFEテクノス】500V/125A/50・60Hz／【ハセテック】不明,設備無し,設備無し,JFEテクノス株式会社/ 株式会社ハセテック,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
9,東京都,西多摩郡檜原村,2430,檜原村,35.7242363,139.0541164,檜原温泉センター数馬の湯,その他,無料,10:00～19:00,月曜日,可,,1,0,1,0,0,無料,設備無し,設備無し,充電時間は30分,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,温泉施設,なし,0,0,0,0,情報無し,情報無し
10,東京都,国立市,富士見台2-47-1,国立市,35.68396665,139.442226,国立市役所庁舎駐車場,自治体施設,【最大料金】入庫後24時間以内：800円／【通常料金】8:00～22:00：25分/200円、22:00～8:00：60分/100円／市役所窓口利用者等：1時間無料／市民芸術小ホール、市民総合体育館利用者、谷保第三公園有料施設(テニスコート・野球場)利用者：2時間無料／しょうがいのある方・要介護者等・市が実施する事業や会議の参加者：利用時間無料,8:30～17:00,土曜日、日曜日、祝日,可,,2,0,1,1,0,500円/回,1時間まで無料,設備無し,現地特記事項無し,現地特記事項無し,QC03 ,DNE001K,設備無し,不明,CHAdeMO,1,1,0,40kW （最大電流値: 100 A ）,200V/50・60Hz/20A,設備無し,株式会社ハセテック,Panasonic,設備無し,公園、ドラッグストア,あり,0,0,1,1,情報無し,情報無し
11,東京都,武蔵村山市,伊奈平2-30-1,有限会社タナカ製作所,35.74000009,139.3813711,タナカ製作所第二工場,その他,無料,8:30～17:30,土曜日、日曜日、祝日,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,TQVC2M1,設備無し,設備無し,10年,CHAdeMO,1,0,0,デスクリサーチ情報無し,設備無し,設備無し,高砂製作所,設備無し,設備無し,コンビニエンスストア、飲食店,なし,0,0,0,0,情報無し,情報無し
12,東京都,昭島市,田中町4-1-1,日産プリンス西東京販売株式会社,35.70019231,139.3478863,日産プリンス西東京拝島橋店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードプランにより異なる、会員以外1回30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,5年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
13,東京都,立川市,曙町1-14-11,株式会社日産カーレンタルソリューション,35.69876,139.41002,日産レンタカー立川駅前店,その他,無料,24時間,無休,可,,1,0,1,0,0,専用カード貸出し30分550円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC-44-A-1,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW （最大電流値: 110 A ）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,なし,0,0,0,0,情報無し,情報無し
14,東京都,武蔵村山市,榎1-1-8,東京日産自動車販売株式会社,35.74565555,139.3893136,東京日産新車のひろば村山店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,不明,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、ホームセンター、リサイクルショップ,あり,0,1,0,0,情報無し,情報無し
15,東京都,青梅市,新町9-2203-2,日産プリンス西東京販売株式会社,35.78187433,139.3225824,日産プリンス西東京青梅新町店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードプランにより異なる、会員以外1回30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園,あり,0,1,0,0,情報無し,情報無し
16,東京都,大田区,平和島2-1-2,首都高速道路サービス株式会社,35.5861245,139.7426799,首都高１号羽田線平和島ＰＡ（上り）,SA/PA,無料,24時間,無休,可,,1,0,1,0,0,1分40円（充電カードがない方）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,35kW （最大電流値: 84 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,パーキングエリア内,あり,1,0,0,1,情報無し,情報無し
17,東京都,大田区,久が原5-3-12,東日本三菱自動車販売株式会社,35.57885551,139.6984439,東日本三菱自動車販売　久が原店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,2,0,0,1分ごと30円、最大900円,設備無し,設備無し,現地特記事項無し,設備無し,QC03 （HASETIC）／RAPIDAS-R（JFEテクノス）,設備無し,設備無し,不明,CHAdeMO,1,0,0,【JFEテクノス】200V/125A／【ハセテック】不明,設備無し,設備無し,株式会社ハセテック/JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、公園、飲食店,あり,0,1,0,0,情報無し,情報無し
18,東京都,品川区,東大井1-9-35,日産プリンス東京販売株式会社,35.60634364,139.7471231,日産プリンス東京鮫洲店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、スーパー、公園、ショッピングモール,あり,0,1,0,0,情報無し,情報無し
19,東京都,葛飾区,金町1-7-5,東日本三菱自動車販売株式会社,35.76248938,139.8641462,東日本三菱自動車販売　葛飾店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,1,1,1,0,0,プランにより異なる。ビジター:1分ごと30円、最大900円,設備無し,設備無し,現地特記事項無し,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,公園、飲食店,あり,0,1,0,0,情報無し,情報無し
20,東京都,荒川区,荒川1-35-1,東京日産自動車販売株式会社,35.73359645,139.787176,東京日産荒川店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園,あり,0,1,0,0,情報無し,店舗が休業でも充電施設は利用可能
21,東京都,足立区,平野2-10-1,日産プリンス東京販売株式会社,35.78526373,139.8032085,日産プリンス東京足立店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,充電中に離れるときは、キーを預けること,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園、飲食店,あり,0,1,0,0,高さ：2.1m,情報無し
22,東京都,葛飾区,新宿3-21-18,日産プリンス東京販売株式会社,35.76245452,139.8636646,日産プリンス東京葛飾金町店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園、飲食店、紳士用品店,あり,0,1,0,0,情報無し,情報無し
23,東京都,千代田区,丸の内2-6-1,三菱地所株式会社,35.67857,139.762533,丸の内パークビル,コインパーキング/駐車場,30分毎\400(30分未満は30分に切り上げ)／3時間30分～6時間迄\2800／6時間～9時間30分迄\2800(6時間分)に通常料金加算／9時間30分～24時間迄\5600,6:00～24:00,年末年始,可,,1,0,1,0,0,無料（20分以内）,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,0,1,1,高さ：2.0ｍ,情報無し
24,東京都,港区,六本木1（高速都心環状線高架下）,公益財団法人東京都道路整備保全公社,35.665367,139.73882,六本木駐車場,コインパーキング/駐車場,"入庫後12時間最大：3,300円／夜間(22:00～7:00)最大：700円／20分/200円(0:00～24:00)／30分未満：無料",24時間,無休,可,,2,0,1,1,0,無料,無料,設備無し,現地特記事項無し,現地特記事項無し,HFR1,EVC1,設備無し,不明,CHAdeMO,1,1,0,20kW （最大電流値: 50 A ）,200V/20A,設備無し,株式会社東光高岳,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,0,1,0,情報無し,情報無し
25,東京都,港区,三田2-17-20,日産自動車販売株式会社,35.64825445,139.7404058,日産自動車販売三田高輪店,ディーラー,無料,10:00～18:00,火曜日,可,,2,0,1,1,0,【会員以外】1500円/回 【会員】プランによる,不明,設備無し,車内での待機で外出は禁止,現地特記事項無し,NSQC443BB,WK 4322,設備無し,不明,CHAdeMO,1,1,0,44kW（最大電圧値500V:最大電流値:125A）,20A/250V/AC,設備無し,"NISSAN MORTOR CO., LTD.",Panasonic,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
26,東京都,港区,海岸2-1-24, 港三菱自動車販売株式会社,35.64957805,139.7582796,港中央本店,ディーラー,無料,9:30～19:00,日曜日、祝日,可,,2,0,1,1,0,30分1000円（税込）,不明,設備無し,前払いで30分1000円（税込）,現地特記事項無し,NQC-A302,WK 4322,設備無し,不明,CHAdeMO,1,1,0,30kW （最大電流値: 60 A ）,20A/250V/AC,設備無し,ニチコン株式会社,Panasonic,設備無し,コンビニエンスストア、ゆりかもめ「日の出駅」、飲食店,あり,0,0,1,0,情報無し,情報無し
27,東京都,千代田区,九段南1-2-1,千代田区,35.694089,139.753666,千代田区本庁舎地下駐車場,自治体施設,条件付き無料 (充電利用の場合 30分無料),平日8:00～22:00、土曜日8:00～19:00、日曜日・祝日9:00～17:00 ,第四日曜日･年末年始,可,,1,0,1,0,0,無料,設備無し,設備無し,充電中は車から離れてはいけない,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,中速（20kW以上40kW未満）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,合同庁舎,あり,0,0,0,1,情報無し,情報無し
28,東京都,中央区,築地1-1-1,中央区,35.67076536,139.7727715,中央区役所附属駐車場,自治体施設,条件付き無料（役所利用の場合サービスあり）,8:30～17:00,土曜日、日曜日、休日、年末年始(12月29日から1月3日),可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,40kW （最大電流値: 100 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、公園,あり,0,0,1,0,情報無し,情報無し
29,東京都,千代田区,一ツ橋1-1-1, 株式会社毎日ビルディング,35.69082032,139.7585741,パレスサイドビル,ショッピングモール/小売店舗,30分/320円,24時間,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、銀行,あり,0,0,1,1,情報無し,情報無し
30,東京都,中央区,日本橋浜町2-59-4,中央区,35.6895605,139.7884595,区営浜町公園地下駐車場,コインパーキング/駐車場,"普通車：30分毎/200円　夜間駐車1,400円
バイク：60分毎/100円　夜間駐車300円",7:00～22:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,充電時間は30分以内で1回のみ,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	40kW （最大電流値: 100 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,公園,あり,0,1,1,0,情報無し,情報無し
31,東京都,中央区,月島4-1-1,中央区,35.662091,139.782322,区営月島出張所地下駐車場,コインパーキング/駐車場,"150円/30分、1,200円/1泊",7:00～22:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,充電時間は30分以内で1回のみ,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	40kW （最大電流値: 100 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、公園,あり,0,1,1,0,情報無し,情報無し
32,東京都,中央区,日本橋兜町1-13号先,首都高速道路サービス株式会社,35.68332405,139.7783262,首都高 日本橋兜町駐車場,コインパーキング/駐車場,"30分/250円／当日1日最大料金：3,000円(入庫後、当日24時まで)
",24時間,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,NQC44-A-1,設備無し,設備無し,不明,CHAdeMO,1,0,0,DC500V最大/DC125A最大,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園,あり,0,1,1,1,情報無し,情報無し
33,東京都,江東区,南砂2-31-13,株式会社新出光東京支店,35.67602701,139.8225574,コスモ石油セルフＮＥＷ江東ＳＳ,その他,無料,24時間,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW（最大電流値:125A）,設備無し,設備無し,株式会社e-Mobility Power,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,1,情報無し,情報無し
34,東京都,墨田区,江東橋3-5-16,公益財団法人東京都道路整備保全公社,35.69390633,139.814046,錦糸町パークタワー,コインパーキング/駐車場,"昼間30分/200円(8:00～23:00)、夜間30分/100円(23:00～8:00)／【パーク＆ライド】月曜日～金曜日　当日24時まで最大：1,500円　土曜日、日曜日　当日24時まで最大：2,400円
",24時間,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,1回の充電は1時間以内。車両からは離れてはいけない,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、公園,あり,0,1,0,1,情報無し,情報無し
35,東京都,江東区,亀戸9-8-9,日産プリンス東京販売株式会社,35.69705385,139.8435332,日産プリンス東京亀戸店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
36,東京都,世田谷区,上用賀6-5-2,東日本三菱自動車販売株式会社,35.63303213,139.6245328,東日本三菱自動車販売　世田谷店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,2,0,1,1,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1分ごと30円（税込）、最大900円（税込）,不明,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R-AE,EVH1- H,設備無し,【JFEテクノス】4年,CHAdeMO,1,1,0,最大DC500V/125A,200V/20A,設備無し,JFEテクノス株式会社,日東工業株式会社・株式会社豊田自動織機,設備無し,スーパー、ショッピングモール,あり,0,1,0,0,情報無し,情報無し
37,東京都,新宿区,西新宿2-4,公益財団法人東京都道路整備保全公社,35.688976,139.694092,西新宿第四駐車場,コインパーキング/駐車場,"【自動車時間制駐車料金】昼間(7:00～23:00)：最大1900円／夜間(23:00～7:00)：最大600円／10分/100円(7:00～23:00)　60分/100円(23:00～7:00)／【オートバイ時間制駐車料金】30分/100円(0:00～24:00)／24時間最大800円
",24時間,無休,可,,4,0,1,1,2,無料,無料,無料,充電中は車から離れてはいけない,現地特記事項無し,HFR1,WK 4322,不明,不明,CHAdeMO,1,1,2,50kW （最大電流値: 125 A ）,20A/250V/AC,125V/10A・125V/15A,株式会社東光高岳,Panasonic,Panasonic,コンビニエンスストア,あり,0,1,0,1,高さ：2.3m,情報無し
38,東京都,新宿区,西落合2-1-12,日産自動車販売株式会社,35.72353865,139.6779331,日産自動車販売丸山店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,外出時、鍵はフロントへ,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、公園、自動車販売店,あり,0,1,0,0,情報無し,充電器の利用は10時～17時で受け付けは16時30分まで
39,東京都,板橋区,南常盤台1-13,公益財団法人東京都道路整備保全公社,35.755478,139.688683,上板橋駐車場,コインパーキング/駐車場,"夜間(22:00～8:00)：最大500円／昼間(8:00～22:00)：30分/200円／夜間(22:00～8:00)：60分/100円
",24時間,無休,可,,2,0,1,1,0,無料,無料,設備無し,充電中は車から離れてはいけない／車室外での充電は禁止,現地特記事項無し,HFR1,EVC1,設備無し,不明,CHAdeMO,1,1,0,"	20kW （最大電流値: 50 A ）",200V/20A,設備無し,株式会社東光高岳,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,0,1,0,高さ：2.7m,情報無し
40,東京都,杉並区,高井戸東4-1-6,東日本三菱自動車販売株式会社,35.68629289,139.623294,東日本三菱自動車販売　高井戸店,ディーラー,無料,10:00～18:00,火曜日、水曜日,可,,3,0,1,2,0,会員カードをお持ちの方はプランによる,会員カードをお持ちの方はプランによる,設備無し,現地特記事項無し,現地特記事項無し,RAPIDAS-R,EVP-SS60B3-Y7（三菱）／EVH1-H（日東工業）,設備無し,不明,CHAdeMO,1,1,0,直流 50V～500V 最大 125A50kW,【三菱】202V/50/60Hz/6.0kW,設備無し,JFEテクノス株式会社,三菱電機/Panasonic/日東工業株式会社,設備無し,コンビニエンスストア、スーパー、飲食店,あり,0,1,0,0,情報無し,情報無し
41,東京都,杉並区,桃井3-5-5,日産プリンス東京販売株式会社,35.71176172,139.6048558,日産プリンス東京荻窪店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/1時間,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
42,東京都,練馬区,貫井5-30-6,日産プリンス東京販売株式会社,35.74462029,139.6297804,日産プリンス東京谷原店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,ガソリンスタンド、バイク用品店,あり,0,1,0,0,情報無し,情報無し
43,東京都,武蔵村山市,榎1-1-3,イオンモール株式会社,35.746352,139.384813,イオンモールむさし村山,ショッピングモール/小売店舗,無料,8:00～23:00,無休,可,,19,0,1,18,0,WAONカード利用時30分300円、その他カードによる,WAONカード利用時1時間120円（3時間まで）、その他カードによる,設備無し,現地特記事項無し,現地特記事項無し,不明,H03-EW／NW03EW／NQC-A502N,設備無し,4年,CHAdeMO,1,1,0,50～500V/100A,200V/50・60Hz/30A,設備無し,ニチコン株式会社,平河ヒューテック株式会社,設備無し,コンビニエンスストア、スーパー、ショッピングモール、飲食店,あり,0,1,0,1,情報無し,情報無し
44,東京都,昭島市,田中町3-8-5,株式会社島忠,35.70179986,139.3485113,ホームズ昭島店,ショッピングモール/小売店舗,無料,10:00～20:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	50kW （最大電流値: 125 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,スーパー、公園,あり,0,1,0,0,高さ：2.1m,情報無し
45,東京都,杉並区,宮前1-20,公益財団法人東京都道路整備保全公社,35.69060066,139.6165758,高井戸北駐車場,コインパーキング/駐車場,"30分未満無料(自動二輪車は対象外)／【自動車】入庫後24時間：最大1,200円／夜間(22:00～8:00)：最大500円、20分/100円(8:00～22:00)、60分/200円(22:00～8:00)／【オートバイ】入庫後24時間：最大500円、60分/100円(0:00～24:00)
",24時間,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,"	20kW （最大電流値: 50 A ）",設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,スーパー、公園,あり,0,0,1,0,情報無し,情報無し
