地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バハレーン,ブータン,バングラデシュ,ブルネイ,カンボディア,スリ・ランカ,中国,サイプラス,インド,インドネシア,イラン,イラク,イスラエル,ジョルダン,韓国・朝鮮,クウェイト,ラオス,レバノン,マレイシア,モンゴル,オマーン,モルディヴ,ネパール,パキスタン,フィリピン,カタル,サウディ・アラビア,シリア,シンガポール,タイ,トルコ,ヴィエトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェッコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルグ,ラトヴィア,リトアニア,モナコ,マルタ,モルドヴァ,マケドニア,オランダ,ノールウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,グルジア,スロヴェニア,スロヴァキア,ボスニア・ヘルツェゴヴィナ,ユーゴスラヴィア連邦共和国,アフリカ,アルジェリア,ブルンディ,ボツワナ,カメルーン,中央アフリカ,チャード,コンゴー,コンゴー民主共和国,ベナン,ジブティ,エティオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,象牙海岸共和国,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシァス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラ・レオーネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴー,テュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナ・ファソ,ザンビア,ジンバブエ,アンゴラ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタ・リカ,キューバ,ドミニカ共和国,ドミニカ,エル・サルヴァドル,グァテマラ,ハイティ,ホンデュラス,ジャマイカ,メキシコ,ニカラグァ,パナマ,セント・ヴィンセント,トリニダッド・トバゴ,米国,グレナダ,アンティグァ・バーブーダ,南米,アルゼンティン,ボリヴィア,ブラジル,チリ,コロンビア,エクアドル,パラグァイ,ペルー,スリナム,ウルグァイ,ヴェネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュー・ジーランド,パプア・ニューギニア,パラオ,ソロモン,トンガ,トゥヴァル,サモア,無国籍・その他
4,13109,品川区,9463,4649,4814,7533,1,-,258,-,-,87,-,5,21,3014,-,201,67,48,1,15,1,2400,1,5,1,79,3,-,-,190,70,759,7,-,-,62,116,6,115,-,716,-,12,9,6,2,1,1,10,-,5,89,105,-,2,-,20,24,-,-,-,-,-,-,-,-,-,-,14,8,-,5,22,50,14,19,22,-,-,270,-,2,1,-,-,-,1,-,1,1,59,-,-,-,5,-,-,-,1,-,-,4,-,-,8,1,-,1,3,-,-,-,-,1,-,5,-,-,-,11,-,3,-,-,-,-,2,-,1,1,10,1,-,1,-,-,814,-,-,-,113,1,3,5,-,-,1,-,3,1,10,1,-,-,1,675,-,-,188,9,1,116,1,20,-,3,36,-,1,1,146,120,-,-,-,-,26,-,-,-,-,-,-,7
4,13110,目黒区,8402,4508,3894,5190,-,-,48,-,1,55,-,12,70,1668,-,216,168,37,-,26,3,1610,-,13,1,115,26,1,-,214,38,637,-,2,1,38,127,11,51,1,1386,1,10,18,6,1,5,1,27,1,13,230,203,5,9,-,29,54,-,-,-,-,-,5,1,-,3,-,30,6,18,6,22,36,25,74,48,-,-,487,2,2,1,-,1,-,2,2,-,2,85,2,1,-,1,-,1,-,3,-,-,6,-,-,12,3,-,-,4,-,-,-,-,-,-,3,-,-,-,14,-,6,-,-,-,-,2,-,5,2,12,6,1,-,-,1,1315,-,-,-,162,-,1,-,1,-,1,-,1,3,10,-,-,-,-,1136,-,-,133,13,-,64,17,12,3,-,19,-,2,3,283,232,3,-,-,-,48,-,-,-,-,-,-,10
4,13111,大田区,15191,7055,8136,12741,-,-,64,-,1,201,-,11,54,4684,-,314,143,84,-,13,1,4164,-,16,1,108,12,-,-,175,107,1915,-,2,2,69,326,7,267,-,968,1,22,13,4,-,-,1,7,1,11,78,316,2,3,1,17,30,2,5,-,-,1,3,-,1,-,-,16,7,6,4,24,54,16,22,29,-,-,266,-,3,-,-,-,-,1,1,-,-,105,-,-,-,10,-,-,-,1,-,-,5,-,1,13,4,-,2,3,-,-,-,2,2,-,4,-,-,-,27,-,3,-,-,-,-,-,-,3,2,1,21,-,-,1,-,691,-,-,-,99,2,1,1,-,-,1,1,5,1,14,-,-,-,-,566,-,-,505,22,14,339,5,21,1,7,93,-,1,2,148,100,9,-,-,-,39,-,-,-,-,-,-,33
4,13112,世田谷区,15117,7750,7367,9509,2,-,90,-,1,124,-,7,42,2970,1,317,150,82,1,54,4,3939,-,8,3,138,51,-,1,50,49,1060,-,7,2,59,206,48,43,-,2338,1,27,47,25,6,-,7,28,-,89,303,426,6,14,3,53,96,1,3,1,-,-,2,-,1,1,2,40,13,23,13,19,84,54,99,67,-,1,728,45,3,2,-,-,-,1,1,1,2,155,4,-,1,3,1,-,1,2,1,-,2,-,-,21,4,-,3,13,-,-,-,-,1,-,11,-,-,-,20,-,7,-,-,3,2,18,-,5,2,18,9,-,1,2,-,2319,-,1,-,345,2,6,-,-,1,2,2,2,3,49,4,-,-,1,1901,-,-,332,27,4,198,10,36,-,7,46,-,1,3,451,329,3,-,-,1,101,4,3,2,6,-,2,13
4,13113,渋谷区,11306,6212,5094,5070,-,1,67,-,3,33,-,14,31,1621,-,213,62,30,1,67,4,1785,1,8,6,239,22,-,4,78,27,438,-,10,2,84,142,42,34,1,2436,1,17,24,16,1,-,2,38,1,33,466,152,12,7,1,82,82,-,1,-,-,-,1,-,1,-,1,59,6,5,3,19,48,29,121,24,-,-,1154,14,1,-,2,1,-,1,7,-,3,113,-,-,-,2,1,-,-,-,1,-,7,-,-,11,1,-,4,16,-,-,-,-,-,1,1,2,4,-,5,-,1,-,-,2,-,7,1,4,4,12,23,-,2,1,-,2844,1,1,-,288,1,3,-,1,-,-,2,2,2,31,1,1,-,-,2509,-,1,248,8,4,135,17,33,2,5,31,-,5,8,586,479,5,1,-,-,91,4,-,-,2,-,4,9
4,13114,中野区,11211,5847,5364,9419,-,-,422,-,-,42,-,4,43,4557,-,241,74,44,3,57,-,3023,-,1,-,188,3,-,-,36,7,435,-,1,-,41,149,35,13,-,678,-,7,13,-,2,-,3,9,-,6,99,49,3,3,-,19,27,-,-,-,-,1,-,-,1,-,-,16,3,5,9,14,22,30,6,7,-,-,320,2,1,-,1,-,-,-,-,-,-,160,-,1,-,1,-,-,-,-,2,1,2,-,-,40,61,2,2,4,1,-,5,-,1,-,3,-,-,-,15,-,6,2,-,-,-,-,-,6,-,1,4,-,-,-,-,563,1,2,-,131,1,-,6,1,3,1,-,2,3,7,-,1,-,-,404,-,-,208,10,-,75,1,90,-,2,29,1,-,-,180,144,1,-,-,-,33,1,-,1,-,-,-,3
4,13115,杉並区,10944,5412,5532,8823,1,-,304,-,-,81,1,5,20,3910,-,104,65,44,1,7,-,3214,1,1,1,129,13,-,-,105,30,537,-,6,-,40,137,38,28,-,723,-,5,7,4,-,1,4,11,2,12,93,53,3,2,1,14,36,-,-,-,-,-,2,-,-,-,-,14,3,7,6,2,33,36,8,16,-,-,330,8,2,-,-,-,-,2,1,-,5,92,3,1,-,-,-,-,-,-,1,-,-,-,-,23,25,-,2,1,-,-,-,-,2,-,1,1,-,-,14,-,4,2,-,1,-,1,-,1,1,2,3,1,1,1,-,888,-,3,-,203,2,1,2,-,2,2,-,1,4,14,-,-,-,-,654,-,-,203,13,4,102,2,47,,3,27,1,1,3,205,175,3,-,-,-,26,-,1,-,-,-,-,10
4,13116,豊島区,15820,8131,7689,14271,-,-,822,-,1,98,-,5,33,8325,-,72,77,42,-,9,-,3278,-,2,-,544,9,-,-,30,54,577,-,-,3,58,187,10,35,-,615,-,5,12,1,6,-,1,4,1,3,131,35,5,1,1,5,17,-,-,-,-,-,-,-,-,-,3,7,1,14,11,26,46,11,7,1,-,-,241,6,8,-,-,-,-,1,3,1,-,129,1,-,-,1,-,-,1,1,-,-,2,-,-,29,3,-,1,6,1,-,7,-,1,-,6,1,-,-,49,-,-,-,-,3,-,1,-,9,1,3,1,-,1,-,-,511,2,1,-,112,-,3,11,1,-,-,-,4,3,7,1,-,-,1,365,-,-,167,6,3,93,6,32,1,3,14,-,1,8,115,88,-,-,-,-,26,-,-,-,-,-,1,12
4,13117,北区,12154,5913,6241,11313,1,-,286,-,-,292,-,8,28,6140,-,88,48,25,-,5,3,3197,-,6,-,92,4,-,-,25,36,850,-,1,1,35,110,4,28,-,274,-,3,3,-,1,-,-,2,-,4,30,15,2,4,-,4,17,-,-,-,-,1,1,-,1,-,-,1,-,2,3,2,17,5,8,4,-,-,128,16,-,-,-,-,-,-,-,-,-,57,-,-,-,1,-,-,-,2,-,-,1,-,-,17,4,-,-,1,-,-,-,-,2,-,3,-,3,-,7,-,-,-,1,-,-,-,-,3,7,3,2,-,-,-,-,184,1,-,-,35,1,1,2,3,-,-,-,6,-,7,-,-,-,-,128,-,-,258,6,4,209,3,14,2,2,16,1,-,1,58,45,-,-,-,-,12,-,-,-,1,-,-,10
4,13118,荒川区,11811,5430,6381,11249,-,-,33,-,-,54,-,5,6,2945,-,47,22,39,-,-,-,7301,-,3,-,15,13,-,1,30,45,550,-,-,1,16,81,4,38,-,138,1,-,-,-,-,1,1,1,-,-,20,1,-,-,-,1,11,-,-,-,-,-,-,-,1,-,-,4,1,2,-,5,20,4,1,4,-,-,52,1,4,-,-,-,-,1,-,-,1,103,-,-,-,-,-,-,-,1,-,-,4,-,-,21,-,-,-,-,1,-,28,-,1,-,-,-,2,-,28,-,2,-,-,-,-,-,-,1,8,3,3,-,-,-,-,223,28,63,-,28,5,-,1,-,1,8,-,4,-,9,-,-,-,-,76,-,-,63,2,-,41,2,7,-,-,10,-,1,-,33,22,1,-,-,-,8,1,-,-,1,-,-,2
4,13119,板橋区,13971,6469,7502,12641,3,-,130,-,-,136,-,1,10,6707,2,84,91,78,1,3,-,3480,-,2,-,175,18,1,-,62,112,1276,-,-,7,33,173,12,44,-,382,-,6,5,3,2,-,2,2,1,2,39,37,2,5,-,8,13,-,-,-,-,-,1,-,-,-,2,11,-,4,5,11,15,7,7,2,-,-,176,4,2,1,-,1,-,-,3,1,2,242,4,-,-,1,-,-,-,9,-,-,13,-,-,42,2,1,-,2,1,-,6,2,3,-,4,1,-,1,125,-,-,-,-,6,-,-,1,7,2,1,8,-,-,-,-,342,9,10,-,63,2,-,1,-,-,-,-,3,1,4,-,1,-,1,247,-,-,277,6,21,188,1,24,-,2,33,1,-,1,77,58,2,-,-,-,15,-,-,-,1,-,1,10
4,13120,練馬区,11465,5332,6133,9829,2,-,53,-,-,105,-,8,29,4017,-,231,89,79,-,18,3,3673,-,5,3,169,2,-,1,61,89,926,-,-,2,27,185,13,39,-,505,-,8,14,5,-,-,-,3,1,6,63,47,2,7,-,10,20,-,-,-,-,-,-,-,1,-,1,7,1,9,3,35,36,28,6,8,-,-,178,2,2,-,-,-,-,-,-,-,2,168,1,-,-,5,-,-,-,3,-,-,2,-,1,36,4,1,1,2,-,-,1,1,4,-,3,1,1,-,84,-,4,1,-,1,-,-,2,3,3,-,2,-,1,-,-,554,-,-,-,108,1,2,4,-,1,-,-,1,1,11,-,-,-,1,424,-,-,244,13,2,171,5,29,1,10,12,-,-,1,155,115,-,-,-,-,34,6,-,-,-,-,-,10
4,13121,足立区,20372,9289,11083,19239,2,-,30,-,-,138,-,5,35,5240,4,105,119,89,1,1,2,9125,-,2,-,130,9,-,-,16,292,3386,-,-,2,22,378,10,96,-,317,-,3,2,3,8,-,1,3,-,2,31,9,1,2,-,4,10,-,2,-,-,1,1,-,1,-,-,5,2,9,-,13,81,3,3,1,-,-,90,23,3,-,-,-,-,-,-,-,-,177,3,-,-,1,1,-,-,3,1,-,1,-,-,56,2,-,-,3,-,-,-,1,3,-,-,-,-,-,63,-,4,-,-,4,-,3,1,5,14,6,2,-,-,-,-,198,-,2,-,30,-,-,4,-,-,1,-,-,-,16,-,-,-,-,145,-,-,357,2,2,288,6,10,1,4,42,-,2,-,70,42,1,-,-,-,27,-,-,-,-,-,-,14
4,13122,葛飾区,10335,4605,5730,9653,1,-,26,-,-,100,-,-,48,3415,-,82,32,47,-,1,1,4069,-,-,-,50,38,-,-,16,127,1371,-,-,1,18,160,7,43,-,182,-,1,2,1,-,1,2,2,1,-,14,6,1,-,-,4,3,-,-,-,-,-,-,-,1,-,-,2,-,2,2,12,28,7,4,4,-,-,79,1,-,-,-,-,-,-,2,-,-,144,-,-,-,2,-,-,-,2,-,-,17,-,-,24,3,-,-,2,-,-,-,-,1,-,-,-,1,-,37,-,2,-,-,1,-,-,2,-,44,3,2,-,-,1,-,172,1,-,-,39,-,1,-,1,-,-,-,-,-,4,1,-,-,1,124,-,-,123,4,1,95,-,8,-,-,15,-,-,-,58,46,1,-,-,-,11,-,-,-,-,-,-,3
4,13123,江戸川区,17554,7771,9783,16330,-,-,59,-,-,161,1,-,62,6997,-,352,81,93,-,8,1,5338,-,1,-,84,7,-,-,18,203,2534,-,-,-,30,256,8,36,-,451,-,2,2,6,5,1,-,2,1,4,35,13,-,4,1,4,9,-,4,-,-,-,13,-,-,-,-,1,1,2,1,93,83,2,4,2,-,-,143,9,2,1,-,-,-,-,1,-,-,94,2,-,-,-,-,-,-,-,-,-,1,-,-,42,-,-,3,3,-,-,2,-,-,-,2,-,1,-,26,-,1,1,-,1,-,1,-,-,6,1,1,-,-,-,-,276,1,2,-,62,4,2,1,3,1,-,-,3,-,17,-,-,-,-,180,-,-,311,5,2,157,-,38,-,1,107,1,-,-,82,66,1,-,-,-,15,-,-,-,-,-,-,10
1,13200,市部,53632,25060,28572,42754,24,3,115,1,4,286,-,44,296,15759,1,397,489,320,24,21,15,16314,1,85,3,478,101,2,1,176,222,5917,1,9,14,110,1045,60,413,3,2230,1,43,15,39,5,2,19,20,1,17,232,192,11,42,1,37,85,2,4,-,1,1,3,-,2,-,1,39,9,48,18,98,245,43,34,27,-,-,803,40,28,3,1,1,4,2,8,-,3,599,11,-,-,2,-,-,-,11,-,-,13,1,2,156,23,1,4,20,-,2,4,2,7,1,27,-,2,-,126,2,13,23,-,3,-,12,1,16,6,15,76,-,6,10,1,3580,1,2,-,509,9,17,11,1,5,5,-,7,6,68,5,2,1,2,2929,-,-,3780,83,32,2038,27,140,5,23,1418,-,2,12,640,463,22,-,1,1,135,4,-,1,6,-,7,49
4,13201,八王子市,6576,2825,3751,5370,10,-,17,-,1,53,-,9,36,1996,-,36,57,46,17,2,7,1781,-,3,-,99,16,-,-,24,20,961,-,4,1,12,70,5,87,-,245,1,5,3,2,-,-,-,2,-,2,24,26,-,2,-,3,13,-,-,-,-,-,-,-,-,-,-,5,1,3,3,15,35,4,4,1,-,-,82,1,-,-,-,-,4,1,-,-,3,111,1,-,-,-,-,-,-,-,-,-,-,-,-,20,-,1,-,8,-,-,2,-,-,-,1,-,-,-,8,-,3,-,-,3,-,1,-,5,2,2,49,-,3,1,1,258,-,-,-,39,2,7,2,-,1,1,-,2,-,8,-,-,-,-,196,-,-,522,32,6,227,4,26,1,4,221,-,-,1,65,50,4,-,-,1,6,1,-,-,-,-,3,5
4,13202,立川市,3001,1353,1648,2582,-,-,2,-,-,15,-,3,16,1023,-,28,19,9,-,1,-,945,-,1,-,12,7,-,-,17,8,423,-,-,1,1,29,18,4,-,48,-,1,-,-,-,-,-,-,-,1,2,2,1,1,-,-,1,-,2,-,-,-,-,-,-,-,-,1,-,2,-,1,9,-,2,1,-,-,16,-,5,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,3,-,-,-,-,-,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,146,-,-,-,18,-,-,-,-,-,-,-,1,1,-,-,-,-,-,126,-,-,190,3,-,150,-,5,1,6,25,-,-,-,13,8,-,-,-,-,4,-,-,-,1,-,-,1
4,13203,武蔵野市,2415,1261,1154,1832,1,-,12,-,-,5,-,4,5,951,-,44,13,8,-,1,1,524,-,3,1,33,4,-,-,17,12,134,-,4,4,2,35,5,9,-,172,-,3,-,-,3,-,1,-,-,1,25,15,-,-,-,5,9,-,1,-,1,-,-,-,-,-,-,1,-,3,1,3,16,3,1,1,-,-,71,8,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,1,-,-,-,-,-,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,5,-,-,-,-,286,-,-,-,53,-,-,-,-,-,-,-,-,-,6,-,-,-,-,227,-,-,58,-,8,35,1,5,1,1,7,-,-,-,50,37,-,-,1,-,12,-,-,-,-,-,-,1
