大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,安心・安全,避難所,31,連光寺小学校,35.6415789,139.4570419,〒206-0021,東京都多摩市連光寺3-64-1,,042-373-1920,042-337-7628,外部リンク,http://schit.net/tama/esrenkouji/,
施設マップ,安心・安全,避難所,32,北諏訪小学校,35.6302745,139.4502512,〒206-0024,東京都多摩市諏訪1-60-1,,042-373-2531,042-337-7630,外部リンク,http://schit.net/tama/eskitasuwa/,
施設マップ,安心・安全,避難所,33,東寺方小学校,35.6478665,139.4389737,〒206-0003,東京都多摩市東寺方100,,042-371-4151,042-337-7631,外部リンク,http://schit.net/tama/eshigashiteragata/,
施設マップ,安心・安全,避難所,34,南鶴牧小学校,35.614275,139.4180962,〒206-0034,東京都多摩市鶴牧5-43,,042-372-1860,042-337-7641,外部リンク,http://schit.net/tama/esminamitsurumaki/,
施設マップ,安心・安全,避難所,35,聖ヶ丘小学校,35.62875022,139.4603939,〒206-0022,東京都多摩市聖ヶ丘3-66,,042-374-0647,042-337-7643,外部リンク,http://schit.net/tama/eshijirigaoka/,
施設マップ,安心・安全,避難所,36,西落合小学校,35.61382078,139.4237087,〒206-0033,東京都多摩市落合5-6,,042-374-0574,042-337-7644,外部リンク,http://schit.net/tama/esnishiochiai/,
施設マップ,安心・安全,避難所,37,大松台小学校,35.6154482,139.415342,〒206-0034,東京都多摩市鶴牧6-4,,042-337-4010,042-337-7645,外部リンク,http://schit.net/tama/esoomatsudai/,
施設マップ,安心・安全,避難所,38,諏訪小学校,35.62040889,139.4553447,〒206-0024,東京都多摩市諏訪5-13,,042-371-4533,042-337-7636,外部リンク,http://schit.net/tama/essuwa/,
施設マップ,安心・安全,避難所,39,永山小学校,35.6274497,139.4457767,〒206-0025,東京都多摩市永山2-8-1,,042-371-4171,,外部リンク,http://schit.net/tama/esnagayama/,
施設マップ,安心・安全,避難所,40,瓜生小学校,35.62023489,139.4458114,〒206-0025,東京都多摩市永山5-13,,042-374-0854,042-337-7625,外部リンク,http://schit.net/tama/esuryuu/,
施設マップ,安心・安全,避難所,41,東落合小学校,35.61870196,139.4302222,〒206-0033,東京都多摩市落合3-24,,042-376-6214,042-337-7639,外部リンク,http://schit.net/tama/eshigashiochiai/,
施設マップ,安心・安全,避難所,42,貝取小学校,35.61825142,139.4411623,〒206-0012,東京都多摩市貝取3-9,,042-376-0234,042-337-7637,外部リンク,http://schit.net/tama/eskaidori/,
施設マップ,安心・安全,避難所,43,豊ヶ丘小学校,35.6226055,139.433814,〒206-0031,東京都多摩市豊ヶ丘2-4-1,,042-371-3341,042-337-7640,外部リンク,http://www.tama.ed.jp/toyogaoka/,
施設マップ,安心・安全,避難所,44,愛和小学校,35.63500033,139.4349638,〒206-0041,東京都多摩市愛宕1-54,,042-374-9881,042-337-7626,外部リンク,http://schit.net/tama/esaiwa/,
施設マップ,安心・安全,避難所,45,多摩中学校,35.64975212,139.4569484,〒206-0011,東京都多摩市関戸3-19-1,,042-375-7023,042-337-7646,外部リンク,http://schit.net/tama/jhtama/,
施設マップ,安心・安全,避難所,46,東愛宕中学校,35.6335985,139.4322305,〒206-0041,東京都多摩市愛宕1-52,,042-374-9781,042-337-7648,外部リンク,http://schit.net/tama/jhhigashiatago/,
施設マップ,安心・安全,避難所,47,和田中学校,35.6418364,139.4302358,〒206-0001,東京都多摩市和田234,,042-371-4531,042-337-7650,外部リンク,http://schit.net/tama/jhwada/,
施設マップ,安心・安全,避難所,48,諏訪中学校,35.6220506,139.4551593,〒206-0024,東京都多摩市諏訪5-12-1,,042-371-8534,042-337-7651,外部リンク,http://schit.net/tama/jhsuwa/,
施設マップ,安心・安全,避難所,49,聖ヶ丘中学校,35.6337327,139.4580088,〒206-0022,東京都多摩市聖ヶ丘2-17,,042-374-0685,042-337-7656,外部リンク,http://schit.net/tama/jhhijirigaoka/,
施設マップ,安心・安全,避難所,50,鶴牧中学校,35.61391356,139.4142067,〒206-0034,東京都多摩市鶴牧6-5-1,,042-337-4020,042-337-7657,外部リンク,http://schit.net/tama/jhtsurumaki/,
施設マップ,安心・安全,避難所,51,多摩永山中学校,35.6248917,139.4469961,〒206-0025,東京都多摩市永山2-7-1,,042-371-3701,,外部リンク,http://schit.net/tama/jhtamanagayama//,
施設マップ,安心・安全,避難所,52,落合中学校,35.61479932,139.4291509,〒206-0033,東京都多摩市落合4-14,,042-372-1861,042-337-7654,外部リンク,http://schit.net/tama/jhochiai/,
施設マップ,安心・安全,避難所,53,青陵中学校,35.6207086,139.4393497,〒206-0012,東京都多摩市貝取2-9-1,,042-376-2211,042-337-7649,外部リンク,http://schit.net/tama/jhseiryo/,
施設マップ,安心・安全,避難所,54,旧豊ヶ丘中学校,35.6133511,139.4360752,〒206-0031,東京都多摩市豊ヶ丘4-4,,,,,,
施設マップ,安心・安全,避難所,55,旧南豊ヶ丘小学校,35.6113901,139.4332755,〒206-0031,東京都多摩市豊ヶ丘6-4,,,,,,
施設マップ,安心・安全,避難所,56,桜ヶ丘コミュニティセンター,35.6399343,139.4465012,〒206-0013,東京都多摩市桜ヶ丘1-17-7,,042-338-7121,,,,
施設マップ,安心・安全,避難所,57,総合体育館,35.6435225,139.4362186,〒206-0003,東京都多摩市東寺方588-1,,042-374-2313,,,,
施設マップ,安心・安全,避難所,58,諏訪複合施設,35.6235476,139.4544704,〒206-0024,東京都多摩市諏訪5-1,,042-372-1010,,,,
施設マップ,安心・安全,避難所,59,恵泉女学園大学（体育館）,35.6097099,139.4360836,〒206-0032,東京都多摩市南野2-11,,,,,,
施設マップ,安心・安全,避難所,60,帝京大学小学校（体育館）,35.6443024,139.4183617,〒206-0001,東京都多摩市和田1254-6,,,,,,
施設マップ,安心・安全,広域避難場所,61,多摩中央公園,35.6194445,139.4253676,〒206-0033,東京都多摩市落合2-35,,,,,,
施設マップ,安心・安全,広域避難場所,62,一本杉公園,35.60719944,139.4332049,〒206-0032,東京都多摩市南野2-14,,,,,,
施設マップ,安心・安全,広域避難場所,63,並木公園,35.64579706,139.433758,〒206-0001,東京都多摩市和田1551,,,,,,
施設マップ,安心・安全,広域避難場所,64,大谷戸公園,35.6392265,139.4577142,〒206-0021,東京都多摩市連光寺5-17-1,,,,,,
施設マップ,安心・安全,広域避難場所,65,都立桜ヶ丘公園,35.63688082,139.4608969,〒206-0021,東京都多摩市連光寺5,,,,,,
施設マップ,安心・安全,防災倉庫,66,関戸防災倉庫,35.64552055,139.4516762,〒206-0011,東京都多摩市関戸5-17-4,,,,,,
施設マップ,安心・安全,防災倉庫,67,諏訪防災倉庫,35.6329159,139.453223,〒206-0023,東京都多摩市馬引沢2-3-13,,,,,,
施設マップ,安心・安全,防災倉庫,68,和田防災倉庫,35.64334972,139.4314439,〒206-0001,東京都多摩市和田1440,,,,,,
施設マップ,安心・安全,防災倉庫,69,愛宕防災倉庫,35.63381538,139.4339618,〒206-0041,東京都多摩市愛宕1-52,,,,,,
施設マップ,安心・安全,防災倉庫,70,南野防災倉庫,35.60801227,139.4345836,〒206-0032,東京都多摩市南野2-4-7,,,,,,
施設マップ,安心・安全,防災倉庫,71,唐木田防災倉庫,35.6123339,139.4135133,〒206-0032,東京都多摩市南野3-15-2,,,,,,
施設マップ,安心・安全,給水拠点・災害対策用井戸,73,桜ヶ丘浄水所,35.64393254,139.4442169,〒206-0013,東京都多摩市桜ヶ丘4-10,,,,,,確保水量：1，500立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,74,落合浄水場,35.62433222,139.4133883,〒206-0036,東京都多摩市中沢1-12,,,,,,確保水量：100立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,75,愛宕配水所,35.63453002,139.4395325,〒206-0041,東京都多摩市愛宕2-51,,,,,,確保水量：1，140立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,76,南野給水所,35.60882123,139.4307578,〒206-0032,東京都多摩市南野2-16,,,,,,確保水量：3，360立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,77,聖ヶ丘給水所,35.63036255,139.463059,〒206-0022,東京都多摩市聖ヶ丘4-1,,,,,,確保水量：14，000立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,78,並木公園応急給水槽,35.64582461,139.4342551,〒206-0001,東京都多摩市和田1551-1,,,,,,確保水量：1，500立方メートル
施設マップ,安心・安全,給水拠点・災害対策用井戸,79,豊ヶ丘南公園100t貯水槽,35.6157619,139.433967,〒206-0031,東京都多摩市豊ヶ丘5-12,,,,,,確保水量：100t
施設マップ,安心・安全,給水拠点・災害対策用井戸,80,瓜生緑地100t貯水槽,35.6185396,139.4428411,〒206-0025,東京都多摩市永山5-8,,,,,,確保水量：100t
施設マップ,安心・安全,給水拠点・災害対策用井戸,81,多摩中央公園100t貯水槽,35.6194445,139.4253676,〒206-0033,東京都多摩市落合2-35,,,,,,確保水量：100t
施設マップ,安心・安全,給水拠点・災害対策用井戸,82,健康センター100t貯水槽,35.6491889,139.4494339,〒206-0011,東京都多摩市関戸4-19,,,,,,確保水量：100t
施設マップ,安心・安全,給水拠点・災害対策用井戸,83,連光寺小学校災害対策用井戸,35.6414095,139.4574002,〒206-0021,東京都多摩市連光寺3-64,,,,,,確保水量：100立方メートル
施設マップ,安心・安全,AED設置施設,84,多摩市役所,35.63705284,139.4463141,〒206-8666,東京都多摩市関戸6-12-1,,042-375-8111,042-371-2008,,,
施設マップ,安心・安全,AED設置施設,85,関戸公民館,35.649842,139.4468394,〒206-0011,東京都多摩市関戸4-72,ヴィータ・コミューネ　7階、8階,042-374-9711,042-339-0491,,,
施設マップ,安心・安全,AED設置施設,86,永山公民館,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5,,042-337-6661,042-337-6003,,,
施設マップ,安心・安全,AED設置施設,87,多摩市立図書館,35.6172392,139.425276,〒206-0033,東京都多摩市落合2-29,,042-373-7955,,,,
施設マップ,安心・安全,AED設置施設,88,東寺方図書館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-371-2242,,,,
施設マップ,安心・安全,AED設置施設,89,豊ヶ丘図書館,35.61463283,139.4348678,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-374-6581,,,,
施設マップ,安心・安全,AED設置施設,90,関戸図書館,35.6518357,139.445923,〒206-0011,東京都多摩市関戸1-1-5,,042-371-1004,,,,
施設マップ,安心・安全,AED設置施設,91,聖ヶ丘図書館,35.6310748,139.4581144,〒206-0022,東京都多摩市聖ヶ丘2-21-1,,042-339-7333,,,,
施設マップ,安心・安全,AED設置施設,92,永山図書館,35.62831191,139.4482311,〒206-0025,東京都多摩市永山1-5,,042-337-6211,,,,
施設マップ,安心・安全,AED設置施設,93,唐木田図書館,35.61542187,139.41336,〒206-0034,東京都多摩市鶴牧6-14,,042-338-0660,,,,
施設マップ,安心・安全,AED設置施設,94,行政資料室,35.6377596,139.4468901,〒206-0011,東京都多摩市関戸6-12-1,,042-338-6888,,,,
施設マップ,安心・安全,AED設置施設,95,パルテノン多摩,35.62168681,139.4262824,〒206-0033,東京都多摩市落合2-35,,042-375-1414,042-376-9191,外部リンク,http://www.parthenon.or.jp/,
施設マップ,安心・安全,AED設置施設,96,総合体育館,35.6435225,139.4362186,〒206-0003,東京都多摩市東寺方588-1,,042-374-2313,,,,
施設マップ,安心・安全,AED設置施設,97,多摩市立武道館,35.62547377,139.4589195,〒206-0024,東京都多摩市諏訪4-9,,042-371-8421,042-371-8420,,,
施設マップ,安心・安全,AED設置施設,98,多摩市立陸上競技場,35.62501935,139.4603,〒206-0024,東京都多摩市諏訪4-9,,042-337-7665,042-371-8420,,,
施設マップ,安心・安全,AED設置施設,99,多摩市総合福祉センター,35.6125366,139.4126773,〒206-0032,東京都多摩市南野3-15-1,,042-356-0303,042-356-1155,,,
施設マップ,安心・安全,AED設置施設,100,市立健康センター,35.64908339,139.4497037,〒206-0011,東京都多摩市関戸4-19-5,,042-376-9111,042-371-1235,,,
施設マップ,安心・安全,AED設置施設,101,一ノ宮児童館,35.652941,139.4427843,〒206-0002,東京都多摩市一ノ宮1-18-7,,042-375-4643,,,,
施設マップ,安心・安全,AED設置施設,102,永山児童館,35.6255194,139.4459017,〒206-0025,東京都多摩市永山3-6,,042-373-0991,,,,
施設マップ,安心・安全,AED設置施設,103,愛宕児童館,35.6346956,139.4325054,〒206-0041,東京都多摩市愛宕1-65-3,,042-373-7677,,,,
施設マップ,安心・安全,AED設置施設,104,連光寺児童館,35.6427455,139.4568308,〒206-0021,東京都多摩市連光寺3-57-1,,042-338-5881,,,,
施設マップ,安心・安全,AED設置施設,105,豊ヶ丘児童館,35.61453528,139.4345655,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-338-5882,,,,
施設マップ,安心・安全,AED設置施設,106,東寺方児童館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-338-5883,,,,
施設マップ,安心・安全,AED設置施設,107,諏訪児童館,35.62534159,139.4514675,〒206-0024,東京都多摩市諏訪2-8,,042-375-0991,,,,
施設マップ,安心・安全,AED設置施設,108,桜ヶ丘児童館,35.63980924,139.4466522,〒206-0013,東京都多摩市桜ヶ丘1-17-7,,042-338-7122,,,,
施設マップ,安心・安全,AED設置施設,109,落合児童館,35.6120796,139.4255867,〒206-0033,東京都多摩市落合6-5,,042-371-5955,,,,
施設マップ,安心・安全,AED設置施設,110,唐木田児童館,35.61545283,139.4132753,〒206-0034,東京都多摩市鶴牧6-14,,042-338-2277,,,,
施設マップ,安心・安全,AED設置施設,111,多摩市立子ども家庭支援センター「たまっこ」,35.6277686,139.429842,〒206-0031,東京都多摩市豊ヶ丘1-21-3,,042-355-3833,042-355-3433,,,
施設マップ,安心・安全,AED設置施設,112,多摩市立教育センター,35.62346015,139.4543631,〒206-0024,東京都多摩市諏訪5-1,かけはし（諏訪複合教育施設）内,042-372-1010,,,,
施設マップ,安心・安全,AED設置施設,113,グリーンライブセンター,35.622263,139.42781,〒206-0033,東京都多摩市落合2-35（多摩中央公園内）,,042-375-8716,,外部リンク,http://www.keisen.ac.jp/tglc/,
施設マップ,安心・安全,AED設置施設,114,エコプラザ多摩（資源化センター）,35.6188343,139.4546789,〒206-0024,東京都多摩市諏訪6-3-2,,042-338-6836,,,,
施設マップ,安心・安全,AED設置施設,115,多摩第一小学校,35.65060218,139.4568443,〒206-0011,東京都多摩市関戸3-2-23,,042-375-7020,042-337-7621,,,
施設マップ,安心・安全,AED設置施設,116,多摩第二小学校,35.64469172,139.4327218,〒206-0001,東京都多摩市和田75,,042-375-7051,042-337-7622,外部リンク,http://schit.net/tama/estamadaini/,
施設マップ,安心・安全,AED設置施設,117,多摩第三小学校,35.6314239,139.4365635,〒206-0014,東京都多摩市乞田712,,042-375-7036,042-337-7623,外部リンク,http://schit.net/tama/estamadaisan/,
施設マップ,安心・安全,AED設置施設,118,連光寺小学校,35.6415789,139.4570419,〒206-0021,東京都多摩市連光寺3-64-1,,042-373-1920,042-337-7628,外部リンク,http://schit.net/tama/esrenkouji/,
施設マップ,安心・安全,AED設置施設,119,北諏訪小学校,35.6302745,139.4502512,〒206-0024,東京都多摩市諏訪1-60-1,,042-373-2531,042-337-7630,外部リンク,http://schit.net/tama/eskitasuwa/,
施設マップ,安心・安全,AED設置施設,120,東寺方小学校,35.6478665,139.4389737,〒206-0003,東京都多摩市東寺方100,,042-371-4151,042-337-7631,外部リンク,http://schit.net/tama/eshigashiteragata/,
施設マップ,安心・安全,AED設置施設,121,南鶴牧小学校,35.6140088,139.4180962,〒206-0034,東京都多摩市鶴牧5-43,,042-372-1860,042-337-7641,外部リンク,http://schit.net/tama/esminamitsurumaki/,
施設マップ,安心・安全,AED設置施設,122,聖ヶ丘小学校,35.6285391,139.4602866,〒206-0022,東京都多摩市聖ヶ丘3-66,,042-374-0647,042-337-7643,外部リンク,http://schit.net/tama/eshijirigaoka/,
施設マップ,安心・安全,AED設置施設,123,西落合小学校,35.6135729,139.4237596,〒206-0033,東京都多摩市落合5-6,,042-374-0574,042-337-7644,外部リンク,http://schit.net/tama/esnishiochiai/,
施設マップ,安心・安全,AED設置施設,124,大松台小学校,35.61541837,139.4153335,〒206-0034,東京都多摩市鶴牧6-4,,042-337-4010,042-337-7645,外部リンク,http://schit.net/tama/esoomatsudai/,
施設マップ,安心・安全,AED設置施設,125,諏訪小学校,35.62045938,139.4553335,〒206-0024,東京都多摩市諏訪5-13,,042-371-4533,042-337-7636,外部リンク,http://schit.net/tama/essuwa/,
施設マップ,安心・安全,AED設置施設,126,永山小学校,35.6274497,139.4457767,〒206-0025,東京都多摩市永山2-8-1,,042-371-4171,,外部リンク,http://schit.net/tama/esnagayama/,
施設マップ,安心・安全,AED設置施設,127,瓜生小学校,35.62027158,139.4458114,〒206-0025,東京都多摩市永山5-13,,042-374-0854,042-337-7625,外部リンク,http://schit.net/tama/esuryuu/,
施設マップ,安心・安全,AED設置施設,128,東落合小学校,35.618679,139.4302166,〒206-0033,東京都多摩市落合3-24,,042-376-6214,042-337-7639,外部リンク,http://schit.net/tama/eshigashiochiai/,
施設マップ,安心・安全,AED設置施設,129,貝取小学校,35.61823302,139.4411905,〒206-0012,東京都多摩市貝取3-9,,042-376-0234,042-337-7637,外部リンク,http://schit.net/tama/eskaidori/,
施設マップ,安心・安全,AED設置施設,130,豊ヶ丘小学校,35.6226055,139.433814,〒206-0031,東京都多摩市豊ヶ丘2-4-1,,042-371-3341,042-337-7640,外部リンク,http://www.tama.ed.jp/toyogaoka/,
施設マップ,安心・安全,AED設置施設,131,愛和小学校,35.63497964,139.4349553,〒206-0041,東京都多摩市愛宕1-54,,042-374-9881,042-337-7626,外部リンク,http://schit.net/tama/esaiwa/,
施設マップ,安心・安全,AED設置施設,132,多摩中学校,35.64975674,139.4569539,〒206-0011,東京都多摩市関戸3-19-1,,042-375-7023,042-337-7646,外部リンク,http://schit.net/tama/jhtama/,
施設マップ,安心・安全,AED設置施設,133,東愛宕中学校,35.6335985,139.4322305,〒206-0041,東京都多摩市愛宕1-52,,042-374-9781,042-337-7648,外部リンク,http://schit.net/tama/jhhigashiatago/,
施設マップ,安心・安全,AED設置施設,134,和田中学校,35.6418364,139.4302358,〒206-0001,東京都多摩市和田234,,042-371-4531,042-337-7650,外部リンク,http://schit.net/tama/jhwada/,
施設マップ,安心・安全,AED設置施設,135,諏訪中学校,35.6220506,139.4551593,〒206-0024,東京都多摩市諏訪5-12-1,,042-371-8534,042-337-7651,外部リンク,http://schit.net/tama/jhsuwa/,
施設マップ,安心・安全,AED設置施設,136,聖ヶ丘中学校,35.6337327,139.4580088,〒206-0022,東京都多摩市聖ヶ丘2-17,,042-374-0685,042-337-7656,外部リンク,http://schit.net/tama/jhhijirigaoka/,
施設マップ,安心・安全,AED設置施設,137,鶴牧中学校,35.61389978,139.4141954,〒206-0034,東京都多摩市鶴牧6-5-1,,042-337-4020,042-337-7657,外部リンク,http://schit.net/tama/jhtsurumaki/,
施設マップ,安心・安全,AED設置施設,138,多摩永山中学校,35.6248917,139.4469961,〒206-0025,東京都多摩市永山2-7-1,,042-371-3701,,外部リンク,http://schit.net/tama/jhtamanagayama//,
施設マップ,安心・安全,AED設置施設,139,落合中学校,35.6148452,139.4298285,〒206-0033,東京都多摩市落合4-14,,042-372-1861,042-337-7654,外部リンク,http://schit.net/tama/jhochiai/,
施設マップ,安心・安全,AED設置施設,140,青陵中学校,35.6207086,139.4393497,〒206-0012,東京都多摩市貝取2-9-1,,042-376-2211,042-337-7649,外部リンク,http://schit.net/tama/jhseiryo/,
施設マップ,安心・安全,AED設置施設,141,多摩市立関戸・一ノ宮コミュニティセンター,35.64906366,139.4497225,〒206-0011,東京都多摩市関戸4-19-5　健康センター3階,,042-375-5566,042-375-6602,,,
施設マップ,安心・安全,AED設置施設,142,多摩市立桜ヶ丘コミュニティセンター（ゆう桜ヶ丘）,35.64002149,139.44636,〒206-0013,東京都多摩市桜ヶ丘1-17-7,,042-338-7121,042-338-7123,,,
施設マップ,安心・安全,AED設置施設,143,多摩市立乞田・貝取コミュニティセンター（乞田・貝取ふれあい館）,35.6309101,139.4345553,〒206-0014,東京都多摩市乞田810,,042-339-1700,042-339-1701,,,
施設マップ,安心・安全,AED設置施設,144,多摩市立鶴牧・落合・南野コミュニティセンター（トムハウス）,35.61229309,139.4257053,〒206-0033,東京都多摩市落合6-5,,042-371-8806,,,,
施設マップ,安心・安全,AED設置施設,145,多摩市立貝取コミュニティセンター（貝取こぶし館）,35.6158574,139.4398091,〒206-0012,東京都多摩市貝取4-5-1,,042-389-4196,042-389-4197,,,
施設マップ,安心・安全,AED設置施設,146,多摩市立聖ヶ丘コミュニティセンター（ひじり館）,35.63114938,139.4582132,〒206-0022,東京都多摩市聖ヶ丘2-21-1,,042-389-2211,042-389-2212,,,
施設マップ,安心・安全,AED設置施設,147,多摩市立愛宕コミュニティセンター（愛宕かえで館）,35.6335458,139.434483,〒206-0041,東京都多摩市愛宕3-2,,042-375-2990,042-357-0472,,,
施設マップ,安心・安全,AED設置施設,148,多摩市立唐木田コミュニティセンター（からきだ菖蒲館）,35.61561122,139.4134489,〒206-0034,東京都多摩市鶴牧6-14,,042-338-6333,042-338-6334,,,
施設マップ,安心・安全,AED設置施設,149,多摩市立三方の森コミュニティ会館,35.6461771,139.4160646,〒206-0001,東京都多摩市和田1254-12,,042-339-0825,042-339-0825,,,
施設マップ,安心・安全,AED設置施設,150,東京都多摩市立和田・東寺方コミュニティセンター（大栗川・かるがも館）,35.64102057,139.4274375,〒206-0001,東京都多摩市和田2006-4,,,,,,
施設マップ,安心・安全,AED設置施設,151,多摩市立連光寺老人福祉館,35.6427455,139.4568308,〒206-0021,東京都多摩市連光寺3-57-1,,042-372-1666,,,,
施設マップ,安心・安全,AED設置施設,152,多摩市立東寺方老人福祉館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-372-1668,,,,
施設マップ,安心・安全,AED設置施設,153,多摩市立諏訪老人福祉館,35.6223116,139.4508597,〒206-0024,東京都多摩市諏訪5-4,,042-373-4666,042-372-7986,,,
