"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","地域密着型通所介護","3","2.3","3.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","認知症対応型通所介護","11","8.3","10.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","小規模多機能型居宅介護","9","6.8","8.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","看護小規模多機能型居宅介護","1","0.8","1.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","居宅介護支援","51","38.6","50.5"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","特定施設入居者生活介護","1","0.8","1.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","認知症対応型共同生活介護（グループホーム）","8","6.1","7.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","地域密着型特定施設入居者生活介護","4","3.0","4.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","地域密着型介護老人福祉施設入居者生活介護","4","3.0","4.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","介護老人福祉施設（特別養護老人ホーム）","11","8.3","10.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","介護老人保健施設","7","5.3","6.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","介護療養型医療施設","1","0.8","1.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","介護医療院","0","0.0","0.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","病院","6","4.5","5.9"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","有床診療所","0","0.0","0.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","無床診療所","5","3.8","5.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","歯科診療所","0","0.0","0.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","施術所","0","0.0","0.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","その他の療術業","1","0.8","1.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","その他","4","3.0","4.0"
"202003","事業所について","Q2-5. 貴事業所を運営する法人等の概要をご記入ください。（５．事業所を運営する法人等が港区内または隣接区で実施する介護･医療サービス（あてはまるものすべてに○））","無回答","31","23.5",

"港区保健福祉基礎調査（事業所）・単純集計表・事業所についてQ2-5","Ver202003",,,,,
