"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 60～69歳","55","8","22","18","3","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 70歳以上","75","8","36","20","5","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","無回答","10","1","7","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","自営業主・家族従業","92","9","33","38","5","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","会社員・団体職員・公務員","280","34","155","75","10","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","アルバイト・パートタイマー","58","13","25","16","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","家事専業","94","13","48","27","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","学生","20","4","9","7","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","無職","83","6","43","25","4","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","その他","26","5","12","7","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","職業別","無回答","5","0","3","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","芝地区","107","22","49","29","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","麻布地区","140","20","66","42","8","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","赤坂地区","88","8","40","31","4","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","高輪地区","155","13","85","47","4","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","芝浦港南地区","164","21","86","46","7","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","居住地区別","無回答","4","0","2","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","持家（一戸建）","95","13","48","24","5","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","持家（マンション）","302","36","145","101","14","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","借家（一戸建）","7","1","4","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","民間の賃貸マンション・アパート","171","21","83","54","6","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","都営住宅・区営住宅・区立住宅","28","5","15","5","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","9","5","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","社宅・公務員宿舎","20","3","14","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","5","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","その他","5","2","1","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","住居形態別","無回答","6","0","4","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","ずっと住み続けていたい","366","52","182","101","15","16"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","当分は住んでいたい","224","20","119","72","9","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","8","18","11","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","近いうちに区外に転居する予定である","9","2","6","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","わからない","14","2","2","9","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","定住意向別","無回答","1","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-21","Ver202003",,,,,,,,,,
