都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
132195,0000000011,東京都,狛江市,丸山児童公園,マルヤマジドウコウエン,,1003a,狛江市和泉本町2-15-3,,35.640334 ,139.579484 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩13分、「狛江」駅北口より「こまバス」（北回り）または「喜多見」駅北口より「狛江ﾊｲタウン折返場」行きバスで「市民グランド入口」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000012,東京都,狛江市,供養塚児童公園,クヨウヅカジドウコウエン,,1003a,狛江市駒井町3-3-1,,35.623597 ,139.581942 ,,,,,月火水木金土日,,,,,,,,201-0016,小田急線狛江駅徒歩17分、「狛江」駅南口より「喜多見住宅」行きバスで「猪方」下車徒歩2分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000013,東京都,狛江市,田中の池児童公園,タナカノイケジドウコウエン,,1003a,狛江市元和泉2-17-1,,35.631247 ,139.572177 ,,,,,月火水木金土日,,,,,,,,201-0013,小田急線狛江駅徒歩10分、「狛江」駅北口より「多摩川住宅」行きバスまたは「こまバス」（北回り）で「児童公園」下車徒歩4分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000014,東京都,狛江市,多摩川緑地公園,タマガワリョクチコウエン,,1003a,狛江市猪方4-923,,35.624292 ,139.573484 ,,,,,月火水木金土日,,,,,,,,201-0015,小田急線狛江駅徒歩13分、和泉多摩川駅徒歩5分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000015,東京都,狛江市,藤塚第一児童公園,フジヅカダイイチジドウコウエン,,1003a,狛江市和泉本町4-7-14,,35.644954 ,139.567907 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩31分、「狛江」駅北口より「慈恵第三病院」「調布駅南口」行きバスまたは「こまバス」（北回り）で「狛江営業所」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000016,東京都,狛江市,藤塚第二児童公園,フジヅカダイニジドウコウエン,,1003a,狛江市和泉本町4-7-12,,35.644405 ,139.568019 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩24分、「狛江」駅北口より「慈恵第三病院」「調布駅南口」行きバスまたは「こまバス」（北回り）で「狛江営業所」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000017,東京都,狛江市,藤塚第三児童公園,フジヅカダイサンジドウコウエン,,1003a,狛江市和泉本町4-7-25,,35.643747 ,139.568703 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩23分、「狛江」駅北口より「慈恵第三病院」「調布駅南口」行きバスまたは「こまバス」（北回り）で「狛江営業所」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000018,東京都,狛江市,藤塚第四児童公園,フジヅカダイヨンジドウコウエン,,1003a,狛江市和泉本町4-7-39,,35.642764 ,139.569631 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩22分、「狛江」駅北口より「慈恵第三病院」「調布駅南口」行きバスまたは「こまバス」（北回り）で「狛江営業所」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000019,東京都,狛江市,西河原公園,ニシガワラコウエン,,1003a,狛江市元和泉2-38-1,,35.632862 ,139.567111 ,,,,,月火水木金土日,,,,,多目的トイレ,,,201-0013,小田急線狛江駅徒歩14分、「狛江」駅北口より「多摩川住宅」行きバスまたは「こまバス」（北回り）で「福祉会館前」下車徒歩5分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000020,東京都,狛江市,野川緑地公園,ノガワリョクチコウエン,,1003a,狛江市和泉本町、岩戸北、東野川、西野川地内,,35.642924 ,139.578609 ,,,,,月火水木金土日,,,,,,,,,小田急線狛江駅徒歩11分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000021,東京都,狛江市,みつおさ児童公園,ミツオサジドウコウエン,,1003a,狛江市東野川3-16-4,,35.646008 ,139.584100 ,,,,,月火水木金土日,,,,,,,,201-0002,小田急線狛江駅徒歩24分、「喜多見」駅北口より「狛江ハイタウン折返場」行きバスで「小鹿幼稚園」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000022,東京都,狛江市,水道橋児童公園,スイドウバシジドウコウエン,,1003a,狛江市東和泉4-9-1,,35.626327 ,139.570912 ,,,,,月火水木金土日,,,,,,,,201-0014,小田急線狛江駅徒歩11分、和泉多摩川駅徒歩4分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000023,東京都,狛江市,岩戸川緑地公園,イワトガワリョクチコウエン,,1003a,狛江市岩戸南、猪方地内,,35.629286 ,139.587096 ,,,,,月火水木金土日,,,,,,,,,小田急線狛江駅徒歩21分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000024,東京都,狛江市,野川北公園,ノガワキタコウエン,,1003a,狛江市西野川1-19-10,,35.648544 ,139.576102 ,,,,,月火水木金土日,,,,,,,,201-0001,小田急線狛江駅徒歩27分、「狛江」駅北口より「こまバス」（北回り）バスで「野川緑地公園」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000025,東京都,狛江市,元和泉公園,モトイズミコウエン,,1003a,狛江市元和泉2-12-7,,35.631988 ,139.572330 ,,,,,月火水木金土日,,,,,,,,201-0013,小田急線狛江駅徒歩8分、「狛江」駅北口より「多摩川住宅」行きバスまたは「こまバス」（北回り）で「児童公園」下車徒歩4分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000026,東京都,狛江市,西河原自然公園,ニシガワラシゼンコウエン,,1003a,狛江市元和泉2-34-20,,35.633246 ,139.570163 ,,,,,月火水木金土日,,,,,多目的トイレ,,,201-0013,小田急線狛江駅徒歩9分、「狛江」駅北口より「多摩川住宅」行きバスまたは「こまバス」（北回り）で「南和泉」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000027,東京都,狛江市,和泉多摩川児童公園,イズミタマガワジドウコウエン,,1003a,狛江市元和泉3-6-11,,35.628261 ,139.571899 ,,,,,月火水木金土日,,,,,,,,201-0013,小田急線狛江駅徒歩9分、和泉多摩川駅徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000028,東京都,狛江市,小足立のびのび公園,コアダチノビノビコウエン,,1003a,狛江市西野川4-14-1,,35.647587 ,139.572822 ,,,,,月火水木金土日,,,,,,,,201-0001,小田急線狛江駅徒歩26分、「狛江」駅北口より「こまバス」（北回り）バスで「小足立のびのび公園入口」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000029,東京都,狛江市,前原公園,マエハラコウエン,とんぼ池公園,1003a,狛江市西野川3-11-1,,35.644970 ,139.570204 ,,,,,月火水木金土日,,,,,多目的トイレ,,,201-0001,小田急線狛江駅徒歩23分、「狛江」駅北口より「慈恵第三病院」または「調布駅南口」行きバスで「狛江営業所」下車徒歩5分、「こまバス」（北回り）で「前原公園北口」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000030,東京都,狛江市,駒井・上村中ひだまり公園,コマイ・カミムラナカヒダマリコウエン,,1003a,狛江市駒井町1-12-1,,35.625837 ,139.585665 ,,,,,月火水木金土日,,,,,,,,201-0016,小田急線狛江駅徒歩16分、「狛江」駅南口より「宇奈根」行きバスで「狛江第三小学校」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000031,東京都,狛江市,谷戸橋南広場,ヤトバシミナミヒロバ,,1003a,狛江市東野川4-23,,35.644114 ,139.586957 ,,,,,月火水木金土日,,,,,,,,201-0002,小田急線狛江駅徒歩23分、「喜多見」駅北口より「狛江ハイタウン折返場」行きバスで「狛江ハイタウン折返場」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000032,東京都,狛江市,北久保公園,キタクボコウエン,,1003a,狛江市和泉本町2-23-9,,35.643085 ,139.578234 ,,,,,月火水木金土日,,,,,,,,201-0003,小田急線狛江駅徒歩17分、「狛江」駅北口より「成城学園駅西口」または「つつじヶ丘駅」行きバスで「御台橋」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000033,東京都,狛江市,岩戸川南公園,イワトガワミナミコウエン,うんどう公園,1003a,狛江市岩戸南4-17-28,,35.626667 ,139.593378 ,,,,,月火水木金土日,,,,,,,,201-0005,小田急線狛江駅徒歩15分、「狛江」駅南口より「宇奈根」行きバスで「こまえ苑」下車徒歩3分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000034,東京都,狛江市,清水川公園,シミズガワコウエン,,1003a,狛江市東和泉2-9,,35.630053 ,139.580833 ,,,,,月火水木金土日,,,,,,,,201-0014,小田急線狛江駅徒歩6分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000035,東京都,狛江市,根川公園,ネガワコウエン,,1003a,狛江市中和泉4-15-41,,35.634470 ,139.564710 ,,,,,月火水木金土日,,,,,,,,201-0012,小田急線狛江駅徒歩16分、「狛江」駅北口より「多摩川住宅」行きバスで「水神前」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
132195,0000000036,東京都,狛江市,狛江弁財天池特別緑地保全地区,コマエベンザイテンイケトクベツリョクチホゼンチク,,1005a,狛江市元和泉1-7,,35.632292 ,139.576168 ,,,,,第２日曜日,10:00,15:00,,,,,,201-0013,小田急線狛江駅徒歩１分,0,,0,,,0,,0,,,,,2019-02-25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
