"カテゴリ","対象データ","URL","最終更新日"
"財務","連結会計財務書類（行政コスト計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_renketsu_gyouseikosutokeisansho","2024-03-12"
"財務","連結会計財務書類（純資産変動計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_renketsu_junshisanhendoukeisansho","2024-03-12"
"財務","連結会計財務書類（資金収支計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_renketsu_shikinshuushikeisansho","2024-03-12"
"イベント情報","港区イベント情報","https://opendata.city.minato.tokyo.jp/dataset/minatokueventjoho","2024-08-08"
"公共施設","スポーツ・健康増進施設・公衆浴場","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_sports","2024-08-08"
"公共施設","みなと保健所","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_minatohokenjyo","2023-07-06"
"公共施設","学校教育・子どもの施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_gakkou","2024-07-05"
"公共施設","環境・清掃・リサイクル施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kankyou","2024-04-15"
"公共施設","区関係機関","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kannkeikikan","2022-01-28"
"公共施設","区民センター","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kumincenter","2023-12-07"
"公共施設","区民協働施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kyoudoushisetsu","2024-07-05"
"公共施設","区民避難所（地域防災拠点）・福祉避難所","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_hinanjyo","2024-08-08"
"公共施設","区民保養施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_hoyoujyo","2023-07-06"
"公共施設","区役所・総合支所","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kuyakusyo","2024-08-08"
"公共施設","公園・児童遊園・緑地","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_kouen","2024-08-08"
"公共施設","斎場","https://opendata.city.minato.tokyo.jp/dataset/saijyou","2023-07-06"
"公共施設","指定喫煙場所一覧","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_shiteikitsuenbasyo","2024-05-14"
"公共施設","産業振興センター・消費者センター","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_syoukoukaikan","2024-04-15"
"公共施設","図書館・生涯学習施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_tosyokan","2024-04-15"
"公共施設","男女平等参画施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_danjyobyoudousankakusisetsu","2023-07-06"
"公共施設","駐車場・駐輪場・撤去自転車等一時保管所","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_chuusyazyou","2024-08-08"
"公共施設","福祉施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_hukusisisetsu","2024-07-05"
"子育て","4月入所1次利用調整における入所者最低指数","https://opendata.city.minato.tokyo.jp/dataset/hoikuen_saiteishisu","2023-09-05"
"統計","港区みどりの実態調査　町丁目別緑被地等一覧","https://opendata.city.minato.tokyo.jp/dataset/chomokubetu_ryokuhichi","2022-07-20"
"統計","港区みどりの実態調査　町丁目別緑被地推移","https://opendata.city.minato.tokyo.jp/dataset/chomokubetu_ryokuhichisuii","2022-07-20"
"統計","港区みどりの実態調査　公園緑地緑被状況一覧","https://opendata.city.minato.tokyo.jp/dataset/ryokuhijokyo_kouen","2022-07-20"
"統計","港区みどりの実態調査　公共施設緑被状況一覧","https://opendata.city.minato.tokyo.jp/dataset/ryokuhijokyo_shisetsu","2022-07-20"
"商業","都内のムスリムフード関連店舗","https://opendata.city.minato.tokyo.jp/dataset/muslimfood","2020-03-15"
"大使館","都内のマスジド情報","https://opendata.city.minato.tokyo.jp/dataset/masjid","2020-03-15"
"健康・医療・福祉","港区内の障害者（児）日常生活の支援","https://opendata.city.minato.tokyo.jp/dataset/minato_syougaisha_shien","2020-03-15"
"健康・医療・福祉","港区内の障害者（児）施設など","https://opendata.city.minato.tokyo.jp/dataset/minato_syougaisha_shisetsu","2024-06-13"
"統計","経済センサス活動調査・港区支所管内別事業所数及び従業者数（活動調査のため民営事業所のみ）","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_shishokannai2012","2020-03-15"
"統計","経済センサス活動調査・港区町丁目別事業所数及び従業者数（活動調査のため民営事業所のみ）","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_chochomoku2012","2020-03-15"
"人口","国籍別外国人住民数","https://opendata.city.minato.tokyo.jp/dataset/kokusekibetsu_jinko","2024-08-07"
"人口","在留資格別外国人住民数・平成27年度以前","https://opendata.city.minato.tokyo.jp/dataset/zairyushikaku_jinko_izen","2020-03-15"
"人口","在留資格別外国人住民数・平成28年度以降","https://opendata.city.minato.tokyo.jp/dataset/zairyushikaku_jinko_iko","2024-08-07"
"交通","ちぃばす時刻表　芝ルート みなとパーク芝浦行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shiba_minato_week","2020-03-15"
"交通","ちぃばす時刻表　芝ルート みなとパーク芝浦行き（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shiba_minato_sun","2022-10-24"
"交通","ちぃばす時刻表　芝ルート 新橋駅行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shiba_shinbashi_week","2020-03-15"
"交通","ちぃばす時刻表　芝ルート 新橋駅行き（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shiba_shinbashi_sun","2022-10-24"
"交通","ちぃばす時刻表　麻布西ルート（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_azabuwest_week","2020-03-15"
"交通","ちぃばす時刻表　麻布西ルート（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_azabuwest_sun","2020-03-15"
"交通","ちぃばす時刻表　麻布東ルート（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_azabueast_week","2022-03-30"
"交通","ちぃばす時刻表　麻布東ルート（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_azabueast_sun","2021-03-30"
"交通","ちぃばす時刻表　青山ルート 赤坂見附駅行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_aoyama_akasaka_week","2020-03-15"
"交通","ちぃばす時刻表　青山ルート 赤坂見附駅行き（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_aoyama_akasaka_sun","2020-03-15"
"交通","ちぃばす時刻表　青山ルート 六本木ヒルズ行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_aoyama_roppongi_week","2020-03-15"
"交通","ちぃばす時刻表　青山ルート 六本木ヒルズ行き（土曜日・日曜日及び祝祭）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_aoyama_roppongi_sun","2020-03-15"
"交通","ちぃばす時刻表　高輪ルート 浅草線三田駅前行き（全日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_takanawa_mita_all","2022-03-30"
"交通","ちぃばす時刻表　高輪ルート 品川駅港南口行き（全日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_takanawa_shinagawa_all","2020-03-15"
"交通","ちぃばす時刻表　赤坂ルート （全日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_akasaka_week","2021-03-30"
"交通","ちぃばす時刻表　芝浦港南ルート 田町駅東口行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shibaura_tamachi_week","2022-03-30"
"交通","ちぃばす時刻表　芝浦港南ルート 田町駅東口行き（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shibaura_tamachi_sun","2022-03-30"
"交通","ちぃばす時刻表　芝浦港南ルート 品川駅港南口行き（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shibaura_shinagawa_week","2022-03-30"
"交通","ちぃばす時刻表　芝浦港南ルート 品川駅港南口行き（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_shibaura_shinagawa_sun","2022-03-30"
"交通","ちぃばす時刻表　田町ルート（平日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_tamachi_week","2022-10-24"
"交通","ちぃばす時刻表　田町ルート（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/chiibus_tamachi_sun","2021-03-30"
"交通","お台場レインボーバス時刻表　品川・台場循環（平日）","https://opendata.city.minato.tokyo.jp/dataset/rainbowbus_week","2020-03-15"
"交通","お台場レインボーバス時刻表　品川・台場循環（土曜日・日曜日及び祝祭日）","https://opendata.city.minato.tokyo.jp/dataset/rainbowbus_sun","2020-03-15"
"選挙","平成31年4月21日執行　港区議会議員選挙","https://opendata.city.minato.tokyo.jp/dataset/minatokugikaigiinsenkyo20190421","2020-03-15"
"選挙","令和元年7月21日執行　参議院議員選挙","https://opendata.city.minato.tokyo.jp/dataset/sangiinsenkyo20190721","2020-03-15"
"公共施設","土のう置き場","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_donou","2022-03-10"
"健康・医療・福祉","港区内における新型コロナウイルス感染症の感染者数【累計】","https://opendata.city.minato.tokyo.jp/dataset/corona_kansensyasuu","2023-05-10"
"統計","経済センサス・支所管内別事業者数及び従業員数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_shisho2016","2020-05-01"
"統計","経済センサス・町丁目別事業者数及び従業員数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_chochomoku2016","2020-05-01"
"子育て","港区内認証保育所における入所児童募集状況","https://opendata.city.minato.tokyo.jp/dataset/ninshohoikusho","2020-05-26"
"選挙","令和2年6月7日執行　港区長選挙","https://opendata.city.minato.tokyo.jp/dataset/kuchousen20200607","2020-06-10"
"選挙","令和2年7月5日執行　東京都知事選挙","https://opendata.city.minato.tokyo.jp/dataset/tochijisenkyo20200705","2020-07-06"
"統計","オープンデータ一覧表","https://opendata.city.minato.tokyo.jp/dataset/opendata_ichiran","2024-08-30"
"観光","文化財一覧","https://opendata.city.minato.tokyo.jp/dataset/bunkazai","2024-06-13"
"公共施設","郷土歴史館・みなと科学館・伝統文化交流館","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_dento","2024-03-06"
"公共施設","複合施設","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_fukugo","2024-04-15"
"公共施設","シティハイツ","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_cityheights","2022-01-28"
"公共施設","橋梁","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_bridge","2022-01-28"
"公共施設","港区児童相談所","https://opendata.city.minato.tokyo.jp/dataset/minatokushisetsujoho_jidousoudan","2023-07-06"
"健康・医療・福祉","診療所一覧","https://opendata.city.minato.tokyo.jp/dataset/shinryoujyo","2024-08-23"
"健康・医療・福祉","歯科診療所一覧","https://opendata.city.minato.tokyo.jp/dataset/shinryoujyo-shika","2024-08-23"
"健康・医療・福祉","施術所（あはき）一覧","https://opendata.city.minato.tokyo.jp/dataset/shijutsu-ahaki","2024-08-23"
"健康・医療・福祉","施術所（柔整）一覧","https://opendata.city.minato.tokyo.jp/dataset/shijutsu-jyuusei","2024-08-23"
"健康・医療・福祉","薬局一覧","https://opendata.city.minato.tokyo.jp/dataset/yakkyoku","2024-08-23"
"健康・医療・福祉","医薬品販売業（店舗販売業）一覧","https://opendata.city.minato.tokyo.jp/dataset/tenpohanbai","2024-08-23"
"子育て","港区の就学前児童に対する子育て支援検討に当たってのアンケート調査","https://opendata.city.minato.tokyo.jp/dataset/kosodate_anketo","2022-07-04"
"ごみ","港区ごみと資源の分別品目","https://opendata.city.minato.tokyo.jp/dataset/bunbetuhinmoku","2023-10-04"
"観光","港区観光マップ","https://opendata.city.minato.tokyo.jp/dataset/kankou_map","2024-07-05"
"健康・医療・福祉","介護サービス事業所一覧","https://opendata.city.minato.tokyo.jp/dataset/kaigo_service_jigyousyo","2024-06-13"
"統計","港区における買い物環境改善に向けた実態調査","https://opendata.city.minato.tokyo.jp/dataset/kaimonokaizen_chosa","2023-07-14"
"健康・医療・福祉","高度管理医療機器販売・貸与業一覧","https://opendata.city.minato.tokyo.jp/dataset/kodoiryokiki_hanbai","2024-08-23"
"健康・医療・福祉","理容所一覧","https://opendata.city.minato.tokyo.jp/dataset/riyou","2024-08-27"
"健康・医療・福祉","美容所一覧","https://opendata.city.minato.tokyo.jp/dataset/biyou","2024-08-27"
"健康・医療・福祉","クリーニング所一覧","https://opendata.city.minato.tokyo.jp/dataset/cleaning","2024-08-27"
"健康・医療・福祉","公衆浴場一覧","https://opendata.city.minato.tokyo.jp/dataset/koshuuyokujou","2024-08-27"
"健康・医療・福祉","旅館業施設一覧","https://opendata.city.minato.tokyo.jp/dataset/ryokan","2024-08-27"
"健康・医療・福祉","常設興行場一覧","https://opendata.city.minato.tokyo.jp/dataset/jousetsukougyoujou","2024-08-27"
"健康・医療・福祉","プール一覧","https://opendata.city.minato.tokyo.jp/dataset/pool","2024-07-24"
"ごみ","ごみ集積場所一覧","https://opendata.city.minato.tokyo.jp/dataset/garbage_collection_place","2023-08-15"
"観光","港区バリアフリー観光ルート","https://opendata.city.minato.tokyo.jp/dataset/minato_barrier_free_kankou","2024-07-09"
"子育て","赤ちゃんの駅","https://opendata.city.minato.tokyo.jp/dataset/akachan_station","2024-05-16"
"学校","港区立小・中学校通学区域情報","https://opendata.city.minato.tokyo.jp/dataset/syouchuugakkou_tsugakukuiki","2024-07-19"
"交通","ちぃばす GTFS","https://opendata.city.minato.tokyo.jp/dataset/chiibus_gtfs","2023-12-12"
"商業","食品営業許可一覧","https://opendata.city.minato.tokyo.jp/dataset/food_business_all","2024-08-21"
"住まい","区市町村民葬儀取扱店一覧","https://opendata.city.minato.tokyo.jp/dataset/kuminsogi_toriatukaiten","2024-01-30"
"健康・医療・福祉","歯科技工所一覧","https://opendata.city.minato.tokyo.jp/dataset/shikagikoujyo","2024-06-14"
"健康・医療・福祉","助産所一覧","https://opendata.city.minato.tokyo.jp/dataset/jyosanjyo","2024-08-23"
"健康・医療・福祉","衛生検査所一覧","https://opendata.city.minato.tokyo.jp/dataset/eiseikensajyo","2024-08-23"
"公共施設","スポーツ施設一覧","https://opendata.city.minato.tokyo.jp/dataset/sports_shisetsu_ichiran","2024-06-12"
"統計","戸籍窓口関係証明の発行枚数","https://opendata.city.minato.tokyo.jp/dataset/kosekimadoguchi_hakkou","2024-03-21"
"公共施設","図書館利用集計","https://opendata.city.minato.tokyo.jp/dataset/toshokan_riyo","2024-08-28"
"統計","住居表示実施状況","https://opendata.city.minato.tokyo.jp/dataset/jukyohyoji_jisshijokyo_2018","2020-03-15"
"人口","人口推移","https://opendata.city.minato.tokyo.jp/dataset/jinkou_suii_2018","2024-02-08"
"人口","都・区別昼夜間人口の推移","https://opendata.city.minato.tokyo.jp/dataset/jinkou_suii_hiruma_2018","2024-02-08"
"人口","年齢（5歳階級）別・総合支所別人口","https://opendata.city.minato.tokyo.jp/dataset/nenrei5sai_shishobetsu_jinkou_2018","2024-02-08"
"人口","年齢（5歳階級）別人口の最近10年間の推移","https://opendata.city.minato.tokyo.jp/dataset/nenrei5sai_jinkou_suii_2018","2024-02-08"
"人口","人口動態","https://opendata.city.minato.tokyo.jp/dataset/jinkou_doutai_2018","2024-02-08"
"選挙","選挙","https://opendata.city.minato.tokyo.jp/dataset/senkyoninmeibo_torokushasuu_2018","2024-02-08"
"人口","外国人住民数","https://opendata.city.minato.tokyo.jp/dataset/gaikokujin_juminsuu_2018","2024-02-08"
"人口","戸籍数及び戸籍人口","https://opendata.city.minato.tokyo.jp/dataset/kosekisuu_kosekijinkou_2018","2024-02-08"
"人口","流入流出人口","https://opendata.city.minato.tokyo.jp/dataset/ryunyu_ryushutsu_jinkou_2018","2024-02-08"
"財務","一般会計歳入予算（款別）","https://opendata.city.minato.tokyo.jp/dataset/sainyu_yosan_2018","2024-02-20"
"財務","一般会計歳出予算（款別）","https://opendata.city.minato.tokyo.jp/dataset/saishutsu_yosan_kanbetsu_2018","2024-02-20"
"財務","一般会計歳出予算（性質別）","https://opendata.city.minato.tokyo.jp/dataset/saishutsu_yosan_seishitsubetsu_2018","2024-02-20"
"財務","都区財政調整","https://opendata.city.minato.tokyo.jp/dataset/toku_zaisei_chousei_2018","2024-02-20"
"財務","一般会計歳入決算","https://opendata.city.minato.tokyo.jp/dataset/ippan_sainyu_kessan_2018","2024-02-20"
"財務","一般会計歳出決算","https://opendata.city.minato.tokyo.jp/dataset/ippan_saishutsu_kessan_2018","2024-02-20"
"財務","基本施策事項別決算額","https://opendata.city.minato.tokyo.jp/dataset/kihonsisakubetsu_kessangaku_2018","2024-02-20"
"財務","各種財政指標","https://opendata.city.minato.tokyo.jp/dataset/kakushu_zaisei_shihyo_2018","2024-02-20"
"財務","区有財産","https://opendata.city.minato.tokyo.jp/dataset/kuyuu_zaisan_2018","2024-02-20"
"財務","基金","https://opendata.city.minato.tokyo.jp/dataset/kikin_2018","2024-02-20"
