"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132225","132225GMLT000480","東久留米市","全域","衣装箱","イショウバコ","Wardrobe","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000481","東久留米市","全域","いす","イス","Chair","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000482","東久留米市","全域","板きれ（30cm以上）","イタキレ","Planks (30 cm or more)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000483","東久留米市","全域","板きれ（30cm未満）","イタキレ","Planks (less than 30 cm)","燃やせるごみ","","",""
"132225","132225GMLT000489","東久留米市","全域","一斗缶","イチトカン","Eighteen litre drum","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000490","東久留米市","全域","一斗たる","イチトタル","A (one) glass of sake","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000484","東久留米市","全域","一面鏡姿見","イチメンキョウスガタミ","Full-length mirror","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000485","東久留米市","全域","一輪車（作業用）","イチリンシャ","Unicycle (for work)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000486","東久留米市","全域","一輪車（スポーツ用）","イチリンシャ","Unicycle (for sports)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000487","東久留米市","全域","一升瓶","イッショウビン","1 sho bottle (1.8 litres)","びん・缶","","",""
"132225","132225GMLT000488","東久留米市","全域","一升瓶ケース（ビールケース）","イッショウビンケース","Bottle case (beer case)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000491","東久留米市","全域","糸","イト","Thread","燃やせるごみ","","",""
"132225","132225GMLT000492","東久留米市","全域","犬小屋","イヌコヤ","Kennel","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000493","東久留米市","全域","犬用の柵（室内で飼うためのもの）","イヌヨウノシガラミ","Fence for dogs (to keep them indoors)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000494","東久留米市","全域","イヤホン","イヤホン","Earphone","小型家電回収ボックス","","",""
"132225","132225GMLT000495","東久留米市","全域","医療廃棄物","イリョウハイキブツ","Hospital waste","収集しません","","医療機関や販売店に相談するか、専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000496","東久留米市","全域","衣類","イルイ","Clothing","紙類・布類","","",""
"132225","132225GMLT000497","東久留米市","全域","衣類乾燥機","イルイカンソウキ","Clothes dryer","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000498","東久留米市","全域","入れ歯","イレバ","Denture","燃やせないごみ","","金属のついた入れ歯は、市役所1階屋内ひろばと、わくわく健康プラザ窓口でも回収します。熱湯か洗浄剤で洗浄して、備え付けのビニール袋にいれてボックスに投入してください。",""
"132225","132225GMLT000499","東久留米市","全域","色鉛筆","イロエンピツ","Color pencil","燃やせるごみ","","",""
"132225","132225GMLT000500","東久留米市","全域","岩","イワ","Crag","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000501","東久留米市","全域","印鑑（プラスチック製、象牙製）","インカン","Seals (plastic or ivory)","燃やせないごみ","","",""
"132225","132225GMLT000502","東久留米市","全域","印鑑（木製）","インカン","Wooden seals","燃やせるごみ","","",""
"132225","132225GMLT000503","東久留米市","全域","インクカートリッジ","インクカートリッジ","Ink cartridge","燃やせないごみ","","各販売店などの回収ボックスもご利用ください。",""
"132225","132225GMLT000504","東久留米市","全域","インクリボン（ワープロなど）","インクリボン","Ink ribbons (e.g., for word processors)","燃やせないごみ","","",""
"132225","132225GMLT000505","東久留米市","全域","印刷機","インサツキ","Printing press","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000506","東久留米市","全域","インスタント写真","インスタントシャシン","Instant Photo","燃やせるごみ","","",""
"132225","132225GMLT000507","東久留米市","全域","インスタント麺のかやく袋、スパイス袋、スープ袋","インスタントメンノカヤクフクロ、スパイスブクロ、スープブクロ","Instant noodle soup, spice, and garnish bags","容器包装プラスチック","","中身を空にして出してください。汚れの落ちないものは燃やせないごみへ出してください。",""
"132225","132225GMLT000508","東久留米市","全域","インスタント麺の袋","インスタントメンノフクロ","Packaging for Instant Noodle ","容器包装プラスチック","","",""
"132225","132225GMLT000509","東久留米市","全域","インターホン","インターホン","Intercom","燃やせないごみ","","",""
"132225","132225GMLT000510","東久留米市","全域","飲料容器（紙パックで内側がアルミコーティングしたもの）","インリョウヨウキ","Beverage containers (paper cartons with aluminum coated inside)","紙類・布類","","アルミコーティングされているものは、普通の紙パックとは別に束ねてください。",""
"132225","132225GMLT000511","東久留米市","全域","飲料容器（紙パック）","インリョウヨウキ","Beverage containers (paper cartons)","紙類・布類","","",""
"132225","132225GMLT000512","東久留米市","全域","飲料容器（ペットボトル）","インリョウヨウキ","Beverage containers (PET bottles)","ペットボトル","","",""
"132225","132225GMLT000513","東久留米市","全域","イーゼル（絵画用）","イーゼル","Easel (for painting)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000514","東久留米市","全域","ウィンドサーフィンの帆","ウィンドサーフィンノホ","Windsurfing sails","燃やせないごみ","","",""
"132225","132225GMLT000515","東久留米市","全域","ウィンドーファン（外気を取り入れるのみ）","ウィンドーファン","Window fan (only brings in outside air)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000516","東久留米市","全域","ウイスキーのびん","ウイスキーノビン","Whiskey bottle","びん・缶","","",""
"132225","132225GMLT000517","東久留米市","全域","ウイッグ","ウイッグ","Wig","燃やせないごみ","","",""
"132225","132225GMLT000518","東久留米市","全域","ウェイクボード","ウェイクボード","Wakeboarding","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000519","東久留米市","全域","ウェットスーツ（ダイビングをするときに着るもの）","ウェットスーツ","Wetsuit (worn when diving)","燃やせないごみ","","",""
"132225","132225GMLT000520","東久留米市","全域","ウェットティッシュ","ウェットティッシュ","Wet wipes","燃やせるごみ","","",""
"132225","132225GMLT000521","東久留米市","全域","植木棚","ウエキダナ","Trellis","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000522","東久留米市","全域","植木鉢（直径50cm以上）","ウエキバチ","Plant pots (diameter 50 cm or more)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000523","東久留米市","全域","植木鉢（直径50cm未満）","ウエキバチ","Plant pots (diameter less than 50 cm)","燃やせないごみ","","",""
"132225","132225GMLT000524","東久留米市","全域","植木用ポール（長さ150cm程度、10本1組）","ウエキヨウポール","Planting poles (about 150 cm long, 1 set of 10 poles)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000525","東久留米市","全域","ウォシュレット","ウォシュレット","Toilet seat with bidet functions","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000526","東久留米市","全域","浮き輪","ウキワ","Float","燃やせないごみ","","",""
"132225","132225GMLT000527","東久留米市","全域","ウクレレ（30cm以上）","ウクレレ","Ukulele (30cm or longer)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000528","東久留米市","全域","うす","ウス","Mortar","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000529","東久留米市","全域","うちわ（骨組みがプラスチック製）","ウチワ","Uchiwa (plastic frame)","燃やせないごみ","","",""
"132225","132225GMLT000530","東久留米市","全域","うちわ（骨組みが木製）","ウチワ","Uchiwa (wooden frame)","燃やせるごみ","","",""
"132225","132225GMLT000531","東久留米市","全域","ウッドデッキ","ウッドデッキ","Wood deck","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000532","東久留米市","全域","腕時計","ウデドケイ","Wristwatch","燃やせないごみ","","",""
"132225","132225GMLT000533","東久留米市","全域","乳母車","ウバグルマ","Baby buggy","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000534","東久留米市","全域","梅酒用のびん","ウメシュヨウノビン","Bottle for Umeshu (plum wine)","燃やせないごみ","","",""
"132225","132225GMLT000535","東久留米市","全域","羽毛ふとん","ウモウフトン","Down(-filled) quilt (futon)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000536","東久留米市","全域","運動靴","ウンドウクツ","Sports shoes","燃やせないごみ","","",""
"132225","132225GMLT000537","東久留米市","全域","エアコン","エアコン","Air conditioner","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000538","東久留米市","全域","エアコン室外機","エアコンシツガイキ","Air conditioner outdoor unit","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000539","東久留米市","全域","エアロバイク（健康器具）","エアロバイク","Aerobike (health equipment)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000540","東久留米市","全域","エア・ウォーカー（健康器具）","エア・ウォーカー","Air walker (health equipment)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000541","東久留米市","全域","エアーベッド","エアーベッド","Air bed","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000542","東久留米市","全域","映写機","エイシャキ","Film projector","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000543","東久留米市","全域","栄養ドリンクのびん","エイヨウドリンクノビン","Nutritional Drink Bottles","びん・缶","","キャップ・ふたは、金属製なら缶、プラスチック製なら容器包装プラスチック、それ以外は燃やせないごみへ出してください。",""
"132225","132225GMLT000544","東久留米市","全域","液晶テレビ","エキショウテレビ","Liquid crystal television","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000545","東久留米市","全域","液体（ペンキ・石油等）","エキタイ","Liquid (paint, petroleum, etc.)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000546","東久留米市","全域","枝","エダ","Branch","剪定枝","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000548","東久留米市","全域","枝切りばさみ（高枝切り用）","エダキリバサミ","Branch scissors (for cutting high branches)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000547","東久留米市","全域","枝切りばさみ（小型）","エダギリバサミ","Branch scissors (small)","燃やせないごみ","","",""
"132225","132225GMLT000549","東久留米市","全域","絵の具","エノグ","Paints","燃やせないごみ","","中身を空にしてから出してください。",""
"132225","132225GMLT000550","東久留米市","全域","絵はがき（写真印刷や圧着されていないもの）","エハガキ","Picture postcards (not photo-printed or crimped)","紙類・布類","","",""
"132225","132225GMLT000551","東久留米市","全域","エプロン","エプロン","Apron","紙類・布類","","",""
"132225","132225GMLT000552","東久留米市","全域","絵本","エホン","Picture book","紙類・布類","","",""
"132225","132225GMLT000553","東久留米市","全域","MDプレーヤー（携帯型）","エムディープレーヤー","MD Player (portable)","小型家電回収ボックス","","",""
"132225","132225GMLT000554","東久留米市","全域","LED電球","エルイーディーデンキュウ","LED light bulb","燃やせないごみ","","",""
"132225","132225GMLT000555","東久留米市","全域","エレキギター","エレキギター","Electric guitar","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000556","東久留米市","全域","エレクトーン","エレクトーン","Electronic organ","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000557","東久留米市","全域","エレクトーンのいす","エレクトーンノイス","Electone's chair","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000558","東久留米市","全域","園芸用アーチ","エンゲイヨウアーチ","Horticultural Arch","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000559","東久留米市","全域","園芸用肥料（家庭用）","エンゲイヨウヒリョウ","Gardening fertilizers (household use)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000560","東久留米市","全域","園芸用腐葉土（家庭用）","エンゲイヨウフヨウド","Humus for gardening (household use)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000561","東久留米市","全域","エンジンオイル","エンジンオイル","Engine oil","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000002","東久留米市","全域","延長コード（家庭用）","エンチョウコード","Extension cords (for home use)","燃やせないごみ","","",""
"132225","132225GMLT000563","東久留米市","全域","延長コード（家庭用）","エンチョウコード","Extension cords (for home use)","小型家電回収ボックス","","",""
"132225","132225GMLT000564","東久留米市","全域","煙突（風呂用、金属製）","エントツ","Chimney (for bath, metal)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000565","東久留米市","全域","鉛筆","エンピツ","Pencil","燃やせるごみ","","",""
"132225","132225GMLT000566","東久留米市","全域","鉛筆削り器","エンピツケズリキ","Pencil sharpener","燃やせないごみ","","",""
"132225","132225GMLT000571","東久留米市","全域","オイル（食用）","オイル","Oil (edible)","燃やせるごみ","","",""
"132225","132225GMLT000572","東久留米市","全域","オイル（自動車用）","オイル","Oil (automotive)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000567","東久留米市","全域","オイルタンク（90L鉄製）（灯油タンク）","オイルタンク","Oil tank (90L iron) (kerosene tank)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000568","東久留米市","全域","オイルの容器（びん製）","オイルノヨウキ","Container of oil (made of bottle)","びん・缶","","きれいに洗うか拭き取ってください。",""
"132225","132225GMLT000569","東久留米市","全域","オイルの容器（プラスチック製）","オイルノヨウキ","Container for oil (plastic)","容器包装プラスチック","","きれいに洗うか拭き取ってください。汚れが落ちないものは燃やせないごみへ出してください。",""
"132225","132225GMLT000570","東久留米市","全域","オイルヒーター","オイルヒーター","Oil-heater","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000573","東久留米市","全域","応接用いす","オウセツヨウイス","Parlor chair","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000574","東久留米市","全域","大型ゲーム機（商用ゲーム機）","オオガタゲームキ","Large-scale game machines (commercial game machines)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000576","東久留米市","全域","お菓子の紙箱","オカシノカミバコ","Paper box for snacks","紙類・布類","","",""
"132225","132225GMLT000575","東久留米市","全域","お菓子の缶","オカシノカン","Candy box (plastic)","びん・缶","","",""
"132225","132225GMLT000577","東久留米市","全域","置時計（50cm以上）","オキドケイ","Clocks (50 cm or longer)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000578","東久留米市","全域","桶（50cm以上）","オケ","Tubs (50 cm or longer)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000579","東久留米市","全域","押入れ収納庫","オシイレシュウノウコ","Closet storage","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000580","東久留米市","全域","押入れタンス","オシイレタンス","Closet closet","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000581","東久留米市","全域","押入れ棚","オシイレダナ","Closet","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000582","東久留米市","全域","押入れ用すのこ（木製以外）","オシイレヨウスノコ","Slatted slats for closets (non-wooden)","燃やせないごみ","","",""
"132225","132225GMLT000583","東久留米市","全域","押入れ用すのこ（木製）","オシイレヨウスノコ","Wooden slatted flooring for closets","燃やせるごみ","","",""
"132225","132225GMLT000584","東久留米市","全域","押入れ用本棚","オシイレヨウホンダナ","Closet Bookshelf","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000585","東久留米市","全域","押しピン（がびょう）","オシピン","Push-pin","燃やせないごみ","","新聞紙やボロ布で包んでキケンなどと表示して指定収集袋へ入れてください。",""
"132225","132225GMLT000586","東久留米市","全域","おしゃぶり","オシャブリ","Pacifier","燃やせないごみ","","",""
"132225","132225GMLT000587","東久留米市","全域","お玉（杓子）（金属製、プラスチック製）","オタマ","Ladle (metal or plastic)","燃やせないごみ","","",""
"132225","132225GMLT000588","東久留米市","全域","お玉（杓子）（竹製、木製）","オタマ","Ladle (bamboo or wooden)","燃やせるごみ","","",""
