地域階層,地域コード,地域,総数／計（人）,総数／男（人）,総数／女（人）,15～19歳／計（人）,15～19歳／男（人）,15～19歳／女（人）,20～24歳／計（人）,20～24歳／男（人）,20～24歳／女（人）,25～29歳／計（人）,25～29歳／男（人）,25～29歳／女（人）,30～34歳／計（人）,30～34歳／男（人）,30～34歳／女（人）,35～39歳／計（人）,35～39歳／男（人）,35～39歳／女（人）,40～44歳／計（人）,40～44歳／男（人）,40～44歳／女（人）,45～49歳／計（人）,45～49歳／男（人）,45～49歳／女（人）,50～54歳／計（人）,50～54歳／男（人）,50～54歳／女（人）,55～59歳／計（人）,55～59歳／男（人）,55～59歳／女（人）,60～64歳／計（人）,60～64歳／男（人）,60～64歳／女（人）,65～69歳／計（人）,65～69歳／男（人）,65～69歳／女（人）,70～74歳／計（人）,70～74歳／男（人）,70～74歳／女（人）,75～79歳／計（人）,75～79歳／男（人）,75～79歳／女（人）,80～84歳／計（人）,80～84歳／男（人）,80～84歳／女（人）,85歳以上／計（人）,85歳以上／男（人）,85歳以上／女（人）
4,13206,府中市,458,239,219,8,3,5,9,6,3,18,9,9,20,12,8,17,7,10,31,17,14,36,21,15,40,22,18,47,25,22,39,23,16,56,26,30,31,15,16,44,24,20,25,15,10,37,14,23
4,13207,昭島市,150,89,61,1,-,1,6,6,-,2,1,1,7,6,1,4,3,1,9,4,5,9,8,1,6,3,3,11,4,7,24,14,10,18,11,7,14,8,6,19,10,9,12,7,5,8,4,4
4,13208,調布市,416,235,181,2,2,-,7,6,1,11,8,3,15,12,3,25,17,8,24,15,9,25,11,14,41,24,17,39,20,19,51,30,21,51,24,27,40,22,18,43,21,22,24,14,10,18,9,9
4,13209,町田市,932,508,424,11,7,4,23,15,8,26,19,7,23,13,10,25,16,9,42,28,14,48,23,25,67,32,35,109,59,50,110,60,50,110,59,51,86,44,42,96,49,47,88,47,41,68,37,31
4,13210,小金井市,246,136,110,3,-,3,4,2,2,8,6,2,7,3,4,12,10,2,10,6,4,21,11,10,20,13,7,25,13,12,32,18,14,22,12,10,17,9,8,22,11,11,25,15,10,18,7,11
4,13211,小平市,526,297,229,2,2,-,10,9,1,14,10,4,18,14,4,16,11,5,16,12,4,30,17,13,48,24,24,61,34,27,84,46,38,50,25,25,55,34,21,38,17,21,43,20,23,41,22,19
4,13212,日野市,361,196,165,5,2,3,4,2,2,16,11,5,9,6,3,13,8,5,14,5,9,14,8,6,34,16,18,38,21,17,39,21,18,45,31,14,35,18,17,34,15,19,36,19,17,25,13,12
4,13213,東村山市,489,269,220,1,1,-,5,5,-,13,10,3,17,12,5,24,17,7,33,20,13,41,21,20,39,20,19,51,22,29,67,38,29,47,28,19,38,18,20,47,22,25,41,23,18,25,12,13
4,13214,国分寺市,461,251,210,-,-,-,9,7,2,18,15,3,14,10,4,19,11,8,26,16,10,32,17,15,48,25,23,62,34,28,57,29,28,41,21,20,36,20,16,34,16,18,35,17,18,30,13,17
4,13215,国立市,136,76,60,-,-,-,4,2,2,3,3,-,10,5,5,6,5,1,4,2,2,6,3,3,15,8,7,5,4,1,15,6,9,17,11,6,17,10,7,13,6,7,14,9,5,7,2,5
4,13218,福生市,33,21,12,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,2,-,2,4,3,1,5,4,1,6,2,4,4,3,1,3,3,-,-,-,-,5,2,3,2,2,-
4,13219,狛江市,184,101,83,2,1,1,1,1,-,9,7,2,9,7,2,10,8,2,10,6,4,7,5,2,16,9,7,20,12,8,20,8,12,23,14,9,13,6,7,12,4,8,16,8,8,16,5,11
4,13220,東大和市,221,123,98,1,1,-,3,2,1,10,7,3,4,4,-,8,5,3,14,9,5,19,11,8,21,9,12,26,14,12,24,13,11,19,12,7,24,9,15,15,10,5,15,6,9,18,11,7
4,13221,清瀬市,498,263,235,2,1,1,12,10,2,21,15,6,27,16,11,24,12,12,32,17,15,31,17,14,53,25,28,67,35,32,52,30,22,46,23,23,46,21,25,31,16,15,33,12,21,21,13,8
4,13222,東久留米市,499,273,226,3,1,2,6,5,1,18,13,5,19,11,8,15,10,5,20,12,8,39,18,21,52,30,22,62,33,29,75,44,31,43,26,17,43,19,24,45,23,22,36,17,19,23,11,12
4,13223,武蔵村山市,394,223,171,4,4,-,1,1,-,10,6,4,11,9,2,9,5,4,25,12,13,29,19,10,30,17,13,40,23,17,42,29,13,38,17,21,46,19,27,49,27,22,40,20,20,20,15,5
4,13224,多摩市,64,41,23,1,1,-,1,1,-,2,2,-,1,1,-,4,4,-,3,2,1,4,3,1,5,2,3,5,3,2,8,4,4,8,6,2,5,2,3,7,4,3,4,2,2,6,4,2
4,13225,稲城市,491,268,223,9,6,3,11,9,2,22,13,9,12,8,4,9,6,3,32,18,14,37,18,19,40,22,18,46,27,19,44,22,22,59,29,30,48,26,22,49,22,27,42,23,19,31,19,12
4,13227,羽村市,142,82,60,1,1,-,2,2,-,4,3,1,2,1,1,3,2,1,7,6,1,12,6,6,10,7,3,11,5,6,13,8,5,13,8,5,11,4,7,19,7,12,19,11,8,15,11,4
4,13228,あきる野市,458,258,200,6,4,2,4,3,1,10,8,2,4,3,1,9,4,5,24,15,9,29,15,14,36,20,16,33,18,15,56,30,26,45,28,17,56,25,31,72,41,31,43,25,18,31,19,12
4,13229,西東京市,461,245,216,2,-,2,6,4,2,13,7,6,9,8,1,13,8,5,28,17,11,30,15,15,55,31,24,66,33,33,44,27,17,36,16,20,46,25,21,50,24,26,31,15,16,32,15,17
1,13550,町村部,1338,779,559,5,3,2,15,13,2,18,14,4,19,12,7,41,26,15,39,28,11,44,26,18,86,50,36,114,62,52,177,95,82,233,126,107,161,97,64,182,99,83,137,87,50,67,41,26
2,13300,西多摩郡,455,268,187,4,3,1,11,10,1,7,5,2,8,6,2,14,8,6,14,11,3,25,14,11,41,23,18,47,24,23,63,33,30,66,39,27,45,28,17,50,29,21,32,18,14,28,17,11
4,13303,瑞穂町,304,180,124,4,3,1,10,9,1,5,4,1,6,5,1,12,7,5,7,5,2,17,10,7,32,18,14,35,20,15,43,22,21,46,28,18,23,14,9,25,15,10,22,12,10,17,8,9
4,13305,日の出町,130,77,53,-,-,-,1,1,-,2,1,1,2,1,1,2,1,1,7,6,1,5,3,2,7,4,3,10,3,7,19,10,9,16,9,7,18,11,7,23,14,9,8,5,3,10,8,2
4,13307,檜原村,12,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,1,1,-,4,2,2,2,2,-,2,-,2,-,-,-,1,1,-
4,13308,奥多摩町,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,1,1,1,1,-,-,-,-,-,-,-,2,1,1,-,-,-,2,1,1,-,-,-
2,13350,島部,883,511,372,1,-,1,4,3,1,11,9,2,11,6,5,27,18,9,25,17,8,19,12,7,45,27,18,67,38,29,114,62,52,167,87,80,116,69,47,132,70,62,105,69,36,39,24,15
3,13360,大島支庁,233,124,109,-,-,-,-,-,-,3,2,1,-,-,-,6,4,2,5,3,2,5,2,3,13,8,5,15,9,6,22,10,12,35,16,19,34,20,14,44,18,26,40,25,15,11,7,4
4,13361,大島町,114,67,47,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,2,1,3,1,2,7,6,1,5,3,2,7,4,3,13,6,7,22,12,10,26,11,15,21,16,5,6,5,1
4,13362,利島村,74,35,39,-,-,-,-,-,-,2,1,1,-,-,-,4,2,2,2,1,1,-,-,-,4,2,2,5,3,2,11,5,6,17,8,9,8,4,4,9,3,6,9,5,4,3,1,2
4,13363,新島村,9,6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,2,1,1,1,1,-,2,2,-,1,-,1,1,1,-
4,13364,神津島村,36,16,20,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,2,1,1,2,-,2,3,2,1,4,1,3,3,1,2,3,3,-,7,2,5,9,4,5,1,-,1
3,13380,三宅支庁,102,58,44,-,-,-,-,-,-,-,-,-,2,2,-,1,1,-,2,2,-,-,-,-,3,1,2,8,6,2,21,11,10,20,12,8,10,5,5,16,7,9,12,7,5,7,4,3
4,13381,三宅村,75,44,31,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,1,1,-,-,-,-,3,1,2,6,5,1,15,10,5,9,6,3,5,1,4,16,7,9,11,7,4,7,4,3
4,13382,御蔵島村,27,14,13,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,2,1,1,6,1,5,11,6,5,5,4,1,-,-,-,1,-,1,-,-,-
3,13400,八丈支庁,497,298,199,1,-,1,3,2,1,6,6,-,9,4,5,15,10,5,9,6,3,10,8,2,29,18,11,38,19,19,67,40,27,105,56,49,65,39,26,69,43,26,51,35,16,20,12,8
4,13401,八丈町,488,291,197,1,-,1,3,2,1,6,6,-,9,4,5,14,9,5,9,6,3,9,8,1,29,18,11,37,18,19,64,37,27,105,56,49,64,38,26,68,43,25,50,34,16,20,12,8
4,13402,青ケ島村,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,1,-,-,-,1,1,-,3,3,-,-,-,-,1,1,-,1,-,1,1,1,-,-,-,-
3,13420,小笠原支庁,51,31,20,-,-,-,1,1,-,2,1,1,-,-,-,5,3,2,9,6,3,4,2,2,-,-,-,6,4,2,4,1,3,7,3,4,7,5,2,3,2,1,2,2,-,1,1,-
4,13421,小笠原村,51,31,20,-,-,-,1,1,-,2,1,1,-,-,-,5,3,2,9,6,3,4,2,2,-,-,-,6,4,2,4,1,3,7,3,4,7,5,2,3,2,1,2,2,-,1,1,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015年農林業センサス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第36表　区市町村、年齢別農業従事者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都総数　1：区部・市部・町村部　2：西多摩郡・島部　3：支庁　4：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
