設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,調布市社会福祉協議会,182-0026,調布市小島町２－４７－１　総合福祉センター内,139.542753,35.651397,JGD2011,042-481-7693
社福法人,町田市社会福祉協議会,194-0013,町田市原町田４－９－８　町田市民フォーラム４階,139.449881,35.541806,JGD2011,042-722-4898
社福法人,小金井市社会福祉協議会,184-0004,小金井市本町５－３６－１７,139.503918,35.705414,JGD2011,042-386-0294
社福法人,小平市社会福祉協議会,187-0043,小平市学園東町１－１９－１３　福祉会館４階,139.478114,35.726567,JGD2011,042-344-1217
社福法人,日野市社会福祉協議会,191-0011,日野市日野本町７－５－２３　中央福祉センター内,139.400098,35.679503,JGD2011,042-582-2319
社福法人,東村山市社会福祉協議会,189-0022,東村山市野口町１－２５－１５　東村山市地域福祉センター,139.464261,35.758293,JGD2011,042-394-6333
社福法人,国分寺市社会福祉協議会,185-0003,国分寺市戸倉４－１４　国分寺市立福祉センター内,139.455311,35.708513,JGD2011,042-324-8311
社福法人,国立市社会福祉協議会,186-8555,国立市富士見台２－３８－５,139.444582,35.687451,JGD2011,042-575-3226
社福法人,福生市社会福祉協議会,197-0004,福生市南田園２－１３－１　福生市福祉センター内,139.332271,35.727485,JGD2011,042-552-2121
社福法人,狛江市社会福祉協議会,201-0013,狛江市元和泉２－３５－１　あいとぴあセンター内,139.567777,35.6333,JGD2011,03-3488-0294
社福法人,東大和市社会福祉協議会,207-0015,東大和市中央３－９１２－３,139.427398,35.746638,JGD2011,042-564-0012
社福法人,清瀬市社会福祉協議会,204-0011,清瀬市下清戸１－２１２－４　清瀬市コミュニティプラザ２階,139.538732,35.778162,JGD2011,042-495-5333
社福法人,東久留米市社会福祉協議会,203-0033,東久留米市滝山４－３－１４　わくわく健康プラザ２階,139.504483,35.742288,JGD2011,042-471-0294
社福法人,武蔵村山市社会福祉協議会,208-8503,武蔵村山市学園４－５－１　武蔵村山市民総合センター２階,139.403259,35.746304,JGD2011,042-566-0061
社福法人,多摩市社会福祉協議会,206-0032,多摩市南野３－１５－１　多摩市総合福祉センター内,139.412677,35.612536,JGD2011,042-373-5611
社福法人,稲城市社会福祉協議会,206-0804,稲城市百村７　稲城市福祉センター内,139.499861,35.639609,JGD2011,042-378-3366
社福法人,羽村市社会福祉協議会,205-0002,羽村市栄町２－１８－１,139.313052,35.770621,JGD2011,042-554-0304
社福法人,あきる野市社会福祉協議会,197-0812,あきる野市平沢１７５－４　秋川ふれあいセンター内,139.301915,35.732525,JGD2011,042-559-6711
社福法人,西東京市社会福祉協議会,188-0011,西東京市田無町５－５－１２　田無総合福祉センター１階　,139.535995,35.731819,JGD2011,042-497-5061
社福法人,瑞穂町社会福祉協議会,190-1211,西多摩郡瑞穂町石畑２００８　ふれあいセンター１階,139.357198,35.774469,JGD2011,042-557-0159
社福法人,日の出町社会福祉協議会,190-0182,西多摩郡日の出町大字平井２７８０,139.257405,35.742114,JGD2011,042-597-4848
社福法人,檜原村社会福祉協議会,190-0211,西多摩郡檜原村２７１７　やすらぎの里ふれあい館３階,139.14366,35.735446,JGD2011,042-598-0085
社福法人,奥多摩町社会福祉協議会,198-0212,西多摩郡奥多摩町氷川１９９,139.097263,35.80876,JGD2011,0428-83-3855
社福法人,大島社会福祉協議会,100-0101,大島町元町２－１－４,139.355506,34.74958,JGD2011,04992-2-3773
社福法人,利島村社会福祉協議会,100-0301,利島村１０５,139.279487,34.529585,JGD2011,04992-9-0018
社福法人,新島村社会福祉協議会,100-0402,新島村本村１－８－２　新島村老人福祉センター内,139.256188,34.376687,JGD2011,04992-5-1239
社福法人,神津島村社会福祉協議会,100-0601,神津島村９０３,139.134447,34.205846,JGD2011,04992-8-0819
社福法人,三宅島社会福祉協議会,100-1211,三宅村坪田３０５３　三宅村社会福祉会館内,139.545909,34.060296,JGD2011,04994-8-5888
社福法人,御蔵島社会福祉協議会,100-1301,御蔵島村字かんぶり　御蔵島村福祉保健センター２階,139.591884,33.896272,JGD2011,04994-8-2508
社福法人,八丈町社会福祉協議会,100-1511,八丈島八丈町三根２,139.793264,33.113537,JGD2011,04996-2-2609
その他,青ヶ島村社会福祉協議会,100-1701,青ヶ島村無番地　役場内,139.76346,32.466773,JGD2011,04996-9-0111
社福法人,小笠原村社会福祉協議会,100-2101,小笠原村父島奥村　小笠原村地域福祉センター内,142.199972,27.099685,JGD2011,04998-2-2486
