"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202205","赤坂ひろデンタル　ＳＭＩＬＥ　ＤＥＳＩＧＮ　＆　ＷＯＲＫＳ","東京都港区赤坂二丁目14番31号","ウィンド赤坂ビル2階","03-6230-9575","2022/5/6","歯科、矯正歯科、歯科口腔外科、小児歯科","35.672693","139.737281"
"202205","医療法人社団梓会古畑歯科医院","東京都港区赤坂七丁目10番8号","江戸清ビル2階","03-3587-1823","2022/5/6","歯科、歯科口腔外科、矯正歯科、小児歯科","35.669543","139.732581"
"202205","東京表参道矯正歯科","東京都港区北青山三丁目15番5号","1階","03-6450-6425","2022/5/31","矯正歯科","35.664413","139.709303"
"202205","プライベートデンタルサロン　Ｆｕｋｕｄａ　ＭＫＭ","東京都港区白金一丁目12番17号","エクセレントシティ白金高輪101","03-6809-4402","2022/5/20","歯科","35.645418","139.734427"
"202205","医療法人社団誠慎会　峯歯科　高輪松ヶ丘","東京都港区高輪一丁目6番10号","ベルクヴェル1階、地下1階","03-5422-9333","2022/5/11","歯科、矯正歯科、小児歯科、歯科口腔外科","35.645470","139.730935"
"202205","医療法人Ｗｈｉｔｅ　Ｒｏｃｋ　ザ・デンティスト南青山","東京都港区南青山四丁目2番6号","南青山426ビル2階","03-6455-5532","2022/5/2","歯科、歯科口腔外科、矯正歯科","35.665918","139.720399"
"202205","歯科石上医院","東京都港区南青山五丁目14番4号",,"03-3409-6889","2022/5/1","歯科","35.660531","139.713336"
"202206","ホワイトマイスターデンタルクリニック","東京都港区南青山五丁目10番1号","二葉ビル9階","03-6433-5354","2022/6/1","歯科","35.662781","139.710999"
"202207","ナカ歯科乃木坂診療所","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂402号","03-3479-1815","2022/7/5","歯科","35.666545","139.728445"
"202208","田町デンタルオフィス","東京都港区芝浦三丁目4番1号","グランパークプラザ棟1階","03-6435-4182","2022/8/1","歯科、矯正歯科、小児歯科","35.643577","139.745802"
"202208","ヨネデンタルオフィス高輪","東京都港区高輪二丁目15番15号","協和高輪マンション1階","03-6455-7715","2022/8/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.637012","139.738918"
"202208","サンライズ青山メディカルデンタルクリニック","東京都港区南青山二丁目14番21号","平岡ビル1階","03-3403-1995","2022/8/1","内科、歯科、矯正歯科、小児歯科","35.670569","139.720835"
"202208","医療法人社団ナイルチドリ　なごみ小児歯科クリニック広尾","東京都港区南麻布五丁目10番24号","第二佐野ビル6階","03-5422-7789","2022/8/2","小児歯科、歯科","35.652589","139.722395"
"202209","オーラルアートクリニック西麻布　歯科＆矯正歯科","東京都港区西麻布一丁目11番6号","ホテル&レジデンス六本木1401","03-6555-4135","2022/9/1","歯科、矯正歯科、歯科口腔外科","35.660346","139.724609"
"202209","東京ｓｔｅｌｌａデンタルクリニック表参道院","東京都港区南青山三丁目18番19号","東亜バッヂビル5階","03-6549-2139","2022/9/21","矯正歯科、歯科口腔外科、歯科","35.665213","139.712948"
"202209","ファイブデンタルオフィス広尾","東京都港区南麻布五丁目15番20号","南麻布フラワーマンション2階","03-5422-8105","2022/9/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.651303","139.722455"
"202210","新赤坂歯科医院","東京都港区赤坂四丁目2番5号","赤坂ヤブタビル401","03-3583-0418","2022/8/29","歯科、歯科口腔外科、矯正歯科、小児歯科","35.675695","139.735645"
"202210","赤坂アート歯科","東京都港区赤坂五丁目1番35号","1階","03-5545-5578","2022/10/19","歯科、歯科口腔外科、矯正歯科","35.673917","139.736047"
"202210","田町東口矯正歯科","東京都港区芝浦三丁目12番1号","マキノビル6階","03-6665-8743","2022/10/17","矯正歯科","35.642856","139.749376"
"202210","ＤＥＬＴＡ　ＣＬＩＮＩＣ　虎ノ門　歯科口腔外科・矯正歯科","東京都港区西新橋二丁目13番10号","SKI虎ノ門 1階","03-6811-1244","2022/10/1","歯科、矯正歯科、歯科口腔外科","35.666441","139.751362"
"202211","あかさか７丁目デンタルオフィス","東京都港区赤坂七丁目9番3号","赤坂三真ビル1階","03-6441-0077","2022/11/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.670210","139.733417"
"202211","医療法人社団東興会　乃木坂猪俣歯科","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂204","03-3402-6481","2022/11/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.666545","139.728445"
"202211","青山外苑矯正歯科","東京都港区北青山二丁目7番22号","H・T神宮外苑ビル4階","03-3404-0418","2022/11/24","矯正歯科、歯科","35.670843","139.717058"
"202211","医療法人社団正英会　Ｒａｙｅｌ　Ｗｈｉｔｅ","東京都港区北青山三丁目10番13号","FPG links OMOTESANDO B棟1F","03-6421-0528","2022/10/26","歯科","35.664206","139.710571"
"202211","医療法人社団　公歯会　虎ノ門ヒルズ駅前歯科","東京都港区虎ノ門一丁目21番19号","東急虎ノ門ビル1階","03-3500-3630","2022/11/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.668153","139.748718"
"202212","ヨシノ歯科クリニック","東京都港区虎ノ門一丁目13番5号","VORT虎ノ門2 1階","03-3592-2450","2022/12/1","歯科、歯科口腔外科","35.669049","139.749544"
"202212","医療法人社団凰佳会ノア歯科クリニック表参道","東京都港区南青山五丁目6番2号","青山菊正ビル2階","03-6450-6760","2022/12/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663897","139.71206"
"202301","保科歯科医院","東京都港区高輪三丁目7番8号","西町ビル3階A区画","03-5422-7322","2023/1/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.632756","139.732319"
"202302","オーキッド歯科・矯正歯科","東京都港区芝五丁目31番5号","MEFULL田町4階","03-6665-8456","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.646742","139.746183"
"202302","医療法人社団ＳＤＣ　Ｗｅｌｌ－ｂｅｉｎｇ　Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ","東京都港区白金一丁目2番2号","白金ザ・スカイ西棟2階","03-3445-2221","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.646231","139.735073"
"202302","あき歯科＆矯正歯科　白金高輪","東京都港区白金一丁目13番12号","ミュール白金1階","03-6450-4111","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.645229","139.734198"
"202302","Ｌｉｏｎ　Ｈｅａｒｔ　Ｄｅｎｔａｌ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｃｌｉｎｉｃ","東京都港区新橋六丁目19番19号","アセンド新橋1階","03-3459-4976","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.660726","139.753048"
"202302","麻布十番駅前歯科クリニック","東京都港区三田一丁目1番12号","レジディアタワー麻布十番201号室","03-6435-2500","2023/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科、内科","35.655263","139.739303"
"202303","赤坂バンデ歯科・矯正歯科","東京都港区赤坂三丁目13番6号","国際天野ビル2階A号室","03-6441-3419","2023/3/1","歯科、小児歯科、歯科口腔外科、矯正歯科","35.673069","139.73768"
"202303","赤坂鈴木デンタルオフィス","東京都港区赤坂六丁目4番11号","ドミ・エメロード101、102","03-6277-7717","2023/3/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670058","139.734647"
"202303","田町スクエア歯科・矯正歯科","東京都港区芝浦三丁目13番11号","Medical Square 芝浦 3階","03-6665-8105","2023/3/6","歯科、歯科口腔外科、小児歯科、矯正歯科","35.642784","139.748431"
"202303","三昭歯科医院","東京都港区西新橋一丁目8番4号","米山ビル1階","03-3593-9575","2023/3/15","歯科、小児歯科、歯科口腔外科","35.668998","139.752211"
"202303","ＪＲ浜松町駅北口前・大門駅地下１階　オレンジ歯科","東京都港区浜松町一丁目31番",,,"2023/3/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656930","139.757142"

"歯科診療所開設一覧(令和5年3月31日現在)","Ver202303",,,,,,,
