地域階層,地域コード,地域,昭和54,昭和55,昭和56,昭和57,昭和58,昭和59,昭和60,昭和61,昭和62,昭和63,平成元,平成2,平成3,平成4,平成5,平成6,平成7,平成8,平成9,平成10,平成11,平成12,平成13,平成14,平成15,平成16,平成17,平成18,平成19,平成20,平成21,平成22,平成23,平成24,平成25,平成26,平成27,平成28,平成29,平成30,平成31･令和元,令和2,令和3,令和4,令和5
1,10,群馬県,9738,9240,9221,9499,9397,8829,8807,9053,8572,8027,7753,7843,7773,7696,7280,7023,7195,7100,7339,7665,7341,7358,7411,7258,7163,6974,7096,7144,7159,6729,6350,6191,6216,6057,6349,6395,6557,6427,6495,6532,6784,6410,5890,6229,6469
1,11,埼玉県,65689,62330,60516,59948,60263,60717,60927,59633,56981,56230,58377,60712,59375,59609,62346,65775,67340,67921,66936,66308,65736,67236,66940,66688,66269,64659,64045,62301,61877,58318,57540,56101,56338,57590,57913,56283,59295,56689,57664,58139,58144,56183,53726,54213,55229
1,12,千葉県,54527,53561,52623,53208,55323,54897,54633,53064,50285,48797,49563,51222,51237,50329,51527,53318,55413,56519,56639,55526,54330,55975,56753,54077,54542,54129,56029,52410,52190,49966,49206,48485,49226,50189,49734,47062,49176,46193,47298,47638,47832,45971,43805,44225,44723
1,14,神奈川県,78241,74937,73001,72897,73374,73623,74270,71659,70668,69550,73356,74344,74885,76268,78231,80417,82611,82795,81866,79251,83012,85155,83624,83568,85437,83171,82744,82834,81913,78660,79930,78035,77020,78674,78793,77802,82030,80493,81292,80579,80557,78042,76022,78135,78062
1,15,新潟県,14807,14039,13993,13926,14449,13370,13067,13885,13106,12183,11503,10668,10451,9873,9112,8305,8538,8207,8749,9259,8485,8784,8699,8479,8238,8045,7949,8224,8049,7384,7020,6604,6468,6687,6785,6690,7271,6984,7125,7278,7304,6529,6302,6346,6377
1,16,富山県,3655,3434,3524,3633,3566,3461,3231,3278,3167,3231,2848,2985,2907,2846,2519,2363,2420,2497,2532,2737,2508,2497,2701,2576,2446,2394,2440,2402,2476,2303,2146,1967,1945,1954,2078,1974,2257,2076,2209,2169,2391,2230,2131,2307,2338
1,17,石川県,3388,3454,3561,3374,3471,3508,3263,3464,3375,3327,3159,3030,3191,2902,2731,2485,2581,2695,2723,2904,2780,3012,2800,2855,2774,2748,2709,2752,2845,2551,2639,2403,2290,2458,2535,2385,2651,2671,2770,2765,3052,2811,2732,2808,2925
1,18,福井県,1674,1662,1755,1705,1647,1616,1530,1783,1603,1617,1498,1524,1361,1268,1283,1164,1168,1225,1256,1278,1260,1303,1432,1280,1308,1324,1287,1331,1344,1310,1231,1141,1099,1148,1221,1178,1368,1232,1299,1469,1443,1364,1332,1422,1373
1,19,山梨県,7587,7263,7282,7113,7309,7066,7038,6802,6700,6353,6303,5784,6042,6151,5724,5291,5773,5612,5756,5809,5439,5390,5519,5537,5433,5234,5106,5241,5124,5412,4900,4642,4515,4556,4976,4874,5044,4641,4691,4833,4793,4539,4254,4161,4269
1,20,長野県,13207,12988,12827,12650,12594,11733,11275,11520,11405,10861,10556,10144,10318,9846,9389,8950,9246,8916,9397,9458,9054,9132,9178,8868,8822,8218,8731,8339,8413,7897,7552,6871,6921,7010,7227,7054,7575,7109,7243,7285,7272,6894,6696,6629,6882
1,21,岐阜県,3440,3252,3367,3475,3363,3339,3326,3372,3467,3234,3047,3031,3072,2989,2936,2733,2802,2743,2991,2929,2874,2915,3140,2946,2921,2834,2904,2958,3086,2872,2864,2659,2579,2691,2810,2766,3044,3018,3094,3072,3200,3037,2891,3059,3095
1,22,静岡県,18415,17723,17705,18238,18733,17560,16944,17541,16774,15726,15882,15547,15064,14225,13640,13025,13795,13554,13776,14208,13398,13670,13980,13423,13088,12996,12812,13045,12691,12042,11652,10991,10852,10926,11564,11396,12142,11629,11820,12085,12190,11394,10987,11433,11779
1,23,愛知県,14888,14453,14698,15008,15037,14807,14958,15247,14833,14020,14116,13818,14323,13658,12905,12745,12990,13096,13561,14035,13836,14406,14957,14748,14850,14427,14671,15082,15590,15447,15566,15240,14641,15186,15792,16495,17244,17254,17701,18947,19682,18170,18071,18847,18960
1,24,三重県,3202,3062,3047,3323,3233,3199,2997,3044,2979,2907,2744,2876,2652,2664,2503,2353,2402,2516,2542,2607,2652,2712,2927,2933,2710,2441,2562,2736,2622,2715,2546,2456,2335,2501,2511,2630,2747,2635,2747,2909,2926,2644,2732,2711,2932
1,25,滋賀県,1396,1306,1407,1443,1420,1483,1465,1455,1426,1486,1433,1534,1524,1391,1479,1376,1346,1550,1532,1679,1647,1725,1886,1887,1817,1704,1951,1951,2154,2011,1919,1780,1862,1872,2159,2179,2208,2179,2254,2324,2270,2238,2222,2324,2522
1,26,京都府,5261,4853,5068,5083,4858,4792,4954,5086,5286,4903,4948,4754,4882,4614,4427,4312,4466,4489,4760,5158,5262,5292,5496,5421,5329,5214,5524,5622,6148,5700,5545,5087,4920,5251,5618,5629,6130,6121,6301,6386,6496,6115,6130,6360,6533
1,27,大阪府,17918,17546,17420,17801,18201,17976,18530,18709,18788,18143,17484,17529,17395,16517,15405,15694,16202,16715,17315,18010,18152,18953,19760,19227,19409,19665,19734,20558,21455,21135,19930,19713,18964,20158,21484,22219,23598,23423,23656,23891,24877,22969,22730,23645,24258
1,28,兵庫県,12411,11615,11859,11850,12283,11716,12133,11983,12466,11333,10988,11046,10976,10389,10221,10104,11697,10458,10296,10641,10639,11217,11963,11490,11728,11599,12087,11738,12454,12486,11773,11472,11038,11395,12007,12360,13147,12419,12430,12894,12904,11724,11468,11620,11836
1,29,奈良県,2053,2001,1966,2124,2140,1992,2183,2187,2226,2046,1976,2057,2135,2048,2032,2001,2016,2248,2372,2248,2271,2372,2363,2377,2350,2261,2308,2458,2561,2396,2261,1963,2076,2065,2226,2264,2375,2205,2316,2346,2378,2190,2161,2160,2317
1,30,和歌山県,1436,1496,1370,1424,1485,1408,1461,1533,1410,1415,1377,1254,1299,1271,1119,1157,1114,1092,1115,1136,1101,1149,1228,1176,1179,1197,1160,1303,1327,1251,1176,1125,1103,1051,1171,1167,1275,1344,1305,1287,1276,1176,1113,1192,1220
1,31,鳥取県,1392,1342,1262,1367,1296,1277,1271,1264,1260,1185,1184,1151,1117,1048,989,975,904,966,903,1030,1012,1029,1113,1064,999,1008,1123,1010,1115,1112,973,920,876,896,992,947,986,933,986,1052,972,866,897,915,992
1,32,島根県,1610,1613,1638,1627,1624,1586,1547,1565,1476,1440,1404,1452,1280,1259,1262,1004,1113,1099,1081,1181,1183,1182,1118,1205,1184,1155,1130,1232,1220,1111,1042,937,957,945,922,1026,1033,1075,1082,1058,1057,1008,982,1044,1089
1,33,岡山県,3772,3600,3758,3699,3728,3553,3701,3556,3677,3287,3281,3108,3156,3119,2890,2638,2865,2820,3082,3063,3109,3098,3265,3155,2931,2997,3133,3186,3352,3258,3095,2895,2780,2876,2939,3103,3251,3280,3261,3472,3552,3267,3092,3459,3431
1,34,広島県,8278,7564,7419,7658,7774,7849,7779,7719,7897,7452,7261,7029,6860,6456,6172,5763,5933,6085,6028,6466,6180,6289,6523,6417,6092,6134,6308,6277,6307,6296,5995,5702,5404,5439,5838,5973,6305,5942,6256,6445,6551,6058,6062,6391,6547
1,35,山口県,4505,3970,4140,4197,4196,4060,4010,3990,4020,3583,3618,3542,3411,2960,2796,2571,2568,2447,2490,2591,2707,2627,2748,2582,2668,2606,2605,2642,2777,2643,2451,2157,2209,2323,2278,2326,2479,2441,2448,2359,2495,2229,2042,2252,2382
1,36,徳島県,1570,1576,1539,1569,1608,1489,1454,1419,1280,1277,1344,1250,1183,1138,1121,1012,1052,1011,1115,1175,1156,1203,1167,1192,1085,1094,1181,1230,1238,1205,1159,1090,1059,1083,1144,1072,1196,1151,1200,1238,1255,1148,1097,1146,1075
1,37,香川県,2683,2482,2590,2494,2504,2489,2557,2434,2596,2326,2285,2192,2164,2167,1967,1963,2000,1992,2173,2044,2109,2241,2288,2190,2175,2302,2083,2163,2142,2215,1943,1895,1811,1911,1998,1934,2088,2056,2139,2158,2099,1957,1849,1945,2023
1,38,愛媛県,3510,3427,3353,3483,3355,3152,3309,3158,3366,3117,2965,3056,2852,2690,2518,2430,2279,2467,2474,2605,2541,2628,2504,2572,2398,2413,2457,2560,2647,2557,2363,2141,2181,2336,2448,2470,2479,2498,2485,2728,2588,2325,2386,2539,2612
1,39,高知県,1959,1935,1933,1985,2010,1937,1989,2006,1879,1920,1855,1850,1741,1711,1548,1404,1346,1348,1420,1431,1390,1418,1426,1389,1435,1407,1404,1458,1542,1534,1376,1312,1210,1175,1280,1289,1333,1341,1390,1358,1385,1197,1222,1195,1286
1,40,福岡県,12404,12234,12570,13087,12924,13041,13126,13559,13784,13165,13336,12911,12968,12083,10869,10323,10176,10633,10820,11786,11599,11825,12136,12379,12271,12015,13011,13291,14343,13885,13434,12470,12135,12564,12843,13376,14073,13790,14066,14760,14928,13554,13366,13927,14392
1,41,佐賀県,2054,1895,1891,1982,1946,1839,1888,1752,1690,1779,1696,1586,1601,1536,1297,1200,1172,1124,1241,1348,1348,1226,1419,1329,1292,1270,1287,1393,1445,1412,1311,1233,1208,1178,1298,1281,1341,1328,1365,1344,1348,1298,1230,1217,1248
1,42,長崎県,4656,4447,4436,4438,4470,4406,4505,4517,4575,4253,4190,4194,3854,3446,2927,2637,2615,2562,2735,2854,2807,2647,2527,2756,2711,2579,2676,2661,2806,2713,2538,2454,2452,2499,2500,2482,2616,2516,2568,2529,2512,2409,2243,2340,2419
1,43,熊本県,4572,4452,4625,4463,4491,4219,4472,4590,4537,4363,4422,4304,4145,3883,3484,3079,3087,3160,3194,3356,3293,3321,3399,3357,3316,3149,3260,3313,3526,3355,3207,2912,2932,3033,3101,3249,3426,3358,3395,3475,3314,3080,2929,3251,3205
1,44,大分県,3210,3074,2866,3187,3254,3167,3139,3103,3317,3081,3012,2827,2791,2490,2400,2124,2055,2051,2108,2162,2127,2122,2128,2005,2142,1952,2064,2057,2119,2016,1952,1818,1845,1844,1913,1948,2001,2012,1964,1981,2041,1831,1732,1888,1878
1,45,宮崎県,3427,3300,3380,3528,3502,3678,3314,3785,3566,3665,3539,3582,3573,3264,2935,2619,2562,2462,2678,2733,2541,2657,2798,2799,2595,2507,2560,2667,2715,2602,2220,2317,2268,2164,2337,2421,2411,2401,2500,2470,2359,2082,2021,2069,2112
1,46,鹿児島県,7783,7570,7267,7256,7130,6651,6532,6847,6553,6520,6290,6563,6097,5762,4808,4154,4009,3992,3863,4092,3999,3913,3960,4130,4013,4093,3890,4002,4133,4072,3720,3480,3383,3365,3484,3395,3725,3786,3597,3453,3681,3142,2962,3103,3286
1,47,沖縄県,7834,7886,7932,7665,7167,6853,6398,6834,6505,6504,6346,6351,6344,5953,4872,4288,4028,3948,3940,4082,3948,3756,3930,3896,3963,3872,4028,4557,4719,4866,4595,4231,4012,4132,4260,4397,4598,4758,4922,4919,4965,4460,4470,4805,5169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都住民基本台帳人口移動報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第4表   各道府県からの転入者数の推移（昭和54年～令和5年）　日本人のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:総数　1:道府県),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
