1,"東京都生計分析調査　令和 5年 9月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",430,0.1,77.0,94,0.1,185,0.1,210,0.1,264,0.1,681,0.2,757,0.2,811,0.1
28,"1","1","バス通学定期代",72,0.0,18.0,-,-,-,-,-,-,-,-,-,-,402,0.1,100,0.0
29,"1","1","バス通勤定期代",263,0.1,20.6,8,0.0,38,0.0,7,0.0,-,-,71,0.0,706,0.2,1003,0.1
30,"1","1","タクシー代",962,0.3,24.5,1168,1.2,113,0.1,610,0.3,1140,0.4,793,0.2,1229,0.3,1683,0.2
31,"1","1","航空運賃",217,0.1,-75.6,-,-,85,0.1,-,-,210,0.1,-,-,1218,0.3,-,-
32,"1","1","郵便料",138,0.0,-10.4,69,0.1,128,0.1,93,0.0,218,0.1,112,0.0,255,0.1,93,0.0
33,"1","1","固定電話通信料",1128,0.4,-13.9,573,0.6,907,0.6,837,0.4,1565,0.6,1082,0.3,1503,0.4,1430,0.2
34,"1","1","携帯電話通信料",8734,2.8,-10.6,3057,3.0,5214,3.2,7957,3.8,10500,4.0,9873,3.1,12632,3.1,11871,1.6
35,"1","1","ＮＨＫ放送受信料",857,0.3,-6.0,249,0.2,555,0.3,731,0.3,859,0.3,1038,0.3,1063,0.3,1502,0.2
36,"1","1","ケーブルテレビ放送受信料",1158,0.4,-7.9,507,0.5,904,0.6,1296,0.6,1264,0.5,1157,0.4,1575,0.4,1395,0.2
37,"1","1","他の放送受信料",173,0.1,10.2,179,0.2,172,0.1,82,0.0,79,0.0,119,0.0,310,0.1,266,0.0
38,"1","1","国公立小学校",255,0.1,16.4,69,0.1,169,0.1,337,0.2,269,0.1,360,0.1,385,0.1,196,0.0
39,"1","1","国公立中学校",316,0.1,-8.4,-,-,150,0.1,323,0.2,74,0.0,1145,0.4,340,0.1,175,0.0
40,"1","1","国公立高校",512,0.2,-29.3,-,-,450,0.3,-,-,588,0.2,1336,0.4,1201,0.3,-,-
41,"1","1","国公立大学",1701,0.5,...,-,-,-,-,-,-,223,0.1,-,-,280,0.1,11388,1.6
42,"1","1","たばこ",1197,0.4,32.9,904,0.9,516,0.3,1161,0.5,1585,0.6,2480,0.8,1172,0.3,567,0.1
43,"2","0","準公共料金等",30974,9.9,-13.0,2552,2.5,6788,4.2,12350,5.8,17923,6.8,26909,8.4,17435,4.3,132629,18.1
44,"2","1","牛乳",1692,0.5,23.6,1018,1.0,1741,1.1,1350,0.6,1440,0.5,1734,0.5,2134,0.5,2419,0.3
45,"2","1","灯油",20,0.0,-9.1,-,-,-,-,-,-,-,-,132,0.0,-,-,6,0.0
46,"2","1","プロパンガス",219,0.1,-24.2,167,0.2,273,0.2,315,0.1,482,0.2,191,0.1,18,0.0,88,0.0
47,"2","1","理髪料",485,0.2,18.6,97,0.1,289,0.2,585,0.3,394,0.1,952,0.3,726,0.2,348,0.0
48,"2","1","パーマネント代",101,0.0,-42.9,-,-,303,0.2,87,0.0,-,-,168,0.1,-,-,148,0.0
49,"2","1","洗濯代",277,0.1,-7.0,50,0.0,163,0.1,62,0.0,338,0.1,276,0.1,366,0.1,685,0.1
50,"2","1","新聞",2096,0.7,-1.7,1078,1.1,1870,1.1,2010,1.0,2388,0.9,2321,0.7,2469,0.6,2534,0.3
51,"2","1","私立小学校",166,0.1,-90.7,-,-,-,-,151,0.1,-,-,-,-,-,-,1006,0.1
52,"2","1","私立中学校",913,0.3,-58.8,-,-,-,-,-,-,-,-,418,0.1,1242,0.3,4709,0.6
53,"2","1","私立高校",2794,0.9,-11.9,-,-,-,-,-,-,1082,0.4,1193,0.4,673,0.2,16587,2.3
54,"2","1","私立大学",11496,3.7,-7.8,-,-,-,-,302,0.1,-,-,5,0.0,1,0.0,80040,10.9
55,"2","1","幼児教育費用",591,0.2,5.0,141,0.1,498,0.3,233,0.1,490,0.2,2348,0.7,152,0.0,275,0.0
56,"2","1","民営家賃",9940,3.2,-4.4,-,-,1651,1.0,7159,3.4,11310,4.3,17172,5.4,8472,2.1,23785,3.3
57,"2","1","地代",184,0.1,-35.4,-,-,-,-,96,0.0,-,-,-,-,1181,0.3,-,-
