1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
59,2,6,1,2,1,生鮮魚介,2866,0.8,3266,0.9,1650,0.4,2827,0.8,1855,0.5
60,2,6,1,2,2,塩干魚介,1006,0.3,1140,0.3,495,0.1,1156,0.3,788,0.2
61,2,6,1,2,3,魚肉練製品,622,0.2,678,0.2,478,0.1,611,0.2,422,0.1
62,2,6,1,2,4,他の魚介加工品,842,0.2,838,0.2,917,0.2,739,0.2,775,0.2
63,2,5,1,3,0,肉類,9370,2.5,10246,2.8,6249,1.5,8192,2.2,9136,2.7
64,2,6,1,3,1,生鮮肉,7805,2.1,8665,2.3,4809,1.2,6544,1.8,7505,2.2
65,2,6,1,3,2,加工肉,1565,0.4,1582,0.4,1441,0.4,1648,0.4,1631,0.5
66,2,5,1,4,0,乳卵類,4452,1.2,4638,1.2,3576,0.9,4266,1.2,4865,1.4
67,2,6,1,4,1,牛乳,1307,0.3,1302,0.4,1164,0.3,976,0.3,1961,0.6
68,2,6,1,4,2,乳製品,2240,0.6,2370,0.6,1726,0.4,2368,0.6,2083,0.6
69,2,6,1,4,3,卵,905,0.2,966,0.3,686,0.2,921,0.2,822,0.2
70,2,5,1,5,0,野菜・海藻,9180,2.4,9903,2.7,6375,1.6,8843,2.4,9037,2.7
71,2,6,1,5,1,生鮮野菜,6470,1.7,6997,1.9,4573,1.1,6244,1.7,6008,1.8
72,2,6,1,5,2,乾物・海藻,591,0.2,613,0.2,400,0.1,530,0.1,878,0.3
73,2,6,1,5,3,大豆加工品,1065,0.3,1131,0.3,774,0.2,887,0.2,1260,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,1163,0.3,629,0.2,1182,0.3,891,0.3
75,2,5,1,6,0,果物,3158,0.8,3378,0.9,2396,0.6,4013,1.1,2136,0.6
76,2,6,1,6,1,生鮮果物,2779,0.7,2921,0.8,2155,0.5,3805,1,2055,0.6
77,2,6,1,6,2,果物加工品,379,0.1,457,0.1,241,0.1,208,0.1,81,0
78,2,5,1,7,0,油脂・調味料,4226,1.1,4460,1.2,3779,0.9,3206,0.9,3790,1.1
79,2,6,1,7,1,油脂,344,0.1,395,0.1,165,0,376,0.1,242,0.1
80,2,6,1,7,2,調味料,3882,1,4065,1.1,3614,0.9,2830,0.8,3548,1
81,2,5,1,8,0,菓子類,8264,2.2,8293,2.2,8204,2,8763,2.4,7729,2.3
82,2,5,1,9,0,調理食品,14066,3.8,14370,3.9,12992,3.2,15102,4.1,12814,3.8
83,2,6,1,9,1,主食的調理食品,6284,1.7,6394,1.7,5387,1.3,8133,2.2,5889,1.7
84,2,6,1,9,2,他の調理食品,7782,2.1,7976,2.1,7606,1.9,6969,1.9,6925,2
85,2,5,1,10,0,飲料,5913,1.6,6299,1.7,4961,1.2,4935,1.3,5162,1.5
86,2,6,1,10,1,茶類,1246,0.3,1292,0.3,1167,0.3,1068,0.3,1114,0.3
87,2,6,1,10,2,コーヒー・ココア,1609,0.4,1786,0.5,1199,0.3,1616,0.4,836,0.2
88,2,6,1,10,3,他の飲料,3059,0.8,3221,0.9,2595,0.6,2251,0.6,3212,0.9
89,2,5,1,11,0,酒類,3366,0.9,4023,1.1,2024,0.5,2456,0.7,802,0.2
90,2,5,1,12,0,外食,23199,6.2,23139,6.2,26542,6.6,21131,5.7,17370,5.1
91,2,6,1,12,1,一般外食,21605,5.8,21272,5.7,26073,6.5,19984,5.4,15425,4.5
92,2,6,1,12,2,学校給食,1593,0.4,1867,0.5,469,0.1,1147,0.3,1945,0.6
93,2,4,2,0,0,住居,36131,9.6,21962,5.9,81906,20.3,71664,19.4,38118,11.2
94,2,5,2,1,0,家賃地代,20761,5.5,142,0,81705,20.3,71463,19.4,38111,11.2
95,2,5,2,2,0,設備修繕・維持,15371,4.1,21820,5.9,201,0,201,0.1,6,0
96,2,6,2,2,1,設備材料,2679,0.7,3760,1,201,0,62,0,6,0
97,2,6,2,2,2,工事その他のサービス,12692,3.4,18060,4.9,-,-,138,0,-,-
98,2,4,3,0,0,光熱・水道,30682,8.2,32842,8.8,27124,6.7,25015,6.8,22331,6.6
99,2,5,3,1,0,電気代,13616,3.6,14733,4,11566,2.9,10441,2.8,9993,2.9
100,2,5,3,2,0,ガス代,10400,2.8,10864,2.9,10302,2.6,7529,2,8315,2.4
101,2,5,3,3,0,他の光熱,629,0.2,674,0.2,597,0.1,709,0.2,201,0.1
102,2,5,3,4,0,上下水道料,6037,1.6,6571,1.8,4658,1.2,6337,1.7,3824,1.1
103,2,4,4,0,0,家具・家事用品,11419,3,12816,3.4,8584,2.1,10149,2.8,5411,1.6
104,2,5,4,1,0,家庭用耐久財,2944,0.8,3793,1,1379,0.3,148,0,517,0.2
105,2,6,4,1,1,家事用耐久財,2192,0.6,2874,0.8,1014,0.3,-,-,-,-
106,2,6,4,1,2,冷暖房用器具,639,0.2,771,0.2,365,0.1,148,0,380,0.1
107,2,6,4,1,3,一般家具,114,0,148,0,-,-,-,-,137,0
108,2,5,4,2,0,室内装備・装飾品,517,0.1,530,0.1,827,0.2,-,-,47,0
109,2,5,4,3,0,寝具類,1000,0.3,862,0.2,659,0.2,4662,1.3,291,0.1
110,2,5,4,4,0,家事雑貨,3275,0.9,3740,1,2638,0.7,1857,0.5,1331,0.4
111,2,5,4,5,0,家事用消耗品,3355,0.9,3487,0.9,3032,0.8,2910,0.8,3176,0.9
112,2,5,4,6,0,家事サービス,328,0.1,404,0.1,49,0,572,0.2,48,0
113,2,4,5,0,0,被服及び履物,12987,3.5,13595,3.7,12410,3.1,9504,2.6,11117,3.3
114,2,5,5,1,0,和服,100,0,138,0,19,0,-,-,-,-
115,2,5,5,2,0,洋服,6634,1.8,7123,1.9,6000,1.5,2382,0.6,6690,2
116,2,6,5,2,1,男子用洋服,2651,0.7,2610,0.7,3881,1,295,0.1,1962,0.6
117,2,6,5,2,2,婦人用洋服,3379,0.9,3914,1.1,1622,0.4,1339,0.4,3922,1.2
118,2,6,5,2,3,子供用洋服,605,0.2,600,0.2,496,0.1,747,0.2,806,0.2
119,2,5,5,3,0,シャツ・セーター類,2178,0.6,2073,0.6,2359,0.6,3074,0.8,2068,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,930,0.2,861,0.2,1311,0.3,1744,0.5,42,0
121,2,6,5,3,2,婦人用シャツ・セーター類,1084,0.3,1093,0.3,1033,0.3,464,0.1,1605,0.5
122,2,6,5,3,3,子供用シャツ・セーター類,164,0,118,0,16,0,865,0.2,422,0.1
123,2,5,5,4,0,下着類,875,0.2,875,0.2,977,0.2,483,0.1,942,0.3
124,2,6,5,4,1,男子用下着類,385,0.1,374,0.1,520,0.1,226,0.1,292,0.1
125,2,6,5,4,2,婦人用下着類,390,0.1,390,0.1,361,0.1,220,0.1,593,0.2
126,2,6,5,4,3,子供用下着類,100,0,110,0,95,0,36,0,58,0
127,2,5,5,5,0,生地・糸類,77,0,85,0,64,0,109,0,6,0
128,2,5,5,6,0,他の被服,1333,0.4,1378,0.4,1227,0.3,1510,0.4,1002,0.3
129,2,5,5,7,0,履物類,1475,0.4,1557,0.4,1539,0.4,1733,0.5,298,0.1
130,2,5,5,8,0,被服関連サービス,316,0.1,367,0.1,226,0.1,213,0.1,110,0
131,2,4,6,0,0,保健医療,14406,3.8,13460,3.6,15986,4,10743,2.9,22886,6.7
132,2,5,6,1,0,医薬品,2538,0.7,2764,0.7,1471,0.4,2476,0.7,2916,0.9
133,2,5,6,2,0,健康保持用摂取品,943,0.3,1077,0.3,765,0.2,471,0.1,428,0.1
134,2,5,6,3,0,保健医療用品・器具,3575,1,3562,1,3267,0.8,3405,0.9,4578,1.3
135,2,5,6,4,0,保健医療サービス,7350,2,6058,1.6,10484,2.6,4392,1.2,14965,4.4
136,2,4,7,0,0,交通・通信,37494,10,40268,10.8,29350,7.3,33972,9.2,32410,9.5
137,2,5,7,1,0,交通,10219,2.7,10118,2.7,11919,3,11151,3,6387,1.9
138,2,5,7,2,0,自動車等関係費,13393,3.6,16454,4.4,5074,1.3,6788,1.8,8327,2.4
139,2,6,7,2,1,自動車等購入,4116,1.1,5860,1.6,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,948,0.3,1267,0.3,343,0.1,-,-,-,-
141,2,6,7,2,3,自動車等維持,8329,2.2,9327,2.5,4731,1.2,6788,1.8,8327,2.4
142,2,5,7,3,0,通信,13882,3.7,13696,3.7,12357,3.1,16032,4.3,17696,5.2
143,2,4,8,0,0,教育,22961,6.1,23439,6.3,20094,5,7549,2,37367,11
144,2,5,8,1,0,授業料等,13877,3.7,16406,4.4,5195,1.3,1508,0.4,19532,5.7
145,2,5,8,2,0,教科書・学習参考教材,240,0.1,172,0,702,0.2,-,-,-,-
146,2,5,8,3,0,補習教育,8844,2.4,6861,1.8,14196,3.5,6041,1.6,17835,5.2
147,2,4,9,0,0,教養娯楽,49387,13.2,46061,12.4,81501,20.2,18285,5,29627,8.7
148,2,5,9,1,0,教養娯楽用耐久財,5631,1.5,7256,2,2946,0.7,100,0,380,0.1
149,2,5,9,2,0,教養娯楽用品,8243,2.2,9795,2.6,4225,1,4962,1.3,5143,1.5
150,2,5,9,3,0,書籍・他の印刷物,3098,0.8,3254,0.9,2574,0.6,2578,0.7,3230,1
151,2,5,9,4,0,教養娯楽サービス,32414,8.6,25756,6.9,71756,17.8,10645,2.9,20874,6.1
152,2,6,9,4,1,宿泊料,4921,1.3,5292,1.4,3421,0.8,-,-,8758,2.6
153,2,6,9,4,2,パック旅行費,10671,2.8,1392,0.4,55934,13.9,2589,0.7,-,-
154,2,6,9,4,3,月謝類,4745,1.3,5369,1.4,3238,0.8,792,0.2,5318,1.6
155,2,6,9,4,4,他の教養娯楽サービス,12077,3.2,13703,3.7,9162,2.3,7264,2,6797,2
156,2,4,10,0,0,その他の消費支出,61571,16.4,64824,17.4,40142,9.9,89723,24.3,58627,17.2
157,2,5,10,1,0,諸雑費,27302,7.3,27624,7.4,23184,5.7,20462,5.5,39462,11.6
158,2,6,10,1,1,理美容サービス,3521,0.9,3955,1.1,2079,0.5,1373,0.4,4392,1.3
159,2,6,10,1,2,理美容用品,5360,1.4,5655,1.5,4991,1.2,3284,0.9,4962,1.5
160,2,6,10,1,3,身の回り用品,2663,0.7,2708,0.7,4218,1,134,0,483,0.1
161,2,6,10,1,4,たばこ,1010,0.3,1068,0.3,1171,0.3,130,0,747,0.2
162,2,6,10,1,5,他の諸雑費,14748,3.9,14238,3.8,10726,2.7,15541,4.2,28877,8.5
163,2,5,10,2,0,こづかい,8474,2.3,10434,2.8,2644,0.7,740,0.2,9221,2.7
164,2,5,10,3,0,交際費,21326,5.7,25082,6.7,13806,3.4,11556,3.1,9944,2.9
165,2,6,10,3,0,食料,4010,1.1,4151,1.1,4940,1.2,3023,0.8,1150,0.3
166,2,6,10,3,0,家具・家事用品,248,0.1,248,0.1,345,0.1,261,0.1,-,-
167,2,6,10,3,0,被服及び履物,256,0.1,340,0.1,68,0,98,0,-,-
168,2,6,10,3,0,教養娯楽,2072,0.6,2385,0.6,1965,0.5,435,0.1,525,0.2
169,2,6,10,3,0,他の物品サービス,164,0,181,0,132,0,263,0.1,-,-
170,2,6,10,3,6,贈与金,8785,2.3,10554,2.8,3555,0.9,6868,1.9,5360,1.6
171,2,6,10,3,7,他の交際費,5792,1.5,7224,1.9,2802,0.7,608,0.2,2909,0.9
172,2,5,10,4,0,仕送り金,4470,1.2,1683,0.5,508,0.1,56965,15.4,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,26051,7,26717,7.2,21046,5.2,11129,3,43357,12.8
175,2,3,0,0,0,（再掲）教養娯楽関係費,56647,15.1,53478,14.4,90285,22.4,22327,6.1,34222,10.1
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13254,3.5,12237,3.3,4063,1,63833,17.3,5360,1.6
177,2,3,0,0,0,（再掲）経常消費支出,258572,69,252895,68,285554,70.8,277313,75.2,234949,69.1
178,2,3,0,0,0,（再掲）情報通信関係費,17238,4.6,17647,4.7,15520,3.8,20701,5.6,14574,4.3
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,321275,85.7,331721,89.2,317489,78.7,233449,63.3,296477,87.2
180,2,2,0,0,0,その他の実支出,109969,-,113018,-,103258,-,73864,-,124561,-
181,2,3,0,0,0,直接税,46783,-,49284,-,42959,-,25425,-,48144,-
182,2,4,0,0,0,勤労所得税,18312,-,19327,-,17421,-,8765,-,17968,-
183,2,4,0,0,0,個人住民税,26046,-,27091,-,23460,-,15637,-,30176,-
184,2,4,0,0,0,他の税,2425,-,2866,-,2078,-,1022,-,0,-
185,2,3,0,0,0,社会保険料,63157,-,63692,-,60299,-,48440,-,76418,-
186,2,4,0,0,0,公的年金保険料,37221,-,36878,-,36982,-,28054,-,48472,-
187,2,4,0,0,0,健康保険料,20458,-,20942,-,19249,-,15540,-,22487,-
188,2,4,0,0,0,介護保険料,3600,-,4059,-,2003,-,3221,-,3206,-
189,2,4,0,0,0,他の社会保険料,1877,-,1813,-,2065,-,1625,-,2252,-
190,2,3,0,0,0,その他,29,-,41,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),724896,-,803159,-,541028,-,411139,-,640879,-
192,2,2,0,0,0,預貯金,459033,-,471727,-,435321,-,345568,-,480340,-
193,2,2,0,0,0,保険料,40741,-,50421,-,14239,-,19083,-,25804,-
194,2,3,0,0,0,個人・企業年金保険料,25134,-,33243,-,2792,-,8848,-,11478,-
195,2,3,0,0,0,他の保険料,15607,-,17177,-,11447,-,10235,-,14326,-
196,2,2,0,0,0,有価証券購入,5202,-,4381,-,5738,-,11098,-,7375,-
197,2,2,0,0,0,土地家屋借金返済,73494,-,103576,-,4016,-,-,-,916,-
198,2,2,0,0,0,他の借金返済,4354,-,6125,-,-,-,935,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,141342,-,166388,-,81285,-,29517,-,126444,-
200,2,2,0,0,0,実支出以外の支払のその他,730,-,540,-,431,-,4938,-,-,-
201,2,1,0,0,0,繰越金,248425,-,292870,-,138817,-,66592,-,216129,-
202,3,0,0,0,0,可処分所得,478161,-,492784,-,442853,-,353221,-,517399,-
203,3,0,0,0,0,黒字,103384,-,121003,-,39395,-,-15725,-,177444,-
204,3,1,0,0,0,金融資産純増,89156,-,59038,-,170506,-,47281,-,225036,-
205,3,3,0,0,0,貯蓄純増,83954,-,54657,-,164768,-,36183,-,217661,-
206,3,4,0,0,0,預貯金純増,59017,-,26740,-,150530,-,17100,-,191857,-
207,3,4,0,0,0,保険純増,24936,-,27917,-,14239,-,19083,-,25804,-
208,3,3,0,0,0,有価証券純購入,5202,-,4381,-,5738,-,11098,-,7375,-
209,3,1,0,0,0,土地家屋借金純減,73494,-,103576,-,4016,-,-,-,916,-
210,3,1,0,0,0,他の借金純減,4354,-,6125,-,-,-,935,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-9513,-,14077,-,-87470,-,-54609,-,-19781,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,311,-,310,-,-20,-,2645,-,-731,-
214,3,1,0,0,0,繰越純増,-54418,-,-62125,-,-47637,-,-11977,-,-27995,-
