1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",454,0.1,5.6,6,0.0,165,0.1,187,0.1,412,0.2,909,0.3,698,0.2,795,0.1
28,"1","1","バス通学定期代",13,0.0,-75.5,-,-,60,0.0,-,-,-,-,-,-,30,0.0,-,-
29,"1","1","バス通勤定期代",64,0.0,82.9,-,-,-,-,449,0.2,-,-,-,-,-,-,-,-
30,"1","1","タクシー代",740,0.2,-0.8,156,0.2,421,0.3,148,0.1,913,0.3,680,0.2,1028,0.2,1817,0.3
31,"1","1","航空運賃",555,0.2,-38.1,-,-,-,-,-,-,1267,0.5,-,-,-,-,2588,0.4
32,"1","1","郵便料",545,0.2,-24.8,67,0.1,204,0.1,618,0.3,674,0.2,658,0.2,467,0.1,1120,0.2
33,"1","1","固定電話通信料",1034,0.3,-14.8,768,0.7,1015,0.6,893,0.4,1112,0.4,1227,0.4,1078,0.3,1137,0.2
34,"1","1","携帯電話通信料",9023,2.8,-4.6,2933,2.9,6596,3.9,8866,3.9,9366,3.4,9130,2.7,13728,3.2,12507,1.8
35,"1","1","ＮＨＫ放送受信料",902,0.3,-3.6,418,0.4,980,0.6,1095,0.5,409,0.1,1110,0.3,1175,0.3,1132,0.2
36,"1","1","ケーブルテレビ放送受信料",1173,0.4,1.4,458,0.4,1039,0.6,1229,0.5,1335,0.5,1413,0.4,1143,0.3,1584,0.2
37,"1","1","他の放送受信料",232,0.1,24.1,54,0.1,400,0.2,167,0.1,174,0.1,133,0.0,108,0.0,584,0.1
38,"1","1","国公立小学校",222,0.1,-12.3,-,-,-,-,6,0.0,99,0.0,550,0.2,496,0.1,404,0.1
39,"1","1","国公立中学校",142,0.0,-60.3,-,-,-,-,55,0.0,489,0.2,182,0.1,43,0.0,217,0.0
40,"1","1","国公立高校",211,0.1,-9.1,-,-,-,-,-,-,887,0.3,553,0.2,-,-,30,0.0
41,"1","1","国公立大学",864,0.3,-75.6,-,-,-,-,-,-,-,-,-,-,4052,0.9,2008,0.3
42,"1","1","たばこ",1111,0.3,23.2,665,0.6,700,0.4,1489,0.7,1294,0.5,1093,0.3,1235,0.3,1299,0.2
43,"2","0","準公共料金等",22231,7.0,-19.3,3704,3.6,8598,5.1,14285,6.4,21439,7.9,22742,6.8,13024,3.0,71196,10.2
44,"2","1","牛乳",1522,0.5,8.4,1008,1.0,1220,0.7,1433,0.6,1387,0.5,1710,0.5,2064,0.5,1829,0.3
45,"2","1","灯油",334,0.1,7.1,353,0.3,247,0.1,445,0.2,495,0.2,136,0.0,405,0.1,256,0.0
46,"2","1","プロパンガス",255,0.1,-33.4,314,0.3,350,0.2,208,0.1,312,0.1,323,0.1,85,0.0,195,0.0
47,"2","1","理髪料",412,0.1,-1.7,121,0.1,239,0.1,346,0.2,337,0.1,576,0.2,722,0.2,541,0.1
48,"2","1","パーマネント代",131,0.0,-38.8,-,-,263,0.2,89,0.0,60,0.0,153,0.0,161,0.0,193,0.0
49,"2","1","洗濯代",790,0.2,8.2,152,0.1,311,0.2,107,0.0,533,0.2,743,0.2,1056,0.2,2607,0.4
50,"2","1","新聞",2235,0.7,10.6,1415,1.4,1877,1.1,2192,1.0,2014,0.7,2375,0.7,3005,0.7,2766,0.4
51,"2","1","私立小学校",253,0.1,72.1,-,-,-,-,-,-,-,-,-,-,-,-,1756,0.3
52,"2","1","私立中学校",496,0.2,-45.0,-,-,-,-,420,0.2,-,-,-,-,-,-,3030,0.4
53,"2","1","私立高校",683,0.2,-38.5,-,-,-,-,106,0.0,-,-,1784,0.5,975,0.2,1904,0.3
54,"2","1","私立大学",3688,1.2,-50.3,-,-,-,-,-,-,745,0.3,-,-,-,-,24854,3.6
55,"2","1","幼児教育費用",627,0.2,-60.3,16,0.0,731,0.4,847,0.4,164,0.1,1437,0.4,796,0.2,403,0.1
56,"2","1","民営家賃",10180,3.2,-2.6,-,-,3359,2.0,5029,2.2,15392,5.6,13216,3.9,3043,0.7,30861,4.4
57,"2","1","地代",624,0.2,33.0,325,0.3,-,-,3064,1.4,-,-,290,0.1,712,0.2,-,-
