1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
50,2,2,0,0,0,生計支出,397252,-,321849,-,273478,-,343361,-,380825,-,660417,-,391550,-,376439,-,290933,-
51,2,3,0,0,0,消費支出,397252,100.0,321849,100.0,273478,100.0,343361,100.0,380825,100.0,660417,100.0,391550,100.0,376439,100.0,290933,100.0
52,2,4,1,0,0,食料,97313,24.5,74906,23.3,79400,29.0,97571,28.4,94112,24.7,108665,16.5,105770,27.0,109474,29.1,92183,31.7
53,2,5,1,1,0,穀類,7330,1.8,6112,1.9,6430,2.4,6978,2.0,7901,2.1,7934,1.2,7981,2.0,7196,1.9,6954,2.4
54,2,6,1,1,1,米類,1636,0.4,925,0.3,1891,0.7,1531,0.4,1670,0.4,1454,0.2,2090,0.5,1843,0.5,1655,0.6
55,2,6,1,1,2,パン,3373,0.8,2955,0.9,2792,1.0,2860,0.8,3602,0.9,4016,0.6,3466,0.9,3355,0.9,3297,1.1
56,2,6,1,1,3,麺類,1760,0.4,1813,0.6,1239,0.5,1840,0.5,2068,0.5,1855,0.3,1844,0.5,1619,0.4,1393,0.5
57,2,6,1,1,4,他の穀類,562,0.1,419,0.1,507,0.2,748,0.2,560,0.1,610,0.1,582,0.1,380,0.1,609,0.2
58,2,5,1,2,0,魚介類,5544,1.4,2687,0.8,3365,1.2,5165,1.5,5415,1.4,5633,0.9,6099,1.6,6909,1.8,7299,2.5
59,2,6,1,2,1,生鮮魚介,3197,0.8,1566,0.5,2072,0.8,2818,0.8,3159,0.8,3100,0.5,3464,0.9,4104,1.1,4373,1.5
60,2,6,1,2,2,塩干魚介,1001,0.3,530,0.2,540,0.2,1164,0.3,978,0.3,1003,0.2,1030,0.3,1175,0.3,1243,0.4
61,2,6,1,2,3,魚肉練製品,559,0.1,252,0.1,114,0.0,434,0.1,526,0.1,671,0.1,764,0.2,665,0.2,715,0.2
62,2,6,1,2,4,他の魚介加工品,787,0.2,339,0.1,638,0.2,750,0.2,752,0.2,858,0.1,841,0.2,966,0.3,967,0.3
63,2,5,1,3,0,肉類,9439,2.4,6577,2.0,7470,2.7,9399,2.7,10176,2.7,11902,1.8,8432,2.2,11034,2.9,8067,2.8
64,2,6,1,3,1,生鮮肉,7748,2.0,5493,1.7,5944,2.2,7747,2.3,8461,2.2,9833,1.5,6728,1.7,9068,2.4,6576,2.3
65,2,6,1,3,2,加工肉,1691,0.4,1084,0.3,1526,0.6,1653,0.5,1715,0.5,2068,0.3,1704,0.4,1965,0.5,1492,0.5
66,2,5,1,4,0,乳卵類,4937,1.2,2873,0.9,5389,2.0,5535,1.6,5218,1.4,5143,0.8,4721,1.2,5168,1.4,5053,1.7
67,2,6,1,4,1,牛乳,1382,0.3,579,0.2,1798,0.7,1921,0.6,1387,0.4,1172,0.2,1657,0.4,1143,0.3,1437,0.5
68,2,6,1,4,2,乳製品,2455,0.6,1516,0.5,2562,0.9,2469,0.7,2615,0.7,2626,0.4,2117,0.5,2978,0.8,2530,0.9
69,2,6,1,4,3,卵,1100,0.3,777,0.2,1029,0.4,1145,0.3,1215,0.3,1345,0.2,947,0.2,1048,0.3,1086,0.4
70,2,5,1,5,0,野菜・海藻,9905,2.5,5594,1.7,7392,2.7,9072,2.6,9846,2.6,10799,1.6,9908,2.5,11860,3.2,12307,4.2
71,2,6,1,5,1,生鮮野菜,7040,1.8,4028,1.3,5544,2.0,6776,2.0,6901,1.8,7593,1.1,6980,1.8,8453,2.2,8519,2.9
72,2,6,1,5,2,乾物・海藻,668,0.2,403,0.1,481,0.2,568,0.2,857,0.2,700,0.1,498,0.1,683,0.2,928,0.3
73,2,6,1,5,3,大豆加工品,1077,0.3,697,0.2,807,0.3,980,0.3,996,0.3,1284,0.2,1098,0.3,1306,0.3,1204,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1119,0.3,466,0.1,559,0.2,748,0.2,1093,0.3,1222,0.2,1331,0.3,1417,0.4,1655,0.6
75,2,5,1,6,0,果物,3064,0.8,1538,0.5,2910,1.1,2649,0.8,2579,0.7,2980,0.5,3810,1.0,4047,1.1,3740,1.3
76,2,6,1,6,1,生鮮果物,2606,0.7,1396,0.4,2877,1.1,2201,0.6,2269,0.6,2580,0.4,3012,0.8,3219,0.9,3274,1.1
77,2,6,1,6,2,果物加工品,458,0.1,142,0.0,33,0.0,448,0.1,310,0.1,399,0.1,798,0.2,828,0.2,466,0.2
78,2,5,1,7,0,油脂・調味料,4290,1.1,3117,1.0,3454,1.3,3819,1.1,4262,1.1,4812,0.7,3922,1.0,5208,1.4,4951,1.7
79,2,6,1,7,1,油脂,429,0.1,284,0.1,305,0.1,339,0.1,599,0.2,432,0.1,400,0.1,585,0.2,330,0.1
80,2,6,1,7,2,調味料,3861,1.0,2834,0.9,3149,1.2,3480,1.0,3663,1.0,4380,0.7,3522,0.9,4623,1.2,4621,1.6
81,2,5,1,8,0,菓子類,8572,2.2,6401,2.0,7647,2.8,8922,2.6,8496,2.2,9789,1.5,9434,2.4,8891,2.4,7679,2.6
82,2,5,1,9,0,調理食品,14001,3.5,10885,3.4,10437,3.8,13917,4.1,11521,3.0,16912,2.6,15300,3.9,16459,4.4,14174,4.9
83,2,6,1,9,1,主食的調理食品,6544,1.6,6247,1.9,4143,1.5,5278,1.5,6008,1.6,8011,1.2,7426,1.9,7168,1.9,6568,2.3
84,2,6,1,9,2,他の調理食品,7457,1.9,4638,1.4,6294,2.3,8639,2.5,5512,1.4,8900,1.3,7875,2.0,9291,2.5,7606,2.6
85,2,5,1,10,0,飲料,6163,1.6,5441,1.7,5097,1.9,5437,1.6,6191,1.6,7277,1.1,7595,1.9,6278,1.7,4906,1.7
86,2,6,1,10,1,茶類,1371,0.3,1023,0.3,1062,0.4,1000,0.3,1270,0.3,1529,0.2,1627,0.4,2017,0.5,1201,0.4
87,2,6,1,10,2,コーヒー・ココア,1269,0.3,828,0.3,843,0.3,1262,0.4,1377,0.4,1423,0.2,1487,0.4,1255,0.3,1260,0.4
88,2,6,1,10,3,他の飲料,3523,0.9,3589,1.1,3192,1.2,3174,0.9,3545,0.9,4326,0.7,4481,1.1,3006,0.8,2445,0.8
89,2,5,1,11,0,酒類,3690,0.9,1262,0.4,1577,0.6,3267,1.0,3056,0.8,4156,0.6,4000,1.0,6647,1.8,4073,1.4
90,2,5,1,12,0,外食,20378,5.1,22417,7.0,18233,6.7,23409,6.8,19451,5.1,21328,3.2,24568,6.3,19778,5.3,12980,4.5
91,2,6,1,12,1,一般外食,19734,5.0,21863,6.8,15365,5.6,22977,6.7,18438,4.8,20884,3.2,23702,6.1,19778,5.3,12980,4.5
92,2,6,1,12,2,学校給食,644,0.2,554,0.2,2867,1.0,432,0.1,1013,0.3,444,0.1,867,0.2,-,-,-,-
93,2,4,2,0,0,住居,27852,7.0,72562,22.5,18181,6.6,17157,5.0,42094,11.1,18877,2.9,19574,5.0,27957,7.4,9649,3.3
94,2,5,2,1,0,家賃地代,19654,4.9,72335,22.5,16477,6.0,15305,4.5,25293,6.6,14738,2.2,15517,4.0,1153,0.3,6170,2.1
95,2,5,2,2,0,設備修繕・維持,8198,2.1,226,0.1,1704,0.6,1852,0.5,16801,4.4,4139,0.6,4057,1.0,26805,7.1,3479,1.2
96,2,6,2,2,1,設備材料,796,0.2,226,0.1,1681,0.6,78,0.0,461,0.1,2289,0.3,164,0.0,401,0.1,1203,0.4
97,2,6,2,2,2,工事その他のサービス,7401,1.9,-,-,23,0.0,1775,0.5,16340,4.3,1850,0.3,3893,1.0,26404,7.0,2276,0.8
98,2,4,3,0,0,光熱・水道,26521,6.7,21931,6.8,27791,10.2,26842,7.8,23176,6.1,29659,4.5,29816,7.6,26332,7.0,26438,9.1
99,2,5,3,1,0,電気代,12809,3.2,11000,3.4,15152,5.5,12334,3.6,10632,2.8,15787,2.4,13009,3.3,13298,3.5,12153,4.2
100,2,5,3,2,0,ガス代,8918,2.2,6350,2.0,8086,3.0,8981,2.6,8313,2.2,8945,1.4,10869,2.8,9149,2.4,9699,3.3
101,2,5,3,3,0,他の光熱,43,0.0,-,-,4,0.0,40,0.0,20,0.0,51,0.0,14,0.0,168,0.0,27,0.0
102,2,5,3,4,0,上下水道料,4750,1.2,4581,1.4,4549,1.7,5487,1.6,4211,1.1,4876,0.7,5924,1.5,3717,1.0,4558,1.6
103,2,4,4,0,0,家具・家事用品,13391,3.4,10153,3.2,30114,11.0,9853,2.9,8507,2.2,10505,1.6,32191,8.2,8028,2.1,6917,2.4
104,2,5,4,1,0,家庭用耐久財,5639,1.4,3878,1.2,22186,8.1,1209,0.4,215,0.1,1977,0.3,24230,6.2,260,0.1,968,0.3
105,2,6,4,1,1,家事用耐久財,3273,0.8,321,0.1,44,0.0,1174,0.3,215,0.1,1977,0.3,19625,5.0,260,0.1,494,0.2
106,2,6,4,1,2,冷暖房用器具,1952,0.5,-,-,22142,8.1,34,0.0,-,-,-,-,4531,1.2,-,-,-,-
107,2,6,4,1,3,一般家具,413,0.1,3557,1.1,-,-,-,-,-,-,-,-,75,0.0,-,-,474,0.2
108,2,5,4,2,0,室内装備・装飾品,582,0.1,19,0.0,2105,0.8,94,0.0,200,0.1,1366,0.2,257,0.1,802,0.2,461,0.2
109,2,5,4,3,0,寝具類,434,0.1,40,0.0,65,0.0,599,0.2,686,0.2,364,0.1,497,0.1,714,0.2,144,0.0
110,2,5,4,4,0,家事雑貨,2325,0.6,1879,0.6,2697,1.0,3289,1.0,2109,0.6,2579,0.4,2824,0.7,2102,0.6,1177,0.4
111,2,5,4,5,0,家事用消耗品,3781,1.0,3473,1.1,2765,1.0,3652,1.1,3979,1.0,4044,0.6,4052,1.0,3789,1.0,3735,1.3
112,2,5,4,6,0,家事サービス,631,0.2,864,0.3,295,0.1,1011,0.3,1317,0.3,176,0.0,331,0.1,361,0.1,432,0.1
113,2,4,5,0,0,被服及び履物,14616,3.7,14894,4.6,17724,6.5,15185,4.4,14494,3.8,18411,2.8,12260,3.1,14861,3.9,10077,3.5
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5862,1.5,6091,1.9,7603,2.8,7366,2.1,5171,1.4,7253,1.1,5332,1.4,5386,1.4,3578,1.2
116,2,6,5,2,1,男子用洋服,2467,0.6,2491,0.8,2181,0.8,4396,1.3,1252,0.3,2350,0.4,3321,0.8,2074,0.6,1903,0.7
117,2,6,5,2,2,婦人用洋服,2691,0.7,1834,0.6,3621,1.3,1756,0.5,2837,0.7,4748,0.7,1851,0.5,3312,0.9,1398,0.5
118,2,6,5,2,3,子供用洋服,704,0.2,1767,0.5,1800,0.7,1214,0.4,1083,0.3,155,0.0,159,0.0,-,-,277,0.1
119,2,5,5,3,0,シャツ・セーター類,3203,0.8,2893,0.9,2312,0.8,2772,0.8,3952,1.0,4183,0.6,2964,0.8,2938,0.8,2578,0.9
120,2,6,5,3,1,男子用シャツ・セーター類,1098,0.3,1394,0.4,387,0.1,873,0.3,1596,0.4,1634,0.2,938,0.2,509,0.1,834,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1878,0.5,1086,0.3,436,0.2,1592,0.5,2066,0.5,2521,0.4,2000,0.5,2429,0.6,1744,0.6
122,2,6,5,3,3,子供用シャツ・セーター類,227,0.1,413,0.1,1490,0.5,307,0.1,290,0.1,28,0.0,26,0.0,-,-,-,-
123,2,5,5,4,0,下着類,1154,0.3,1078,0.3,1570,0.6,2058,0.6,776,0.2,1783,0.3,660,0.2,698,0.2,798,0.3
124,2,6,5,4,1,男子用下着類,191,0.0,12,0.0,27,0.0,214,0.1,215,0.1,188,0.0,238,0.1,187,0.0,305,0.1
125,2,6,5,4,2,婦人用下着類,732,0.2,585,0.2,348,0.1,1525,0.4,324,0.1,1506,0.2,300,0.1,511,0.1,493,0.2
126,2,6,5,4,3,子供用下着類,231,0.1,481,0.1,1195,0.4,319,0.1,237,0.1,88,0.0,123,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,86,0.0,188,0.1,47,0.0,31,0.0,129,0.0,62,0.0,190,0.0,7,0.0,22,0.0
128,2,5,5,6,0,他の被服,901,0.2,915,0.3,1201,0.4,645,0.2,942,0.2,1507,0.2,656,0.2,842,0.2,517,0.2
129,2,5,5,7,0,履物類,2299,0.6,1775,0.6,4890,1.8,1493,0.4,2732,0.7,2675,0.4,1334,0.3,3282,0.9,1301,0.4
130,2,5,5,8,0,被服関連サービス,1110,0.3,1954,0.6,102,0.0,819,0.2,792,0.2,947,0.1,1125,0.3,1709,0.5,1283,0.4
131,2,4,6,0,0,保健医療,17825,4.5,11362,3.5,9934,3.6,12326,3.6,22017,5.8,15847,2.4,19860,5.1,24809,6.6,19890,6.8
132,2,5,6,1,0,医薬品,2700,0.7,954,0.3,724,0.3,1527,0.4,1918,0.5,3364,0.5,3747,1.0,4246,1.1,3795,1.3
133,2,5,6,2,0,健康保持用摂取品,1652,0.4,195,0.1,770,0.3,691,0.2,369,0.1,1129,0.2,3581,0.9,1756,0.5,4406,1.5
134,2,5,6,3,0,保健医療用品・器具,3521,0.9,4617,1.4,5107,1.9,6544,1.9,2734,0.7,2822,0.4,2651,0.7,3910,1.0,1354,0.5
135,2,5,6,4,0,保健医療サービス,9951,2.5,5595,1.7,3332,1.2,3564,1.0,16996,4.5,8532,1.3,9881,2.5,14897,4.0,10335,3.6
136,2,4,7,0,0,交通・通信,37552,9.5,26519,8.2,21101,7.7,33274,9.7,33848,8.9,46073,7.0,42854,10.9,36851,9.8,47676,16.4
137,2,5,7,1,0,交通,14182,3.6,6452,2.0,7586,2.8,11249,3.3,16733,4.4,19674,3.0,20549,5.2,13739,3.6,9562,3.3
138,2,5,7,2,0,自動車等関係費,12458,3.1,9908,3.1,1773,0.6,10654,3.1,8630,2.3,13577,2.1,9030,2.3,12774,3.4,28504,9.8
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,628,0.2,-,-,-,-,1163,0.3,1196,0.3,-,-,447,0.1,1721,0.5,-,-
141,2,6,7,2,3,自動車等維持,11830,3.0,9908,3.1,1773,0.6,9491,2.8,7435,2.0,13577,2.1,8583,2.2,11053,2.9,28504,9.8
142,2,5,7,3,0,通信,10912,2.7,10160,3.2,11742,4.3,11372,3.3,8484,2.2,12823,1.9,13275,3.4,10337,2.7,9610,3.3
143,2,4,8,0,0,教育,65563,16.5,3942,1.2,15340,5.6,30978,9.0,60047,15.8,253855,38.4,27243,7.0,47148,12.5,4353,1.5
144,2,5,8,1,0,授業料等,59720,15.0,3544,1.1,7036,2.6,17672,5.1,54268,14.3,247062,37.4,20889,5.3,46217,12.3,-,-
145,2,5,8,2,0,教科書・学習参考教材,859,0.2,-,-,2211,0.8,230,0.1,851,0.2,1268,0.2,1742,0.4,931,0.2,-,-
146,2,5,8,3,0,補習教育,4983,1.3,398,0.1,6094,2.2,13076,3.8,4928,1.3,5525,0.8,4612,1.2,-,-,4353,1.5
147,2,4,9,0,0,教養娯楽,38573,9.7,37647,11.7,26389,9.6,67161,19.6,37855,9.9,41227,6.2,34266,8.8,29581,7.9,27026,9.3
148,2,5,9,1,0,教養娯楽用耐久財,3274,0.8,3317,1.0,1040,0.4,12631,3.7,4243,1.1,1530,0.2,716,0.2,1582,0.4,-,-
149,2,5,9,2,0,教養娯楽用品,10763,2.7,9718,3.0,12239,4.5,11431,3.3,13188,3.5,11323,1.7,12413,3.2,6103,1.6,8929,3.1
150,2,5,9,3,0,書籍・他の印刷物,3232,0.8,3683,1.1,695,0.3,3485,1.0,2939,0.8,3937,0.6,2941,0.8,3573,0.9,3346,1.2
151,2,5,9,4,0,教養娯楽サービス,21304,5.4,20929,6.5,12415,4.5,39614,11.5,17484,4.6,24437,3.7,18196,4.6,18324,4.9,14751,5.1
152,2,6,9,4,1,宿泊料,2431,0.6,1918,0.6,-,-,6971,2.0,1069,0.3,2597,0.4,3201,0.8,1662,0.4,948,0.3
153,2,6,9,4,2,パック旅行費,1308,0.3,26,0.0,-,-,943,0.3,554,0.1,5858,0.9,1245,0.3,-,-,-,-
154,2,6,9,4,3,月謝類,4557,1.1,3876,1.2,5057,1.8,13631,4.0,5044,1.3,1977,0.3,2528,0.6,2193,0.6,2604,0.9
155,2,6,9,4,4,他の教養娯楽サービス,13008,3.3,15109,4.7,7358,2.7,18069,5.3,10816,2.8,14005,2.1,11223,2.9,14468,3.8,11199,3.8
156,2,4,10,0,0,その他の消費支出,58048,14.6,47934,14.9,27504,10.1,33013,9.6,44675,11.7,117297,17.8,67715,17.3,51398,13.7,46725,16.1
157,2,5,10,1,0,諸雑費,28390,7.1,30052,9.3,19072,7.0,24050,7.0,23384,6.1,37275,5.6,34240,8.7,28115,7.5,25843,8.9
158,2,6,10,1,1,理美容サービス,4579,1.2,2898,0.9,2030,0.7,5373,1.6,4063,1.1,8305,1.3,5345,1.4,2774,0.7,3287,1.1
159,2,6,10,1,2,理美容用品,5688,1.4,7152,2.2,6258,2.3,4830,1.4,5580,1.5,5463,0.8,6089,1.6,5883,1.6,4980,1.7
160,2,6,10,1,3,身の回り用品,2738,0.7,5890,1.8,3192,1.2,2273,0.7,3343,0.9,4175,0.6,592,0.2,2013,0.5,975,0.3
161,2,6,10,1,4,たばこ,873,0.2,318,0.1,124,0.0,103,0.0,844,0.2,672,0.1,2096,0.5,1280,0.3,1025,0.4
162,2,6,10,1,5,他の諸雑費,14513,3.7,13794,4.3,7468,2.7,11471,3.3,9554,2.5,18660,2.8,20118,5.1,16165,4.3,15576,5.4
163,2,5,10,2,0,こづかい,6560,1.7,126,0.0,1037,0.4,983,0.3,12762,3.4,13772,2.1,6642,1.7,3536,0.9,5196,1.8
164,2,5,10,3,0,交際費,11490,2.9,17756,5.5,7394,2.7,7980,2.3,8395,2.2,7235,1.1,10024,2.6,19476,5.2,15559,5.3
165,2,6,10,3,0,食料,3250,0.8,9912,3.1,1827,0.7,1868,0.5,1913,0.5,2743,0.4,2710,0.7,2521,0.7,3989,1.4
166,2,6,10,3,0,家具・家事用品,141,0.0,979,0.3,33,0.0,108,0.0,51,0.0,69,0.0,77,0.0,-,-,-,-
167,2,6,10,3,0,被服及び履物,82,0.0,239,0.1,104,0.0,-,-,-,-,25,0.0,-,-,395,0.1,-,-
168,2,6,10,3,0,教養娯楽,927,0.2,1338,0.4,-,-,224,0.1,314,0.1,343,0.1,440,0.1,4000,1.1,873,0.3
169,2,6,10,3,0,他の物品サービス,313,0.1,320,0.1,-,-,364,0.1,144,0.0,256,0.0,817,0.2,268,0.1,212,0.1
170,2,6,10,3,6,贈与金,1923,0.5,1135,0.4,408,0.1,1038,0.3,896,0.2,671,0.1,2047,0.5,2639,0.7,6274,2.2
171,2,6,10,3,7,他の交際費,4855,1.2,3832,1.2,5022,1.8,4379,1.3,5078,1.3,3127,0.5,3933,1.0,9654,2.6,4211,1.4
172,2,5,10,4,0,仕送り金,11607,2.9,-,-,-,-,-,-,134,0.0,59015,8.9,16808,4.3,270,0.1,127,0.0
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,71821,18.1,5029,1.6,20689,7.6,37332,10.9,67296,17.7,262445,39.7,41044,10.5,51126,13.6,4831,1.7
175,2,3,0,0,0,（再掲）教養娯楽関係費,45178,11.4,45482,14.1,28816,10.5,73117,21.3,41640,10.9,48643,7.4,43669,11.2,37851,10.1,33600,11.5
