1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","",""
38,"1","2","0","0","0","保険金",6932,-,7634,-,7139,-,1041,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",4919,-,5110,-,6595,-,1041,-,-,-
40,"1","3","0","0","0","他の保険金",2013,-,2524,-,544,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",205,-,256,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",297,-,383,-,-,-,-,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",143141,-,149060,-,117984,-,74300,-,172743,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",525,-,594,-,229,-,191,-,295,-
47,"1","1","0","0","0","繰入金",341260,-,344194,-,392106,-,116624,-,120450,-
48,"2","0","0","0","0","支払",1599605,-,1645222,-,1476978,-,989529,-,1476138,-
49,"2","1","0","0","0","実支出",516519,-,520019,-,491516,-,411255,-,629316,-
50,"2","2","0","0","0","生計支出",372088,-,369740,-,379068,-,313038,-,431269,-
51,"2","3","0","0","0","消費支出",363224,100.0,362762,100.0,360813,100.0,313038,100.0,431269,100.0
52,"2","4","1","0","0","食料",100628,27.7,103800,28.6,87206,24.2,92272,29.5,97760,22.7
53,"2","5","1","1","0","穀類",7277,2.0,7528,2.1,6234,1.7,7210,2.3,6613,1.5
54,"2","6","1","1","1","米類",1612,0.4,1711,0.5,1172,0.3,1504,0.5,1409,0.3
55,"2","6","1","1","2","パン",3307,0.9,3423,0.9,2918,0.8,3186,1.0,2692,0.6
56,"2","6","1","1","3","麺類",1783,0.5,1806,0.5,1680,0.5,1918,0.6,1866,0.4
57,"2","6","1","1","4","他の穀類",575,0.2,588,0.2,463,0.1,603,0.2,646,0.1
58,"2","5","1","2","0","魚介類",5652,1.6,6018,1.7,4056,1.1,5191,1.7,4895,1.1
59,"2","6","1","2","1","生鮮魚介",3199,0.9,3418,0.9,2274,0.6,2946,0.9,2803,0.6
60,"2","6","1","2","2","塩干魚介",1001,0.3,1059,0.3,718,0.2,1080,0.3,878,0.2
61,"2","6","1","2","3","魚肉練製品",575,0.2,606,0.2,415,0.1,618,0.2,524,0.1
62,"2","6","1","2","4","他の魚介加工品",878,0.2,935,0.3,648,0.2,547,0.2,691,0.2
63,"2","5","1","3","0","肉類",9447,2.6,9938,2.7,7346,2.0,8380,2.7,8974,2.1
64,"2","6","1","3","1","生鮮肉",7769,2.1,8203,2.3,6044,1.7,6563,2.1,7003,1.6
65,"2","6","1","3","2","加工肉",1678,0.5,1735,0.5,1302,0.4,1817,0.6,1971,0.5
66,"2","5","1","4","0","乳卵類",4958,1.4,5133,1.4,4050,1.1,4483,1.4,5241,1.2
67,"2","6","1","4","1","牛乳",1454,0.4,1467,0.4,1346,0.4,1038,0.3,1446,0.3
68,"2","6","1","4","2","乳製品",2451,0.7,2565,0.7,1873,0.5,2436,0.8,2855,0.7
69,"2","6","1","4","3","卵",1053,0.3,1100,0.3,832,0.2,1010,0.3,940,0.2
70,"2","5","1","5","0","野菜・海藻",9777,2.7,10310,2.8,7300,2.0,9351,3.0,8904,2.1
71,"2","6","1","5","1","生鮮野菜",6923,1.9,7297,2.0,5142,1.4,6866,2.2,6585,1.5
72,"2","6","1","5","2","乾物・海藻",687,0.2,716,0.2,517,0.1,782,0.2,676,0.2
73,"2","6","1","5","3","大豆加工品",1092,0.3,1151,0.3,849,0.2,846,0.3,899,0.2
74,"2","6","1","5","4","他の野菜・海藻加工品",1075,0.3,1146,0.3,793,0.2,856,0.3,744,0.2
75,"2","5","1","6","0","果物",3218,0.9,3434,0.9,2302,0.6,3311,1.1,2165,0.5
76,"2","6","1","6","1","生鮮果物",2841,0.8,3026,0.8,2018,0.6,2822,0.9,2012,0.5
77,"2","6","1","6","2","果物加工品",377,0.1,408,0.1,284,0.1,489,0.2,153,0.0
78,"2","5","1","7","0","油脂・調味料",4327,1.2,4522,1.2,3550,1.0,3664,1.2,4058,0.9
79,"2","6","1","7","1","油脂",441,0.1,466,0.1,347,0.1,352,0.1,362,0.1
80,"2","6","1","7","2","調味料",3886,1.1,4057,1.1,3203,0.9,3312,1.1,3696,0.9
81,"2","5","1","8","0","菓子類",8687,2.4,8978,2.5,7364,2.0,8458,2.7,8061,1.9
82,"2","5","1","9","0","調理食品",14700,4.0,14908,4.1,14170,3.9,14622,4.7,11683,2.7
83,"2","6","1","9","1","主食的調理食品",6548,1.8,6531,1.8,6671,1.8,7659,2.4,5865,1.4
84,"2","6","1","9","2","他の調理食品",8152,2.2,8377,2.3,7500,2.1,6962,2.2,5818,1.3
85,"2","5","1","10","0","飲料",6155,1.7,6205,1.7,5779,1.6,6834,2.2,7147,1.7
86,"2","6","1","10","1","茶類",1283,0.4,1287,0.4,1214,0.3,1324,0.4,1566,0.4
87,"2","6","1","10","2","コーヒー・ココア",1275,0.4,1282,0.4,1202,0.3,1262,0.4,1769,0.4
88,"2","6","1","10","3","他の飲料",3597,1.0,3635,1.0,3364,0.9,4249,1.4,3813,0.9
89,"2","5","1","11","0","酒類",4141,1.1,4264,1.2,3751,1.0,2267,0.7,5093,1.2
90,"2","5","1","12","0","外食",22289,6.1,22562,6.2,21305,5.9,18504,5.9,24926,5.8
91,"2","6","1","12","1","一般外食",21382,5.9,21583,5.9,20652,5.7,18088,5.8,24247,5.6
92,"2","6","1","12","2","学校給食",907,0.2,979,0.3,653,0.2,416,0.1,680,0.2
93,"2","4","2","0","0","住居",28035,7.7,12450,3.4,94068,26.1,70594,22.6,61639,14.3
94,"2","5","2","1","0","家賃地代",18127,5.0,307,0.1,93587,25.9,70218,22.4,48298,11.2
95,"2","5","2","2","0","設備修繕・維持",9908,2.7,12144,3.3,481,0.1,376,0.1,13341,3.1
96,"2","6","2","2","1","設備材料",4642,1.3,5512,1.5,134,0.0,114,0.0,9157,2.1
97,"2","6","2","2","2","工事その他のサービス",5266,1.4,6631,1.8,347,0.1,262,0.1,4184,1.0
98,"2","4","3","0","0","光熱・水道",22587,6.2,23491,6.5,19198,5.3,23460,7.5,19567,4.5
99,"2","5","3","1","0","電気代",11124,3.1,11715,3.2,8781,2.4,11128,3.6,9202,2.1
100,"2","5","3","2","0","ガス代",6257,1.7,6370,1.8,5992,1.7,6697,2.1,5917,1.4
101,"2","5","3","3","0","他の光熱",172,0.0,186,0.1,137,0.0,106,0.0,108,0.0
102,"2","5","3","4","0","上下水道料",5035,1.4,5220,1.4,4288,1.2,5529,1.8,4340,1.0
103,"2","4","4","0","0","家具・家事用品",14323,3.9,14120,3.9,12106,3.4,9618,3.1,40725,9.4
104,"2","5","4","1","0","家庭用耐久財",5305,1.5,4920,1.4,4034,1.1,529,0.2,30895,7.2
105,"2","6","4","1","1","家事用耐久財",2615,0.7,2667,0.7,2672,0.7,397,0.1,4150,1.0
106,"2","6","4","1","2","冷暖房用器具",1783,0.5,1661,0.5,544,0.2,132,0.0,16049,3.7
107,"2","6","4","1","3","一般家具",907,0.2,592,0.2,818,0.2,-,-,10695,2.5
108,"2","5","4","2","0","室内装備・装飾品",654,0.2,575,0.2,1018,0.3,44,0.0,1129,0.3
109,"2","5","4","3","0","寝具類",1101,0.3,1165,0.3,659,0.2,2069,0.7,605,0.1
110,"2","5","4","4","0","家事雑貨",2826,0.8,2898,0.8,2562,0.7,3146,1.0,3266,0.8
111,"2","5","4","5","0","家事用消耗品",3755,1.0,3824,1.1,3322,0.9,3614,1.2,4504,1.0
112,"2","5","4","6","0","家事サービス",681,0.2,738,0.2,510,0.1,217,0.1,326,0.1
113,"2","4","5","0","0","被服及び履物",13281,3.7,13640,3.8,11028,3.1,9268,3.0,20366,4.7
114,"2","5","5","1","0","和服",47,0.0,59,0.0,17,0.0,-,-,-,-
115,"2","5","5","2","0","洋服",5794,1.6,5970,1.6,4443,1.2,3959,1.3,10722,2.5
116,"2","6","5","2","1","男子用洋服",2154,0.6,2128,0.6,1916,0.5,455,0.1,6294,1.5
117,"2","6","5","2","2","婦人用洋服",2927,0.8,3122,0.9,1994,0.6,2809,0.9,2935,0.7
118,"2","6","5","2","3","子供用洋服",713,0.2,720,0.2,533,0.1,695,0.2,1493,0.3
119,"2","5","5","3","0","シャツ・セーター類",2550,0.7,2598,0.7,2200,0.6,1784,0.6,3697,0.9
120,"2","6","5","3","1","男子用シャツ・セーター類",972,0.3,896,0.2,1165,0.3,807,0.3,2132,0.5
121,"2","6","5","3","2","婦人用シャツ・セーター類",1366,0.4,1496,0.4,844,0.2,742,0.2,1159,0.3
122,"2","6","5","3","3","子供用シャツ・セーター類",212,0.1,207,0.1,191,0.1,234,0.1,406,0.1
123,"2","5","5","4","0","下着類",1113,0.3,1152,0.3,882,0.2,955,0.3,1380,0.3
124,"2","6","5","4","1","男子用下着類",285,0.1,293,0.1,221,0.1,244,0.1,512,0.1
125,"2","6","5","4","2","婦人用下着類",670,0.2,699,0.2,544,0.2,438,0.1,547,0.1
126,"2","6","5","4","3","子供用下着類",158,0.0,161,0.0,117,0.0,273,0.1,321,0.1
127,"2","5","5","5","0","生地・糸類",82,0.0,95,0.0,40,0.0,23,0.0,8,0.0
128,"2","5","5","6","0","他の被服",937,0.3,944,0.3,907,0.3,1068,0.3,961,0.2
129,"2","5","5","7","0","履物類",1986,0.5,1990,0.5,1989,0.6,1288,0.4,2922,0.7
130,"2","5","5","8","0","被服関連サービス",772,0.2,830,0.2,551,0.2,191,0.1,676,0.2
131,"2","4","6","0","0","保健医療",15279,4.2,15818,4.4,12850,3.6,13551,4.3,14592,3.4
132,"2","5","6","1","0","医薬品",2406,0.7,2517,0.7,1813,0.5,2075,0.7,2643,0.6
133,"2","5","6","2","0","健康保持用摂取品",897,0.2,988,0.3,664,0.2,129,0.0,407,0.1
134,"2","5","6","3","0","保健医療用品・器具",3237,0.9,3269,0.9,2926,0.8,4394,1.4,4357,1.0
135,"2","5","6","4","0","保健医療サービス",8739,2.4,9045,2.5,7448,2.1,6954,2.2,7184,1.7
136,"2","4","7","0","0","交通・通信",40825,11.2,42746,11.8,30818,8.5,35767,11.4,48637,11.3
137,"2","5","7","1","0","交通",12062,3.3,12216,3.4,11592,3.2,6690,2.1,13275,3.1
138,"2","5","7","2","0","自動車等関係費",15741,4.3,17782,4.9,6411,1.8,7542,2.4,17974,4.2
139,"2","6","7","2","1","自動車等購入",3447,0.9,4399,1.2,-,-,-,-,-,-
140,"2","6","7","2","2","自転車購入",705,0.2,851,0.2,195,0.1,705,0.2,-,-
141,"2","6","7","2","3","自動車等維持",11588,3.2,12532,3.5,6217,1.7,6837,2.2,17974,4.2
142,"2","5","7","3","0","通信",13023,3.6,12748,3.5,12815,3.6,21535,6.9,17388,4.0
143,"2","4","8","0","0","教育",32066,8.8,36012,9.9,14916,4.1,6490,2.1,27716,6.4
144,"2","5","8","1","0","授業料等",24187,6.7,27269,7.5,11202,3.1,910,0.3,22213,5.2
145,"2","5","8","2","0","教科書・学習参考教材",389,0.1,439,0.1,181,0.1,196,0.1,582,0.1
146,"2","5","8","3","0","補習教育",7489,2.1,8304,2.3,3534,1.0,5384,1.7,4921,1.1
147,"2","4","9","0","0","教養娯楽",43328,11.9,44797,12.3,38501,10.7,21149,6.8,49175,11.4
148,"2","5","9","1","0","教養娯楽用耐久財",4266,1.2,4026,1.1,4186,1.2,235,0.1,15808,3.7
149,"2","5","9","2","0","教養娯楽用品",9536,2.6,10267,2.8,6874,1.9,5645,1.8,9443,2.2
150,"2","5","9","3","0","書籍・他の印刷物",3061,0.8,3191,0.9,2435,0.7,1710,0.5,3698,0.9
151,"2","5","9","4","0","教養娯楽サービス",26466,7.3,27313,7.5,25007,6.9,13558,4.3,20225,4.7
152,"2","6","9","4","1","宿泊料",4146,1.1,4558,1.3,2624,0.7,1426,0.5,2785,0.6
153,"2","6","9","4","2","パック旅行費",4064,1.1,3478,1.0,7709,2.1,239,0.1,227,0.1
154,"2","6","9","4","3","月謝類",5339,1.5,5529,1.5,4368,1.2,4761,1.5,7231,1.7
155,"2","6","9","4","4","他の教養娯楽サービス",12917,3.6,13748,3.8,10305,2.9,7134,2.3,9982,2.3
156,"2","4","10","0","0","その他の消費支出",52872,14.6,55887,15.4,40122,11.1,30870,9.9,51093,11.8
157,"2","5","10","1","0","諸雑費",27699,7.6,28489,7.9,23562,6.5,20642,6.6,31801,7.4
158,"2","6","10","1","1","理美容サービス",4072,1.1,4301,1.2,3154,0.9,1109,0.4,4667,1.1
159,"2","6","10","1","2","理美容用品",5936,1.6,6196,1.7,4789,1.3,5508,1.8,6012,1.4
160,"2","6","10","1","3","身の回り用品",2676,0.7,2689,0.7,2892,0.8,2814,0.9,2200,0.5
161,"2","6","10","1","4","たばこ",1110,0.3,1007,0.3,1422,0.4,3628,1.2,1365,0.3
162,"2","6","10","1","5","他の諸雑費",13905,3.8,14295,3.9,11305,3.1,7583,2.4,17558,4.1
163,"2","5","10","2","0","こづかい",6128,1.7,6586,1.8,4495,1.2,156,0.0,7031,1.6
164,"2","5","10","3","0","交際費",15445,4.3,16995,4.7,10649,3.0,5325,1.7,9932,2.3
165,"2","6","10","3","0","食料",4158,1.1,4402,1.2,3434,1.0,1997,0.6,2927,0.7
166,"2","6","10","3","0","家具・家事用品",197,0.1,157,0.0,434,0.1,22,0.0,60,0.0
167,"2","6","10","3","0","被服及び履物",299,0.1,337,0.1,170,0.0,8,0.0,76,0.0
168,"2","6","10","3","0","教養娯楽",1167,0.3,1362,0.4,478,0.1,512,0.2,605,0.1
169,"2","6","10","3","0","他の物品サービス",369,0.1,422,0.1,222,0.1,22,0.0,97,0.0
170,"2","6","10","3","6","贈与金",4527,1.2,5061,1.4,2762,0.8,2228,0.7,2668,0.6
171,"2","6","10","3","7","他の交際費",4727,1.3,5255,1.4,3151,0.9,536,0.2,3500,0.8
172,"2","5","10","4","0","仕送り金",3600,1.0,3817,1.1,1416,0.4,4747,1.5,2329,0.5
173,"2","3","0","0","0","土地家屋購入",8865,-,6978,-,18255,-,-,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",35958,9.9,40220,11.1,17319,4.8,8364,2.7,30631,7.1
175,"2","3","0","0","0","（再掲）教養娯楽関係費",50572,13.9,52199,14.4,45269,12.5,26687,8.5,56588,13.1
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8128,2.2,8878,2.4,4178,1.2,6975,2.2,4997,1.2
177,"2","3","0","0","0","（再掲）経常消費支出",250229,68.9,240767,66.4,289958,80.4,268404,85.7,286304,66.4
178,"2","3","0","0","0","（再掲）情報通信関係費",16445,4.5,16572,4.6,15529,4.3,22216,7.1,16020,3.7
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　１）",323614,89.1,337034,92.9,262567,72.8,235469,75.2,364634,84.5
180,"2","2","0","0","0","その他の実支出",144431,-,150279,-,112448,-,98217,-,198047,-
181,"2","3","0","0","0","直接税",68266,-,72489,-,48733,-,33116,-,88420,-
182,"2","4","0","0","0","勤労所得税",32584,-,34145,-,24533,-,14327,-,50157,-
183,"2","4","0","0","0","個人住民税",27623,-,28590,-,22311,-,18042,-,37364,-
184,"2","4","0","0","0","他の税",8058,-,9754,-,1889,-,747,-,899,-
185,"2","3","0","0","0","社会保険料",75828,-,77353,-,63716,-,65056,-,109627,-
186,"2","4","0","0","0","公的年金保険料",44655,-,45343,-,37969,-,37976,-,67144,-
187,"2","4","0","0","0","健康保険料",24035,-,24540,-,20557,-,18589,-,34112,-
188,"2","4","0","0","0","介護保険料",4425,-,4721,-,2859,-,6262,-,4390,-
189,"2","4","0","0","0","他の社会保険料",2714,-,2750,-,2330,-,2229,-,3981,-
190,"2","3","0","0","0","その他",336,-,438,-,-,-,45,-,-,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",773375,-,812613,-,628077,-,491419,-,752678,-
192,"2","2","0","0","0","預貯金",560373,-,575234,-,501850,-,419331,-,568336,-
193,"2","2","0","0","0","保険料",26315,-,29291,-,16090,-,10057,-,22860,-
194,"2","3","0","0","0","個人・企業年金保険料",7797,-,9106,-,2761,-,2151,-,7437,-
195,"2","3","0","0","0","他の保険料",18518,-,20185,-,13329,-,7905,-,15424,-
196,"2","2","0","0","0","有価証券購入",5043,-,5156,-,4521,-,925,-,5894,-
197,"2","2","0","0","0","土地家屋借金返済",53074,-,67285,-,2468,-,-,-,10156,-
198,"2","2","0","0","0","他の借金返済",1964,-,2289,-,806,-,1102,-,1414,-
199,"2","2","0","0","0","クレジット購入借入金返済",125774,-,132505,-,101594,-,59594,-,143169,-
200,"2","2","0","0","0","実支出以外の支払のその他",832,-,853,-,749,-,412,-,850,-
201,"2","1","0","0","0","繰越金",309712,-,312590,-,357384,-,86855,-,94143,-
202,"3","0","0","0","0","可処分所得",576153,-,586550,-,533734,-,440328,-,610377,-
203,"3","0","0","0","0","黒字",212930,-,223788,-,172921,-,127290,-,179109,-
204,"3","1","0","0","0","金融資産純増",197932,-,195518,-,201984,-,170443,-,222865,-
205,"3","3","0","0","0","貯蓄純増",193093,-,190619,-,197463,-,169518,-,216971,-
206,"3","4","0","0","0","預貯金純増",173710,-,168962,-,188512,-,160502,-,194110,-
207,"3","4","0","0","0","保険純増",19383,-,21657,-,8951,-,9016,-,22860,-
208,"3","3","0","0","0","有価証券純購入",4838,-,4899,-,4521,-,925,-,5894,-
209,"3","1","0","0","0","土地家屋借金純減",53074,-,67285,-,2468,-,-,-,10156,-
210,"3","1","0","0","0","他の借金純減",1667,-,1906,-,806,-,1102,-,1414,-
211,"3","1","0","0","0","クレジット購入借入金純減",-17367,-,-16555,-,-16390,-,-14706,-,-29575,-
212,"3","1","0","0","0","土地家屋純増",8865,-,6978,-,18255,-,-,-,-,-
213,"3","1","0","0","0","その他の純増",308,-,259,-,521,-,220,-,555,-
214,"3","1","0","0","0","繰越純増",-31548,-,-31604,-,-34722,-,-29769,-,-26306,-
