1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
21,1,6,0,0,0,うち女,18894,25.6,258.0,20276,28.8,1860,3.6,2405,4.8,25759,31.1,26750,34.4,11885,13.1
22,1,4,0,0,0,他の世帯員収入,13553,18.4,47.8,9082,12.9,3786,7.4,3175,6.4,17489,21.1,11222,14.4,36215,39.8
23,1,3,0,0,0,事業・内職収入,6546,8.9,-19.9,5959,8.5,2614,5.1,2277,4.6,8131,9.8,7292,9.4,9523,10.5
24,1,4,0,0,0,家賃収入,2839,3.9,43.4,2496,3.5,1761,3.4,2277,4.6,3274,4.0,2576,3.3,4576,5.0
25,1,4,0,0,0,他の事業収入,616,0.8,18.9,55,0.1,-,-,-,-,864,1.0,75,0.1,3459,3.8
26,1,4,0,0,0,内職収入,3091,4.2,-45.5,3407,4.8,853,1.7,-,-,3992,4.8,4641,6.0,1487,1.6
27,1,3,0,0,0,他の経常収入,18780,25.5,42.2,17818,25.3,33886,66.3,33368,66.9,12692,15.3,12185,15.7,23655,26.0
28,1,4,0,0,0,財産収入,2467,3.3,-38.8,2220,3.2,-,-,-,-,3462,4.2,3024,3.9,3721,4.1
29,1,4,0,0,0,社会保障給付,15146,20.5,65.2,15353,21.8,33172,64.9,32444,65.1,7881,9.5,9161,11.8,14097,15.5
30,1,5,0,0,0,公的年金給付,11645,15.8,179.5,12699,18.1,28226,55.2,31830,63.8,4963,6.0,5769,7.4,6303,6.9
31,1,5,0,0,0,他の社会保障給付,3500,4.7,-30.1,2653,3.8,4946,9.7,615,1.2,2918,3.5,3392,4.4,7794,8.6
32,1,4,0,0,0,仕送り金,1167,1.6,...,246,0.3,714,1.4,924,1.9,1349,1.6,-,-,5837,6.4
33,1,2,0,0,0,特別収入,15942,21.6,-31.4,17190,24.4,8943,17.5,8643,17.3,18762,22.7,20286,26.1,9613,10.6
34,1,3,0,0,0,受贈金,222,0.3,-71.3,220,0.3,639,1.3,826,1.7,54,0.1,-,-,232,0.3
35,1,3,0,0,0,他の特別収入,15720,21.3,-30.0,16970,24.1,8305,16.3,7817,15.7,18708,22.6,20286,26.1,9381,10.3
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),322775,-,-17.1,341151,-,237992,-,268027,-,356945,-,367641,-,229616,-
37,1,2,0,0,0,預貯金引出,230788,-,-20.5,244657,-,144404,-,156820,-,265603,-,276477,-,160479,-
38,1,2,0,0,0,保険金,33094,-,-4.2,32369,-,58188,-,68476,-,22980,-,19290,-,36765,-
39,1,3,0,0,0,個人・企業年金保険金,33094,-,-2.2,32369,-,58188,-,68476,-,22980,-,19290,-,36765,-
40,1,3,0,0,0,他の保険金,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,23,-,...,-,-,-,-,-,-,32,-,-,-,139,-
44,1,2,0,0,0,クレジット購入借入金,58783,-,-5.7,64125,-,35399,-,42731,-,68207,-,71875,-,31702,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,87,-,-93.2,-,-,-,-,-,-,123,-,-,-,531,-
47,1,1,0,0,0,繰入金,104081,-,0.9,107320,-,61432,-,65061,-,121269,-,122629,-,87657,-
48,2,0,0,0,0,支払,500569,-,-9.3,518797,-,350513,-,382956,-,561046,-,568006,-,408164,-
49,2,1,0,0,0,実支出,275644,-,-16.8,286041,-,183209,-,198388,-,312898,-,317794,-,222939,-
50,2,2,0,0,0,生計支出,260253,-,-17.6,270404,-,176680,-,190238,-,293935,-,299444,-,208797,-
51,2,3,0,0,0,消費支出,260253,100.0,-1.9,270404,100.0,176680,100.0,190238,100.0,293935,100.0,299444,100.0,208797,100.0
52,2,4,1,0,0,食料,81944,31.5,2.3,84926,31.4,62130,35.2,67841,35.7,89930,30.6,91115,30.4,66827,32.0
53,2,5,1,1,0,穀類,6273,2.4,-6.5,6298,2.3,5730,3.2,5829,3.1,6492,2.2,6468,2.2,6146,2.9
54,2,6,1,1,1,米類,1533,0.6,-16.0,1419,0.5,1580,0.9,1547,0.8,1514,0.5,1373,0.5,2109,1.0
55,2,6,1,1,2,パン,2966,1.1,-2.7,3157,1.2,2542,1.4,2659,1.4,3136,1.1,3337,1.1,1997,1.0
56,2,6,1,1,3,麺類,1323,0.5,-9.1,1268,0.5,1064,0.6,1124,0.6,1427,0.5,1320,0.4,1604,0.8
57,2,6,1,1,4,他の穀類,452,0.2,18.9,455,0.2,543,0.3,499,0.3,415,0.1,439,0.1,437,0.2
58,2,5,1,2,0,魚介類,7483,2.9,-6.6,7459,2.8,5963,3.4,6244,3.3,8095,2.8,7899,2.6,7604,3.6
59,2,6,1,2,1,生鮮魚介,4444,1.7,-4.1,4359,1.6,3144,1.8,3341,1.8,4968,1.7,4728,1.6,4873,2.3
60,2,6,1,2,2,塩干魚介,1250,0.5,-9.2,1266,0.5,1276,0.7,1350,0.7,1239,0.4,1236,0.4,1165,0.6
61,2,6,1,2,3,魚肉練製品,780,0.3,-5.7,764,0.3,757,0.4,707,0.4,789,0.3,784,0.3,859,0.4
62,2,6,1,2,4,他の魚介加工品,1009,0.4,-13.9,1069,0.4,785,0.4,846,0.4,1100,0.4,1150,0.4,707,0.3
63,2,5,1,3,0,肉類,7224,2.8,15.6,7312,2.7,6062,3.4,6505,3.4,7692,2.6,7604,2.5,6780,3.2
64,2,6,1,3,1,生鮮肉,5870,2.3,20.6,5957,2.2,4933,2.8,5438,2.9,6248,2.1,6144,2.1,5432,2.6
65,2,6,1,3,2,加工肉,1354,0.5,-2.0,1355,0.5,1129,0.6,1067,0.6,1445,0.5,1459,0.5,1348,0.6
66,2,5,1,4,0,乳卵類,4100,1.6,-2.5,4209,1.6,3771,2.1,3606,1.9,4233,1.4,4428,1.5,3546,1.7
67,2,6,1,4,1,牛乳,1259,0.5,4.0,1331,0.5,1164,0.7,1093,0.6,1297,0.4,1417,0.5,893,0.4
68,2,6,1,4,2,乳製品,1832,0.7,-16.2,1840,0.7,1533,0.9,1395,0.7,1953,0.7,2002,0.7,1792,0.9
69,2,6,1,4,3,卵,1009,0.4,24.6,1038,0.4,1074,0.6,1118,0.6,983,0.3,1010,0.3,861,0.4
70,2,5,1,5,0,野菜・海藻,10633,4.1,-6.9,10800,4.0,8723,4.9,9174,4.8,11403,3.9,11389,3.8,9787,4.7
71,2,6,1,5,1,生鮮野菜,7395,2.8,-5.3,7536,2.8,6410,3.6,6768,3.6,7792,2.7,7815,2.6,6679,3.2
72,2,6,1,5,2,乾物・海藻,871,0.3,-3.8,882,0.3,558,0.3,577,0.3,997,0.3,992,0.3,817,0.4
73,2,6,1,5,3,大豆加工品,1147,0.4,-9.4,1181,0.4,831,0.5,890,0.5,1274,0.4,1286,0.4,974,0.5
74,2,6,1,5,4,他の野菜・海藻加工品,1220,0.5,-15.8,1201,0.4,924,0.5,939,0.5,1340,0.5,1296,0.4,1317,0.6
75,2,5,1,6,0,果物,4625,1.8,2.8,4772,1.8,4406,2.5,4562,2.4,4713,1.6,4848,1.6,3878,1.9
76,2,6,1,6,1,生鮮果物,4220,1.6,2.0,4326,1.6,4147,2.3,4253,2.2,4249,1.4,4353,1.5,3678,1.8
77,2,6,1,6,2,果物加工品,405,0.2,12.2,445,0.2,258,0.1,309,0.2,464,0.2,495,0.2,200,0.1
78,2,5,1,7,0,油脂・調味料,3585,1.4,-5.9,3542,1.3,2680,1.5,2875,1.5,3949,1.3,3783,1.3,3803,1.8
79,2,6,1,7,1,油脂,443,0.2,4.7,422,0.2,394,0.2,409,0.2,463,0.2,427,0.1,549,0.3
80,2,6,1,7,2,調味料,3142,1.2,-7.2,3119,1.2,2286,1.3,2466,1.3,3486,1.2,3356,1.1,3254,1.6
81,2,5,1,8,0,菓子類,6307,2.4,-2.1,6575,2.4,5470,3.1,6311,3.3,6644,2.3,6671,2.2,4944,2.4
82,2,5,1,9,0,調理食品,11633,4.5,-11.5,12126,4.5,9194,5.2,10522,5.5,12616,4.3,12707,4.2,9133,4.4
83,2,6,1,9,1,主食的調理食品,5452,2.1,-3.0,5742,2.1,4296,2.4,4910,2.6,5918,2.0,6044,2.0,3983,1.9
84,2,6,1,9,2,他の調理食品,6180,2.4,-18.0,6384,2.4,4898,2.8,5611,2.9,6697,2.3,6663,2.2,5150,2.5
85,2,5,1,10,0,飲料,4225,1.6,-9.7,4308,1.6,3000,1.7,3397,1.8,4719,1.6,4638,1.5,3809,1.8
86,2,6,1,10,1,茶類,1192,0.5,-20.4,1180,0.4,632,0.4,671,0.4,1418,0.5,1364,0.5,1254,0.6
87,2,6,1,10,2,コーヒー・ココア,952,0.4,3.8,1003,0.4,1078,0.6,1284,0.7,901,0.3,901,0.3,695,0.3
88,2,6,1,10,3,他の飲料,2081,0.8,-8.0,2125,0.8,1289,0.7,1443,0.8,2400,0.8,2372,0.8,1860,0.9
89,2,5,1,11,0,酒類,3772,1.4,0.2,4010,1.5,1760,1.0,2135,1.1,4584,1.6,4689,1.6,2570,1.2
90,2,5,1,12,0,外食,12084,4.6,69.1,13516,5.0,5371,3.0,6681,3.5,14790,5.0,15992,5.3,4827,2.3
91,2,6,1,12,1,一般外食,12049,4.6,68.6,13473,5.0,5371,3.0,6681,3.5,14740,5.0,15934,5.3,4827,2.3
92,2,6,1,12,2,学校給食,35,0.0,...,42,0.0,-,-,-,-,50,0.0,58,0.0,-,-
93,2,4,2,0,0,住居,11790,4.5,-38.3,6565,2.4,9901,5.6,7418,3.9,12551,4.3,6256,2.1,38281,18.3
94,2,5,2,1,0,家賃地代,6523,2.5,-4.3,638,0.2,4431,2.5,361,0.2,7366,2.5,739,0.2,36357,17.4
95,2,5,2,2,0,設備修繕・維持,5267,2.0,-57.2,5926,2.2,5470,3.1,7057,3.7,5185,1.8,5517,1.8,1924,0.9
96,2,6,2,2,1,設備材料,1586,0.6,-75.8,1664,0.6,167,0.1,198,0.1,2158,0.7,2195,0.7,1190,0.6
97,2,6,2,2,2,工事その他のサービス,3681,1.4,-35.9,4262,1.6,5303,3.0,6859,3.6,3027,1.0,3322,1.1,734,0.4
98,2,4,3,0,0,光熱・水道,32876,12.6,14.1,34756,12.9,25624,14.5,27780,14.6,35799,12.2,37284,12.5,23344,11.2
99,2,5,3,1,0,電気代,17778,6.8,24.8,18865,7.0,14495,8.2,16064,8.4,19101,6.5,19879,6.6,12270,5.9
100,2,5,3,2,0,ガス代,9928,3.8,5.0,10374,3.8,6891,3.9,7103,3.7,11152,3.8,11559,3.9,7665,3.7
101,2,5,3,3,0,他の光熱,365,0.1,-63.3,372,0.1,343,0.2,286,0.2,374,0.1,403,0.1,330,0.2
102,2,5,3,4,0,上下水道料,4805,1.8,16.9,5145,1.9,3896,2.2,4326,2.3,5172,1.8,5442,1.8,3080,1.5
103,2,4,4,0,0,家具・家事用品,5934,2.3,-26.9,6053,2.2,3995,2.3,3889,2.0,6716,2.3,6837,2.3,5331,2.6
104,2,5,4,1,0,家庭用耐久財,1145,0.4,-42.3,1152,0.4,552,0.3,248,0.1,1385,0.5,1479,0.5,1113,0.5
105,2,6,4,1,1,家事用耐久財,623,0.2,-45.6,527,0.2,393,0.2,43,0.0,716,0.2,702,0.2,1113,0.5
106,2,6,4,1,2,冷暖房用器具,467,0.2,-42.5,559,0.2,-,-,-,-,655,0.2,761,0.3,-,-
107,2,6,4,1,3,一般家具,55,0.0,96.4,66,0.0,159,0.1,206,0.1,13,0.0,16,0.0,-,-
108,2,5,4,2,0,室内装備・装飾品,258,0.1,-38.7,290,0.1,-,-,-,-,362,0.1,395,0.1,94,0.0
109,2,5,4,3,0,寝具類,71,0.0,-91.0,86,0.0,32,0.0,42,0.0,87,0.0,101,0.0,-,-
110,2,5,4,4,0,家事雑貨,1378,0.5,-7.0,1390,0.5,1171,0.7,1256,0.7,1461,0.5,1439,0.5,1314,0.6
111,2,5,4,5,0,家事用消耗品,2688,1.0,-2.2,2710,1.0,2156,1.2,2247,1.2,2903,1.0,2877,1.0,2582,1.2
112,2,5,4,6,0,家事サービス,394,0.2,-42.6,426,0.2,84,0.0,96,0.1,518,0.2,546,0.2,229,0.1
113,2,4,5,0,0,被服及び履物,6462,2.5,-7.1,7181,2.7,1644,0.9,1507,0.8,8404,2.9,9236,3.1,2817,1.3
114,2,5,5,1,0,和服,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,2614,1.0,-0.6,2977,1.1,350,0.2,188,0.1,3526,1.2,3987,1.3,775,0.4
116,2,6,5,2,1,男子用洋服,303,0.1,-65.5,297,0.1,191,0.1,85,0.0,348,0.1,373,0.1,335,0.2
117,2,6,5,2,2,婦人用洋服,2240,0.9,28.0,2595,1.0,140,0.1,79,0.0,3086,1.0,3507,1.2,440,0.2
118,2,6,5,2,3,子供用洋服,71,0.0,...,85,0.0,19,0.0,24,0.0,92,0.0,107,0.0,-,-
119,2,5,5,3,0,シャツ・セーター類,1609,0.6,4.6,1838,0.7,205,0.1,265,0.1,2176,0.7,2408,0.8,452,0.2
120,2,6,5,3,1,男子用シャツ・セーター類,324,0.1,-25.0,387,0.1,4,0.0,6,0.0,452,0.2,526,0.2,-,-
121,2,6,5,3,2,婦人用シャツ・セーター類,1266,0.5,22.2,1426,0.5,183,0.1,236,0.1,1702,0.6,1857,0.6,452,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,20,0.0,-71.4,24,0.0,18,0.0,23,0.0,21,0.0,25,0.0,-,-
123,2,5,5,4,0,下着類,492,0.2,-36.7,492,0.2,341,0.2,311,0.2,552,0.2,558,0.2,489,0.2
124,2,6,5,4,1,男子用下着類,155,0.1,-29.2,133,0.0,76,0.0,76,0.0,187,0.1,154,0.1,266,0.1
125,2,6,5,4,2,婦人用下着類,297,0.1,-45.6,311,0.1,254,0.1,222,0.1,314,0.1,344,0.1,223,0.1
126,2,6,5,4,3,子供用下着類,40,0.0,233.3,47,0.0,10,0.0,13,0.0,51,0.0,60,0.0,-,-
127,2,5,5,5,0,生地・糸類,45,0.0,-34.8,48,0.0,4,0.0,6,0.0,61,0.0,64,0.0,27,0.0
128,2,5,5,6,0,他の被服,412,0.2,-40.6,413,0.2,117,0.1,96,0.1,531,0.2,528,0.2,405,0.2
129,2,5,5,7,0,履物類,832,0.3,13.0,896,0.3,328,0.2,336,0.2,1036,0.4,1099,0.4,511,0.2
130,2,5,5,8,0,被服関連サービス,458,0.2,-9.8,517,0.2,300,0.2,305,0.2,522,0.2,594,0.2,158,0.1
131,2,4,6,0,0,保健医療,16975,6.5,-10.0,17079,6.3,10056,5.7,10983,5.8,19763,6.7,19288,6.4,16447,7.9
132,2,5,6,1,0,医薬品,3817,1.5,17.4,3952,1.5,2385,1.3,2527,1.3,4394,1.5,4468,1.5,3133,1.5
133,2,5,6,2,0,健康保持用摂取品,1247,0.5,-21.8,1317,0.5,384,0.2,371,0.2,1594,0.5,1659,0.6,893,0.4
134,2,5,6,3,0,保健医療用品・器具,1778,0.7,12.0,1789,0.7,2771,1.6,3422,1.8,1378,0.5,1197,0.4,1723,0.8
135,2,5,6,4,0,保健医療サービス,10133,3.9,-18.5,10022,3.7,4516,2.6,4663,2.5,12397,4.2,11963,4.0,10699,5.1
136,2,4,7,0,0,交通・通信,28022,10.8,-4.0,30249,11.2,19934,11.3,20663,10.9,31282,10.6,33721,11.3,16734,8.0
137,2,5,7,1,0,交通,5471,2.1,52.5,6100,2.3,1698,1.0,1808,1.0,6992,2.4,7654,2.6,2285,1.1
138,2,5,7,2,0,自動車等関係費,13292,5.1,-18.7,14478,5.4,11827,6.7,12411,6.5,13882,4.7,15227,5.1,7279,3.5
139,2,6,7,2,1,自動車等購入,1740,0.7,-61.0,2083,0.8,-,-,-,-,2442,0.8,2838,0.9,-,-
140,2,6,7,2,2,自転車購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,11552,4.4,0.3,12395,4.6,11827,6.7,12411,6.5,11441,3.9,12389,4.1,7279,3.5
142,2,5,7,3,0,通信,9259,3.6,0.1,9671,3.6,6409,3.6,6444,3.4,10408,3.5,10840,3.6,7170,3.4
143,2,4,8,0,0,教育,145,0.1,-88.2,-,-,-,-,-,-,203,0.1,-,-,880,0.4
144,2,5,8,1,0,授業料等,17,0.0,-98.6,-,-,-,-,-,-,24,0.0,-,-,105,0.1
145,2,5,8,2,0,教科書・学習参考教材,128,0.0,433.3,-,-,-,-,-,-,179,0.1,-,-,775,0.4
146,2,5,8,3,0,補習教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,2,4,9,0,0,教養娯楽,27910,10.7,14.6,30457,11.3,22132,12.5,26306,13.8,30238,10.3,31960,10.7,14997,7.2
148,2,5,9,1,0,教養娯楽用耐久財,997,0.4,-29.8,1183,0.4,295,0.2,381,0.2,1280,0.4,1474,0.5,51,0.0
149,2,5,9,2,0,教養娯楽用品,4849,1.9,1.1,5211,1.9,3324,1.9,4032,2.1,5463,1.9,5638,1.9,3012,1.4
150,2,5,9,3,0,書籍・他の印刷物,3889,1.5,-12.4,4038,1.5,2790,1.6,2822,1.5,4332,1.5,4478,1.5,3136,1.5
151,2,5,9,4,0,教養娯楽サービス,18175,7.0,32.7,20025,7.4,15724,8.9,19071,10.0,19163,6.5,20370,6.8,8798,4.2
152,2,6,9,4,1,宿泊料,2218,0.9,47.8,2568,0.9,398,0.2,515,0.3,2951,1.0,3312,1.1,440,0.2
153,2,6,9,4,2,パック旅行費,3251,1.2,76.1,3892,1.4,7553,4.3,9768,5.1,1517,0.5,1764,0.6,-,-
154,2,6,9,4,3,月謝類,1273,0.5,-44.6,1431,0.5,657,0.4,850,0.4,1522,0.5,1641,0.5,474,0.2
155,2,6,9,4,4,他の教養娯楽サービス,11433,4.4,41.9,12133,4.5,7116,4.0,7939,4.2,13173,4.5,13653,4.6,7883,3.8
156,2,4,10,0,0,その他の消費支出,48195,18.5,-0.6,53137,19.7,21264,12.0,23851,12.5,59049,20.1,63747,21.3,23139,11.1
157,2,5,10,1,0,諸雑費,20586,7.9,-5.9,21806,8.1,10505,5.9,11388,6.0,24648,8.4,25580,8.5,14400,6.9
158,2,6,10,1,1,理美容サービス,3922,1.5,5.0,4372,1.6,1765,1.0,1872,1.0,4792,1.6,5277,1.8,1644,0.8
159,2,6,10,1,2,理美容用品,4341,1.7,28.1,4784,1.8,2368,1.3,2703,1.4,5137,1.7,5538,1.8,2095,1.0
160,2,6,10,1,3,身の回り用品,820,0.3,-19.8,738,0.3,405,0.2,456,0.2,987,0.3,840,0.3,1235,0.6
161,2,6,10,1,4,たばこ,664,0.3,17.5,486,0.2,735,0.4,951,0.5,636,0.2,317,0.1,1572,0.8
162,2,6,10,1,5,他の諸雑費,10838,4.2,-17.6,11426,4.2,5233,3.0,5406,2.8,13097,4.5,13607,4.5,7854,3.8
163,2,5,10,2,0,こづかい,5399,2.1,107.3,6077,2.2,4331,2.5,4567,2.4,5830,2.0,6624,2.2,1964,0.9
164,2,5,10,3,0,交際費,22210,8.5,-3.7,25255,9.3,6428,3.6,7897,4.2,28571,9.7,31543,10.5,6775,3.2
165,2,6,10,3,0,食料,4810,1.8,8.1,5029,1.9,1763,1.0,2280,1.2,6038,2.1,6024,2.0,3702,1.8
166,2,6,10,3,0,家具・家事用品,167,0.1,-47.8,199,0.1,310,0.2,401,0.2,109,0.0,126,0.0,3,0.0
167,2,6,10,3,0,被服及び履物,815,0.3,180.1,964,0.4,-,-,-,-,1144,0.4,1314,0.4,60,0.0
168,2,6,10,3,0,教養娯楽,311,0.1,-79.4,363,0.1,85,0.0,72,0.0,403,0.1,468,0.2,50,0.0
169,2,6,10,3,0,他の物品サービス,208,0.1,-70.7,234,0.1,225,0.1,290,0.2,201,0.1,213,0.1,77,0.0
170,2,6,10,3,6,贈与金,12879,4.9,5.2,15061,5.6,1807,1.0,2337,1.2,17341,5.9,19670,6.6,1818,0.9
171,2,6,10,3,7,他の交際費,3019,1.2,-14.5,3405,1.3,2238,1.3,2516,1.3,3334,1.1,3727,1.2,1065,0.5
172,2,5,10,4,0,仕送り金,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,553,0.2,-68.3,477,0.2,61,0.0,72,0.0,752,0.3,624,0.2,939,0.4
175,2,3,0,0,0,（再掲）教養娯楽関係費,31130,12.0,13.7,34125,12.6,23364,13.2,27494,14.5,34259,11.7,36526,12.2,15947,7.6
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,12879,4.9,-2.5,15061,5.6,1807,1.0,2337,1.2,17341,5.9,19670,6.6,1818,0.9
177,2,3,0,0,0,（再掲）経常消費支出,205617,79.0,3.3,208840,77.2,144617,81.9,150501,79.1,230202,78.3,229975,76.8,189276,90.7
178,2,3,0,0,0,（再掲）情報通信関係費,12813,4.9,3.9,13256,4.9,9504,5.4,9821,5.2,14147,4.8,14500,4.8,10570,5.1
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,233844,89.9,2.4,246695,91.2,164972,93.4,180483,94.9,261601,89.0,270681,90.4,168698,80.8
180,2,2,0,0,0,その他の実支出,15391,-,-2.0,15637,-,6528,-,8150,-,18963,-,18349,-,14142,-
181,2,3,0,0,0,直接税,4644,-,28.9,5307,-,2825,-,3646,-,5377,-,5908,-,1283,-
182,2,4,0,0,0,勤労所得税,666,-,200.0,681,-,41,-,53,-,918,-,909,-,588,-
183,2,4,0,0,0,個人住民税,931,-,46.4,980,-,21,-,28,-,1298,-,1325,-,685,-
184,2,4,0,0,0,他の税,3046,-,10.9,3645,-,2763,-,3566,-,3161,-,3674,-,10,-
185,2,3,0,0,0,社会保険料,10743,-,-11.3,10331,-,3704,-,4504,-,13580,-,12441,-,12832,-
186,2,4,0,0,0,公的年金保険料,2566,-,1.7,2226,-,221,-,285,-,3511,-,2929,-,4292,-
187,2,4,0,0,0,健康保険料,7006,-,-24.7,6817,-,2742,-,3260,-,8725,-,8106,-,7965,-
188,2,4,0,0,0,介護保険料,1047,-,325.6,1187,-,729,-,943,-,1175,-,1276,-,337,-
189,2,4,0,0,0,他の社会保険料,123,-,261.8,100,-,12,-,16,-,168,-,131,-,238,-
190,2,3,0,0,0,その他,5,-,150.0,-,-,-,-,-,-,6,-,-,-,28,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),155038,-,8.3,156416,-,130327,-,147387,-,164998,-,159687,-,148054,-
192,2,2,0,0,0,預貯金,98197,-,8.6,95622,-,103649,-,115023,-,96000,-,88594,-,111252,-
193,2,2,0,0,0,保険料,6782,-,30.7,7234,-,6107,-,7534,-,7055,-,7125,-,4493,-
194,2,3,0,0,0,個人・企業年金保険料,1103,-,208.1,1307,-,268,-,346,-,1440,-,1656,-,69,-
195,2,3,0,0,0,他の保険料,5679,-,17.5,5927,-,5839,-,7188,-,5615,-,5470,-,4425,-
196,2,2,0,0,0,有価証券購入,240,-,-93.5,134,-,-,-,-,-,336,-,182,-,777,-
197,2,2,0,0,0,土地家屋借金返済,8275,-,268.1,9907,-,-,-,-,-,11610,-,13496,-,-,-
198,2,2,0,0,0,他の借金返済,329,-,897.0,83,-,134,-,173,-,408,-,50,-,1577,-
199,2,2,0,0,0,クレジット購入借入金返済,39906,-,-1.3,41869,-,19902,-,23965,-,47968,-,48355,-,29953,-
200,2,2,0,0,0,実支出以外の支払のその他,1309,-,9.3,1568,-,535,-,692,-,1622,-,1885,-,0,-
201,2,1,0,0,0,繰越金,69887,-,-9.1,76340,-,36977,-,37182,-,83150,-,90526,-,37171,-
202,3,0,0,0,0,可処分所得,58323,-,34.6,54688,-,44560,-,41718,-,63869,-,59386,-,76749,-
