1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,151,-,437,-,7,-,100,-,-,-
47,1,1,0,0,0,繰入金,278525,-,442816,-,252400,-,163855,-,270039,-
48,2,0,0,0,0,支払,1425250,-,1518334,-,1393052,-,1318662,-,1610299,-
49,2,1,0,0,0,実支出,432998,-,371085,-,446894,-,440988,-,533359,-
50,2,2,0,0,0,生計支出,317159,-,271230,-,325050,-,320826,-,406904,-
51,2,3,0,0,0,消費支出,317159,100.0,271230,100.0,325050,100.0,320826,100.0,406904,100.0
52,2,4,1,0,0,食料,89750,28.3,75515,27.8,92688,28.5,90995,28.4,115554,28.4
53,2,5,1,1,0,穀類,6766,2.1,4541,1.7,7118,2.2,7398,2.3,9787,2.4
54,2,6,1,1,1,米類,1441,0.5,615,0.2,1682,0.5,1750,0.5,1958,0.5
55,2,6,1,1,2,パン,3320,1.0,2451,0.9,3445,1.1,3572,1.1,4527,1.1
56,2,6,1,1,3,麺類,1511,0.5,1082,0.4,1606,0.5,1557,0.5,2242,0.6
57,2,6,1,1,4,他の穀類,494,0.2,393,0.1,385,0.1,519,0.2,1060,0.3
58,2,5,1,2,0,魚介類,4840,1.5,3937,1.5,5262,1.6,4708,1.5,6346,1.6
59,2,6,1,2,1,生鮮魚介,2611,0.8,2055,0.8,2841,0.9,2580,0.8,3481,0.9
60,2,6,1,2,2,塩干魚介,906,0.3,851,0.3,944,0.3,841,0.3,1136,0.3
61,2,6,1,2,3,魚肉練製品,547,0.2,444,0.2,597,0.2,552,0.2,652,0.2
62,2,6,1,2,4,他の魚介加工品,775,0.2,587,0.2,879,0.3,735,0.2,1077,0.3
63,2,5,1,3,0,肉類,8625,2.7,6079,2.2,9126,2.8,9035,2.8,12734,3.1
64,2,6,1,3,1,生鮮肉,7120,2.2,5050,1.9,7397,2.3,7521,2.3,10686,2.6
65,2,6,1,3,2,加工肉,1505,0.5,1029,0.4,1729,0.5,1514,0.5,2048,0.5
66,2,5,1,4,0,乳卵類,4381,1.4,3244,1.2,4694,1.4,4675,1.5,5568,1.4
67,2,6,1,4,1,牛乳,1226,0.4,730,0.3,1302,0.4,1518,0.5,1435,0.4
68,2,6,1,4,2,乳製品,2241,0.7,1818,0.7,2542,0.8,2183,0.7,2585,0.6
69,2,6,1,4,3,卵,914,0.3,696,0.3,850,0.3,974,0.3,1548,0.4
70,2,5,1,5,0,野菜・海藻,8676,2.7,7187,2.6,9775,3.0,8100,2.5,10927,2.7
71,2,6,1,5,1,生鮮野菜,6121,1.9,5035,1.9,6886,2.1,5779,1.8,7629,1.9
72,2,6,1,5,2,乾物・海藻,633,0.2,418,0.2,853,0.3,531,0.2,813,0.2
73,2,6,1,5,3,大豆加工品,959,0.3,864,0.3,1033,0.3,921,0.3,1094,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,963,0.3,869,0.3,1003,0.3,869,0.3,1391,0.3
75,2,5,1,6,0,果物,2915,0.9,2571,0.9,3244,1.0,2534,0.8,3962,1.0
76,2,6,1,6,1,生鮮果物,2556,0.8,2157,0.8,2934,0.9,2210,0.7,3482,0.9
77,2,6,1,6,2,果物加工品,359,0.1,414,0.2,310,0.1,324,0.1,480,0.1
78,2,5,1,7,0,油脂・調味料,4126,1.3,3648,1.3,4188,1.3,4130,1.3,5239,1.3
79,2,6,1,7,1,油脂,396,0.1,342,0.1,412,0.1,368,0.1,579,0.1
80,2,6,1,7,2,調味料,3730,1.2,3306,1.2,3775,1.2,3762,1.2,4660,1.1
81,2,5,1,8,0,菓子類,8768,2.8,6729,2.5,8145,2.5,9849,3.1,13157,3.2
82,2,5,1,9,0,調理食品,13833,4.4,12170,4.5,15185,4.7,12978,4.0,16581,4.1
83,2,6,1,9,1,主食的調理食品,6771,2.1,6173,2.3,7356,2.3,6198,1.9,8258,2.0
84,2,6,1,9,2,他の調理食品,7062,2.2,5996,2.2,7828,2.4,6780,2.1,8324,2.0
85,2,5,1,10,0,飲料,5411,1.7,5275,1.9,5884,1.8,4862,1.5,5912,1.5
86,2,6,1,10,1,茶類,1234,0.4,1227,0.5,1387,0.4,996,0.3,1484,0.4
87,2,6,1,10,2,コーヒー・ココア,1398,0.4,1427,0.5,1388,0.4,1438,0.4,1224,0.3
88,2,6,1,10,3,他の飲料,2778,0.9,2621,1.0,3109,1.0,2427,0.8,3203,0.8
89,2,5,1,11,0,酒類,2879,0.9,3782,1.4,3059,0.9,1932,0.6,2731,0.7
90,2,5,1,12,0,外食,18529,5.8,16351,6.0,17009,5.2,20795,6.5,22610,5.6
91,2,6,1,12,1,一般外食,17139,5.4,16351,6.0,16446,5.1,18430,5.7,17616,4.3
92,2,6,1,12,2,学校給食,1390,0.4,-,-,563,0.2,2365,0.7,4995,1.2
93,2,4,2,0,0,住居,27086,8.5,32129,11.8,36988,11.4,16998,5.3,11281,2.8
94,2,5,2,1,0,家賃地代,19488,6.1,29341,10.8,17144,5.3,16446,5.1,9538,2.3
95,2,5,2,2,0,設備修繕・維持,7598,2.4,2788,1.0,19844,6.1,552,0.2,1743,0.4
96,2,6,2,2,1,設備材料,1252,0.4,1606,0.6,2227,0.7,28,0.0,815,0.2
97,2,6,2,2,2,工事その他のサービス,6346,2.0,1181,0.4,17617,5.4,524,0.2,929,0.2
98,2,4,3,0,0,光熱・水道,31529,9.9,29259,10.8,32481,10.0,33309,10.4,29029,7.1
99,2,5,3,1,0,電気代,15685,4.9,14579,5.4,16910,5.2,16395,5.1,12388,3.0
100,2,5,3,2,0,ガス代,10226,3.2,9055,3.3,10056,3.1,11370,3.5,10461,2.6
101,2,5,3,3,0,他の光熱,412,0.1,775,0.3,347,0.1,131,0.0,512,0.1
102,2,5,3,4,0,上下水道料,5206,1.6,4850,1.8,5169,1.6,5414,1.7,5668,1.4
103,2,4,4,0,0,家具・家事用品,7756,2.4,9717,3.6,6300,1.9,7411,2.3,8302,2.0
104,2,5,4,1,0,家庭用耐久財,1647,0.5,3722,1.4,854,0.3,541,0.2,2033,0.5
105,2,6,4,1,1,家事用耐久財,422,0.1,249,0.1,467,0.1,14,0.0,2033,0.5
106,2,6,4,1,2,冷暖房用器具,790,0.2,2623,1.0,186,0.1,67,0.0,-,-
107,2,6,4,1,3,一般家具,436,0.1,850,0.3,201,0.1,459,0.1,-,-
108,2,5,4,2,0,室内装備・装飾品,132,0.0,85,0.0,212,0.1,126,0.0,5,0.0
109,2,5,4,3,0,寝具類,326,0.1,382,0.1,201,0.1,440,0.1,233,0.1
110,2,5,4,4,0,家事雑貨,2267,0.7,2404,0.9,1507,0.5,2810,0.9,2748,0.7
111,2,5,4,5,0,家事用消耗品,3189,1.0,2894,1.1,3282,1.0,3367,1.0,3131,0.8
112,2,5,4,6,0,家事サービス,195,0.1,231,0.1,243,0.1,127,0.0,152,0.0
113,2,4,5,0,0,被服及び履物,9234,2.9,6913,2.5,8453,2.6,11445,3.6,11382,2.8
114,2,5,5,1,0,和服,247,0.1,-,-,-,-,809,0.3,-,-
115,2,5,5,2,0,洋服,4165,1.3,3140,1.2,4250,1.3,5010,1.6,4076,1.0
116,2,6,5,2,1,男子用洋服,1255,0.4,1559,0.6,1404,0.4,1005,0.3,698,0.2
117,2,6,5,2,2,婦人用洋服,2322,0.7,1581,0.6,2553,0.8,2486,0.8,3090,0.8
118,2,6,5,2,3,子供用洋服,587,0.2,-,-,293,0.1,1519,0.5,288,0.1
119,2,5,5,3,0,シャツ・セーター類,1147,0.4,756,0.3,1082,0.3,1205,0.4,2279,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,238,0.1,154,0.1,126,0.0,146,0.0,1139,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,804,0.3,591,0.2,912,0.3,859,0.3,866,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,105,0.0,12,0.0,44,0.0,200,0.1,274,0.1
123,2,5,5,4,0,下着類,1039,0.3,1076,0.4,886,0.3,1280,0.4,697,0.2
124,2,6,5,4,1,男子用下着類,270,0.1,543,0.2,257,0.1,90,0.0,120,0.0
125,2,6,5,4,2,婦人用下着類,697,0.2,533,0.2,543,0.2,1088,0.3,438,0.1
126,2,6,5,4,3,子供用下着類,73,0.0,-,-,86,0.0,102,0.0,140,0.0
127,2,5,5,5,0,生地・糸類,49,0.0,23,0.0,29,0.0,100,0.0,33,0.0
128,2,5,5,6,0,他の被服,861,0.3,703,0.3,707,0.2,859,0.3,1830,0.4
129,2,5,5,7,0,履物類,1366,0.4,824,0.3,1113,0.3,1876,0.6,2122,0.5
130,2,5,5,8,0,被服関連サービス,359,0.1,392,0.1,386,0.1,306,0.1,345,0.1
131,2,4,6,0,0,保健医療,16818,5.3,19724,7.3,17149,5.3,15136,4.7,12895,3.2
132,2,5,6,1,0,医薬品,2763,0.9,2952,1.1,3434,1.1,2012,0.6,2330,0.6
133,2,5,6,2,0,健康保持用摂取品,847,0.3,1018,0.4,1234,0.4,363,0.1,586,0.1
134,2,5,6,3,0,保健医療用品・器具,4506,1.4,2391,0.9,3965,1.2,6245,1.9,6762,1.7
135,2,5,6,4,0,保健医療サービス,8702,2.7,13364,4.9,8516,2.6,6516,2.0,3217,0.8
136,2,4,7,0,0,交通・通信,30444,9.6,26694,9.8,35864,11.0,27716,8.6,31140,7.7
137,2,5,7,1,0,交通,7641,2.4,7659,2.8,7294,2.2,8066,2.5,7425,1.8
138,2,5,7,2,0,自動車等関係費,11537,3.6,9662,3.6,15074,4.6,8984,2.8,12835,3.2
139,2,6,7,2,1,自動車等購入,1719,0.5,-,-,5241,1.6,-,-,-,-
140,2,6,7,2,2,自転車購入,1088,0.3,-,-,497,0.2,1957,0.6,3388,0.8
141,2,6,7,2,3,自動車等維持,8730,2.8,9662,3.6,9336,2.9,7027,2.2,9447,2.3
142,2,5,7,3,0,通信,11266,3.6,9374,3.5,13496,4.2,10666,3.3,10880,2.7
143,2,4,8,0,0,教育,26556,8.4,876,0.3,16223,5.0,37183,11.6,99628,24.5
144,2,5,8,1,0,授業料等,19444,6.1,876,0.3,12063,3.7,26455,8.2,74096,18.2
145,2,5,8,2,0,教科書・学習参考教材,665,0.2,-,-,1750,0.5,222,0.1,241,0.1
146,2,5,8,3,0,補習教育,6447,2.0,-,-,2410,0.7,10506,3.3,25290,6.2
147,2,4,9,0,0,教養娯楽,33107,10.4,29357,10.8,31870,9.8,36355,11.3,37516,9.2
148,2,5,9,1,0,教養娯楽用耐久財,1869,0.6,1759,0.6,2550,0.8,518,0.2,4124,1.0
149,2,5,9,2,0,教養娯楽用品,7693,2.4,8530,3.1,6514,2.0,9035,2.8,5121,1.3
150,2,5,9,3,0,書籍・他の印刷物,2722,0.9,2636,1.0,2965,0.9,2701,0.8,2204,0.5
151,2,5,9,4,0,教養娯楽サービス,20823,6.6,16431,6.1,19840,6.1,24102,7.5,26066,6.4
152,2,6,9,4,1,宿泊料,3100,1.0,2233,0.8,4470,1.4,3379,1.1,-,-
153,2,6,9,4,2,パック旅行費,1727,0.5,3835,1.4,1225,0.4,278,0.1,2114,0.5
154,2,6,9,4,3,月謝類,4457,1.4,952,0.4,2966,0.9,7238,2.3,10513,2.6
155,2,6,9,4,4,他の教養娯楽サービス,11540,3.6,9412,3.5,11180,3.4,13208,4.1,13439,3.3
156,2,4,10,0,0,その他の消費支出,44879,14.2,41045,15.1,47032,14.5,44277,13.8,50176,12.3
157,2,5,10,1,0,諸雑費,26635,8.4,23364,8.6,28157,8.7,28196,8.8,25687,6.3
158,2,6,10,1,1,理美容サービス,4034,1.3,3657,1.3,3568,1.1,4653,1.5,4712,1.2
159,2,6,10,1,2,理美容用品,5154,1.6,5828,2.1,5215,1.6,4806,1.5,4163,1.0
160,2,6,10,1,3,身の回り用品,3506,1.1,655,0.2,2762,0.8,6466,2.0,4645,1.1
161,2,6,10,1,4,たばこ,909,0.3,1112,0.4,1076,0.3,526,0.2,986,0.2
162,2,6,10,1,5,他の諸雑費,13033,4.1,12112,4.5,15535,4.8,11746,3.7,11180,2.7
163,2,5,10,2,0,こづかい,7138,2.3,3570,1.3,6092,1.9,7436,2.3,19676,4.8
164,2,5,10,3,0,交際費,10581,3.3,13084,4.8,12154,3.7,8507,2.7,4814,1.2
165,2,6,10,3,0,食料,2328,0.7,3798,1.4,1299,0.4,2491,0.8,1204,0.3
166,2,6,10,3,0,家具・家事用品,166,0.1,64,0.0,137,0.0,340,0.1,-,-
167,2,6,10,3,0,被服及び履物,158,0.0,320,0.1,159,0.0,-,-,197,0.0
168,2,6,10,3,0,教養娯楽,233,0.1,144,0.1,537,0.2,18,0.0,131,0.0
169,2,6,10,3,0,他の物品サービス,329,0.1,1073,0.4,9,0.0,83,0.0,112,0.0
170,2,6,10,3,6,贈与金,2138,0.7,2900,1.1,1527,0.5,2569,0.8,722,0.2
171,2,6,10,3,7,他の交際費,5229,1.6,4785,1.8,8486,2.6,3005,0.9,2447,0.6
172,2,5,10,4,0,仕送り金,526,0.2,1027,0.4,629,0.2,138,0.0,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,28785,9.1,1138,0.4,17738,5.5,40737,12.7,105584,25.9
175,2,3,0,0,0,（再掲）教養娯楽関係費,37908,12.0,33146,12.2,37919,11.7,41267,12.9,40573,10.0
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,2664,0.8,3928,1.4,2156,0.7,2707,0.8,722,0.2
177,2,3,0,0,0,（再掲）経常消費支出,241750,76.2,229092,84.5,244481,75.2,241541,75.3,268442,66.0
178,2,3,0,0,0,（再掲）情報通信関係費,16447,5.2,14150,5.2,18141,5.6,17078,5.3,15133,3.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,285691,90.1,235173,86.7,280665,86.3,301121,93.9,394900,97.0
180,2,2,0,0,0,その他の実支出,115839,-,99856,-,121844,-,120161,-,126455,-
181,2,3,0,0,0,直接税,50125,-,38524,-,54188,-,52342,-,61731,-
182,2,4,0,0,0,勤労所得税,19675,-,13661,-,17674,-,23318,-,31738,-
183,2,4,0,0,0,個人住民税,23713,-,19387,-,26030,-,24375,-,25844,-
184,2,4,0,0,0,他の税,6737,-,5476,-,10483,-,4649,-,4149,-
185,2,3,0,0,0,社会保険料,65706,-,61307,-,67656,-,67817,-,64725,-
186,2,4,0,0,0,公的年金保険料,38589,-,32925,-,39858,-,42284,-,38448,-
187,2,4,0,0,0,健康保険料,20642,-,20588,-,21093,-,20192,-,20677,-
188,2,4,0,0,0,介護保険料,4559,-,5954,-,4875,-,3258,-,3695,-
189,2,4,0,0,0,他の社会保険料,1917,-,1839,-,1829,-,2084,-,1905,-
190,2,3,0,0,0,その他,7,-,25,-,-,-,2,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),731703,-,730935,-,696059,-,744122,-,815348,-
192,2,2,0,0,0,預貯金,500890,-,499865,-,472955,-,505212,-,584665,-
193,2,2,0,0,0,保険料,35747,-,67173,-,18943,-,26109,-,35361,-
194,2,3,0,0,0,個人・企業年金保険料,6666,-,7848,-,6060,-,5219,-,9979,-
195,2,3,0,0,0,他の保険料,29080,-,59325,-,12883,-,20890,-,25383,-
196,2,2,0,0,0,有価証券購入,4177,-,3919,-,2763,-,6589,-,2094,-
197,2,2,0,0,0,土地家屋借金返済,48176,-,20287,-,59840,-,55962,-,61918,-
198,2,2,0,0,0,他の借金返済,1282,-,1904,-,1636,-,758,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,141221,-,137644,-,139802,-,149064,-,131309,-
200,2,2,0,0,0,実支出以外の支払のその他,209,-,144,-,120,-,429,-,-,-
201,2,1,0,0,0,繰越金,260549,-,416313,-,250099,-,133552,-,261592,-
202,3,0,0,0,0,可処分所得,527099,-,500139,-,506945,-,530454,-,659861,-
203,3,0,0,0,0,黒字,209940,-,228909,-,181895,-,209627,-,252957,-
204,3,1,0,0,0,金融資産純増,154434,-,205540,-,89956,-,151642,-,238964,-
205,3,3,0,0,0,貯蓄純増,150256,-,201621,-,87193,-,145053,-,236870,-
206,3,4,0,0,0,預貯金純増,118327,-,138042,-,75860,-,120096,-,201509,-
207,3,4,0,0,0,保険純増,31929,-,63579,-,11334,-,24957,-,35361,-
208,3,3,0,0,0,有価証券純購入,4177,-,3919,-,2763,-,6589,-,2094,-
209,3,1,0,0,0,土地家屋借金純減,48176,-,20287,-,59840,-,55962,-,61918,-
210,3,1,0,0,0,他の借金純減,1219,-,1671,-,1636,-,758,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,24029,-,28207,-,32651,-,31240,-,-39479,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,58,-,-293,-,113,-,328,-,-,-
214,3,1,0,0,0,繰越純増,-17976,-,-26503,-,-2301,-,-30303,-,-8447,-
