1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
30,1,5,0,0,0,公的年金給付,45174,7.0,53164,8.0,17204,3.1,78246,17.4,-,-
31,1,5,0,0,0,他の社会保障給付,14443,2.2,14019,2.1,21135,3.8,3992,0.9,9688,1.3
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,13064,2.0,12137,1.8,23070,4.1,10002,2.2,1230,0.2
34,1,3,0,0,0,受贈金,4436,0.7,5981,0.9,131,0.0,-,-,-,-
35,1,3,0,0,0,他の特別収入,8628,1.3,6156,0.9,22939,4.1,10002,2.2,1230,0.2
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),503787,-,518317,-,499425,-,288476,-,485477,-
37,1,2,0,0,0,預貯金引出,382563,-,391114,-,387354,-,214937,-,380162,-
38,1,2,0,0,0,保険金,3817,-,5170,-,-,-,-,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,3466,-,4694,-,-,-,-,-,-,-
40,1,3,0,0,0,他の保険金,351,-,476,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,63,-,85,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,117192,-,121771,-,111935,-,73539,-,105315,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,151,-,176,-,136,-,-,-,-,-
47,1,1,0,0,0,繰入金,278525,-,317616,-,209179,-,80812,-,124161,-
48,2,0,0,0,0,支払,1425250,-,1496927,-,1270419,-,819585,-,1367104,-
49,2,1,0,0,0,実支出,432998,-,429303,-,456903,-,324154,-,487390,-
50,2,2,0,0,0,生計支出,317159,-,314433,-,344740,-,267190,-,313315,-
51,2,3,0,0,0,消費支出,317159,100.0,314433,100.0,344740,100.0,267190,100.0,313315,100.0
52,2,4,1,0,0,食料,89750,28.3,92960,29.6,79011,22.9,87166,32.6,80621,25.7
53,2,5,1,1,0,穀類,6766,2.1,6920,2.2,6221,1.8,7119,2.7,6101,1.9
54,2,6,1,1,1,米類,1441,0.5,1498,0.5,1064,0.3,1417,0.5,1730,0.6
55,2,6,1,1,2,パン,3320,1.0,3428,1.1,3159,0.9,3285,1.2,2495,0.8
56,2,6,1,1,3,麺類,1511,0.5,1551,0.5,1446,0.4,1186,0.4,1414,0.5
57,2,6,1,1,4,他の穀類,494,0.2,443,0.1,552,0.2,1231,0.5,461,0.1
58,2,5,1,2,0,魚介類,4840,1.5,5298,1.7,2906,0.8,5526,2.1,3842,1.2
59,2,6,1,2,1,生鮮魚介,2611,0.8,2888,0.9,1495,0.4,2928,1.1,1944,0.6
60,2,6,1,2,2,塩干魚介,906,0.3,986,0.3,544,0.2,1177,0.4,700,0.2
61,2,6,1,2,3,魚肉練製品,547,0.2,583,0.2,386,0.1,657,0.2,461,0.1
62,2,6,1,2,4,他の魚介加工品,775,0.2,842,0.3,481,0.1,765,0.3,737,0.2
63,2,5,1,3,0,肉類,8625,2.7,9117,2.9,6635,1.9,8218,3.1,8075,2.6
64,2,6,1,3,1,生鮮肉,7120,2.2,7604,2.4,5330,1.5,6218,2.3,6484,2.1
65,2,6,1,3,2,加工肉,1505,0.5,1513,0.5,1305,0.4,2000,0.7,1590,0.5
66,2,5,1,4,0,乳卵類,4381,1.4,4391,1.4,4377,1.3,4369,1.6,4285,1.4
67,2,6,1,4,1,牛乳,1226,0.4,1138,0.4,1298,0.4,1562,0.6,1856,0.6
68,2,6,1,4,2,乳製品,2241,0.7,2308,0.7,2275,0.7,1861,0.7,1631,0.5
69,2,6,1,4,3,卵,914,0.3,945,0.3,803,0.2,947,0.4,798,0.3
70,2,5,1,5,0,野菜・海藻,8676,2.7,9093,2.9,6169,1.8,11729,4.4,8038,2.6
71,2,6,1,5,1,生鮮野菜,6121,1.9,6427,2.0,4337,1.3,8142,3.0,5643,1.8
72,2,6,1,5,2,乾物・海藻,633,0.2,648,0.2,443,0.1,1082,0.4,643,0.2
73,2,6,1,5,3,大豆加工品,959,0.3,1019,0.3,683,0.2,911,0.3,977,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,963,0.3,999,0.3,706,0.2,1593,0.6,775,0.2
75,2,5,1,6,0,果物,2915,0.9,3067,1.0,2108,0.6,4336,1.6,2219,0.7
76,2,6,1,6,1,生鮮果物,2556,0.8,2645,0.8,1938,0.6,4188,1.6,1997,0.6
77,2,6,1,6,2,果物加工品,359,0.1,423,0.1,170,0.0,148,0.1,222,0.1
78,2,5,1,7,0,油脂・調味料,4126,1.3,4385,1.4,3279,1.0,3937,1.5,3338,1.1
79,2,6,1,7,1,油脂,396,0.1,408,0.1,443,0.1,330,0.1,182,0.1
80,2,6,1,7,2,調味料,3730,1.2,3977,1.3,2835,0.8,3608,1.4,3156,1.0
81,2,5,1,8,0,菓子類,8768,2.8,9015,2.9,7676,2.2,6801,2.5,9859,3.1
82,2,5,1,9,0,調理食品,13833,4.4,14235,4.5,12916,3.7,11573,4.3,12882,4.1
83,2,6,1,9,1,主食的調理食品,6771,2.1,7078,2.3,6123,1.8,5507,2.1,5624,1.8
84,2,6,1,9,2,他の調理食品,7062,2.2,7157,2.3,6793,2.0,6066,2.3,7258,2.3
85,2,5,1,10,0,飲料,5411,1.7,5578,1.8,4870,1.4,4635,1.7,5299,1.7
86,2,6,1,10,1,茶類,1234,0.4,1197,0.4,1339,0.4,1052,0.4,1522,0.5
87,2,6,1,10,2,コーヒー・ココア,1398,0.4,1500,0.5,1018,0.3,1258,0.5,1239,0.4
88,2,6,1,10,3,他の飲料,2778,0.9,2880,0.9,2514,0.7,2326,0.9,2538,0.8
89,2,5,1,11,0,酒類,2879,0.9,3350,1.1,1478,0.4,2999,1.1,781,0.2
90,2,5,1,12,0,外食,18529,5.8,18510,5.9,20378,5.9,15923,6.0,15902,5.1
91,2,6,1,12,1,一般外食,17139,5.4,17017,5.4,19550,5.7,14375,5.4,14426,4.6
92,2,6,1,12,2,学校給食,1390,0.4,1493,0.5,828,0.2,1548,0.6,1476,0.5
93,2,4,2,0,0,住居,27086,8.5,10365,3.3,95116,27.6,49954,18.7,38868,12.4
94,2,5,2,1,0,家賃地代,19488,6.1,305,0.1,94876,27.5,48754,18.2,37572,12.0
95,2,5,2,2,0,設備修繕・維持,7598,2.4,10060,3.2,240,0.1,1200,0.4,1296,0.4
96,2,6,2,2,1,設備材料,1252,0.4,1610,0.5,240,0.1,597,0.2,7,0.0
97,2,6,2,2,2,工事その他のサービス,6346,2.0,8450,2.7,-,-,603,0.2,1289,0.4
98,2,4,3,0,0,光熱・水道,31529,9.9,33352,10.6,27364,7.9,26885,10.1,23659,7.6
99,2,5,3,1,0,電気代,15685,4.9,16776,5.3,12234,3.5,14835,5.6,12074,3.9
100,2,5,3,2,0,ガス代,10226,3.2,10794,3.4,8980,2.6,8020,3.0,8125,2.6
101,2,5,3,3,0,他の光熱,412,0.1,431,0.1,462,0.1,416,0.2,73,0.0
102,2,5,3,4,0,上下水道料,5206,1.6,5350,1.7,5688,1.6,3614,1.4,3387,1.1
103,2,4,4,0,0,家具・家事用品,7756,2.4,8561,2.7,5650,1.6,6549,2.5,4385,1.4
104,2,5,4,1,0,家庭用耐久財,1647,0.5,2128,0.7,59,0.0,1633,0.6,-,-
105,2,6,4,1,1,家事用耐久財,422,0.1,468,0.1,59,0.0,1633,0.6,-,-
106,2,6,4,1,2,冷暖房用器具,790,0.2,1070,0.3,-,-,-,-,-,-
107,2,6,4,1,3,一般家具,436,0.1,590,0.2,-,-,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,132,0.0,156,0.0,19,0.0,329,0.1,-,-
109,2,5,4,3,0,寝具類,326,0.1,348,0.1,246,0.1,-,-,470,0.2
110,2,5,4,4,0,家事雑貨,2267,0.7,2354,0.7,2515,0.7,1694,0.6,1028,0.3
111,2,5,4,5,0,家事用消耗品,3189,1.0,3329,1.1,2772,0.8,2736,1.0,2880,0.9
112,2,5,4,6,0,家事サービス,195,0.1,247,0.1,39,0.0,158,0.1,6,0.0
113,2,4,5,0,0,被服及び履物,9234,2.9,9589,3.0,7323,2.1,5636,2.1,12137,3.9
114,2,5,5,1,0,和服,247,0.1,334,0.1,-,-,-,-,-,-
115,2,5,5,2,0,洋服,4165,1.3,4174,1.3,2973,0.9,653,0.2,9257,3.0
116,2,6,5,2,1,男子用洋服,1255,0.4,1395,0.4,241,0.1,-,-,2937,0.9
117,2,6,5,2,2,婦人用洋服,2322,0.7,2266,0.7,2451,0.7,603,0.2,3773,1.2
118,2,6,5,2,3,子供用洋服,587,0.2,513,0.2,281,0.1,50,0.0,2547,0.8
119,2,5,5,3,0,シャツ・セーター類,1147,0.4,1192,0.4,1217,0.4,860,0.3,643,0.2
120,2,6,5,3,1,男子用シャツ・セーター類,238,0.1,195,0.1,500,0.1,-,-,241,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,804,0.3,870,0.3,678,0.2,731,0.3,401,0.1
122,2,6,5,3,3,子供用シャツ・セーター類,105,0.0,127,0.0,39,0.0,129,0.0,-,-
123,2,5,5,4,0,下着類,1039,0.3,1038,0.3,1032,0.3,2048,0.8,418,0.1
124,2,6,5,4,1,男子用下着類,270,0.1,291,0.1,183,0.1,-,-,418,0.1
125,2,6,5,4,2,婦人用下着類,697,0.2,663,0.2,782,0.2,2048,0.8,-,-
126,2,6,5,4,3,子供用下着類,73,0.0,84,0.0,66,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,49,0.0,44,0.0,108,0.0,-,-,-,-
128,2,5,5,6,0,他の被服,861,0.3,854,0.3,836,0.2,542,0.2,1203,0.4
129,2,5,5,7,0,履物類,1366,0.4,1662,0.5,719,0.2,324,0.1,193,0.1
130,2,5,5,8,0,被服関連サービス,359,0.1,289,0.1,439,0.1,1209,0.5,423,0.1
131,2,4,6,0,0,保健医療,16818,5.3,17684,5.6,15814,4.6,12409,4.6,12115,3.9
132,2,5,6,1,0,医薬品,2763,0.9,2853,0.9,2121,0.6,2300,0.9,3593,1.1
133,2,5,6,2,0,健康保持用摂取品,847,0.3,931,0.3,420,0.1,-,-,1474,0.5
134,2,5,6,3,0,保健医療用品・器具,4506,1.4,4810,1.5,3777,1.1,4820,1.8,2579,0.8
135,2,5,6,4,0,保健医療サービス,8702,2.7,9090,2.9,9496,2.8,5289,2.0,4469,1.4
136,2,4,7,0,0,交通・通信,30444,9.6,31560,10.0,24428,7.1,37180,13.9,27937,8.9
137,2,5,7,1,0,交通,7641,2.4,7417,2.4,8304,2.4,6514,2.4,9333,3.0
138,2,5,7,2,0,自動車等関係費,11537,3.6,12895,4.1,4816,1.4,14744,5.5,10244,3.3
139,2,6,7,2,1,自動車等購入,1719,0.5,2328,0.7,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1088,0.3,1253,0.4,-,-,3952,1.5,-,-
141,2,6,7,2,3,自動車等維持,8730,2.8,9314,3.0,4816,1.4,10791,4.0,10244,3.3
142,2,5,7,3,0,通信,11266,3.6,11248,3.6,11307,3.3,15922,6.0,8361,2.7
143,2,4,8,0,0,教育,26556,8.4,26131,8.3,28049,8.1,10741,4.0,38022,12.1
144,2,5,8,1,0,授業料等,19444,6.1,17789,5.7,25955,7.5,2383,0.9,33638,10.7
145,2,5,8,2,0,教科書・学習参考教材,665,0.2,889,0.3,-,-,209,0.1,-,-
146,2,5,8,3,0,補習教育,6447,2.0,7453,2.4,2095,0.6,8149,3.0,4384,1.4
147,2,4,9,0,0,教養娯楽,33107,10.4,34325,10.9,34496,10.0,17580,6.6,25635,8.2
148,2,5,9,1,0,教養娯楽用耐久財,1869,0.6,590,0.2,7945,2.3,-,-,2964,0.9
149,2,5,9,2,0,教養娯楽用品,7693,2.4,8942,2.8,3935,1.1,6651,2.5,3125,1.0
150,2,5,9,3,0,書籍・他の印刷物,2722,0.9,2924,0.9,1949,0.6,1753,0.7,2905,0.9
151,2,5,9,4,0,教養娯楽サービス,20823,6.6,21868,7.0,20667,6.0,9175,3.4,16641,5.3
152,2,6,9,4,1,宿泊料,3100,1.0,3584,1.1,2894,0.8,-,-,-,-
153,2,6,9,4,2,パック旅行費,1727,0.5,1401,0.4,4424,1.3,-,-,-,-
154,2,6,9,4,3,月謝類,4457,1.4,4632,1.5,2545,0.7,2425,0.9,8425,2.7
155,2,6,9,4,4,他の教養娯楽サービス,11540,3.6,12251,3.9,10805,3.1,6750,2.5,8216,2.6
156,2,4,10,0,0,その他の消費支出,44879,14.2,49905,15.9,27488,8.0,13089,4.9,49935,15.9
157,2,5,10,1,0,諸雑費,26635,8.4,29378,9.3,17650,5.1,10364,3.9,27456,8.8
158,2,6,10,1,1,理美容サービス,4034,1.3,4495,1.4,2679,0.8,1175,0.4,3866,1.2
159,2,6,10,1,2,理美容用品,5154,1.6,5468,1.7,4666,1.4,1996,0.7,4750,1.5
160,2,6,10,1,3,身の回り用品,3506,1.1,3972,1.3,927,0.3,281,0.1,6521,2.1
161,2,6,10,1,4,たばこ,909,0.3,1007,0.3,911,0.3,117,0.0,283,0.1
162,2,6,10,1,5,他の諸雑費,13033,4.1,14435,4.6,8467,2.5,6795,2.5,12037,3.8
163,2,5,10,2,0,こづかい,7138,2.3,7790,2.5,2439,0.7,-,-,15727,5.0
164,2,5,10,3,0,交際費,10581,3.3,12142,3.9,6851,2.0,2726,1.0,6752,2.2
165,2,6,10,3,0,食料,2328,0.7,2455,0.8,2225,0.6,1847,0.7,1431,0.5
166,2,6,10,3,0,家具・家事用品,166,0.1,217,0.1,38,0.0,1,0.0,-,-
167,2,6,10,3,0,被服及び履物,158,0.0,150,0.0,61,0.0,-,-,585,0.2
168,2,6,10,3,0,教養娯楽,233,0.1,107,0.0,878,0.3,401,0.2,-,-
169,2,6,10,3,0,他の物品サービス,329,0.1,382,0.1,230,0.1,-,-,170,0.1
170,2,6,10,3,6,贈与金,2138,0.7,2758,0.9,381,0.1,-,-,652,0.2
171,2,6,10,3,7,他の交際費,5229,1.6,6073,1.9,3037,0.9,477,0.2,3914,1.2
172,2,5,10,4,0,仕送り金,526,0.2,596,0.2,548,0.2,-,-,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,28785,9.1,28681,9.1,29107,8.4,12457,4.7,39743,12.7
175,2,3,0,0,0,（再掲）教養娯楽関係費,37908,12.0,38815,12.3,40988,11.9,18799,7.0,32213,10.3
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,2664,0.8,3354,1.1,929,0.3,-,-,652,0.2
177,2,3,0,0,0,（再掲）経常消費支出,241750,76.2,233846,74.4,280775,81.4,235206,88.0,241680,77.1
178,2,3,0,0,0,（再掲）情報通信関係費,16447,5.2,17360,5.5,13520,3.9,19362,7.2,11184,3.6
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,285691,90.1,298386,94.9,248695,72.1,217235,81.3,273794,87.4
180,2,2,0,0,0,その他の実支出,115839,-,114870,-,112163,-,56965,-,174076,-
181,2,3,0,0,0,直接税,50125,-,52156,-,40792,-,12568,-,73783,-
182,2,4,0,0,0,勤労所得税,19675,-,20713,-,13187,-,3491,-,34035,-
183,2,4,0,0,0,個人住民税,23713,-,23742,-,22390,-,7698,-,36961,-
184,2,4,0,0,0,他の税,6737,-,7701,-,5214,-,1379,-,2787,-
185,2,3,0,0,0,社会保険料,65706,-,62713,-,71372,-,44236,-,100293,-
186,2,4,0,0,0,公的年金保険料,38589,-,36514,-,42438,-,22055,-,63828,-
187,2,4,0,0,0,健康保険料,20642,-,20054,-,21914,-,13229,-,29103,-
188,2,4,0,0,0,介護保険料,4559,-,4335,-,4969,-,7677,-,4130,-
189,2,4,0,0,0,他の社会保険料,1917,-,1811,-,2051,-,1274,-,3232,-
190,2,3,0,0,0,その他,7,-,1,-,-,-,161,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),731703,-,762167,-,649884,-,437984,-,769694,-
192,2,2,0,0,0,預貯金,500890,-,509370,-,465510,-,375699,-,570431,-
193,2,2,0,0,0,保険料,35747,-,40421,-,22013,-,15888,-,28187,-
194,2,3,0,0,0,個人・企業年金保険料,6666,-,6860,-,3830,-,8483,-,10214,-
195,2,3,0,0,0,他の保険料,29080,-,33562,-,18183,-,7405,-,17973,-
196,2,2,0,0,0,有価証券購入,4177,-,4121,-,3945,-,-,-,8093,-
197,2,2,0,0,0,土地家屋借金返済,48176,-,65247,-,-,-,-,-,-,-
198,2,2,0,0,0,他の借金返済,1282,-,1666,-,-,-,1261,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,141221,-,141062,-,158399,-,45136,-,162983,-
200,2,2,0,0,0,実支出以外の支払のその他,209,-,280,-,16,-,-,-,-,-
201,2,1,0,0,0,繰越金,260549,-,305456,-,163633,-,57446,-,110020,-
202,3,0,0,0,0,可処分所得,527099,-,546123,-,449652,-,393331,-,583390,-
203,3,0,0,0,0,黒字,209940,-,231690,-,104912,-,126142,-,270076,-
204,3,1,0,0,0,金融資産純増,154434,-,157628,-,104115,-,176650,-,226549,-
205,3,3,0,0,0,貯蓄純増,150256,-,153507,-,100170,-,176650,-,218456,-
206,3,4,0,0,0,預貯金純増,118327,-,118256,-,78157,-,160762,-,190269,-
207,3,4,0,0,0,保険純増,31929,-,35251,-,22013,-,15888,-,28187,-
208,3,3,0,0,0,有価証券純購入,4177,-,4121,-,3945,-,-,-,8093,-
209,3,1,0,0,0,土地家屋借金純減,48176,-,65247,-,-,-,-,-,-,-
210,3,1,0,0,0,他の借金純減,1219,-,1580,-,-,-,1261,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,24029,-,19291,-,46464,-,-28403,-,57668,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,58,-,104,-,-120,-,-,-,-,-
214,3,1,0,0,0,繰越純増,-17976,-,-12160,-,-45547,-,-23367,-,-14141,-
