1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
58,2,5,1,2,0,魚介類,5462,1.5,2555,0.9,3516,1.3,4693,1.3,5189,1.5,5637,1.2,6568,1.6,6567,2.1,7482,2.4
59,2,6,1,2,1,生鮮魚介,3194,0.9,1687,0.6,2039,0.8,2743,0.8,2796,0.8,3330,0.7,4074,1.0,3791,1.2,4352,1.4
60,2,6,1,2,2,塩干魚介,935,0.3,331,0.1,627,0.2,923,0.3,1001,0.3,833,0.2,1038,0.3,1114,0.4,1314,0.4
61,2,6,1,2,3,魚肉練製品,495,0.1,216,0.1,214,0.1,309,0.1,504,0.1,586,0.1,572,0.1,533,0.2,812,0.3
62,2,6,1,2,4,他の魚介加工品,839,0.2,322,0.1,635,0.2,718,0.2,888,0.3,888,0.2,884,0.2,1130,0.4,1004,0.3
63,2,5,1,3,0,肉類,9597,2.7,6690,2.4,8622,3.2,10077,2.9,10781,3.0,10201,2.1,8436,2.1,11360,3.7,8971,2.9
64,2,6,1,3,1,生鮮肉,7767,2.2,5443,2.0,6920,2.6,8468,2.4,8854,2.5,8298,1.7,6439,1.6,9340,3.0,7000,2.2
65,2,6,1,3,2,加工肉,1830,0.5,1248,0.5,1702,0.6,1609,0.5,1928,0.5,1903,0.4,1997,0.5,2020,0.7,1970,0.6
66,2,5,1,4,0,乳卵類,5132,1.5,3225,1.2,6296,2.3,5079,1.5,5267,1.5,5136,1.1,5169,1.3,5258,1.7,5577,1.8
67,2,6,1,4,1,牛乳,1430,0.4,752,0.3,1829,0.7,1681,0.5,1600,0.5,1220,0.3,1307,0.3,1327,0.4,1687,0.5
68,2,6,1,4,2,乳製品,2537,0.7,1790,0.6,3220,1.2,2312,0.7,2377,0.7,2754,0.6,2617,0.6,2660,0.9,2702,0.9
69,2,6,1,4,3,卵,1165,0.3,683,0.2,1248,0.5,1086,0.3,1290,0.4,1162,0.2,1245,0.3,1271,0.4,1189,0.4
70,2,5,1,5,0,野菜・海藻,10165,2.9,5909,2.1,7330,2.7,9300,2.7,9593,2.7,10827,2.3,10672,2.6,12939,4.2,12689,4.1
71,2,6,1,5,1,生鮮野菜,7282,2.1,4425,1.6,5396,2.0,7062,2.0,6658,1.9,7389,1.6,7843,1.9,9452,3.1,8811,2.8
72,2,6,1,5,2,乾物・海藻,623,0.2,288,0.1,330,0.1,422,0.1,787,0.2,531,0.1,671,0.2,766,0.2,909,0.3
73,2,6,1,5,3,大豆加工品,1130,0.3,741,0.3,973,0.4,935,0.3,1024,0.3,1377,0.3,1151,0.3,1341,0.4,1348,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1131,0.3,455,0.2,631,0.2,881,0.3,1123,0.3,1529,0.3,1008,0.2,1378,0.4,1622,0.5
75,2,5,1,6,0,果物,2984,0.8,1625,0.6,2783,1.0,3386,1.0,2291,0.6,3312,0.7,3423,0.8,3357,1.1,3564,1.1
76,2,6,1,6,1,生鮮果物,2645,0.7,1474,0.5,2685,1.0,3091,0.9,2056,0.6,2912,0.6,2944,0.7,2808,0.9,3168,1.0
77,2,6,1,6,2,果物加工品,339,0.1,151,0.1,99,0.0,295,0.1,234,0.1,401,0.1,479,0.1,549,0.2,396,0.1
78,2,5,1,7,0,油脂・調味料,4574,1.3,2403,0.9,3915,1.5,4083,1.2,5367,1.5,5419,1.1,3989,1.0,5502,1.8,4658,1.5
79,2,6,1,7,1,油脂,501,0.1,350,0.1,586,0.2,379,0.1,661,0.2,435,0.1,489,0.1,557,0.2,484,0.2
80,2,6,1,7,2,調味料,4073,1.2,2052,0.7,3329,1.2,3705,1.1,4706,1.3,4984,1.0,3500,0.9,4945,1.6,4174,1.3
81,2,5,1,8,0,菓子類,9119,2.6,5634,2.0,10498,3.9,9652,2.8,9875,2.8,10481,2.2,9075,2.2,9427,3.1,7542,2.4
82,2,5,1,9,0,調理食品,14275,4.0,8764,3.2,8805,3.3,15714,4.5,13708,3.9,17275,3.6,13886,3.4,16253,5.3,16168,5.2
83,2,6,1,9,1,主食的調理食品,6402,1.8,4533,1.6,3885,1.4,5430,1.6,6976,2.0,8048,1.7,6643,1.6,6270,2.0,7397,2.4
84,2,6,1,9,2,他の調理食品,7873,2.2,4231,1.5,4920,1.8,10284,2.9,6732,1.9,9227,1.9,7244,1.8,9983,3.3,8771,2.8
85,2,5,1,10,0,飲料,6384,1.8,4625,1.7,5207,1.9,5298,1.5,6821,1.9,7421,1.6,6930,1.7,5158,1.7,8269,2.6
86,2,6,1,10,1,茶類,1348,0.4,701,0.3,515,0.2,919,0.3,1311,0.4,2037,0.4,1394,0.3,1326,0.4,1987,0.6
87,2,6,1,10,2,コーヒー・ココア,1191,0.3,616,0.2,1000,0.4,1094,0.3,1535,0.4,1044,0.2,1230,0.3,1324,0.4,1320,0.4
88,2,6,1,10,3,他の飲料,3845,1.1,3308,1.2,3692,1.4,3284,0.9,3975,1.1,4340,0.9,4307,1.1,2509,0.8,4962,1.6
89,2,5,1,11,0,酒類,3870,1.1,1940,0.7,2168,0.8,3290,0.9,2877,0.8,4556,1.0,4881,1.2,6272,2.0,4128,1.3
90,2,5,1,12,0,外食,21725,6.2,20530,7.4,19120,7.1,27786,7.9,20837,5.9,22636,4.8,29311,7.2,16514,5.4,15840,5.1
91,2,6,1,12,1,一般外食,20608,5.8,19845,7.2,16355,6.1,25130,7.2,19608,5.5,20827,4.4,28984,7.1,16514,5.4,15840,5.1
92,2,6,1,12,2,学校給食,1117,0.3,685,0.2,2765,1.0,2656,0.8,1230,0.3,1808,0.4,327,0.1,-,-,-,-
93,2,4,2,0,0,住居,30333,8.6,65946,23.8,19849,7.4,15037,4.3,21761,6.1,52347,11.0,22749,5.6,25036,8.2,25143,8.0
94,2,5,2,1,0,家賃地代,19916,5.6,61611,22.2,19759,7.4,14958,4.3,21361,6.0,15188,3.2,18641,4.6,2658,0.9,14837,4.7
95,2,5,2,2,0,設備修繕・維持,10417,3.0,4335,1.6,90,0.0,79,0.0,400,0.1,37158,7.8,4108,1.0,22378,7.3,10306,3.3
96,2,6,2,2,1,設備材料,1099,0.3,366,0.1,90,0.0,79,0.0,74,0.0,448,0.1,749,0.2,76,0.0,6814,2.2
97,2,6,2,2,2,工事その他のサービス,9318,2.6,3970,1.4,-,-,-,-,326,0.1,36711,7.7,3359,0.8,22302,7.3,3492,1.1
98,2,4,3,0,0,光熱・水道,23601,6.7,17409,6.3,19218,7.2,24685,7.1,20984,5.9,28633,6.0,23817,5.8,26924,8.8,24470,7.8
99,2,5,3,1,0,電気代,10526,3.0,8360,3.0,8282,3.1,10939,3.1,8823,2.5,13814,2.9,11212,2.8,12074,3.9,9628,3.1
100,2,5,3,2,0,ガス代,7465,2.1,5647,2.0,5965,2.2,8862,2.5,6766,1.9,8350,1.8,7957,2.0,7745,2.5,7620,2.4
101,2,5,3,3,0,他の光熱,47,0.0,5,0.0,23,0.0,63,0.0,1,0.0,33,0.0,11,0.0,48,0.0,199,0.1
102,2,5,3,4,0,上下水道料,5563,1.6,3398,1.2,4948,1.8,4820,1.4,5395,1.5,6435,1.4,4636,1.1,7057,2.3,7024,2.2
103,2,4,4,0,0,家具・家事用品,14906,4.2,22793,8.2,10219,3.8,20261,5.8,8966,2.5,28695,6.0,10308,2.5,9826,3.2,9593,3.1
104,2,5,4,1,0,家庭用耐久財,6004,1.7,12396,4.5,686,0.3,13174,3.8,1454,0.4,15917,3.4,2695,0.7,1489,0.5,875,0.3
105,2,6,4,1,1,家事用耐久財,2559,0.7,1120,0.4,-,-,714,0.2,1454,0.4,11667,2.5,1317,0.3,1489,0.5,633,0.2
106,2,6,4,1,2,冷暖房用器具,1491,0.4,4155,1.5,29,0.0,4245,1.2,-,-,4091,0.9,-,-,-,-,-,-
107,2,6,4,1,3,一般家具,1953,0.6,7120,2.6,657,0.2,8215,2.3,-,-,159,0.0,1378,0.3,-,-,242,0.1
108,2,5,4,2,0,室内装備・装飾品,559,0.2,3318,1.2,408,0.2,132,0.0,252,0.1,640,0.1,168,0.0,226,0.1,67,0.0
109,2,5,4,3,0,寝具類,773,0.2,622,0.2,1473,0.5,449,0.1,223,0.1,2010,0.4,594,0.1,747,0.2,412,0.1
110,2,5,4,4,0,家事雑貨,2499,0.7,3362,1.2,3188,1.2,2307,0.7,2475,0.7,2624,0.6,2645,0.6,2651,0.9,1217,0.4
111,2,5,4,5,0,家事用消耗品,3892,1.1,3086,1.1,4202,1.6,3939,1.1,3503,1.0,4834,1.0,3118,0.8,4251,1.4,4237,1.4
112,2,5,4,6,0,家事サービス,1180,0.3,8,0.0,262,0.1,259,0.1,1060,0.3,2671,0.6,1088,0.3,461,0.2,2785,0.9
113,2,4,5,0,0,被服及び履物,12950,3.7,8594,3.1,10270,3.8,15908,4.5,14023,4.0,15989,3.4,13178,3.2,12451,4.1,10252,3.3
114,2,5,5,1,0,和服,31,0.0,246,0.1,-,-,-,-,39,0.0,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5083,1.4,4426,1.6,4852,1.8,6686,1.9,5434,1.5,6181,1.3,4693,1.2,4117,1.3,3799,1.2
116,2,6,5,2,1,男子用洋服,1998,0.6,1797,0.6,2183,0.8,3910,1.1,1435,0.4,2452,0.5,1402,0.3,2150,0.7,1006,0.3
117,2,6,5,2,2,婦人用洋服,2336,0.7,1011,0.4,545,0.2,2181,0.6,2756,0.8,3252,0.7,3026,0.7,1967,0.6,2530,0.8
118,2,6,5,2,3,子供用洋服,749,0.2,1618,0.6,2123,0.8,595,0.2,1243,0.4,477,0.1,264,0.1,-,-,263,0.1
119,2,5,5,3,0,シャツ・セーター類,2751,0.8,981,0.4,1649,0.6,3696,1.1,3143,0.9,3949,0.8,2269,0.6,2775,0.9,2392,0.8
120,2,6,5,3,1,男子用シャツ・セーター類,1215,0.3,342,0.1,589,0.2,1804,0.5,1116,0.3,1896,0.4,1335,0.3,526,0.2,1615,0.5
121,2,6,5,3,2,婦人用シャツ・セーター類,1313,0.4,109,0.0,664,0.2,1610,0.5,1541,0.4,2012,0.4,832,0.2,2249,0.7,777,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,223,0.1,529,0.2,396,0.1,282,0.1,486,0.1,42,0.0,102,0.0,-,-,-,-
123,2,5,5,4,0,下着類,1452,0.4,1011,0.4,803,0.3,727,0.2,1175,0.3,2388,0.5,2028,0.5,1327,0.4,1727,0.6
124,2,6,5,4,1,男子用下着類,391,0.1,213,0.1,249,0.1,100,0.0,429,0.1,485,0.1,467,0.1,270,0.1,767,0.2
125,2,6,5,4,2,婦人用下着類,915,0.3,546,0.2,390,0.1,300,0.1,383,0.1,1896,0.4,1550,0.4,1057,0.3,960,0.3
126,2,6,5,4,3,子供用下着類,145,0.0,252,0.1,164,0.1,327,0.1,363,0.1,7,0.0,11,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,126,0.0,34,0.0,11,0.0,38,0.0,210,0.1,170,0.0,276,0.1,128,0.0,15,0.0
128,2,5,5,6,0,他の被服,838,0.2,796,0.3,620,0.2,1118,0.3,803,0.2,1038,0.2,1014,0.2,663,0.2,545,0.2
129,2,5,5,7,0,履物類,1628,0.5,952,0.3,1932,0.7,2799,0.8,2515,0.7,872,0.2,897,0.2,1345,0.4,1435,0.5
130,2,5,5,8,0,被服関連サービス,1042,0.3,147,0.1,404,0.2,845,0.2,704,0.2,1390,0.3,2001,0.5,2096,0.7,339,0.1
131,2,4,6,0,0,保健医療,13107,3.7,10878,3.9,9447,3.5,18128,5.2,12329,3.5,15134,3.2,13558,3.3,10161,3.3,13424,4.3
132,2,5,6,1,0,医薬品,2354,0.7,1008,0.4,1608,0.6,2595,0.7,1816,0.5,3055,0.6,2667,0.7,2200,0.7,3394,1.1
133,2,5,6,2,0,健康保持用摂取品,940,0.3,244,0.1,827,0.3,207,0.1,505,0.1,2129,0.4,1322,0.3,432,0.1,1633,0.5
134,2,5,6,3,0,保健医療用品・器具,2996,0.8,4792,1.7,3090,1.2,2924,0.8,4658,1.3,2373,0.5,1779,0.4,2445,0.8,1746,0.6
135,2,5,6,4,0,保健医療サービス,6817,1.9,4834,1.7,3923,1.5,12403,3.5,5350,1.5,7577,1.6,7789,1.9,5085,1.7,6650,2.1
136,2,4,7,0,0,交通・通信,38831,11.0,24395,8.8,33002,12.3,42690,12.2,42886,12.1,39829,8.4,49010,12.0,39537,12.9,31042,9.9
137,2,5,7,1,0,交通,11695,3.3,12058,4.4,19292,7.2,5740,1.6,10606,3.0,18027,3.8,8858,2.2,9528,3.1,12238,3.9
138,2,5,7,2,0,自動車等関係費,13361,3.8,4191,1.5,6108,2.3,12452,3.6,19537,5.5,5204,1.1,26167,6.4,18666,6.1,6895,2.2
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1922,0.5,-,-,-,-,2755,0.8,1417,0.4,-,-,10037,2.5,-,-,-,-
141,2,6,7,2,3,自動車等維持,11438,3.2,4191,1.5,6108,2.3,9697,2.8,18120,5.1,5204,1.1,16129,4.0,18666,6.1,6895,2.2
142,2,5,7,3,0,通信,13775,3.9,8146,2.9,7602,2.8,24499,7.0,12743,3.6,16598,3.5,13986,3.4,11342,3.7,11909,3.8
143,2,4,8,0,0,教育,30495,8.6,5061,1.8,19879,7.4,11125,3.2,26697,7.5,70627,14.9,63934,15.7,4464,1.5,25427,8.1
144,2,5,8,1,0,授業料等,26058,7.4,4364,1.6,7621,2.8,6207,1.8,19468,5.5,66370,14.0,57449,14.1,4464,1.5,24856,7.9
145,2,5,8,2,0,教科書・学習参考教材,212,0.1,184,0.1,144,0.1,195,0.1,292,0.1,750,0.2,-,-,-,-,-,-
146,2,5,8,3,0,補習教育,4224,1.2,514,0.2,12114,4.5,4722,1.3,6937,2.0,3507,0.7,6485,1.6,-,-,571,0.2
147,2,4,9,0,0,教養娯楽,43994,12.5,21997,7.9,29620,11.0,55660,15.9,64247,18.1,50981,10.7,42664,10.5,30983,10.1,34606,11.1
148,2,5,9,1,0,教養娯楽用耐久財,4341,1.2,740,0.3,547,0.2,1361,0.4,19515,5.5,401,0.1,1500,0.4,659,0.2,967,0.3
149,2,5,9,2,0,教養娯楽用品,10900,3.1,7246,2.6,7069,2.6,11345,3.2,9441,2.7,15783,3.3,15659,3.8,7790,2.5,10193,3.3
150,2,5,9,3,0,書籍・他の印刷物,2954,0.8,2557,0.9,1678,0.6,2314,0.7,2565,0.7,3156,0.7,2339,0.6,3677,1.2,4880,1.6
151,2,5,9,4,0,教養娯楽サービス,25800,7.3,11455,4.1,20326,7.6,40640,11.6,32726,9.2,31641,6.7,23166,5.7,18857,6.2,18566,5.9
152,2,6,9,4,1,宿泊料,3296,0.9,226,0.1,2545,0.9,6546,1.9,2394,0.7,1909,0.4,4832,1.2,3803,1.2,3718,1.2
153,2,6,9,4,2,パック旅行費,4388,1.2,200,0.1,449,0.2,12259,3.5,5884,1.7,8976,1.9,1365,0.3,1291,0.4,1213,0.4
154,2,6,9,4,3,月謝類,4963,1.4,1818,0.7,3116,1.2,10226,2.9,9697,2.7,1940,0.4,3242,0.8,2497,0.8,4103,1.3
155,2,6,9,4,4,他の教養娯楽サービス,13153,3.7,9212,3.3,14216,5.3,11609,3.3,14751,4.2,18816,4.0,13727,3.4,11266,3.7,9532,3.0
156,2,4,10,0,0,その他の消費支出,44210,12.5,31085,11.2,32352,12.1,40953,11.7,41042,11.6,61422,12.9,58564,14.4,41142,13.4,37425,12.0
157,2,5,10,1,0,諸雑費,23546,6.7,16135,5.8,19544,7.3,29323,8.4,23188,6.5,26083,5.5,29556,7.3,23299,7.6,17588,5.6
158,2,6,10,1,1,理美容サービス,3955,1.1,1892,0.7,1393,0.5,6703,1.9,4736,1.3,4242,0.9,5041,1.2,2850,0.9,2878,0.9
159,2,6,10,1,2,理美容用品,5100,1.4,3920,1.4,4053,1.5,4073,1.2,4742,1.3,7409,1.6,6075,1.5,4745,1.5,4838,1.5
160,2,6,10,1,3,身の回り用品,1992,0.6,1267,0.5,2644,1.0,2850,0.8,3303,0.9,1748,0.4,918,0.2,1938,0.6,879,0.3
161,2,6,10,1,4,たばこ,1167,0.3,723,0.3,1084,0.4,665,0.2,1175,0.3,515,0.1,2213,0.5,1173,0.4,1647,0.5
162,2,6,10,1,5,他の諸雑費,11331,3.2,8334,3.0,10370,3.9,15031,4.3,9232,2.6,12169,2.6,15310,3.8,12593,4.1,7346,2.3
163,2,5,10,2,0,こづかい,4620,1.3,-,-,-,-,972,0.3,9125,2.6,8513,1.8,5263,1.3,2629,0.9,4615,1.5
164,2,5,10,3,0,交際費,14177,4.0,14949,5.4,12809,4.8,10657,3.0,8729,2.5,18650,3.9,19122,4.7,15072,4.9,14630,4.7
165,2,6,10,3,0,食料,4807,1.4,4971,1.8,1782,0.7,4245,1.2,2614,0.7,6045,1.3,5202,1.3,4327,1.4,8857,2.8
166,2,6,10,3,0,家具・家事用品,160,0.0,43,0.0,385,0.1,11,0.0,51,0.0,58,0.0,-,-,596,0.2,271,0.1
167,2,6,10,3,0,被服及び履物,788,0.2,799,0.3,243,0.1,176,0.1,15,0.0,1967,0.4,2333,0.6,483,0.2,174,0.1
168,2,6,10,3,0,教養娯楽,854,0.2,970,0.4,757,0.3,107,0.0,1071,0.3,503,0.1,2458,0.6,197,0.1,584,0.2
169,2,6,10,3,0,他の物品サービス,646,0.2,56,0.0,29,0.0,11,0.0,293,0.1,2429,0.5,165,0.0,1456,0.5,280,0.1
170,2,6,10,3,6,贈与金,2758,0.8,4551,1.6,5502,2.1,2651,0.8,473,0.1,3932,0.8,4720,1.2,836,0.3,1766,0.6
171,2,6,10,3,7,他の交際費,4163,1.2,3558,1.3,4111,1.5,3457,1.0,4213,1.2,3715,0.8,4246,1.0,7177,2.3,2698,0.9
172,2,5,10,4,0,仕送り金,1866,0.5,-,-,-,-,-,-,-,-,8177,1.7,4622,1.1,142,0.0,593,0.2
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,33974,9.6,6114,2.2,26022,9.7,16999,4.9,28836,8.1,75772,16.0,69581,17.1,4758,1.6,27849,8.9
175,2,3,0,0,0,（再掲）教養娯楽関係費,51508,14.6,29482,10.6,39832,14.8,59006,16.9,69245,19.5,62980,13.3,50180,12.3,38820,12.7,42855,13.7
