1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
79,2,6,1,7,1,油脂,429,0.1,448,0.1,417,0.1,247,0.1,216,0.0
80,2,6,1,7,2,調味料,3861,1.0,4027,1.0,3272,0.9,4077,1.5,3090,0.7
81,2,5,1,8,0,菓子類,8572,2.2,8719,2.2,7965,2.2,7381,2.7,8995,1.9
82,2,5,1,9,0,調理食品,14001,3.5,14131,3.5,14173,3.9,11681,4.3,12063,2.6
83,2,6,1,9,1,主食的調理食品,6544,1.6,6395,1.6,7665,2.1,4741,1.8,5607,1.2
84,2,6,1,9,2,他の調理食品,7457,1.9,7736,1.9,6508,1.8,6939,2.6,6457,1.4
85,2,5,1,10,0,飲料,6163,1.6,6142,1.5,5755,1.6,7416,2.7,7617,1.6
86,2,6,1,10,1,茶類,1371,0.3,1347,0.3,1298,0.4,1936,0.7,1824,0.4
87,2,6,1,10,2,コーヒー・ココア,1269,0.3,1249,0.3,1185,0.3,1333,0.5,1974,0.4
88,2,6,1,10,3,他の飲料,3523,0.9,3546,0.9,3273,0.9,4147,1.5,3819,0.8
89,2,5,1,11,0,酒類,3690,0.9,3832,0.9,2521,0.7,5200,1.9,5122,1.1
90,2,5,1,12,0,外食,20378,5.1,20614,5.1,19428,5.4,12853,4.7,24071,5.2
91,2,6,1,12,1,一般外食,19734,5.0,19917,4.9,18922,5.2,12853,4.7,23478,5.1
92,2,6,1,12,2,学校給食,644,0.2,696,0.2,506,0.1,-,-,593,0.1
93,2,4,2,0,0,住居,27852,7.0,10767,2.7,93630,25.9,52567,19.4,60300,13.0
94,2,5,2,1,0,家賃地代,19654,4.9,153,0.0,93491,25.8,52065,19.2,59679,12.9
95,2,5,2,2,0,設備修繕・維持,8198,2.1,10614,2.6,139,0.0,502,0.2,620,0.1
96,2,6,2,2,1,設備材料,796,0.2,1008,0.2,131,0.0,-,-,21,0.0
97,2,6,2,2,2,工事その他のサービス,7401,1.9,9606,2.4,8,0.0,502,0.2,599,0.1
98,2,4,3,0,0,光熱・水道,26521,6.7,26820,6.6,22642,6.3,36780,13.6,31648,6.8
99,2,5,3,1,0,電気代,12809,3.2,13194,3.3,9787,2.7,19167,7.1,14835,3.2
100,2,5,3,2,0,ガス代,8918,2.2,8924,2.2,8267,2.3,12665,4.7,9499,2.1
101,2,5,3,3,0,他の光熱,43,0.0,56,0.0,-,-,7,0.0,-,-
102,2,5,3,4,0,上下水道料,4750,1.2,4646,1.1,4589,1.3,4942,1.8,7314,1.6
103,2,4,4,0,0,家具・家事用品,13391,3.4,14081,3.5,9044,2.5,8065,3.0,21637,4.7
104,2,5,4,1,0,家庭用耐久財,5639,1.4,6164,1.5,1675,0.5,-,-,15569,3.4
105,2,6,4,1,1,家事用耐久財,3273,0.8,3860,1.0,829,0.2,-,-,4272,0.9
106,2,6,4,1,2,冷暖房用器具,1952,0.5,1954,0.5,-,-,-,-,11297,2.4
107,2,6,4,1,3,一般家具,413,0.1,351,0.1,846,0.2,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,582,0.1,563,0.1,807,0.2,-,-,296,0.1
109,2,5,4,3,0,寝具類,434,0.1,552,0.1,23,0.0,-,-,155,0.0
110,2,5,4,4,0,家事雑貨,2325,0.6,2466,0.6,1689,0.5,3332,1.2,1793,0.4
111,2,5,4,5,0,家事用消耗品,3781,1.0,3789,0.9,3663,1.0,4442,1.6,3764,0.8
112,2,5,4,6,0,家事サービス,631,0.2,546,0.1,1187,0.3,291,0.1,60,0.0
113,2,4,5,0,0,被服及び履物,14616,3.7,15031,3.7,13125,3.6,8449,3.1,16425,3.6
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5862,1.5,6080,1.5,4690,1.3,3158,1.2,8194,1.8
116,2,6,5,2,1,男子用洋服,2467,0.6,2479,0.6,2303,0.6,615,0.2,3959,0.9
117,2,6,5,2,2,婦人用洋服,2691,0.7,2873,0.7,1729,0.5,2180,0.8,3600,0.8
118,2,6,5,2,3,子供用洋服,704,0.2,728,0.2,658,0.2,363,0.1,635,0.1
119,2,5,5,3,0,シャツ・セーター類,3203,0.8,3237,0.8,3406,0.9,1569,0.6,2609,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,1098,0.3,1007,0.2,1518,0.4,245,0.1,1520,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1878,0.5,2021,0.5,1504,0.4,1234,0.5,1089,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,227,0.1,208,0.1,384,0.1,90,0.0,-,-
123,2,5,5,4,0,下着類,1154,0.3,1250,0.3,701,0.2,1951,0.7,818,0.2
124,2,6,5,4,1,男子用下着類,191,0.0,227,0.1,59,0.0,145,0.1,97,0.0
125,2,6,5,4,2,婦人用下着類,732,0.2,774,0.2,442,0.1,1807,0.7,563,0.1
126,2,6,5,4,3,子供用下着類,231,0.1,249,0.1,199,0.1,-,-,158,0.0
127,2,5,5,5,0,生地・糸類,86,0.0,101,0.0,49,0.0,-,-,11,0.0
128,2,5,5,6,0,他の被服,901,0.2,920,0.2,855,0.2,535,0.2,933,0.2
129,2,5,5,7,0,履物類,2299,0.6,2408,0.6,1675,0.5,1236,0.5,3455,0.7
130,2,5,5,8,0,被服関連サービス,1110,0.3,1037,0.3,1749,0.5,-,-,405,0.1
131,2,4,6,0,0,保健医療,17825,4.5,19530,4.8,11884,3.3,5851,2.2,17151,3.7
132,2,5,6,1,0,医薬品,2700,0.7,2828,0.7,1755,0.5,1953,0.7,4680,1.0
133,2,5,6,2,0,健康保持用摂取品,1652,0.4,2043,0.5,422,0.1,-,-,336,0.1
134,2,5,6,3,0,保健医療用品・器具,3521,0.9,3618,0.9,3387,0.9,1824,0.7,3179,0.7
135,2,5,6,4,0,保健医療サービス,9951,2.5,11040,2.7,6321,1.7,2074,0.8,8956,1.9
136,2,4,7,0,0,交通・通信,37552,9.5,38782,9.6,29824,8.2,33705,12.5,49073,10.6
137,2,5,7,1,0,交通,14182,3.6,14393,3.6,12865,3.6,6374,2.4,20055,4.3
138,2,5,7,2,0,自動車等関係費,12458,3.1,13799,3.4,5649,1.6,14888,5.5,14499,3.1
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,628,0.2,689,0.2,-,-,4507,1.7,-,-
141,2,6,7,2,3,自動車等維持,11830,3.0,13110,3.2,5649,1.6,10381,3.8,14499,3.1
142,2,5,7,3,0,通信,10912,2.7,10590,2.6,11310,3.1,12443,4.6,14520,3.1
143,2,4,8,0,0,教育,65563,16.5,77125,19.0,23472,6.5,580,0.2,59861,12.9
144,2,5,8,1,0,授業料等,59720,15.0,70036,17.3,23020,6.4,-,-,51989,11.2
145,2,5,8,2,0,教科書・学習参考教材,859,0.2,941,0.2,19,0.0,-,-,3321,0.7
146,2,5,8,3,0,補習教育,4983,1.3,6148,1.5,433,0.1,580,0.2,4551,1.0
147,2,4,9,0,0,教養娯楽,38573,9.7,41883,10.3,30333,8.4,18196,6.7,21731,4.7
148,2,5,9,1,0,教養娯楽用耐久財,3274,0.8,3691,0.9,2493,0.7,-,-,448,0.1
149,2,5,9,2,0,教養娯楽用品,10763,2.7,11943,2.9,7596,2.1,4379,1.6,5245,1.1
150,2,5,9,3,0,書籍・他の印刷物,3232,0.8,3380,0.8,2726,0.8,1187,0.4,3690,0.8
151,2,5,9,4,0,教養娯楽サービス,21304,5.4,22868,5.6,17519,4.8,12630,4.7,12349,2.7
152,2,6,9,4,1,宿泊料,2431,0.6,2862,0.7,1179,0.3,-,-,876,0.2
153,2,6,9,4,2,パック旅行費,1308,0.3,1702,0.4,15,0.0,-,-,-,-
154,2,6,9,4,3,月謝類,4557,1.1,5026,1.2,2928,0.8,2737,1.0,3549,0.8
155,2,6,9,4,4,他の教養娯楽サービス,13008,3.3,13278,3.3,13397,3.7,9893,3.7,7924,1.7
156,2,4,10,0,0,その他の消費支出,58048,14.6,60967,15.0,43730,12.1,19762,7.3,84340,18.2
157,2,5,10,1,0,諸雑費,28390,7.1,29118,7.2,26738,7.4,17346,6.4,27632,6.0
158,2,6,10,1,1,理美容サービス,4579,1.2,4570,1.1,3451,1.0,1517,0.6,11233,2.4
159,2,6,10,1,2,理美容用品,5688,1.4,5883,1.5,5163,1.4,5461,2.0,4314,0.9
160,2,6,10,1,3,身の回り用品,2738,0.7,2599,0.6,4056,1.1,1860,0.7,285,0.1
161,2,6,10,1,4,たばこ,873,0.2,884,0.2,477,0.1,2030,0.7,1697,0.4
162,2,6,10,1,5,他の諸雑費,14513,3.7,15182,3.7,13591,3.8,6478,2.4,10103,2.2
163,2,5,10,2,0,こづかい,6560,1.7,7120,1.8,1328,0.4,-,-,21753,4.7
164,2,5,10,3,0,交際費,11490,2.9,11913,2.9,11825,3.3,2417,0.9,7009,1.5
165,2,6,10,3,0,食料,3250,0.8,2804,0.7,5865,1.6,826,0.3,1962,0.4
166,2,6,10,3,0,家具・家事用品,141,0.0,38,0.0,650,0.2,-,-,-,-
167,2,6,10,3,0,被服及び履物,82,0.0,83,0.0,105,0.0,-,-,-,-
168,2,6,10,3,0,教養娯楽,927,0.2,938,0.2,990,0.3,-,-,968,0.2
169,2,6,10,3,0,他の物品サービス,313,0.1,314,0.1,422,0.1,-,-,-,-
170,2,6,10,3,6,贈与金,1923,0.5,2371,0.6,615,0.2,-,-,-,-
171,2,6,10,3,7,他の交際費,4855,1.2,5364,1.3,3178,0.9,1591,0.6,4079,0.9
172,2,5,10,4,0,仕送り金,11607,2.9,12817,3.2,3839,1.1,-,-,27945,6.0
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,71821,18.1,83399,20.6,29281,8.1,1595,0.6,70634,15.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,45178,11.4,48639,12.0,36982,10.2,17377,6.4,29346,6.3
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13530,3.4,15188,3.7,4454,1.2,-,-,27945,6.0
177,2,3,0,0,0,（再掲）経常消費支出,258973,65.2,246722,60.9,298903,82.6,245864,90.8,329949,71.4
178,2,3,0,0,0,（再掲）情報通信関係費,15536,3.9,15322,3.8,16552,4.6,16680,6.2,14662,3.2
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,355870,89.6,379386,93.6,263953,72.9,218106,80.6,374178,80.9
180,2,2,0,0,0,その他の実支出,113515,-,114108,-,104368,-,60042,-,170522,-
181,2,3,0,0,0,直接税,49050,-,49253,-,45200,-,17101,-,79143,-
182,2,4,0,0,0,勤労所得税,23585,-,23532,-,22118,-,8007,-,39410,-
183,2,4,0,0,0,個人住民税,22495,-,21899,-,22845,-,9094,-,39732,-
184,2,4,0,0,0,他の税,2971,-,3822,-,237,-,-,-,-,-
185,2,3,0,0,0,社会保険料,60653,-,59884,-,59168,-,42941,-,91380,-
186,2,4,0,0,0,公的年金保険料,36763,-,36194,-,37120,-,22925,-,53707,-
187,2,4,0,0,0,健康保険料,17684,-,17302,-,17512,-,11160,-,29280,-
188,2,4,0,0,0,介護保険料,4115,-,4434,-,2064,-,7409,-,4941,-
189,2,4,0,0,0,他の社会保険料,2091,-,1954,-,2472,-,1447,-,3451,-
190,2,3,0,0,0,その他,3812,-,4972,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),690246,-,727034,-,559765,-,478818,-,660080,-
192,2,2,0,0,0,預貯金,495438,-,510527,-,435472,-,377724,-,527519,-
193,2,2,0,0,0,保険料,20898,-,22230,-,14606,-,23369,-,20882,-
194,2,3,0,0,0,個人・企業年金保険料,4726,-,5234,-,1651,-,-,-,10734,-
195,2,3,0,0,0,他の保険料,16171,-,16996,-,12955,-,23369,-,10148,-
196,2,2,0,0,0,有価証券購入,4523,-,4802,-,2587,-,-,-,9914,-
197,2,2,0,0,0,土地家屋借金返済,46956,-,59112,-,8001,-,-,-,6687,-
198,2,2,0,0,0,他の借金返済,968,-,1167,-,130,-,2291,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,119558,-,126964,-,98933,-,75433,-,90371,-
200,2,2,0,0,0,実支出以外の支払のその他,1906,-,2231,-,35,-,-,-,4706,-
201,2,1,0,0,0,繰越金,259105,-,227280,-,461218,-,91295,-,99124,-
202,3,0,0,0,0,可処分所得,514947,-,524737,-,474980,-,415618,-,552913,-
203,3,0,0,0,0,黒字,117696,-,119396,-,112943,-,144945,-,90491,-
204,3,1,0,0,0,金融資産純増,96513,-,88291,-,124810,-,83479,-,140112,-
205,3,3,0,0,0,貯蓄純増,91990,-,83489,-,122223,-,83479,-,130198,-
206,3,4,0,0,0,預貯金純増,81548,-,74692,-,107944,-,64671,-,109316,-
207,3,4,0,0,0,保険純増,10442,-,8797,-,14279,-,18807,-,20882,-
208,3,3,0,0,0,有価証券純購入,4523,-,4802,-,2587,-,-,-,9914,-
209,3,1,0,0,0,土地家屋借金純減,46956,-,59112,-,8001,-,-,-,6687,-
210,3,1,0,0,0,他の借金純減,283,-,274,-,130,-,2291,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-7079,-,-6233,-,-11398,-,36410,-,-28783,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1335,-,1882,-,-1618,-,-,-,4204,-
214,3,1,0,0,0,繰越純増,-20312,-,-23930,-,-6981,-,22765,-,-31729,-
