1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
60,2,6,1,2,2,塩干魚介,1001,0.3,1027,0.3,1005,0.2,634,0.2,x,x,1020,0.3,997,0.2
61,2,6,1,2,3,魚肉練製品,559,0.1,591,0.2,566,0.1,201,0.1,x,x,537,0.2,592,0.1
62,2,6,1,2,4,他の魚介加工品,787,0.2,801,0.2,781,0.2,884,0.3,x,x,768,0.2,844,0.2
63,2,5,1,3,0,肉類,9439,2.4,6852,2.0,10653,2.5,5925,1.8,x,x,7736,2.5,9527,2.1
64,2,6,1,3,1,生鮮肉,7748,2.0,5721,1.6,8717,2.0,4751,1.4,x,x,6361,2.0,7855,1.8
65,2,6,1,3,2,加工肉,1691,0.4,1131,0.3,1936,0.5,1175,0.4,x,x,1375,0.4,1673,0.4
66,2,5,1,4,0,乳卵類,4937,1.2,4066,1.2,5460,1.3,2343,0.7,x,x,3971,1.3,5174,1.2
67,2,6,1,4,1,牛乳,1382,0.3,960,0.3,1591,0.4,496,0.2,x,x,1116,0.4,1478,0.3
68,2,6,1,4,2,乳製品,2455,0.6,2074,0.6,2713,0.6,1352,0.4,x,x,1816,0.6,2585,0.6
69,2,6,1,4,3,卵,1100,0.3,1033,0.3,1156,0.3,494,0.1,x,x,1039,0.3,1111,0.2
70,2,5,1,5,0,野菜・海藻,9905,2.5,9237,2.6,10472,2.5,4975,1.5,x,x,8862,2.8,10392,2.3
71,2,6,1,5,1,生鮮野菜,7040,1.8,6341,1.8,7527,1.8,3264,1.0,x,x,6301,2.0,7419,1.7
72,2,6,1,5,2,乾物・海藻,668,0.2,584,0.2,736,0.2,302,0.1,x,x,483,0.2,694,0.2
73,2,6,1,5,3,大豆加工品,1077,0.3,966,0.3,1117,0.3,789,0.2,x,x,1137,0.4,1113,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1119,0.3,1345,0.4,1093,0.3,621,0.2,x,x,942,0.3,1166,0.3
75,2,5,1,6,0,果物,3064,0.8,3236,0.9,3100,0.7,1545,0.5,x,x,2868,0.9,3112,0.7
76,2,6,1,6,1,生鮮果物,2606,0.7,2797,0.8,2632,0.6,1353,0.4,x,x,2363,0.8,2628,0.6
77,2,6,1,6,2,果物加工品,458,0.1,439,0.1,469,0.1,193,0.1,-,-,505,0.2,484,0.1
78,2,5,1,7,0,油脂・調味料,4290,1.1,3954,1.1,4560,1.1,2790,0.8,x,x,3580,1.1,4450,1.0
79,2,6,1,7,1,油脂,429,0.1,228,0.1,508,0.1,110,0.0,-,-,418,0.1,428,0.1
80,2,6,1,7,2,調味料,3861,1.0,3727,1.1,4052,0.9,2680,0.8,x,x,3162,1.0,4022,0.9
81,2,5,1,8,0,菓子類,8572,2.2,7273,2.1,9371,2.2,4536,1.4,x,x,7043,2.3,9157,2.0
82,2,5,1,9,0,調理食品,14001,3.5,14150,4.1,14354,3.4,9182,2.8,x,x,12586,4.0,14459,3.2
83,2,6,1,9,1,主食的調理食品,6544,1.6,8052,2.3,6335,1.5,3697,1.1,x,x,5432,1.7,6605,1.5
84,2,6,1,9,2,他の調理食品,7457,1.9,6099,1.7,8018,1.9,5485,1.7,x,x,7154,2.3,7854,1.8
85,2,5,1,10,0,飲料,6163,1.6,6541,1.9,6086,1.4,5005,1.5,x,x,6203,2.0,6565,1.5
86,2,6,1,10,1,茶類,1371,0.3,1601,0.5,1247,0.3,1538,0.5,x,x,1680,0.5,1371,0.3
87,2,6,1,10,2,コーヒー・ココア,1269,0.3,1558,0.4,1219,0.3,706,0.2,x,x,1140,0.4,1446,0.3
88,2,6,1,10,3,他の飲料,3523,0.9,3381,1.0,3621,0.8,2762,0.8,x,x,3383,1.1,3748,0.8
89,2,5,1,11,0,酒類,3690,0.9,4430,1.3,3426,0.8,6259,1.9,x,x,3104,1.0,3575,0.8
90,2,5,1,12,0,外食,20378,5.1,20366,5.8,21218,5.0,25311,7.7,x,x,12865,4.1,23781,5.3
91,2,6,1,12,1,一般外食,19734,5.0,20366,5.8,20264,4.7,25311,7.7,x,x,12767,4.1,22785,5.1
92,2,6,1,12,2,学校給食,644,0.2,-,-,954,0.2,-,-,-,-,98,0.0,997,0.2
93,2,4,2,0,0,住居,27852,7.0,62801,18.0,18673,4.4,32529,9.8,x,x,11952,3.8,32777,7.3
94,2,5,2,1,0,家賃地代,19654,4.9,32462,9.3,16763,3.9,31362,9.5,x,x,7388,2.4,20106,4.5
95,2,5,2,2,0,設備修繕・維持,8198,2.1,30339,8.7,1910,0.4,1167,0.4,-,-,4564,1.5,12671,2.8
96,2,6,2,2,1,設備材料,796,0.2,2188,0.6,425,0.1,312,0.1,-,-,411,0.1,973,0.2
97,2,6,2,2,2,工事その他のサービス,7401,1.9,28150,8.1,1485,0.3,855,0.3,-,-,4153,1.3,11697,2.6
98,2,4,3,0,0,光熱・水道,26521,6.7,23137,6.6,27079,6.3,26425,8.0,x,x,30329,9.7,26239,5.9
99,2,5,3,1,0,電気代,12809,3.2,12064,3.5,12939,3.0,11248,3.4,x,x,14068,4.5,12413,2.8
100,2,5,3,2,0,ガス代,8918,2.2,8120,2.3,9087,2.1,8949,2.7,x,x,9527,3.0,9230,2.1
101,2,5,3,3,0,他の光熱,43,0.0,15,0.0,17,0.0,-,-,-,-,307,0.1,51,0.0
102,2,5,3,4,0,上下水道料,4750,1.2,2938,0.8,5035,1.2,6228,1.9,x,x,6426,2.1,4545,1.0
103,2,4,4,0,0,家具・家事用品,13391,3.4,20759,6.0,9945,2.3,68760,20.8,x,x,4345,1.4,9000,2.0
104,2,5,4,1,0,家庭用耐久財,5639,1.4,13378,3.8,1477,0.3,63921,19.3,x,x,-,-,1314,0.3
105,2,6,4,1,1,家事用耐久財,3273,0.8,12715,3.6,843,0.2,-,-,-,-,-,-,928,0.2
106,2,6,4,1,2,冷暖房用器具,1952,0.5,-,-,241,0.1,63564,19.2,x,x,-,-,8,0.0
107,2,6,4,1,3,一般家具,413,0.1,663,0.2,393,0.1,357,0.1,-,-,-,-,378,0.1
108,2,5,4,2,0,室内装備・装飾品,582,0.1,949,0.3,550,0.1,16,0.0,-,-,136,0.0,516,0.1
109,2,5,4,3,0,寝具類,434,0.1,252,0.1,550,0.1,200,0.1,-,-,88,0.0,569,0.1
110,2,5,4,4,0,家事雑貨,2325,0.6,1972,0.6,2685,0.6,1019,0.3,-,-,950,0.3,2259,0.5
111,2,5,4,5,0,家事用消耗品,3781,1.0,4079,1.2,3805,0.9,3569,1.1,x,x,2983,1.0,3694,0.8
112,2,5,4,6,0,家事サービス,631,0.2,129,0.0,878,0.2,36,0.0,-,-,188,0.1,649,0.1
113,2,4,5,0,0,被服及び履物,14616,3.7,10394,3.0,17143,4.0,5060,1.5,x,x,9075,2.9,17211,3.8
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5862,1.5,3763,1.1,6958,1.6,2685,0.8,x,x,3788,1.2,7222,1.6
116,2,6,5,2,1,男子用洋服,2467,0.6,2335,0.7,2737,0.6,1593,0.5,-,-,1098,0.4,3109,0.7
117,2,6,5,2,2,婦人用洋服,2691,0.7,1427,0.4,3269,0.8,807,0.2,-,-,2025,0.6,3291,0.7
118,2,6,5,2,3,子供用洋服,704,0.2,-,-,952,0.2,285,0.1,x,x,665,0.2,823,0.2
119,2,5,5,3,0,シャツ・セーター類,3203,0.8,2697,0.8,3550,0.8,1285,0.4,x,x,2457,0.8,3798,0.8
120,2,6,5,3,1,男子用シャツ・セーター類,1098,0.3,1572,0.5,1037,0.2,590,0.2,-,-,597,0.2,1242,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1878,0.5,1125,0.3,2183,0.5,624,0.2,-,-,1803,0.6,2333,0.5
122,2,6,5,3,3,子供用シャツ・セーター類,227,0.1,-,-,330,0.1,71,0.0,x,x,57,0.0,223,0.0
123,2,5,5,4,0,下着類,1154,0.3,780,0.2,1386,0.3,-,-,-,-,694,0.2,1237,0.3
124,2,6,5,4,1,男子用下着類,191,0.0,225,0.1,201,0.0,-,-,-,-,95,0.0,189,0.0
125,2,6,5,4,2,婦人用下着類,732,0.2,555,0.2,860,0.2,-,-,-,-,443,0.1,796,0.2
126,2,6,5,4,3,子供用下着類,231,0.1,-,-,325,0.1,-,-,-,-,156,0.0,252,0.1
127,2,5,5,5,0,生地・糸類,86,0.0,7,0.0,94,0.0,78,0.0,-,-,212,0.1,74,0.0
128,2,5,5,6,0,他の被服,901,0.2,530,0.2,1062,0.2,644,0.2,x,x,673,0.2,1052,0.2
129,2,5,5,7,0,履物類,2299,0.6,1328,0.4,2892,0.7,368,0.1,-,-,863,0.3,2598,0.6
130,2,5,5,8,0,被服関連サービス,1110,0.3,1288,0.4,1201,0.3,-,-,-,-,386,0.1,1230,0.3
131,2,4,6,0,0,保健医療,17825,4.5,15832,4.5,18067,4.2,6934,2.1,x,x,23985,7.7,16028,3.6
132,2,5,6,1,0,医薬品,2700,0.7,3573,1.0,2170,0.5,2329,0.7,-,-,4610,1.5,2265,0.5
133,2,5,6,2,0,健康保持用摂取品,1652,0.4,1172,0.3,1162,0.3,1090,0.3,-,-,6454,2.1,1506,0.3
134,2,5,6,3,0,保健医療用品・器具,3521,0.9,2331,0.7,4186,1.0,1179,0.4,x,x,2197,0.7,4215,0.9
135,2,5,6,4,0,保健医療サービス,9951,2.5,8756,2.5,10548,2.5,2336,0.7,-,-,10725,3.4,8041,1.8
136,2,4,7,0,0,交通・通信,37552,9.5,31789,9.1,39895,9.3,33667,10.2,x,x,35157,11.2,43215,9.7
137,2,5,7,1,0,交通,14182,3.6,11682,3.3,14943,3.5,18816,5.7,-,-,13061,4.2,17152,3.8
138,2,5,7,2,0,自動車等関係費,12458,3.1,10907,3.1,13553,3.2,3905,1.2,x,x,10758,3.4,14969,3.3
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,628,0.2,800,0.2,687,0.2,-,-,-,-,-,-,1065,0.2
141,2,6,7,2,3,自動車等維持,11830,3.0,10107,2.9,12866,3.0,3905,1.2,x,x,10758,3.4,13904,3.1
142,2,5,7,3,0,通信,10912,2.7,9201,2.6,11399,2.7,10947,3.3,x,x,11337,3.6,11094,2.5
143,2,4,8,0,0,教育,65563,16.5,-,-,93814,22.0,13437,4.1,x,x,29262,9.4,87331,19.5
144,2,5,8,1,0,授業料等,59720,15.0,-,-,85739,20.1,7394,2.2,x,x,26080,8.3,79659,17.8
145,2,5,8,2,0,教科書・学習参考教材,859,0.2,-,-,1010,0.2,6044,1.8,x,x,168,0.1,1171,0.3
146,2,5,8,3,0,補習教育,4983,1.3,-,-,7064,1.7,-,-,-,-,3015,1.0,6501,1.5
147,2,4,9,0,0,教養娯楽,38573,9.7,36223,10.4,41528,9.7,12843,3.9,x,x,30566,9.8,42989,9.6
148,2,5,9,1,0,教養娯楽用耐久財,3274,0.8,2542,0.7,3815,0.9,467,0.1,-,-,1927,0.6,3733,0.8
149,2,5,9,2,0,教養娯楽用品,10763,2.7,12072,3.5,10771,2.5,1980,0.6,x,x,10362,3.3,10230,2.3
150,2,5,9,3,0,書籍・他の印刷物,3232,0.8,4029,1.2,3107,0.7,1713,0.5,-,-,2759,0.9,3553,0.8
151,2,5,9,4,0,教養娯楽サービス,21304,5.4,17581,5.0,23835,5.6,8683,2.6,x,x,15519,5.0,25473,5.7
152,2,6,9,4,1,宿泊料,2431,0.6,1313,0.4,2748,0.6,1685,0.5,-,-,2953,0.9,2763,0.6
153,2,6,9,4,2,パック旅行費,1308,0.3,-,-,1724,0.4,-,-,-,-,1726,0.6,1920,0.4
154,2,6,9,4,3,月謝類,4557,1.1,1587,0.5,6005,1.4,2223,0.7,x,x,1697,0.5,5732,1.3
155,2,6,9,4,4,他の教養娯楽サービス,13008,3.3,14681,4.2,13358,3.1,4776,1.4,x,x,9143,2.9,15057,3.4
156,2,4,10,0,0,その他の消費支出,58048,14.6,56808,16.3,58804,13.8,53194,16.1,x,x,56937,18.2,69586,15.5
157,2,5,10,1,0,諸雑費,28390,7.1,30174,8.7,26897,6.3,10991,3.3,x,x,40319,12.9,31343,7.0
158,2,6,10,1,1,理美容サービス,4579,1.2,5675,1.6,4445,1.0,3725,1.1,x,x,3279,1.0,6252,1.4
159,2,6,10,1,2,理美容用品,5688,1.4,5910,1.7,6089,1.4,2468,0.7,x,x,3270,1.0,6345,1.4
160,2,6,10,1,3,身の回り用品,2738,0.7,4597,1.3,2236,0.5,110,0.0,x,x,2867,0.9,3655,0.8
161,2,6,10,1,4,たばこ,873,0.2,945,0.3,688,0.2,2422,0.7,-,-,1560,0.5,1150,0.3
162,2,6,10,1,5,他の諸雑費,14513,3.7,13047,3.7,13438,3.1,2266,0.7,x,x,29343,9.4,13942,3.1
163,2,5,10,2,0,こづかい,6560,1.7,4685,1.3,7061,1.7,-,-,-,-,9274,3.0,7685,1.7
164,2,5,10,3,0,交際費,11490,2.9,17261,4.9,10631,2.5,2314,0.7,x,x,7171,2.3,13082,2.9
165,2,6,10,3,0,食料,3250,0.8,7031,2.0,2415,0.6,436,0.1,x,x,1402,0.4,3955,0.9
166,2,6,10,3,0,家具・家事用品,141,0.0,112,0.0,165,0.0,-,-,-,-,72,0.0,45,0.0
167,2,6,10,3,0,被服及び履物,82,0.0,111,0.0,83,0.0,-,-,-,-,33,0.0,55,0.0
168,2,6,10,3,0,教養娯楽,927,0.2,1491,0.4,914,0.2,-,-,-,-,5,0.0,1419,0.3
169,2,6,10,3,0,他の物品サービス,313,0.1,935,0.3,142,0.0,68,0.0,-,-,182,0.1,293,0.1
170,2,6,10,3,6,贈与金,1923,0.5,3063,0.9,1594,0.4,595,0.2,-,-,2070,0.7,1903,0.4
171,2,6,10,3,7,他の交際費,4855,1.2,4517,1.3,5319,1.2,1215,0.4,-,-,3408,1.1,5411,1.2
172,2,5,10,4,0,仕送り金,11607,2.9,4688,1.3,14215,3.3,39888,12.1,-,-,173,0.1,17475,3.9
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,71821,18.1,3825,1.1,100960,23.6,21323,6.4,x,x,34248,11.0,94129,21.0
175,2,3,0,0,0,（再掲）教養娯楽関係費,45178,11.4,47217,13.5,46975,11.0,18706,5.7,x,x,35615,11.4,50637,11.3
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13530,3.4,7752,2.2,15809,3.7,40483,12.2,-,-,2243,0.7,19378,4.3
177,2,3,0,0,0,（再掲）経常消費支出,258973,65.2,256121,73.4,264880,62.0,210335,63.6,x,x,237863,76.1,274335,61.3
178,2,3,0,0,0,（再掲）情報通信関係費,15536,3.9,15139,4.3,15581,3.6,14620,4.4,x,x,16406,5.2,15681,3.5
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,355870,89.6,278192,79.8,392898,91.9,257652,77.9,x,x,298394,95.5,395585,88.4
180,2,2,0,0,0,その他の実支出,113515,-,135751,-,115781,-,87857,-,x,-,53827,-,130902,-
181,2,3,0,0,0,直接税,49050,-,49726,-,53519,-,44983,-,x,-,16598,-,58681,-
182,2,4,0,0,0,勤労所得税,23585,-,20835,-,26920,-,23117,-,x,-,6082,-,28107,-
183,2,4,0,0,0,個人住民税,22495,-,24834,-,23616,-,21866,-,x,-,9239,-,26192,-
184,2,4,0,0,0,他の税,2971,-,4058,-,2984,-,-,-,-,-,1277,-,4382,-
185,2,3,0,0,0,社会保険料,60653,-,69080,-,61965,-,42874,-,x,-,37229,-,72153,-
186,2,4,0,0,0,公的年金保険料,36763,-,40711,-,38641,-,22708,-,x,-,18449,-,44806,-
187,2,4,0,0,0,健康保険料,17684,-,21111,-,17627,-,14946,-,x,-,11029,-,20862,-
188,2,4,0,0,0,介護保険料,4115,-,4771,-,3555,-,3591,-,-,-,6793,-,3939,-
189,2,4,0,0,0,他の社会保険料,2091,-,2486,-,2142,-,1629,-,x,-,959,-,2545,-
190,2,3,0,0,0,その他,3812,-,16946,-,297,-,-,-,-,-,-,-,68,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),690246,-,659309,-,731809,-,484329,-,x,-,525301,-,774514,-
192,2,2,0,0,0,預貯金,495438,-,525292,-,506040,-,368290,-,x,-,389156,-,537249,-
193,2,2,0,0,0,保険料,20898,-,23032,-,21625,-,7870,-,x,-,14718,-,24122,-
194,2,3,0,0,0,個人・企業年金保険料,4726,-,3787,-,5153,-,-,-,-,-,5259,-,6077,-
195,2,3,0,0,0,他の保険料,16171,-,19245,-,16471,-,7870,-,x,-,9459,-,18045,-
196,2,2,0,0,0,有価証券購入,4523,-,3399,-,5606,-,-,-,-,-,700,-,7334,-
197,2,2,0,0,0,土地家屋借金返済,46956,-,20788,-,59080,-,17840,-,-,-,28896,-,61786,-
198,2,2,0,0,0,他の借金返済,968,-,404,-,1201,-,789,-,-,-,642,-,1395,-
199,2,2,0,0,0,クレジット購入借入金返済,119558,-,85451,-,135728,-,89540,-,x,-,90972,-,139644,-
200,2,2,0,0,0,実支出以外の支払のその他,1906,-,943,-,2530,-,-,-,-,-,218,-,2983,-
201,2,1,0,0,0,繰越金,259105,-,292972,-,276842,-,41411,-,x,-,119839,-,303572,-
202,3,0,0,0,0,可処分所得,514947,-,491263,-,540361,-,381173,-,x,-,427470,-,573757,-
203,3,0,0,0,0,黒字,117696,-,142519,-,112982,-,50509,-,x,-,114881,-,126018,-
204,3,1,0,0,0,金融資産純増,96513,-,190342,-,66695,-,58970,-,x,-,106278,-,81846,-
205,3,3,0,0,0,貯蓄純増,91990,-,186943,-,61089,-,58970,-,x,-,105579,-,74512,-
206,3,4,0,0,0,預貯金純増,81548,-,184789,-,47696,-,51100,-,x,-,96485,-,54357,-
207,3,4,0,0,0,保険純増,10442,-,2154,-,13393,-,7870,-,x,-,9094,-,20156,-
208,3,3,0,0,0,有価証券純購入,4523,-,3399,-,5606,-,-,-,-,-,700,-,7334,-
209,3,1,0,0,0,土地家屋借金純減,46956,-,20788,-,59080,-,17840,-,-,-,28896,-,61786,-
210,3,1,0,0,0,他の借金純減,283,-,404,-,265,-,789,-,-,-,-22,-,226,-
211,3,1,0,0,0,クレジット購入借入金純減,-7079,-,-39463,-,1015,-,30630,-,x,-,-2186,-,-1123,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1335,-,-1011,-,2299,-,-,-,-,-,218,-,1951,-
214,3,1,0,0,0,繰越純増,-20312,-,-28542,-,-16372,-,-57720,-,x,-,-18303,-,-18668,-
