1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
16,1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,15961,4.1,101.7,16427,4.1,5347,2.0,5488,2.0,20507,4.7,20294,4.5,13801,4.5
21,1,6,0,0,0,うち女,15961,4.1,101.7,16427,4.1,5347,2.0,5488,2.0,20507,4.7,20294,4.5,13801,4.5
22,1,4,0,0,0,他の世帯員収入,16784,4.4,24.8,11317,2.8,4489,1.7,4548,1.7,22051,5.1,13710,3.1,42078,13.8
23,1,3,0,0,0,事業・内職収入,10362,2.7,66.8,10202,2.5,2711,1.0,2470,0.9,13640,3.1,12936,2.9,11102,3.7
24,1,4,0,0,0,家賃収入,6608,1.7,151.9,7150,1.8,1768,0.7,2470,0.9,8681,2.0,8804,2.0,4101,1.3
25,1,4,0,0,0,他の事業収入,1006,0.3,174.1,54,0.0,-,-,-,-,1437,0.3,73,0.0,5411,1.8
26,1,4,0,0,0,内職収入,2748,0.7,-14.7,2998,0.7,942,0.4,-,-,3522,0.8,4058,0.9,1590,0.5
27,1,3,0,0,0,他の経常収入,336867,87.4,-6.4,359295,89.1,253072,94.0,258521,94.4,372764,85.6,394921,88.0,233100,76.7
28,1,4,0,0,0,財産収入,4146,1.1,32.1,4321,1.1,-,-,-,-,5922,1.4,5848,1.3,3335,1.1
29,1,4,0,0,0,社会保障給付,331724,86.1,-6.9,354666,88.0,252813,93.9,258159,94.2,365529,84.0,388784,86.6,225581,74.2
30,1,5,0,0,0,公的年金給付,328976,85.3,-6.0,353106,87.6,250599,93.1,257436,94.0,362553,83.3,386927,86.2,217339,71.5
31,1,5,0,0,0,他の社会保障給付,2748,0.7,-56.6,1561,0.4,2214,0.8,723,0.3,2977,0.7,1857,0.4,8242,2.7
32,1,4,0,0,0,仕送り金,997,0.3,198.5,308,0.1,259,0.1,362,0.1,1313,0.3,289,0.1,4185,1.4
33,1,2,0,0,0,特別収入,5518,1.4,-32.3,5861,1.5,3514,1.3,2891,1.1,6376,1.5,6911,1.5,3930,1.3
34,1,3,0,0,0,受贈金,114,0.0,-53.1,133,0.0,296,0.1,413,0.2,36,0.0,34,0.0,27,0.0
35,1,3,0,0,0,他の特別収入,5404,1.4,-31.7,5728,1.4,3218,1.2,2478,0.9,6340,1.5,6877,1.5,3903,1.3
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),323515,-,-10.0,308441,-,291335,-,221915,-,337301,-,339030,-,393256,-
37,1,2,0,0,0,預貯金引出,216227,-,-17.8,217434,-,163796,-,172798,-,238688,-,233214,-,210644,-
38,1,2,0,0,0,保険金,56213,-,37.0,35945,-,92749,-,12898,-,40561,-,44093,-,149983,-
39,1,3,0,0,0,個人・企業年金保険金,31256,-,-21.8,35945,-,9537,-,12898,-,40561,-,44093,-,9563,-
40,1,3,0,0,0,他の保険金,24956,-,...,-,-,83212,-,-,-,-,-,-,-,140420,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,363,-,...,226,-,-,-,-,-,519,-,306,-,998,-
44,1,2,0,0,0,クレジット購入借入金,50712,-,-8.1,54836,-,34789,-,36219,-,57533,-,61418,-,31630,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
47,1,1,0,0,0,繰入金,96340,-,-9.1,106784,-,54506,-,61892,-,114261,-,122655,-,48017,-
48,2,0,0,0,0,支払,805347,-,-6.5,818328,-,614974,-,557725,-,886901,-,910458,-,745285,-
49,2,1,0,0,0,実支出,271261,-,-8.7,280421,-,201014,-,210101,-,301354,-,305281,-,228878,-
50,2,2,0,0,0,生計支出,229995,-,-9.6,235135,-,187132,-,195318,-,248358,-,249211,-,206217,-
51,2,3,0,0,0,消費支出,229995,100.0,-9.6,235135,100.0,187132,100.0,195318,100.0,248358,100.0,249211,100.0,206217,100.0
52,2,4,1,0,0,食料,71833,31.2,3.3,75269,32.0,56128,30.0,60632,31.0,78560,31.6,80443,32.3,55936,27.1
53,2,5,1,1,0,穀類,5921,2.6,-1.0,6081,2.6,5062,2.7,5297,2.7,6289,2.5,6358,2.6,5181,2.5
54,2,6,1,1,1,米類,1631,0.7,-1.7,1622,0.7,1434,0.8,1491,0.8,1716,0.7,1668,0.7,1674,0.8
55,2,6,1,1,2,パン,2476,1.1,-4.9,2578,1.1,2107,1.1,2062,1.1,2635,1.1,2761,1.1,2005,1.0
56,2,6,1,1,3,麺類,1382,0.6,6.1,1401,0.6,1204,0.6,1337,0.7,1458,0.6,1424,0.6,1292,0.6
57,2,6,1,1,4,他の穀類,432,0.2,3.1,479,0.2,318,0.2,407,0.2,480,0.2,505,0.2,211,0.1
58,2,5,1,2,0,魚介類,6614,2.9,-2.4,6915,2.9,5151,2.8,5259,2.7,7241,2.9,7500,3.0,5224,2.5
59,2,6,1,2,1,生鮮魚介,3588,1.6,-8.5,3807,1.6,2489,1.3,2615,1.3,4059,1.6,4229,1.7,2575,1.2
60,2,6,1,2,2,塩干魚介,1336,0.6,25.2,1294,0.6,1143,0.6,950,0.5,1419,0.6,1416,0.6,1533,0.7
61,2,6,1,2,3,魚肉練製品,714,0.3,-12.3,728,0.3,684,0.4,680,0.3,728,0.3,745,0.3,652,0.3
62,2,6,1,2,4,他の魚介加工品,975,0.4,0.1,1085,0.5,835,0.4,1014,0.5,1035,0.4,1110,0.4,465,0.2
63,2,5,1,3,0,肉類,6660,2.9,12.5,6924,2.9,5501,2.9,6065,3.1,7156,2.9,7227,2.9,5437,2.6
64,2,6,1,3,1,生鮮肉,5309,2.3,13.4,5523,2.3,4327,2.3,4831,2.5,5730,2.3,5767,2.3,4321,2.1
65,2,6,1,3,2,加工肉,1351,0.6,9.0,1401,0.6,1173,0.6,1233,0.6,1426,0.6,1460,0.6,1116,0.5
66,2,5,1,4,0,乳卵類,3936,1.7,1.6,4017,1.7,3724,2.0,3820,2.0,4026,1.6,4086,1.6,3559,1.7
67,2,6,1,4,1,牛乳,1231,0.5,1.7,1243,0.5,1158,0.6,1164,0.6,1262,0.5,1271,0.5,1173,0.6
68,2,6,1,4,2,乳製品,1808,0.8,-5.8,1839,0.8,1714,0.9,1731,0.9,1848,0.7,1878,0.8,1664,0.8
69,2,6,1,4,3,卵,897,0.4,20.7,935,0.4,851,0.5,925,0.5,916,0.4,938,0.4,722,0.4
70,2,5,1,5,0,野菜・海藻,9761,4.2,-8.0,10111,4.3,8382,4.5,8913,4.6,10351,4.2,10534,4.2,8141,3.9
71,2,6,1,5,1,生鮮野菜,6590,2.9,-7.4,6833,2.9,5729,3.1,6009,3.1,6959,2.8,7124,2.9,5467,2.7
72,2,6,1,5,2,乾物・海藻,710,0.3,-24.5,738,0.3,534,0.3,540,0.3,786,0.3,807,0.3,583,0.3
73,2,6,1,5,3,大豆加工品,1150,0.5,-6.3,1192,0.5,851,0.5,925,0.5,1278,0.5,1286,0.5,958,0.5
74,2,6,1,5,4,他の野菜・海藻加工品,1310,0.6,-1.6,1348,0.6,1268,0.7,1438,0.7,1328,0.5,1316,0.5,1134,0.5
75,2,5,1,6,0,果物,4492,2.0,1.3,4723,2.0,3777,2.0,3802,1.9,4799,1.9,5049,2.0,3423,1.7
76,2,6,1,6,1,生鮮果物,4052,1.8,-0.7,4229,1.8,3514,1.9,3537,1.8,4283,1.7,4473,1.8,3236,1.6
77,2,6,1,6,2,果物加工品,440,0.2,23.6,495,0.2,263,0.1,266,0.1,516,0.2,576,0.2,187,0.1
78,2,5,1,7,0,油脂・調味料,3185,1.4,-7.7,3205,1.4,2834,1.5,2984,1.5,3335,1.3,3283,1.3,3093,1.5
79,2,6,1,7,1,油脂,332,0.1,-13.8,339,0.1,317,0.2,354,0.2,339,0.1,333,0.1,302,0.1
80,2,6,1,7,2,調味料,2853,1.2,-6.9,2866,1.2,2517,1.3,2630,1.3,2996,1.2,2950,1.2,2791,1.4
81,2,5,1,8,0,菓子類,5776,2.5,4.2,6051,2.6,4527,2.4,5132,2.6,6311,2.5,6376,2.6,4503,2.2
82,2,5,1,9,0,調理食品,10663,4.6,-2.1,11147,4.7,9113,4.9,10253,5.2,11328,4.6,11463,4.6,8427,4.1
83,2,6,1,9,1,主食的調理食品,5023,2.2,3.1,5114,2.2,4546,2.4,4812,2.5,5227,2.1,5221,2.1,4598,2.2
84,2,6,1,9,2,他の調理食品,5641,2.5,-6.4,6032,2.6,4567,2.4,5440,2.8,6101,2.5,6242,2.5,3829,1.9
85,2,5,1,10,0,飲料,3626,1.6,-7.4,3821,1.6,2407,1.3,2585,1.3,4149,1.7,4258,1.7,2726,1.3
86,2,6,1,10,1,茶類,997,0.4,-16.1,1045,0.4,710,0.4,843,0.4,1119,0.5,1116,0.4,773,0.4
87,2,6,1,10,2,コーヒー・ココア,855,0.4,2.6,944,0.4,694,0.4,811,0.4,925,0.4,991,0.4,447,0.2
88,2,6,1,10,3,他の飲料,1774,0.8,-6.3,1833,0.8,1003,0.5,931,0.5,2105,0.8,2151,0.9,1506,0.7
89,2,5,1,11,0,酒類,3356,1.5,11.9,3655,1.6,2378,1.3,2992,1.5,3775,1.5,3889,1.6,1975,1.0
90,2,5,1,12,0,外食,7843,3.4,52.0,8620,3.7,3274,1.7,3529,1.8,9801,3.9,10420,4.2,4247,2.1
91,2,6,1,12,1,一般外食,7809,3.4,52.5,8579,3.6,3274,1.7,3529,1.8,9752,3.9,10364,4.2,4247,2.1
92,2,6,1,12,2,学校給食,34,0.0,-8.1,42,0.0,-,-,-,-,49,0.0,56,0.0,-,-
93,2,4,2,0,0,住居,19373,8.4,-6.8,13224,5.6,29062,15.5,28290,14.5,15222,6.1,7898,3.2,47822,23.2
94,2,5,2,1,0,家賃地代,9781,4.3,44.4,1562,0.7,11794,6.3,4175,2.1,8918,3.6,638,0.3,47805,23.2
95,2,5,2,2,0,設備修繕・維持,9592,4.2,-31.6,11662,5.0,17268,9.2,24115,12.3,6304,2.5,7259,2.9,18,0.0
96,2,6,2,2,1,設備材料,6162,2.7,-11.0,7490,3.2,16127,8.6,22521,11.5,1893,0.8,2176,0.9,18,0.0
97,2,6,2,2,2,工事その他のサービス,3430,1.5,-51.7,4172,1.8,1141,0.6,1594,0.8,4411,1.8,5083,2.0,-,-
98,2,4,3,0,0,光熱・水道,34365,14.9,19.9,36687,15.6,28884,15.4,33521,17.2,36713,14.8,37806,15.2,23624,11.5
99,2,5,3,1,0,電気代,16847,7.3,34.6,18181,7.7,13119,7.0,15078,7.7,18444,7.4,19278,7.7,10674,5.2
100,2,5,3,2,0,ガス代,11413,5.0,23.7,11951,5.1,10215,5.5,11897,6.1,11926,4.8,11970,4.8,8925,4.3
101,2,5,3,3,0,他の光熱,959,0.4,-37.2,1050,0.4,639,0.3,671,0.3,1096,0.4,1184,0.5,536,0.3
102,2,5,3,4,0,上下水道料,5147,2.2,-4.7,5505,2.3,4911,2.6,5875,3.0,5248,2.1,5374,2.2,3489,1.7
103,2,4,4,0,0,家具・家事用品,7352,3.2,-11.2,7526,3.2,5807,3.1,5135,2.6,8014,3.2,8371,3.4,6545,3.2
104,2,5,4,1,0,家庭用耐久財,1804,0.8,-48.8,1722,0.7,1596,0.9,939,0.5,1893,0.8,1999,0.8,2182,1.1
105,2,6,4,1,1,家事用耐久財,796,0.3,-41.4,903,0.4,814,0.4,890,0.5,788,0.3,908,0.4,299,0.1
106,2,6,4,1,2,冷暖房用器具,182,0.1,-91.5,164,0.1,191,0.1,49,0.0,178,0.1,205,0.1,263,0.1
107,2,6,4,1,3,一般家具,826,0.4,...,655,0.3,590,0.3,-,-,927,0.4,886,0.4,1620,0.8
108,2,5,4,2,0,室内装備・装飾品,554,0.2,134.7,633,0.3,753,0.4,1051,0.5,468,0.2,485,0.2,186,0.1
109,2,5,4,3,0,寝具類,285,0.1,-35.4,330,0.1,71,0.0,33,0.0,377,0.2,435,0.2,80,0.0
110,2,5,4,4,0,家事雑貨,1401,0.6,4.2,1473,0.6,1258,0.7,1071,0.5,1462,0.6,1615,0.6,1066,0.5
111,2,5,4,5,0,家事用消耗品,2408,1.0,4.5,2313,1.0,2080,1.1,2002,1.0,2549,1.0,2423,1.0,2849,1.4
112,2,5,4,6,0,家事サービス,900,0.4,105.0,1055,0.4,49,0.0,39,0.0,1265,0.5,1414,0.6,183,0.1
113,2,4,5,0,0,被服及び履物,4205,1.8,14.1,4826,2.1,2475,1.3,2703,1.4,4946,2.0,5577,2.2,1332,0.6
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,1842,0.8,32.0,2149,0.9,564,0.3,583,0.3,2389,1.0,2702,1.1,421,0.2
116,2,6,5,2,1,男子用洋服,594,0.3,109.9,680,0.3,334,0.2,306,0.2,705,0.3,812,0.3,194,0.1
117,2,6,5,2,2,婦人用洋服,1235,0.5,11.8,1456,0.6,230,0.1,277,0.1,1666,0.7,1873,0.8,212,0.1
118,2,6,5,2,3,子供用洋服,13,0.0,116.7,13,0.0,-,-,-,-,18,0.0,17,0.0,15,0.0
119,2,5,5,3,0,シャツ・セーター類,897,0.4,39.1,1047,0.4,237,0.1,219,0.1,1179,0.5,1340,0.5,201,0.1
120,2,6,5,3,1,男子用シャツ・セーター類,322,0.1,200.9,362,0.2,153,0.1,102,0.1,394,0.2,454,0.2,135,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,551,0.2,2.4,656,0.3,46,0.0,64,0.0,767,0.3,865,0.3,66,0.0
122,2,6,5,3,3,子供用シャツ・セーター類,24,0.0,...,30,0.0,38,0.0,53,0.0,18,0.0,21,0.0,-,-
123,2,5,5,4,0,下着類,460,0.2,-8.0,518,0.2,544,0.3,602,0.3,424,0.2,488,0.2,191,0.1
124,2,6,5,4,1,男子用下着類,185,0.1,0.0,184,0.1,321,0.2,290,0.1,127,0.1,146,0.1,191,0.1
125,2,6,5,4,2,婦人用下着類,268,0.1,-13.3,325,0.1,223,0.1,312,0.2,287,0.1,330,0.1,-,-
126,2,6,5,4,3,子供用下着類,7,0.0,16.7,9,0.0,-,-,-,-,10,0.0,12,0.0,-,-
127,2,5,5,5,0,生地・糸類,117,0.1,48.1,140,0.1,39,0.0,54,0.0,151,0.1,171,0.1,9,0.0
128,2,5,5,6,0,他の被服,198,0.1,-46.5,221,0.1,92,0.0,93,0.0,243,0.1,266,0.1,92,0.0
129,2,5,5,7,0,履物類,455,0.2,-20.6,503,0.2,454,0.2,542,0.3,455,0.2,489,0.2,232,0.1
130,2,5,5,8,0,被服関連サービス,237,0.1,91.1,248,0.1,546,0.3,609,0.3,105,0.0,121,0.0,186,0.1
131,2,4,6,0,0,保健医療,13948,6.1,8.6,14404,6.1,8067,4.3,8499,4.4,16467,6.6,16492,6.6,11836,5.7
132,2,5,6,1,0,医薬品,3665,1.6,32.2,3858,1.6,2783,1.5,2981,1.5,4042,1.6,4168,1.7,2770,1.3
133,2,5,6,2,0,健康保持用摂取品,1479,0.6,13.9,1640,0.7,1203,0.6,1071,0.5,1598,0.6,1842,0.7,735,0.4
134,2,5,6,3,0,保健医療用品・器具,1971,0.9,42.8,2042,0.9,933,0.5,893,0.5,2416,1.0,2448,1.0,1647,0.8
135,2,5,6,4,0,保健医療サービス,6832,3.0,-7.6,6864,2.9,3148,1.7,3554,1.8,8410,3.4,8034,3.2,6684,3.2
136,2,4,7,0,0,交通・通信,18737,8.1,-39.6,18196,7.7,16200,8.7,11248,5.8,19823,8.0,20653,8.3,21237,10.3
137,2,5,7,1,0,交通,3097,1.3,56.2,3155,1.3,1763,0.9,1233,0.6,3668,1.5,3834,1.5,2830,1.4
138,2,5,7,2,0,自動車等関係費,7724,3.4,-61.4,7091,3.0,8335,4.5,4412,2.3,7463,3.0,8038,3.2,10654,5.2
139,2,6,7,2,1,自動車等購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,89,0.0,-90.8,108,0.0,-,-,-,-,127,0.1,147,0.1,-,-
141,2,6,7,2,3,自動車等維持,7635,3.3,-25.4,6983,3.0,8335,4.5,4412,2.3,7335,3.0,7892,3.2,10654,5.2
142,2,5,7,3,0,通信,7915,3.4,-12.3,7950,3.4,6102,3.3,5603,2.9,8692,3.5,8780,3.5,7753,3.8
143,2,4,8,0,0,教育,1213,0.5,...,1460,0.6,-,-,-,-,1733,0.7,1976,0.8,72,0.0
144,2,5,8,1,0,授業料等,13,0.0,-75.0,-,-,-,-,-,-,18,0.0,-,-,72,0.0
145,2,5,8,2,0,教科書・学習参考教材,5,0.0,-16.7,6,0.0,-,-,-,-,8,0.0,9,0.0,-,-
146,2,5,8,3,0,補習教育,1195,0.5,...,1453,0.6,-,-,-,-,1707,0.7,1967,0.8,-,-
147,2,4,9,0,0,教養娯楽,29453,12.8,51.6,32244,13.7,19205,10.3,21207,10.9,33843,13.6,36146,14.5,16537,8.0
148,2,5,9,1,0,教養娯楽用耐久財,1519,0.7,35.3,1591,0.7,631,0.3,881,0.5,1899,0.8,1842,0.7,1186,0.6
149,2,5,9,2,0,教養娯楽用品,4261,1.9,39.6,4688,2.0,3146,1.7,3496,1.8,4738,1.9,5109,2.1,2284,1.1
150,2,5,9,3,0,書籍・他の印刷物,4358,1.9,0.6,4529,1.9,3254,1.7,3278,1.7,4831,1.9,4972,2.0,3566,1.7
151,2,5,9,4,0,教養娯楽サービス,19315,8.4,76.9,21437,9.1,12175,6.5,13553,6.9,22374,9.0,24224,9.7,9500,4.6
152,2,6,9,4,1,宿泊料,2027,0.9,67.5,2193,0.9,954,0.5,910,0.5,2486,1.0,2646,1.1,1259,0.6
153,2,6,9,4,2,パック旅行費,6427,2.8,...,7816,3.3,3799,2.0,5305,2.7,7552,3.0,8703,3.5,-,-
154,2,6,9,4,3,月謝類,2068,0.9,6.1,2457,1.0,468,0.3,431,0.2,2754,1.1,3173,1.3,272,0.1
155,2,6,9,4,4,他の教養娯楽サービス,8794,3.8,14.3,8972,3.8,6954,3.7,6907,3.5,9582,3.9,9702,3.9,7969,3.9
156,2,4,10,0,0,その他の消費支出,29518,12.8,-50.9,31299,13.3,21302,11.4,24084,12.3,33037,13.3,33850,13.6,21276,10.3
157,2,5,10,1,0,諸雑費,16632,7.2,-55.0,17545,7.5,10404,5.6,11615,5.9,19301,7.8,19641,7.9,12411,6.0
158,2,6,10,1,1,理美容サービス,3244,1.4,41.7,3472,1.5,1551,0.8,1616,0.8,3969,1.6,4128,1.7,2187,1.1
159,2,6,10,1,2,理美容用品,3788,1.6,12.4,3923,1.7,2204,1.2,2165,1.1,4466,1.8,4544,1.8,3165,1.5
160,2,6,10,1,3,身の回り用品,872,0.4,193.6,1024,0.4,214,0.1,274,0.1,1154,0.5,1289,0.5,170,0.1
161,2,6,10,1,4,たばこ,631,0.3,-3.2,381,0.2,804,0.4,579,0.3,557,0.2,312,0.1,1784,0.9
162,2,6,10,1,5,他の諸雑費,8098,3.5,-73.3,8745,3.7,5631,3.0,6981,3.6,9155,3.7,9369,3.8,5105,2.5
163,2,5,10,2,0,こづかい,3413,1.5,-41.5,3511,1.5,3898,2.1,4316,2.2,3205,1.3,3227,1.3,2958,1.4
164,2,5,10,3,0,交際費,9361,4.1,-38.4,10243,4.4,7000,3.7,8153,4.2,10372,4.2,10982,4.4,5279,2.6
165,2,6,10,3,0,食料,2704,1.2,0.1,2948,1.3,1918,1.0,2529,1.3,3040,1.2,3097,1.2,1573,0.8
166,2,6,10,3,0,家具・家事用品,19,0.0,-20.8,24,0.0,18,0.0,25,0.0,20,0.0,23,0.0,-,-
167,2,6,10,3,0,被服及び履物,222,0.1,231.3,270,0.1,27,0.0,38,0.0,305,0.1,352,0.1,-,-
168,2,6,10,3,0,教養娯楽,312,0.1,-46.6,333,0.1,156,0.1,173,0.1,379,0.2,390,0.2,215,0.1
169,2,6,10,3,0,他の物品サービス,201,0.1,-35.0,245,0.1,506,0.3,707,0.4,70,0.0,81,0.0,-,-
170,2,6,10,3,6,贈与金,3088,1.3,-58.4,3361,1.4,2162,1.2,2139,1.1,3485,1.4,3793,1.5,1825,0.9
171,2,6,10,3,7,他の交際費,2815,1.2,-31.3,3063,1.3,2213,1.2,2542,1.3,3073,1.2,3247,1.3,1667,0.8
172,2,5,10,4,0,仕送り金,112,0.0,-94.8,-,-,-,-,-,-,159,0.1,-,-,628,0.3
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,1712,0.7,309.6,1793,0.8,856,0.5,157,0.1,2079,0.8,2372,1.0,1337,0.6
175,2,3,0,0,0,（再掲）教養娯楽関係費,31684,13.8,50.5,34830,14.8,20198,10.8,22600,11.6,36605,14.7,39154,15.7,17127,8.3
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,3199,1.4,-66.6,3361,1.4,2162,1.2,2139,1.1,3644,1.5,3793,1.5,2452,1.2
177,2,3,0,0,0,（再掲）経常消費支出,187365,81.5,3.2,187774,79.9,148770,79.5,151673,77.7,203898,82.1,200537,80.5,185469,89.9
178,2,3,0,0,0,（再掲）情報通信関係費,12255,5.3,-6.4,12485,5.3,9276,5.0,9056,4.6,13532,5.4,13697,5.5,11193,5.4
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,207423,90.2,-3.7,218550,92.9,155907,83.3,164889,84.4,229492,92.4,237520,95.3,155942,75.6
180,2,2,0,0,0,その他の実支出,41266,-,-3.3,45287,-,13882,-,14783,-,52996,-,56070,-,22661,-
181,2,3,0,0,0,直接税,13451,-,-14.5,15998,-,3264,-,4438,-,17815,-,20085,-,1665,-
182,2,4,0,0,0,勤労所得税,520,-,49.4,531,-,38,-,52,-,727,-,700,-,471,-
183,2,4,0,0,0,個人住民税,4110,-,-13.6,4867,-,637,-,889,-,5598,-,6274,-,607,-
184,2,4,0,0,0,他の税,8820,-,-17.1,10600,-,2590,-,3496,-,11489,-,13111,-,586,-
185,2,3,0,0,0,社会保険料,27809,-,3.4,29288,-,10618,-,10345,-,35174,-,35985,-,20966,-
186,2,4,0,0,0,公的年金保険料,2577,-,48.4,2044,-,204,-,285,-,3593,-,2666,-,5039,-
187,2,4,0,0,0,健康保険料,14606,-,5.4,15837,-,4745,-,4696,-,18831,-,19775,-,8913,-
188,2,4,0,0,0,介護保険料,10513,-,-6.6,11314,-,5658,-,5348,-,12593,-,13424,-,6804,-
189,2,4,0,0,0,他の社会保険料,113,-,135.4,93,-,11,-,16,-,157,-,120,-,209,-
190,2,3,0,0,0,その他,5,-,-85.7,-,-,-,-,-,-,8,-,-,-,31,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),457075,-,-3.1,452660,-,367762,-,298400,-,495337,-,507195,-,477504,-
192,2,2,0,0,0,預貯金,407311,-,-2.5,403483,-,350099,-,282080,-,431821,-,446402,-,425022,-
193,2,2,0,0,0,保険料,4884,-,0.2,4670,-,2074,-,2477,-,6089,-,5446,-,5875,-
194,2,3,0,0,0,個人・企業年金保険料,1087,-,128.8,1098,-,248,-,346,-,1447,-,1364,-,1034,-
195,2,3,0,0,0,他の保険料,3797,-,-13.7,3572,-,1826,-,2131,-,4642,-,4081,-,4840,-
196,2,2,0,0,0,有価証券購入,819,-,143.8,127,-,-,-,-,-,1170,-,171,-,4023,-
197,2,2,0,0,0,土地家屋借金返済,3704,-,10.6,4296,-,3159,-,3613,-,3937,-,4537,-,965,-
198,2,2,0,0,0,他の借金返済,392,-,300.0,-,-,-,-,-,-,559,-,-,-,2204,-
199,2,2,0,0,0,クレジット購入借入金返済,36735,-,-18.9,36155,-,12425,-,10223,-,47149,-,45323,-,39417,-
200,2,2,0,0,0,実支出以外の支払のその他,3230,-,884.8,3928,-,5,-,7,-,4612,-,5315,-,-,-
201,2,1,0,0,0,繰越金,77011,-,-16.3,85247,-,46198,-,49225,-,90210,-,97982,-,38902,-
202,3,0,0,0,0,可処分所得,344227,-,-2.4,357817,-,255251,-,259135,-,382343,-,392703,-,281350,-
