1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
23,1,3,0,0,0,事業・内職収入,5276,0.8,3364,0.5,6530,1.0,-,-,-,-,1448,0.3,6796,0.9
24,1,4,0,0,0,家賃収入,2437,0.4,2359,0.4,2827,0.4,-,-,-,-,-,-,3540,0.5
25,1,4,0,0,0,他の事業収入,1339,0.2,-,-,1980,0.3,-,-,-,-,-,-,2345,0.3
26,1,4,0,0,0,内職収入,1500,0.2,1006,0.2,1723,0.3,-,-,-,-,1448,0.3,912,0.1
27,1,3,0,0,0,他の経常収入,59911,9.3,84059,13.0,40231,6.0,113496,23.1,x,x,146456,32.3,40880,5.5
28,1,4,0,0,0,財産収入,294,0.0,0,0.0,435,0.1,-,-,-,-,-,-,238,0.0
29,1,4,0,0,0,社会保障給付,59617,9.3,84059,13.0,39796,5.9,113496,23.1,x,x,146456,32.3,40642,5.5
30,1,5,0,0,0,公的年金給付,45174,7.0,80220,12.5,22358,3.3,70276,14.3,-,-,136930,30.2,28218,3.8
31,1,5,0,0,0,他の社会保障給付,14443,2.2,3839,0.6,17439,2.6,43220,8.8,x,x,9525,2.1,12424,1.7
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,13064,2.0,19386,3.0,12501,1.9,1382,0.3,x,x,3400,0.8,17279,2.3
34,1,3,0,0,0,受贈金,4436,0.7,130,0.0,6517,1.0,-,-,-,-,-,-,5911,0.8
35,1,3,0,0,0,他の特別収入,8628,1.3,19256,3.0,5983,0.9,1382,0.3,x,x,3400,0.8,11369,1.5
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),503787,-,509027,-,522241,-,281508,-,x,-,396997,-,554745,-
37,1,2,0,0,0,預貯金引出,382563,-,393581,-,395404,-,224703,-,x,-,287789,-,422935,-
38,1,2,0,0,0,保険金,3817,-,4359,-,3690,-,-,-,-,-,4604,-,4759,-
39,1,3,0,0,0,個人・企業年金保険金,3466,-,4359,-,3690,-,-,-,-,-,-,-,4144,-
40,1,3,0,0,0,他の保険金,351,-,-,-,-,-,-,-,-,-,4604,-,615,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,63,-,-,-,-,-,-,-,-,-,826,-,-,-
44,1,2,0,0,0,クレジット購入借入金,117192,-,110558,-,123098,-,56805,-,x,-,103779,-,126816,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,151,-,530,-,49,-,-,-,-,-,-,-,235,-
47,1,1,0,0,0,繰入金,278525,-,519533,-,220676,-,50409,-,x,-,161875,-,361155,-
48,2,0,0,0,0,支払,1425250,-,1672857,-,1412378,-,823466,-,x,-,1011916,-,1659118,-
49,2,1,0,0,0,実支出,432998,-,385157,-,465054,-,267322,-,x,-,342209,-,479676,-
50,2,2,0,0,0,生計支出,317159,-,279554,-,339144,-,198983,-,x,-,270350,-,347151,-
51,2,3,0,0,0,消費支出,317159,100.0,279554,100.0,339144,100.0,198983,100.0,x,x,270350,100.0,347151,100.0
52,2,4,1,0,0,食料,89750,28.3,80468,28.8,95352,28.1,51335,25.8,x,x,79636,29.5,95813,27.6
53,2,5,1,1,0,穀類,6766,2.1,4685,1.7,7594,2.2,3025,1.5,x,x,6715,2.5,6946,2.0
54,2,6,1,1,1,米類,1441,0.5,502,0.2,1707,0.5,470,0.2,x,x,2141,0.8,1457,0.4
55,2,6,1,1,2,パン,3320,1.0,2671,1.0,3675,1.1,1283,0.6,x,x,2733,1.0,3373,1.0
56,2,6,1,1,3,麺類,1511,0.5,1139,0.4,1662,0.5,824,0.4,x,x,1483,0.5,1529,0.4
57,2,6,1,1,4,他の穀類,494,0.2,373,0.1,550,0.2,448,0.2,x,x,357,0.1,586,0.2
58,2,5,1,2,0,魚介類,4840,1.5,4133,1.5,5074,1.5,2126,1.1,x,x,5713,2.1,4936,1.4
59,2,6,1,2,1,生鮮魚介,2611,0.8,2191,0.8,2795,0.8,1052,0.5,x,x,2719,1.0,2685,0.8
60,2,6,1,2,2,塩干魚介,906,0.3,916,0.3,905,0.3,339,0.2,x,x,1075,0.4,919,0.3
61,2,6,1,2,3,魚肉練製品,547,0.2,446,0.2,549,0.2,319,0.2,x,x,901,0.3,563,0.2
62,2,6,1,2,4,他の魚介加工品,775,0.2,580,0.2,826,0.2,417,0.2,x,x,1017,0.4,769,0.2
63,2,5,1,3,0,肉類,8625,2.7,6278,2.2,9559,2.8,3797,1.9,x,x,8754,3.2,9177,2.6
64,2,6,1,3,1,生鮮肉,7120,2.2,5216,1.9,7875,2.3,3054,1.5,x,x,7296,2.7,7652,2.2
65,2,6,1,3,2,加工肉,1505,0.5,1062,0.4,1685,0.5,743,0.4,x,x,1458,0.5,1525,0.4
66,2,5,1,4,0,乳卵類,4381,1.4,3450,1.2,4776,1.4,2217,1.1,x,x,4299,1.6,4384,1.3
67,2,6,1,4,1,牛乳,1226,0.4,762,0.3,1423,0.4,691,0.3,x,x,1014,0.4,1247,0.4
68,2,6,1,4,2,乳製品,2241,0.7,1933,0.7,2365,0.7,1217,0.6,x,x,2373,0.9,2193,0.6
69,2,6,1,4,3,卵,914,0.3,756,0.3,988,0.3,309,0.2,x,x,912,0.3,944,0.3
70,2,5,1,5,0,野菜・海藻,8676,2.7,7456,2.7,9276,2.7,4416,2.2,x,x,8303,3.1,8869,2.6
71,2,6,1,5,1,生鮮野菜,6121,1.9,5268,1.9,6563,1.9,2851,1.4,x,x,5746,2.1,6342,1.8
72,2,6,1,5,2,乾物・海藻,633,0.2,389,0.1,736,0.2,152,0.1,x,x,586,0.2,664,0.2
73,2,6,1,5,3,大豆加工品,959,0.3,920,0.3,1001,0.3,663,0.3,x,x,795,0.3,941,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,963,0.3,879,0.3,975,0.3,749,0.4,x,x,1175,0.4,922,0.3
75,2,5,1,6,0,果物,2915,0.9,2814,1.0,3043,0.9,1560,0.8,x,x,2519,0.9,3010,0.9
76,2,6,1,6,1,生鮮果物,2556,0.8,2395,0.9,2724,0.8,1267,0.6,x,x,1962,0.7,2674,0.8
77,2,6,1,6,2,果物加工品,359,0.1,419,0.1,319,0.1,293,0.1,x,x,557,0.2,336,0.1
78,2,5,1,7,0,油脂・調味料,4126,1.3,3573,1.3,4300,1.3,2110,1.1,x,x,4853,1.8,4074,1.2
79,2,6,1,7,1,油脂,396,0.1,285,0.1,413,0.1,183,0.1,x,x,640,0.2,368,0.1
80,2,6,1,7,2,調味料,3730,1.2,3289,1.2,3887,1.1,1927,1.0,x,x,4212,1.6,3706,1.1
81,2,5,1,8,0,菓子類,8768,2.8,6847,2.4,9659,2.8,8533,4.3,x,x,6559,2.4,9703,2.8
82,2,5,1,9,0,調理食品,13833,4.4,12848,4.6,14305,4.2,10117,5.1,x,x,13717,5.1,14088,4.1
83,2,6,1,9,1,主食的調理食品,6771,2.1,6626,2.4,6923,2.0,4860,2.4,x,x,6464,2.4,6988,2.0
84,2,6,1,9,2,他の調理食品,7062,2.2,6222,2.2,7383,2.2,5257,2.6,x,x,7253,2.7,7101,2.0
85,2,5,1,10,0,飲料,5411,1.7,5756,2.1,5388,1.6,2415,1.2,x,x,5571,2.1,5830,1.7
86,2,6,1,10,1,茶類,1234,0.4,1356,0.5,1166,0.3,374,0.2,x,x,1760,0.7,1279,0.4
87,2,6,1,10,2,コーヒー・ココア,1398,0.4,1679,0.6,1403,0.4,116,0.1,x,x,949,0.4,1614,0.5
88,2,6,1,10,3,他の飲料,2778,0.9,2721,1.0,2819,0.8,1925,1.0,x,x,2861,1.1,2937,0.8
89,2,5,1,11,0,酒類,2879,0.9,4229,1.5,2403,0.7,2551,1.3,x,x,3265,1.2,2714,0.8
90,2,5,1,12,0,外食,18529,5.8,18398,6.6,19974,5.9,8467,4.3,x,x,9368,3.5,22083,6.4
91,2,6,1,12,1,一般外食,17139,5.4,18398,6.6,17960,5.3,8467,4.3,x,x,8997,3.3,20336,5.9
92,2,6,1,12,2,学校給食,1390,0.4,-,-,2014,0.6,-,-,-,-,372,0.1,1747,0.5
93,2,4,2,0,0,住居,27086,8.5,31680,11.3,25541,7.5,45073,22.7,x,x,21545,8.0,29178,8.4
94,2,5,2,1,0,家賃地代,19488,6.1,28360,10.1,16491,4.9,45054,22.6,x,x,11889,4.4,18318,5.3
95,2,5,2,2,0,設備修繕・維持,7598,2.4,3321,1.2,9051,2.7,18,0.0,x,x,9655,3.6,10860,3.1
96,2,6,2,2,1,設備材料,1252,0.4,1937,0.7,1200,0.4,18,0.0,x,x,109,0.0,2050,0.6
97,2,6,2,2,2,工事その他のサービス,6346,2.0,1384,0.5,7851,2.3,-,-,-,-,9547,3.5,8810,2.5
98,2,4,3,0,0,光熱・水道,31529,9.9,28274,10.1,32608,9.6,23567,11.8,x,x,34043,12.6,29350,8.5
99,2,5,3,1,0,電気代,15685,4.9,14332,5.1,16391,4.8,10571,5.3,x,x,15033,5.6,15201,4.4
100,2,5,3,2,0,ガス代,10226,3.2,8706,3.1,10735,3.2,6939,3.5,x,x,11211,4.1,9558,2.8
101,2,5,3,3,0,他の光熱,412,0.1,940,0.3,200,0.1,-,-,-,-,890,0.3,380,0.1
102,2,5,3,4,0,上下水道料,5206,1.6,4296,1.5,5282,1.6,6057,3.0,x,x,6908,2.6,4211,1.2
103,2,4,4,0,0,家具・家事用品,7756,2.4,10793,3.9,6882,2.0,5225,2.6,x,x,7462,2.8,7410,2.1
104,2,5,4,1,0,家庭用耐久財,1647,0.5,4515,1.6,637,0.2,-,-,-,-,2765,1.0,851,0.2
105,2,6,4,1,1,家事用耐久財,422,0.1,302,0.1,233,0.1,-,-,-,-,2581,1.0,362,0.1
106,2,6,4,1,2,冷暖房用器具,790,0.2,3181,1.1,100,0.0,-,-,-,-,184,0.1,153,0.0
107,2,6,4,1,3,一般家具,436,0.1,1031,0.4,305,0.1,-,-,-,-,-,-,336,0.1
108,2,5,4,2,0,室内装備・装飾品,132,0.0,103,0.0,161,0.0,-,-,-,-,-,-,121,0.0
109,2,5,4,3,0,寝具類,326,0.1,402,0.1,329,0.1,400,0.2,x,x,50,0.0,416,0.1
110,2,5,4,4,0,家事雑貨,2267,0.7,2618,0.9,2234,0.7,1642,0.8,-,-,1737,0.6,2523,0.7
111,2,5,4,5,0,家事用消耗品,3189,1.0,3049,1.1,3334,1.0,2212,1.1,x,x,2623,1.0,3275,0.9
112,2,5,4,6,0,家事サービス,195,0.1,105,0.0,186,0.1,971,0.5,x,x,288,0.1,224,0.1
113,2,4,5,0,0,被服及び履物,9234,2.9,6904,2.5,10112,3.0,8046,4.0,x,x,8633,3.2,11251,3.2
114,2,5,5,1,0,和服,247,0.1,-,-,365,0.1,-,-,-,-,-,-,432,0.1
115,2,5,5,2,0,洋服,4165,1.3,3267,1.2,4627,1.4,2273,1.1,x,x,3305,1.2,5011,1.4
116,2,6,5,2,1,男子用洋服,1255,0.4,1890,0.7,1106,0.3,-,-,-,-,1130,0.4,1520,0.4
117,2,6,5,2,2,婦人用洋服,2322,0.7,1376,0.5,2665,0.8,2273,1.1,x,x,2067,0.8,2937,0.8
118,2,6,5,2,3,子供用洋服,587,0.2,-,-,856,0.3,-,-,-,-,108,0.0,554,0.2
119,2,5,5,3,0,シャツ・セーター類,1147,0.4,577,0.2,1234,0.4,2942,1.5,x,x,1462,0.5,1563,0.5
120,2,6,5,3,1,男子用シャツ・セーター類,238,0.1,173,0.1,237,0.1,-,-,-,-,508,0.2,364,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,804,0.3,404,0.1,859,0.3,2816,1.4,x,x,838,0.3,1063,0.3
122,2,6,5,3,3,子供用シャツ・セーター類,105,0.0,-,-,138,0.0,126,0.1,x,x,116,0.0,136,0.0
123,2,5,5,4,0,下着類,1039,0.3,1066,0.4,1066,0.3,947,0.5,-,-,752,0.3,1151,0.3
124,2,6,5,4,1,男子用下着類,270,0.1,612,0.2,174,0.1,418,0.2,-,-,74,0.0,237,0.1
125,2,6,5,4,2,婦人用下着類,697,0.2,454,0.2,785,0.2,529,0.3,-,-,678,0.3,849,0.2
126,2,6,5,4,3,子供用下着類,73,0.0,-,-,108,0.0,-,-,-,-,-,-,65,0.0
127,2,5,5,5,0,生地・糸類,49,0.0,27,0.0,62,0.0,-,-,-,-,17,0.0,24,0.0
128,2,5,5,6,0,他の被服,861,0.3,592,0.2,873,0.3,1436,0.7,x,x,1355,0.5,1100,0.3
129,2,5,5,7,0,履物類,1366,0.4,931,0.3,1519,0.4,163,0.1,x,x,1667,0.6,1593,0.5
130,2,5,5,8,0,被服関連サービス,359,0.1,444,0.2,366,0.1,285,0.1,-,-,74,0.0,377,0.1
131,2,4,6,0,0,保健医療,16818,5.3,16733,6.0,16200,4.8,8854,4.4,x,x,25122,9.3,15258,4.4
132,2,5,6,1,0,医薬品,2763,0.9,3225,1.2,2625,0.8,1137,0.6,x,x,3165,1.2,2717,0.8
133,2,5,6,2,0,健康保持用摂取品,847,0.3,926,0.3,839,0.2,2050,1.0,x,x,304,0.1,1122,0.3
134,2,5,6,3,0,保健医療用品・器具,4506,1.4,2485,0.9,5508,1.6,443,0.2,x,x,2841,1.1,4968,1.4
135,2,5,6,4,0,保健医療サービス,8702,2.7,10097,3.6,7228,2.1,5224,2.6,-,-,18812,7.0,6452,1.9
136,2,4,7,0,0,交通・通信,30444,9.6,29703,10.6,31630,9.3,14101,7.1,x,x,27388,10.1,34192,9.8
137,2,5,7,1,0,交通,7641,2.4,8910,3.2,7998,2.4,2565,1.3,x,x,2423,0.9,10582,3.0
138,2,5,7,2,0,自動車等関係費,11537,3.6,11248,4.0,11502,3.4,3046,1.5,x,x,15443,5.7,11765,3.4
139,2,6,7,2,1,自動車等購入,1719,0.5,-,-,2541,0.7,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1088,0.3,-,-,1124,0.3,-,-,-,-,4301,1.6,1906,0.5
141,2,6,7,2,3,自動車等維持,8730,2.8,11248,4.0,7837,2.3,3046,1.5,x,x,11142,4.1,9859,2.8
142,2,5,7,3,0,通信,11266,3.6,9545,3.4,12131,3.6,8490,4.3,x,x,9522,3.5,11845,3.4
143,2,4,8,0,0,教育,26556,8.4,-,-,38707,11.4,9573,4.8,x,x,1874,0.7,36215,10.4
144,2,5,8,1,0,授業料等,19444,6.1,-,-,28403,8.4,9573,4.8,x,x,-,-,25242,7.3
145,2,5,8,2,0,教科書・学習参考教材,665,0.2,-,-,983,0.3,-,-,-,-,-,-,1152,0.3
146,2,5,8,3,0,補習教育,6447,2.0,-,-,9321,2.7,-,-,-,-,1874,0.7,9820,2.8
147,2,4,9,0,0,教養娯楽,33107,10.4,31940,11.4,35472,10.5,19171,9.6,x,x,20074,7.4,37194,10.7
148,2,5,9,1,0,教養娯楽用耐久財,1869,0.6,2101,0.8,2060,0.6,-,-,-,-,108,0.0,1774,0.5
149,2,5,9,2,0,教養娯楽用品,7693,2.4,10160,3.6,7630,2.2,454,0.2,x,x,3394,1.3,9260,2.7
150,2,5,9,3,0,書籍・他の印刷物,2722,0.9,2832,1.0,2703,0.8,1948,1.0,x,x,2822,1.0,2960,0.9
151,2,5,9,4,0,教養娯楽サービス,20823,6.6,16847,6.0,23079,6.8,16769,8.4,x,x,13751,5.1,23200,6.7
152,2,6,9,4,1,宿泊料,3100,1.0,2581,0.9,3692,1.1,1143,0.6,x,x,-,-,3966,1.1
153,2,6,9,4,2,パック旅行費,1727,0.5,3436,1.2,719,0.2,9217,4.6,-,-,3244,1.2,2427,0.7
154,2,6,9,4,3,月謝類,4457,1.4,1154,0.4,6012,1.8,-,-,-,-,1758,0.7,4820,1.4
155,2,6,9,4,4,他の教養娯楽サービス,11540,3.6,9675,3.5,12657,3.7,6410,3.2,x,x,8749,3.2,11988,3.5
156,2,4,10,0,0,その他の消費支出,44879,14.2,43060,15.4,46640,13.8,14039,7.1,x,x,44574,16.5,51290,14.8
157,2,5,10,1,0,諸雑費,26635,8.4,22696,8.1,28576,8.4,8669,4.4,x,x,26748,9.9,30287,8.7
158,2,6,10,1,1,理美容サービス,4034,1.3,4117,1.5,4152,1.2,1420,0.7,x,x,3589,1.3,4816,1.4
159,2,6,10,1,2,理美容用品,5154,1.6,6414,2.3,5019,1.5,2638,1.3,x,x,3487,1.3,6102,1.8
160,2,6,10,1,3,身の回り用品,3506,1.1,591,0.2,4846,1.4,860,0.4,x,x,990,0.4,3101,0.9
161,2,6,10,1,4,たばこ,909,0.3,1229,0.4,810,0.2,-,-,-,-,1151,0.4,1187,0.3
162,2,6,10,1,5,他の諸雑費,13033,4.1,10345,3.7,13749,4.1,3750,1.9,x,x,17531,6.5,15080,4.3
163,2,5,10,2,0,こづかい,7138,2.3,4330,1.5,8445,2.5,-,-,-,-,6050,2.2,8036,2.3
164,2,5,10,3,0,交際費,10581,3.3,14788,5.3,9276,2.7,5370,2.7,x,x,11561,4.3,12448,3.6
165,2,6,10,3,0,食料,2328,0.7,4104,1.5,1665,0.5,2666,1.3,x,x,2914,1.1,2512,0.7
166,2,6,10,3,0,家具・家事用品,166,0.1,78,0.0,220,0.1,-,-,-,-,-,-,176,0.1
167,2,6,10,3,0,被服及び履物,158,0.0,388,0.1,105,0.0,-,-,-,-,-,-,202,0.1
168,2,6,10,3,0,教養娯楽,233,0.1,124,0.0,287,0.1,313,0.2,x,x,45,0.0,154,0.0
169,2,6,10,3,0,他の物品サービス,329,0.1,1302,0.5,58,0.0,-,-,-,-,-,-,239,0.1
170,2,6,10,3,6,贈与金,2138,0.7,3462,1.2,1381,0.4,-,-,-,-,5670,2.1,3083,0.9
171,2,6,10,3,7,他の交際費,5229,1.6,5330,1.9,5559,1.6,2391,1.2,-,-,2932,1.1,6083,1.8
172,2,5,10,4,0,仕送り金,526,0.2,1246,0.4,343,0.1,-,-,-,-,216,0.1,518,0.1
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,28785,9.1,300,0.1,41835,12.3,9684,4.9,x,x,2457,0.9,39092,11.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,37908,12.0,36351,13.0,40867,12.1,20191,10.1,x,x,21979,8.1,43555,12.5
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,2664,0.8,4708,1.7,1724,0.5,-,-,-,-,5886,2.2,3601,1.0
177,2,3,0,0,0,（再掲）経常消費支出,241750,76.2,234217,83.8,249217,73.5,175944,88.4,x,x,218876,81.0,254049,73.2
178,2,3,0,0,0,（再掲）情報通信関係費,16447,5.2,14165,5.1,17607,5.2,11786,5.9,x,x,14338,5.3,16960,4.9
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,285691,90.1,243166,87.0,309337,91.2,153911,77.3,x,x,242920,89.9,314372,90.6
180,2,2,0,0,0,その他の実支出,115839,-,105603,-,125910,-,68339,-,x,-,71859,-,132526,-
181,2,3,0,0,0,直接税,50125,-,42428,-,56703,-,20702,-,x,-,23838,-,56677,-
182,2,4,0,0,0,勤労所得税,19675,-,15330,-,23067,-,8816,-,x,-,5817,-,23524,-
183,2,4,0,0,0,個人住民税,23713,-,21513,-,26525,-,11885,-,x,-,9049,-,27635,-
184,2,4,0,0,0,他の税,6737,-,5584,-,7111,-,-,-,-,-,8972,-,5518,-
185,2,3,0,0,0,社会保険料,65706,-,63145,-,69206,-,47637,-,x,-,48021,-,75837,-
186,2,4,0,0,0,公的年金保険料,38589,-,36124,-,42208,-,24556,-,x,-,18265,-,46721,-
187,2,4,0,0,0,健康保険料,20642,-,20300,-,21108,-,15416,-,x,-,19198,-,22650,-
188,2,4,0,0,0,介護保険料,4559,-,4709,-,3867,-,6358,-,x,-,9666,-,4141,-
189,2,4,0,0,0,他の社会保険料,1917,-,2012,-,2023,-,1308,-,x,-,892,-,2325,-
190,2,3,0,0,0,その他,7,-,30,-,1,-,-,-,-,-,-,-,12,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),731703,-,797358,-,739145,-,516332,-,x,-,544013,-,824530,-
192,2,2,0,0,0,預貯金,500890,-,534787,-,502424,-,419194,-,x,-,414888,-,565871,-
193,2,2,0,0,0,保険料,35747,-,79751,-,25289,-,9606,-,x,-,8497,-,27713,-
194,2,3,0,0,0,個人・企業年金保険料,6666,-,8980,-,6438,-,-,-,-,-,4103,-,8872,-
195,2,3,0,0,0,他の保険料,29080,-,70771,-,18851,-,9606,-,x,-,4394,-,18841,-
196,2,2,0,0,0,有価証券購入,4177,-,4753,-,4612,-,-,-,-,-,-,-,5650,-
197,2,2,0,0,0,土地家屋借金返済,48176,-,20193,-,60456,-,33595,-,x,-,25734,-,55320,-
198,2,2,0,0,0,他の借金返済,1282,-,2027,-,1135,-,-,-,-,-,826,-,2072,-
199,2,2,0,0,0,クレジット購入借入金返済,141221,-,155680,-,144976,-,53938,-,x,-,94046,-,167634,-
200,2,2,0,0,0,実支出以外の支払のその他,209,-,167,-,252,-,-,-,-,-,22,-,270,-
201,2,1,0,0,0,繰越金,260549,-,490342,-,208179,-,39811,-,x,-,125695,-,354912,-
202,3,0,0,0,0,可処分所得,527099,-,538695,-,543551,-,423210,-,x,-,381186,-,610693,-
203,3,0,0,0,0,黒字,209940,-,259140,-,204407,-,224227,-,x,-,110835,-,263543,-
204,3,1,0,0,0,金融資産純増,154434,-,221352,-,133231,-,204097,-,x,-,130993,-,171540,-
205,3,3,0,0,0,貯蓄純増,150256,-,216599,-,128620,-,204097,-,x,-,130993,-,165890,-
206,3,4,0,0,0,預貯金純増,118327,-,141206,-,107020,-,194491,-,x,-,127100,-,142936,-
207,3,4,0,0,0,保険純増,31929,-,75392,-,21599,-,9606,-,x,-,3893,-,22954,-
208,3,3,0,0,0,有価証券純購入,4177,-,4753,-,4612,-,-,-,-,-,-,-,5650,-
209,3,1,0,0,0,土地家屋借金純減,48176,-,20193,-,60456,-,33595,-,x,-,25734,-,55320,-
210,3,1,0,0,0,他の借金純減,1219,-,2027,-,1135,-,-,-,-,-,-,-,2072,-
211,3,1,0,0,0,クレジット購入借入金純減,24029,-,45123,-,21879,-,-2867,-,x,-,-9733,-,40819,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,58,-,-363,-,203,-,-,-,-,-,22,-,35,-
214,3,1,0,0,0,繰越純増,-17976,-,-29191,-,-12497,-,-10597,-,x,-,-36180,-,-6243,-
