1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","",""
28,"2","6","1","4","1","牛乳",1470,0.4,1238,0.4,1472,0.4,1751,0.5,2015,0.5
29,"2","6","1","4","2","乳製品",2354,0.7,2009,0.7,2495,0.7,2693,0.7,2882,0.7
30,"2","6","1","4","3","卵",1058,0.3,900,0.3,1076,0.3,1177,0.3,1621,0.4
31,"2","5","1","5","0","野菜・海藻",10596,3.2,10022,3.4,11280,3.2,10337,2.8,12483,3.2
32,"2","6","1","5","1","生鮮野菜",7395,2.2,6907,2.3,7895,2.3,7326,2.0,8820,2.3
33,"2","6","1","5","2","乾物・海藻",773,0.2,719,0.2,849,0.2,718,0.2,984,0.3
34,"2","6","1","5","3","大豆加工品",1199,0.4,1129,0.4,1290,0.4,1187,0.3,1336,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1229,0.4,1267,0.4,1246,0.4,1106,0.3,1344,0.3
36,"2","5","1","6","0","果物",3814,1.1,3977,1.3,3957,1.1,3385,0.9,3594,0.9
37,"2","6","1","6","1","生鮮果物",3419,1.0,3567,1.2,3551,1.0,3009,0.8,3292,0.8
38,"2","6","1","6","2","果物加工品",394,0.1,410,0.1,407,0.1,376,0.1,302,0.1
39,"2","5","1","7","0","油脂・調味料",4258,1.3,3699,1.2,4429,1.3,4670,1.3,5810,1.5
40,"2","6","1","7","1","油脂",458,0.1,397,0.1,474,0.1,498,0.1,658,0.2
41,"2","6","1","7","2","調味料",3799,1.1,3302,1.1,3955,1.1,4173,1.1,5152,1.3
42,"2","5","1","8","0","菓子類",7929,2.4,6337,2.1,7979,2.3,9653,2.6,12253,3.1
43,"2","5","1","9","0","調理食品",14434,4.3,12723,4.3,15774,4.5,15427,4.2,16803,4.3
44,"2","6","1","9","1","主食的調理食品",6318,1.9,5532,1.9,7015,2.0,6700,1.8,7276,1.9
45,"2","6","1","9","2","他の調理食品",8116,2.4,7191,2.4,8759,2.5,8727,2.4,9527,2.4
46,"2","5","1","10","0","飲料",5826,1.7,5020,1.7,6570,1.9,6184,1.7,6778,1.7
47,"2","6","1","10","1","茶類",1262,0.4,1187,0.4,1402,0.4,1220,0.3,1339,0.3
48,"2","6","1","10","2","コーヒー・ココア",1170,0.3,1071,0.4,1279,0.4,1223,0.3,1190,0.3
49,"2","6","1","10","3","他の飲料",3394,1.0,2762,0.9,3889,1.1,3741,1.0,4249,1.1
50,"2","5","1","11","0","酒類",4059,1.2,4060,1.4,4600,1.3,3559,1.0,3535,0.9
51,"2","5","1","12","0","外食",18078,5.4,15234,5.1,18253,5.2,22316,6.0,21018,5.4
52,"2","6","1","12","1","一般外食",17545,5.2,15231,5.1,17875,5.1,21178,5.7,18344,4.7
53,"2","6","1","12","2","学校給食",533,0.2,3,0.0,378,0.1,1138,0.3,2673,0.7
54,"2","4","2","0","0","住居",25590,7.6,28061,9.4,27263,7.8,21715,5.8,16031,4.1
55,"2","5","2","1","0","家賃地代",14071,4.2,14317,4.8,16163,4.6,11679,3.1,12238,3.1
56,"2","5","2","2","0","設備修繕・維持",11520,3.4,13744,4.6,11099,3.2,10036,2.7,3793,1.0
57,"2","6","2","2","1","設備材料",5112,1.5,5505,1.8,4405,1.3,5939,1.6,2784,0.7
58,"2","6","2","2","2","工事その他のサービス",6408,1.9,8240,2.8,6694,1.9,4098,1.1,1009,0.3
59,"2","4","3","0","0","光熱・水道",23173,6.9,21131,7.1,24155,6.9,24839,6.7,26947,6.9
60,"2","5","3","1","0","電気代",11537,3.4,10740,3.6,11945,3.4,12339,3.3,12415,3.2
61,"2","5","3","2","0","ガス代",6323,1.9,5813,2.0,6647,1.9,6673,1.8,7175,1.8
62,"2","5","3","3","0","他の光熱",279,0.1,359,0.1,296,0.1,103,0.0,252,0.1
63,"2","5","3","4","0","上下水道料",5034,1.5,4219,1.4,5266,1.5,5724,1.5,7105,1.8
64,"2","4","4","0","0","家具・家事用品",13099,3.9,12783,4.3,13654,3.9,12806,3.4,13795,3.5
65,"2","5","4","1","0","家庭用耐久財",4443,1.3,4546,1.5,4838,1.4,4005,1.1,3678,0.9
66,"2","6","4","1","1","家事用耐久財",2124,0.6,2258,0.8,1720,0.5,2195,0.6,2646,0.7
67,"2","6","4","1","2","冷暖房用器具",1645,0.5,1827,0.6,1915,0.5,1332,0.4,399,0.1
68,"2","6","4","1","3","一般家具",674,0.2,461,0.2,1203,0.3,478,0.1,633,0.2
69,"2","5","4","2","0","室内装備・装飾品",603,0.2,643,0.2,761,0.2,361,0.1,495,0.1
70,"2","5","4","3","0","寝具類",1155,0.3,1507,0.5,808,0.2,914,0.2,1005,0.3
71,"2","5","4","4","0","家事雑貨",2481,0.7,2134,0.7,2478,0.7,2924,0.8,3276,0.8
72,"2","5","4","5","0","家事用消耗品",3567,1.1,2963,1.0,3907,1.1,4058,1.1,4392,1.1
73,"2","5","4","6","0","家事サービス",851,0.3,991,0.3,863,0.2,544,0.1,951,0.2
74,"2","4","5","0","0","被服及び履物",11860,3.5,9720,3.3,11428,3.3,15783,4.3,13861,3.5
75,"2","5","5","1","0","和服",37,0.0,25,0.0,29,0.0,78,0.0,-,-
76,"2","5","5","2","0","洋服",5037,1.5,3801,1.3,4804,1.4,7306,2.0,6147,1.6
77,"2","6","5","2","1","男子用洋服",1952,0.6,1562,0.5,1936,0.6,2805,0.8,1507,0.4
78,"2","6","5","2","2","婦人用洋服",2632,0.8,2225,0.7,2450,0.7,3395,0.9,3382,0.9
79,"2","6","5","2","3","子供用洋服",454,0.1,14,0.0,419,0.1,1106,0.3,1258,0.3
80,"2","5","5","3","0","シャツ・セーター類",2350,0.7,2097,0.7,2388,0.7,2731,0.7,2513,0.6
81,"2","6","5","3","1","男子用シャツ・セーター類",839,0.3,732,0.2,768,0.2,1140,0.3,789,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",1375,0.4,1364,0.5,1477,0.4,1295,0.3,1301,0.3
83,"2","6","5","3","3","子供用シャツ・セーター類",135,0.0,1,0.0,143,0.0,296,0.1,424,0.1
84,"2","5","5","4","0","下着類",1017,0.3,854,0.3,1041,0.3,1227,0.3,1250,0.3
85,"2","6","5","4","1","男子用下着類",296,0.1,291,0.1,280,0.1,341,0.1,226,0.1
86,"2","6","5","4","2","婦人用下着類",622,0.2,560,0.2,660,0.2,660,0.2,746,0.2
87,"2","6","5","4","3","子供用下着類",99,0.0,3,0.0,101,0.0,225,0.1,277,0.1
88,"2","5","5","5","0","生地・糸類",105,0.0,123,0.0,81,0.0,98,0.0,114,0.0
89,"2","5","5","6","0","他の被服",802,0.2,626,0.2,810,0.2,1069,0.3,1021,0.3
90,"2","5","5","7","0","履物類",1731,0.5,1323,0.4,1552,0.4,2540,0.7,2283,0.6
91,"2","5","5","8","0","被服関連サービス",782,0.2,872,0.3,721,0.2,736,0.2,534,0.1
92,"2","4","6","0","0","保健医療",17238,5.1,19483,6.5,16570,4.7,14195,3.8,15823,4.1
93,"2","5","6","1","0","医薬品",2887,0.9,3211,1.1,3084,0.9,2249,0.6,2119,0.5
94,"2","5","6","2","0","健康保持用摂取品",1302,0.4,1657,0.6,1367,0.4,751,0.2,568,0.1
95,"2","5","6","3","0","保健医療用品・器具",3032,0.9,2556,0.9,3180,0.9,3389,0.9,4304,1.1
96,"2","5","6","4","0","保健医療サービス",10018,3.0,12060,4.0,8940,2.6,7805,2.1,8833,2.3
97,"2","4","7","0","0","交通・通信",34458,10.3,30714,10.3,36476,10.4,38475,10.4,35043,9.0
98,"2","5","7","1","0","交通",9450,2.8,8254,2.8,9504,2.7,11577,3.1,9032,2.3
99,"2","5","7","2","0","自動車等関係費",13208,3.9,12138,4.1,14779,4.2,13769,3.7,10882,2.8
100,"2","6","7","2","1","自動車等購入",2063,0.6,2320,0.8,2489,0.7,1492,0.4,-,-
101,"2","6","7","2","2","自転車購入",636,0.2,82,0.0,1195,0.3,893,0.2,1073,0.3
102,"2","6","7","2","3","自動車等維持",10509,3.1,9736,3.3,11094,3.2,11385,3.1,9809,2.5
103,"2","5","7","3","0","通信",11800,3.5,10322,3.5,12193,3.5,13129,3.5,15129,3.9
104,"2","4","8","0","0","教育",21284,6.4,551,0.2,23154,6.6,46955,12.6,62120,15.9
105,"2","5","8","1","0","授業料等",16460,4.9,495,0.2,19079,5.4,34298,9.2,49321,12.6
106,"2","5","8","2","0","教科書・学習参考教材",236,0.1,15,0.0,234,0.1,434,0.1,949,0.2
107,"2","5","8","3","0","補習教育",4589,1.4,41,0.0,3841,1.1,12223,3.3,11850,3.0
108,"2","4","9","0","0","教養娯楽",39084,11.7,36057,12.1,40828,11.7,42057,11.3,40571,10.4
109,"2","5","9","1","0","教養娯楽用耐久財",3232,1.0,2820,0.9,4055,1.2,2994,0.8,3200,0.8
110,"2","5","9","2","0","教養娯楽用品",8263,2.5,7069,2.4,8659,2.5,9835,2.6,8957,2.3
111,"2","5","9","3","0","書籍・他の印刷物",3421,1.0,3724,1.3,3567,1.0,2824,0.8,2914,0.7
112,"2","5","9","4","0","教養娯楽サービス",24168,7.2,22443,7.5,24547,7.0,26405,7.1,25499,6.5
113,"2","6","9","4","1","宿泊料",3654,1.1,2877,1.0,4066,1.2,4450,1.2,3932,1.0
114,"2","6","9","4","2","パック旅行費",3709,1.1,4290,1.4,4309,1.2,2695,0.7,867,0.2
115,"2","6","9","4","3","月謝類",4007,1.2,1745,0.6,3872,1.1,6719,1.8,10022,2.6
116,"2","6","9","4","4","他の教養娯楽サービス",12797,3.8,13531,4.5,12301,3.5,12541,3.4,10679,2.7
117,"2","4","10","0","0","その他の消費支出",53090,15.8,55514,18.6,55268,15.8,47989,12.9,44881,11.5
118,"2","5","10","1","0","諸雑費",27098,8.1,25916,8.7,28265,8.1,28209,7.6,25108,6.4
119,"2","6","10","1","1","理美容サービス",4073,1.2,4282,1.4,4065,1.2,3927,1.1,3185,0.8
120,"2","6","10","1","2","理美容用品",5518,1.6,4963,1.7,5607,1.6,6260,1.7,6316,1.6
121,"2","6","10","1","3","身の回り用品",2340,0.7,2127,0.7,1865,0.5,3211,0.9,2691,0.7
122,"2","6","10","1","4","たばこ",1064,0.3,968,0.3,1271,0.4,1004,0.3,1021,0.3
123,"2","6","10","1","5","他の諸雑費",14103,4.2,13575,4.6,15456,4.4,13806,3.7,11895,3.0
124,"2","5","10","2","0","こづかい",5975,1.8,5662,1.9,5764,1.6,5707,1.5,10059,2.6
125,"2","5","10","3","0","交際費",16903,5.0,20384,6.8,17688,5.0,11748,3.2,8491,2.2
126,"2","6","10","3","0","食料",4914,1.5,6675,2.2,4080,1.2,3168,0.9,2876,0.7
127,"2","6","10","3","0","家具・家事用品",184,0.1,178,0.1,261,0.1,130,0.0,87,0.0
128,"2","6","10","3","0","被服及び履物",370,0.1,553,0.2,240,0.1,247,0.1,110,0.0
129,"2","6","10","3","0","教養娯楽",1210,0.4,1187,0.4,1484,0.4,1126,0.3,413,0.1
130,"2","6","10","3","0","他の物品サービス",533,0.2,688,0.2,576,0.2,279,0.1,142,0.0
131,"2","6","10","3","6","贈与金",5562,1.7,7000,2.4,5991,1.7,3109,0.8,3031,0.8
132,"2","6","10","3","7","他の交際費",4132,1.2,4102,1.4,5056,1.4,3689,1.0,1832,0.5
133,"2","5","10","4","0","仕送り金",3114,0.9,3552,1.2,3551,1.0,2325,0.6,1223,0.3
134,"2","3","0","0","0","土地家屋購入",4867,-,7358,-,6111,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",24198,7.2,3287,1.1,25228,7.2,50232,13.5,68496,17.5
136,"2","3","0","0","0","（再掲）教養娯楽関係費",45384,13.5,42415,14.2,47415,13.5,49022,13.2,42320,10.8
137,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8676,2.6,10552,3.5,9543,2.7,5434,1.5,4254,1.1
138,"2","3","0","0","0","（再掲）経常消費支出",237347,70.8,218279,73.3,248249,70.9,250166,67.4,272036,69.6
139,"2","3","0","0","0","（再掲）情報通信関係費",15709,4.7,14253,4.8,16353,4.7,16653,4.5,19430,5.0
140,"2","3","0","0","0","（再掲）消費支出（除く住居等）　１）",298845,89.2,256880,86.3,310970,88.8,342630,92.3,370382,94.8
