1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","",""
21,"1","6","0","0","0","うち女",75174,12.0,54567,9.6,67631,10.6,91341,13.9,93365,15.0
22,"1","4","0","0","0","他の世帯員収入",17326,2.8,19522,3.4,13529,2.1,20913,3.2,12370,2.0
23,"1","3","0","0","0","事業・内職収入",17680,2.8,13507,2.4,19366,3.0,24278,3.7,719,0.1
24,"1","4","0","0","0","家賃収入",3674,0.6,-,-,4306,0.7,6815,1.0,-,-
25,"1","4","0","0","0","他の事業収入",12368,2.0,11925,2.1,11696,1.8,16921,2.6,719,0.1
26,"1","4","0","0","0","内職収入",1637,0.3,1581,0.3,3363,0.5,542,0.1,-,-
27,"1","3","0","0","0","他の経常収入",10998,1.8,17464,3.1,4558,0.7,9803,1.5,19848,3.2
28,"1","4","0","0","0","財産収入",3645,0.6,6204,1.1,1987,0.3,4533,0.7,-,-
29,"1","4","0","0","0","社会保障給付",6417,1.0,10404,1.8,604,0.1,4967,0.8,19848,3.2
30,"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-
31,"1","5","0","0","0","他の社会保障給付",6417,1.0,10404,1.8,604,0.1,4967,0.8,19848,3.2
32,"1","4","0","0","0","仕送り金",937,0.1,855,0.2,1967,0.3,304,0.0,-,-
33,"1","2","0","0","0","特別収入",7727,1.2,4259,0.8,9593,1.5,9102,1.4,5492,0.9
34,"1","3","0","0","0","受贈金",3968,0.6,300,0.1,5381,0.8,6415,1.0,118,0.0
35,"1","3","0","0","0","他の特別収入",3759,0.6,3958,0.7,4212,0.7,2687,0.4,5374,0.9
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",528671,-,650024,-,465185,-,513174,-,495741,-
37,"1","2","0","0","0","預貯金引出",384753,-,498692,-,322948,-,367921,-,367985,-
38,"1","2","0","0","0","保険金",205,-,-,-,640,-,-,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",205,-,-,-,640,-,-,-,-,-
40,"1","3","0","0","0","他の保険金",-,-,-,-,-,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",204,-,-,-,-,-,605,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",142935,-,151246,-,140759,-,143805,-,127747,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",574,-,86,-,839,-,843,-,10,-
47,"1","1","0","0","0","繰入金",414047,-,319419,-,293554,-,674032,-,160818,-
48,"2","0","0","0","0","支払",1569893,-,1537229,-,1399705,-,1845406,-,1277193,-
49,"2","1","0","0","0","実支出",508216,-,633131,-,473920,-,479890,-,418797,-
50,"2","2","0","0","0","生計支出",375495,-,507077,-,344339,-,340000,-,284318,-
51,"2","3","0","0","0","消費支出",333485,100.0,331171,100.0,344339,100.0,340000,100.0,284318,100.0
52,"2","4","1","0","0","食料",100712,30.2,89177,26.9,98635,28.6,112638,33.1,94989,33.4
53,"2","5","1","1","0","穀類",7191,2.2,4918,1.5,6974,2.0,8595,2.5,8535,3.0
54,"2","6","1","1","1","米類",1564,0.5,942,0.3,1396,0.4,1977,0.6,2169,0.8
55,"2","6","1","1","2","パン",3375,1.0,2441,0.7,3352,1.0,3968,1.2,3675,1.3
56,"2","6","1","1","3","麺類",1704,0.5,1169,0.4,1747,0.5,1977,0.6,1912,0.7
57,"2","6","1","1","4","他の穀類",549,0.2,366,0.1,479,0.1,673,0.2,780,0.3
58,"2","5","1","2","0","魚介類",5837,1.8,5103,1.5,6193,1.8,6055,1.8,5716,2.0
59,"2","6","1","2","1","生鮮魚介",3373,1.0,2627,0.8,3866,1.1,3507,1.0,3136,1.1
60,"2","6","1","2","2","塩干魚介",928,0.3,808,0.2,963,0.3,946,0.3,1033,0.4
61,"2","6","1","2","3","魚肉練製品",630,0.2,538,0.2,489,0.1,751,0.2,884,0.3
62,"2","6","1","2","4","他の魚介加工品",906,0.3,1130,0.3,875,0.3,851,0.3,663,0.2
63,"2","5","1","3","0","肉類",9589,2.9,6239,1.9,9336,2.7,11361,3.3,12315,4.3
64,"2","6","1","3","1","生鮮肉",7905,2.4,4990,1.5,7694,2.2,9384,2.8,10455,3.7
65,"2","6","1","3","2","加工肉",1684,0.5,1248,0.4,1642,0.5,1977,0.6,1860,0.7
66,"2","5","1","4","0","乳卵類",5110,1.5,3593,1.1,4959,1.4,6351,1.9,5043,1.8
67,"2","6","1","4","1","牛乳",1513,0.5,1038,0.3,1470,0.4,1927,0.6,1392,0.5
68,"2","6","1","4","2","乳製品",2544,0.8,1743,0.5,2356,0.7,3253,1.0,2668,0.9
69,"2","6","1","4","3","卵",1053,0.3,812,0.2,1133,0.3,1170,0.3,983,0.3
70,"2","5","1","5","0","野菜・海藻",9521,2.9,6926,2.1,10276,3.0,10605,3.1,9648,3.4
71,"2","6","1","5","1","生鮮野菜",6563,2.0,4789,1.4,7167,2.1,7211,2.1,6680,2.3
72,"2","6","1","5","2","乾物・海藻",740,0.2,321,0.1,867,0.3,841,0.2,981,0.3
73,"2","6","1","5","3","大豆加工品",1087,0.3,876,0.3,1151,0.3,1176,0.3,1091,0.4
74,"2","6","1","5","4","他の野菜・海藻加工品",1131,0.3,941,0.3,1091,0.3,1376,0.4,897,0.3
75,"2","5","1","6","0","果物",2782,0.8,2616,0.8,2862,0.8,2958,0.9,2345,0.8
76,"2","6","1","6","1","生鮮果物",2430,0.7,2282,0.7,2512,0.7,2527,0.7,2209,0.8
77,"2","6","1","6","2","果物加工品",351,0.1,334,0.1,350,0.1,431,0.1,136,0.0
78,"2","5","1","7","0","油脂・調味料",4514,1.4,3578,1.1,4933,1.4,4866,1.4,4229,1.5
79,"2","6","1","7","1","油脂",424,0.1,252,0.1,576,0.2,415,0.1,379,0.1
80,"2","6","1","7","2","調味料",4090,1.2,3327,1.0,4357,1.3,4451,1.3,3850,1.4
81,"2","5","1","8","0","菓子類",8131,2.4,6572,2.0,7590,2.2,9782,2.9,8032,2.8
82,"2","5","1","9","0","調理食品",15251,4.6,13405,4.0,15030,4.4,16842,5.0,15017,5.3
83,"2","6","1","9","1","主食的調理食品",6898,2.1,7238,2.2,6395,1.9,7204,2.1,6675,2.3
84,"2","6","1","9","2","他の調理食品",8353,2.5,6168,1.9,8634,2.5,9638,2.8,8342,2.9
85,"2","5","1","10","0","飲料",5822,1.7,5560,1.7,6153,1.8,5939,1.7,5024,1.8
86,"2","6","1","10","1","茶類",1170,0.4,1392,0.4,1232,0.4,1036,0.3,905,0.3
87,"2","6","1","10","2","コーヒー・ココア",1290,0.4,1331,0.4,1390,0.4,1255,0.4,997,0.4
88,"2","6","1","10","3","他の飲料",3362,1.0,2837,0.9,3531,1.0,3647,1.1,3123,1.1
89,"2","5","1","11","0","酒類",4442,1.3,5699,1.7,4680,1.4,3973,1.2,2346,0.8
90,"2","5","1","12","0","外食",22523,6.8,24968,7.5,19649,5.7,25311,7.4,16738,5.9
91,"2","6","1","12","1","一般外食",21961,6.6,24929,7.5,19502,5.7,24422,7.2,14761,5.2
92,"2","6","1","12","2","学校給食",562,0.2,39,0.0,148,0.0,890,0.3,1977,0.7
93,"2","4","2","0","0","住居",20033,6.0,40113,12.1,18767,5.5,11529,3.4,5368,1.9
94,"2","5","2","1","0","家賃地代",16483,4.9,34705,10.5,14563,4.2,9878,2.9,1956,0.7
95,"2","5","2","2","0","設備修繕・維持",3550,1.1,5408,1.6,4204,1.2,1652,0.5,3412,1.2
96,"2","6","2","2","1","設備材料",1994,0.6,3282,1.0,3396,1.0,169,0.0,626,0.2
97,"2","6","2","2","2","工事その他のサービス",1556,0.5,2126,0.6,808,0.2,1483,0.4,2786,1.0
98,"2","4","3","0","0","光熱・水道",18455,5.5,14427,4.4,19779,5.7,20878,6.1,15783,5.6
99,"2","5","3","1","0","電気代",9530,2.9,7810,2.4,9827,2.9,11170,3.3,7258,2.6
100,"2","5","3","2","0","ガス代",3970,1.2,3258,1.0,4341,1.3,4201,1.2,3715,1.3
101,"2","5","3","3","0","他の光熱",200,0.1,320,0.1,254,0.1,112,0.0,38,0.0
102,"2","5","3","4","0","上下水道料",4755,1.4,3040,0.9,5357,1.6,5395,1.6,4772,1.7
103,"2","4","4","0","0","家具・家事用品",18506,5.5,21927,6.6,22475,6.5,12167,3.6,18949,6.7
104,"2","5","4","1","0","家庭用耐久財",6384,1.9,3411,1.0,12241,3.6,3152,0.9,5634,2.0
105,"2","6","4","1","1","家事用耐久財",1753,0.5,2875,0.9,898,0.3,1866,0.5,1447,0.5
106,"2","6","4","1","2","冷暖房用器具",4139,1.2,402,0.1,11318,3.3,1205,0.4,118,0.0
107,"2","6","4","1","3","一般家具",491,0.1,135,0.0,25,0.0,82,0.0,4069,1.4
108,"2","5","4","2","0","室内装備・装飾品",1986,0.6,4488,1.4,2080,0.6,592,0.2,466,0.2
109,"2","5","4","3","0","寝具類",2805,0.8,8178,2.5,729,0.2,697,0.2,3684,1.3
110,"2","5","4","4","0","家事雑貨",3093,0.9,2390,0.7,3032,0.9,3228,0.9,4451,1.6
111,"2","5","4","5","0","家事用消耗品",3744,1.1,3186,1.0,3618,1.1,4059,1.2,4393,1.5
112,"2","5","4","6","0","家事サービス",495,0.1,273,0.1,775,0.2,439,0.1,321,0.1
113,"2","4","5","0","0","被服及び履物",18631,5.6,15653,4.7,17183,5.0,23952,7.0,12705,4.5
114,"2","5","5","1","0","和服",20,0.0,-,-,64,0.0,-,-,-,-
115,"2","5","5","2","0","洋服",9371,2.8,5908,1.8,8472,2.5,13839,4.1,5631,2.0
116,"2","6","5","2","1","男子用洋服",4116,1.2,2925,0.9,4913,1.4,4816,1.4,2130,0.7
117,"2","6","5","2","2","婦人用洋服",4282,1.3,2805,0.8,2961,0.9,7372,2.2,1742,0.6
118,"2","6","5","2","3","子供用洋服",973,0.3,178,0.1,598,0.2,1651,0.5,1758,0.6
119,"2","5","5","3","0","シャツ・セーター類",3547,1.1,4216,1.3,3782,1.1,3417,1.0,1705,0.6
120,"2","6","5","3","1","男子用シャツ・セーター類",1378,0.4,2177,0.7,913,0.3,1512,0.4,548,0.2
121,"2","6","5","3","2","婦人用シャツ・セーター類",1909,0.6,2039,0.6,2587,0.8,1516,0.4,790,0.3
122,"2","6","5","3","3","子供用シャツ・セーター類",260,0.1,-,-,283,0.1,389,0.1,367,0.1
123,"2","5","5","4","0","下着類",1093,0.3,711,0.2,901,0.3,1330,0.4,1795,0.6
124,"2","6","5","4","1","男子用下着類",312,0.1,235,0.1,237,0.1,476,0.1,191,0.1
125,"2","6","5","4","2","婦人用下着類",663,0.2,434,0.1,575,0.2,635,0.2,1546,0.5
126,"2","6","5","4","3","子供用下着類",118,0.0,42,0.0,89,0.0,219,0.1,57,0.0
127,"2","5","5","5","0","生地・糸類",155,0.0,247,0.1,78,0.0,202,0.1,27,0.0
128,"2","5","5","6","0","他の被服",1317,0.4,1089,0.3,1605,0.5,1337,0.4,894,0.3
129,"2","5","5","7","0","履物類",2236,0.7,1846,0.6,1610,0.5,3035,0.9,2470,0.9
130,"2","5","5","8","0","被服関連サービス",892,0.3,1636,0.5,671,0.2,792,0.2,184,0.1
131,"2","4","6","0","0","保健医療",12235,3.7,12686,3.8,13210,3.8,11156,3.3,11693,4.1
132,"2","5","6","1","0","医薬品",2027,0.6,2278,0.7,2141,0.6,1856,0.5,1652,0.6
133,"2","5","6","2","0","健康保持用摂取品",640,0.2,970,0.3,710,0.2,410,0.1,411,0.1
134,"2","5","6","3","0","保健医療用品・器具",2529,0.8,1667,0.5,2804,0.8,2313,0.7,4353,1.5
135,"2","5","6","4","0","保健医療サービス",7039,2.1,7770,2.3,7554,2.2,6576,1.9,5277,1.9
136,"2","4","7","0","0","交通・通信",36688,11.0,33719,10.2,45702,13.3,32064,9.4,30725,10.8
137,"2","5","7","1","0","交通",9011,2.7,13674,4.1,9043,2.6,6971,2.1,4810,1.7
138,"2","5","7","2","0","自動車等関係費",14773,4.4,6908,2.1,24039,7.0,12293,3.6,12325,4.3
139,"2","6","7","2","1","自動車等購入",3054,0.9,-,-,9533,2.8,-,-,-,-
140,"2","6","7","2","2","自転車購入",156,0.0,-,-,-,-,464,0.1,-,-
141,"2","6","7","2","3","自動車等維持",11563,3.5,6908,2.1,14506,4.2,11829,3.5,12325,4.3
142,"2","5","7","3","0","通信",12905,3.9,13136,4.0,12621,3.7,12799,3.8,13591,4.8
143,"2","4","8","0","0","教育",17405,5.2,3425,1.0,14023,4.1,28214,8.3,24913,8.8
144,"2","5","8","1","0","授業料等",7920,2.4,3425,1.0,5686,1.7,9693,2.9,19371,6.8
145,"2","5","8","2","0","教科書・学習参考教材",109,0.0,-,-,155,0.0,156,0.0,69,0.0
146,"2","5","8","3","0","補習教育",9375,2.8,-,-,8182,2.4,18365,5.4,5473,1.9
147,"2","4","9","0","0","教養娯楽",43257,13.0,43275,13.1,40953,11.9,47818,14.1,35552,12.5
148,"2","5","9","1","0","教養娯楽用耐久財",2359,0.7,2986,0.9,2089,0.6,1792,0.5,3584,1.3
149,"2","5","9","2","0","教養娯楽用品",10345,3.1,10713,3.2,11228,3.3,9937,2.9,8107,2.9
150,"2","5","9","3","0","書籍・他の印刷物",3403,1.0,3079,0.9,4846,1.4,2759,0.8,1786,0.6
151,"2","5","9","4","0","教養娯楽サービス",27150,8.1,26497,8.0,22789,6.6,33330,9.8,22074,7.8
152,"2","6","9","4","1","宿泊料",3719,1.1,3010,0.9,3366,1.0,5523,1.6,592,0.2
153,"2","6","9","4","2","パック旅行費",2300,0.7,1950,0.6,1584,0.5,3810,1.1,423,0.1
154,"2","6","9","4","3","月謝類",6338,1.9,1980,0.6,4866,1.4,9815,2.9,9623,3.4
155,"2","6","9","4","4","他の教養娯楽サービス",14793,4.4,19558,5.9,12974,3.8,14182,4.2,11435,4.0
156,"2","4","10","0","0","その他の消費支出",47563,14.3,56768,17.1,53611,15.6,39584,11.6,33642,11.8
157,"2","5","10","1","0","諸雑費",26858,8.1,29179,8.8,30134,8.8,23537,6.9,22201,7.8
158,"2","6","10","1","1","理美容サービス",4362,1.3,5252,1.6,4594,1.3,4033,1.2,2671,0.9
159,"2","6","10","1","2","理美容用品",6481,1.9,6542,2.0,6390,1.9,6873,2.0,5352,1.9
160,"2","6","10","1","3","身の回り用品",2336,0.7,4510,1.4,1398,0.4,1964,0.6,1438,0.5
161,"2","6","10","1","4","たばこ",1167,0.3,943,0.3,1461,0.4,774,0.2,2048,0.7
162,"2","6","10","1","5","他の諸雑費",12512,3.8,11932,3.6,16290,4.7,9894,2.9,10693,3.8
163,"2","5","10","2","0","こづかい",5701,1.7,3506,1.1,5606,1.6,7524,2.2,5131,1.8
164,"2","5","10","3","0","交際費",14027,4.2,23222,7.0,15465,4.5,8523,2.5,6311,2.2
165,"2","6","10","3","0","食料",3688,1.1,6718,2.0,4168,1.2,1640,0.5,1888,0.7
166,"2","6","10","3","0","家具・家事用品",116,0.0,264,0.1,56,0.0,62,0.0,137,0.0
167,"2","6","10","3","0","被服及び履物",873,0.3,2517,0.8,543,0.2,271,0.1,59,0.0
168,"2","6","10","3","0","教養娯楽",517,0.2,1240,0.4,238,0.1,427,0.1,13,0.0
169,"2","6","10","3","0","他の物品サービス",239,0.1,744,0.2,134,0.0,15,0.0,133,0.0
170,"2","6","10","3","6","贈与金",4144,1.2,8164,2.5,3759,1.1,2237,0.7,2272,0.8
171,"2","6","10","3","7","他の交際費",4450,1.3,3575,1.1,6568,1.9,3871,1.1,1809,0.6
172,"2","5","10","4","0","仕送り金",976,0.3,861,0.3,2406,0.7,-,-,-,-
173,"2","3","0","0","0","土地家屋購入",42010,-,175906,-,-,-,-,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",19640,5.9,4260,1.3,17125,5.0,30350,8.9,28017,9.9
175,"2","3","0","0","0","（再掲）教養娯楽関係費",48452,14.5,53289,16.1,47036,13.7,50104,14.7,36366,12.8
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",5120,1.5,9025,2.7,6164,1.8,2237,0.7,2272,0.8
177,"2","3","0","0","0","（再掲）経常消費支出",240636,72.2,238580,72.0,240815,69.9,249270,73.3,216866,76.3
178,"2","3","0","0","0","（再掲）情報通信関係費",16132,4.8,13147,4.0,16505,4.8,17244,5.1,18240,6.4
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",305279,91.5,282032,85.2,309874,90.0,326234,96.0,276678,97.3
180,"2","2","0","0","0","その他の実支出",132721,-,126054,-,129582,-,139890,-,134480,-
181,"2","3","0","0","0","直接税",62091,-,60098,-,63280,-,62967,-,60163,-
182,"2","4","0","0","0","勤労所得税",28596,-,30455,-,29913,-,25933,-,28890,-
183,"2","4","0","0","0","個人住民税",29877,-,29417,-,31625,-,28735,-,29245,-
184,"2","4","0","0","0","他の税",3618,-,226,-,1742,-,8299,-,2028,-
185,"2","3","0","0","0","社会保険料",70609,-,65869,-,66301,-,76923,-,74316,-
186,"2","4","0","0","0","公的年金保険料",41577,-,36440,-,39520,-,46166,-,44849,-
187,"2","4","0","0","0","健康保険料",22661,-,23787,-,20154,-,24308,-,22460,-
188,"2","4","0","0","0","介護保険料",3681,-,3145,-,4042,-,3591,-,4089,-
189,"2","4","0","0","0","他の社会保険料",2691,-,2497,-,2586,-,2857,-,2918,-
190,"2","3","0","0","0","その他",21,-,87,-,-,-,-,-,-,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",670839,-,593974,-,657558,-,719476,-,730702,-
192,"2","2","0","0","0","預貯金",472853,-,402716,-,481275,-,504748,-,504663,-
193,"2","2","0","0","0","保険料",21221,-,16510,-,17220,-,25307,-,31118,-
194,"2","3","0","0","0","個人・企業年金保険料",5854,-,4190,-,6702,-,5145,-,9353,-
195,"2","3","0","0","0","他の保険料",15367,-,12319,-,10519,-,20162,-,21766,-
196,"2","2","0","0","0","有価証券購入",4101,-,7580,-,2681,-,3667,-,1896,-
197,"2","2","0","0","0","土地家屋借金返済",46631,-,28708,-,42302,-,60520,-,56139,-
198,"2","2","0","0","0","他の借金返済",2479,-,2792,-,3177,-,1847,-,1654,-
199,"2","2","0","0","0","クレジット購入借入金返済",123180,-,134569,-,110696,-,123315,-,135030,-
200,"2","2","0","0","0","実支出以外の支払のその他",374,-,1100,-,207,-,72,-,202,-
201,"2","1","0","0","0","繰越金",390839,-,310124,-,268227,-,646040,-,127693,-
202,"3","0","0","0","0","可処分所得",494455,-,441731,-,511383,-,518310,-,486154,-
203,"3","0","0","0","0","黒字",160970,-,110561,-,167045,-,178310,-,201836,-
204,"3","1","0","0","0","金融資産純増",113217,-,-71887,-,177590,-,165800,-,169693,-
205,"3","3","0","0","0","貯蓄純増",109116,-,-79467,-,174908,-,162133,-,167796,-
206,"3","4","0","0","0","預貯金純増",88100,-,-95976,-,158328,-,136826,-,136678,-
207,"3","4","0","0","0","保険純増",21016,-,16510,-,16581,-,25307,-,31118,-
208,"3","3","0","0","0","有価証券純購入",4101,-,7580,-,2681,-,3667,-,1896,-
209,"3","1","0","0","0","土地家屋借金純減",46631,-,28708,-,42302,-,60520,-,56139,-
210,"3","1","0","0","0","他の借金純減",2275,-,2792,-,3177,-,1243,-,1654,-
211,"3","1","0","0","0","クレジット購入借入金純減",-19755,-,-16678,-,-30063,-,-20490,-,7284,-
212,"3","1","0","0","0","土地家屋純増",42010,-,175906,-,-,-,-,-,-,-
213,"3","1","0","0","0","その他の純増",-200,-,1014,-,-632,-,-771,-,192,-
214,"3","1","0","0","0","繰越純増",-23207,-,-9295,-,-25328,-,-27992,-,-33125,-
