1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
28,1,4,0,0,0,財産収入,239,0,-82.6,-,-,1471,0.5,43,0,12,0,2,0,33,0,100,0
29,1,4,0,0,0,社会保障給付,8018,1.4,51.3,14056,17.9,4507,1.6,7746,1.8,12361,2.2,13573,2,4199,0.5,29,0
30,1,5,0,0,0,公的年金給付,52,0,-93.4,-,-,360,0.1,-,-,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,7967,1.4,76.5,14056,17.9,4148,1.4,7746,1.8,12361,2.2,13573,2,4199,0.5,29,0
32,1,4,0,0,0,仕送り金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,15565,2.6,-32.8,3244,4.1,1888,0.7,5508,1.3,26959,4.9,16226,2.4,20732,2.6,33846,2.7
34,1,3,0,0,0,受贈金,5883,1,65.3,153,0.2,868,0.3,2093,0.5,19123,3.5,3624,0.5,4192,0.5,10847,0.9
35,1,3,0,0,0,他の特別収入,9683,1.6,-50.6,3091,3.9,1020,0.4,3415,0.8,7836,1.4,12602,1.8,16540,2,22999,1.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),567094,-,6.6,347586,-,373824,-,447483,-,671461,-,495973,-,629422,-,991305,-
37,1,2,0,0,0,預貯金引出,400015,-,1.1,229519,-,281002,-,313319,-,538544,-,333151,-,453077,-,642561,-
38,1,2,0,0,0,保険金,15805,-,2.7,44297,-,7675,-,7173,-,5779,-,-,-,-,-,45145,-
39,1,3,0,0,0,個人・企業年金保険金,9229,-,-40,44297,-,7675,-,7173,-,5779,-,-,-,-,-,-,-
40,1,3,0,0,0,他の保険金,6575,-,...,-,-,-,-,-,-,-,-,-,-,-,-,45145,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,150856,-,27.1,73618,-,85146,-,126622,-,127067,-,162730,-,175089,-,302627,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,419,-,-67.9,153,-,-,-,369,-,70,-,91,-,1257,-,971,-
47,1,1,0,0,0,繰入金,302843,-,15,91265,-,209129,-,393391,-,200212,-,340625,-,129367,-,749480,-
48,2,0,0,0,0,支払,1458067,-,10,517195,-,872033,-,1263587,-,1421497,-,1525934,-,1567400,-,3004220,-
49,2,1,0,0,0,実支出,484745,-,7.4,268880,-,380031,-,394567,-,449714,-,496480,-,598028,-,797415,-
50,2,2,0,0,0,生計支出,374777,-,7.1,251336,-,331817,-,339181,-,359331,-,370751,-,421251,-,545164,-
51,2,3,0,0,0,消費支出,374777,100,7.1,251336,100,331817,100,339181,100,359331,100,370751,100,421251,100,545164,100
52,2,4,1,0,0,食料,97737,26.1,14.3,75045,29.9,82147,24.8,86945,25.6,101832,28.3,99572,26.9,103480,24.6,134228,24.6
53,2,5,1,1,0,穀類,7208,1.9,13,5757,2.3,5415,1.6,7266,2.1,7763,2.2,7390,2,8059,1.9,8769,1.6
54,2,6,1,1,1,米類,1544,0.4,9,1586,0.6,910,0.3,1739,0.5,1545,0.4,1799,0.5,1216,0.3,2016,0.4
55,2,6,1,1,2,パン,3264,0.9,18.8,2550,1,2284,0.7,3403,1,3222,0.9,3467,0.9,4022,1,3892,0.7
56,2,6,1,1,3,麺類,1721,0.5,5.1,1170,0.5,1515,0.5,1759,0.5,2024,0.6,1572,0.4,2063,0.5,1931,0.4
57,2,6,1,1,4,他の穀類,679,0.2,17.5,452,0.2,706,0.2,365,0.1,972,0.3,552,0.1,758,0.2,930,0.2
58,2,5,1,2,0,魚介類,5335,1.4,6,5199,2.1,4638,1.4,5069,1.5,5495,1.5,6055,1.6,4928,1.2,5969,1.1
59,2,6,1,2,1,生鮮魚介,2866,0.8,-4.9,2622,1,2866,0.9,2531,0.7,3144,0.9,3346,0.9,2764,0.7,2792,0.5
60,2,6,1,2,2,塩干魚介,1006,0.3,21.8,1044,0.4,679,0.2,1005,0.3,965,0.3,1302,0.4,692,0.2,1358,0.2
61,2,6,1,2,3,魚肉練製品,622,0.2,18.7,612,0.2,463,0.1,674,0.2,564,0.2,499,0.1,667,0.2,869,0.2
62,2,6,1,2,4,他の魚介加工品,842,0.2,25.9,921,0.4,629,0.2,859,0.3,822,0.2,908,0.2,805,0.2,949,0.2
63,2,5,1,3,0,肉類,9370,2.5,4.8,8193,3.3,8500,2.6,8840,2.6,10396,2.9,8305,2.2,9858,2.3,11415,2.1
64,2,6,1,3,1,生鮮肉,7805,2.1,3.2,6937,2.8,7096,2.1,7080,2.1,8608,2.4,6795,1.8,8343,2,9699,1.8
65,2,6,1,3,2,加工肉,1565,0.4,13.2,1255,0.5,1404,0.4,1760,0.5,1788,0.5,1510,0.4,1515,0.4,1716,0.3
66,2,5,1,4,0,乳卵類,4452,1.2,0.5,3586,1.4,4380,1.3,3815,1.1,4322,1.2,4056,1.1,4750,1.1,6198,1.1
67,2,6,1,4,1,牛乳,1307,0.3,-2.9,1206,0.5,1292,0.4,972,0.3,1053,0.3,1204,0.3,1766,0.4,1639,0.3
68,2,6,1,4,2,乳製品,2240,0.6,-3.2,1633,0.6,2122,0.6,2021,0.6,2371,0.7,2048,0.6,2056,0.5,3395,0.6
69,2,6,1,4,3,卵,905,0.2,17.7,747,0.3,966,0.3,822,0.2,897,0.2,805,0.2,928,0.2,1164,0.2
70,2,5,1,5,0,野菜・海藻,9180,2.4,3.8,8171,3.3,8641,2.6,7667,2.3,9904,2.8,9729,2.6,8997,2.1,11105,2
71,2,6,1,5,1,生鮮野菜,6470,1.7,4.4,5807,2.3,6295,1.9,5352,1.6,7129,2,6362,1.7,6406,1.5,7895,1.4
72,2,6,1,5,2,乾物・海藻,591,0.2,-15.6,591,0.2,473,0.1,429,0.1,684,0.2,647,0.2,545,0.1,764,0.1
73,2,6,1,5,3,大豆加工品,1065,0.3,12,898,0.4,970,0.3,990,0.3,969,0.3,1153,0.3,1165,0.3,1308,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,5.8,876,0.3,904,0.3,896,0.3,1122,0.3,1566,0.4,882,0.2,1138,0.2
75,2,5,1,6,0,果物,3158,0.8,15.1,2830,1.1,2682,0.8,3259,1,3527,1,2596,0.7,3212,0.8,3968,0.7
76,2,6,1,6,1,生鮮果物,2779,0.7,16.4,2335,0.9,2316,0.7,2922,0.9,3250,0.9,2352,0.6,2970,0.7,3282,0.6
77,2,6,1,6,2,果物加工品,379,0.1,6.2,495,0.2,366,0.1,337,0.1,277,0.1,244,0.1,242,0.1,686,0.1
78,2,5,1,7,0,油脂・調味料,4226,1.1,6.3,3772,1.5,4158,1.3,3828,1.1,4337,1.2,4536,1.2,3614,0.9,5319,1
79,2,6,1,7,1,油脂,344,0.1,-15.3,288,0.1,312,0.1,299,0.1,334,0.1,397,0.1,315,0.1,463,0.1
80,2,6,1,7,2,調味料,3882,1,8.8,3484,1.4,3845,1.2,3529,1,4003,1.1,4139,1.1,3299,0.8,4856,0.9
81,2,5,1,8,0,菓子類,8264,2.2,7.6,6213,2.5,6977,2.1,9066,2.7,7265,2,6903,1.9,9918,2.4,11410,2.1
82,2,5,1,9,0,調理食品,14066,3.8,9.6,10692,4.3,13677,4.1,15038,4.4,12027,3.3,14462,3.9,14864,3.5,17634,3.2
83,2,6,1,9,1,主食的調理食品,6284,1.7,11.6,4409,1.8,5354,1.6,6706,2,5375,1.5,6139,1.7,8208,1.9,7753,1.4
84,2,6,1,9,2,他の調理食品,7782,2.1,8,6283,2.5,8324,2.5,8332,2.5,6652,1.9,8323,2.2,6655,1.6,9881,1.8
85,2,5,1,10,0,飲料,5913,1.6,18.1,4501,1.8,4959,1.5,5255,1.5,5558,1.5,5821,1.6,6659,1.6,8573,1.6
86,2,6,1,10,1,茶類,1246,0.3,0.5,1160,0.5,897,0.3,1410,0.4,1207,0.3,1733,0.5,1199,0.3,1132,0.2
87,2,6,1,10,2,コーヒー・ココア,1609,0.4,39.3,1030,0.4,1561,0.5,1318,0.4,1139,0.3,1121,0.3,2270,0.5,2783,0.5
88,2,6,1,10,3,他の飲料,3059,0.8,17.2,2311,0.9,2502,0.8,2528,0.7,3212,0.9,2967,0.8,3191,0.8,4659,0.9
89,2,5,1,11,0,酒類,3366,0.9,-2.5,4133,1.6,3220,1,3086,0.9,3681,1,3353,0.9,2768,0.7,3327,0.6
90,2,5,1,12,0,外食,23199,6.2,43.2,11997,4.8,14899,4.5,14756,4.4,27557,7.7,26365,7.1,25853,6.1,40541,7.4
91,2,6,1,12,1,一般外食,21605,5.8,43.8,11235,4.5,14214,4.3,13360,3.9,26125,7.3,24816,6.7,23129,5.5,37965,7
92,2,6,1,12,2,学校給食,1593,0.4,35.2,762,0.3,686,0.2,1396,0.4,1432,0.4,1549,0.4,2724,0.6,2576,0.5
93,2,4,2,0,0,住居,36131,9.6,7.6,29960,11.9,98326,29.6,30333,8.9,19133,5.3,32627,8.8,32403,7.7,10249,1.9
94,2,5,2,1,0,家賃地代,20761,5.5,-11.8,15028,6,26132,7.9,23639,7,17066,4.7,31459,8.5,25590,6.1,6870,1.3
95,2,5,2,2,0,設備修繕・維持,15371,4.1,53.3,14933,5.9,72194,21.8,6694,2,2067,0.6,1169,0.3,6812,1.6,3379,0.6
96,2,6,2,2,1,設備材料,2679,0.7,86,13056,5.2,3026,0.9,56,0,324,0.1,568,0.2,125,0,1660,0.3
97,2,6,2,2,2,工事その他のサービス,12692,3.4,47.8,1877,0.7,69168,20.8,6638,2,1743,0.5,601,0.2,6687,1.6,1720,0.3
98,2,4,3,0,0,光熱・水道,30682,8.2,42.9,29087,11.6,27593,8.3,32961,9.7,31641,8.8,28465,7.7,31242,7.4,33689,6.2
99,2,5,3,1,0,電気代,13616,3.6,39.6,12882,5.1,11078,3.3,14758,4.4,15107,4.2,12803,3.5,13638,3.2,15004,2.8
100,2,5,3,2,0,ガス代,10400,2.8,44.2,10737,4.3,10285,3.1,9337,2.8,9406,2.6,10794,2.9,10493,2.5,11735,2.2
101,2,5,3,3,0,他の光熱,629,0.2,-5,909,0.4,698,0.2,627,0.2,711,0.2,629,0.2,613,0.1,225,0
102,2,5,3,4,0,上下水道料,6037,1.6,57.5,4559,1.8,5531,1.7,8238,2.4,6418,1.8,4238,1.1,6498,1.5,6726,1.2
103,2,4,4,0,0,家具・家事用品,11419,3,-15.5,6777,2.7,12907,3.9,11423,3.4,9193,2.6,10477,2.8,13367,3.2,15647,2.9
104,2,5,4,1,0,家庭用耐久財,2944,0.8,-37.3,1064,0.4,4362,1.3,3551,1,1275,0.4,2694,0.7,3296,0.8,4328,0.8
105,2,6,4,1,1,家事用耐久財,2192,0.6,-31.2,598,0.2,4051,1.2,3451,1,58,0,1818,0.5,1635,0.4,3699,0.7
106,2,6,4,1,2,冷暖房用器具,639,0.2,-7.8,182,0.1,311,0.1,31,0,1217,0.3,420,0.1,1662,0.4,629,0.1
107,2,6,4,1,3,一般家具,114,0,-86,284,0.1,-,-,68,0,-,-,455,0.1,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,517,0.1,-2.1,94,0,600,0.2,57,0,376,0.1,305,0.1,1024,0.2,1134,0.2
109,2,5,4,3,0,寝具類,1000,0.3,-1.2,453,0.2,387,0.1,1282,0.4,1165,0.3,1028,0.3,1856,0.4,832,0.2
110,2,5,4,4,0,家事雑貨,3275,0.9,6.4,2383,0.9,3612,1.1,3027,0.9,2147,0.6,3089,0.8,3432,0.8,5191,1
111,2,5,4,5,0,家事用消耗品,3355,0.9,3.9,2491,1,3648,1.1,3316,1,3871,1.1,3151,0.8,3520,0.8,3468,0.6
112,2,5,4,6,0,家事サービス,328,0.1,-66.3,292,0.1,298,0.1,190,0.1,359,0.1,210,0.1,240,0.1,695,0.1
113,2,4,5,0,0,被服及び履物,12987,3.5,-22.1,6531,2.6,7720,2.3,8473,2.5,16668,4.6,16829,4.5,12195,2.9,22325,4.1
114,2,5,5,1,0,和服,100,0,284.6,-,-,-,-,-,-,-,-,-,-,-,-,686,0.1
115,2,5,5,2,0,洋服,6634,1.8,-20.2,2652,1.1,3535,1.1,2875,0.8,9575,2.7,9356,2.5,4568,1.1,13751,2.5
116,2,6,5,2,1,男子用洋服,2651,0.7,-19.3,266,0.1,1656,0.5,824,0.2,3241,0.9,3085,0.8,1839,0.4,7535,1.4
117,2,6,5,2,2,婦人用洋服,3379,0.9,-20.8,1934,0.8,1704,0.5,1724,0.5,5951,1.7,5094,1.4,1775,0.4,5444,1
118,2,6,5,2,3,子供用洋服,605,0.2,-20.3,453,0.2,175,0.1,328,0.1,383,0.1,1177,0.3,954,0.2,772,0.1
119,2,5,5,3,0,シャツ・セーター類,2178,0.6,-0.7,2010,0.8,1455,0.4,974,0.3,2099,0.6,2941,0.8,2688,0.6,3065,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,930,0.2,8.5,1063,0.4,387,0.1,324,0.1,560,0.2,1382,0.4,1295,0.3,1496,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1084,0.3,-9,768,0.3,953,0.3,644,0.2,1502,0.4,1360,0.4,1074,0.3,1280,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,164,0,12.3,179,0.1,115,0,6,0,38,0,199,0.1,319,0.1,289,0.1
123,2,5,5,4,0,下着類,875,0.2,12.2,417,0.2,810,0.2,1037,0.3,765,0.2,1323,0.4,602,0.1,1174,0.2
124,2,6,5,4,1,男子用下着類,385,0.1,115.1,151,0.1,579,0.2,601,0.2,380,0.1,583,0.2,181,0,228,0
125,2,6,5,4,2,婦人用下着類,390,0.1,-13.7,247,0.1,126,0,396,0.1,327,0.1,590,0.2,259,0.1,784,0.1
126,2,6,5,4,3,子供用下着類,100,0,-32.9,19,0,105,0,41,0,57,0,150,0,162,0,162,0
127,2,5,5,5,0,生地・糸類,77,0,-38.4,112,0,10,0,142,0,11,0,91,0,163,0,13,0
128,2,5,5,6,0,他の被服,1333,0.4,-1.5,482,0.2,703,0.2,1378,0.4,2953,0.8,1400,0.4,1022,0.2,1380,0.3
129,2,5,5,7,0,履物類,1475,0.4,-53.8,582,0.2,1056,0.3,1808,0.5,1154,0.3,1477,0.4,2596,0.6,1643,0.3
130,2,5,5,8,0,被服関連サービス,316,0.1,-53.5,275,0.1,152,0,259,0.1,111,0,241,0.1,555,0.1,612,0.1
131,2,4,6,0,0,保健医療,14406,3.8,7.6,8949,3.6,8618,2.6,14802,4.4,16777,4.7,13884,3.7,18193,4.3,19464,3.6
132,2,5,6,1,0,医薬品,2538,0.7,9.5,2133,0.8,2160,0.7,3782,1.1,2130,0.6,2363,0.6,2771,0.7,2434,0.4
133,2,5,6,2,0,健康保持用摂取品,943,0.3,10.6,1071,0.4,460,0.1,686,0.2,442,0.1,893,0.2,751,0.2,2279,0.4
134,2,5,6,3,0,保健医療用品・器具,3575,1,-5.3,1315,0.5,2358,0.7,4175,1.2,4402,1.2,5586,1.5,4232,1,2997,0.5
135,2,5,6,4,0,保健医療サービス,7350,2,14.1,4429,1.8,3639,1.1,6158,1.8,9803,2.7,5043,1.4,10439,2.5,11753,2.2
136,2,4,7,0,0,交通・通信,37494,10,-10.9,21466,8.5,23044,6.9,72007,21.2,27113,7.5,38173,10.3,38822,9.2,42064,7.7
137,2,5,7,1,0,交通,10219,2.7,37,7043,2.8,7029,2.1,8175,2.4,8339,2.3,13321,3.6,8949,2.1,18586,3.4
138,2,5,7,2,0,自動車等関係費,13393,3.6,-30.8,5112,2,4738,1.4,47394,14,6846,1.9,9097,2.5,11982,2.8,8888,1.6
139,2,6,7,2,1,自動車等購入,4116,1.1,-35.8,-,-,-,-,29045,8.6,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,948,0.3,-8.8,-,-,407,0.1,-,-,1592,0.4,2054,0.6,2601,0.6,-,-
141,2,6,7,2,3,自動車等維持,8329,2.2,-29.9,5112,2,4331,1.3,18349,5.4,5254,1.5,7042,1.9,9381,2.2,8888,1.6
142,2,5,7,3,0,通信,13882,3.7,-9.3,9311,3.7,11277,3.4,16439,4.8,11929,3.3,15755,4.2,17891,4.2,14590,2.7
143,2,4,8,0,0,教育,22961,6.1,16.3,16595,6.6,6897,2.1,4779,1.4,33115,9.2,27984,7.5,38654,9.2,32361,5.9
144,2,5,8,1,0,授業料等,13877,3.7,11.7,10644,4.2,1779,0.5,3097,0.9,29676,8.3,7289,2,20855,5,23264,4.3
145,2,5,8,2,0,教科書・学習参考教材,240,0.1,61.1,162,0.1,-,-,-,-,227,0.1,814,0.2,348,0.1,146,0
146,2,5,8,3,0,補習教育,8844,2.4,23.4,5788,2.3,5117,1.5,1682,0.5,3213,0.9,19881,5.4,17451,4.1,8951,1.6
147,2,4,9,0,0,教養娯楽,49387,13.2,47.1,21019,8.4,24470,7.4,28988,8.5,47728,13.3,42977,11.6,48718,11.6,129864,23.8
148,2,5,9,1,0,教養娯楽用耐久財,5631,1.5,82.8,1374,0.5,2870,0.9,4112,1.2,10204,2.8,11398,3.1,8090,1.9,1507,0.3
149,2,5,9,2,0,教養娯楽用品,8243,2.2,0.7,5126,2,4479,1.3,7135,2.1,11503,3.2,6457,1.7,9665,2.3,13155,2.4
150,2,5,9,3,0,書籍・他の印刷物,3098,0.8,-2.1,2620,1,2127,0.6,3267,1,2721,0.8,3845,1,2425,0.6,4680,0.9
151,2,5,9,4,0,教養娯楽サービス,32414,8.6,69.4,11899,4.7,14994,4.5,14474,4.3,23299,6.5,21276,5.7,28538,6.8,110522,20.3
152,2,6,9,4,1,宿泊料,4921,1.3,52,3414,1.4,2114,0.6,-,-,6717,1.9,3628,1,8181,1.9,10190,1.9
153,2,6,9,4,2,パック旅行費,10671,2.8,...,161,0.1,3588,1.1,808,0.2,1777,0.5,2555,0.7,664,0.2,63925,11.7
154,2,6,9,4,3,月謝類,4745,1.3,-10.7,2012,0.8,1916,0.6,3873,1.1,5711,1.6,4404,1.2,6469,1.5,8714,1.6
155,2,6,9,4,4,他の教養娯楽サービス,12077,3.2,25,6312,2.5,7377,2.2,9793,2.9,9094,2.5,10690,2.9,13224,3.1,27693,5.1
156,2,4,10,0,0,その他の消費支出,61571,16.4,-12.6,35907,14.3,40095,12.1,48470,14.3,56132,15.6,59763,16.1,84178,20,105273,19.3
157,2,5,10,1,0,諸雑費,27302,7.3,-34.4,19403,7.7,17453,5.3,20860,6.2,24649,6.9,26197,7.1,34830,8.3,47222,8.7
158,2,6,10,1,1,理美容サービス,3521,0.9,10.3,1612,0.6,2881,0.9,3202,0.9,3038,0.8,2326,0.6,4999,1.2,6483,1.2
159,2,6,10,1,2,理美容用品,5360,1.4,4.4,3101,1.2,2469,0.7,5043,1.5,8543,2.4,4769,1.3,5517,1.3,7982,1.5
160,2,6,10,1,3,身の回り用品,2663,0.7,46.2,1713,0.7,1883,0.6,749,0.2,1981,0.6,3328,0.9,3474,0.8,5458,1
161,2,6,10,1,4,たばこ,1010,0.3,-2.1,136,0.1,1099,0.3,2000,0.6,1612,0.4,1225,0.3,782,0.2,232,0
162,2,6,10,1,5,他の諸雑費,14748,3.9,-51.6,12840,5.1,9121,2.7,9865,2.9,9474,2.6,14549,3.9,20058,4.8,27067,5
163,2,5,10,2,0,こづかい,8474,2.3,24.9,3256,1.3,4338,1.3,4796,1.4,11728,3.3,10326,2.8,7129,1.7,17549,3.2
164,2,5,10,3,0,交際費,21326,5.7,9.9,13179,5.2,16138,4.9,22815,6.7,19419,5.4,21291,5.7,19926,4.7,36220,6.6
165,2,6,10,3,0,食料,4010,1.1,45.9,4503,1.8,2894,0.9,2006,0.6,3292,0.9,3960,1.1,2385,0.6,8940,1.6
166,2,6,10,3,0,家具・家事用品,248,0.1,-38.6,5,0,224,0.1,250,0.1,34,0,-,-,266,0.1,934,0.2
167,2,6,10,3,0,被服及び履物,256,0.1,-33.5,39,0,559,0.2,535,0.2,264,0.1,296,0.1,43,0,61,0
168,2,6,10,3,0,教養娯楽,2072,0.6,113.4,98,0,571,0.2,2202,0.6,356,0.1,11267,3,11,0,262,0
169,2,6,10,3,0,他の物品サービス,164,0,-35.7,277,0.1,154,0,254,0.1,5,0,199,0.1,8,0,255,0
170,2,6,10,3,6,贈与金,8785,2.3,-4,6307,2.5,6255,1.9,10142,3,10535,2.9,2589,0.7,11942,2.8,13464,2.5
171,2,6,10,3,7,他の交際費,5792,1.5,5.3,1949,0.8,5481,1.7,7425,2.2,4934,1.4,2981,0.8,5271,1.3,12304,2.3
172,2,5,10,4,0,仕送り金,4470,1.2,72,71,0,2166,0.7,-,-,336,0.1,1949,0.5,22293,5.3,4282,0.8
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,26051,7,8.8,18115,7.2,8258,2.5,6833,2,37521,10.4,31793,8.6,42966,10.2,36496,6.7
175,2,3,0,0,0,（再掲）教養娯楽関係費,56647,15.1,47.9,26122,10.4,29250,8.8,33898,10,53601,14.9,59504,16,55155,13.1,137260,25.2
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13254,3.5,12.8,6378,2.5,8421,2.5,10142,3,10871,3,4537,1.2,34235,8.1,17746,3.3
177,2,3,0,0,0,（再掲）経常消費支出,258572,69,10.4,190512,75.8,216490,65.2,253724,74.8,252114,70.2,265955,71.7,282231,67,346990,63.6
178,2,3,0,0,0,（再掲）情報通信関係費,17238,4.6,-0.3,13643,5.4,15778,4.8,18712,5.5,16652,4.6,16804,4.5,18632,4.4,20363,3.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,321275,85.7,7.7,214998,85.5,225070,67.8,269661,79.5,329328,91.7,333586,90,354613,84.2,517169,94.9
180,2,2,0,0,0,その他の実支出,109969,-,8.7,17544,-,48214,-,55386,-,90383,-,125729,-,176777,-,252251,-
181,2,3,0,0,0,直接税,46783,-,8.5,9187,-,14369,-,16976,-,34291,-,47089,-,75999,-,127561,-
182,2,4,0,0,0,勤労所得税,18312,-,18.9,227,-,3098,-,4713,-,10430,-,15995,-,29488,-,63127,-
183,2,4,0,0,0,個人住民税,26046,-,-1.6,5538,-,8397,-,10240,-,21991,-,29244,-,43625,-,62384,-
184,2,4,0,0,0,他の税,2425,-,95.9,3422,-,2874,-,2023,-,1870,-,1850,-,2885,-,2051,-
185,2,3,0,0,0,社会保険料,63157,-,8.7,8152,-,33845,-,38410,-,56091,-,78640,-,100779,-,124689,-
