1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,
2,,,,第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,
3,,,,項目（0：世帯数等　1：公共料金等　2：準公共料金等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
4,項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
26,1,1,鉄道通勤定期代,2998,0.8,-11.5,369,0.2,2514,1.0,1991,0.6,5493,1.4,6446,1.6,4206,0.9,28,0.0
27,1,1,バス代,359,0.1,43.6,55,0.0,141,0.1,366,0.1,99,0.0,95,0.0,1238,0.3,509,0.1
28,1,1,バス通学定期代,614,0.2,741.1,-,-,-,-,109,0.0,550,0.1,1164,0.3,998,0.2,1471,0.2
29,1,1,バス通勤定期代,873,0.2,138.5,-,-,-,-,-,-,859,0.2,3047,0.8,751,0.2,1473,0.2
30,1,1,タクシー代,564,0.1,50.0,525,0.2,444,0.2,391,0.1,115,0.0,82,0.0,414,0.1,1953,0.3
31,1,1,航空運賃,554,0.1,-79.9,1396,0.6,-,-,-,-,-,-,1151,0.3,-,-,1349,0.2
32,1,1,郵便料,83,0.0,-18.6,162,0.1,34,0.0,91,0.0,94,0.0,114,0.0,51,0.0,41,0.0
33,1,1,固定電話通信料,808,0.2,1.4,855,0.4,748,0.3,989,0.3,748,0.2,820,0.2,771,0.2,727,0.1
34,1,1,携帯電話通信料,8985,2.3,-10.8,5053,2.1,9865,3.8,10547,3.4,8089,2.0,8710,2.2,9081,1.9,11442,1.7
35,1,1,ＮＨＫ放送受信料,1011,0.3,-16.6,684,0.3,1226,0.5,454,0.1,1220,0.3,1342,0.3,1060,0.2,1085,0.2
36,1,1,ケーブルテレビ放送受信料,1189,0.3,40.7,1390,0.6,1135,0.4,1196,0.4,803,0.2,1186,0.3,2034,0.4,592,0.1
37,1,1,他の放送受信料,133,0.0,6.4,103,0.0,60,0.0,180,0.1,68,0.0,214,0.1,182,0.0,130,0.0
38,1,1,国公立小学校,686,0.2,139.9,1796,0.7,360,0.1,432,0.1,37,0.0,1974,0.5,82,0.0,163,0.0
39,1,1,国公立中学校,1050,0.3,202.6,26,0.0,-,-,644,0.2,-,-,869,0.2,4038,0.8,1760,0.3
40,1,1,国公立高校,104,0.0,-66.0,-,-,-,-,319,0.1,-,-,-,-,-,-,405,0.1
41,1,1,国公立大学,2572,0.6,374.5,-,-,-,-,-,-,17926,4.5,-,-,-,-,83,0.0
42,1,1,たばこ,873,0.2,-38.4,428,0.2,465,0.2,887,0.3,527,0.1,1353,0.3,1061,0.2,1386,0.2
43,2,0,準公共料金等,75122,18.9,23.3,28805,11.8,20850,8.1,39522,12.8,100299,25.0,46103,11.5,105286,21.6,183162,27.1
44,2,1,牛乳,1384,0.3,6.9,1378,0.6,1219,0.5,1518,0.5,1157,0.3,1267,0.3,1518,0.3,1626,0.2
45,2,1,灯油,28,0.0,-82.3,-,-,56,0.0,143,0.0,-,-,-,-,-,-,-,-
46,2,1,プロパンガス,614,0.2,9.1,535,0.2,980,0.4,811,0.3,176,0.0,436,0.1,1359,0.3,-,-
47,2,1,理髪料,444,0.1,8.6,46,0.0,299,0.1,495,0.2,842,0.2,305,0.1,454,0.1,660,0.1
48,2,1,パーマネント代,104,0.0,25.3,-,-,-,-,-,-,-,-,-,-,-,-,716,0.1
49,2,1,洗濯代,1003,0.3,-3.2,550,0.2,1498,0.6,725,0.2,376,0.1,1385,0.3,1046,0.2,1424,0.2
50,2,1,新聞,1450,0.4,8.0,2106,0.9,1031,0.4,1048,0.3,763,0.2,1073,0.3,2308,0.5,1827,0.3
51,2,1,私立小学校,4370,1.1,...,-,-,-,-,-,-,30603,7.6,-,-,-,-,-,-
52,2,1,私立中学校,9300,2.3,42.0,-,-,-,-,2732,0.9,41943,10.4,5005,1.2,-,-,15291,2.3
53,2,1,私立高校,4904,1.2,-44.4,-,-,-,-,10450,3.4,-,-,6332,1.6,11199,2.3,6343,0.9
54,2,1,私立大学,34421,8.7,39.6,16976,7.0,-,-,-,-,4318,1.1,16741,4.2,63515,13.1,137892,20.4
55,2,1,幼児教育費用,1328,0.3,-23.8,544,0.2,744,0.3,2087,0.7,453,0.1,1965,0.5,3290,0.7,230,0.0
56,2,1,民営家賃,15609,3.9,11.3,6670,2.7,13890,5.4,19513,6.3,19666,4.9,11592,2.9,20598,4.2,17152,2.5
57,2,1,地代,164,0.0,-35.7,-,-,1133,0.4,-,-,-,-,-,-,-,-,-,-
