1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,208,-,193.0,-,-,82,-,-,-,27,-,-,-,1340,-,-,-
47,1,1,0,0,0,繰入金,315943,-,20.2,402316,-,219358,-,256439,-,506713,-,320288,-,181309,-,326278,-
48,2,0,0,0,0,支払,1487693,-,14.4,886948,-,1298789,-,1147348,-,1488995,-,1504707,-,1555239,-,2513540,-
49,2,1,0,0,0,実支出,484193,-,8.5,280777,-,317984,-,423062,-,398704,-,510616,-,563574,-,887380,-
50,2,2,0,0,0,生計支出,353060,-,8.0,251941,-,267514,-,341749,-,301449,-,369759,-,389959,-,545460,-
51,2,3,0,0,0,消費支出,353060,100.0,8.0,251941,100.0,267514,100.0,341749,100.0,301449,100.0,369759,100.0,389959,100.0,545460,100.0
52,2,4,1,0,0,食料,100633,28.5,10.6,91317,36.2,82826,31.0,88861,26.0,97713,32.4,103314,27.9,112127,28.8,127820,23.4
53,2,5,1,1,0,穀類,7343,2.1,11.0,7258,2.9,5731,2.1,7420,2.2,7993,2.7,6850,1.9,8327,2.1,7795,1.4
54,2,6,1,1,1,米類,1678,0.5,6.9,1388,0.6,1347,0.5,1910,0.6,1669,0.6,1599,0.4,2366,0.6,1453,0.3
55,2,6,1,1,2,パン,3386,1.0,13.6,3884,1.5,2624,1.0,3151,0.9,3718,1.2,2711,0.7,3791,1.0,3818,0.7
56,2,6,1,1,3,麺類,1809,0.5,11.7,1618,0.6,1487,0.6,1929,0.6,2049,0.7,2056,0.6,1744,0.4,1772,0.3
57,2,6,1,1,4,他の穀類,471,0.1,5.6,368,0.1,274,0.1,430,0.1,558,0.2,484,0.1,426,0.1,752,0.1
58,2,5,1,2,0,魚介類,5462,1.5,5.9,6235,2.5,4923,1.8,3898,1.1,5654,1.9,5170,1.4,5833,1.5,6531,1.2
59,2,6,1,2,1,生鮮魚介,3194,0.9,7.1,3337,1.3,2812,1.1,2120,0.6,3261,1.1,3203,0.9,3564,0.9,4058,0.7
60,2,6,1,2,2,塩干魚介,935,0.3,-1.4,1161,0.5,934,0.3,569,0.2,1054,0.3,757,0.2,960,0.2,1111,0.2
61,2,6,1,2,3,魚肉練製品,495,0.1,24.1,544,0.2,449,0.2,473,0.1,522,0.2,494,0.1,634,0.2,347,0.1
62,2,6,1,2,4,他の魚介加工品,839,0.2,1.1,1194,0.5,729,0.3,735,0.2,817,0.3,716,0.2,675,0.2,1015,0.2
63,2,5,1,3,0,肉類,9597,2.7,15.3,9343,3.7,8331,3.1,8595,2.5,10537,3.5,10075,2.7,10181,2.6,10099,1.9
64,2,6,1,3,1,生鮮肉,7767,2.2,15.9,7420,2.9,6676,2.5,6989,2.0,8762,2.9,8441,2.3,8197,2.1,7867,1.4
65,2,6,1,3,2,加工肉,1830,0.5,12.9,1923,0.8,1655,0.6,1607,0.5,1775,0.6,1634,0.4,1984,0.5,2232,0.4
66,2,5,1,4,0,乳卵類,5132,1.5,20.7,4797,1.9,4289,1.6,5117,1.5,5204,1.7,4671,1.3,5644,1.4,6177,1.1
67,2,6,1,4,1,牛乳,1430,0.4,13.0,1362,0.5,1211,0.5,1601,0.5,1699,0.6,1301,0.4,1382,0.4,1449,0.3
68,2,6,1,4,2,乳製品,2537,0.7,18.1,2215,0.9,2132,0.8,2450,0.7,2181,0.7,2140,0.6,3086,0.8,3538,0.6
69,2,6,1,4,3,卵,1165,0.3,38.7,1220,0.5,946,0.4,1066,0.3,1324,0.4,1231,0.3,1176,0.3,1190,0.2
70,2,5,1,5,0,野菜・海藻,10165,2.9,12.5,10136,4.0,9009,3.4,9772,2.9,10325,3.4,9465,2.6,10560,2.7,11866,2.2
71,2,6,1,5,1,生鮮野菜,7282,2.1,12.4,6960,2.8,6332,2.4,6736,2.0,7335,2.4,6917,1.9,7687,2.0,8979,1.6
72,2,6,1,5,2,乾物・海藻,623,0.2,-7.2,718,0.3,506,0.2,488,0.1,669,0.2,632,0.2,818,0.2,530,0.1
73,2,6,1,5,3,大豆加工品,1130,0.3,14.7,1166,0.5,953,0.4,1207,0.4,1264,0.4,1001,0.3,1122,0.3,1194,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1131,0.3,25.0,1293,0.5,1218,0.5,1341,0.4,1058,0.4,916,0.2,933,0.2,1163,0.2
75,2,5,1,6,0,果物,2984,0.8,17.7,2771,1.1,2291,0.9,1967,0.6,2927,1.0,2893,0.8,3353,0.9,4673,0.9
76,2,6,1,6,1,生鮮果物,2645,0.7,24.1,2532,1.0,2007,0.8,1710,0.5,2638,0.9,2354,0.6,3038,0.8,4223,0.8
77,2,6,1,6,2,果物加工品,339,0.1,-15.9,239,0.1,284,0.1,257,0.1,289,0.1,539,0.1,316,0.1,450,0.1
78,2,5,1,7,0,油脂・調味料,4574,1.3,19.4,4443,1.8,3540,1.3,4585,1.3,4706,1.6,4852,1.3,4524,1.2,5359,1.0
79,2,6,1,7,1,油脂,501,0.1,20.4,326,0.1,461,0.2,515,0.2,644,0.2,522,0.1,493,0.1,544,0.1
80,2,6,1,7,2,調味料,4073,1.2,19.3,4116,1.6,3079,1.2,4070,1.2,4062,1.3,4330,1.2,4031,1.0,4815,0.9
81,2,5,1,8,0,菓子類,9119,2.6,19.0,7093,2.8,7468,2.8,8726,2.6,8770,2.9,8940,2.4,11529,3.0,11230,2.1
82,2,5,1,9,0,調理食品,14275,4.0,11.7,14278,5.7,11997,4.5,12892,3.8,11893,3.9,12973,3.5,15192,3.9,20651,3.8
83,2,6,1,9,1,主食的調理食品,6402,1.8,18.6,6577,2.6,5304,2.0,5286,1.5,4559,1.5,6704,1.8,8182,2.1,8194,1.5
84,2,6,1,9,2,他の調理食品,7873,2.2,6.6,7701,3.1,6693,2.5,7606,2.2,7335,2.4,6269,1.7,7010,1.8,12457,2.3
85,2,5,1,10,0,飲料,6384,1.8,16.6,5643,2.2,4771,1.8,5309,1.6,6773,2.2,5860,1.6,7372,1.9,8914,1.6
86,2,6,1,10,1,茶類,1348,0.4,18.1,1200,0.5,1219,0.5,1078,0.3,1170,0.4,1348,0.4,1356,0.3,2061,0.4
87,2,6,1,10,2,コーヒー・ココア,1191,0.3,-3.6,901,0.4,1163,0.4,863,0.3,1410,0.5,1347,0.4,1586,0.4,1060,0.2
88,2,6,1,10,3,他の飲料,3845,1.1,24.0,3542,1.4,2389,0.9,3368,1.0,4193,1.4,3165,0.9,4430,1.1,5792,1.1
89,2,5,1,11,0,酒類,3870,1.1,6.7,3962,1.6,2874,1.1,2281,0.7,4324,1.4,5861,1.6,3727,1.0,4073,0.7
90,2,5,1,12,0,外食,21725,6.2,0.1,15359,6.1,17603,6.6,18298,5.4,18606,6.2,25703,7.0,25885,6.6,30453,5.6
91,2,6,1,12,1,一般外食,20608,5.8,3.8,14285,5.7,17333,6.5,16604,4.9,17328,5.7,24193,6.5,24276,6.2,30071,5.5
92,2,6,1,12,2,学校給食,1117,0.3,-39.7,1073,0.4,270,0.1,1694,0.5,1277,0.4,1510,0.4,1609,0.4,382,0.1
93,2,4,2,0,0,住居,30333,8.6,25.9,12865,5.1,44779,16.7,19022,5.6,28174,9.3,30100,8.1,59302,15.2,17791,3.3
94,2,5,2,1,0,家賃地代,19916,5.6,-6.3,9548,3.8,21088,7.9,18983,5.6,24914,8.3,26999,7.3,21796,5.6,15914,2.9
95,2,5,2,2,0,設備修繕・維持,10417,3.0,267.1,3317,1.3,23691,8.9,39,0.0,3259,1.1,3101,0.8,37505,9.6,1877,0.3
96,2,6,2,2,1,設備材料,1099,0.3,54.8,304,0.1,5963,2.2,39,0.0,138,0.0,150,0.0,681,0.2,445,0.1
97,2,6,2,2,2,工事その他のサービス,9318,2.6,337.9,3013,1.2,17728,6.6,-,-,3122,1.0,2951,0.8,36825,9.4,1432,0.3
98,2,4,3,0,0,光熱・水道,23601,6.7,10.3,22125,8.8,21658,8.1,24282,7.1,24792,8.2,22949,6.2,23955,6.1,25374,4.7
99,2,5,3,1,0,電気代,10526,3.0,0.8,9601,3.8,9407,3.5,9622,2.8,12088,4.0,10537,2.8,11004,2.8,11384,2.1
100,2,5,3,2,0,ガス代,7465,2.1,6.9,7395,2.9,6962,2.6,7826,2.3,7376,2.4,7570,2.0,7049,1.8,8074,1.5
101,2,5,3,3,0,他の光熱,47,0.0,-11.3,163,0.1,39,0.0,-,-,32,0.0,54,0.0,33,0.0,12,0.0
102,2,5,3,4,0,上下水道料,5563,1.6,42.2,4967,2.0,5250,2.0,6834,2.0,5297,1.8,4787,1.3,5869,1.5,5904,1.1
103,2,4,4,0,0,家具・家事用品,14906,4.2,15.4,6722,2.7,7224,2.7,14402,4.2,9911,3.3,24264,6.6,10553,2.7,31076,5.7
104,2,5,4,1,0,家庭用耐久財,6004,1.7,58.3,870,0.3,974,0.4,8196,2.4,1967,0.7,12606,3.4,1262,0.3,16042,2.9
105,2,6,4,1,1,家事用耐久財,2559,0.7,6.9,836,0.3,831,0.3,7929,2.3,1214,0.4,1195,0.3,455,0.1,5370,1.0
106,2,6,4,1,2,冷暖房用器具,1491,0.4,11.0,9,0.0,55,0.0,54,0.0,570,0.2,2733,0.7,190,0.0,6787,1.2
107,2,6,4,1,3,一般家具,1953,0.6,...,24,0.0,88,0.0,213,0.1,183,0.1,8677,2.3,617,0.2,3885,0.7
108,2,5,4,2,0,室内装備・装飾品,559,0.2,-36.9,127,0.1,119,0.0,102,0.0,73,0.0,2473,0.7,392,0.1,633,0.1
109,2,5,4,3,0,寝具類,773,0.2,27.6,346,0.1,418,0.2,261,0.1,163,0.1,1200,0.3,751,0.2,2260,0.4
110,2,5,4,4,0,家事雑貨,2499,0.7,-30.6,1554,0.6,1535,0.6,1912,0.6,3276,1.1,3267,0.9,2452,0.6,3465,0.6
111,2,5,4,5,0,家事用消耗品,3892,1.1,8.0,3418,1.4,3687,1.4,3795,1.1,4227,1.4,4135,1.1,4460,1.1,3510,0.6
112,2,5,4,6,0,家事サービス,1180,0.3,173.8,407,0.2,491,0.2,136,0.0,205,0.1,583,0.2,1235,0.3,5166,0.9
113,2,4,5,0,0,被服及び履物,12950,3.7,-12.9,11066,4.4,7875,2.9,7230,2.1,12576,4.2,15312,4.1,13104,3.4,23403,4.3
114,2,5,5,1,0,和服,31,0.0,47.6,-,-,-,-,50,0.0,-,-,165,0.0,-,-,-,-
115,2,5,5,2,0,洋服,5083,1.4,-11.6,4526,1.8,2081,0.8,1914,0.6,7595,2.5,6072,1.6,3482,0.9,9871,1.8
116,2,6,5,2,1,男子用洋服,1998,0.6,33.6,1280,0.5,1261,0.5,689,0.2,5110,1.7,2341,0.6,548,0.1,2733,0.5
117,2,6,5,2,2,婦人用洋服,2336,0.7,-32.2,2946,1.2,604,0.2,738,0.2,1134,0.4,2878,0.8,1599,0.4,6458,1.2
118,2,6,5,2,3,子供用洋服,749,0.2,-7.8,299,0.1,217,0.1,487,0.1,1352,0.4,852,0.2,1335,0.3,680,0.1
119,2,5,5,3,0,シャツ・セーター類,2751,0.8,-22.7,2240,0.9,2265,0.8,2306,0.7,1378,0.5,2836,0.8,2871,0.7,5343,1.0
120,2,6,5,3,1,男子用シャツ・セーター類,1215,0.3,-11.2,596,0.2,1067,0.4,649,0.2,490,0.2,1369,0.4,1378,0.4,2944,0.5
121,2,6,5,3,2,婦人用シャツ・セーター類,1313,0.4,-33.2,1450,0.6,1198,0.4,1494,0.4,592,0.2,1180,0.3,1215,0.3,2060,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,223,0.1,-0.9,194,0.1,-,-,164,0.0,296,0.1,287,0.1,277,0.1,339,0.1
123,2,5,5,4,0,下着類,1452,0.4,17.4,1364,0.5,1037,0.4,661,0.2,1117,0.4,990,0.3,2693,0.7,2288,0.4
124,2,6,5,4,1,男子用下着類,391,0.1,94.5,323,0.1,176,0.1,117,0.0,470,0.2,399,0.1,771,0.2,479,0.1
125,2,6,5,4,2,婦人用下着類,915,0.3,7.4,1041,0.4,826,0.3,441,0.1,470,0.2,493,0.1,1519,0.4,1614,0.3
126,2,6,5,4,3,子供用下着類,145,0.0,-21.2,-,-,34,0.0,102,0.0,176,0.1,98,0.0,403,0.1,195,0.0
127,2,5,5,5,0,生地・糸類,126,0.0,-10.6,85,0.0,258,0.1,36,0.0,265,0.1,31,0.0,17,0.0,189,0.0
128,2,5,5,6,0,他の被服,838,0.2,-12.2,686,0.3,830,0.3,460,0.1,847,0.3,965,0.3,860,0.2,1214,0.2
129,2,5,5,7,0,履物類,1628,0.5,-18.8,1492,0.6,811,0.3,893,0.3,946,0.3,3425,0.9,1958,0.5,1878,0.3
130,2,5,5,8,0,被服関連サービス,1042,0.3,-12.9,673,0.3,593,0.2,911,0.3,427,0.1,830,0.2,1222,0.3,2619,0.5
131,2,4,6,0,0,保健医療,13107,3.7,-4.9,10106,4.0,7175,2.7,14426,4.2,11587,3.8,12312,3.3,15086,3.9,20887,3.8
132,2,5,6,1,0,医薬品,2354,0.7,-13.1,3036,1.2,1819,0.7,3361,1.0,1703,0.6,1586,0.4,2562,0.7,2410,0.4
133,2,5,6,2,0,健康保持用摂取品,940,0.3,20.7,779,0.3,619,0.2,253,0.1,1005,0.3,837,0.2,793,0.2,2287,0.4
134,2,5,6,3,0,保健医療用品・器具,2996,0.8,-6.4,1430,0.6,1151,0.4,3925,1.1,3564,1.2,3172,0.9,3852,1.0,3816,0.7
135,2,5,6,4,0,保健医療サービス,6817,1.9,-3.8,4861,1.9,3586,1.3,6887,2.0,5316,1.8,6717,1.8,7880,2.0,12374,2.3
136,2,4,7,0,0,交通・通信,38831,11.0,15.3,28710,11.4,29288,10.9,32668,9.6,31602,10.5,33562,9.1,46341,11.9,69177,12.7
137,2,5,7,1,0,交通,11695,3.3,19.1,12905,5.1,8781,3.3,6726,2.0,11621,3.9,9120,2.5,17696,4.5,14971,2.7
138,2,5,7,2,0,自動車等関係費,13361,3.8,19.7,8047,3.2,5142,1.9,10738,3.1,7102,2.4,13225,3.6,18028,4.6,30991,5.7
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1922,0.5,116.0,1168,0.5,-,-,-,-,1010,0.3,666,0.2,4993,1.3,5556,1.0
141,2,6,7,2,3,自動車等維持,11438,3.2,11.4,6880,2.7,5142,1.9,10738,3.1,6092,2.0,12560,3.4,13035,3.3,25434,4.7
142,2,5,7,3,0,通信,13775,3.9,8.6,7758,3.1,15365,5.7,15204,4.4,12879,4.3,11216,3.0,10617,2.7,23216,4.3
143,2,4,8,0,0,教育,30495,8.6,-6.0,6685,2.7,10140,3.8,38105,11.1,8945,3.0,31086,8.4,10799,2.8,106836,19.6
144,2,5,8,1,0,授業料等,26058,7.4,6.0,4791,1.9,10023,3.7,31734,9.3,8463,2.8,20299,5.5,7650,2.0,98618,18.1
145,2,5,8,2,0,教科書・学習参考教材,212,0.1,-0.5,-,-,117,0.0,6,0.0,223,0.1,299,0.1,329,0.1,505,0.1
146,2,5,8,3,0,補習教育,4224,1.2,-44.9,1894,0.8,-,-,6365,1.9,258,0.1,10488,2.8,2820,0.7,7713,1.4
147,2,4,9,0,0,教養娯楽,43994,12.5,12.1,31781,12.6,28873,10.8,66588,19.5,32795,10.9,43188,11.7,47068,12.1,57142,10.5
148,2,5,9,1,0,教養娯楽用耐久財,4341,1.2,36.3,476,0.2,616,0.2,19328,5.7,1259,0.4,3432,0.9,2352,0.6,2769,0.5
149,2,5,9,2,0,教養娯楽用品,10900,3.1,26.8,10808,4.3,11675,4.4,4454,1.3,11691,3.9,15063,4.1,8093,2.1,14575,2.7
150,2,5,9,3,0,書籍・他の印刷物,2954,0.8,4.9,2800,1.1,2235,0.8,2463,0.7,2324,0.8,2245,0.6,3935,1.0,4649,0.9
151,2,5,9,4,0,教養娯楽サービス,25800,7.3,4.6,17698,7.0,14347,5.4,40343,11.8,17521,5.8,22448,6.1,32688,8.4,35149,6.4
152,2,6,9,4,1,宿泊料,3296,0.9,11.8,3461,1.4,-,-,3367,1.0,-,-,6477,1.8,3545,0.9,6223,1.1
153,2,6,9,4,2,パック旅行費,4388,1.2,107.7,2200,0.9,41,0.0,12432,3.6,54,0.0,3033,0.8,12823,3.3,-,-
154,2,6,9,4,3,月謝類,4963,1.4,-20.3,2986,1.2,3141,1.2,10379,3.0,4167,1.4,2528,0.7,4671,1.2,6762,1.2
155,2,6,9,4,4,他の教養娯楽サービス,13153,3.7,-1.6,9050,3.6,11165,4.2,14164,4.1,13300,4.4,10409,2.8,11650,3.0,22164,4.1
156,2,4,10,0,0,その他の消費支出,44210,12.5,1.5,30563,12.1,27675,10.3,36165,10.6,43354,14.4,53673,14.5,51624,13.2,65955,12.1
157,2,5,10,1,0,諸雑費,23546,6.7,-2.1,16417,6.5,17251,6.4,19898,5.8,22996,7.6,23444,6.3,31571,8.1,32968,6.0
158,2,6,10,1,1,理美容サービス,3955,1.1,11.3,2124,0.8,3353,1.3,3258,1.0,2667,0.9,5163,1.4,4964,1.3,6119,1.1
159,2,6,10,1,2,理美容用品,5100,1.4,-12.4,3996,1.6,2982,1.1,3863,1.1,5558,1.8,5074,1.4,6677,1.7,7493,1.4
160,2,6,10,1,3,身の回り用品,1992,0.6,-44.9,1685,0.7,774,0.3,1093,0.3,1778,0.6,1216,0.3,2643,0.7,4723,0.9
161,2,6,10,1,4,たばこ,1167,0.3,-10.0,952,0.4,759,0.3,1764,0.5,1066,0.4,1308,0.4,1341,0.3,968,0.2
162,2,6,10,1,5,他の諸雑費,11331,3.2,16.0,7661,3.0,9384,3.5,9919,2.9,11927,4.0,10683,2.9,15947,4.1,13664,2.5
163,2,5,10,2,0,こづかい,4620,1.3,27.8,878,0.3,2549,1.0,5740,1.7,4820,1.6,6463,1.7,5574,1.4,6217,1.1
164,2,5,10,3,0,交際費,14177,4.0,6.2,13203,5.2,7288,2.7,10528,3.1,15538,5.2,16773,4.5,14479,3.7,21348,3.9
165,2,6,10,3,0,食料,4807,1.4,85.7,8382,3.3,2552,1.0,3036,0.9,3537,1.2,5484,1.5,2482,0.6,8248,1.5
166,2,6,10,3,0,家具・家事用品,160,0.0,-21.6,133,0.1,18,0.0,246,0.1,64,0.0,504,0.1,95,0.0,62,0.0
167,2,6,10,3,0,被服及び履物,788,0.2,80.3,656,0.3,48,0.0,195,0.1,584,0.2,601,0.2,78,0.0,3341,0.6
168,2,6,10,3,0,教養娯楽,854,0.2,34.3,636,0.3,355,0.1,346,0.1,1592,0.5,899,0.2,1124,0.3,1017,0.2
169,2,6,10,3,0,他の物品サービス,646,0.2,99.4,345,0.1,308,0.1,37,0.0,746,0.2,456,0.1,2446,0.6,171,0.0
170,2,6,10,3,6,贈与金,2758,0.8,-33.6,1329,0.5,378,0.1,2997,0.9,4523,1.5,2732,0.7,4864,1.2,2415,0.4
171,2,6,10,3,7,他の交際費,4163,1.2,-16.9,1723,0.7,3628,1.4,3669,1.1,4492,1.5,6098,1.6,3389,0.9,6095,1.1
172,2,5,10,4,0,仕送り金,1866,0.5,-26.7,65,0.0,588,0.2,-,-,-,-,6992,1.9,-,-,5422,1.0
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,33974,9.6,-13.0,8283,3.3,10797,4.0,42115,12.3,11207,3.7,41321,11.2,13257,3.4,109971,20.2
175,2,3,0,0,0,（再掲）教養娯楽関係費,51508,14.6,19.9,40837,16.2,35445,13.2,65911,19.3,40307,13.4,48128,13.0,60868,15.6,68524,12.6
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4625,1.3,-30.9,1394,0.6,966,0.4,2997,0.9,4523,1.5,9724,2.6,4864,1.2,7836,1.4
177,2,3,0,0,0,（再掲）経常消費支出,252503,71.5,7.8,210384,83.5,205661,76.9,226874,66.4,251547,83.4,263737,71.3,282359,72.4,325355,59.6
178,2,3,0,0,0,（再掲）情報通信関係費,17111,4.8,8.6,11082,4.4,18760,7.0,18774,5.5,17713,5.9,17088,4.6,16170,4.1,20055,3.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318103,90.1,7.4,237683,94.3,221770,82.9,319730,93.6,268753,89.2,329935,89.2,325793,83.5,519833,95.3
180,2,2,0,0,0,その他の実支出,131133,-,10.1,28836,-,50469,-,81313,-,97255,-,140857,-,173615,-,341920,-
