1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
78,2,5,1,7,0,油脂・調味料,4130,1.1,3544,1.3,4480,1.2,3967,0.9,4860,1.1
79,2,6,1,7,1,油脂,391,0.1,349,0.1,343,0.1,455,0.1,473,0.1
80,2,6,1,7,2,調味料,3739,1.0,3196,1.2,4137,1.1,3513,0.8,4387,1.0
81,2,5,1,8,0,菓子類,9076,2.4,6667,2.5,8730,2.3,9825,2.2,13929,3.0
82,2,5,1,9,0,調理食品,14768,3.9,13375,4.9,16403,4.3,13241,3.0,17061,3.7
83,2,6,1,9,1,主食的調理食品,6765,1.8,6172,2.3,7665,2.0,6057,1.4,7237,1.6
84,2,6,1,9,2,他の調理食品,8003,2.1,7203,2.7,8738,2.3,7184,1.6,9824,2.1
85,2,5,1,10,0,飲料,5943,1.6,6289,2.3,6474,1.7,4827,1.1,6494,1.4
86,2,6,1,10,1,茶類,1339,0.4,1600,0.6,1514,0.4,892,0.2,1384,0.3
87,2,6,1,10,2,コーヒー・ココア,1256,0.3,1335,0.5,1375,0.4,1062,0.2,1216,0.3
88,2,6,1,10,3,他の飲料,3348,0.9,3354,1.2,3585,0.9,2872,0.6,3893,0.8
89,2,5,1,11,0,酒類,3317,0.9,3508,1.3,3961,1.0,2494,0.6,3048,0.7
90,2,5,1,12,0,外食,20654,5.4,16877,6.2,19268,5.0,22959,5.2,27860,6.1
91,2,6,1,12,1,一般外食,19904,5.2,16877,6.2,19064,5.0,21637,4.9,25115,5.5
92,2,6,1,12,2,学校給食,750,0.2,-,-,204,0.1,1322,0.3,2745,0.6
93,2,4,2,0,0,住居,26402,7.0,28668,10.6,21851,5.7,32910,7.4,17615,3.8
94,2,5,2,1,0,家賃地代,19998,5.3,27533,10.1,17260,4.5,18023,4.1,16254,3.5
95,2,5,2,2,0,設備修繕・維持,6404,1.7,1135,0.4,4592,1.2,14886,3.4,1361,0.3
96,2,6,2,2,1,設備材料,5555,1.5,559,0.2,3029,0.8,14475,3.3,961,0.2
97,2,6,2,2,2,工事その他のサービス,849,0.2,576,0.2,1562,0.4,412,0.1,400,0.1
98,2,4,3,0,0,光熱・水道,32819,8.6,30307,11.2,30839,8.1,35653,8.1,37437,8.2
99,2,5,3,1,0,電気代,16053,4.2,14700,5.4,15154,4.0,17237,3.9,18946,4.1
100,2,5,3,2,0,ガス代,10642,2.8,10384,3.8,10214,2.7,11119,2.5,11330,2.5
101,2,5,3,3,0,他の光熱,177,0.0,228,0.1,233,0.1,22,0.0,301,0.1
102,2,5,3,4,0,上下水道料,5947,1.6,4995,1.8,5237,1.4,7274,1.6,6861,1.5
103,2,4,4,0,0,家具・家事用品,13242,3.5,9436,3.5,11400,3.0,20182,4.6,9075,2.0
104,2,5,4,1,0,家庭用耐久財,5867,1.5,3556,1.3,3400,0.9,12735,2.9,324,0.1
105,2,6,4,1,1,家事用耐久財,4484,1.2,3372,1.2,1914,0.5,9942,2.2,324,0.1
106,2,6,4,1,2,冷暖房用器具,862,0.2,106,0.0,621,0.2,2107,0.5,-,-
107,2,6,4,1,3,一般家具,520,0.1,78,0.0,865,0.2,685,0.2,-,-
108,2,5,4,2,0,室内装備・装飾品,317,0.1,222,0.1,511,0.1,198,0.0,241,0.1
109,2,5,4,3,0,寝具類,603,0.2,186,0.1,473,0.1,808,0.2,1467,0.3
110,2,5,4,4,0,家事雑貨,2448,0.6,2421,0.9,2292,0.6,2482,0.6,2928,0.6
111,2,5,4,5,0,家事用消耗品,3613,1.0,2695,1.0,4202,1.1,3584,0.8,3985,0.9
112,2,5,4,6,0,家事サービス,395,0.1,356,0.1,522,0.1,374,0.1,130,0.0
113,2,4,5,0,0,被服及び履物,15263,4.0,9140,3.4,14263,3.7,18000,4.1,25672,5.6
114,2,5,5,1,0,和服,7,0.0,-,-,20,0.0,-,-,-,-
115,2,5,5,2,0,洋服,7043,1.9,3941,1.5,6449,1.7,8760,2.0,11679,2.5
116,2,6,5,2,1,男子用洋服,2384,0.6,1397,0.5,1142,0.3,5199,1.2,961,0.2
117,2,6,5,2,2,婦人用洋服,3952,1.0,2510,0.9,4392,1.1,2787,0.6,9253,2.0
118,2,6,5,2,3,子供用洋服,707,0.2,34,0.0,915,0.2,774,0.2,1465,0.3
119,2,5,5,3,0,シャツ・セーター類,2766,0.7,1944,0.7,2516,0.7,2778,0.6,5530,1.2
120,2,6,5,3,1,男子用シャツ・セーター類,918,0.2,615,0.2,659,0.2,1328,0.3,1351,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1652,0.4,1329,0.5,1730,0.5,1214,0.3,3395,0.7
122,2,6,5,3,3,子供用シャツ・セーター類,196,0.1,-,-,127,0.0,236,0.1,785,0.2
123,2,5,5,4,0,下着類,894,0.2,854,0.3,919,0.2,859,0.2,1011,0.2
124,2,6,5,4,1,男子用下着類,235,0.1,257,0.1,206,0.1,265,0.1,194,0.0
125,2,6,5,4,2,婦人用下着類,513,0.1,578,0.2,601,0.2,319,0.1,610,0.1
126,2,6,5,4,3,子供用下着類,146,0.0,19,0.0,111,0.0,275,0.1,207,0.0
127,2,5,5,5,0,生地・糸類,89,0.0,60,0.0,116,0.0,97,0.0,48,0.0
128,2,5,5,6,0,他の被服,1094,0.3,1150,0.4,650,0.2,1412,0.3,1522,0.3
129,2,5,5,7,0,履物類,2419,0.6,673,0.2,2482,0.6,3066,0.7,4631,1.0
130,2,5,5,8,0,被服関連サービス,950,0.3,518,0.2,1110,0.3,1029,0.2,1252,0.3
131,2,4,6,0,0,保健医療,15570,4.1,13153,4.8,15299,4.0,13797,3.1,27240,5.9
132,2,5,6,1,0,医薬品,3080,0.8,3186,1.2,4000,1.0,2225,0.5,2212,0.5
133,2,5,6,2,0,健康保持用摂取品,979,0.3,1410,0.5,1345,0.4,418,0.1,312,0.1
134,2,5,6,3,0,保健医療用品・器具,2859,0.8,1615,0.6,3208,0.8,3272,0.7,3572,0.8
135,2,5,6,4,0,保健医療サービス,8652,2.3,6942,2.6,6746,1.8,7882,1.8,21144,4.6
136,2,4,7,0,0,交通・通信,46487,12.2,35488,13.1,62401,16.3,41811,9.5,34174,7.5
137,2,5,7,1,0,交通,12448,3.3,8813,3.2,14223,3.7,14798,3.3,8877,1.9
138,2,5,7,2,0,自動車等関係費,20541,5.4,14669,5.4,33934,8.9,12688,2.9,12937,2.8
139,2,6,7,2,1,自動車等購入,6375,1.7,-,-,16015,4.2,2905,0.7,-,-
140,2,6,7,2,2,自転車購入,852,0.2,-,-,1500,0.4,1136,0.3,-,-
141,2,6,7,2,3,自動車等維持,13314,3.5,14669,5.4,16419,4.3,8647,2.0,12937,2.8
142,2,5,7,3,0,通信,13498,3.6,12006,4.4,14244,3.7,14325,3.2,12359,2.7
143,2,4,8,0,0,教育,30210,8.0,1241,0.5,12393,3.2,71633,16.2,42676,9.3
144,2,5,8,1,0,授業料等,21821,5.7,1241,0.5,7606,2.0,58067,13.1,16729,3.7
145,2,5,8,2,0,教科書・学習参考教材,1628,0.4,-,-,631,0.2,1275,0.3,9800,2.1
146,2,5,8,3,0,補習教育,6761,1.8,-,-,4156,1.1,12291,2.8,16147,3.5
147,2,4,9,0,0,教養娯楽,50223,13.2,26618,9.8,45675,11.9,64277,14.5,82827,18.1
148,2,5,9,1,0,教養娯楽用耐久財,9081,2.4,1678,0.6,9718,2.5,10834,2.5,19979,4.4
149,2,5,9,2,0,教養娯楽用品,9749,2.6,9223,3.4,9023,2.4,10112,2.3,12371,2.7
150,2,5,9,3,0,書籍・他の印刷物,2887,0.8,2805,1.0,3307,0.9,2429,0.5,3000,0.7
151,2,5,9,4,0,教養娯楽サービス,28506,7.5,12913,4.8,23627,6.2,40902,9.3,47477,10.4
152,2,6,9,4,1,宿泊料,4228,1.1,1048,0.4,4660,1.2,6937,1.6,2938,0.6
153,2,6,9,4,2,パック旅行費,5124,1.3,775,0.3,959,0.3,15103,3.4,1365,0.3
154,2,6,9,4,3,月謝類,6487,1.7,688,0.3,4398,1.1,7245,1.6,25187,5.5
155,2,6,9,4,4,他の教養娯楽サービス,12667,3.3,10403,3.8,13610,3.6,11617,2.6,17987,3.9
156,2,4,10,0,0,その他の消費支出,52446,13.8,36765,13.5,66977,17.5,46493,10.5,59508,13.0
157,2,5,10,1,0,諸雑費,27884,7.3,19436,7.2,32349,8.5,27521,6.2,34728,7.6
158,2,6,10,1,1,理美容サービス,4558,1.2,3976,1.5,5166,1.4,4596,1.0,3871,0.8
159,2,6,10,1,2,理美容用品,5243,1.4,4495,1.7,5634,1.5,5417,1.2,5287,1.2
160,2,6,10,1,3,身の回り用品,2483,0.7,1285,0.5,2247,0.6,3691,0.8,2774,0.6
161,2,6,10,1,4,たばこ,1005,0.3,839,0.3,1213,0.3,1018,0.2,695,0.2
162,2,6,10,1,5,他の諸雑費,14596,3.8,8842,3.3,18089,4.7,12800,2.9,22101,4.8
163,2,5,10,2,0,こづかい,7008,1.8,3241,1.2,7629,2.0,7076,1.6,13884,3.0
164,2,5,10,3,0,交際費,14971,3.9,13816,5.1,21095,5.5,10272,2.3,10896,2.4
165,2,6,10,3,0,食料,3348,0.9,3349,1.2,3260,0.9,3216,0.7,4005,0.9
166,2,6,10,3,0,家具・家事用品,69,0.0,100,0.0,46,0.0,64,0.0,87,0.0
167,2,6,10,3,0,被服及び履物,215,0.1,196,0.1,472,0.1,9,0.0,-,-
168,2,6,10,3,0,教養娯楽,875,0.2,337,0.1,1936,0.5,341,0.1,206,0.0
169,2,6,10,3,0,他の物品サービス,524,0.1,657,0.2,713,0.2,248,0.1,356,0.1
170,2,6,10,3,6,贈与金,5022,1.3,4185,1.5,7224,1.9,3601,0.8,3823,0.8
171,2,6,10,3,7,他の交際費,4917,1.3,4992,1.8,7444,1.9,2793,0.6,2419,0.5
172,2,5,10,4,0,仕送り金,2583,0.7,272,0.1,5904,1.5,1624,0.4,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,34760,9.2,1747,0.6,15172,4.0,78451,17.7,56435,12.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,54882,14.5,31546,11.6,53997,14.1,71684,16.2,67212,14.7
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7605,2.0,4457,1.6,13129,3.4,5225,1.2,3823,0.8
177,2,3,0,0,0,（再掲）経常消費支出,260278,68.5,229502,84.5,270511,70.7,256030,57.9,313042,68.3
178,2,3,0,0,0,（再掲）情報通信関係費,16568,4.4,17024,6.3,18004,4.7,14536,3.3,16452,3.6
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,339417,89.4,238415,87.8,331610,86.7,400987,90.7,436884,95.3
180,2,2,0,0,0,その他の実支出,111281,-,90184,-,111966,-,125709,-,119707,-
181,2,3,0,0,0,直接税,48223,-,36370,-,47792,-,56817,-,54258,-
182,2,4,0,0,0,勤労所得税,22091,-,16801,-,19264,-,28621,-,25858,-
183,2,4,0,0,0,個人住民税,24058,-,18305,-,24995,-,26559,-,27907,-
184,2,4,0,0,0,他の税,2074,-,1264,-,3533,-,1636,-,493,-
185,2,3,0,0,0,社会保険料,63017,-,53814,-,64174,-,68801,-,65317,-
186,2,4,0,0,0,公的年金保険料,37357,-,31295,-,37883,-,41540,-,38605,-
187,2,4,0,0,0,健康保険料,20432,-,18246,-,20628,-,21605,-,21795,-
188,2,4,0,0,0,介護保険料,3221,-,2501,-,3618,-,3471,-,2963,-
189,2,4,0,0,0,他の社会保険料,2007,-,1772,-,2045,-,2185,-,1954,-
190,2,3,0,0,0,その他,41,-,-,-,-,-,91,-,133,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),656555,-,508020,-,679469,-,711561,-,786864,-
192,2,2,0,0,0,預貯金,448386,-,384565,-,433964,-,488552,-,537415,-
193,2,2,0,0,0,保険料,39057,-,17788,-,70544,-,23120,-,32153,-
194,2,3,0,0,0,個人・企業年金保険料,5285,-,3888,-,4817,-,5735,-,8928,-
195,2,3,0,0,0,他の保険料,33773,-,13900,-,65728,-,17385,-,23226,-
196,2,2,0,0,0,有価証券購入,4409,-,3446,-,3185,-,7587,-,1857,-
197,2,2,0,0,0,土地家屋借金返済,46313,-,17969,-,57954,-,54782,-,53127,-
198,2,2,0,0,0,他の借金返済,851,-,633,-,215,-,2087,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,117052,-,83174,-,113156,-,134703,-,162293,-
200,2,2,0,0,0,実支出以外の支払のその他,486,-,445,-,451,-,729,-,19,-
201,2,1,0,0,0,繰越金,216649,-,265118,-,197900,-,193872,-,224373,-
202,3,0,0,0,0,可処分所得,481909,-,383055,-,484771,-,544516,-,536494,-
203,3,0,0,0,0,黒字,102111,-,111516,-,102166,-,102489,-,78172,-
204,3,1,0,0,0,金融資産純増,122153,-,148201,-,133294,-,87990,-,118261,-
205,3,3,0,0,0,貯蓄純増,117744,-,144755,-,130109,-,80403,-,116405,-
206,3,4,0,0,0,預貯金純増,80744,-,134845,-,59707,-,57283,-,84251,-
207,3,4,0,0,0,保険純増,37000,-,9910,-,70403,-,23120,-,32153,-
208,3,3,0,0,0,有価証券純購入,4409,-,3446,-,3185,-,7587,-,1857,-
209,3,1,0,0,0,土地家屋借金純減,46313,-,17969,-,57954,-,54782,-,53127,-
210,3,1,0,0,0,他の借金純減,254,-,402,-,-1169,-,1880,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-35497,-,-19558,-,-51526,-,-30570,-,-35427,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,-1260,-,260,-,-4147,-,381,-,-94,-
214,3,1,0,0,0,繰越純増,-29852,-,-35757,-,-32241,-,-11973,-,-57696,-
