1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","",""
47,"2","6","1","10","1","茶類",1224,0.4,1248,0.4,1395,0.4,1030,0.3,993,0.3
48,"2","6","1","10","2","コーヒー・ココア",1176,0.4,1051,0.4,1364,0.4,1246,0.4,985,0.3
49,"2","6","1","10","3","他の飲料",3017,0.9,2466,0.8,3478,1.0,3509,1.0,3128,1.0
50,"2","5","1","11","0","酒類",3705,1.2,3753,1.3,4000,1.2,3669,1.1,2251,0.7
51,"2","5","1","12","0","外食",18885,5.9,16358,5.5,18734,5.6,23864,6.9,19654,6.5
52,"2","6","1","12","1","一般外食",18550,5.8,16347,5.5,18624,5.6,23042,6.7,17832,5.9
53,"2","6","1","12","2","学校給食",335,0.1,11,0.0,109,0.0,822,0.2,1822,0.6
54,"2","4","2","0","0","住居",19561,6.1,24946,8.4,21337,6.4,11034,3.2,4577,1.5
55,"2","5","2","1","0","家賃地代",12643,4.0,15392,5.2,14638,4.4,7912,2.3,1663,0.5
56,"2","5","2","2","0","設備修繕・維持",6918,2.2,9554,3.2,6699,2.0,3122,0.9,2914,1.0
57,"2","6","2","2","1","設備材料",4033,1.3,6061,2.0,3478,1.0,1708,0.5,546,0.2
58,"2","6","2","2","2","工事その他のサービス",2885,0.9,3494,1.2,3221,1.0,1414,0.4,2368,0.8
59,"2","4","3","0","0","光熱・水道",19389,6.1,16842,5.7,21939,6.6,21458,6.2,18815,6.2
60,"2","5","3","1","0","電気代",9893,3.1,8878,3.0,10633,3.2,11387,3.3,8535,2.8
61,"2","5","3","2","0","ガス代",4206,1.3,3742,1.3,4828,1.5,4284,1.2,4464,1.5
62,"2","5","3","3","0","他の光熱",357,0.1,437,0.1,400,0.1,172,0.0,257,0.1
63,"2","5","3","4","0","上下水道料",4933,1.5,3784,1.3,6078,1.8,5614,1.6,5559,1.8
64,"2","4","4","0","0","家具・家事用品",15219,4.8,14153,4.8,18819,5.7,12187,3.5,17601,5.8
65,"2","5","4","1","0","家庭用耐久財",4648,1.5,2545,0.9,9555,2.9,2710,0.8,4790,1.6
66,"2","6","4","1","1","家事用耐久財",1175,0.4,1335,0.4,647,0.2,1495,0.4,1231,0.4
67,"2","6","4","1","2","冷暖房用器具",2641,0.8,1077,0.4,7007,2.1,1082,0.3,100,0.0
68,"2","6","4","1","3","一般家具",832,0.3,133,0.0,1900,0.6,133,0.0,3459,1.1
69,"2","5","4","2","0","室内装備・装飾品",1341,0.4,1812,0.6,1418,0.4,516,0.1,632,0.2
70,"2","5","4","3","0","寝具類",2141,0.7,3635,1.2,559,0.2,666,0.2,3736,1.2
71,"2","5","4","4","0","家事雑貨",2662,0.8,2022,0.7,2824,0.8,3356,1.0,3959,1.3
72,"2","5","4","5","0","家事用消耗品",3557,1.1,2921,1.0,3872,1.2,4238,1.2,4211,1.4
73,"2","5","4","6","0","家事サービス",871,0.3,1217,0.4,592,0.2,702,0.2,273,0.1
74,"2","4","5","0","0","被服及び履物",16638,5.2,15322,5.1,15153,4.6,21795,6.3,14213,4.7
75,"2","5","5","1","0","和服",14,0.0,8,0.0,39,0.0,-,-,-,-
76,"2","5","5","2","0","洋服",7448,2.3,5520,1.9,7025,2.1,12320,3.6,5666,1.9
77,"2","6","5","2","1","男子用洋服",2936,0.9,2111,0.7,3378,1.0,4356,1.3,1811,0.6
78,"2","6","5","2","2","婦人用洋服",3929,1.2,3358,1.1,3257,1.0,6478,1.9,1919,0.6
79,"2","6","5","2","3","子供用洋服",583,0.2,51,0.0,390,0.1,1485,0.4,1935,0.6
80,"2","5","5","3","0","シャツ・セーター類",3421,1.1,3867,1.3,3254,1.0,3111,0.9,2148,0.7
81,"2","6","5","3","1","男子用シャツ・セーター類",1021,0.3,1103,0.4,718,0.2,1326,0.4,702,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",2248,0.7,2764,0.9,2362,0.7,1466,0.4,936,0.3
83,"2","6","5","3","3","子供用シャツ・セーター類",151,0.0,-,-,174,0.1,319,0.1,510,0.2
84,"2","5","5","4","0","下着類",1338,0.4,1142,0.4,1406,0.4,1382,0.4,2231,0.7
85,"2","6","5","4","1","男子用下着類",425,0.1,453,0.2,321,0.1,546,0.2,262,0.1
86,"2","6","5","4","2","婦人用下着類",817,0.3,677,0.2,996,0.3,621,0.2,1681,0.6
87,"2","6","5","4","3","子供用下着類",96,0.0,12,0.0,88,0.0,215,0.1,288,0.1
88,"2","5","5","5","0","生地・糸類",132,0.0,129,0.0,92,0.0,167,0.0,206,0.1
89,"2","5","5","6","0","他の被服",1122,0.4,865,0.3,1427,0.4,1255,0.4,1113,0.4
90,"2","5","5","7","0","履物類",2175,0.7,2271,0.8,1342,0.4,2868,0.8,2685,0.9
91,"2","5","5","8","0","被服関連サービス",988,0.3,1521,0.5,568,0.2,692,0.2,163,0.1
92,"2","4","6","0","0","保健医療",16277,5.1,16875,5.7,17099,5.1,15386,4.4,11761,3.9
93,"2","5","6","1","0","医薬品",2500,0.8,2728,0.9,2668,0.8,1903,0.5,2279,0.8
94,"2","5","6","2","0","健康保持用摂取品",1137,0.4,1566,0.5,958,0.3,631,0.2,716,0.2
95,"2","5","6","3","0","保健医療用品・器具",2484,0.8,1800,0.6,2901,0.9,2913,0.8,3895,1.3
96,"2","5","6","4","0","保健医療サービス",10156,3.2,10782,3.6,10571,3.2,9939,2.9,4871,1.6
97,"2","4","7","0","0","交通・通信",31575,9.9,27764,9.3,38890,11.7,30231,8.7,31084,10.2
98,"2","5","7","1","0","交通",7560,2.4,8364,2.8,7395,2.2,6646,1.9,5920,1.9
99,"2","5","7","2","0","自動車等関係費",12281,3.9,8428,2.8,19359,5.8,11608,3.4,10780,3.5
100,"2","6","7","2","1","自動車等購入",1609,0.5,-,-,5869,1.8,-,-,-,-
101,"2","6","7","2","2","自転車購入",82,0.0,-,-,-,-,372,0.1,-,-
102,"2","6","7","2","3","自動車等維持",10589,3.3,8428,2.8,13490,4.1,11236,3.2,10780,3.5
103,"2","5","7","3","0","通信",11734,3.7,10973,3.7,12137,3.6,11977,3.5,14385,4.7
104,"2","4","8","0","0","教育",12615,4.0,980,0.3,9295,2.8,37169,10.7,21729,7.2
105,"2","5","8","1","0","授業料等",7403,2.3,980,0.3,4098,1.2,21533,6.2,16718,5.5
106,"2","5","8","2","0","教科書・学習参考教材",58,0.0,-,-,96,0.0,125,0.0,59,0.0
107,"2","5","8","3","0","補習教育",5154,1.6,-,-,5101,1.5,15511,4.5,4952,1.6
108,"2","4","9","0","0","教養娯楽",38055,11.9,35856,12.0,37426,11.2,43401,12.5,37354,12.3
109,"2","5","9","1","0","教養娯楽用耐久財",1711,0.5,1466,0.5,1822,0.5,1666,0.5,3064,1.0
110,"2","5","9","2","0","教養娯楽用品",8460,2.7,7172,2.4,9631,2.9,9423,2.7,8962,3.0
111,"2","5","9","3","0","書籍・他の印刷物",3703,1.2,3883,1.3,4643,1.4,2705,0.8,1908,0.6
112,"2","5","9","4","0","教養娯楽サービス",24181,7.6,23335,7.8,21330,6.4,29608,8.5,23420,7.7
113,"2","6","9","4","1","宿泊料",3660,1.1,3983,1.3,3109,0.9,4424,1.3,1173,0.4
114,"2","6","9","4","2","パック旅行費",2052,0.6,2184,0.7,1430,0.4,3052,0.9,360,0.1
115,"2","6","9","4","3","月謝類",4713,1.5,1863,0.6,4861,1.5,8957,2.6,8948,2.9
116,"2","6","9","4","4","他の教養娯楽サービス",13755,4.3,15305,5.1,11930,3.6,13175,3.8,12939,4.3
117,"2","4","10","0","0","その他の消費支出",52277,16.4,59822,20.1,51025,15.3,42287,12.2,40459,13.3
118,"2","5","10","1","0","諸雑費",26856,8.4,27569,9.3,26613,8.0,27326,7.9,21413,7.1
119,"2","6","10","1","1","理美容サービス",4512,1.4,4643,1.6,4836,1.5,4341,1.3,2825,0.9
120,"2","6","10","1","2","理美容用品",6392,2.0,6378,2.1,6392,1.9,6744,1.9,5287,1.7
121,"2","6","10","1","3","身の回り用品",2467,0.8,1984,0.7,1298,0.4,5230,1.5,1239,0.4
122,"2","6","10","1","4","たばこ",1111,0.3,675,0.2,1632,0.5,1148,0.3,1741,0.6
123,"2","6","10","1","5","他の諸雑費",12374,3.9,13890,4.7,12455,3.7,9863,2.8,10320,3.4
124,"2","5","10","2","0","こづかい",5543,1.7,4837,1.6,4790,1.4,6271,1.8,11053,3.6
125,"2","5","10","3","0","交際費",17496,5.5,23254,7.8,17609,5.3,8690,2.5,7993,2.6
126,"2","6","10","3","0","食料",4886,1.5,6664,2.2,4966,1.5,2211,0.6,1605,0.5
127,"2","6","10","3","0","家具・家事用品",84,0.0,92,0.0,91,0.0,49,0.0,117,0.0
128,"2","6","10","3","0","被服及び履物",707,0.2,1054,0.4,585,0.2,332,0.1,150,0.0
129,"2","6","10","3","0","教養娯楽",752,0.2,1024,0.3,609,0.2,351,0.1,887,0.3
130,"2","6","10","3","0","他の物品サービス",231,0.1,279,0.1,354,0.1,14,0.0,113,0.0
131,"2","6","10","3","6","贈与金",6168,1.9,9259,3.1,5583,1.7,1833,0.5,2477,0.8
132,"2","6","10","3","7","他の交際費",4667,1.5,4881,1.6,5421,1.6,3900,1.1,2645,0.9
133,"2","5","10","4","0","仕送り金",2382,0.7,4162,1.4,2012,0.6,-,-,-,-
134,"2","3","0","0","0","土地家屋購入",22136,-,50330,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",15778,5.0,5262,1.8,11650,3.5,39113,11.3,24880,8.2
136,"2","3","0","0","0","（再掲）教養娯楽関係費",42410,13.3,42143,14.2,40913,12.3,45626,13.2,39546,13.0
137,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8551,2.7,13421,4.5,7595,2.3,1833,0.5,2477,0.8
138,"2","3","0","0","0","（再掲）経常消費支出",233199,73.2,217165,73.0,245094,73.6,248633,71.8,238971,78.7
139,"2","3","0","0","0","（再掲）情報通信関係費",15576,4.9,13971,4.7,16199,4.9,16647,4.8,20193,6.6
140,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",288738,90.7,259258,87.1,298042,89.5,333452,96.3,296631,97.7
