1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
151,2,5,9,4,0,教養娯楽サービス,25800,7.3,23655,7.7,26555,7.6,28599,7.3,19957,5.4
152,2,6,9,4,1,宿泊料,3296,0.9,4727,1.5,4265,1.2,1891,0.5,265,0.1
153,2,6,9,4,2,パック旅行費,4388,1.2,5075,1.6,2496,0.7,6712,1.7,-,-
154,2,6,9,4,3,月謝類,4963,1.4,1709,0.6,5625,1.6,5826,1.5,10489,2.8
155,2,6,9,4,4,他の教養娯楽サービス,13153,3.7,12144,3.9,14169,4.0,14170,3.6,9204,2.5
156,2,4,10,0,0,その他の消費支出,44210,12.5,44369,14.4,43592,12.4,47470,12.1,33624,9.1
157,2,5,10,1,0,諸雑費,23546,6.7,20401,6.6,26069,7.4,24590,6.3,21473,5.8
158,2,6,10,1,1,理美容サービス,3955,1.1,3278,1.1,3845,1.1,4897,1.2,3125,0.8
159,2,6,10,1,2,理美容用品,5100,1.4,5185,1.7,5521,1.6,4751,1.2,4637,1.3
160,2,6,10,1,3,身の回り用品,1992,0.6,2180,0.7,1442,0.4,1676,0.4,4476,1.2
161,2,6,10,1,4,たばこ,1167,0.3,986,0.3,1188,0.3,1328,0.3,1104,0.3
162,2,6,10,1,5,他の諸雑費,11331,3.2,8772,2.8,14073,4.0,11937,3.0,8132,2.2
163,2,5,10,2,0,こづかい,4620,1.3,2693,0.9,3959,1.1,6650,1.7,5913,1.6
164,2,5,10,3,0,交際費,14177,4.0,17584,5.7,13536,3.9,13799,3.5,6237,1.7
165,2,6,10,3,0,食料,4807,1.4,8892,2.9,3106,0.9,2757,0.7,4552,1.2
166,2,6,10,3,0,家具・家事用品,160,0.0,178,0.1,251,0.1,81,0.0,75,0.0
167,2,6,10,3,0,被服及び履物,788,0.2,612,0.2,815,0.2,1059,0.3,280,0.1
168,2,6,10,3,0,教養娯楽,854,0.2,700,0.2,1348,0.4,652,0.2,404,0.1
169,2,6,10,3,0,他の物品サービス,646,0.2,648,0.2,353,0.1,1094,0.3,-,-
170,2,6,10,3,6,贈与金,2758,0.8,3001,1.0,1594,0.5,4334,1.1,123,0.0
171,2,6,10,3,7,他の交際費,4163,1.2,3554,1.2,6069,1.7,3822,1.0,802,0.2
172,2,5,10,4,0,仕送り金,1866,0.5,3690,1.2,28,0.0,2432,0.6,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,33974,9.6,4709,1.5,30068,8.6,60600,15.5,47714,12.9
175,2,3,0,0,0,（再掲）教養娯楽関係費,51508,14.6,51371,16.7,55279,15.7,51191,13.1,39878,10.8
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4625,1.3,6692,2.2,1623,0.5,6765,1.7,123,0.0
177,2,3,0,0,0,（再掲）経常消費支出,252503,71.5,241230,78.3,253788,72.3,254625,65.0,278456,75.5
178,2,3,0,0,0,（再掲）情報通信関係費,17111,4.8,16398,5.3,18085,5.2,16443,4.2,18619,5.1
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318103,90.1,271229,88.1,323351,92.1,351342,89.7,334846,90.8
180,2,2,0,0,0,その他の実支出,131133,-,124606,-,109346,-,158997,-,125671,-
181,2,3,0,0,0,直接税,69309,-,68495,-,58084,-,84455,-,54852,-
182,2,4,0,0,0,勤労所得税,23336,-,16636,-,16797,-,36836,-,18611,-
183,2,4,0,0,0,個人住民税,21908,-,20550,-,21058,-,24685,-,19131,-
184,2,4,0,0,0,他の税,24065,-,31310,-,20229,-,22934,-,17111,-
185,2,3,0,0,0,社会保険料,61823,-,56111,-,51263,-,74540,-,70818,-
186,2,4,0,0,0,公的年金保険料,38391,-,33090,-,31205,-,46492,-,51407,-
187,2,4,0,0,0,健康保険料,18138,-,18124,-,15502,-,21327,-,15523,-
188,2,4,0,0,0,介護保険料,3045,-,2807,-,2528,-,3907,-,2448,-
189,2,4,0,0,0,他の社会保険料,2248,-,2090,-,2028,-,2815,-,1440,-
190,2,3,0,0,0,その他,1,-,-,-,-,-,3,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),712534,-,673284,-,590946,-,844349,-,780493,-
192,2,2,0,0,0,預貯金,478620,-,524208,-,391196,-,509621,-,514880,-
193,2,2,0,0,0,保険料,20359,-,18461,-,16233,-,27666,-,13971,-
194,2,3,0,0,0,個人・企業年金保険料,6155,-,3134,-,3937,-,11439,-,4457,-
195,2,3,0,0,0,他の保険料,14204,-,15327,-,12296,-,16227,-,9514,-
196,2,2,0,0,0,有価証券購入,7661,-,9465,-,2791,-,12639,-,-,-
197,2,2,0,0,0,土地家屋借金返済,69097,-,21804,-,57050,-,129638,-,45846,-
198,2,2,0,0,0,他の借金返済,1322,-,489,-,628,-,3083,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,133710,-,98201,-,122256,-,157545,-,205773,-
200,2,2,0,0,0,実支出以外の支払のその他,1766,-,655,-,792,-,4156,-,23,-
201,2,1,0,0,0,繰越金,290967,-,210624,-,407602,-,287667,-,166488,-
202,3,0,0,0,0,可処分所得,483763,-,500055,-,427879,-,515768,-,505061,-
203,3,0,0,0,0,黒字,130703,-,192069,-,76841,-,123971,-,136395,-
204,3,1,0,0,0,金融資産純増,87038,-,220041,-,54930,-,4455,-,56184,-
205,3,3,0,0,0,貯蓄純増,79377,-,210576,-,52139,-,-8184,-,56184,-
206,3,4,0,0,0,預貯金純増,63672,-,198433,-,37497,-,-28592,-,42213,-
207,3,4,0,0,0,保険純増,15705,-,12143,-,14641,-,20408,-,13971,-
208,3,3,0,0,0,有価証券純購入,7661,-,9465,-,2791,-,12639,-,-,-
209,3,1,0,0,0,土地家屋借金純減,69097,-,21804,-,57050,-,129638,-,45846,-
210,3,1,0,0,0,他の借金純減,856,-,489,-,-917,-,3083,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-2869,-,-17635,-,-16883,-,8144,-,55553,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1557,-,615,-,649,-,3677,-,23,-
214,3,1,0,0,0,繰越純増,-24977,-,-33246,-,-17988,-,-25026,-,-21212,-
