1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
23,1,3,0,0,0,事業・内職収入,7913,1.7,-28.9,8336,1.7,5916,2.0,6806,2.2,8588,1.7,8849,1.7,4940,1.6
24,1,4,0,0,0,家賃収入,4328,1.0,60.7,4944,1.0,4933,1.6,5676,1.8,4123,0.8,4699,0.9,-,-
25,1,4,0,0,0,他の事業収入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
26,1,4,0,0,0,内職収入,3585,0.8,-32.7,3392,0.7,983,0.3,1131,0.4,4465,0.9,4150,0.8,4940,1.6
27,1,3,0,0,0,他の経常収入,397770,87.5,1.8,413732,86.8,274232,91.4,280606,91.0,439544,86.8,458324,86.0,285633,95.4
28,1,4,0,0,0,財産収入,29261,6.4,70.8,33211,7.0,10758,3.6,12377,4.0,35518,7.0,40190,7.5,1515,0.5
29,1,4,0,0,0,社会保障給付,367915,81.0,-1.3,379843,79.7,262581,87.5,267202,86.7,403533,79.7,417573,78.4,284119,94.9
30,1,5,0,0,0,公的年金給付,360486,79.3,-0.7,378978,79.5,261318,87.1,267037,86.6,394020,77.8,416473,78.2,230576,77.0
31,1,5,0,0,0,他の社会保障給付,7429,1.6,-24.0,865,0.2,1263,0.4,164,0.1,9514,1.9,1100,0.2,53543,17.9
32,1,4,0,0,0,仕送り金,593,0.1,-35.0,678,0.1,893,0.3,1027,0.3,492,0.1,561,0.1,-,-
33,1,2,0,0,0,特別収入,9182,2.0,-90.3,10354,2.2,5609,1.9,6450,2.1,10391,2.1,11661,2.2,953,0.3
34,1,3,0,0,0,受贈金,892,0.2,-99.0,1019,0.2,868,0.3,998,0.3,900,0.2,1026,0.2,-,-
35,1,3,0,0,0,他の特別収入,8290,1.8,248.8,9335,2.0,4742,1.6,5452,1.8,9490,1.9,10635,2.0,953,0.3
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),381065,-,6.1,398020,-,213179,-,216978,-,437836,-,458662,-,261954,-
37,1,2,0,0,0,預貯金引出,285408,-,6.2,296004,-,172480,-,171492,-,323595,-,337710,-,210974,-
38,1,2,0,0,0,保険金,34100,-,-11.1,38725,-,5193,-,5061,-,43876,-,50002,-,1609,-
39,1,3,0,0,0,個人・企業年金保険金,34100,-,-8.1,38725,-,5193,-,5061,-,43876,-,50002,-,1609,-
40,1,3,0,0,0,他の保険金,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,61121,-,18.6,62794,-,35506,-,40425,-,69783,-,70286,-,49371,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,435,-,3.8,497,-,-,-,-,-,582,-,664,-,-,-
47,1,1,0,0,0,繰入金,110697,-,-8.2,108042,-,92482,-,98478,-,116856,-,111245,-,129352,-
48,2,0,0,0,0,支払,946136,-,-6.3,982489,-,605768,-,623665,-,1061231,-,1102681,-,690749,-
49,2,1,0,0,0,実支出,354479,-,10.5,366819,-,220011,-,230024,-,399949,-,412640,-,267788,-
50,2,2,0,0,0,生計支出,267526,-,5.8,269209,-,173081,-,176498,-,299463,-,300263,-,255708,-
51,2,3,0,0,0,消費支出,267526,100.0,9.4,269209,100.0,173081,100.0,176498,100.0,299463,100.0,300263,100.0,255708,100.0
52,2,4,1,0,0,食料,82120,30.7,3.9,83284,30.9,65975,38.1,68938,39.1,87579,29.2,88090,29.3,73939,28.9
53,2,5,1,1,0,穀類,6454,2.4,0.6,6657,2.5,5952,3.4,6204,3.5,6624,2.2,6808,2.3,5031,2.0
54,2,6,1,1,1,米類,1677,0.6,-1.8,1779,0.7,1361,0.8,1482,0.8,1784,0.6,1879,0.6,957,0.4
55,2,6,1,1,2,パン,2815,1.1,-2.2,2956,1.1,2723,1.6,2848,1.6,2845,1.0,2993,1.0,1817,0.7
56,2,6,1,1,3,麺類,1598,0.6,6.0,1575,0.6,1601,0.9,1621,0.9,1597,0.5,1560,0.5,1756,0.7
57,2,6,1,1,4,他の穀類,365,0.1,13.7,346,0.1,266,0.2,254,0.1,398,0.1,377,0.1,501,0.2
58,2,5,1,2,0,魚介類,7061,2.6,-2.7,6678,2.5,5950,3.4,6167,3.5,7437,2.5,6848,2.3,9759,3.8
59,2,6,1,2,1,生鮮魚介,3937,1.5,-1.7,3661,1.4,3145,1.8,3249,1.8,4206,1.4,3799,1.3,5877,2.3
60,2,6,1,2,2,塩干魚介,1345,0.5,6.1,1266,0.5,1262,0.7,1269,0.7,1374,0.5,1264,0.4,1906,0.7
61,2,6,1,2,3,魚肉練製品,724,0.3,-14.8,754,0.3,664,0.4,730,0.4,745,0.2,762,0.3,515,0.2
62,2,6,1,2,4,他の魚介加工品,1054,0.4,-7.2,996,0.4,879,0.5,919,0.5,1114,0.4,1022,0.3,1461,0.6
63,2,5,1,3,0,肉類,7266,2.7,19.6,7472,2.8,6606,3.8,6989,4.0,7489,2.5,7634,2.5,5814,2.3
64,2,6,1,3,1,生鮮肉,5731,2.1,21.5,5942,2.2,5470,3.2,5811,3.3,5819,1.9,5986,2.0,4247,1.7
65,2,6,1,3,2,加工肉,1535,0.6,13.0,1530,0.6,1136,0.7,1178,0.7,1669,0.6,1648,0.5,1567,0.6
66,2,5,1,4,0,乳卵類,4799,1.8,15.3,5023,1.9,4069,2.4,4207,2.4,5045,1.7,5297,1.8,3220,1.3
67,2,6,1,4,1,牛乳,1443,0.5,3.0,1510,0.6,976,0.6,960,0.5,1601,0.5,1695,0.6,969,0.4
68,2,6,1,4,2,乳製品,2218,0.8,9.0,2354,0.9,2150,1.2,2304,1.3,2242,0.7,2371,0.8,1265,0.5
69,2,6,1,4,3,卵,1137,0.4,56.6,1159,0.4,943,0.5,943,0.5,1203,0.4,1231,0.4,985,0.4
70,2,5,1,5,0,野菜・海藻,12219,4.6,3.5,12283,4.6,11130,6.4,11585,6.6,12587,4.2,12517,4.2,11764,4.6
71,2,6,1,5,1,生鮮野菜,8531,3.2,0.9,8613,3.2,7551,4.4,7960,4.5,8862,3.0,8832,2.9,7953,3.1
72,2,6,1,5,2,乾物・海藻,773,0.3,5.6,706,0.3,627,0.4,644,0.4,822,0.3,727,0.2,1239,0.5
73,2,6,1,5,3,大豆加工品,1358,0.5,16.3,1409,0.5,1232,0.7,1228,0.7,1401,0.5,1469,0.5,1005,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1557,0.6,7.4,1556,0.6,1720,1.0,1753,1.0,1502,0.5,1490,0.5,1567,0.6
75,2,5,1,6,0,果物,4711,1.8,16.0,4669,1.7,3399,2.0,3443,2.0,5154,1.7,5080,1.7,5001,2.0
76,2,6,1,6,1,生鮮果物,4401,1.6,19.8,4333,1.6,3199,1.8,3219,1.8,4808,1.6,4706,1.6,4881,1.9
77,2,6,1,6,2,果物加工品,309,0.1,-20.2,336,0.1,200,0.1,224,0.1,346,0.1,374,0.1,120,0.0
78,2,5,1,7,0,油脂・調味料,3988,1.5,5.3,3983,1.5,3706,2.1,3835,2.2,4083,1.4,4032,1.3,4025,1.6
79,2,6,1,7,1,油脂,452,0.2,-6.2,450,0.2,381,0.2,381,0.2,476,0.2,474,0.2,464,0.2
80,2,6,1,7,2,調味料,3536,1.3,7.0,3532,1.3,3325,1.9,3454,2.0,3607,1.2,3559,1.2,3560,1.4
81,2,5,1,8,0,菓子類,6117,2.3,-5.9,6177,2.3,4974,2.9,5233,3.0,6503,2.2,6494,2.2,5690,2.2
82,2,5,1,9,0,調理食品,11883,4.4,-3.7,12142,4.5,9384,5.4,9680,5.5,12728,4.3,12966,4.3,10064,3.9
83,2,6,1,9,1,主食的調理食品,5142,1.9,-5.1,5305,2.0,4459,2.6,4554,2.6,5373,1.8,5556,1.9,4001,1.6
84,2,6,1,9,2,他の調理食品,6741,2.5,-2.7,6837,2.5,4925,2.8,5126,2.9,7354,2.5,7410,2.5,6063,2.4
85,2,5,1,10,0,飲料,4891,1.8,-5.1,5004,1.9,3559,2.1,3796,2.2,5342,1.8,5409,1.8,4094,1.6
86,2,6,1,10,1,茶類,1054,0.4,-19.1,1037,0.4,727,0.4,745,0.4,1164,0.4,1135,0.4,1170,0.5
87,2,6,1,10,2,コーヒー・ココア,869,0.3,0.7,873,0.3,650,0.4,666,0.4,942,0.3,943,0.3,835,0.3
88,2,6,1,10,3,他の飲料,2969,1.1,-0.6,3094,1.1,2182,1.3,2385,1.4,3235,1.1,3332,1.1,2089,0.8
89,2,5,1,11,0,酒類,3800,1.4,10.1,3583,1.3,3636,2.1,3839,2.2,3855,1.3,3497,1.2,5323,2.1
90,2,5,1,12,0,外食,8932,3.3,11.6,9612,3.6,3611,2.1,3958,2.2,10731,3.6,11506,3.8,4154,1.6
91,2,6,1,12,1,一般外食,8932,3.3,12.9,9612,3.6,3611,2.1,3958,2.2,10731,3.6,11506,3.8,4154,1.6
92,2,6,1,12,2,学校給食,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
93,2,4,2,0,0,住居,26071,9.7,10.0,22642,8.4,6876,4.0,4260,2.4,32561,10.9,28799,9.6,50158,19.6
94,2,5,2,1,0,家賃地代,7493,2.8,-30.3,1440,0.5,5518,3.2,2698,1.5,8161,2.7,1019,0.3,50015,19.6
95,2,5,2,2,0,設備修繕・維持,18578,6.9,43.3,21202,7.9,1358,0.8,1562,0.9,24400,8.1,27780,9.3,143,0.1
96,2,6,2,2,1,設備材料,4718,1.8,-35.7,5390,2.0,1006,0.6,1158,0.7,5973,2.0,6807,2.3,-,-
97,2,6,2,2,2,工事その他のサービス,13859,5.2,146.4,15812,5.9,352,0.2,405,0.2,18427,6.2,20973,7.0,143,0.1
98,2,4,3,0,0,光熱・水道,18964,7.1,-7.7,19591,7.3,17512,10.1,17967,10.2,19455,6.5,20134,6.7,14561,5.7
99,2,5,3,1,0,電気代,8756,3.3,-2.6,9129,3.4,8053,4.7,8193,4.6,8993,3.0,9443,3.1,6133,2.4
100,2,5,3,2,0,ガス代,5227,2.0,-8.5,5178,1.9,4612,2.7,4417,2.5,5435,1.8,5433,1.8,5570,2.2
101,2,5,3,3,0,他の光熱,48,0.0,-52.5,53,0.0,119,0.1,137,0.1,24,0.0,25,0.0,9,0.0
102,2,5,3,4,0,上下水道料,4934,1.8,-14.0,5230,1.9,4729,2.7,5220,3.0,5003,1.7,5234,1.7,2849,1.1
103,2,4,4,0,0,家具・家事用品,10177,3.8,-21.4,10622,3.9,4273,2.5,4113,2.3,12174,4.1,12803,4.3,7051,2.8
104,2,5,4,1,0,家庭用耐久財,2336,0.9,-66.7,2605,1.0,-,-,-,-,3125,1.0,3477,1.2,444,0.2
105,2,6,4,1,1,家事用耐久財,1421,0.5,-5.6,1560,0.6,-,-,-,-,1901,0.6,2082,0.7,444,0.2
106,2,6,4,1,2,冷暖房用器具,915,0.3,-82.8,1045,0.4,-,-,-,-,1224,0.4,1395,0.5,-,-
107,2,6,4,1,3,一般家具,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,800,0.3,34.2,668,0.2,257,0.1,292,0.2,984,0.3,795,0.3,1724,0.7
109,2,5,4,3,0,寝具類,1572,0.6,212.5,1775,0.7,22,0.0,26,0.0,2096,0.7,2361,0.8,147,0.1
110,2,5,4,4,0,家事雑貨,1416,0.5,-3.8,1436,0.5,943,0.5,919,0.5,1576,0.5,1609,0.5,1279,0.5
111,2,5,4,5,0,家事用消耗品,3221,1.2,10.8,3270,1.2,2756,1.6,2824,1.6,3379,1.1,3420,1.1,2877,1.1
112,2,5,4,6,0,家事サービス,832,0.3,77.8,869,0.3,296,0.2,52,0.0,1014,0.3,1142,0.4,579,0.2
113,2,4,5,0,0,被服及び履物,7786,2.9,11.0,8158,3.0,4593,2.7,4954,2.8,8866,3.0,9231,3.1,5180,2.0
114,2,5,5,1,0,和服,37,0.0,...,42,0.0,-,-,-,-,49,0.0,56,0.0,-,-
115,2,5,5,2,0,洋服,2547,1.0,21.5,2795,1.0,1469,0.8,1640,0.9,2911,1.0,3182,1.1,799,0.3
116,2,6,5,2,1,男子用洋服,328,0.1,-14.6,345,0.1,426,0.2,474,0.3,295,0.1,303,0.1,207,0.1
117,2,6,5,2,2,婦人用洋服,2212,0.8,29.7,2450,0.9,1043,0.6,1167,0.7,2608,0.9,2879,1.0,545,0.2
118,2,6,5,2,3,子供用洋服,6,0.0,-14.3,-,-,-,-,-,-,8,0.0,-,-,46,0.0
119,2,5,5,3,0,シャツ・セーター類,1814,0.7,9.1,1757,0.7,962,0.6,1000,0.6,2102,0.7,2010,0.7,2217,0.9
120,2,6,5,3,1,男子用シャツ・セーター類,791,0.3,89.2,747,0.3,73,0.0,29,0.0,1034,0.3,988,0.3,1096,0.4
121,2,6,5,3,2,婦人用シャツ・セーター類,996,0.4,-19.9,1009,0.4,889,0.5,971,0.6,1032,0.3,1022,0.3,900,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,28,0.0,...,-,-,-,-,-,-,37,0.0,-,-,221,0.1
123,2,5,5,4,0,下着類,826,0.3,-14.9,874,0.3,1247,0.7,1346,0.8,683,0.2,716,0.2,485,0.2
124,2,6,5,4,1,男子用下着類,279,0.1,-25.0,289,0.1,303,0.2,323,0.2,272,0.1,277,0.1,216,0.1
125,2,6,5,4,2,婦人用下着類,546,0.2,-8.4,586,0.2,944,0.5,1023,0.6,412,0.1,439,0.1,269,0.1
126,2,6,5,4,3,子供用下着類,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
127,2,5,5,5,0,生地・糸類,93,0.0,-18.4,106,0.0,-,-,-,-,125,0.0,142,0.0,-,-
128,2,5,5,6,0,他の被服,469,0.2,23.4,448,0.2,174,0.1,122,0.1,569,0.2,557,0.2,619,0.2
129,2,5,5,7,0,履物類,974,0.4,-13.7,1110,0.4,263,0.2,295,0.2,1214,0.4,1383,0.5,16,0.0
130,2,5,5,8,0,被服関連サービス,1027,0.4,55.1,1025,0.4,477,0.3,549,0.3,1213,0.4,1184,0.4,1043,0.4
131,2,4,6,0,0,保健医療,17944,6.7,21.4,16571,6.2,13556,7.8,13406,7.6,19428,6.5,17631,5.9,27594,10.8
132,2,5,6,1,0,医薬品,3667,1.4,21.0,3849,1.4,3156,1.8,3396,1.9,3839,1.3,4001,1.3,2386,0.9
133,2,5,6,2,0,健康保持用摂取品,1159,0.4,-16.7,1288,0.5,580,0.3,558,0.3,1355,0.5,1532,0.5,257,0.1
134,2,5,6,3,0,保健医療用品・器具,1866,0.7,-17.1,1686,0.6,2290,1.3,1328,0.8,1723,0.6,1806,0.6,3133,1.2
135,2,5,6,4,0,保健医療サービス,11252,4.2,38.8,9748,3.6,7529,4.3,8124,4.6,12511,4.2,10292,3.4,21819,8.5
136,2,4,7,0,0,交通・通信,26623,10.0,32.1,27195,10.1,14180,8.2,13723,7.8,30831,10.3,31708,10.6,22608,8.8
137,2,5,7,1,0,交通,7259,2.7,52.1,7563,2.8,2835,1.6,3076,1.7,8755,2.9,9066,3.0,5124,2.0
138,2,5,7,2,0,自動車等関係費,10068,3.8,71.5,10300,3.8,4376,2.5,3859,2.2,11992,4.0,12458,4.1,8435,3.3
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,10068,3.8,80.9,10300,3.8,4376,2.5,3859,2.2,11992,4.0,12458,4.1,8435,3.3
142,2,5,7,3,0,通信,9297,3.5,-2.3,9332,3.5,6968,4.0,6788,3.8,10084,3.4,10184,3.4,9049,3.5
143,2,4,8,0,0,教育,33,0.0,-74.0,-,-,-,-,-,-,44,0.0,-,-,263,0.1
144,2,5,8,1,0,授業料等,24,0.0,-81.1,-,-,-,-,-,-,32,0.0,-,-,191,0.1
145,2,5,8,2,0,教科書・学習参考教材,9,0.0,...,-,-,-,-,-,-,12,0.0,-,-,71,0.0
146,2,5,8,3,0,補習教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,2,4,9,0,0,教養娯楽,27419,10.2,16.4,28712,10.7,14525,8.4,15690,8.9,31779,10.6,33074,11.0,18334,7.2
148,2,5,9,1,0,教養娯楽用耐久財,592,0.2,-26.6,487,0.2,-,-,-,-,793,0.3,650,0.2,1335,0.5
149,2,5,9,2,0,教養娯楽用品,3879,1.4,5.2,4100,1.5,3117,1.8,3296,1.9,4137,1.4,4369,1.5,2328,0.9
150,2,5,9,3,0,書籍・他の印刷物,3744,1.4,-11.6,3966,1.5,2147,1.2,2204,1.2,4284,1.4,4556,1.5,2186,0.9
151,2,5,9,4,0,教養娯楽サービス,19203,7.2,29.5,20160,7.5,9261,5.4,10191,5.8,22565,7.5,23499,7.8,12485,4.9
152,2,6,9,4,1,宿泊料,4136,1.5,216.9,4725,1.8,881,0.5,1013,0.6,5237,1.7,5968,2.0,-,-
153,2,6,9,4,2,パック旅行費,2457,0.9,14.2,2252,0.8,1570,0.9,1806,1.0,2756,0.9,2401,0.8,3894,1.5
154,2,6,9,4,3,月謝類,1471,0.5,-20.8,1495,0.6,362,0.2,416,0.2,1846,0.6,1856,0.6,1304,0.5
155,2,6,9,4,4,他の教養娯楽サービス,11140,4.2,17.1,11688,4.3,6449,3.7,6955,3.9,12726,4.2,13274,4.4,7287,2.8
156,2,4,10,0,0,その他の消費支出,50389,18.8,18.1,52434,19.5,31590,18.3,33448,19.0,56745,18.9,58794,19.6,36020,14.1
157,2,5,10,1,0,諸雑費,23869,8.9,27.7,25189,9.4,14712,8.5,15685,8.9,26965,9.0,28372,9.4,14598,5.7
158,2,6,10,1,1,理美容サービス,4245,1.6,28.9,4347,1.6,2755,1.6,2998,1.7,4749,1.6,4798,1.6,3533,1.4
159,2,6,10,1,2,理美容用品,4462,1.7,21.6,4708,1.7,4124,2.4,4475,2.5,4577,1.5,4785,1.6,2738,1.1
160,2,6,10,1,3,身の回り用品,585,0.2,-52.7,655,0.2,115,0.1,114,0.1,744,0.2,837,0.3,91,0.0
161,2,6,10,1,4,たばこ,751,0.3,11.3,748,0.3,457,0.3,493,0.3,850,0.3,833,0.3,775,0.3
162,2,6,10,1,5,他の諸雑費,13826,5.2,40.8,14732,5.5,7261,4.2,7605,4.3,16045,5.4,17119,5.7,7461,2.9
163,2,5,10,2,0,こづかい,7721,2.9,47.9,7992,3.0,2597,1.5,1357,0.8,9454,3.2,10215,3.4,5813,2.3
164,2,5,10,3,0,交際費,16895,6.3,-4.5,17427,6.5,14281,8.3,16406,9.3,17779,5.9,17769,5.9,13159,5.1
165,2,6,10,3,0,食料,6916,2.6,60.1,6819,2.5,6070,3.5,6984,4.0,7202,2.4,6764,2.3,7598,3.0
166,2,6,10,3,0,家具・家事用品,28,0.0,-84.8,11,0.0,-,-,-,-,37,0.0,14,0.0,150,0.1
167,2,6,10,3,0,被服及び履物,354,0.1,61.6,404,0.2,40,0.0,46,0.0,460,0.2,525,0.2,-,-
168,2,6,10,3,0,教養娯楽,842,0.3,-35.7,939,0.3,328,0.2,378,0.2,1015,0.3,1127,0.4,156,0.1
169,2,6,10,3,0,他の物品サービス,138,0.1,-87.9,98,0.0,13,0.0,15,0.0,181,0.1,126,0.0,422,0.2
170,2,6,10,3,6,贈与金,5146,1.9,-23.1,5242,1.9,5773,3.3,6642,3.8,4935,1.6,4773,1.6,4476,1.8
171,2,6,10,3,7,他の交際費,3471,1.3,-9.2,3914,1.5,2057,1.2,2343,1.3,3949,1.3,4440,1.5,357,0.1
172,2,5,10,4,0,仕送り金,1904,0.7,80.0,1826,0.7,-,-,-,-,2547,0.9,2438,0.8,2450,1.0
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,260,0.1,-61.3,186,0.1,137,0.1,158,0.1,302,0.1,195,0.1,782,0.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,34024,12.7,20.2,35687,13.3,16818,9.7,18162,10.3,39842,13.3,41558,13.8,22337,8.7
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7050,2.6,-9.1,7068,2.6,5773,3.3,6642,3.8,7482,2.5,7211,2.4,6925,2.7
177,2,3,0,0,0,（再掲）経常消費支出,199400,74.5,2.9,197790,73.5,151986,87.8,154154,87.3,215433,71.9,212407,70.7,210709,82.4
178,2,3,0,0,0,（再掲）情報通信関係費,14491,5.4,2.4,14827,5.5,11706,6.8,12115,6.9,15433,5.2,15736,5.2,12128,4.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,234406,87.6,10.0,239499,89.0,160432,92.7,165596,93.8,259420,86.6,264254,88.0,198624,77.7
180,2,2,0,0,0,その他の実支出,86953,-,28.0,97611,-,46931,-,53526,-,100486,-,112377,-,12080,-
181,2,3,0,0,0,直接税,57783,-,45.9,65781,-,32031,-,36851,-,66491,-,75471,-,1596,-
182,2,4,0,0,0,勤労所得税,1423,-,75.7,1626,-,147,-,169,-,1855,-,2114,-,-,-
183,2,4,0,0,0,個人住民税,13634,-,0.4,15367,-,1933,-,2223,-,17591,-,19770,-,1457,-
184,2,4,0,0,0,他の税,42726,-,69.5,48788,-,29952,-,34458,-,47045,-,53587,-,139,-
185,2,3,0,0,0,社会保険料,29158,-,3.0,31816,-,14900,-,16675,-,33979,-,36888,-,10483,-
186,2,4,0,0,0,公的年金保険料,3439,-,67.0,3883,-,926,-,885,-,4289,-,4888,-,319,-
187,2,4,0,0,0,健康保険料,15284,-,7.3,16790,-,7501,-,8531,-,17915,-,19556,-,4704,-
188,2,4,0,0,0,介護保険料,10266,-,-14.2,10953,-,6417,-,7208,-,11568,-,12208,-,5438,-
189,2,4,0,0,0,他の社会保険料,169,-,172.6,190,-,56,-,51,-,207,-,236,-,23,-
190,2,3,0,0,0,その他,12,-,500.0,14,-,-,-,-,-,16,-,18,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),493850,-,-17.6,523060,-,300710,-,307985,-,559159,-,595102,-,288634,-
192,2,2,0,0,0,預貯金,445038,-,-17.9,471709,-,273247,-,277370,-,503129,-,536804,-,257667,-
193,2,2,0,0,0,保険料,5394,-,-55.5,4935,-,1643,-,1538,-,6662,-,6072,-,8618,-
194,2,3,0,0,0,個人・企業年金保険料,422,-,99.1,482,-,-,-,-,-,565,-,644,-,-,-
195,2,3,0,0,0,他の保険料,4971,-,-58.3,4452,-,1643,-,1538,-,6097,-,5428,-,8618,-
196,2,2,0,0,0,有価証券購入,452,-,-82.3,517,-,-,-,-,-,605,-,690,-,-,-
197,2,2,0,0,0,土地家屋借金返済,3652,-,-19.8,4171,-,2690,-,3095,-,3977,-,4532,-,-,-
198,2,2,0,0,0,他の借金返済,55,-,-57.0,42,-,218,-,167,-,-,-,-,-,148,-
199,2,2,0,0,0,クレジット購入借入金返済,38039,-,2.8,40300,-,22905,-,25806,-,43156,-,45154,-,22155,-
200,2,2,0,0,0,実支出以外の支払のその他,1220,-,17.1,1387,-,7,-,8,-,1631,-,1849,-,47,-
201,2,1,0,0,0,繰越金,97808,-,8.6,92609,-,85046,-,85656,-,102123,-,94938,-,134327,-
202,3,0,0,0,0,可処分所得,367421,-,-20.6,378817,-,253176,-,254682,-,406053,-,420397,-,287363,-
203,3,0,0,0,0,黒字,99895,-,-54.2,109608,-,80095,-,78184,-,106590,-,120134,-,31655,-
