1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
119,2,5,5,3,0,シャツ・セーター類,3009,0.9,3253,1.0,1848,0.5,3137,1.3,2656,1.0
120,2,6,5,3,1,男子用シャツ・セーター類,900,0.3,861,0.3,920,0.3,974,0.4,2193,0.8
121,2,6,5,3,2,婦人用シャツ・セーター類,1880,0.6,2137,0.6,816,0.2,2163,0.9,-,-
122,2,6,5,3,3,子供用シャツ・セーター類,230,0.1,255,0.1,112,0.0,-,-,463,0.2
123,2,5,5,4,0,下着類,1256,0.4,1330,0.4,807,0.2,1336,0.5,1853,0.7
124,2,6,5,4,1,男子用下着類,242,0.1,219,0.1,284,0.1,597,0.2,395,0.1
125,2,6,5,4,2,婦人用下着類,862,0.3,975,0.3,441,0.1,155,0.1,551,0.2
126,2,6,5,4,3,子供用下着類,153,0.0,136,0.0,82,0.0,584,0.2,906,0.3
127,2,5,5,5,0,生地・糸類,99,0.0,115,0.0,30,0.0,60,0.0,44,0.0
128,2,5,5,6,0,他の被服,712,0.2,679,0.2,921,0.3,-,-,1116,0.4
129,2,5,5,7,0,履物類,1614,0.5,1651,0.5,1464,0.4,1809,0.7,1136,0.4
130,2,5,5,8,0,被服関連サービス,764,0.2,873,0.3,388,0.1,-,-,330,0.1
131,2,4,6,0,0,保健医療,15300,4.5,16006,4.7,13268,3.7,9142,3.7,10661,3.9
132,2,5,6,1,0,医薬品,2213,0.7,2351,0.7,1337,0.4,3942,1.6,1910,0.7
133,2,5,6,2,0,健康保持用摂取品,1009,0.3,1166,0.3,480,0.1,-,-,210,0.1
134,2,5,6,3,0,保健医療用品・器具,2729,0.8,2925,0.9,2179,0.6,1122,0.5,1201,0.4
135,2,5,6,4,0,保健医療サービス,9349,2.8,9563,2.8,9272,2.6,4078,1.7,7340,2.7
136,2,4,7,0,0,交通・通信,39019,11.5,42388,12.5,27405,7.6,17356,7.0,23857,8.8
137,2,5,7,1,0,交通,8062,2.4,7768,2.3,10134,2.8,1798,0.7,9798,3.6
138,2,5,7,2,0,自動車等関係費,17987,5.3,21291,6.3,5298,1.5,6907,2.8,2440,0.9
139,2,6,7,2,1,自動車等購入,7092,2.1,8924,2.6,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,59,0.0,75,0.0,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,10835,3.2,12292,3.6,5298,1.5,6907,2.8,2440,0.9
142,2,5,7,3,0,通信,12970,3.8,13329,3.9,11973,3.3,8651,3.5,11619,4.3
143,2,4,8,0,0,教育,25464,7.5,28609,8.4,15490,4.3,3911,1.6,5765,2.1
144,2,5,8,1,0,授業料等,19291,5.7,21899,6.5,10938,3.0,2278,0.9,2689,1.0
145,2,5,8,2,0,教科書・学習参考教材,116,0.0,63,0.0,400,0.1,-,-,-,-
146,2,5,8,3,0,補習教育,6057,1.8,6647,2.0,4152,1.2,1633,0.7,3076,1.1
147,2,4,9,0,0,教養娯楽,39901,11.8,39929,11.8,46783,13.0,8709,3.5,17416,6.4
148,2,5,9,1,0,教養娯楽用耐久財,3076,0.9,2791,0.8,5212,1.5,-,-,392,0.1
149,2,5,9,2,0,教養娯楽用品,9657,2.9,10121,3.0,8815,2.5,2859,1.2,5640,2.1
150,2,5,9,3,0,書籍・他の印刷物,2743,0.8,2921,0.9,2030,0.6,1780,0.7,2548,0.9
151,2,5,9,4,0,教養娯楽サービス,24425,7.2,24095,7.1,30726,8.6,4070,1.7,8837,3.3
152,2,6,9,4,1,宿泊料,1731,0.5,1542,0.5,3040,0.8,-,-,503,0.2
153,2,6,9,4,2,パック旅行費,6323,1.9,5407,1.6,12431,3.5,-,-,-,-
154,2,6,9,4,3,月謝類,4554,1.3,4919,1.5,3480,1.0,-,-,3825,1.4
155,2,6,9,4,4,他の教養娯楽サービス,11817,3.5,12227,3.6,11776,3.3,4070,1.7,4509,1.7
156,2,4,10,0,0,その他の消費支出,46362,13.7,49228,14.5,37992,10.6,27143,11.0,22115,8.1
157,2,5,10,1,0,諸雑費,27535,8.1,28473,8.4,24811,6.9,23434,9.5,17034,6.3
158,2,6,10,1,1,理美容サービス,3434,1.0,3377,1.0,3789,1.1,2328,0.9,3986,1.5
159,2,6,10,1,2,理美容用品,6981,2.1,7591,2.2,4391,1.2,7199,2.9,3606,1.3
160,2,6,10,1,3,身の回り用品,4243,1.3,4123,1.2,4985,1.4,5678,2.3,1351,0.5
161,2,6,10,1,4,たばこ,1356,0.4,1061,0.3,1806,0.5,6601,2.7,3591,1.3
162,2,6,10,1,5,他の諸雑費,11522,3.4,12321,3.6,9840,2.7,1627,0.7,4500,1.7
163,2,5,10,2,0,こづかい,4906,1.4,5512,1.6,3068,0.9,1135,0.5,-,-
164,2,5,10,3,0,交際費,12760,3.8,13785,4.1,10096,2.8,2574,1.0,5081,1.9
165,2,6,10,3,0,食料,3636,1.1,3950,1.2,2490,0.7,1667,0.7,2668,1.0
166,2,6,10,3,0,家具・家事用品,212,0.1,167,0.0,490,0.1,-,-,-,-
167,2,6,10,3,0,被服及び履物,116,0.0,133,0.0,62,0.0,-,-,-,-
168,2,6,10,3,0,教養娯楽,1064,0.3,1238,0.4,490,0.1,-,-,-,-
169,2,6,10,3,0,他の物品サービス,265,0.1,295,0.1,187,0.1,-,-,-,-
170,2,6,10,3,6,贈与金,3258,1.0,3231,1.0,4194,1.2,-,-,353,0.1
171,2,6,10,3,7,他の交際費,4209,1.2,4771,1.4,2183,0.6,907,0.4,2060,0.8
172,2,5,10,4,0,仕送り金,1161,0.3,1458,0.4,17,0.0,-,-,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,27394,8.1,30420,9.0,18041,5.0,4259,1.7,9105,3.4
175,2,3,0,0,0,（再掲）教養娯楽関係費,46638,13.8,46838,13.8,53541,14.9,9335,3.8,23919,8.8
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4419,1.3,4688,1.4,4211,1.2,-,-,353,0.1
177,2,3,0,0,0,（再掲）経常消費支出,231893,68.5,221606,65.4,282964,78.9,223234,90.7,234146,86.2
178,2,3,0,0,0,（再掲）情報通信関係費,16569,4.9,16956,5.0,15769,4.4,9869,4.0,15138,5.6
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,297120,87.7,309870,91.4,257443,71.8,197526,80.2,224553,82.7
180,2,2,0,0,0,その他の実支出,237003,-,260460,-,131094,-,43984,-,381156,-
181,2,3,0,0,0,直接税,134528,-,151978,-,60034,-,10833,-,185027,-
182,2,4,0,0,0,勤労所得税,64595,-,71093,-,32390,-,3192,-,136503,-
183,2,4,0,0,0,個人住民税,41526,-,46040,-,23298,-,7359,-,48524,-
184,2,4,0,0,0,他の税,28407,-,34844,-,4346,-,282,-,-,-
185,2,3,0,0,0,社会保険料,102426,-,108421,-,71060,-,33145,-,196129,-
186,2,4,0,0,0,公的年金保険料,58925,-,62365,-,41360,-,14524,-,114342,-
187,2,4,0,0,0,健康保険料,32779,-,34773,-,22903,-,5271,-,64327,-
188,2,4,0,0,0,介護保険料,7154,-,7561,-,4053,-,12458,-,10337,-
189,2,4,0,0,0,他の社会保険料,3568,-,3722,-,2743,-,892,-,7123,-
190,2,3,0,0,0,その他,49,-,61,-,-,-,6,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),973362,-,1029010,-,757104,-,504278,-,1043895,-
192,2,2,0,0,0,預貯金,774919,-,810911,-,627807,-,422752,-,933068,-
193,2,2,0,0,0,保険料,22203,-,22451,-,23364,-,16803,-,8955,-
194,2,3,0,0,0,個人・企業年金保険料,6796,-,7560,-,4306,-,-,-,4262,-
195,2,3,0,0,0,他の保険料,15407,-,14891,-,19059,-,16803,-,4694,-
196,2,2,0,0,0,有価証券購入,3395,-,3318,-,4653,-,-,-,-,-
197,2,2,0,0,0,土地家屋借金返済,48380,-,57879,-,4330,-,-,-,83291,-
198,2,2,0,0,0,他の借金返済,1219,-,1442,-,136,-,2289,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,122080,-,131553,-,96768,-,62436,-,18581,-
200,2,2,0,0,0,実支出以外の支払のその他,1164,-,1456,-,45,-,-,-,-,-
201,2,1,0,0,0,繰越金,264463,-,218237,-,522781,-,102560,-,176482,-
202,3,0,0,0,0,可処分所得,747462,-,767104,-,663665,-,475231,-,950504,-
203,3,0,0,0,0,黒字,408714,-,428159,-,305001,-,228999,-,678989,-
204,3,1,0,0,0,金融資産純増,396773,-,412165,-,308138,-,208634,-,714345,-
205,3,3,0,0,0,貯蓄純増,395546,-,411575,-,303485,-,208634,-,714345,-
206,3,4,0,0,0,預貯金純増,388334,-,400976,-,313235,-,199755,-,705390,-
207,3,4,0,0,0,保険純増,7212,-,10599,-,-9750,-,8879,-,8955,-
208,3,3,0,0,0,有価証券純購入,1227,-,590,-,4653,-,-,-,-,-
209,3,1,0,0,0,土地家屋借金純減,48380,-,57879,-,4330,-,-,-,83291,-
210,3,1,0,0,0,他の借金純減,676,-,758,-,136,-,2289,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-14779,-,-14319,-,-11469,-,2262,-,-78599,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,547,-,685,-,15,-,-,-,-,-
214,3,1,0,0,0,繰越純増,-22883,-,-29010,-,3850,-,15815,-,-40048,-
