1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
52,2,4,1,0,0,食料,96087,28.4,82742,23.7,96963,30.2,100526,30.0,119726,30.7
53,2,5,1,1,0,穀類,7273,2.1,5589,1.6,6755,2.1,8152,2.4,11390,2.9
54,2,6,1,1,1,米類,1511,0.4,865,0.2,1683,0.5,1565,0.5,2850,0.7
55,2,6,1,1,2,パン,3374,1.0,2677,0.8,2915,0.9,3885,1.2,5411,1.4
56,2,6,1,1,3,麺類,1898,0.6,1606,0.5,1750,0.5,2104,0.6,2611,0.7
57,2,6,1,1,4,他の穀類,490,0.1,441,0.1,407,0.1,598,0.2,518,0.1
58,2,5,1,2,0,魚介類,5315,1.6,4723,1.4,6056,1.9,4922,1.5,6140,1.6
59,2,6,1,2,1,生鮮魚介,3106,0.9,2656,0.8,3742,1.2,2938,0.9,2854,0.7
60,2,6,1,2,2,塩干魚介,927,0.3,824,0.2,909,0.3,985,0.3,1102,0.3
61,2,6,1,2,3,魚肉練製品,481,0.1,397,0.1,558,0.2,439,0.1,657,0.2
62,2,6,1,2,4,他の魚介加工品,801,0.2,846,0.2,847,0.3,560,0.2,1527,0.4
63,2,5,1,3,0,肉類,9108,2.7,6377,1.8,8565,2.7,10442,3.1,14983,3.8
64,2,6,1,3,1,生鮮肉,7551,2.2,5117,1.5,7006,2.2,8827,2.6,12657,3.2
65,2,6,1,3,2,加工肉,1556,0.5,1260,0.4,1559,0.5,1615,0.5,2326,0.6
66,2,5,1,4,0,乳卵類,4688,1.4,3404,1.0,4948,1.5,5013,1.5,6702,1.7
67,2,6,1,4,1,牛乳,1369,0.4,806,0.2,1475,0.5,1583,0.5,1965,0.5
68,2,6,1,4,2,乳製品,2235,0.7,1716,0.5,2420,0.8,2323,0.7,2921,0.7
69,2,6,1,4,3,卵,1084,0.3,883,0.3,1053,0.3,1107,0.3,1816,0.5
70,2,5,1,5,0,野菜・海藻,10008,3.0,9329,2.7,10802,3.4,9158,2.7,12966,3.3
71,2,6,1,5,1,生鮮野菜,7103,2.1,6650,1.9,7749,2.4,6525,1.9,8642,2.2
72,2,6,1,5,2,乾物・海藻,703,0.2,535,0.2,793,0.2,609,0.2,1349,0.3
73,2,6,1,5,3,大豆加工品,1144,0.3,1091,0.3,1200,0.4,1078,0.3,1393,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1059,0.3,1053,0.3,1060,0.3,946,0.3,1581,0.4
75,2,5,1,6,0,果物,3128,0.9,2684,0.8,3374,1.0,3315,1.0,2861,0.7
76,2,6,1,6,1,生鮮果物,2795,0.8,2401,0.7,2924,0.9,3050,0.9,2510,0.6
77,2,6,1,6,2,果物加工品,334,0.1,283,0.1,450,0.1,264,0.1,350,0.1
78,2,5,1,7,0,油脂・調味料,4095,1.2,3437,1.0,4012,1.2,4048,1.2,6957,1.8
79,2,6,1,7,1,油脂,512,0.2,320,0.1,614,0.2,475,0.1,941,0.2
80,2,6,1,7,2,調味料,3583,1.1,3118,0.9,3398,1.1,3574,1.1,6016,1.5
81,2,5,1,8,0,菓子類,8133,2.4,5865,1.7,7550,2.3,9368,2.8,12987,3.3
82,2,5,1,9,0,調理食品,13422,4.0,12470,3.6,12580,3.9,13727,4.1,18851,4.8
83,2,6,1,9,1,主食的調理食品,5875,1.7,5711,1.6,5325,1.7,6190,1.8,7290,1.9
84,2,6,1,9,2,他の調理食品,7547,2.2,6759,1.9,7255,2.3,7537,2.3,11561,3.0
85,2,5,1,10,0,飲料,6454,1.9,6268,1.8,7090,2.2,5744,1.7,7688,2.0
86,2,6,1,10,1,茶類,1351,0.4,1608,0.5,1618,0.5,929,0.3,1246,0.3
87,2,6,1,10,2,コーヒー・ココア,1252,0.4,1277,0.4,1359,0.4,1046,0.3,1643,0.4
88,2,6,1,10,3,他の飲料,3850,1.1,3382,1.0,4112,1.3,3768,1.1,4799,1.2
89,2,5,1,11,0,酒類,4371,1.3,4367,1.3,5774,1.8,3417,1.0,2931,0.8
90,2,5,1,12,0,外食,20092,5.9,18228,5.2,19456,6.0,23221,6.9,15271,3.9
91,2,6,1,12,1,一般外食,19173,5.7,18228,5.2,18931,5.9,21826,6.5,11625,3.0
92,2,6,1,12,2,学校給食,919,0.3,-,-,525,0.2,1395,0.4,3646,0.9
93,2,4,2,0,0,住居,30116,8.9,50130,14.4,34146,10.6,10666,3.2,30092,7.7
94,2,5,2,1,0,家賃地代,17749,5.2,26152,7.5,16913,5.3,9384,2.8,28940,7.4
95,2,5,2,2,0,設備修繕・維持,12367,3.7,23978,6.9,17233,5.4,1282,0.4,1153,0.3
96,2,6,2,2,1,設備材料,823,0.2,1219,0.3,924,0.3,541,0.2,280,0.1
97,2,6,2,2,2,工事その他のサービス,11544,3.4,22759,6.5,16309,5.1,741,0.2,873,0.2
98,2,4,3,0,0,光熱・水道,19364,5.7,16334,4.7,19630,6.1,20423,6.1,24231,6.2
99,2,5,3,1,0,電気代,8576,2.5,7435,2.1,8216,2.6,9529,2.8,9800,2.5
100,2,5,3,2,0,ガス代,5677,1.7,5343,1.5,6293,2.0,5198,1.6,6483,1.7
101,2,5,3,3,0,他の光熱,42,0.0,72,0.0,13,0.0,35,0.0,82,0.0
102,2,5,3,4,0,上下水道料,5070,1.5,3483,1.0,5107,1.6,5661,1.7,7866,2.0
103,2,4,4,0,0,家具・家事用品,14280,4.2,12847,3.7,18005,5.6,12030,3.6,14209,3.6
104,2,5,4,1,0,家庭用耐久財,6196,1.8,5425,1.6,10511,3.3,3330,1.0,4145,1.1
105,2,6,4,1,1,家事用耐久財,3238,1.0,3778,1.1,5377,1.7,1582,0.5,21,0.0
106,2,6,4,1,2,冷暖房用器具,2912,0.9,1629,0.5,5134,1.6,1626,0.5,4124,1.1
107,2,6,4,1,3,一般家具,47,0.0,18,0.0,-,-,122,0.0,-,-
108,2,5,4,2,0,室内装備・装飾品,392,0.1,281,0.1,334,0.1,522,0.2,443,0.1
109,2,5,4,3,0,寝具類,531,0.2,764,0.2,395,0.1,443,0.1,656,0.2
110,2,5,4,4,0,家事雑貨,2558,0.8,2380,0.7,2087,0.6,2783,0.8,4098,1.0
111,2,5,4,5,0,家事用消耗品,3981,1.2,3414,1.0,4284,1.3,3980,1.2,4744,1.2
112,2,5,4,6,0,家事サービス,622,0.2,583,0.2,394,0.1,972,0.3,123,0.0
113,2,4,5,0,0,被服及び履物,12854,3.8,14196,4.1,10432,3.2,13652,4.1,14430,3.7
114,2,5,5,1,0,和服,45,0.0,-,-,68,0.0,71,0.0,-,-
115,2,5,5,2,0,洋服,5355,1.6,7072,2.0,3538,1.1,5718,1.7,5087,1.3
116,2,6,5,2,1,男子用洋服,1792,0.5,2874,0.8,701,0.2,2284,0.7,220,0.1
117,2,6,5,2,2,婦人用洋服,3102,0.9,4198,1.2,2478,0.8,2617,0.8,3949,1.0
118,2,6,5,2,3,子供用洋服,462,0.1,-,-,360,0.1,816,0.2,918,0.2
119,2,5,5,3,0,シャツ・セーター類,3009,0.9,3614,1.0,3327,1.0,2293,0.7,2786,0.7
120,2,6,5,3,1,男子用シャツ・セーター類,900,0.3,491,0.1,1264,0.4,922,0.3,758,0.2
121,2,6,5,3,2,婦人用シャツ・セーター類,1880,0.6,3123,0.9,1917,0.6,911,0.3,1670,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,230,0.1,-,-,146,0.0,460,0.1,358,0.1
123,2,5,5,4,0,下着類,1256,0.4,836,0.2,770,0.2,2016,0.6,1319,0.3
124,2,6,5,4,1,男子用下着類,242,0.1,250,0.1,180,0.1,299,0.1,207,0.1
125,2,6,5,4,2,婦人用下着類,862,0.3,586,0.2,484,0.2,1397,0.4,980,0.3
126,2,6,5,4,3,子供用下着類,153,0.0,-,-,105,0.0,321,0.1,133,0.0
127,2,5,5,5,0,生地・糸類,99,0.0,136,0.0,59,0.0,115,0.0,55,0.0
128,2,5,5,6,0,他の被服,712,0.2,459,0.1,540,0.2,946,0.3,1264,0.3
129,2,5,5,7,0,履物類,1614,0.5,1208,0.3,1433,0.4,1738,0.5,3225,0.8
130,2,5,5,8,0,被服関連サービス,764,0.2,870,0.2,698,0.2,756,0.2,694,0.2
131,2,4,6,0,0,保健医療,15300,4.5,19092,5.5,15121,4.7,12670,3.8,14419,3.7
132,2,5,6,1,0,医薬品,2213,0.7,2329,0.7,2205,0.7,2280,0.7,1533,0.4
133,2,5,6,2,0,健康保持用摂取品,1009,0.3,1261,0.4,1367,0.4,669,0.2,187,0.0
134,2,5,6,3,0,保健医療用品・器具,2729,0.8,1931,0.6,2255,0.7,3179,0.9,5467,1.4
135,2,5,6,4,0,保健医療サービス,9349,2.8,13571,3.9,9295,2.9,6543,2.0,7233,1.9
136,2,4,7,0,0,交通・通信,39019,11.5,58711,16.8,27534,8.6,35773,10.7,30912,7.9
137,2,5,7,1,0,交通,8062,2.4,7467,2.1,7009,2.2,10261,3.1,4620,1.2
138,2,5,7,2,0,自動車等関係費,17987,5.3,41183,11.8,7937,2.5,11636,3.5,5565,1.4
139,2,6,7,2,1,自動車等購入,7092,2.1,26298,7.5,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,59,0.0,-,-,191,0.1,-,-,-,-
141,2,6,7,2,3,自動車等維持,10835,3.2,14885,4.3,7746,2.4,11636,3.5,5565,1.4
142,2,5,7,3,0,通信,12970,3.8,10061,2.9,12588,3.9,13877,4.1,20728,5.3
143,2,4,8,0,0,教育,25464,7.5,773,0.2,10001,3.1,53295,15.9,51120,13.1
144,2,5,8,1,0,授業料等,19291,5.7,773,0.2,5802,1.8,43612,13.0,30831,7.9
145,2,5,8,2,0,教科書・学習参考教材,116,0.0,-,-,-,-,323,0.1,66,0.0
146,2,5,8,3,0,補習教育,6057,1.8,-,-,4199,1.3,9361,2.8,20223,5.2
147,2,4,9,0,0,教養娯楽,39901,11.8,42987,12.3,42715,13.3,34602,10.3,41247,10.6
148,2,5,9,1,0,教養娯楽用耐久財,3076,0.9,1570,0.4,4131,1.3,1586,0.5,10747,2.8
149,2,5,9,2,0,教養娯楽用品,9657,2.9,14661,4.2,6654,2.1,9024,2.7,7084,1.8
150,2,5,9,3,0,書籍・他の印刷物,2743,0.8,2428,0.7,2857,0.9,2570,0.8,4167,1.1
151,2,5,9,4,0,教養娯楽サービス,24425,7.2,24328,7.0,29073,9.0,21422,6.4,19249,4.9
152,2,6,9,4,1,宿泊料,1731,0.5,647,0.2,2967,0.9,1405,0.4,1974,0.5
153,2,6,9,4,2,パック旅行費,6323,1.9,7289,2.1,12120,3.8,1690,0.5,-,-
154,2,6,9,4,3,月謝類,4554,1.3,1367,0.4,3169,1.0,7568,2.3,7955,2.0
155,2,6,9,4,4,他の教養娯楽サービス,11817,3.5,15024,4.3,10817,3.4,10758,3.2,9319,2.4
156,2,4,10,0,0,その他の消費支出,46362,13.7,51127,14.7,47043,14.6,41164,12.3,50034,12.8
157,2,5,10,1,0,諸雑費,27535,8.1,29619,8.5,26379,8.2,25310,7.6,34847,8.9
158,2,6,10,1,1,理美容サービス,3434,1.0,3228,0.9,4080,1.3,3250,1.0,2343,0.6
159,2,6,10,1,2,理美容用品,6981,2.1,4575,1.3,5096,1.6,6634,2.0,24698,6.3
160,2,6,10,1,3,身の回り用品,4243,1.3,9751,2.8,988,0.3,3488,1.0,1460,0.4
161,2,6,10,1,4,たばこ,1356,0.4,1547,0.4,1570,0.5,1299,0.4,61,0.0
162,2,6,10,1,5,他の諸雑費,11522,3.4,10518,3.0,14644,4.6,10638,3.2,6285,1.6
163,2,5,10,2,0,こづかい,4906,1.4,2538,0.7,5002,1.6,5332,1.6,10960,2.8
164,2,5,10,3,0,交際費,12760,3.8,15365,4.4,15276,4.8,10321,3.1,4227,1.1
165,2,6,10,3,0,食料,3636,1.1,4592,1.3,4114,1.3,2739,0.8,2327,0.6
166,2,6,10,3,0,家具・家事用品,212,0.1,435,0.1,242,0.1,57,0.0,-,-
167,2,6,10,3,0,被服及び履物,116,0.0,197,0.1,104,0.0,89,0.0,-,-
168,2,6,10,3,0,教養娯楽,1064,0.3,2686,0.8,103,0.0,898,0.3,-,-
169,2,6,10,3,0,他の物品サービス,265,0.1,325,0.1,431,0.1,126,0.0,-,-
170,2,6,10,3,6,贈与金,3258,1.0,4212,1.2,4619,1.4,1714,0.5,1247,0.3
171,2,6,10,3,7,他の交際費,4209,1.2,2918,0.8,5663,1.8,4698,1.4,653,0.2
172,2,5,10,4,0,仕送り金,1161,0.3,3605,1.0,386,0.1,201,0.1,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,27394,8.1,2845,0.8,11050,3.4,55169,16.5,56393,14.4
175,2,3,0,0,0,（再掲）教養娯楽関係費,46638,13.8,50422,14.5,46899,14.6,44247,13.2,42919,11.0
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4419,1.3,7817,2.2,5005,1.6,1915,0.6,1247,0.3
177,2,3,0,0,0,（再掲）経常消費支出,231893,68.5,214823,61.6,233962,72.8,229502,68.5,294353,75.4
178,2,3,0,0,0,（再掲）情報通信関係費,16569,4.9,14755,4.2,16888,5.3,15573,4.7,26123,6.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,297120,87.7,264692,75.9,282439,87.8,322221,96.2,359081,92.0
180,2,2,0,0,0,その他の実支出,237003,-,201495,-,254379,-,252811,-,220685,-
181,2,3,0,0,0,直接税,134528,-,107491,-,155460,-,137775,-,130009,-
182,2,4,0,0,0,勤労所得税,64595,-,47353,-,61079,-,76525,-,86379,-
183,2,4,0,0,0,個人住民税,41526,-,28389,-,65707,-,34887,-,18959,-
184,2,4,0,0,0,他の税,28407,-,31750,-,28675,-,26363,-,24671,-
185,2,3,0,0,0,社会保険料,102426,-,93828,-,98918,-,115032,-,90677,-
186,2,4,0,0,0,公的年金保険料,58925,-,53708,-,55720,-,67220,-,53302,-
187,2,4,0,0,0,健康保険料,32779,-,29207,-,33315,-,35846,-,29470,-
188,2,4,0,0,0,介護保険料,7154,-,7537,-,6319,-,7965,-,5577,-
189,2,4,0,0,0,他の社会保険料,3568,-,3376,-,3564,-,4002,-,2328,-
190,2,3,0,0,0,その他,49,-,176,-,0,-,3,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),973362,-,817056,-,992539,-,1069444,-,1016684,-
192,2,2,0,0,0,預貯金,774919,-,694986,-,784265,-,821826,-,808928,-
193,2,2,0,0,0,保険料,22203,-,17064,-,26650,-,24203,-,13253,-
194,2,3,0,0,0,個人・企業年金保険料,6796,-,3131,-,6801,-,10641,-,2503,-
195,2,3,0,0,0,他の保険料,15407,-,13933,-,19848,-,13562,-,10750,-
196,2,2,0,0,0,有価証券購入,3395,-,1416,-,1210,-,7707,-,-,-
197,2,2,0,0,0,土地家屋借金返済,48380,-,20915,-,48880,-,70086,-,46125,-
198,2,2,0,0,0,他の借金返済,1219,-,402,-,654,-,2651,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,122080,-,80437,-,130741,-,141151,-,148338,-
200,2,2,0,0,0,実支出以外の支払のその他,1164,-,1835,-,140,-,1821,-,39,-
201,2,1,0,0,0,繰越金,264463,-,190742,-,356130,-,265239,-,147212,-
202,3,0,0,0,0,可処分所得,747462,-,635088,-,743344,-,833579,-,775401,-
203,3,0,0,0,0,黒字,408714,-,286151,-,421754,-,498778,-,384980,-
204,3,1,0,0,0,金融資産純増,396773,-,353427,-,385284,-,437969,-,412242,-
205,3,3,0,0,0,貯蓄純増,395546,-,352011,-,384073,-,436602,-,412242,-
206,3,4,0,0,0,預貯金純増,388334,-,358073,-,384061,-,413710,-,398989,-
207,3,4,0,0,0,保険純増,7212,-,-6063,-,12,-,22892,-,13253,-
208,3,3,0,0,0,有価証券純購入,1227,-,1416,-,1210,-,1367,-,-,-
209,3,1,0,0,0,土地家屋借金純減,48380,-,20915,-,48880,-,70086,-,46125,-
210,3,1,0,0,0,他の借金純減,676,-,174,-,-892,-,2651,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-14779,-,-50696,-,-10480,-,10903,-,-20502,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,547,-,346,-,124,-,1204,-,39,-
214,3,1,0,0,0,繰越純増,-22883,-,-38015,-,-1163,-,-24034,-,-52925,-
