1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,"Jissu","nen","実数_平成27年",373,3.31,1.64,48.5,574733,567024,542219,481340,468465,404193,3795,73352,56596,54745,4283,3756,1439,1646,670,21049,7709,459901,478111,363280,354241,86581,6584,5755,7806,4151,9667,2970,3520,6479,10153,4723,3539,21235,28009,21430,6579,22241,10019,6908,190,5124,11957,3841,882,981,2691,2779,784,18319,310,8295,3196,1253,135,1357,2575,1199,13403,2209,872,2502,7821,42397,10986,16261,15149,30224,23012,426,6786,40164,2246,7374,4172,26373,60946,25747,12952,19290,2959,9039,114831,77.0,24.4,52.2,29.6,17.4,12.1
13,"Jissu","nen","実数_平成28年",365,3.38,1.68,48.3,605530,599434,572681,493003,470549,412007,3698,77298,71517,69125,8162,5040,3063,1502,474,21713,6096,483888,480773,359130,356829,88441,6661,5605,7929,4428,9424,2955,3563,6519,11059,5124,3198,21977,26752,21147,5606,19634,8796,5560,165,5114,12297,3801,880,1113,2608,3117,778,18337,86,8287,3325,1390,133,1239,2510,1367,13802,2149,1064,2974,7614,39450,11588,12214,15648,34188,25692,332,8165,41175,2412,8414,3865,26484,62752,26671,13420,18407,4254,2301,121642,73.7,24.8,53.0,29.9,17.0,12.9
14,"Jissu","nen","実数_平成29年",350,3.33,1.67,49.6,580063,573254,546946,479004,450690,408402,4190,66412,62406,60206,5536,3879,1969,1307,604,22429,6810,467754,482914,370605,364470,88082,6765,5297,8083,4145,9155,2714,3633,6575,11339,4982,3570,21825,27837,19421,8416,20449,9145,5855,176,5273,12250,4121,657,827,2738,3141,767,17369,123,7872,3198,1244,172,1240,2320,1200,13933,2312,1373,2842,7406,47120,11927,19580,15613,32903,24872,415,7617,42284,3356,8218,3776,26935,62242,25215,13461,19599,3968,6135,112309,77.9,24.2,54.0,28.7,16.8,11.9
15,"Jissu","nen","実数_平成30年",359,3.27,1.71,49.8,632404,626646,592054,503688,481432,409714,5573,88400,77226,76899,11141,7671,4151,2646,874,26921,5757,503418,483473,354487,353941,88365,6836,5127,7988,4071,9265,2740,3606,6805,11571,5241,3085,22031,26641,20097,6545,20830,9631,5756,209,5235,11294,3221,628,973,2591,3033,849,16722,97,7603,2993,1266,114,1169,2405,1074,14161,2110,1070,2823,8158,43335,12330,15275,15730,34420,26504,304,7612,39168,2450,7601,3559,25557,59006,25071,12399,18993,2543,546,128986,70.3,25.0,52.7,30.1,17.9,12.2
16,"Jissu","nen","実数_平成31年・令和元年",360,3.30,1.70,50.5,673468,662685,624865,523034,497805,420967,5651,96417,88364,86739,13466,7518,3398,2593,1527,30302,10783,539517,501987,368036,360606,90551,6925,5193,7951,4109,8941,2839,3575,7073,11918,5309,3618,23100,26402,18308,8094,21172,9749,6074,237,5111,12628,3625,955,1197,2872,3170,810,16768,162,7728,2980,1168,168,1184,2243,1136,15418,2337,937,2780,9364,46350,13316,18341,14694,32489,24202,385,7903,40890,3301,8383,3651,25556,57937,26231,10653,17012,4041,7430,133951,66.8,25.1,53.3,29.2,18.2,11.0
17,"Jissu","nen","実数_令和 2年",365,3.30,1.71,49.4,701538,675758,639589,523450,499359,421611,6025,95814,101297,96503,14843,6722,3346,1910,1467,29447,25780,561620,505201,365283,343451,93467,7385,5954,9625,4750,10478,3012,4410,7524,12695,5670,4470,17495,29225,22131,7094,20717,9458,5687,177,5394,14511,4921,810,1016,3143,3923,697,13219,171,5535,2338,1037,164,933,1822,1220,16441,2536,1183,3909,8814,39244,8252,16199,14793,28602,21277,410,6915,34598,4025,8333,3618,18621,53428,27245,9456,13725,3003,21831,139918,61.2,27.2,48.3,29.0,17.5,11.5
18,"Jissu","nen","実数_令和 3年",365,3.27,1.76,49.5,730386,711310,673304,549604,524416,442767,4565,102272,111873,107887,11827,6894,3680,1622,1592,31112,19076,583422,537588,390625,357123,94234,6977,5956,9289,4489,9623,3066,4203,8162,14605,5912,4914,17039,29001,19647,9354,19528,8724,5305,164,5336,14807,5034,1183,1226,3222,3587,556,13032,118,5608,2370,1160,122,950,1905,798,16713,2556,988,3574,9596,43119,8175,20796,14148,29384,21160,451,7773,36710,4378,8773,3317,20242,60594,32743,8093,14452,5307,33501,146964,61.2,26.4,50.4,26.9,16.0,10.9
19,"Jissu","nen","実数_令和 4年",340,3.27,1.74,49.7,684038,669443,634811,523887,496403,421077,4075,98735,98590,95099,12334,7580,3529,2728,1323,27052,14595,550979,489039,355980,350149,91862,6795,5333,8873,4419,9171,2908,4012,7957,13586,5733,3634,19441,27718,21655,6063,23000,11337,6275,256,5132,13886,4176,1036,1181,3133,3748,612,14547,218,6336,2665,1052,138,1006,2105,1028,15983,2523,897,3688,8875,38624,10054,15621,12949,28810,19567,341,8902,38624,3209,9198,3037,23179,57096,32195,7437,15021,2444,5831,133059,63.6,26.2,49.9,28.1,17.8,10.2
20,"Jissu","nen","実数_令和 5年",331,3.27,1.77,50.3,720584,704799,660830,540835,513660,445111,4251,91473,106199,100166,13796,11030,3878,5430,1723,32939,15785,576153,516519,372088,363224,100628,7277,5652,9447,4958,9777,3218,4327,8687,14700,6155,4141,22289,28035,18127,9908,22587,11124,6257,172,5035,14323,5305,654,1101,2826,3755,681,13281,47,5794,2550,1113,82,937,1986,772,15279,2406,897,3237,8739,40825,12062,15741,13023,32066,24187,389,7489,43328,4266,9536,3061,26466,52872,27699,6128,15445,3600,8865,144431,63.0,27.7,50.1,28.0,16.8,11.2
21,"Jissu","tuki","実数_令和 5年 1月",321,3.18,1.80,50.9,588129,572564,556717,435948,419872,422301,3543,10104,110393,105992,10376,7590,5479,955,1156,8257,15565,478161,484745,374777,374777,97737,7208,5335,9370,4452,9180,3158,4226,8264,14066,5913,3366,23199,36131,20761,15371,30682,13616,10400,629,6037,11419,2944,517,1000,3275,3355,328,12987,100,6634,2178,875,77,1333,1475,316,14406,2538,943,3575,7350,37494,10219,13393,13882,22961,13877,240,8844,49387,5631,8243,3098,32414,61571,27302,8474,21326,4470,-,109969,78.4,26.1,48.0,26.7,18.1,8.5
22,"Jissu","tuki","実数_令和 5年 2月",325,3.24,1.79,50.8,642938,629874,564687,443064,425231,434070,2632,6362,112706,106088,8917,5276,2437,1339,1500,59911,13064,527099,432998,317159,317159,89750,6766,4840,8625,4381,8676,2915,4126,8768,13833,5411,2879,18529,27086,19488,7598,31529,15685,10226,412,5206,7756,1647,132,326,2267,3189,195,9234,247,4165,1147,1039,49,861,1366,359,16818,2763,847,4506,8702,30444,7641,11537,11266,26556,19444,665,6447,33107,1869,7693,2722,20823,44879,26635,7138,10581,526,-,115839,60.2,28.3,46.3,32.1,20.2,11.9
23,"Jissu","tuki","実数_令和 5年 3月",332,3.27,1.78,51.1,593190,572176,558861,449219,430622,426944,8118,14157,100398,96729,9244,4543,2327,459,1757,8773,21013,481909,491079,379798,379798,97134,7696,5481,8908,4786,9266,3108,4130,9076,14768,5943,3317,20654,26402,19998,6404,32819,16053,10642,177,5947,13242,5867,317,603,2448,3613,395,15263,7,7043,2766,894,89,1094,2419,950,15570,3080,979,2859,8652,46487,12448,20541,13498,30210,21821,1628,6761,50223,9081,9749,2887,28506,52446,27884,7008,14971,2583,-,111281,78.8,25.6,50.6,28.9,19.0,9.9
24,"Jissu","tuki","実数_令和 5年 4月",331,3.24,1.80,51.1,628462,621883,557407,443906,423024,430046,6333,7526,100064,95079,13437,8755,5452,1634,1669,55721,6580,514947,510767,397252,397252,97313,7330,5544,9439,4937,9905,3064,4290,8572,14001,6163,3690,20378,27852,19654,8198,26521,12809,8918,43,4750,13391,5639,582,434,2325,3781,631,14616,-,5862,3203,1154,86,901,2299,1110,17825,2700,1652,3521,9951,37552,14182,12458,10912,65563,59720,859,4983,38573,3274,10763,3232,21304,58048,28390,6560,11490,11607,-,113515,77.1,24.5,53.7,36.2,17.3,18.9
25,"Jissu","tuki","実数_令和 5年 5月",344,3.23,1.75,50.9,614895,563081,547298,443948,422938,421912,3127,18909,90529,85553,12821,8060,4376,1854,1830,7723,51814,483763,484193,353060,353060,100633,7343,5462,9597,5132,10165,2984,4574,9119,14275,6384,3870,21725,30333,19916,10417,23601,10526,7465,47,5563,14906,6004,559,773,2499,3892,1180,12950,31,5083,2751,1452,126,838,1628,1042,13107,2354,940,2996,6817,38831,11695,13361,13775,30495,26058,212,4224,43994,4341,10900,2954,25800,44210,23546,4620,14177,1866,-,131133,73.0,28.5,48.3,30.3,18.0,12.3
26,"Jissu","tuki","実数_令和 5年 6月",334,3.26,1.75,50.9,984465,966273,887273,732381,703822,428670,2477,301234,139401,135165,15490,8943,3749,2242,2951,70057,18192,747462,575751,338748,338748,96087,7273,5315,9108,4688,10008,3128,4095,8133,13422,6454,4371,20092,30116,17749,12367,19364,8576,5677,42,5070,14280,6196,392,531,2558,3981,622,12854,45,5355,3009,1256,99,712,1614,764,15300,2213,1009,2729,9349,39019,8062,17987,12970,25464,19291,116,6057,39901,3076,9657,2743,24425,46362,27535,4906,12760,1161,-,237003,45.3,28.4,48.1,27.2,16.5,10.7
27,"Jissu","tuki","実数_令和 5年 7月",340,3.27,1.77,49.3,779580,775251,755983,640363,602006,444225,2303,193835,104149,97405,11472,11183,6329,2233,2621,8084,4329,615551,510679,346650,346650,102807,7181,5173,9036,5006,9864,3439,4150,8931,14607,7099,4531,23789,26416,19270,7146,16150,7421,4125,45,4559,11615,2098,289,743,2963,3963,1560,14823,81,5694,3309,1573,71,843,2557,695,15165,2356,921,3596,8292,44425,13200,19587,11639,24225,19130,194,4901,40052,2877,9176,2744,25255,50971,28661,4852,15402,2056,-,164028,56.3,29.7,50.3,26.7,15.6,11.1
28,"Jissu","tuki","実数_令和 5年 8月",328,3.30,1.74,49.4,618509,612549,548840,459722,437908,450998,1421,7303,76027,72985,13091,10712,3679,5269,1765,52997,5960,503107,517087,401685,364297,103141,6810,5135,9037,4978,9323,3448,3878,8779,14539,6755,4462,25996,34132,19421,14711,16670,8639,3157,37,4837,17572,8333,1066,1318,2586,3570,699,8974,16,2758,2061,746,59,597,1779,958,15558,2150,683,3063,9662,45871,16387,14798,14686,12184,6373,68,5744,49076,6597,9121,2857,30501,61120,30807,4958,22750,2605,37387,115402,72.4,28.3,46.8,23.1,16.3,6.9
29,"Jissu","tuki","実数_令和 5年 9月",325,3.33,1.74,49.8,592539,583636,563737,471350,450874,457214,6675,7462,81431,74639,10955,13355,4190,7366,1800,6544,8903,475748,462437,345646,345646,101252,6952,5674,9564,5317,10473,3892,4279,7940,13645,6013,4960,22542,20811,13942,6869,17969,11054,2753,52,4110,17657,8237,406,1607,3327,3674,406,8627,8,3793,1510,917,34,475,1549,342,12662,2250,699,2376,7337,39168,12760,13587,12821,34219,24073,248,9898,38295,3453,7333,3207,24302,54986,28214,5224,16005,5544,-,116791,72.7,29.3,50.1,26.9,15.7,11.2
30,"Jissu","tuki","実数_令和 5年10月",336,3.31,1.76,50.0,681263,672449,594486,485388,464918,474570,6334,4484,97341,90759,11756,17958,3123,13373,1461,60005,8814,545007,575484,439228,412250,104015,7093,5866,10140,5520,10733,3400,4588,8219,15504,6210,4626,22115,37757,17454,20302,18995,11195,3110,28,4662,13346,3133,423,2205,2678,3959,949,14897,11,6688,2921,1042,72,746,2468,949,20688,2174,712,3157,14645,56409,17865,23477,15067,50317,39307,163,10846,44949,4941,8874,3369,27765,50876,27306,5363,12807,5400,26978,136256,75.6,25.2,53.3,30.1,17.1,13.0
31,"Jissu","tuki","実数_令和 5年11月",332,3.32,1.80,49.8,627176,619449,590771,489790,463579,474581,2614,12594,83655,75174,17326,17680,3674,12368,1637,10998,7727,494455,508216,375495,333485,100712,7191,5837,9589,5110,9521,2782,4514,8131,15251,5822,4442,22523,20033,16483,3550,18455,9530,3970,200,4755,18506,6384,1986,2805,3093,3744,495,18631,20,9371,3547,1093,155,1317,2236,892,12235,2027,640,2529,7039,36688,9011,14773,12905,17405,7920,109,9375,43257,2359,10345,3403,27150,47563,26858,5701,14027,976,42010,132721,67.4,30.2,51.4,22.2,15.2,7.0
32,"Jissu","tuki","実数_令和 5年12月",324,3.30,1.81,49.9,1295862,1268407,1203905,994938,919127,475797,5433,513708,178297,166422,30670,18309,1715,16063,530,46193,27455,1046632,644793,395563,395563,116951,8484,8164,10953,5189,10204,3292,5072,10307,18486,5695,5175,25929,19353,13390,5963,18291,8384,4637,347,4924,18185,7183,1180,870,3896,4342,714,15517,-,7080,2196,1314,67,1524,2444,891,14009,2264,743,3934,7068,37515,11277,13388,12850,45192,33234,169,11789,49119,3687,12575,3514,29343,61430,29253,8726,19041,4411,-,249230,37.8,29.6,53.2,25.2,13.0,12.2
33,"meimoku","nen","対前年（同月）名目増加率_平成24年",-,-,-,-,1.8,1.5,1.7,0.6,1.3,-0.1,-0.6,5.7,14.5,14.1,-11.7,16.9,30.4,11.6,6.0,-4.5,25.0,1.3,2.0,1.4,3.2,0.8,-2.2,-1.0,-2.5,1.8,-0.6,-1.3,-1.8,-3.9,4.0,-0.3,7.2,3.8,8.2,-4.2,76.7,8.3,10.1,12.1,11.5,0.7,5.6,0.8,89.7,5.3,5.9,-1.3,-29.5,8.4,-14.2,6.8,15.7,1.7,-23.4,4.5,12.3,13.5,5.4,5.0,10.8,8.1,4.0,8.2,16.0,9.9,0.6,-4.6,-3.5,6.0,-8.2,-0.1,-20.9,2.8,-9.5,4.0,2.6,3.2,9.2,-3.9,5.6,-31.4,4.1,,,,,,
34,"meimoku","nen","対前年（同月）名目増加率_平成25年",-,-,-,-,0.6,0.9,1.9,0.9,1.7,0.2,16.7,4.4,10.8,9.2,0.2,-31.8,-9.0,-69.5,16.3,-18.4,-16.8,0.4,5.8,7.3,4.5,3.8,3.9,-0.5,7.8,0.9,1.0,-2.9,2.9,10.1,0.3,10.0,-2.7,6.0,15.9,18.6,7.7,1.9,9.6,-3.9,-11.3,-3.5,5.6,15.5,-48.4,53.4,1.1,9.5,20.2,3.9,-13.0,6.1,-0.8,9.7,17.0,3.8,7.4,-6.2,0.6,2.8,-4.3,2.2,0.1,10.2,1.0,21.4,4.2,-1.6,0.0,-1.6,-6.7,1.4,-4.2,4.1,2.5,1.1,2.6,5.3,-13.7,4.6,70.8,86.0,1.1,,,,,,
35,"meimoku","nen","対前年（同月）名目増加率_平成26年",-,-,-,-,1.2,1.0,0.7,2.4,0.9,1.6,-0.1,7.3,-9.3,-8.4,-28.0,65.6,-18.9,347.3,18.2,-2.3,18.6,0.2,-4.7,-7.6,-2.9,0.8,-3.3,6.1,9.0,5.1,4.5,9.9,3.5,1.4,4.7,-6.1,2.3,-6.2,-11.1,-13.0,-5.0,0.2,0.0,2.2,3.9,-2.3,9.2,19.7,18.1,-10.0,4.0,3.9,17.2,2.3,90.7,-0.9,3.0,0.3,-7.3,4.1,4.9,2.9,-8.1,0.7,-16.9,-4.8,-10.5,-3.1,-5.9,-1.9,-2.7,-8.3,-12.8,-12.9,6.9,2.3,0.0,3.6,-7.6,3.8,-7.7,-1.2,-11.3,-7.8,-34.8,-83.5,5.4,,,,,,
36,"meimoku","nen","対前年（同月）名目増加率_平成27年",-,-,-,-,-1.9,-1.6,-2.1,-2.6,-0.3,-2.6,4.5,-3.0,4.3,3.2,-21.7,-19.3,25.9,-34.8,-32.2,20.0,-19.0,-1.3,0.3,1.8,0.3,3.2,-1.5,2.1,0.7,5.2,5.2,9.7,1.9,2.1,1.5,-1.3,1.9,6.8,-4.8,-3.2,-9.9,-2.9,-6.1,0.5,-35.6,1.1,-8.1,-15.1,3.8,-5.8,-6.1,-4.6,-3.1,-1.7,-16.2,7.8,-7.3,-7.5,-11.8,-7.0,-6.6,-13.9,1.9,1.5,11.2,-8.4,4.8,-8.5,-3.3,-21.2,5.8,20.0,27.2,16.7,0.7,-2.9,-20.1,-7.7,3.3,-0.5,2.6,0.6,-0.1,6.8,6.2,139.8,-4.1,,,,,,
37,"meimoku","nen","対前年（同月）名目増加率_平成28年",-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1.0,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4.0,10.9,-1.5,-8.7,-2.5,14.0,3.0,-2.7,22.0,18.9,-2.6,-7.0,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3.0,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
