1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
102,2,5,3,4,0,上下水道料,4750,1.2,3431,1.0,4986,1.3,4523,1.2,8673,1.3
103,2,4,4,0,0,家具・家事用品,13391,3.4,22327,6.7,11013,2.8,9829,2.5,7890,1.2
104,2,5,4,1,0,家庭用耐久財,5639,1.4,15695,4.7,2753,0.7,1308,0.3,1382,0.2
105,2,6,4,1,1,家事用耐久財,3273,0.8,10133,3.0,540,0.1,839,0.2,1344,0.2
106,2,6,4,1,2,冷暖房用器具,1952,0.5,4996,1.5,1424,0.4,469,0.1,-,-
107,2,6,4,1,3,一般家具,413,0.1,566,0.2,789,0.2,-,-,38,0.0
108,2,5,4,2,0,室内装備・装飾品,582,0.1,758,0.2,507,0.1,651,0.2,79,0.0
109,2,5,4,3,0,寝具類,434,0.1,222,0.1,597,0.2,551,0.1,50,0.0
110,2,5,4,4,0,家事雑貨,2325,0.6,1796,0.5,2294,0.6,3056,0.8,1437,0.2
111,2,5,4,5,0,家事用消耗品,3781,1.0,3695,1.1,3943,1.0,3422,0.9,4718,0.7
112,2,5,4,6,0,家事サービス,631,0.2,162,0.0,919,0.2,842,0.2,224,0.0
113,2,4,5,0,0,被服及び履物,14616,3.7,9342,2.8,14638,3.8,17655,4.6,19630,3.0
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5862,1.5,3325,1.0,6248,1.6,6467,1.7,9945,1.5
116,2,6,5,2,1,男子用洋服,2467,0.6,1873,0.6,3260,0.8,2407,0.6,1543,0.2
117,2,6,5,2,2,婦人用洋服,2691,0.7,1451,0.4,2412,0.6,3081,0.8,6082,0.9
118,2,6,5,2,3,子供用洋服,704,0.2,-,-,576,0.1,979,0.3,2321,0.4
119,2,5,5,3,0,シャツ・セーター類,3203,0.8,2548,0.8,3370,0.9,3503,0.9,3496,0.5
120,2,6,5,3,1,男子用シャツ・セーター類,1098,0.3,1412,0.4,975,0.3,1211,0.3,200,0.0
121,2,6,5,3,2,婦人用シャツ・セーター類,1878,0.5,1136,0.3,2286,0.6,1744,0.5,3085,0.5
122,2,6,5,3,3,子供用シャツ・セーター類,227,0.1,-,-,109,0.0,548,0.1,211,0.0
123,2,5,5,4,0,下着類,1154,0.3,659,0.2,1300,0.3,1431,0.4,1121,0.2
124,2,6,5,4,1,男子用下着類,191,0.0,180,0.1,274,0.1,147,0.0,76,0.0
125,2,6,5,4,2,婦人用下着類,732,0.2,480,0.1,840,0.2,927,0.2,399,0.1
126,2,6,5,4,3,子供用下着類,231,0.1,-,-,186,0.0,357,0.1,646,0.1
127,2,5,5,5,0,生地・糸類,86,0.0,55,0.0,80,0.0,105,0.0,134,0.0
128,2,5,5,6,0,他の被服,901,0.2,479,0.1,880,0.2,1079,0.3,1616,0.2
129,2,5,5,7,0,履物類,2299,0.6,1180,0.4,1658,0.4,3760,1.0,2841,0.4
130,2,5,5,8,0,被服関連サービス,1110,0.3,1096,0.3,1101,0.3,1310,0.3,476,0.1
131,2,4,6,0,0,保健医療,17825,4.5,16712,5.0,18109,4.7,18053,4.7,19318,2.9
132,2,5,6,1,0,医薬品,2700,0.7,3680,1.1,3283,0.8,1543,0.4,1705,0.3
133,2,5,6,2,0,健康保持用摂取品,1652,0.4,1726,0.5,3172,0.8,400,0.1,268,0.0
134,2,5,6,3,0,保健医療用品・器具,3521,0.9,2136,0.6,2219,0.6,5568,1.4,5232,0.8
135,2,5,6,4,0,保健医療サービス,9951,2.5,9170,2.7,9435,2.4,10542,2.7,12113,1.8
136,2,4,7,0,0,交通・通信,37552,9.5,30454,9.1,44733,11.6,34206,8.8,44342,6.7
137,2,5,7,1,0,交通,14182,3.6,11237,3.4,14483,3.7,14594,3.8,20498,3.1
138,2,5,7,2,0,自動車等関係費,12458,3.1,10131,3.0,18919,4.9,8601,2.2,9324,1.4
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,628,0.2,638,0.2,631,0.2,474,0.1,1137,0.2
141,2,6,7,2,3,自動車等維持,11830,3.0,9493,2.8,18288,4.7,8127,2.1,8186,1.2
142,2,5,7,3,0,通信,10912,2.7,9086,2.7,11331,2.9,11012,2.8,14520,2.2
143,2,4,8,0,0,教育,65563,16.5,1270,0.4,42897,11.1,81911,21.1,285437,43.2
144,2,5,8,1,0,授業料等,59720,15.0,779,0.2,37220,9.6,73131,18.9,273293,41.3
145,2,5,8,2,0,教科書・学習参考教材,859,0.2,492,0.1,599,0.2,1262,0.3,1490,0.2
146,2,5,8,3,0,補習教育,4983,1.3,-,-,5078,1.3,7518,1.9,10653,1.6
147,2,4,9,0,0,教養娯楽,38573,9.7,33736,10.1,40596,10.5,41870,10.8,33937,5.1
148,2,5,9,1,0,教養娯楽用耐久財,3274,0.8,2075,0.6,3761,1.0,4295,1.1,1455,0.2
149,2,5,9,2,0,教養娯楽用品,10763,2.7,10847,3.3,10913,2.8,10572,2.7,10636,1.6
150,2,5,9,3,0,書籍・他の印刷物,3232,0.8,3458,1.0,2938,0.8,2921,0.8,4745,0.7
151,2,5,9,4,0,教養娯楽サービス,21304,5.4,17357,5.2,22984,5.9,24082,6.2,17102,2.6
152,2,6,9,4,1,宿泊料,2431,0.6,1585,0.5,2600,0.7,3654,0.9,-,-
153,2,6,9,4,2,パック旅行費,1308,0.3,597,0.2,3090,0.8,337,0.1,317,0.0
154,2,6,9,4,3,月謝類,4557,1.1,1272,0.4,5006,1.3,6826,1.8,4733,0.7
155,2,6,9,4,4,他の教養娯楽サービス,13008,3.3,13903,4.2,12288,3.2,13265,3.4,12051,1.8
156,2,4,10,0,0,その他の消費支出,58048,14.6,55140,16.5,77130,19.9,39562,10.2,62096,9.4
157,2,5,10,1,0,諸雑費,28390,7.1,32992,9.9,26256,6.8,26079,6.7,30631,4.6
158,2,6,10,1,1,理美容サービス,4579,1.2,5447,1.6,4387,1.1,3834,1.0,5326,0.8
159,2,6,10,1,2,理美容用品,5688,1.4,5300,1.6,6645,1.7,5259,1.4,4839,0.7
160,2,6,10,1,3,身の回り用品,2738,0.7,4333,1.3,1594,0.4,2439,0.6,3223,0.5
161,2,6,10,1,4,たばこ,873,0.2,1027,0.3,768,0.2,792,0.2,1083,0.2
162,2,6,10,1,5,他の諸雑費,14513,3.7,16885,5.1,12862,3.3,13756,3.6,16160,2.4
163,2,5,10,2,0,こづかい,6560,1.7,3733,1.1,5572,1.4,4876,1.3,24766,3.7
164,2,5,10,3,0,交際費,11490,2.9,14679,4.4,13086,3.4,8476,2.2,6699,1.0
165,2,6,10,3,0,食料,3250,0.8,5828,1.7,2075,0.5,2113,0.5,3863,0.6
166,2,6,10,3,0,家具・家事用品,141,0.0,89,0.0,349,0.1,6,0.0,-,-
167,2,6,10,3,0,被服及び履物,82,0.0,100,0.0,149,0.0,20,0.0,-,-
168,2,6,10,3,0,教養娯楽,927,0.2,1188,0.4,1602,0.4,141,0.0,440,0.1
169,2,6,10,3,0,他の物品サービス,313,0.1,815,0.2,124,0.0,110,0.0,214,0.0
170,2,6,10,3,6,贈与金,1923,0.5,2522,0.8,1179,0.3,2298,0.6,1535,0.2
171,2,6,10,3,7,他の交際費,4855,1.2,4136,1.2,7608,2.0,3788,1.0,646,0.1
172,2,5,10,4,0,仕送り金,11607,2.9,3736,1.1,32216,8.3,130,0.0,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,71821,18.1,4449,1.3,48714,12.6,88358,22.8,301964,45.7
175,2,3,0,0,0,（再掲）教養娯楽関係費,45178,11.4,43560,13.1,46592,12.0,47440,12.2,36762,5.6
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13530,3.4,6258,1.9,33395,8.6,2428,0.6,1535,0.2
177,2,3,0,0,0,（再掲）経常消費支出,258973,65.2,246102,73.7,262126,67.7,246013,63.5,332398,50.3
178,2,3,0,0,0,（再掲）情報通信関係費,15536,3.9,15074,4.5,16089,4.2,14154,3.7,19813,3.0
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,355870,89.6,271951,81.5,339843,87.8,366506,94.6,630833,95.4
180,2,2,0,0,0,その他の実支出,113515,-,119052,-,103012,-,112634,-,138817,-
181,2,3,0,0,0,直接税,49050,-,43228,-,45906,-,46900,-,85947,-
182,2,4,0,0,0,勤労所得税,23585,-,18103,-,19004,-,22923,-,59470,-
183,2,4,0,0,0,個人住民税,22495,-,21892,-,22006,-,22527,-,26008,-
184,2,4,0,0,0,他の税,2971,-,3233,-,4895,-,1451,-,470,-
185,2,3,0,0,0,社会保険料,60653,-,62319,-,57106,-,65108,-,52870,-
186,2,4,0,0,0,公的年金保険料,36763,-,36474,-,34350,-,40970,-,31568,-
187,2,4,0,0,0,健康保険料,17684,-,19206,-,15931,-,18463,-,16797,-
188,2,4,0,0,0,介護保険料,4115,-,4398,-,4976,-,3344,-,2821,-
189,2,4,0,0,0,他の社会保険料,2091,-,2242,-,1849,-,2330,-,1684,-
190,2,3,0,0,0,その他,3812,-,13504,-,-,-,626,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),690246,-,612113,-,676952,-,733201,-,822354,-
192,2,2,0,0,0,預貯金,495438,-,481177,-,476108,-,498590,-,598849,-
193,2,2,0,0,0,保険料,20898,-,20912,-,18776,-,18359,-,37759,-
194,2,3,0,0,0,個人・企業年金保険料,4726,-,3635,-,3933,-,4955,-,10145,-
195,2,3,0,0,0,他の保険料,16171,-,17277,-,14843,-,13404,-,27614,-
196,2,2,0,0,0,有価証券購入,4523,-,2708,-,2412,-,8446,-,3831,-
197,2,2,0,0,0,土地家屋借金返済,46956,-,17440,-,56443,-,64660,-,37873,-
198,2,2,0,0,0,他の借金返済,968,-,628,-,434,-,2082,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,119558,-,88497,-,118581,-,140030,-,144020,-
200,2,2,0,0,0,実支出以外の支払のその他,1906,-,751,-,4198,-,1033,-,23,-
201,2,1,0,0,0,繰越金,259105,-,248083,-,310230,-,244309,-,155879,-
202,3,0,0,0,0,可処分所得,514947,-,460111,-,506274,-,542563,-,614265,-
203,3,0,0,0,0,黒字,117696,-,126364,-,119009,-,155102,-,-46743,-
204,3,1,0,0,0,金融資産純増,96513,-,167178,-,98381,-,81747,-,-71254,-
205,3,3,0,0,0,貯蓄純増,91990,-,164469,-,95969,-,73301,-,-75084,-
206,3,4,0,0,0,預貯金純増,81548,-,160945,-,87598,-,58694,-,-99243,-
207,3,4,0,0,0,保険純増,10442,-,3524,-,8371,-,14607,-,24159,-
208,3,3,0,0,0,有価証券純購入,4523,-,2708,-,2412,-,8446,-,3831,-
209,3,1,0,0,0,土地家屋借金純減,46956,-,17440,-,56443,-,64660,-,37873,-
210,3,1,0,0,0,他の借金純減,283,-,398,-,-1036,-,1635,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-7079,-,-29496,-,-15855,-,16624,-,8621,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1335,-,-805,-,4198,-,545,-,23,-
214,3,1,0,0,0,繰越純増,-20312,-,-28350,-,-23122,-,-10109,-,-22006,-
