1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",396,0.1,47.2,91,0.1,82,0.0,132,0.1,298,0.1,388,0.1,553,0.1,1218,0.2
28,"1","1","バス通学定期代",102,0.0,920.0,-,-,-,-,-,-,58,0.0,-,-,-,-,647,0.1
29,"1","1","バス通勤定期代",12,0.0,-89.7,-,-,-,-,-,-,8,0.0,-,-,-,-,77,0.0
30,"1","1","タクシー代",653,0.2,-28.9,206,0.2,186,0.1,756,0.3,675,0.3,259,0.1,1286,0.3,1201,0.2
31,"1","1","航空運賃",1902,0.6,26.6,-,-,-,-,-,-,-,-,456,0.1,2064,0.5,10692,1.5
32,"1","1","郵便料",123,0.0,-13.4,92,0.1,31,0.0,167,0.1,89,0.0,188,0.1,210,0.1,84,0.0
33,"1","1","固定電話通信料",1192,0.4,-9.4,863,0.8,911,0.5,1603,0.7,1130,0.4,1142,0.4,1256,0.3,1437,0.2
34,"1","1","携帯電話通信料",8920,2.8,2.5,3167,2.9,7225,4.2,8514,3.9,8923,3.4,9274,2.9,13034,3.1,12238,1.7
35,"1","1","ＮＨＫ放送受信料",1050,0.3,45.6,587,0.5,959,0.6,1081,0.5,1105,0.4,1341,0.4,953,0.2,1317,0.2
36,"1","1","ケーブルテレビ放送受信料",1192,0.4,-2.5,524,0.5,1068,0.6,891,0.4,1294,0.5,1099,0.3,1634,0.4,1820,0.2
37,"1","1","他の放送受信料",90,0.0,-29.1,112,0.1,44,0.0,4,0.0,119,0.0,116,0.0,96,0.0,143,0.0
38,"1","1","国公立小学校",412,0.1,69.5,65,0.1,-,-,159,0.1,267,0.1,907,0.3,1085,0.3,405,0.1
39,"1","1","国公立中学校",403,0.1,0.5,-,-,-,-,593,0.3,-,-,281,0.1,1486,0.4,470,0.1
40,"1","1","国公立高校",588,0.2,11.4,-,-,146,0.1,-,-,436,0.2,167,0.1,2862,0.7,514,0.1
41,"1","1","国公立大学",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",1265,0.4,27.4,658,0.6,978,0.6,854,0.4,2129,0.8,2091,0.6,1152,0.3,989,0.1
43,"2","0","準公共料金等",27441,8.6,22.1,3597,3.4,10542,6.1,13050,6.0,17764,6.7,22921,7.1,32886,7.9,90547,12.4
44,"2","1","牛乳",1556,0.5,8.9,885,0.8,1478,0.9,1431,0.7,1354,0.5,1772,0.5,2146,0.5,1818,0.2
45,"2","1","灯油",9,0.0,-35.7,-,-,-,-,-,-,66,0.0,-,-,-,-,-,-
46,"2","1","プロパンガス",313,0.1,-6.0,198,0.2,305,0.2,362,0.2,100,0.0,767,0.2,374,0.1,94,0.0
47,"2","1","理髪料",470,0.1,17.5,73,0.1,262,0.2,282,0.1,358,0.1,586,0.2,722,0.2,996,0.1
48,"2","1","パーマネント代",162,0.1,-39.8,27,0.0,75,0.0,38,0.0,322,0.1,295,0.1,-,-,373,0.1
49,"2","1","洗濯代",441,0.1,4.8,91,0.1,51,0.0,468,0.2,390,0.1,571,0.2,439,0.1,1073,0.1
50,"2","1","新聞",2028,0.6,-6.9,1255,1.2,1578,0.9,2107,1.0,2346,0.9,1999,0.6,2182,0.5,2718,0.4
51,"2","1","私立小学校",5264,1.6,596.3,-,-,-,-,-,-,-,-,721,0.2,-,-,35751,4.9
52,"2","1","私立中学校",794,0.2,-11.6,-,-,-,-,-,-,-,-,-,-,-,-,5501,0.8
53,"2","1","私立高校",1679,0.5,-58.0,-,-,-,-,13,0.0,2499,0.9,1066,0.3,1425,0.3,6685,0.9
54,"2","1","私立大学",76,0.0,-72.9,-,-,-,-,-,-,8,0.0,-,-,-,-,521,0.1
55,"2","1","幼児教育費用",1485,0.5,98.8,460,0.4,1254,0.7,272,0.1,904,0.3,1717,0.5,348,0.1,5382,0.7
56,"2","1","民営家賃",12230,3.8,18.3,609,0.6,5443,3.2,8078,3.7,9416,3.5,13428,4.2,18790,4.5,29633,4.1
57,"2","1","地代",932,0.3,121.4,-,-,95,0.1,-,-,-,-,-,-,6461,1.6,-,-
