1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,
2,,,,第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,項目（0：世帯数等　1：公共料金等　2：準公共料金等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
4,項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
30,1,1,タクシー代,591,0.2,-11.9,393,0.4,272,0.2,176,0.1,838,0.3,617,0.2,590,0.1,1246,0.2
31,1,1,航空運賃,1043,0.3,14.7,-,-,-,-,106,0.0,-,-,-,-,5188,1.3,2025,0.3
32,1,1,郵便料,160,0.1,14.3,67,0.1,70,0.0,150,0.1,246,0.1,201,0.1,244,0.1,145,0.0
33,1,1,固定電話通信料,1303,0.4,-9.1,953,0.9,990,0.6,1588,0.7,1295,0.5,1388,0.4,1413,0.3,1492,0.2
34,1,1,携帯電話通信料,9464,3.0,9.0,3638,3.4,4203,2.4,8570,3.9,10742,4.1,11134,3.4,12304,3.0,15583,2.2
35,1,1,ＮＨＫ放送受信料,847,0.3,-4.3,493,0.5,713,0.4,790,0.4,412,0.2,549,0.2,1764,0.4,1208,0.2
36,1,1,ケーブルテレビ放送受信料,1237,0.4,17.7,569,0.5,742,0.4,1553,0.7,914,0.3,1782,0.6,1509,0.4,1582,0.2
37,1,1,他の放送受信料,181,0.1,9.0,15,0.0,78,0.0,155,0.1,154,0.1,209,0.1,190,0.0,463,0.1
38,1,1,国公立小学校,604,0.2,-15.0,15,0.0,335,0.2,373,0.2,118,0.0,751,0.2,1116,0.3,1514,0.2
39,1,1,国公立中学校,400,0.1,-5.7,-,-,297,0.2,63,0.0,478,0.2,299,0.1,593,0.1,1063,0.2
40,1,1,国公立高校,682,0.2,26.8,-,-,-,-,66,0.0,-,-,30,0.0,2472,0.6,2202,0.3
41,1,1,国公立大学,1014,0.3,23.5,-,-,-,-,-,-,-,-,-,-,138,0.0,6897,1.0
42,1,1,たばこ,1145,0.4,-6.2,422,0.4,876,0.5,747,0.3,1515,0.6,2077,0.6,1482,0.4,897,0.1
43,2,0,準公共料金等,30502,9.7,-9.2,3863,3.6,11432,6.7,12563,5.8,18457,7.0,22849,7.1,25984,6.3,117439,16.8
44,2,1,牛乳,1382,0.4,6.4,928,0.9,1225,0.7,1270,0.6,1156,0.4,1934,0.6,1456,0.4,1697,0.2
45,2,1,灯油,36,0.0,24.1,-,-,14,0.0,-,-,101,0.0,45,0.0,82,0.0,8,0.0
46,2,1,プロパンガス,356,0.1,-25.5,161,0.1,260,0.2,246,0.1,485,0.2,375,0.1,253,0.1,708,0.1
47,2,1,理髪料,479,0.2,13.8,87,0.1,220,0.1,272,0.1,364,0.1,678,0.2,1107,0.3,626,0.1
48,2,1,パーマネント代,289,0.1,131.2,25,0.0,299,0.2,246,0.1,370,0.1,249,0.1,560,0.1,272,0.0
49,2,1,洗濯代,864,0.3,-0.3,248,0.2,382,0.2,820,0.4,664,0.3,1037,0.3,1219,0.3,1666,0.2
50,2,1,新聞,2035,0.6,-3.2,1266,1.2,1642,1.0,2596,1.2,2546,1.0,2011,0.6,2201,0.5,1979,0.3
51,2,1,私立小学校,48,0.0,-56.0,-,-,-,-,-,-,-,-,-,-,340,0.1,-,-
52,2,1,私立中学校,360,0.1,-65.4,-,-,-,-,-,-,-,-,1502,0.5,955,0.2,63,0.0
53,2,1,私立高校,2137,0.7,-30.4,-,-,-,-,-,-,11,0.0,155,0.0,1076,0.3,13600,1.9
54,2,1,私立大学,9817,3.1,-16.1,-,-,-,-,-,-,153,0.1,-,-,-,-,67954,9.7
55,2,1,幼児教育費用,722,0.2,-13.4,1147,1.1,651,0.4,421,0.2,272,0.1,644,0.2,471,0.1,1446,0.2
56,2,1,民営家賃,11634,3.7,4.1,-,-,6648,3.9,6440,3.0,12335,4.7,13684,4.2,16265,3.9,25902,3.7
57,2,1,地代,344,0.1,-5.2,-,-,89,0.1,251,0.1,-,-,533,0.2,-,-,1518,0.2
